"","date","timestamp","description","visible_until_utc","score","datetime_utc","date_tbd","datetime_local","title","url","type","created_at","time_tbd","status","is_open","short_title","datetime_tbd","announce_date","popularity","id","general_admission","visible_listing_count","lowest_price","lowest_price_good_deals","median_price","highest_price","average_price","listing_count","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","address","has_upcoming_events","score_venue","name_v2","extended_address","display_location","slug","url_venue","timezone","postal_code","name","metro_code","country","city","popularity_venue","num_upcoming_events","id_venue","state","lon","lat","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"11","2018-09-25","2018-09-25_11.04.40","","2018-09-30T21:00:00",0.794,"2018-09-30T17:00:00",FALSE,"2018-09-30T13:00:00","New York Jets at Jacksonville Jaguars","https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949","nfl","2018-04-20T00:47:19",FALSE,"normal",FALSE,"Jets at Jaguars",FALSE,"2018-04-20T00:00:00",0.877,4346949,NA,531,46,49,84,393,100.564865,370,"QRCODE","2018-08-24T20:38:35Z",FALSE,"1 Everbank Field Dr",TRUE,0.83759147,"EverBank Field","Jacksonville, FL 32202","Jacksonville, FL","everbank-field","https://seatgeek.com/venues/everbank-field/tickets","America/New_York","32202","EverBank Field",561,"US","Jacksonville",0,8,5178,"FL",-81.6373,30.3239,"QRCODE_TM","2015-10-17T20:03:42Z",FALSE
"12","2018-09-25","2018-09-25_11.04.40","","2018-09-30T21:00:00",0.909,"2018-09-30T17:00:00",FALSE,"2018-09-30T13:00:00","Miami Dolphins at New England Patriots","https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092","nfl","2018-04-20T00:47:49",FALSE,"normal",FALSE,"Dolphins at Patriots",FALSE,"2018-04-20T00:00:00",0.955,4347092,NA,253,258,238,450,1479,532.18,50,"QRCODE","2018-08-24T20:51:36Z",FALSE,"1 Patriot Place",TRUE,0.8983344,"Gillette Stadium","Foxborough, MA 02035","Foxborough, MA","gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York","02035","Gillette Stadium",506,"US","Foxborough",0,15,33,"MA",-71.2674,42.0906,"NONE","2018-08-22T15:36:58Z",FALSE
"13","2018-09-25","2018-09-25_11.04.40","","2018-10-01T00:05:00",0.889,"2018-09-30T20:05:00",FALSE,"2018-09-30T13:05:00","Seattle Seahawks at Arizona Cardinals","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","nfl","2018-04-20T00:47:51",FALSE,"normal",FALSE,"Seahawks at Cardinals",FALSE,"2018-04-20T00:00:00",0.945,4347103,NA,778,28,28,92,626,115.05009,559,"QRCODE","2018-09-05T19:57:48Z",FALSE,"1 Cardinals Drive",TRUE,0.93402725,"State Farm Stadium","Glendale, AZ 85305","Glendale, AZ","state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix","85305","State Farm Stadium",753,"US","Glendale",0,10,43,"AZ",-112.262,33.5294,"NONE","2015-12-21T17:26:05Z",FALSE
"14","2018-09-25","2018-09-25_11.04.40","","2018-10-01T00:05:00",0.825,"2018-09-30T20:05:00",FALSE,"2018-09-30T13:05:00","Cleveland Browns at Oakland Raiders","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","nfl","2018-04-20T01:04:25",FALSE,"normal",FALSE,"Browns at Raiders",FALSE,"2018-04-20T00:00:00",0.898,4347154,NA,389,80,80,169,370,157.7247,247,"QRCODE","2018-08-24T20:56:48Z",FALSE,"7000 Coliseum Way",TRUE,0.7817843,"Oakland-Alameda County Coliseum","Oakland, CA 94621","Oakland, CA","oakland-alameda-county-coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles","94621","Oakland-Alameda County Coliseum",807,"US","Oakland",0,21,14,"CA",-122.201,37.7469,"PDF417","2015-06-24T00:00:00Z",FALSE
"15","2018-09-25","2018-09-25_11.04.40","","2018-10-01T00:25:00",0.904,"2018-09-30T20:25:00",FALSE,"2018-09-30T13:25:00","San Francisco 49ers at Los Angeles Chargers","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","nfl","2018-04-20T00:47:52",FALSE,"normal",FALSE,"49ers at Chargers",FALSE,"2018-04-20T00:00:00",0.959,4347112,NA,314,152,166,261,552,262.4898,245,"QRCODE","2018-08-24T20:52:20Z",FALSE,"18400 Avalon Blvd",TRUE,0.7228164,"StubHub Center","Carson, CA 90746","Carson, CA","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles","90746","StubHub Center",803,"US","Carson",0,14,52,"CA",-118.261,33.8643,NA,NA,NA
"16","2018-09-25","2018-09-25_11.04.40","","2018-10-01T00:25:00",0.914,"2018-09-30T20:25:00",FALSE,"2018-09-30T16:25:00","New Orleans Saints at New York Giants","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","nfl","2018-04-20T00:47:25",FALSE,"normal",FALSE,"Saints at Giants",FALSE,"2018-04-20T00:00:00",0.968,4346972,NA,390,128,131,275,1221,354.65842,202,"QRCODE","2018-08-24T20:47:31Z",FALSE,"1 MetLife Stadium Drive",TRUE,0.94873494,"MetLife Stadium","East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","07073","MetLife Stadium",501,"US","East Rutherford",0,16,1587,"NJ",-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"17","2018-09-25","2018-09-25_11.04.40","","2018-10-01T04:20:00",0.88,"2018-10-01T00:20:00",FALSE,"2018-09-30T20:20:00","Baltimore Ravens at Pittsburgh Steelers","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","nfl","2018-04-20T00:47:47",FALSE,"normal",FALSE,"Ravens at Steelers",FALSE,"2018-04-20T00:00:00",0.928,4347080,NA,386,102,102,227,705,245.79095,177,"QRCODE","2018-08-24T20:51:27Z",FALSE,"100 Art Rooney Avenue",TRUE,0.9033526,"Heinz Field","Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York","15212","Heinz Field",508,"US","Pittsburgh",0,10,1119,"PA",-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"18","2018-09-25","2018-09-25_11.04.40","","2018-10-02T04:15:00",0.866,"2018-10-02T00:15:00",FALSE,"2018-10-01T18:15:00","Kansas City Chiefs at Denver Broncos","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","nfl","2018-04-20T01:04:05",FALSE,"normal",FALSE,"Chiefs at Broncos",FALSE,"2018-04-20T00:00:00",0.918,4347139,NA,383,139,139,281,1150,323.65518,87,"QRCODE","2018-08-24T20:57:25Z",FALSE,"1701 Bryant St.",TRUE,0.9028296,"Sports Authority Field at Mile High","Denver, CO 80204","Denver, CO","sports-authority-field-at-mile-high","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver","80204","Sports Authority Field at Mile High",751,"US","Denver",0,7,1131,"CO",-105.02,39.74,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"19","2018-09-25","2018-09-25_11.04.40","","2018-10-05T04:20:00",0.902,"2018-10-05T00:20:00",FALSE,"2018-10-04T20:20:00","Indianapolis Colts at New England Patriots","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","nfl","2018-04-20T00:47:50",FALSE,"normal",FALSE,"Colts at Patriots",FALSE,"2018-04-20T00:00:00",0.918,4347096,NA,605,136,136,248,1198,306.63113,244,"QRCODE","2018-08-24T21:03:24Z",FALSE,"1 Patriot Place",TRUE,0.8983344,"Gillette Stadium","Foxborough, MA 02035","Foxborough, MA","gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York","02035","Gillette Stadium",506,"US","Foxborough",0,15,33,"MA",-71.2674,42.0906,"NONE","2018-08-22T15:36:58Z",FALSE
"20","2018-09-25","2018-09-25_11.04.40","","2018-10-06T23:30:00",0.578,"2018-10-06T19:30:00",FALSE,"2018-10-06T15:30:00","South Alabama Jaguars at Georgia Southern Eagles Football","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","ncaa_football","2018-02-28T15:00:17",FALSE,"normal",FALSE,"South Alabama at Georgia Southern",FALSE,"2018-02-28T00:00:00",0.682,4281989,NA,14,28,NA,42,69,45.42105,19,NA,NA,NA,"225 Lanier Drive",TRUE,0.41380084,"Allen E. Paulson Stadium","Statesboro, GA 30460","Statesboro, GA","allen-e-paulson-stadium","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","America/New_York","30460","Allen E. Paulson Stadium",507,"US","Statesboro",0,4,2352,"GA",-81.7832,32.4488,NA,NA,NA
"21","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.883,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Atlanta Falcons at Pittsburgh Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","nfl","2018-04-20T00:47:47",FALSE,"normal",FALSE,"Falcons at Steelers",FALSE,"2018-04-20T00:00:00",0.899,4347079,NA,467,148,148,353,1084,400.40573,244,"QRCODE","2018-08-24T21:16:40Z",FALSE,"100 Art Rooney Avenue",TRUE,0.9033526,"Heinz Field","Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York","15212","Heinz Field",508,"US","Pittsburgh",0,10,1119,"PA",-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"22","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.9,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","New York Giants at Carolina Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","nfl","2018-04-20T00:47:38",FALSE,"normal",FALSE,"Giants at Panthers",FALSE,"2018-04-20T00:00:00",0.916,4347032,NA,465,156,162,260,1138,321.90427,282,"QRCODE","2018-08-24T21:15:58Z",FALSE,"800 South Mint Street",TRUE,0.8968222,"Bank of America Stadium","Charlotte, NC 28202","Charlotte, NC","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York","28202","Bank of America Stadium",517,"US","Charlotte",0,8,1122,"NC",-80.8524,35.2243,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"23","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.911,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Green Bay Packers at Detroit Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","nfl","2018-04-20T00:47:37",FALSE,"normal",FALSE,"Packers at Lions",FALSE,"2018-04-20T00:00:00",0.924,4347027,NA,622,132,121,195,2392,249.4893,374,"QRCODE","2018-08-24T21:05:06Z",FALSE,"2000 Brush St.",TRUE,0.9029952,"Ford Field","Detroit, MI 48226","Detroit, MI","ford-field","https://seatgeek.com/venues/ford-field/tickets","America/Detroit","48226","Ford Field",505,"US","Detroit",0,11,346,"MI",-83.0459,42.34,"NONE","2015-11-04T17:31:52Z",FALSE
"24","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.915,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Denver Broncos at New York Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","nfl","2018-04-20T00:47:34",FALSE,"normal",FALSE,"Broncos at Jets",FALSE,"2018-04-20T00:00:00",0.928,4347011,NA,1011,55,55,153,783,178.1697,660,"QRCODE","2018-09-05T19:53:41Z",FALSE,"1 MetLife Stadium Drive",TRUE,0.94873494,"MetLife Stadium","East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","07073","MetLife Stadium",501,"US","East Rutherford",0,16,1587,"NJ",-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"25","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.842,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Miami Dolphins at Cincinnati Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","nfl","2018-04-20T00:47:40",FALSE,"normal",FALSE,"Dolphins at Bengals",FALSE,"2018-04-20T00:00:00",0.873,4347043,NA,669,51,51,102,429,107.04074,270,"QRCODE","2018-08-24T21:16:15Z",FALSE,"1 Paul Brown Stadium",TRUE,0.86166537,"Paul Brown Stadium","Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York","45202","Paul Brown Stadium",515,"US","Cincinnati",0,7,1124,"OH",-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"26","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.84,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Baltimore Ravens at Cleveland Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","nfl","2018-04-20T00:47:31",FALSE,"normal",FALSE,"Ravens at Browns",FALSE,"2018-04-20T00:00:00",0.871,4346999,NA,695,71,69,114,994,151.50104,485,"QRCODE","2018-08-24T21:04:01Z",FALSE,"100 Alfred Lerner Way",TRUE,0.86852187,"FirstEnergy Stadium","Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York","44114","FirstEnergy Stadium",510,"US","Cleveland",0,6,1123,"OH",-81.7,41.5065,"NONE","2015-11-11T20:55:31Z",FALSE
"27","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.859,"2018-10-07T17:00:00",FALSE,"2018-10-07T12:00:00","Jacksonville Jaguars at Kansas City Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","nfl","2018-04-20T00:47:28",FALSE,"normal",FALSE,"Jaguars at Chiefs",FALSE,"2018-04-20T00:00:00",0.883,4346983,NA,987,73,73,173,406,183.81831,666,"QRCODE","2018-08-24T21:03:49Z",FALSE,"1 Arrowhead Drive",TRUE,0.8827867,"Arrowhead Stadium","Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago","64129","Arrowhead Stadium",616,"US","Kansas City",0,8,1128,"MO",-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"28","2018-09-25","2018-09-25_11.04.40","","2018-10-07T21:00:00",0.848,"2018-10-07T17:00:00",FALSE,"2018-10-07T13:00:00","Tennessee Titans at Buffalo Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","nfl","2018-04-20T00:47:44",FALSE,"normal",FALSE,"Titans at Bills",FALSE,"2018-04-20T00:00:00",0.873,4347063,NA,746,67,63,111,441,131.56,375,"QRCODE","2018-08-24T21:16:26Z",FALSE,"1 Bills Drive",TRUE,0.8815085,"New Era Field","Orchard Park, NY 14127","Orchard Park, NY","new-era-field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York","14127","New Era Field",514,"US","Orchard Park",0,7,1135,"NY",-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"29","2018-09-25","2018-09-25_11.04.40","","2018-10-08T00:05:00",0.887,"2018-10-07T20:05:00",FALSE,"2018-10-07T13:05:00","Oakland Raiders at Los Angeles Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","nfl","2018-04-20T00:47:52",FALSE,"normal",FALSE,"Raiders at Chargers",FALSE,"2018-04-20T00:00:00",0.907,4347111,NA,532,225,220,281,721,313.90475,420,"QRCODE","2018-08-24T21:17:06Z",FALSE,"18400 Avalon Blvd",TRUE,0.7228164,"StubHub Center","Carson, CA 90746","Carson, CA","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles","90746","StubHub Center",803,"US","Carson",0,14,52,"CA",-118.261,33.8643,NA,NA,NA
"30","2018-09-25","2018-09-25_11.04.40","","2018-10-08T00:25:00",0.868,"2018-10-07T20:25:00",FALSE,"2018-10-07T13:25:00","Arizona Cardinals at San Francisco 49ers","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","nfl","2018-04-20T00:47:53",FALSE,"normal",FALSE,"Cardinals at 49ers",FALSE,"2018-04-20T00:00:00",0.889,4347115,NA,892,45,45,139,718,154.97308,743,"QRCODE","2018-09-05T19:47:23Z",FALSE,"4900 Marie P DeBartolo Way",TRUE,0.95768774,"Levi's Stadium","Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","95054","Levi's Stadium",0,"US","Santa Clara",0,13,58670,"CA",-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"31","2018-09-25","2018-09-25_11.04.40","","2018-10-08T00:25:00",0.873,"2018-10-07T20:25:00",FALSE,"2018-10-07T13:25:00","Los Angeles Rams at Seattle Seahawks","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","nfl","2018-04-20T00:47:56",FALSE,"normal",FALSE,"Rams at Seahawks",FALSE,"2018-04-20T00:00:00",0.893,4347128,NA,474,162,162,349,843,362.7742,155,"QRCODE","2018-08-24T21:19:14Z",FALSE,"800 Occidental Ave S",TRUE,0.87232786,"CenturyLink Field","Seattle, WA 98134","Seattle, WA","centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles","98134","CenturyLink Field",819,"US","Seattle",0,12,339,"WA",-122.33,47.6,"QRCODE","2018-03-02T22:54:54Z",FALSE
"32","2018-09-25","2018-09-25_11.04.40","","2018-10-08T00:25:00",0.906,"2018-10-07T20:25:00",FALSE,"2018-10-07T16:25:00","Minnesota Vikings at Philadelphia Eagles","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","nfl","2018-04-20T00:47:26",FALSE,"normal",FALSE,"Vikings at Eagles",FALSE,"2018-04-20T00:00:00",0.919,4346976,NA,751,230,178,373,1052,432.90512,274,"QRCODE","2018-08-24T21:03:38Z",FALSE,"1020 Pattison Ave",TRUE,0.90542686,"Lincoln Financial Field","Philadelphia, PA 19148","Philadelphia, PA","lincoln-financial-field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York","19148","Lincoln Financial Field",504,"US","Philadelphia",0,15,330,"PA",-75.1675,39.9046,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"33","2018-09-25","2018-09-25_11.04.40","","2018-10-08T04:20:00",0.926,"2018-10-08T00:20:00",FALSE,"2018-10-07T19:20:00","Dallas Cowboys at Houston Texans","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","nfl","2018-04-20T00:47:36",FALSE,"normal",FALSE,"Cowboys at Texans",FALSE,"2018-04-20T00:00:00",0.933,4347020,NA,748,256,249,477,1563,521.93146,423,"QRCODE","2018-08-24T21:04:53Z",FALSE,"1 Reliant Park",TRUE,0.8624192,"NRG Stadium","Houston, TX 77054","Houston, TX","nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago","77054","NRG Stadium",618,"US","Houston",0,47,41,"TX",-95.4107,29.6847,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"34","2018-09-25","2018-09-25_11.04.40","","2018-10-09T00:00:00",0.341,"2018-10-08T20:00:00",FALSE,"2018-10-08T16:00:00","Baltimore Ravens at A Purple Evening","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","sports","2018-08-03T16:01:06",FALSE,"normal",FALSE,"Baltimore Ravens at A Purple Evening",FALSE,"2018-08-03T00:00:00",0.532,4474093,NA,4,65,NA,246,584,245.16667,12,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,"1101 Russell St",TRUE,0.8927189,"M&T Bank Stadium","Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","21230","M&T Bank Stadium",512,"US","Baltimore",0,7,1121,"MD",-76.623,39.2774,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"35","2018-09-25","2018-09-25_11.04.40","","2018-10-09T04:15:00",0.843,"2018-10-09T00:15:00",FALSE,"2018-10-08T19:15:00","Washington Redskins at New Orleans Saints","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","nfl","2018-04-20T00:47:25",FALSE,"normal",TRUE,"Redskins at Saints",FALSE,"2018-04-20T00:00:00",0.871,4346971,NA,1408,84,84,213,5942,238.26984,1512,"QRCODE","2018-05-29T20:38:55Z",FALSE,"1500 Sugar Bowl Drive",TRUE,0.8966978,"Mercedes-Benz Superdome","New Orleans, LA 70112","New Orleans, LA","mercedes-benz-superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago","70112","Mercedes-Benz Superdome",622,"US","New Orleans",0,17,128,"LA",-90.0786,29.9515,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"36","2018-09-25","2018-09-25_11.04.40","","2018-10-12T04:20:00",0.915,"2018-10-12T00:20:00",FALSE,"2018-10-11T20:20:00","Philadelphia Eagles at New York Giants","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","nfl","2018-04-20T00:47:14",FALSE,"normal",FALSE,"Eagles at Giants",FALSE,"2018-04-20T00:00:00",0.915,4346917,NA,884,142,139,272,1547,347.02512,478,"QRCODE","2018-08-24T21:52:02Z",FALSE,"1 MetLife Stadium Drive",TRUE,0.94873494,"MetLife Stadium","East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","07073","MetLife Stadium",501,"US","East Rutherford",0,16,1587,"NJ",-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"37","2018-09-25","2018-09-25_11.04.40","","2018-10-14T01:00:00",0.477,"2018-10-13T21:00:00",FALSE,"2018-10-13T16:00:00","Alabama State Hornets at South Alabama Jaguars Football","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","ncaa_football","2017-12-21T15:00:36",FALSE,"normal",FALSE,"Alabama State at South Alabama",FALSE,"2017-12-21T00:00:00",0.598,4192619,NA,6,21,21,36,85,43.5,12,NA,NA,NA,"1621 Virginia St.",TRUE,0.50177634,"Ladd Peebles Stadium","Mobile, AL 36604","Mobile, AL","ladd-peebles-stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago","36604","Ladd Peebles Stadium",686,"US","Mobile",0,5,3716,"AL",-88.0761,30.6748,NA,NA,NA
"38","2018-09-25","2018-09-25_11.04.40","","2018-10-14T21:00:00",0.87,"2018-10-14T17:00:00",FALSE,"2018-10-14T13:00:00","Tampa Bay Buccaneers at Atlanta Falcons","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","nfl","2018-04-20T00:47:42",FALSE,"normal",FALSE,"Buccaneers at Falcons",FALSE,"2018-04-20T00:00:00",0.877,4347051,NA,975,78,77,194,1096,216.80699,829,"QRCODE","2018-08-24T21:53:35Z",FALSE,"441 M.L.K. Jr Dr NW",TRUE,0.76958936,"Mercedes-Benz Stadium","Atlanta, GA 30313","Atlanta, GA","mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York","30313","Mercedes-Benz Stadium",0,"US","Atlanta",0,19,419590,"GA",-84.4,33.76,"QRCODE","2018-08-23T20:14:46Z",FALSE
