"","date","timestamp","description","visible_until_utc","score","datetime_utc","date_tbd","datetime_local","title","url","type","created_at","time_tbd","status","is_open","short_title","datetime_tbd","announce_date","popularity","id","general_admission","visible_listing_count","lowest_price","lowest_price_good_deals","median_price","highest_price","average_price","listing_count","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","address","has_upcoming_events","score_venue","name_v2","extended_address","display_location","slug","url_venue","timezone","postal_code","name","metro_code","country","city","popularity_venue","num_upcoming_events","id_venue","state","lon","lat","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"58","2018-09-25","2018-09-25_11.04.40","","2018-10-21T21:00:00",0.873,"2018-10-21T17:00:00",FALSE,"2018-10-21T12:00:00","Cincinnati Bengals at Kansas City Chiefs","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","nfl","2018-04-20T00:47:27",FALSE,"normal",FALSE,"Bengals at Chiefs",FALSE,"2018-04-20T00:00:00",0.87,4346982,NA,1100,50,50,139,601,149.03676,925,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1 Arrowhead Drive",TRUE,0.8827867,"Arrowhead Stadium","Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago","64129","Arrowhead Stadium",616,"US","Kansas City",0,8,1128,"MO",-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"59","2018-09-25","2018-09-25_11.04.40","","2018-10-21T21:00:00",0.905,"2018-10-21T17:00:00",FALSE,"2018-10-21T13:00:00","Carolina Panthers at Philadelphia Eagles","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","nfl","2018-04-20T00:47:39",FALSE,"normal",FALSE,"Panthers at Eagles",FALSE,"2018-04-20T00:00:00",0.895,4347036,NA,801,206,156,363,3680,414.40588,340,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1020 Pattison Ave",TRUE,0.90542686,"Lincoln Financial Field","Philadelphia, PA 19148","Philadelphia, PA","lincoln-financial-field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York","19148","Lincoln Financial Field",504,"US","Philadelphia",0,15,330,"PA",-75.1675,39.9046,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"60","2018-09-25","2018-09-25_11.04.40","","2018-10-21T21:00:00",0.782,"2018-10-21T17:00:00",FALSE,"2018-10-21T13:00:00","Houston Texans at Jacksonville Jaguars","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","nfl","2018-04-20T00:47:19",FALSE,"normal",FALSE,"Texans at Jaguars",FALSE,"2018-04-20T00:00:00",0.8,4346948,NA,848,48,48,99,587,129.00943,530,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1 Everbank Field Dr",TRUE,0.83759147,"EverBank Field","Jacksonville, FL 32202","Jacksonville, FL","everbank-field","https://seatgeek.com/venues/everbank-field/tickets","America/New_York","32202","EverBank Field",561,"US","Jacksonville",0,8,5178,"FL",-81.6373,30.3239,"QRCODE_TM","2015-10-17T20:03:42Z",FALSE
"61","2018-09-25","2018-09-25_11.04.40","","2018-10-22T00:05:00",0.831,"2018-10-21T20:05:00",FALSE,"2018-10-21T16:05:00","New Orleans Saints at Baltimore Ravens","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","nfl","2018-04-20T00:47:45",FALSE,"normal",FALSE,"Saints at Ravens",FALSE,"2018-04-20T00:00:00",0.838,4347071,NA,924,51,51,122,626,147.77666,497,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1101 Russell St",TRUE,0.8927189,"M&T Bank Stadium","Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","21230","M&T Bank Stadium",512,"US","Baltimore",0,7,1121,"MD",-76.623,39.2774,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"62","2018-09-25","2018-09-25_11.04.40","","2018-10-22T00:25:00",0.945,"2018-10-21T20:25:00",FALSE,"2018-10-21T16:25:00","Dallas Cowboys at Washington Redskins","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","nfl","2018-04-20T00:47:18",FALSE,"normal",FALSE,"Cowboys at Redskins",FALSE,"2018-04-20T00:00:00",0.927,4346941,NA,1041,183,178,282,1101,336.274,657,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1600 Fedex Way",TRUE,0.9333444,"FedEx Field","Landover, MD 20785","Landover, MD","fedex-field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York","20785","FedEx Field",511,"US","Landover",0,6,35,"MD",-76.8658,38.9071,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"63","2018-09-25","2018-09-25_11.04.40","","2018-10-22T04:20:00",0.905,"2018-10-22T00:20:00",FALSE,"2018-10-21T17:20:00","Los Angeles Rams at San Francisco 49ers","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","nfl","2018-04-20T00:47:54",FALSE,"normal",FALSE,"Rams at 49ers",FALSE,"2018-04-20T00:00:00",0.892,4347118,NA,983,85,85,197,2993,227.15147,779,"QRCODE","2018-08-24T21:53:38Z",FALSE,"4900 Marie P DeBartolo Way",TRUE,0.95768774,"Levi's Stadium","Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","95054","Levi's Stadium",0,"US","Santa Clara",0,13,58670,"CA",-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"64","2018-09-25","2018-09-25_11.04.40","","2018-10-23T04:15:00",0.912,"2018-10-23T00:15:00",FALSE,"2018-10-22T20:15:00","New York Giants at Atlanta Falcons","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","nfl","2018-04-20T00:47:42",FALSE,"normal",FALSE,"Giants at Falcons",FALSE,"2018-04-20T00:00:00",0.896,4347050,NA,838,128,122,303,1990,324.47495,798,"QRCODE","2018-08-24T21:53:38Z",FALSE,"441 M.L.K. Jr Dr NW",TRUE,0.76958936,"Mercedes-Benz Stadium","Atlanta, GA 30313","Atlanta, GA","mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York","30313","Mercedes-Benz Stadium",0,"US","Atlanta",0,19,419590,"GA",-84.4,33.76,"QRCODE","2018-08-23T20:14:46Z",FALSE
"65","2018-09-25","2018-09-25_11.04.40","","2018-10-24T04:00:00",0.312,"2018-10-24T00:00:00",FALSE,"2018-10-23T19:00:00","Troy Trojans at South Alabama Jaguars Football","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","ncaa_football","2018-02-28T15:00:17",FALSE,"normal",FALSE,"Troy at South Alabama",FALSE,"2018-02-28T00:00:00",0.447,4281985,NA,11,26,26,36,92,43.58621,29,NA,NA,NA,"1621 Virginia St.",TRUE,0.50177634,"Ladd Peebles Stadium","Mobile, AL 36604","Mobile, AL","ladd-peebles-stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago","36604","Ladd Peebles Stadium",686,"US","Mobile",0,5,3716,"AL",-88.0761,30.6748,NA,NA,NA
"66","2018-09-25","2018-09-25_11.04.40","","2018-10-26T04:20:00",0.848,"2018-10-26T00:20:00",FALSE,"2018-10-25T19:20:00","Miami Dolphins at Houston Texans","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","nfl","2018-04-20T00:47:36",FALSE,"normal",FALSE,"Dolphins at Texans",FALSE,"2018-04-20T00:00:00",0.836,4347018,NA,1053,42,40,142,843,178.91612,608,"QRCODE","2018-08-24T21:53:38Z",FALSE,"1 Reliant Park",TRUE,0.8624192,"NRG Stadium","Houston, TX 77054","Houston, TX","nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago","77054","NRG Stadium",618,"US","Houston",0,47,41,"TX",-95.4107,29.6847,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"67","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.828,"2018-10-28T17:00:00",FALSE,"2018-10-28T13:00:00","Tampa Bay Buccaneers at Cincinnati Bengals","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","nfl","2018-04-20T00:47:40",FALSE,"normal",FALSE,"Buccaneers at Bengals",FALSE,"2018-04-20T00:00:00",0.826,4347041,NA,917,41,41,88,332,97.883675,533,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 Paul Brown Stadium",TRUE,0.86166537,"Paul Brown Stadium","Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York","45202","Paul Brown Stadium",515,"US","Cincinnati",0,7,1124,"OH",-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"68","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.898,"2018-10-28T17:00:00",FALSE,"2018-10-28T13:00:00","Seattle Seahawks at Detroit Lions","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","nfl","2018-04-20T00:47:37",FALSE,"normal",FALSE,"Seahawks at Lions",FALSE,"2018-04-20T00:00:00",0.884,4347026,NA,774,66,63,132,2392,175.09677,527,"QRCODE","2018-08-24T21:53:39Z",FALSE,"2000 Brush St.",TRUE,0.9029952,"Ford Field","Detroit, MI 48226","Detroit, MI","ford-field","https://seatgeek.com/venues/ford-field/tickets","America/Detroit","48226","Ford Field",505,"US","Detroit",0,11,346,"MI",-83.0459,42.34,"NONE","2015-11-04T17:31:52Z",FALSE
"69","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.896,"2018-10-28T17:00:00",FALSE,"2018-10-28T13:00:00","Washington Redskins at New York Giants","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","nfl","2018-04-20T00:47:17",FALSE,"normal",FALSE,"Redskins at Giants",FALSE,"2018-04-20T00:00:00",0.874,4346940,NA,834,134,132,234,1498,296.32416,509,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 MetLife Stadium Drive",TRUE,0.94873494,"MetLife Stadium","East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","07073","MetLife Stadium",501,"US","East Rutherford",0,16,1587,"NJ",-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"70","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.869,"2018-10-28T17:00:00",FALSE,"2018-10-28T13:00:00","Baltimore Ravens at Carolina Panthers","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","nfl","2018-04-20T00:47:45",FALSE,"normal",FALSE,"Ravens at Panthers",FALSE,"2018-04-20T00:00:00",0.855,4347070,NA,697,84,84,161,588,210.71802,344,"QRCODE","2018-08-24T21:53:39Z",FALSE,"800 South Mint Street",TRUE,0.8968222,"Bank of America Stadium","Charlotte, NC 28202","Charlotte, NC","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York","28202","Bank of America Stadium",517,"US","Charlotte",0,8,1122,"NC",-80.8524,35.2243,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"71","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.866,"2018-10-28T17:00:00",FALSE,"2018-10-28T13:00:00","Cleveland Browns at Pittsburgh Steelers","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","nfl","2018-04-20T00:47:46",FALSE,"normal",FALSE,"Browns at Steelers",FALSE,"2018-04-20T00:00:00",0.855,4347078,NA,635,112,106,258,1138,298.84537,291,"QRCODE","2018-08-24T21:53:39Z",FALSE,"100 Art Rooney Avenue",TRUE,0.9033526,"Heinz Field","Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York","15212","Heinz Field",508,"US","Pittsburgh",0,10,1119,"PA",-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"72","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.885,"2018-10-28T17:00:00",FALSE,"2018-10-28T12:00:00","Denver Broncos at Kansas City Chiefs","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","nfl","2018-04-20T00:47:27",FALSE,"normal",FALSE,"Broncos at Chiefs",FALSE,"2018-04-20T00:00:00",0.868,4346981,NA,1056,101,104,184,840,206.87393,825,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 Arrowhead Drive",TRUE,0.8827867,"Arrowhead Stadium","Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago","64129","Arrowhead Stadium",616,"US","Kansas City",0,8,1128,"MO",-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"73","2018-09-25","2018-09-25_11.04.40","","2018-10-28T21:00:00",0.879,"2018-10-28T17:00:00",FALSE,"2018-10-28T12:00:00","New York Jets at Chicago Bears","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","nfl","2018-04-20T00:47:33",FALSE,"normal",FALSE,"Jets at Bears",FALSE,"2018-04-20T00:00:00",0.865,4347007,NA,725,133,133,285,1198,309.1496,127,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1410 S. Museum Campus Drive",TRUE,0.940013,"Soldier Field","Chicago, IL 60605","Chicago, IL","soldier-field","https://seatgeek.com/venues/soldier-field/tickets","America/Chicago","60605","Soldier Field",602,"US","Chicago",0,9,31,"IL",-87.6159,41.8623,"NONE","2018-06-02T00:44:08Z",FALSE
"74","2018-09-25","2018-09-25_11.04.40","","2018-10-29T00:05:00",0.846,"2018-10-28T20:05:00",FALSE,"2018-10-28T13:05:00","Indianapolis Colts at Oakland Raiders","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","nfl","2018-04-20T01:04:25",FALSE,"normal",FALSE,"Colts at Raiders",FALSE,"2018-04-20T00:00:00",0.839,4347153,NA,845,74,74,161,588,171.08705,494,"QRCODE","2018-08-24T21:53:39Z",FALSE,"7000 Coliseum Way",TRUE,0.7817843,"Oakland-Alameda County Coliseum","Oakland, CA 94621","Oakland, CA","oakland-alameda-county-coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles","94621","Oakland-Alameda County Coliseum",807,"US","Oakland",0,21,14,"CA",-122.201,37.7469,"PDF417","2015-06-24T00:00:00Z",FALSE
"75","2018-09-25","2018-09-25_11.04.40","","2018-10-29T00:25:00",0.922,"2018-10-28T20:25:00",FALSE,"2018-10-28T13:25:00","Green Bay Packers at Los Angeles Rams","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","nfl","2018-04-20T00:47:14",FALSE,"normal",FALSE,"Packers at Rams",FALSE,"2018-04-20T00:00:00",0.895,4346921,NA,1038,249,239,515,126792,842.9041,459,"QRCODE","2018-08-24T21:53:39Z",FALSE,"3911 S Figueroa St",TRUE,0.86898464,"Los Angeles Memorial Coliseum","Los Angeles, CA 90037","Los Angeles, CA","los-angeles-memorial-coliseum-1","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","America/Los_Angeles","90037","Los Angeles Memorial Coliseum",0,"US","Los Angeles",0,9,51012,"CA",-118.288,34.0138,"QRCODE","2018-08-23T17:59:28Z",FALSE
"76","2018-09-25","2018-09-25_11.04.40","","2018-10-29T00:25:00",0.888,"2018-10-28T20:25:00",FALSE,"2018-10-28T13:25:00","San Francisco 49ers at Arizona Cardinals","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","nfl","2018-04-20T00:47:51",FALSE,"normal",FALSE,"49ers at Cardinals",FALSE,"2018-04-20T00:00:00",0.873,4347101,NA,1043,38,38,111,611,137.13788,747,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 Cardinals Drive",TRUE,0.93402725,"State Farm Stadium","Glendale, AZ 85305","Glendale, AZ","state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix","85305","State Farm Stadium",753,"US","Glendale",0,10,43,"AZ",-112.262,33.5294,"NONE","2015-12-21T17:26:05Z",FALSE
"77","2018-09-25","2018-09-25_11.04.40","","2018-10-29T04:20:00",0.887,"2018-10-29T00:20:00",FALSE,"2018-10-28T19:20:00","New Orleans Saints at Minnesota Vikings","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","nfl","2018-04-20T01:04:04",FALSE,"normal",FALSE,"Saints at Vikings",FALSE,"2018-04-20T00:00:00",0.871,4347136,NA,743,130,130,271,2269,331.52075,434,"QRCODE","2018-08-24T21:53:39Z",FALSE,"900 South 5th Street",TRUE,0.88524246,"U.S. Bank Stadium","Minneapolis, MN 55415","Minneapolis, MN","u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago","55415","U.S. Bank Stadium",0,"US","Minneapolis",0,15,218451,"MN",-93.26,44.97,"NONE","2018-08-22T15:34:15Z",FALSE
"78","2018-09-25","2018-09-25_11.04.40","","2018-10-30T04:15:00",0.888,"2018-10-30T00:15:00",FALSE,"2018-10-29T20:15:00","New England Patriots at Buffalo Bills","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","nfl","2018-04-20T00:47:44",FALSE,"normal",FALSE,"Patriots at Bills",FALSE,"2018-04-20T00:00:00",0.866,4347062,NA,1070,99,96,161,123647,315.31146,915,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 Bills Drive",TRUE,0.8815085,"New Era Field","Orchard Park, NY 14127","Orchard Park, NY","new-era-field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York","14127","New Era Field",514,"US","Orchard Park",0,7,1135,"NY",-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"79","2018-09-25","2018-09-25_11.04.40","","2018-11-02T04:20:00",0.943,"2018-11-02T00:20:00",FALSE,"2018-11-01T17:20:00","Oakland Raiders at San Francisco 49ers","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","nfl","2018-04-20T00:47:57",FALSE,"normal",FALSE,"Raiders at 49ers",FALSE,"2018-04-20T00:00:00",0.904,4347131,NA,933,217,217,444,2989,480.17947,702,"QRCODE","2018-08-24T21:53:39Z",FALSE,"4900 Marie P DeBartolo Way",TRUE,0.95768774,"Levi's Stadium","Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","95054","Levi's Stadium",0,"US","Santa Clara",0,13,58670,"CA",-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"80","2018-09-25","2018-09-25_11.04.40","","2018-11-03T23:00:00",0.503,"2018-11-03T19:00:00",FALSE,"2018-11-03T14:00:00","South Alabama Jaguars at Arkansas State Red Wolves Football","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","ncaa_football","2018-02-28T15:00:09",FALSE,"normal",FALSE,"South Alabama at Arkansas State",FALSE,"2018-02-28T00:00:00",0.573,4281935,NA,101,23,NA,45,78,44.52778,144,NA,NA,NA,"2180 Aggie Rd",TRUE,0.47753516,"Centennial Bank Stadium","Jonesboro, AR 72401","Jonesboro, AR","centennial-bank-stadium-1","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","America/Chicago","72401","Centennial Bank Stadium",0,"US","Jonesboro",0,3,8896,"AR",-90.6797,35.8429,NA,NA,NA
"81","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.866,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","New York Jets at Miami Dolphins","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","nfl","2018-04-20T00:47:47",FALSE,"normal",FALSE,"Jets at Dolphins",FALSE,"2018-04-20T00:00:00",0.842,4347083,NA,902,73,62,165,902,180.34752,141,"QRCODE","2018-08-24T21:53:39Z",FALSE,"347 Don Shula Dr.",TRUE,0.8378203,"Hard Rock Stadium","Miami Gardens, FL 33056","Miami Gardens, FL","hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York","33056","Hard Rock Stadium",528,"US","Miami Gardens",0,36,29,"FL",-80.24,25.96,"NONE","2017-10-03T18:58:44Z",FALSE
"82","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.823,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","Kansas City Chiefs at Cleveland Browns","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","nfl","2018-04-20T00:47:31",FALSE,"normal",FALSE,"Chiefs at Browns",FALSE,"2018-04-20T00:00:00",0.817,4346997,NA,1186,50,50,101,476,118.50853,938,"QRCODE","2018-08-24T21:53:39Z",FALSE,"100 Alfred Lerner Way",TRUE,0.86852187,"FirstEnergy Stadium","Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York","44114","FirstEnergy Stadium",510,"US","Cleveland",0,6,1123,"OH",-81.7,41.5065,"NONE","2015-11-11T20:55:31Z",FALSE
"83","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.873,"2018-11-04T18:00:00",FALSE,"2018-11-04T12:00:00","Detroit Lions at Minnesota Vikings","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","nfl","2018-04-20T01:04:05",FALSE,"normal",FALSE,"Lions at Vikings",FALSE,"2018-04-20T00:00:00",0.856,4347140,NA,751,110,109,218,1389,264.53003,466,"QRCODE","2018-08-24T21:53:39Z",FALSE,"900 South 5th Street",TRUE,0.88524246,"U.S. Bank Stadium","Minneapolis, MN 55415","Minneapolis, MN","u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago","55415","U.S. Bank Stadium",0,"US","Minneapolis",0,15,218451,"MN",-93.26,44.97,"NONE","2018-08-22T15:34:15Z",FALSE
"84","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.865,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","Pittsburgh Steelers at Baltimore Ravens","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","nfl","2018-04-20T00:47:45",FALSE,"normal",FALSE,"Steelers at Ravens",FALSE,"2018-04-20T00:00:00",0.843,4347069,NA,905,122,121,191,11280,267.16302,503,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1101 Russell St",TRUE,0.8927189,"M&T Bank Stadium","Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","21230","M&T Bank Stadium",512,"US","Baltimore",0,7,1121,"MD",-76.623,39.2774,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"85","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.895,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","Atlanta Falcons at Washington Redskins","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","nfl","2018-04-20T00:47:17",FALSE,"normal",FALSE,"Falcons at Redskins",FALSE,"2018-04-20T00:00:00",0.871,4346937,NA,1028,79,79,146,451,173.06519,629,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1600 Fedex Way",TRUE,0.9333444,"FedEx Field","Landover, MD 20785","Landover, MD","fedex-field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York","20785","FedEx Field",511,"US","Landover",0,6,35,"MD",-76.8658,38.9071,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"86","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.843,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","Tampa Bay Buccaneers at Carolina Panthers","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","nfl","2018-04-20T00:47:38",FALSE,"normal",FALSE,"Buccaneers at Panthers",FALSE,"2018-04-20T00:00:00",0.826,4347033,NA,769,77,71,159,1081,195.13649,381,"QRCODE","2018-08-24T21:53:39Z",FALSE,"800 South Mint Street",TRUE,0.8968222,"Bank of America Stadium","Charlotte, NC 28202","Charlotte, NC","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York","28202","Bank of America Stadium",517,"US","Charlotte",0,8,1122,"NC",-80.8524,35.2243,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"87","2018-09-25","2018-09-25_11.04.40","","2018-11-04T22:00:00",0.875,"2018-11-04T18:00:00",FALSE,"2018-11-04T13:00:00","Chicago Bears at Buffalo Bills","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","nfl","2018-04-20T00:47:43",FALSE,"normal",FALSE,"Bears at Bills",FALSE,"2018-04-20T00:00:00",0.854,4347061,NA,1217,52,51,106,602,134.96765,773,"QRCODE","2018-08-24T21:53:39Z",FALSE,"1 Bills Drive",TRUE,0.8815085,"New Era Field","Orchard Park, NY 14127","Orchard Park, NY","new-era-field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York","14127","New Era Field",514,"US","Orchard Park",0,7,1135,"NY",-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"88","2018-09-25","2018-09-25_11.04.40","","2018-11-05T01:05:00",0.88,"2018-11-04T21:05:00",FALSE,"2018-11-04T13:05:00","Los Angeles Chargers at Seattle Seahawks","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","nfl","2018-04-20T00:47:56",FALSE,"normal",FALSE,"Chargers at Seahawks",FALSE,"2018-04-20T00:00:00",0.855,4347127,NA,659,163,156,351,1015,359.87204,211,"QRCODE","2018-08-24T21:53:39Z",FALSE,"800 Occidental Ave S",TRUE,0.87232786,"CenturyLink Field","Seattle, WA 98134","Seattle, WA","centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles","98134","CenturyLink Field",819,"US","Seattle",0,12,339,"WA",-122.33,47.6,"QRCODE","2018-03-02T22:54:54Z",FALSE
