"","date","timestamp","is_open","datetime_local","datetime_tbd","title","id","type","score","datetime_utc","description","created_at","status","visible_until_utc","time_tbd","short_title","url","popularity","announce_date","date_tbd","general_admission","listing_count","lowest_price","visible_listing_count","median_price","average_price","highest_price","lowest_price_good_deals","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","metro_code","extended_address","name_v2","timezone","state","name","display_location","score_venue","popularity_venue","postal_code","num_upcoming_events","city","country","url_venue","id_venue","has_upcoming_events","slug","address","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"11","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T13:00:00",FALSE,"Houston Texans at Indianapolis Colts",4346962,"nfl",0.871,"2018-09-30T17:00:00","","2018-04-20T00:47:22","normal","2018-09-30T21:00:00",FALSE,"Texans at Colts","https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962",0.922,"2018-04-20T00:00:00",FALSE,NA,483,25,776,90,98.52588,465,25,"2018-08-24T20:46:39Z",FALSE,"QRCODE",527,"Indianapolis, IN 46225","Lucas Oil Stadium","America/Indiana/Indianapolis","IN","Lucas Oil Stadium","Indianapolis, IN",0.9071682,0,"46225",13,"Indianapolis","US","https://seatgeek.com/venues/lucas-oil-stadium/tickets",1130,TRUE,"lucas-oil-stadium","500 South Capitol Avenue",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"12","2018-09-27","2018-09-27_11.02.20",TRUE,"2018-09-30T12:00:00",FALSE,"Detroit Lions at Dallas Cowboys",4327924,"nfl",0.995,"2018-09-30T17:00:00","","2018-04-05T23:08:47","normal","2018-09-30T21:00:00",FALSE,"Lions at Cowboys","https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924",1.008,"2018-04-05T00:00:00",FALSE,NA,2285,NA,1810,171,215.96193,4528,NA,"2018-04-17T22:02:33Z",FALSE,"QRCODE",623,"Arlington, TX 76011","AT&T Stadium","America/Chicago","TX","AT&T Stadium","Arlington, TX",0.9751414,0,"76011",20,"Arlington","US","https://seatgeek.com/venues/at-t-stadium/tickets",4965,TRUE,"at-t-stadium","1 AT&T Way",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"13","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T13:05:00",FALSE,"Seattle Seahawks at Arizona Cardinals",4347103,"nfl",0.942,"2018-09-30T20:05:00","","2018-04-20T00:47:51","normal","2018-10-01T00:05:00",FALSE,"Seahawks at Cardinals","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103",0.975,"2018-04-20T00:00:00",FALSE,NA,474,27,NA,NA,111.81,515,27,"2018-09-05T19:57:48Z",FALSE,"QRCODE",753,"Glendale, AZ 85305","State Farm Stadium","America/Phoenix","AZ","State Farm Stadium","Glendale, AZ",0.93402725,0,"85305",10,"Glendale","US","https://seatgeek.com/venues/state-farm-stadium/tickets",43,TRUE,"state-farm-stadium","1 Cardinals Drive",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"14","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T13:05:00",FALSE,"Cleveland Browns at Oakland Raiders",4347154,"nfl",0.899,"2018-09-30T20:05:00","","2018-04-20T01:04:25","normal","2018-10-01T00:05:00",FALSE,"Browns at Raiders","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154",0.944,"2018-04-20T00:00:00",FALSE,NA,190,72,303,168,159.1842,369,72,"2018-08-24T20:56:48Z",FALSE,"QRCODE",807,"Oakland, CA 94621","Oakland-Alameda County Coliseum","America/Los_Angeles","CA","Oakland-Alameda County Coliseum","Oakland, CA",0.7817843,0,"94621",21,"Oakland","US","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",14,TRUE,"oakland-alameda-county-coliseum","7000 Coliseum Way",37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"15","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T13:25:00",FALSE,"San Francisco 49ers at Los Angeles Chargers",4347112,"nfl",0.982,"2018-09-30T20:25:00","","2018-04-20T00:47:52","normal","2018-10-01T00:25:00",FALSE,"49ers at Chargers","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112",1.008,"2018-04-20T00:00:00",FALSE,NA,186,124,NA,NA,198.29,491,124,"2018-08-24T20:52:20Z",FALSE,"QRCODE",803,"Carson, CA 90746","StubHub Center","America/Los_Angeles","CA","StubHub Center","Carson, CA",0.7228164,0,"90746",14,"Carson","US","https://seatgeek.com/venues/stubhub-center/tickets",52,TRUE,"stubhub-center","18400 Avalon Blvd",33.8643,-118.261,NA,NA,NA
"16","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T16:25:00",FALSE,"New Orleans Saints at New York Giants",4346972,"nfl",0.977,"2018-09-30T20:25:00","","2018-04-20T00:47:25","normal","2018-10-01T00:25:00",FALSE,"Saints at Giants","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972",1.005,"2018-04-20T00:00:00",FALSE,NA,167,132,301,265,348.4611,1939,132,"2018-08-24T20:47:31Z",FALSE,"QRCODE",501,"East Rutherford, NJ 07073","MetLife Stadium","America/New_York","NJ","MetLife Stadium","East Rutherford, NJ",0.94873494,0,"07073",16,"East Rutherford","US","https://seatgeek.com/venues/metlife-stadium/tickets",1587,TRUE,"metlife-stadium","1 MetLife Stadium Drive",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"17","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-09-30T20:20:00",FALSE,"Baltimore Ravens at Pittsburgh Steelers",4347080,"nfl",0.94,"2018-10-01T00:20:00","","2018-04-20T00:47:47","normal","2018-10-01T04:20:00",FALSE,"Ravens at Steelers","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",0.963,"2018-04-20T00:00:00",FALSE,NA,152,96,NA,NA,231.71,603,96,"2018-08-24T20:51:27Z",FALSE,"QRCODE",508,"Pittsburgh, PA 15212","Heinz Field","America/New_York","PA","Heinz Field","Pittsburgh, PA",0.9033526,0,"15212",10,"Pittsburgh","US","https://seatgeek.com/venues/heinz-field/tickets",1119,TRUE,"heinz-field","100 Art Rooney Avenue",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"18","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-01T18:15:00",FALSE,"Kansas City Chiefs at Denver Broncos",4347139,"nfl",0.933,"2018-10-02T00:15:00","","2018-04-20T01:04:05","normal","2018-10-02T04:15:00",FALSE,"Chiefs at Broncos","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",0.958,"2018-04-20T00:00:00",FALSE,NA,69,148,364,252,309.0145,759,148,"2018-08-24T20:57:25Z",FALSE,"QRCODE",751,"Denver, CO 80204","Sports Authority Field at Mile High","America/Denver","CO","Sports Authority Field at Mile High","Denver, CO",0.9028296,0,"80204",7,"Denver","US","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",1131,TRUE,"sports-authority-field-at-mile-high","1701 Bryant Street",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"19","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-04T20:20:00",FALSE,"Indianapolis Colts at New England Patriots",4347096,"nfl",0.968,"2018-10-05T00:20:00","","2018-04-20T00:47:50","normal","2018-10-05T04:20:00",FALSE,"Colts at Patriots","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",0.96,"2018-04-20T00:00:00",FALSE,NA,212,128,NA,NA,277.25,672,128,"2018-08-24T21:03:24Z",FALSE,"QRCODE",506,"Foxborough, MA 02035","Gillette Stadium","America/New_York","MA","Gillette Stadium","Foxborough, MA",0.8983344,0,"02035",15,"Foxborough","US","https://seatgeek.com/venues/gillette-stadium/tickets",33,TRUE,"gillette-stadium","1 Patriot Place",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"20","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-06T15:30:00",FALSE,"South Alabama Jaguars at Georgia Southern Eagles Football",4281989,"ncaa_football",0.535,"2018-10-06T19:30:00","","2018-02-28T15:00:17","normal","2018-10-06T23:30:00",FALSE,"South Alabama at Georgia Southern","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989",0.644,"2018-02-28T00:00:00",FALSE,NA,16,28,7,42,46.75,69,NA,NA,NA,NA,507,"Statesboro, GA 30460","Allen E. Paulson Stadium","America/New_York","GA","Allen E. Paulson Stadium","Statesboro, GA",0.41380084,0,"30460",4,"Statesboro","US","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",2352,TRUE,"allen-e-paulson-stadium","225 Lanier Drive",32.4488,-81.7832,NA,NA,NA
"21","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Atlanta Falcons at Pittsburgh Steelers",4347079,"nfl",0.952,"2018-10-07T17:00:00","","2018-04-20T00:47:47","normal","2018-10-07T21:00:00",FALSE,"Falcons at Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",0.942,"2018-04-20T00:00:00",FALSE,NA,234,150,429,367,414.13248,1086,150,"2018-08-24T21:16:40Z",FALSE,"QRCODE",508,"Pittsburgh, PA 15212","Heinz Field","America/New_York","PA","Heinz Field","Pittsburgh, PA",0.9033526,0,"15212",10,"Pittsburgh","US","https://seatgeek.com/venues/heinz-field/tickets",1119,TRUE,"heinz-field","100 Art Rooney Avenue",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"22","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Green Bay Packers at Detroit Lions",4347027,"nfl",0.964,"2018-10-07T17:00:00","","2018-04-20T00:47:37","normal","2018-10-07T21:00:00",FALSE,"Packers at Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",0.956,"2018-04-20T00:00:00",FALSE,NA,349,133,597,201,255.74785,2392,123,"2018-08-24T21:05:06Z",FALSE,"QRCODE",505,"Detroit, MI 48226","Ford Field","America/Detroit","MI","Ford Field","Detroit, MI",0.9029952,0,"48226",11,"Detroit","US","https://seatgeek.com/venues/ford-field/tickets",346,TRUE,"ford-field","2000 Brush St.",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"23","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"New York Giants at Carolina Panthers",4347032,"nfl",0.961,"2018-10-07T17:00:00","","2018-04-20T00:47:38","normal","2018-10-07T21:00:00",FALSE,"Giants at Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",0.953,"2018-04-20T00:00:00",FALSE,NA,195,152,427,306,373.51794,1465,152,"2018-08-24T21:15:58Z",FALSE,"QRCODE",517,"Charlotte, NC 28202","Bank of America Stadium","America/New_York","NC","Bank of America Stadium","Charlotte, NC",0.8968222,0,"28202",8,"Charlotte","US","https://seatgeek.com/venues/bank-of-america-stadium/tickets",1122,TRUE,"bank-of-america-stadium","800 South Mint Street",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"24","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Denver Broncos at New York Jets",4347011,"nfl",0.984,"2018-10-07T17:00:00","","2018-04-20T00:47:34","normal","2018-10-07T21:00:00",FALSE,"Broncos at Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",0.972,"2018-04-20T00:00:00",FALSE,NA,825,55,986,144,166.55637,781,51,"2018-09-05T19:53:41Z",FALSE,"QRCODE",501,"East Rutherford, NJ 07073","MetLife Stadium","America/New_York","NJ","MetLife Stadium","East Rutherford, NJ",0.94873494,0,"07073",16,"East Rutherford","US","https://seatgeek.com/venues/metlife-stadium/tickets",1587,TRUE,"metlife-stadium","1 MetLife Stadium Drive",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"25","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Miami Dolphins at Cincinnati Bengals",4347043,"nfl",0.905,"2018-10-07T17:00:00","","2018-04-20T00:47:40","normal","2018-10-07T21:00:00",FALSE,"Dolphins at Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",0.911,"2018-04-20T00:00:00",FALSE,NA,266,59,633,105,114.19925,357,64,"2018-08-24T21:16:15Z",FALSE,"QRCODE",515,"Cincinnati, OH 45202","Paul Brown Stadium","America/New_York","OH","Paul Brown Stadium","Cincinnati, OH",0.86166537,0,"45202",7,"Cincinnati","US","https://seatgeek.com/venues/paul-brown-stadium/tickets",1124,TRUE,"paul-brown-stadium","1 Paul Brown Stadium",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"26","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T12:00:00",FALSE,"Jacksonville Jaguars at Kansas City Chiefs",4346983,"nfl",0.913,"2018-10-07T17:00:00","","2018-04-20T00:47:28","normal","2018-10-07T21:00:00",FALSE,"Jaguars at Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",0.915,"2018-04-20T00:00:00",FALSE,NA,640,81,NA,NA,180.3,402,81,"2018-08-24T21:03:49Z",FALSE,"QRCODE",616,"Kansas City, MO 64129","Arrowhead Stadium","America/Chicago","MO","Arrowhead Stadium","Kansas City, MO",0.8827867,0,"64129",8,"Kansas City","US","https://seatgeek.com/venues/arrowhead-stadium/tickets",1128,TRUE,"arrowhead-stadium","1 Arrowhead Drive",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"27","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Baltimore Ravens at Cleveland Browns",4346999,"nfl",0.909,"2018-10-07T17:00:00","","2018-04-20T00:47:31","normal","2018-10-07T21:00:00",FALSE,"Ravens at Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",0.915,"2018-04-20T00:00:00",FALSE,NA,508,71,671,119,156.0315,990,71,"2018-08-24T21:04:01Z",FALSE,"QRCODE",510,"Cleveland, OH 44114","FirstEnergy Stadium","America/New_York","OH","FirstEnergy Stadium","Cleveland, OH",0.86852187,0,"44114",6,"Cleveland","US","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",1123,TRUE,"firstenergy-stadium-15","100 Alfred Lerner Way",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"28","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:00:00",FALSE,"Tennessee Titans at Buffalo Bills",4347063,"nfl",0.909,"2018-10-07T17:00:00","","2018-04-20T00:47:44","normal","2018-10-07T21:00:00",FALSE,"Titans at Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",0.912,"2018-04-20T00:00:00",FALSE,NA,430,64,647,119,133.81628,441,64,"2018-08-24T21:16:26Z",FALSE,"QRCODE",514,"Orchard Park, NY 14127","New Era Field","America/New_York","NY","New Era Field","Orchard Park, NY",0.8815085,0,"14127",7,"Orchard Park","US","https://seatgeek.com/venues/new-era-field/tickets",1135,TRUE,"new-era-field","1 Bills Drive",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"29","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:05:00",FALSE,"Oakland Raiders at Los Angeles Chargers",4347111,"nfl",0.976,"2018-10-07T20:05:00","","2018-04-20T00:47:52","normal","2018-10-08T00:05:00",FALSE,"Raiders at Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",0.965,"2018-04-20T00:00:00",FALSE,NA,395,211,508,272,311.0886,1197,211,"2018-08-24T21:17:06Z",FALSE,"QRCODE",803,"Carson, CA 90746","StubHub Center","America/Los_Angeles","CA","StubHub Center","Carson, CA",0.7228164,0,"90746",14,"Carson","US","https://seatgeek.com/venues/stubhub-center/tickets",52,TRUE,"stubhub-center","18400 Avalon Blvd",33.8643,-118.261,NA,NA,NA
"30","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:25:00",FALSE,"Arizona Cardinals at San Francisco 49ers",4347115,"nfl",0.937,"2018-10-07T20:25:00","","2018-04-20T00:47:53","normal","2018-10-08T00:25:00",FALSE,"Cardinals at 49ers","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",0.933,"2018-04-20T00:00:00",FALSE,NA,685,49,865,131,147.05548,595,45,"2018-09-05T19:47:23Z",FALSE,"QRCODE",0,"Santa Clara, CA 95054","Levi's Stadium","America/Los_Angeles","CA","Levi's Stadium","Santa Clara, CA",0.95768774,0,"95054",13,"Santa Clara","US","https://seatgeek.com/venues/levi-s-stadium/tickets",58670,TRUE,"levi-s-stadium","4900 Marie P DeBartolo Way",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"31","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T13:25:00",FALSE,"Los Angeles Rams at Seattle Seahawks",4347128,"nfl",0.937,"2018-10-07T20:25:00","","2018-04-20T00:47:56","normal","2018-10-08T00:25:00",FALSE,"Rams at Seahawks","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",0.934,"2018-04-20T00:00:00",FALSE,NA,149,179,NA,NA,383.89,842,179,"2018-08-24T21:19:14Z",FALSE,"QRCODE",819,"Seattle, WA 98134","CenturyLink Field","America/Los_Angeles","WA","CenturyLink Field","Seattle, WA",0.87232786,0,"98134",12,"Seattle","US","https://seatgeek.com/venues/centurylink-field/tickets",339,TRUE,"centurylink-field","800 Occidental Ave S",47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"32","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T16:25:00",FALSE,"Minnesota Vikings at Philadelphia Eagles",4346976,"nfl",0.968,"2018-10-07T20:25:00","","2018-04-20T00:47:26","normal","2018-10-08T00:25:00",FALSE,"Vikings at Eagles","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",0.957,"2018-04-20T00:00:00",FALSE,NA,284,220,726,385,425.42957,1024,172,"2018-08-24T21:03:38Z",FALSE,"QRCODE",504,"Philadelphia, PA 19148","Lincoln Financial Field","America/New_York","PA","Lincoln Financial Field","Philadelphia, PA",0.90542686,0,"19148",15,"Philadelphia","US","https://seatgeek.com/venues/lincoln-financial-field/tickets",330,TRUE,"lincoln-financial-field","1020 Pattison Ave",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"33","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-07T19:20:00",FALSE,"Dallas Cowboys at Houston Texans",4347020,"nfl",0.999,"2018-10-08T00:20:00","","2018-04-20T00:47:36","normal","2018-10-08T04:20:00",FALSE,"Cowboys at Texans","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",0.98,"2018-04-20T00:00:00",FALSE,NA,428,223,NA,NA,462.79,1575,223,"2018-08-24T21:04:53Z",FALSE,"QRCODE",618,"Houston, TX 77054","NRG Stadium","America/Chicago","TX","NRG Stadium","Houston, TX",0.8624192,0,"77054",45,"Houston","US","https://seatgeek.com/venues/nrg-stadium/tickets",41,TRUE,"nrg-stadium","1 Reliant Park",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"34","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-08T16:00:00",FALSE,"Baltimore Ravens at A Purple Evening",4474093,"sports",0.344,"2018-10-08T20:00:00","","2018-08-03T16:01:06","normal","2018-10-09T00:00:00",FALSE,"Baltimore Ravens at A Purple Evening","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",0.526,"2018-08-03T00:00:00",FALSE,NA,11,65,3,251,260.36365,584,NA,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM",512,"Baltimore, MD 21230","M&T Bank Stadium","America/New_York","MD","M&T Bank Stadium","Baltimore, MD",0.8927189,0,"21230",7,"Baltimore","US","https://seatgeek.com/venues/m-t-bank-stadium/tickets",1121,TRUE,"m-t-bank-stadium","1101 Russell St",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"35","2018-09-27","2018-09-27_11.02.20",TRUE,"2018-10-08T19:15:00",FALSE,"Washington Redskins at New Orleans Saints",4346971,"nfl",0.913,"2018-10-09T00:15:00","","2018-04-20T00:47:25","normal","2018-10-09T04:15:00",FALSE,"Redskins at Saints","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",0.916,"2018-04-20T00:00:00",FALSE,NA,1500,78,1391,212,237.44533,5942,78,"2018-05-29T20:38:55Z",FALSE,"QRCODE",622,"New Orleans, LA 70112","Mercedes-Benz Superdome","America/Chicago","LA","Mercedes-Benz Superdome","New Orleans, LA",0.8966978,0,"70112",17,"New Orleans","US","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",128,TRUE,"mercedes-benz-superdome","1500 Sugar Bowl Drive",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"36","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-11T20:20:00",FALSE,"Philadelphia Eagles at New York Giants",4346917,"nfl",0.977,"2018-10-12T00:20:00","","2018-04-20T00:47:14","normal","2018-10-12T04:20:00",FALSE,"Eagles at Giants","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",0.954,"2018-04-20T00:00:00",FALSE,NA,526,143,845,259,326.4962,1438,141,"2018-08-24T21:52:02Z",FALSE,"QRCODE",501,"East Rutherford, NJ 07073","MetLife Stadium","America/New_York","NJ","MetLife Stadium","East Rutherford, NJ",0.94873494,0,"07073",16,"East Rutherford","US","https://seatgeek.com/venues/metlife-stadium/tickets",1587,TRUE,"metlife-stadium","1 MetLife Stadium Drive",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"37","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-13T16:00:00",FALSE,"Alabama State Hornets at South Alabama Jaguars Football",4192619,"ncaa_football",0.519,"2018-10-13T21:00:00","","2017-12-21T15:00:36","normal","2018-10-14T01:00:00",FALSE,"Alabama State at South Alabama","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",0.622,"2017-12-21T00:00:00",FALSE,NA,12,21,6,36,43.5,85,21,NA,NA,NA,686,"Mobile, AL 36604","Ladd Peebles Stadium","America/Chicago","AL","Ladd Peebles Stadium","Mobile, AL",0.50177634,0,"36604",5,"Mobile","US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",3716,TRUE,"ladd-peebles-stadium","1621 Virginia St.",30.6748,-88.0761,NA,NA,NA
"38","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-14T13:00:00",FALSE,"Pittsburgh Steelers at Cincinnati Bengals",4347042,"nfl",0.934,"2018-10-14T17:00:00","","2018-04-20T00:47:40","normal","2018-10-14T21:00:00",FALSE,"Steelers at Bengals","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",0.918,"2018-04-20T00:00:00",FALSE,NA,321,109,NA,NA,210.34,1168,110,"2018-08-24T21:53:35Z",FALSE,"QRCODE",515,"Cincinnati, OH 45202","Paul Brown Stadium","America/New_York","OH","Paul Brown Stadium","Cincinnati, OH",0.86166537,0,"45202",7,"Cincinnati","US","https://seatgeek.com/venues/paul-brown-stadium/tickets",1124,TRUE,"paul-brown-stadium","1 Paul Brown Stadium",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"39","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-14T13:00:00",FALSE,"Indianapolis Colts at New York Jets",4346961,"nfl",0.963,"2018-10-14T17:00:00","","2018-04-20T00:47:22","normal","2018-10-14T21:00:00",FALSE,"Colts at Jets","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",0.94,"2018-04-20T00:00:00",FALSE,NA,787,46,1072,141,163.99873,1031,46,"2018-08-24T21:52:02Z",FALSE,"QRCODE",501,"East Rutherford, NJ 07073","MetLife Stadium","America/New_York","NJ","MetLife Stadium","East Rutherford, NJ",0.94873494,0,"07073",16,"East Rutherford","US","https://seatgeek.com/venues/metlife-stadium/tickets",1587,TRUE,"metlife-stadium","1 MetLife Stadium Drive",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"40","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-14T13:00:00",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons",4347051,"nfl",0.934,"2018-10-14T17:00:00","","2018-04-20T00:47:42","normal","2018-10-14T21:00:00",FALSE,"Buccaneers at Falcons","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",0.917,"2018-04-20T00:00:00",FALSE,NA,831,77,983,189,208.49098,954,77,"2018-08-24T21:53:35Z",FALSE,"QRCODE",0,"Atlanta, GA 30313","Mercedes-Benz Stadium","America/New_York","GA","Mercedes-Benz Stadium","Atlanta, GA",0.76958936,0,"30313",19,"Atlanta","US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",419590,TRUE,"mercedes-benz-stadium","441 M.L.K. Jr Dr NW",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"41","2018-09-27","2018-09-27_11.02.20",FALSE,"2018-10-14T13:00:00",FALSE,"Chicago Bears at Miami Dolphins",4347081,"nfl",0.932,"2018-10-14T17:00:00","","2018-04-20T00:47:47","normal","2018-10-14T21:00:00",FALSE,"Bears at Dolphins","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",0.916,"2018-04-20T00:00:00",FALSE,NA,125,95,NA,NA,317.33,11346,95,"2018-08-24T21:53:35Z",FALSE,"QRCODE",528,"Miami Gardens, FL 33056","Hard Rock Stadium","America/New_York","FL","Hard Rock Stadium","Miami Gardens, FL",0.8378203,0,"33056",36,"Miami Gardens","US","https://seatgeek.com/venues/hard-rock-stadium/tickets",29,TRUE,"hard-rock-stadium","347 Don Shula Dr.",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
