"","date","timestamp","datetime_local","time_tbd","description","datetime_utc","status","title","id","is_open","url","created_at","score","date_tbd","announce_date","short_title","popularity","type","visible_until_utc","datetime_tbd","general_admission","listing_count","lowest_price_good_deals","average_price","lowest_price","visible_listing_count","median_price","highest_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","num_upcoming_events","postal_code","id_venue","display_location","country","extended_address","address","slug","url_venue","timezone","score_venue","state","name","has_upcoming_events","metro_code","city","name_v2","popularity_venue","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"61","2018-09-13","2018-09-13_08.14.02","2018-10-07T13:00:00",FALSE,"","2018-10-07T17:00:00","normal","Tennessee Titans at Buffalo Bills",4347063,FALSE,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","2018-04-20T00:47:44",0.885,FALSE,"2018-04-20T00:00:00","Titans at Bills",0.861,"nfl","2018-10-07T21:00:00",FALSE,NA,639,57,133.74648,63,1040,115,598,"2018-08-24T21:16:26Z","QRCODE",FALSE,8,"14127",1135,"Orchard Park, NY","US","Orchard Park, NY 14127","1 Bills Drive","new-era-field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York",0.8815085,"NY","New Era Field",TRUE,514,"Orchard Park","New Era Field",0,42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"62","2018-09-13","2018-09-13_08.14.02","2018-10-07T13:00:00",FALSE,"","2018-10-07T17:00:00","normal","Baltimore Ravens at Cleveland Browns",4346999,FALSE,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","2018-04-20T00:47:31",0.875,FALSE,"2018-04-20T00:00:00","Ravens at Browns",0.853,"nfl","2018-10-07T21:00:00",FALSE,NA,685,39,109.44526,37,984,90,640,"2018-08-24T21:04:01Z","QRCODE",FALSE,7,"44114",1123,"Cleveland, OH","US","Cleveland, OH 44114","100 Alfred Lerner Way","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",0.86852187,"OH","FirstEnergy Stadium",TRUE,510,"Cleveland","FirstEnergy Stadium",0,41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"63","2018-09-13","2018-09-13_08.14.02","2018-10-07T13:05:00",FALSE,"","2018-10-07T20:05:00","normal","Oakland Raiders at Los Angeles Chargers",4347111,FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-04-20T00:47:52",0.946,FALSE,"2018-04-20T00:00:00","Raiders at Chargers",0.904,"nfl","2018-10-08T00:05:00",FALSE,NA,377,238,357.36075,238,399,319,1040,"2018-08-24T21:17:06Z","QRCODE",FALSE,12,"90746",52,"Carson, CA","US","Carson, CA 90746","18400 Avalon Blvd","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles",0.7228164,"CA","StubHub Center",TRUE,803,"Carson","StubHub Center",0,33.8643,-118.261,NA,NA,NA
"64","2018-09-13","2018-09-13_08.14.02","2018-10-07T13:25:00",FALSE,"","2018-10-07T20:25:00","normal","Arizona Cardinals at San Francisco 49ers",4347115,FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-04-20T00:47:53",0.923,FALSE,"2018-04-20T00:00:00","Cardinals at 49ers",0.885,"nfl","2018-10-08T00:25:00",FALSE,NA,1009,64,184.23785,64,1071,169,1791,"2018-09-05T19:47:23Z","QRCODE",FALSE,13,"95054",58670,"Santa Clara, CA","US","Santa Clara, CA 95054","4900 Marie P DeBartolo Way","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",0.95768774,"CA","Levi's Stadium",TRUE,0,"Santa Clara","Levi's Stadium",0,37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"65","2018-09-13","2018-09-13_08.14.02","2018-10-07T13:25:00",FALSE,"","2018-10-07T20:25:00","normal","Los Angeles Rams at Seattle Seahawks",4347128,FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-04-20T00:47:56",0.916,FALSE,"2018-04-20T00:00:00","Rams at Seahawks",0.881,"nfl","2018-10-08T00:25:00",FALSE,NA,178,175,390.40448,175,431,356,1019,"2018-08-24T21:19:14Z","QRCODE",FALSE,18,"98134",339,"Seattle, WA","US","Seattle, WA 98134","800 Occidental Ave S","centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles",0.87232786,"WA","CenturyLink Field",TRUE,819,"Seattle","CenturyLink Field",0,47.6,-122.33,"2018-03-02T22:54:54Z","QRCODE",FALSE
"66","2018-09-13","2018-09-13_08.14.02","2018-10-07T16:25:00",FALSE,"","2018-10-07T20:25:00","normal","Minnesota Vikings at Philadelphia Eagles",4346976,FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-04-20T00:47:26",0.943,FALSE,"2018-04-20T00:00:00","Vikings at Eagles",0.904,"nfl","2018-10-08T00:25:00",FALSE,NA,339,148,453.0531,213,883,380,1322,"2018-08-24T21:03:38Z","QRCODE",FALSE,16,"19148",330,"Philadelphia, PA","US","Philadelphia, PA 19148","1020 Pattison Ave","lincoln-financial-field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York",0.90542686,"PA","Lincoln Financial Field",TRUE,504,"Philadelphia","Lincoln Financial Field",0,39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"67","2018-09-13","2018-09-13_08.14.02","2018-10-07T19:20:00",FALSE,"","2018-10-08T00:20:00","normal","Dallas Cowboys at Houston Texans",4347020,FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-04-20T00:47:36",0.971,FALSE,"2018-04-20T00:00:00","Cowboys at Texans",0.914,"nfl","2018-10-08T04:20:00",FALSE,NA,422,256,674.5877,256,839,648,2451,"2018-08-24T21:04:53Z","QRCODE",FALSE,46,"77054",41,"Houston, TX","US","Houston, TX 77054","1 Reliant Park","nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",0.8624192,"TX","NRG Stadium",TRUE,618,"Houston","NRG Stadium",0,29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"68","2018-09-13","2018-09-13_08.14.02","2018-10-08T16:00:00",FALSE,"","2018-10-08T20:00:00","normal","Baltimore Ravens at A Purple Evening",4474093,FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-08-03T16:01:06",0.348,FALSE,"2018-08-03T00:00:00","Baltimore Ravens at A Purple Evening",0.454,"sports","2018-10-09T00:00:00",FALSE,NA,10,NA,276.2,62,3,249,569,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,8,"21230",1121,"Baltimore, MD","US","Baltimore, MD 21230","1101 Russell St","m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York",0.8927189,"MD","M&T Bank Stadium",TRUE,512,"Baltimore","M&T Bank Stadium",0,39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"69","2018-09-13","2018-09-13_08.14.02","2018-10-08T19:15:00",FALSE,"","2018-10-09T00:15:00","normal","Washington Redskins at New Orleans Saints",4346971,TRUE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-04-20T00:47:25",0.895,FALSE,"2018-04-20T00:00:00","Redskins at Saints",0.862,"nfl","2018-10-09T04:15:00",FALSE,NA,1503,78,244.31004,78,1534,216,5941,"2018-05-29T20:38:55Z","QRCODE",FALSE,19,"70112",128,"New Orleans, LA","US","New Orleans, LA 70112","1500 Sugar Bowl Drive","mercedes-benz-superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago",0.8966978,"LA","Mercedes-Benz Superdome",TRUE,622,"New Orleans","Mercedes-Benz Superdome",0,29.9515,-90.0786,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"70","2018-09-13","2018-09-13_08.14.02","2018-10-11T20:20:00",FALSE,"","2018-10-12T00:20:00","normal","Philadelphia Eagles at New York Giants",4346917,FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-04-20T00:47:14",0.962,FALSE,"2018-04-20T00:00:00","Eagles at Giants",0.904,"nfl","2018-10-12T04:20:00",FALSE,NA,1,156,248,248,1003,248,248,"2018-08-24T21:52:02Z","QRCODE",FALSE,18,"07073",1587,"East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",0.94873494,"NJ","MetLife Stadium",TRUE,501,"East Rutherford","MetLife Stadium",0,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"71","2018-09-13","2018-09-13_08.14.02","2018-10-13T12:00:00",FALSE,"","2018-10-13T17:00:00","normal","Alabama State Hornets at South Alabama Jaguars Football",4192619,FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619","2017-12-21T15:00:36",0.516,FALSE,"2017-12-21T00:00:00","Alabama State at South Alabama",0.579,"ncaa_football","2018-10-13T21:00:00",FALSE,NA,17,27,52,27,9,36,124,NA,NA,NA,7,"36604",3716,"Mobile, AL","US","Mobile, AL 36604","1621 Virginia St.","ladd-peebles-stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago",0.50177634,"AL","Ladd Peebles Stadium",TRUE,686,"Mobile","Ladd Peebles Stadium",0,30.6748,-88.0761,NA,NA,NA
"72","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Tampa Bay Buccaneers at Atlanta Falcons",4347051,FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-04-20T00:47:42",0.912,FALSE,"2018-04-20T00:00:00","Buccaneers at Falcons",0.873,"nfl","2018-10-14T21:00:00",FALSE,NA,956,70,202.03033,70,1180,169,1145,"2018-08-24T21:53:35Z","QRCODE",FALSE,19,"30313",419590,"Atlanta, GA","US","Atlanta, GA 30313","441 M.L.K. Jr Dr NW","mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York",0.76958936,"GA","Mercedes-Benz Stadium",TRUE,0,"Atlanta","Mercedes-Benz Stadium",0,33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"73","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Indianapolis Colts at New York Jets",4346961,FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-04-20T00:47:22",0.937,FALSE,"2018-04-20T00:00:00","Colts at Jets",0.886,"nfl","2018-10-14T21:00:00",FALSE,NA,660,57,216.77272,58,1067,122,6034,"2018-08-24T21:52:02Z","QRCODE",FALSE,18,"07073",1587,"East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",0.94873494,"NJ","MetLife Stadium",TRUE,501,"East Rutherford","MetLife Stadium",0,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"74","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Pittsburgh Steelers at Cincinnati Bengals",4347042,FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-04-20T00:47:40",0.909,FALSE,"2018-04-20T00:00:00","Steelers at Bengals",0.867,"nfl","2018-10-14T21:00:00",FALSE,NA,388,76,167.12372,76,563,161,715,"2018-08-24T21:53:35Z","QRCODE",FALSE,8,"45202",1124,"Cincinnati, OH","US","Cincinnati, OH 45202","1 Paul Brown Stadium","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",0.86166537,"OH","Paul Brown Stadium",TRUE,515,"Cincinnati","Paul Brown Stadium",0,39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"75","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Chicago Bears at Miami Dolphins",4347081,FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-04-20T00:47:47",0.919,FALSE,"2018-04-20T00:00:00","Bears at Dolphins",0.872,"nfl","2018-10-14T21:00:00",FALSE,NA,121,84,333.14877,103,842,223,11345,"2018-08-24T21:53:35Z","QRCODE",FALSE,38,"33056",29,"Miami Gardens, FL","US","Miami Gardens, FL 33056","347 Don Shula Dr.","hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",0.8378203,"FL","Hard Rock Stadium",TRUE,528,"Miami Gardens","Hard Rock Stadium",0,25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"76","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Carolina Panthers at Washington Redskins",4346942,FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-04-20T00:47:18",0.952,FALSE,"2018-04-20T00:00:00","Panthers at Redskins",0.903,"nfl","2018-10-14T21:00:00",FALSE,NA,577,92,216.3449,98,932,189,1011,"2018-08-24T21:52:02Z","QRCODE",FALSE,8,"20785",35,"Landover, MD","US","Landover, MD 20785","1600 Fedex Way","fedex-field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York",0.9333444,"MD","FedEx Field",TRUE,511,"Landover","FedEx Field",0,38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"77","2018-09-13","2018-09-13_08.14.02","2018-10-14T12:00:00",FALSE,"","2018-10-14T17:00:00","normal","Buffalo Bills at Houston Texans",4347019,FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-04-20T00:47:36",0.908,FALSE,"2018-04-20T00:00:00","Bills at Texans",0.861,"nfl","2018-10-14T21:00:00",FALSE,NA,501,59,195.51097,59,819,164,715,"2018-08-24T21:53:35Z","QRCODE",FALSE,46,"77054",41,"Houston, TX","US","Houston, TX 77054","1 Reliant Park","nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",0.8624192,"TX","NRG Stadium",TRUE,618,"Houston","NRG Stadium",0,29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"78","2018-09-13","2018-09-13_08.14.02","2018-10-14T12:00:00",FALSE,"","2018-10-14T17:00:00","normal","Arizona Cardinals at Minnesota Vikings",4347145,FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-04-20T01:04:06",0.907,FALSE,"2018-04-20T00:00:00","Cardinals at Vikings",0.869,"nfl","2018-10-14T21:00:00",FALSE,NA,403,104,272.52606,113,722,234,1313,"2018-08-24T21:53:38Z","QRCODE",FALSE,13,"55415",218451,"Minneapolis, MN","US","Minneapolis, MN 55415","401 Chicago Avenue","u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago",0.88524246,"MN","U.S. Bank Stadium",TRUE,0,"Minneapolis","U.S. Bank Stadium",0,44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"79","2018-09-13","2018-09-13_08.14.02","2018-10-14T13:00:00",FALSE,"","2018-10-14T17:00:00","normal","Los Angeles Chargers at Cleveland Browns",4346998,FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-04-20T00:47:31",0.873,FALSE,"2018-04-20T00:00:00","Chargers at Browns",0.843,"nfl","2018-10-14T21:00:00",FALSE,NA,890,32,92.761795,33,1049,76,675,"2018-08-24T21:53:35Z","QRCODE",FALSE,7,"44114",1123,"Cleveland, OH","US","Cleveland, OH 44114","100 Alfred Lerner Way","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",0.86852187,"OH","FirstEnergy Stadium",TRUE,510,"Cleveland","FirstEnergy Stadium",0,41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"80","2018-09-13","2018-09-13_08.14.02","2018-10-14T15:25:00",FALSE,"","2018-10-14T19:25:00","normal","Baltimore Ravens at Tennessee Titans",4346991,FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-04-20T00:47:30",0.867,FALSE,"2018-04-20T00:00:00","Ravens at Titans",0.833,"nfl","2018-10-14T23:25:00",FALSE,NA,434,59,194.2258,62,689,174,720,"2018-08-24T21:53:35Z","QRCODE",FALSE,15,"37213",1126,"Nashville, TN","US","Nashville, TN 37213","1 Titans Way","nissan-stadium","https://seatgeek.com/venues/nissan-stadium/tickets","America/New_York",0.8546275,"TN","Nissan Stadium",TRUE,659,"Nashville","Nissan Stadium",0,36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"81","2018-09-13","2018-09-13_08.14.02","2018-10-14T14:05:00",FALSE,"","2018-10-14T20:05:00","normal","Los Angeles Rams at Denver Broncos",4347138,FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-04-20T01:04:04",0.899,FALSE,"2018-04-20T00:00:00","Rams at Broncos",0.863,"nfl","2018-10-15T00:05:00",FALSE,NA,109,134,359.81653,156,342,306,1193,"2018-08-24T21:53:38Z","QRCODE",FALSE,7,"80204",1131,"Denver, CO","US","Denver, CO 80204","1701 Bryant St.","sports-authority-field-at-mile-high","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver",0.9028296,"CO","Sports Authority Field at Mile High",TRUE,751,"Denver","Sports Authority Field at Mile High",0,39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"82","2018-09-13","2018-09-13_08.14.02","2018-10-14T15:25:00",FALSE,"","2018-10-14T20:25:00","normal","Jacksonville Jaguars at Dallas Cowboys",4327923,TRUE,"https://seatgeek.com/jacksonville-jaguars-at-dallas-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-04-05T23:08:47",0.969,FALSE,"2018-04-05T00:00:00","Jacksonville Jaguars at Dallas Cowboys",0.915,"nfl","2018-10-15T00:25:00",FALSE,NA,2564,31,334.32178,31,2319,270,4309,"2018-04-17T22:02:33Z","QRCODE",FALSE,23,"76011",4965,"Arlington, TX","US","Arlington, TX 76011","1 AT&T Way","at-t-stadium","https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago",0.9751414,"TX","AT&T Stadium",TRUE,623,"Arlington","AT&T Stadium",0,32.7459,-97.0957,"2018-04-17T22:02:33Z","QRCODE",FALSE
"83","2018-09-13","2018-09-13_08.14.02","2018-10-14T20:20:00",FALSE,"","2018-10-15T00:20:00","normal","Kansas City Chiefs at New England Patriots",4347095,FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-04-20T00:47:50",0.951,FALSE,"2018-04-20T00:00:00","Chiefs at Patriots",0.899,"nfl","2018-10-15T04:20:00",FALSE,NA,232,173,526.0819,228,661,407,1437,"2018-08-24T21:53:35Z","QRCODE",FALSE,17,"02035",33,"Foxborough, MA","US","Foxborough, MA 02035","1 Patriot Place","gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",0.8983344,"MA","Gillette Stadium",TRUE,506,"Foxborough","Gillette Stadium",0,42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
"84","2018-09-13","2018-09-13_08.14.02","2018-10-15T19:15:00",FALSE,"","2018-10-16T00:15:00","normal","San Francisco 49ers at Green Bay Packers",4346914,FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-04-20T00:47:13",0.948,FALSE,"2018-04-20T00:00:00","49ers at Packers",0.898,"nfl","2018-10-16T04:15:00",FALSE,NA,161,166,319.31677,166,535,313,719,"2018-08-24T21:53:38Z","QRCODE",FALSE,7,"54304",1125,"Green Bay, WI","US","Green Bay, WI 54304","1265 Lombardi Avenue","lambeau-field","https://seatgeek.com/venues/lambeau-field/tickets","America/Chicago",0.92909414,"WI","Lambeau Field",TRUE,658,"Green Bay","Lambeau Field",0,44.5013,-88.0622,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"85","2018-09-13","2018-09-13_08.14.02","2018-10-18T17:20:00",FALSE,"","2018-10-19T00:20:00","normal","Denver Broncos at Arizona Cardinals",4347102,FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-04-20T00:47:51",0.949,FALSE,"2018-04-20T00:00:00","Broncos at Cardinals",0.895,"nfl","2018-10-19T04:20:00",FALSE,NA,485,51,162.62268,51,876,115,667,"2018-08-24T21:53:38Z","QRCODE",FALSE,10,"85305",43,"Glendale, AZ","US","Glendale, AZ 85305","1 Cardinals Drive","state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix",0.93402725,"AZ","State Farm Stadium",TRUE,753,"Glendale","State Farm Stadium",0,33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"86","2018-09-13","2018-09-13_08.14.02","2018-10-20T18:30:00",FALSE,"","2018-10-20T23:30:00","normal","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",4471322,FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-08-01T16:01:33",0.355,FALSE,"2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.431,"sports","2018-10-21T03:30:00",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,33,"72401",4081,"Jonesboro, AR","US","Jonesboro, AR 72401","217 Olympic Drive","asu-convocation-center-1","https://seatgeek.com/venues/asu-convocation-center-1/tickets","America/Chicago",0.5808074,"AR","ASU Convocation Center",TRUE,734,"Jonesboro","ASU Convocation Center",0,35.8438,-90.6691,NA,NA,NA
"87","2018-09-13","2018-09-13_08.14.02","2018-10-21T13:00:00",FALSE,"","2018-10-21T17:00:00","normal","Buffalo Bills at Indianapolis Colts",4346960,FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-04-20T00:47:22",0.886,FALSE,"2018-04-20T00:00:00","Bills at Colts",0.847,"nfl","2018-10-21T21:00:00",FALSE,NA,665,36,108.6015,33,976,86,875,"2018-08-24T21:53:38Z","QRCODE",FALSE,13,"46225",1130,"Indianapolis, IN","US","Indianapolis, IN 46225","500 South Capitol Avenue","lucas-oil-stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","America/Indiana/Indianapolis",0.9071682,"IN","Lucas Oil Stadium",TRUE,527,"Indianapolis","Lucas Oil Stadium",0,39.7601,-86.1639,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"88","2018-09-13","2018-09-13_08.14.02","2018-10-21T12:00:00",FALSE,"","2018-10-21T17:00:00","normal","New England Patriots at Chicago Bears",4347008,FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-04-20T00:47:33",0.983,FALSE,"2018-04-20T00:00:00","Patriots at Bears",0.915,"nfl","2018-10-21T21:00:00",FALSE,NA,97,270,599.13403,270,590,547,1198,"2018-08-24T21:53:38Z","QRCODE",FALSE,12,"60605",31,"Chicago, IL","US","Chicago, IL 60605","1410 S. Museum Campus Drive","soldier-field","https://seatgeek.com/venues/soldier-field/tickets","America/Chicago",0.940013,"IL","Soldier Field",TRUE,602,"Chicago","Soldier Field",0,41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"89","2018-09-13","2018-09-13_08.14.02","2018-10-21T13:00:00",FALSE,"","2018-10-21T17:00:00","normal","Minnesota Vikings at New York Jets",4346975,FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-04-20T00:47:26",0.959,FALSE,"2018-04-20T00:00:00","Vikings at Jets",0.895,"nfl","2018-10-21T21:00:00",FALSE,NA,533,64,194.67729,69,954,160,1065,"2018-08-24T21:53:38Z","QRCODE",FALSE,18,"07073",1587,"East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",0.94873494,"NJ","MetLife Stadium",TRUE,501,"East Rutherford","MetLife Stadium",0,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"90","2018-09-13","2018-09-13_08.14.02","2018-10-21T13:00:00",FALSE,"","2018-10-21T17:00:00","normal","Detroit Lions at Miami Dolphins",4347084,FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-04-20T00:47:47",0.894,FALSE,"2018-04-20T00:00:00","Lions at Dolphins",0.844,"nfl","2018-10-21T21:00:00",FALSE,NA,184,46,155.30435,50,941,141,902,"2018-08-24T21:53:38Z","QRCODE",FALSE,38,"33056",29,"Miami Gardens, FL","US","Miami Gardens, FL 33056","347 Don Shula Dr.","hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",0.8378203,"FL","Hard Rock Stadium",TRUE,528,"Miami Gardens","Hard Rock Stadium",0,25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"91","2018-09-13","2018-09-13_08.14.02","2018-10-21T13:00:00",FALSE,"","2018-10-21T17:00:00","normal","Cleveland Browns at Tampa Bay Buccaneers",4346931,FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-04-20T00:47:16",0.883,FALSE,"2018-04-20T00:00:00","Browns at Buccaneers",0.836,"nfl","2018-10-21T21:00:00",FALSE,NA,23,79,246.52174,83,577,154,649,"2018-08-24T21:53:38Z","QRCODE",FALSE,15,"33607",39,"Tampa, FL","US","Tampa, FL 33607","4201 North Dale Mabry Highway","raymond-james-stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","America/New_York",0.86513025,"FL","Raymond James Stadium",TRUE,539,"Tampa","Raymond James Stadium",0,27.9753,-82.5034,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
