"","date","timestamp","id","time_tbd","date_tbd","type","datetime_local","description","datetime_utc","short_title","popularity","is_open","title","datetime_tbd","created_at","visible_until_utc","announce_date","score","status","url","general_admission","listing_count","average_price","lowest_price_good_deals","lowest_price","visible_listing_count","highest_price","median_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","id_venue","slug","display_location","timezone","state","postal_code","has_upcoming_events","popularity_venue","num_upcoming_events","metro_code","name_v2","address","score_venue","country","url_venue","name","extended_address","city","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"11","2018-10-15","2018-10-15_16.07.46",4347071,FALSE,FALSE,"nfl","2018-10-21T16:05:00","","2018-10-21T20:05:00","Saints at Ravens",0.928,FALSE,"New Orleans Saints at Baltimore Ravens",FALSE,"2018-04-20T00:47:45","2018-10-22T00:05:00","2018-04-20T00:00:00",0.832,"normal","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",NA,235,138.82127,84,81,1406,595,116,"2018-08-24T21:53:38Z","QRCODE",FALSE,1121,"m-t-bank-stadium","Baltimore, MD","America/New_York","MD","21230",TRUE,0,6,512,"M&T Bank Stadium","1101 Russell St",0.8927189,"US","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","Baltimore, MD 21230","Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"12","2018-10-15","2018-10-15_16.07.46",4346941,FALSE,FALSE,"nfl","2018-10-21T16:25:00","","2018-10-21T20:25:00","Cowboys at Redskins",1.025,FALSE,"Dallas Cowboys at Washington Redskins",FALSE,"2018-04-20T00:47:18","2018-10-22T00:25:00","2018-04-20T00:00:00",0.941,"normal","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",NA,99,271.82828,174,177,945,741,249,"2018-08-24T21:53:38Z","QRCODE",FALSE,35,"fedex-field","Landover, MD","America/New_York","MD","20785",TRUE,0,5,511,"FedEx Field","1600 Fedex Way",0.9333444,"US","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","Landover, MD 20785","Landover",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"13","2018-10-15","2018-10-15_16.07.46",4347118,FALSE,FALSE,"nfl","2018-10-21T13:25:00","","2018-10-21T20:25:00","Rams at 49ers",0.989,FALSE,"Los Angeles Rams at San Francisco 49ers",FALSE,"2018-04-20T00:47:54","2018-10-22T00:25:00","2018-04-20T00:00:00",0.906,"normal","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",NA,159,165.01888,41,54,2119,572,140,"2018-08-24T21:53:38Z","QRCODE",FALSE,58670,"levi-s-stadium","Santa Clara, CA","America/Los_Angeles","CA","95054",TRUE,0,10,0,"Levi's Stadium","4900 Marie P DeBartolo Way",0.95768774,"US","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","Santa Clara, CA 95054","Santa Clara",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"14","2018-10-15","2018-10-15_16.07.46",4346982,FALSE,FALSE,"nfl","2018-10-21T19:20:00","","2018-10-22T00:20:00","Bengals at Chiefs",0.947,FALSE,"Cincinnati Bengals at Kansas City Chiefs",FALSE,"2018-04-20T00:47:27","2018-10-22T04:20:00","2018-04-20T00:00:00",0.856,"normal","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",NA,276,155.64131,87,86,1176,533,141,"2018-08-24T21:53:38Z","QRCODE",FALSE,1128,"arrowhead-stadium","Kansas City, MO","America/Chicago","MO","64129",TRUE,0,6,616,"Arrowhead Stadium","1 Arrowhead Drive",0.8827867,"US","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","Kansas City, MO 64129","Kansas City",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"15","2018-10-15","2018-10-15_16.07.46",4347050,FALSE,FALSE,"nfl","2018-10-22T20:15:00","","2018-10-23T00:15:00","Giants at Falcons",0.971,FALSE,"New York Giants at Atlanta Falcons",FALSE,"2018-04-20T00:47:42","2018-10-23T04:15:00","2018-04-20T00:00:00",0.898,"normal","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",NA,576,202.97917,71,71,2280,774,176,"2018-08-24T21:53:38Z","QRCODE",FALSE,419590,"mercedes-benz-stadium","Atlanta, GA","America/New_York","GA","30313",TRUE,0,16,0,"Mercedes-Benz Stadium","441 M.L.K. Jr Dr NW",0.76958936,"US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","Atlanta, GA 30313","Atlanta",33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"16","2018-10-15","2018-10-15_16.07.46",4281985,FALSE,FALSE,"ncaa_football","2018-10-23T19:00:00","","2018-10-24T00:00:00","Troy at South Alabama",0.48,FALSE,"Troy Trojans at South Alabama Jaguars Football",FALSE,"2018-02-28T15:00:17","2018-10-24T04:00:00","2018-02-28T00:00:00",0.305,"normal","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",NA,37,36.89189,10,10,10,93,33,NA,NA,NA,3716,"ladd-peebles-stadium","Mobile, AL","America/Chicago","AL","36604",TRUE,0,4,686,"Ladd Peebles Stadium","1621 Virginia St.",0.50177634,"US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","Mobile, AL 36604","Mobile",30.6748,-88.0761,NA,NA,NA
"17","2018-10-15","2018-10-15_16.07.46",4347018,FALSE,FALSE,"nfl","2018-10-25T19:20:00","","2018-10-26T00:20:00","Dolphins at Texans",0.918,FALSE,"Miami Dolphins at Houston Texans",FALSE,"2018-04-20T00:47:36","2018-10-26T04:20:00","2018-04-20T00:00:00",0.851,"normal","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018",NA,674,150.87093,53,53,1928,505,121,"2018-08-24T21:53:38Z","QRCODE",FALSE,41,"nrg-stadium","Houston, TX","America/Chicago","TX","77054",TRUE,0,43,618,"NRG Stadium","1 Reliant Park",0.8624192,"US","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","Houston, TX 77054","Houston",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"18","2018-10-15","2018-10-15_16.07.46",4347026,FALSE,FALSE,"nfl","2018-10-28T13:00:00","","2018-10-28T17:00:00","Seahawks at Lions",0.941,FALSE,"Seattle Seahawks at Detroit Lions",FALSE,"2018-04-20T00:47:37","2018-10-28T21:00:00","2018-04-20T00:00:00",0.887,"normal","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",NA,308,144.60715,81,78,522,601,113,"2018-08-24T21:53:39Z","QRCODE",FALSE,346,"ford-field","Detroit, MI","America/Detroit","MI","48226",TRUE,0,10,505,"Ford Field","2000 Brush St.",0.9029952,"US","https://seatgeek.com/venues/ford-field/tickets","Ford Field","Detroit, MI 48226","Detroit",42.34,-83.0459,"2015-11-04T17:31:52Z","NONE",FALSE
"19","2018-10-15","2018-10-15_16.07.46",4347041,FALSE,FALSE,"nfl","2018-10-28T13:00:00","","2018-10-28T17:00:00","Buccaneers at Bengals",0.892,FALSE,"Tampa Bay Buccaneers at Cincinnati Bengals",FALSE,"2018-04-20T00:47:40","2018-10-28T21:00:00","2018-04-20T00:00:00",0.832,"normal","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",NA,474,113.79325,57,57,960,332,106,"2018-08-24T21:53:39Z","QRCODE",FALSE,1124,"paul-brown-stadium","Cincinnati, OH","America/New_York","OH","45202",TRUE,0,5,515,"Paul Brown Stadium","1 Paul Brown Stadium",0.86166537,"US","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","Cincinnati, OH 45202","Cincinnati",39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"20","2018-10-15","2018-10-15_16.07.46",4347070,FALSE,FALSE,"nfl","2018-10-28T13:00:00","","2018-10-28T17:00:00","Ravens at Panthers",0.924,FALSE,"Baltimore Ravens at Carolina Panthers",FALSE,"2018-04-20T00:47:45","2018-10-28T21:00:00","2018-04-20T00:00:00",0.868,"normal","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",NA,247,257.7733,99,99,1350,742,194,"2018-08-24T21:53:39Z","QRCODE",FALSE,1122,"bank-of-america-stadium","Charlotte, NC","America/New_York","NC","28202",TRUE,0,9,517,"Bank of America Stadium","800 South Mint Street",0.8968222,"US","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","Charlotte, NC 28202","Charlotte",35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"21","2018-10-15","2018-10-15_16.07.46",4346940,FALSE,FALSE,"nfl","2018-10-28T13:00:00","","2018-10-28T17:00:00","Redskins at Giants",0.949,FALSE,"Washington Redskins at New York Giants",FALSE,"2018-04-20T00:47:17","2018-10-28T21:00:00","2018-04-20T00:00:00",0.896,"normal","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",NA,275,277.13092,107,114,1466,1229,228,"2018-08-24T21:53:39Z","QRCODE",FALSE,1587,"metlife-stadium","East Rutherford, NJ","America/New_York","NJ","07073",TRUE,0,12,501,"MetLife Stadium","1 MetLife Stadium Drive",0.94873494,"US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford, NJ 07073","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"22","2018-10-15","2018-10-15_16.07.46",4347078,FALSE,FALSE,"nfl","2018-10-28T13:00:00","","2018-10-28T17:00:00","Browns at Steelers",0.925,FALSE,"Cleveland Browns at Pittsburgh Steelers",FALSE,"2018-04-20T00:47:46","2018-10-28T21:00:00","2018-04-20T00:00:00",0.871,"normal","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",NA,209,332.689,137,139,913,959,282,"2018-08-24T21:53:39Z","QRCODE",FALSE,1119,"heinz-field","Pittsburgh, PA","America/New_York","PA","15212",TRUE,0,7,508,"Heinz Field","100 Art Rooney Avenue",0.9033526,"US","https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","Pittsburgh, PA 15212","Pittsburgh",40.4468,-80.0158,"2018-10-04T12:42:28Z","QRCODE",FALSE
"23","2018-10-15","2018-10-15_16.07.46",4346981,FALSE,FALSE,"nfl","2018-10-28T12:00:00","","2018-10-28T17:00:00","Broncos at Chiefs",0.944,FALSE,"Denver Broncos at Kansas City Chiefs",FALSE,"2018-04-20T00:47:27","2018-10-28T21:00:00","2018-04-20T00:00:00",0.892,"normal","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",NA,4,345,179,225,790,619,254,"2018-08-24T21:53:39Z","QRCODE",FALSE,1128,"arrowhead-stadium","Kansas City, MO","America/Chicago","MO","64129",TRUE,0,6,616,"Arrowhead Stadium","1 Arrowhead Drive",0.8827867,"US","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","Kansas City, MO 64129","Kansas City",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"24","2018-10-15","2018-10-15_16.07.46",4347007,FALSE,FALSE,"nfl","2018-10-28T12:00:00","","2018-10-28T17:00:00","Jets at Bears",0.939,FALSE,"New York Jets at Chicago Bears",FALSE,"2018-04-20T00:47:33","2018-10-28T21:00:00","2018-04-20T00:00:00",0.886,"normal","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",NA,76,378.14474,202,213,915,913,331,"2018-08-24T21:53:39Z","QRCODE",FALSE,31,"soldier-field","Chicago, IL","America/Chicago","IL","60605",TRUE,0,8,602,"Soldier Field","1410 S. Museum Campus Drive",0.940013,"US","https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","Chicago, IL 60605","Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"25","2018-10-15","2018-10-15_16.07.46",4347153,FALSE,FALSE,"nfl","2018-10-28T13:05:00","","2018-10-28T20:05:00","Colts at Raiders",0.913,FALSE,"Indianapolis Colts at Oakland Raiders",FALSE,"2018-04-20T01:04:25","2018-10-29T00:05:00","2018-04-20T00:00:00",0.854,"normal","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",NA,422,155.90996,51,66,1811,463,150,"2018-08-24T21:53:39Z","QRCODE",FALSE,14,"oakland-alameda-county-coliseum","Oakland, CA","America/Los_Angeles","CA","94621",TRUE,0,9,807,"Oakland-Alameda County Coliseum","7000 Coliseum Way",0.7817843,"US","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","Oakland, CA 94621","Oakland",37.7469,-122.201,"2015-06-24T00:00:00Z","PDF417",FALSE
"26","2018-10-15","2018-10-15_16.07.46",4346921,FALSE,FALSE,"nfl","2018-10-28T13:25:00","","2018-10-28T20:25:00","Packers at Rams",0.989,FALSE,"Green Bay Packers at Los Angeles Rams",FALSE,"2018-04-20T00:47:14","2018-10-29T00:25:00","2018-04-20T00:00:00",0.946,"normal","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",NA,412,477.14807,207,214,1603,1385,427,"2018-08-24T21:53:39Z","QRCODE",FALSE,51012,"los-angeles-memorial-coliseum-1","Los Angeles, CA","America/Los_Angeles","CA","90037",TRUE,0,8,0,"Los Angeles Memorial Coliseum","3911 S Figueroa St",0.86898464,"US","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","Los Angeles Memorial Coliseum","Los Angeles, CA 90037","Los Angeles",34.0138,-118.288,"2018-08-23T17:59:28Z","QRCODE",FALSE
"27","2018-10-15","2018-10-15_16.07.46",4347101,FALSE,FALSE,"nfl","2018-10-28T13:25:00","","2018-10-28T20:25:00","49ers at Cardinals",0.941,FALSE,"San Francisco 49ers at Arizona Cardinals",FALSE,"2018-04-20T00:47:51","2018-10-29T00:25:00","2018-04-20T00:00:00",0.889,"normal","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",NA,652,134.09969,42,42,1291,6034,99,"2018-08-24T21:53:39Z","QRCODE",FALSE,43,"state-farm-stadium","Glendale, AZ","America/Phoenix","AZ","85305",TRUE,0,10,753,"State Farm Stadium","1 Cardinals Drive",0.93402725,"US","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","Glendale, AZ 85305","Glendale",33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"28","2018-10-15","2018-10-15_16.07.46",4347136,FALSE,FALSE,"nfl","2018-10-28T19:20:00","","2018-10-29T00:20:00","Saints at Vikings",0.931,FALSE,"New Orleans Saints at Minnesota Vikings",FALSE,"2018-04-20T01:04:04","2018-10-29T04:20:00","2018-04-20T00:00:00",0.881,"normal","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",NA,416,345.0601,110,110,1408,1313,279,"2018-08-24T21:53:39Z","QRCODE",FALSE,218451,"u-s-bank-stadium","Minneapolis, MN","America/Chicago","MN","55415",TRUE,0,14,0,"U.S. Bank Stadium","900 South 5th Street",0.88524246,"US","https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","Minneapolis, MN 55415","Minneapolis",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"29","2018-10-15","2018-10-15_16.07.46",4347062,FALSE,FALSE,"nfl","2018-10-29T20:15:00","","2018-10-30T00:15:00","Patriots at Bills",0.932,FALSE,"New England Patriots at Buffalo Bills",FALSE,"2018-04-20T00:47:44","2018-10-30T04:15:00","2018-04-20T00:00:00",0.885,"normal","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",NA,669,164.49327,81,82,1462,548,141,"2018-08-24T21:53:39Z","QRCODE",FALSE,1135,"new-era-field","Orchard Park, NY","America/New_York","NY","14127",TRUE,0,6,514,"New Era Field","1 Bills Drive",0.8815085,"US","https://seatgeek.com/venues/new-era-field/tickets","New Era Field","Orchard Park, NY 14127","Orchard Park",42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"30","2018-10-15","2018-10-15_16.07.46",4347131,FALSE,FALSE,"nfl","2018-11-01T17:20:00","","2018-11-02T00:20:00","Raiders at 49ers",0.989,FALSE,"Oakland Raiders at San Francisco 49ers",FALSE,"2018-04-20T00:47:57","2018-11-02T04:20:00","2018-04-20T00:00:00",0.961,"normal","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",NA,626,376.04153,181,171,2052,1304,357,"2018-08-24T21:53:39Z","QRCODE",FALSE,58670,"levi-s-stadium","Santa Clara, CA","America/Los_Angeles","CA","95054",TRUE,0,10,0,"Levi's Stadium","4900 Marie P DeBartolo Way",0.95768774,"US","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","Santa Clara, CA 95054","Santa Clara",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
