"","date","timestamp","announce_date","created_at","score","date_tbd","url","id","visible_until_utc","datetime_tbd","type","short_title","description","datetime_local","time_tbd","popularity","title","status","datetime_utc","is_open","general_admission","highest_price","visible_listing_count","lowest_price","median_price","average_price","listing_count","lowest_price_good_deals","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","state","score_venue","name","url_venue","timezone","slug","display_location","id_venue","popularity_venue","metro_code","name_v2","has_upcoming_events","city","country","num_upcoming_events","postal_code","address","extended_address","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"42","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:27",0.923,FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",4346982,"2018-10-21T21:00:00",FALSE,"nfl","Bengals at Chiefs","","2018-10-21T12:00:00",FALSE,0.857,"Cincinnati Bengals at Kansas City Chiefs","normal","2018-10-21T17:00:00",FALSE,NA,602,1133,62,142,158.72827,909,62,"2018-08-24T21:53:38Z","QRCODE",FALSE,"MO",0.8827867,"Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago","arrowhead-stadium","Kansas City, MO",1128,0,616,"Arrowhead Stadium",TRUE,"Kansas City","US",8,"64129","1 Arrowhead Drive","Kansas City, MO 64129",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"43","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:45",0.89,FALSE,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",4347071,"2018-10-22T00:05:00",FALSE,"nfl","Saints at Ravens","","2018-10-21T16:05:00",FALSE,0.831,"New Orleans Saints at Baltimore Ravens","normal","2018-10-21T20:05:00",FALSE,NA,619,769,54,125,153.84071,339,54,"2018-08-24T21:53:38Z","QRCODE",FALSE,"MD",0.8927189,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","m-t-bank-stadium","Baltimore, MD",1121,0,512,"M&T Bank Stadium",TRUE,"Baltimore","US",7,"21230","1101 Russell St","Baltimore, MD 21230",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"44","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:18",1.008,FALSE,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",4346941,"2018-10-22T00:25:00",FALSE,"nfl","Cowboys at Redskins","","2018-10-21T16:25:00",FALSE,0.924,"Dallas Cowboys at Washington Redskins","normal","2018-10-21T20:25:00",FALSE,NA,1048,987,175,272,316.90625,672,174,"2018-08-24T21:53:38Z","QRCODE",FALSE,"MD",0.9333444,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York","fedex-field","Landover, MD",35,0,511,"FedEx Field",TRUE,"Landover","US",6,"20785","1600 Fedex Way","Landover, MD 20785",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"45","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:54",0.958,FALSE,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",4347118,"2018-10-22T04:20:00",FALSE,"nfl","Rams at 49ers","","2018-10-21T17:20:00",FALSE,0.881,"Los Angeles Rams at San Francisco 49ers","normal","2018-10-22T00:20:00",FALSE,NA,2989,1043,66,183,204.52757,798,66,"2018-08-24T21:53:38Z","QRCODE",FALSE,"CA",0.95768774,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","levi-s-stadium","Santa Clara, CA",58670,0,0,"Levi's Stadium",TRUE,"Santa Clara","US",12,"95054","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"46","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:42",0.962,FALSE,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",4347050,"2018-10-23T04:15:00",FALSE,"nfl","Giants at Falcons","","2018-10-22T20:15:00",FALSE,0.882,"New York Giants at Atlanta Falcons","normal","2018-10-23T00:15:00",FALSE,NA,123582,813,113,276,453.9029,762,110,"2018-08-24T21:53:38Z","QRCODE",FALSE,"GA",0.76958936,"Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York","mercedes-benz-stadium","Atlanta, GA",419590,0,0,"Mercedes-Benz Stadium",TRUE,"Atlanta","US",19,"30313","35 Northside Dr NW","Atlanta, GA 30313",33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"47","2018-10-04","2018-10-04_11.07.19","2018-02-28T00:00:00","2018-02-28T15:00:17",0.287,FALSE,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",4281985,"2018-10-24T04:00:00",FALSE,"ncaa_football","Troy at South Alabama","","2018-10-23T19:00:00",FALSE,0.385,"Troy Trojans at South Alabama Jaguars Football","normal","2018-10-24T00:00:00",FALSE,NA,93,11,20,33,40.90625,32,20,NA,NA,NA,"AL",0.50177634,"Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago","ladd-peebles-stadium","Mobile, AL",3716,0,686,"Ladd Peebles Stadium",TRUE,"Mobile","US",5,"36604","1621 Virginia St.","Mobile, AL 36604",30.6748,-88.0761,NA,NA,NA
"48","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:36",0.911,FALSE,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018",4347018,"2018-10-26T04:20:00",FALSE,"nfl","Dolphins at Texans","","2018-10-25T19:20:00",FALSE,0.834,"Miami Dolphins at Houston Texans","normal","2018-10-26T00:20:00",FALSE,NA,620,1013,39,136,162.16924,715,39,"2018-08-24T21:53:38Z","QRCODE",FALSE,"TX",0.8624192,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago","nrg-stadium","Houston, TX",41,0,618,"NRG Stadium",TRUE,"Houston","US",44,"77054","1 Reliant Park","Houston, TX 77054",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"49","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:37",0.945,FALSE,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",4347026,"2018-10-28T21:00:00",FALSE,"nfl","Seahawks at Lions","","2018-10-28T13:00:00",FALSE,0.866,"Seattle Seahawks at Detroit Lions","normal","2018-10-28T17:00:00",FALSE,NA,2320,645,72,124,154.99759,414,67,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MI",0.9029952,"Ford Field","https://seatgeek.com/venues/ford-field/tickets","America/Detroit","ford-field","Detroit, MI",346,0,505,"Ford Field",TRUE,"Detroit","US",11,"48226","2000 Brush St.","Detroit, MI 48226",42.34,-83.0459,"2015-11-04T17:31:52Z","NONE",FALSE
"50","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:40",0.888,FALSE,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",4347041,"2018-10-28T21:00:00",FALSE,"nfl","Buccaneers at Bengals","","2018-10-28T13:00:00",FALSE,0.82,"Tampa Bay Buccaneers at Cincinnati Bengals","normal","2018-10-28T17:00:00",FALSE,NA,332,863,43,94,106.4894,519,43,"2018-08-24T21:53:39Z","QRCODE",FALSE,"OH",0.86166537,"Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York","paul-brown-stadium","Cincinnati, OH",1124,0,515,"Paul Brown Stadium",TRUE,"Cincinnati","US",7,"45202","1 Paul Brown Stadium","Cincinnati, OH 45202",39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"51","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:45",0.928,FALSE,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",4347070,"2018-10-28T21:00:00",FALSE,"nfl","Ravens at Panthers","","2018-10-28T13:00:00",FALSE,0.848,"Baltimore Ravens at Carolina Panthers","normal","2018-10-28T17:00:00",FALSE,NA,589,618,84,194,235.80309,259,84,"2018-08-24T21:53:39Z","QRCODE",FALSE,"NC",0.8968222,"Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York","bank-of-america-stadium","Charlotte, NC",1122,0,517,"Bank of America Stadium",TRUE,"Charlotte","US",9,"28202","800 South Mint Street","Charlotte, NC 28202",35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"52","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:17",0.959,FALSE,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",4346940,"2018-10-28T21:00:00",FALSE,"nfl","Redskins at Giants","","2018-10-28T13:00:00",FALSE,0.871,"Washington Redskins at New York Giants","normal","2018-10-28T17:00:00",FALSE,NA,1438,735,130,230,299.52847,439,132,"2018-08-24T21:53:39Z","QRCODE",FALSE,"NJ",0.94873494,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","metlife-stadium","East Rutherford, NJ",1587,0,501,"MetLife Stadium",TRUE,"East Rutherford","US",15,"07073","1 MetLife Stadium Drive","East Rutherford, NJ 07073",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"53","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:27",0.945,FALSE,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",4346981,"2018-10-28T21:00:00",FALSE,"nfl","Broncos at Chiefs","","2018-10-28T12:00:00",FALSE,0.862,"Denver Broncos at Kansas City Chiefs","normal","2018-10-28T17:00:00",FALSE,NA,840,953,142,244,262.19165,694,136,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MO",0.8827867,"Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago","arrowhead-stadium","Kansas City, MO",1128,0,616,"Arrowhead Stadium",TRUE,"Kansas City","US",8,"64129","1 Arrowhead Drive","Kansas City, MO 64129",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"54","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:46",0.932,FALSE,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",4347078,"2018-10-28T21:00:00",FALSE,"nfl","Browns at Steelers","","2018-10-28T13:00:00",FALSE,0.853,"Cleveland Browns at Pittsburgh Steelers","normal","2018-10-28T17:00:00",FALSE,NA,1142,529,99,267,309.875,224,99,"2018-08-24T21:53:39Z","QRCODE",FALSE,"PA",0.9033526,"Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","America/New_York","heinz-field","Pittsburgh, PA",1119,0,508,"Heinz Field",TRUE,"Pittsburgh","US",9,"15212","100 Art Rooney Avenue","Pittsburgh, PA 15212",40.4468,-80.0158,"2018-10-04T12:42:28Z","QRCODE",FALSE
"55","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:33",0.941,FALSE,"https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",4347007,"2018-10-28T21:00:00",FALSE,"nfl","Jets at Bears","","2018-10-28T12:00:00",FALSE,0.86,"New York Jets at Chicago Bears","normal","2018-10-28T17:00:00",FALSE,NA,1197,619,133,310,356.38318,107,133,"2018-08-24T21:53:39Z","QRCODE",FALSE,"IL",0.940013,"Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","America/Chicago","soldier-field","Chicago, IL",31,0,602,"Soldier Field",TRUE,"Chicago","US",8,"60605","1410 S. Museum Campus Drive","Chicago, IL 60605",41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"56","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:25",0.908,FALSE,"https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",4347153,"2018-10-29T00:05:00",FALSE,"nfl","Colts at Raiders","","2018-10-28T13:05:00",FALSE,0.834,"Indianapolis Colts at Oakland Raiders","normal","2018-10-28T20:05:00",FALSE,NA,481,762,74,152,171.3484,376,74,"2018-08-24T21:53:39Z","QRCODE",FALSE,"CA",0.7817843,"Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles","oakland-alameda-county-coliseum","Oakland, CA",14,0,807,"Oakland-Alameda County Coliseum",TRUE,"Oakland","US",8,"94621","7000 Coliseum Way","Oakland, CA 94621",37.7469,-122.201,"2015-06-24T00:00:00Z","PDF417",FALSE
"57","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:14",1.004,FALSE,"https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",4346921,"2018-10-29T00:25:00",FALSE,"nfl","Packers at Rams","","2018-10-28T13:25:00",FALSE,0.905,"Green Bay Packers at Los Angeles Rams","normal","2018-10-28T20:25:00",FALSE,NA,123582,1006,247,452,734.9175,521,247,"2018-08-24T21:53:39Z","QRCODE",FALSE,"CA",0.86898464,"Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","America/Los_Angeles","los-angeles-memorial-coliseum-1","Los Angeles, CA",51012,0,0,"Los Angeles Memorial Coliseum",TRUE,"Los Angeles","US",8,"90037","3911 S Figueroa St","Los Angeles, CA 90037",34.0138,-118.288,"2018-08-23T17:59:28Z","QRCODE",FALSE
"58","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:51",0.936,FALSE,"https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",4347101,"2018-10-29T00:25:00",FALSE,"nfl","49ers at Cardinals","","2018-10-28T13:25:00",FALSE,0.857,"San Francisco 49ers at Arizona Cardinals","normal","2018-10-28T20:25:00",FALSE,NA,611,973,38,114,133.03636,715,38,"2018-08-24T21:53:39Z","QRCODE",FALSE,"AZ",0.93402725,"State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix","state-farm-stadium","Glendale, AZ",43,0,753,"State Farm Stadium",TRUE,"Glendale","US",9,"85305","1 Cardinals Drive","Glendale, AZ 85305",33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"59","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:04",0.941,FALSE,"https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",4347136,"2018-10-29T04:20:00",FALSE,"nfl","Saints at Vikings","","2018-10-28T19:20:00",FALSE,0.859,"New Orleans Saints at Minnesota Vikings","normal","2018-10-29T00:20:00",FALSE,NA,2030,751,120,275,323.76822,535,120,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MN",0.88524246,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago","u-s-bank-stadium","Minneapolis, MN",218451,0,0,"U.S. Bank Stadium",TRUE,"Minneapolis","US",15,"55415","401 Chicago Avenue","Minneapolis, MN 55415",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"60","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:44",0.948,FALSE,"https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",4347062,"2018-10-30T04:15:00",FALSE,"nfl","Patriots at Bills","","2018-10-29T20:15:00",FALSE,0.86,"New England Patriots at Buffalo Bills","normal","2018-10-30T00:15:00",FALSE,NA,835,964,96,149,173.625,880,86,"2018-08-24T21:53:39Z","QRCODE",FALSE,"NY",0.8815085,"New Era Field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York","new-era-field","Orchard Park, NY",1135,0,514,"New Era Field",TRUE,"Orchard Park","US",7,"14127","1 Bills Drive","Orchard Park, NY 14127",42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"61","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:57",1.004,FALSE,"https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",4347131,"2018-11-02T04:20:00",FALSE,"nfl","Raiders at 49ers","","2018-11-01T17:20:00",FALSE,0.898,"Oakland Raiders at San Francisco 49ers","normal","2018-11-02T00:20:00",FALSE,NA,2989,959,184,410,440.16275,682,198,"2018-08-24T21:53:39Z","QRCODE",FALSE,"CA",0.95768774,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","levi-s-stadium","Santa Clara, CA",58670,0,0,"Levi's Stadium",TRUE,"Santa Clara","US",12,"95054","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"62","2018-10-04","2018-10-04_11.07.19","2018-07-28T00:00:00","2018-07-28T16:00:52",0,FALSE,"https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/11-3-2018-lawrence-horejsi-center/nfl/4466234",4466234,"2018-11-03T22:00:00",FALSE,"nfl","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","","2018-11-03T13:00:00",FALSE,0,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","normal","2018-11-03T18:00:00",FALSE,NA,82,1,82,82,82,1,NA,NA,NA,NA,NA,0.56565154,"Horejsi Center","https://seatgeek.com/venues/horejsi-center/tickets","America/Chicago","horejsi-center","Lawrence",74230,0,0,"Horejsi Center",TRUE,"Lawrence","",6,"66045","1550 Allen Fieldhhouse Dr","Lawrence, ",38.9535,-95.2532,NA,NA,NA
"63","2018-10-04","2018-10-04_11.07.19","2018-02-28T00:00:00","2018-02-28T15:00:09",0.522,FALSE,"https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935",4281935,"2018-11-03T23:00:00",FALSE,"ncaa_football","South Alabama at Arkansas State","","2018-11-03T14:00:00",FALSE,0.538,"South Alabama Jaguars at Arkansas State Red Wolves Football","normal","2018-11-03T19:00:00",FALSE,NA,78,94,23,44,43.373135,134,NA,NA,NA,NA,"AR",0.47753516,"Centennial Bank Stadium","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","America/Chicago","centennial-bank-stadium-1","Jonesboro, AR",8896,0,0,"Centennial Bank Stadium",TRUE,"Jonesboro","US",3,"72401","2180 Aggie Rd","Jonesboro, AR 72401",35.8429,-90.6797,NA,NA,NA
"64","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:47",0.916,FALSE,"https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083",4347083,"2018-11-04T22:00:00",FALSE,"nfl","Jets at Dolphins","","2018-11-04T13:00:00",FALSE,0.828,"New York Jets at Miami Dolphins","normal","2018-11-04T18:00:00",FALSE,NA,899,831,77,200,248.8069,145,72,"2018-08-24T21:53:39Z","QRCODE",FALSE,"FL",0.8378203,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York","hard-rock-stadium","Miami Gardens, FL",29,0,528,"Hard Rock Stadium",TRUE,"Miami Gardens","US",35,"33056","347 Don Shula Dr.","Miami Gardens, FL 33056",25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"65","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:05",0.933,FALSE,"https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140",4347140,"2018-11-04T22:00:00",FALSE,"nfl","Lions at Vikings","","2018-11-04T12:00:00",FALSE,0.848,"Detroit Lions at Minnesota Vikings","normal","2018-11-04T18:00:00",FALSE,NA,1267,777,115,228,261.8723,556,115,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MN",0.88524246,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago","u-s-bank-stadium","Minneapolis, MN",218451,0,0,"U.S. Bank Stadium",TRUE,"Minneapolis","US",15,"55415","401 Chicago Avenue","Minneapolis, MN 55415",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"66","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:31",0.893,FALSE,"https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997",4346997,"2018-11-04T22:00:00",FALSE,"nfl","Chiefs at Browns","","2018-11-04T13:00:00",FALSE,0.816,"Kansas City Chiefs at Cleveland Browns","normal","2018-11-04T18:00:00",FALSE,NA,477,915,62,109,127.82559,883,56,"2018-08-24T21:53:39Z","QRCODE",FALSE,"OH",0.86852187,"FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York","firstenergy-stadium-15","Cleveland, OH",1123,0,510,"FirstEnergy Stadium",TRUE,"Cleveland","US",6,"44114","100 Alfred Lerner Way","Cleveland, OH 44114",41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"67","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:45",0.918,FALSE,"https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069",4347069,"2018-11-04T22:00:00",FALSE,"nfl","Steelers at Ravens","","2018-11-04T13:00:00",FALSE,0.831,"Pittsburgh Steelers at Baltimore Ravens","normal","2018-11-04T18:00:00",FALSE,NA,11280,783,120,191,290.2676,355,120,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MD",0.8927189,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","m-t-bank-stadium","Baltimore, MD",1121,0,512,"M&T Bank Stadium",TRUE,"Baltimore","US",7,"21230","1101 Russell St","Baltimore, MD 21230",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"68","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:17",0.952,FALSE,"https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937",4346937,"2018-11-04T22:00:00",FALSE,"nfl","Falcons at Redskins","","2018-11-04T13:00:00",FALSE,0.862,"Atlanta Falcons at Washington Redskins","normal","2018-11-04T18:00:00",FALSE,NA,420,952,80,150,171.84602,604,80,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MD",0.9333444,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York","fedex-field","Landover, MD",35,0,511,"FedEx Field",TRUE,"Landover","US",6,"20785","1600 Fedex Way","Landover, MD 20785",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"69","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:38",0.909,FALSE,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033",4347033,"2018-11-04T22:00:00",FALSE,"nfl","Buccaneers at Panthers","","2018-11-04T13:00:00",FALSE,0.824,"Tampa Bay Buccaneers at Carolina Panthers","normal","2018-11-04T18:00:00",FALSE,NA,956,691,82,163,202.91873,283,71,"2018-08-24T21:53:39Z","QRCODE",FALSE,"NC",0.8968222,"Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York","bank-of-america-stadium","Charlotte, NC",1122,0,517,"Bank of America Stadium",TRUE,"Charlotte","US",9,"28202","800 South Mint Street","Charlotte, NC 28202",35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"70","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:43",0.913,FALSE,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061",4347061,"2018-11-04T22:00:00",FALSE,"nfl","Bears at Bills","","2018-11-04T13:00:00",FALSE,0.83,"Chicago Bears at Buffalo Bills","normal","2018-11-04T18:00:00",FALSE,NA,602,1101,58,106,133.7835,739,54,"2018-08-24T21:53:39Z","QRCODE",FALSE,"NY",0.8815085,"New Era Field","https://seatgeek.com/venues/new-era-field/tickets","America/New_York","new-era-field","Orchard Park, NY",1135,0,514,"New Era Field",TRUE,"Orchard Park","US",7,"14127","1 Bills Drive","Orchard Park, NY 14127",42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"71","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:56",0.932,FALSE,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127",4347127,"2018-11-05T01:05:00",FALSE,"nfl","Chargers at Seahawks","","2018-11-04T13:05:00",FALSE,0.841,"Los Angeles Chargers at Seattle Seahawks","normal","2018-11-04T21:05:00",FALSE,NA,955,572,171,362,371.30386,181,157,"2018-08-24T21:53:39Z","QRCODE",FALSE,"WA",0.87232786,"CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles","centurylink-field","Seattle, WA",339,0,819,"CenturyLink Field",TRUE,"Seattle","US",11,"98134","800 Occidental Ave S","Seattle, WA 98134",47.6,-122.33,"2018-03-02T22:54:54Z","QRCODE",FALSE
"72","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:05",0.899,FALSE,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141",4347141,"2018-11-05T01:05:00",FALSE,"nfl","Texans at Broncos","","2018-11-04T14:05:00",FALSE,0.822,"Houston Texans at Denver Broncos","normal","2018-11-04T21:05:00",FALSE,NA,123582,651,161,312,1837.2262,84,119,"2018-08-24T21:53:39Z","QRCODE",FALSE,"CO",0.9028296,"Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver","sports-authority-field-at-mile-high","Denver, CO",1131,0,751,"Sports Authority Field at Mile High",TRUE,"Denver","US",6,"80204","1701 Bryant Street","Denver, CO 80204",39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
