"","date","timestamp","announce_date","created_at","score","date_tbd","url","id","visible_until_utc","datetime_tbd","type","short_title","description","datetime_local","time_tbd","popularity","title","status","datetime_utc","is_open","general_admission","highest_price","visible_listing_count","lowest_price","median_price","average_price","listing_count","lowest_price_good_deals","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","state","score_venue","name","url_venue","timezone","slug","display_location","id_venue","popularity_venue","metro_code","name_v2","has_upcoming_events","city","country","num_upcoming_events","postal_code","address","extended_address","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"11","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:52",0.96,FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",4347111,"2018-10-08T00:05:00",FALSE,"nfl","Raiders at Chargers","","2018-10-07T13:05:00",FALSE,0.938,"Oakland Raiders at Los Angeles Chargers","normal","2018-10-07T20:05:00",FALSE,NA,510,477,180,248,257.3158,171,170,"2018-08-24T21:17:06Z","QRCODE",FALSE,"CA",0.7228164,"StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles","stubhub-center","Carson, CA",52,0,803,"StubHub Center",TRUE,"Carson","US",12,"90746","18400 Avalon Blvd","Carson, CA 90746",33.8643,-118.261,NA,NA,NA
"12","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:53",0.929,FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",4347115,"2018-10-08T00:25:00",FALSE,"nfl","Cardinals at 49ers","","2018-10-07T13:25:00",FALSE,0.91,"Arizona Cardinals at San Francisco 49ers","normal","2018-10-07T20:25:00",FALSE,NA,1003,1600,34,83,105.46112,553,30,"2018-09-05T19:47:23Z","QRCODE",FALSE,"CA",0.95768774,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles","levi-s-stadium","Santa Clara, CA",58670,0,0,"Levi's Stadium",TRUE,"Santa Clara","US",12,"95054","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"13","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:56",0.939,FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",4347128,"2018-10-08T00:25:00",FALSE,"nfl","Rams at Seahawks","","2018-10-07T13:25:00",FALSE,0.916,"Los Angeles Rams at Seattle Seahawks","normal","2018-10-07T20:25:00",FALSE,NA,690,339,164,286,307.0091,110,154,"2018-08-24T21:19:14Z","QRCODE",FALSE,"WA",0.87232786,"CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles","centurylink-field","Seattle, WA",339,0,819,"CenturyLink Field",TRUE,"Seattle","US",11,"98134","800 Occidental Ave S","Seattle, WA 98134",47.6,-122.33,"2018-03-02T22:54:54Z","QRCODE",FALSE
"14","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:26",0.963,FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",4346976,"2018-10-08T00:25:00",FALSE,"nfl","Vikings at Eagles","","2018-10-07T16:25:00",FALSE,0.936,"Minnesota Vikings at Philadelphia Eagles","normal","2018-10-07T20:25:00",FALSE,NA,668,395,153,292,326.63635,165,133,"2018-08-24T21:03:38Z","QRCODE",FALSE,"PA",0.90542686,"Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York","lincoln-financial-field","Philadelphia, PA",330,0,504,"Lincoln Financial Field",TRUE,"Philadelphia","US",14,"19148","1020 Pattison Ave","Philadelphia, PA 19148",39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"15","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:36",0.984,FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",4347020,"2018-10-08T04:20:00",FALSE,"nfl","Cowboys at Texans","","2018-10-07T19:20:00",FALSE,0.951,"Dallas Cowboys at Houston Texans","normal","2018-10-08T00:20:00",FALSE,NA,1516,492,222,389,470.38812,219,222,"2018-08-24T21:04:53Z","QRCODE",FALSE,"TX",0.8624192,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago","nrg-stadium","Houston, TX",41,0,618,"NRG Stadium",TRUE,"Houston","US",44,"77054","1 Reliant Park","Houston, TX 77054",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"16","2018-10-04","2018-10-04_11.07.19","2018-08-03T00:00:00","2018-08-03T16:01:06",0.337,FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",4474093,"2018-10-09T00:00:00",FALSE,"sports","Baltimore Ravens at A Purple Evening","","2018-10-08T16:00:00",FALSE,0.505,"Baltimore Ravens at A Purple Evening","normal","2018-10-08T20:00:00",FALSE,NA,63,1,62,62,62.5,2,NA,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,"MD",0.8927189,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York","m-t-bank-stadium","Baltimore, MD",1121,0,512,"M&T Bank Stadium",TRUE,"Baltimore","US",7,"21230","1101 Russell St","Baltimore, MD 21230",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"17","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:25",0.905,FALSE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",4346971,"2018-10-09T04:15:00",FALSE,"nfl","Redskins at Saints","","2018-10-08T19:15:00",FALSE,0.883,"Washington Redskins at New Orleans Saints","normal","2018-10-09T00:15:00",TRUE,NA,1200,1200,60,187,205.94019,1304,60,"2018-05-29T20:38:55Z","QRCODE",FALSE,"LA",0.8966978,"Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago","mercedes-benz-superdome","New Orleans, LA",128,0,622,"Mercedes-Benz Superdome",TRUE,"New Orleans","US",16,"70112","1500 Sugar Bowl Drive","New Orleans, LA 70112",29.9515,-90.0786,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"18","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:14",0.976,FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",4346917,"2018-10-12T04:20:00",FALSE,"nfl","Eagles at Giants","","2018-10-11T20:20:00",FALSE,0.921,"Philadelphia Eagles at New York Giants","normal","2018-10-12T00:20:00",FALSE,NA,1519,646,135,239,317.09113,406,133,"2018-08-24T21:52:02Z","QRCODE",FALSE,"NJ",0.94873494,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","metlife-stadium","East Rutherford, NJ",1587,0,501,"MetLife Stadium",TRUE,"East Rutherford","US",15,"07073","1 MetLife Stadium Drive","East Rutherford, NJ 07073",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"19","2018-10-04","2018-10-04_11.07.19","2017-12-21T00:00:00","2017-12-21T15:00:36",0.493,FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",4192619,"2018-10-14T01:00:00",FALSE,"ncaa_football","Alabama State at South Alabama","","2018-10-13T16:00:00",FALSE,0.573,"Alabama State Hornets at South Alabama Jaguars Football","normal","2018-10-13T21:00:00",FALSE,NA,74,5,20,37,40.75,12,20,NA,NA,NA,"AL",0.50177634,"Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago","ladd-peebles-stadium","Mobile, AL",3716,0,686,"Ladd Peebles Stadium",TRUE,"Mobile","US",5,"36604","1621 Virginia St.","Mobile, AL 36604",30.6748,-88.0761,NA,NA,NA
"20","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:42",0.923,FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",4347051,"2018-10-14T21:00:00",FALSE,"nfl","Buccaneers at Falcons","","2018-10-14T13:00:00",FALSE,0.869,"Tampa Bay Buccaneers at Atlanta Falcons","normal","2018-10-14T17:00:00",FALSE,NA,869,899,71,163,189.73108,740,68,"2018-08-24T21:53:35Z","QRCODE",FALSE,"GA",0.76958936,"Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York","mercedes-benz-stadium","Atlanta, GA",419590,0,0,"Mercedes-Benz Stadium",TRUE,"Atlanta","US",19,"30313","35 Northside Dr NW","Atlanta, GA 30313",33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"21","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:40",0.923,FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",4347042,"2018-10-14T21:00:00",FALSE,"nfl","Steelers at Bengals","","2018-10-14T13:00:00",FALSE,0.875,"Pittsburgh Steelers at Cincinnati Bengals","normal","2018-10-14T17:00:00",FALSE,NA,596,607,111,193,198.45033,302,111,"2018-08-24T21:53:35Z","QRCODE",FALSE,"OH",0.86166537,"Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York","paul-brown-stadium","Cincinnati, OH",1124,0,515,"Paul Brown Stadium",TRUE,"Cincinnati","US",7,"45202","1 Paul Brown Stadium","Cincinnati, OH 45202",39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"22","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:22",0.956,FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",4346961,"2018-10-14T21:00:00",FALSE,"nfl","Colts at Jets","","2018-10-14T13:00:00",FALSE,0.9,"Indianapolis Colts at New York Jets","normal","2018-10-14T17:00:00",FALSE,NA,905,1014,39,130,151.3943,738,35,"2018-08-24T21:52:02Z","QRCODE",FALSE,"NJ",0.94873494,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","metlife-stadium","East Rutherford, NJ",1587,0,501,"MetLife Stadium",TRUE,"East Rutherford","US",15,"07073","1 MetLife Stadium Drive","East Rutherford, NJ 07073",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"23","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:47",0.925,FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",4347081,"2018-10-14T21:00:00",FALSE,"nfl","Bears at Dolphins","","2018-10-14T13:00:00",FALSE,0.875,"Chicago Bears at Miami Dolphins","normal","2018-10-14T17:00:00",FALSE,NA,900,742,106,207,226.5,138,69,"2018-08-24T21:53:35Z","QRCODE",FALSE,"FL",0.8378203,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York","hard-rock-stadium","Miami Gardens, FL",29,0,528,"Hard Rock Stadium",TRUE,"Miami Gardens","US",35,"33056","347 Don Shula Dr.","Miami Gardens, FL 33056",25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"24","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:18",0.961,FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",4346942,"2018-10-14T21:00:00",FALSE,"nfl","Panthers at Redskins","","2018-10-14T13:00:00",FALSE,0.903,"Carolina Panthers at Washington Redskins","normal","2018-10-14T17:00:00",FALSE,NA,770,926,93,149,171.1278,579,87,"2018-08-24T21:52:02Z","QRCODE",FALSE,"MD",0.9333444,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","America/New_York","fedex-field","Landover, MD",35,0,511,"FedEx Field",TRUE,"Landover","US",6,"20785","1600 Fedex Way","Landover, MD 20785",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"25","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:06",0.925,FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",4347145,"2018-10-14T21:00:00",FALSE,"nfl","Cardinals at Vikings","","2018-10-14T12:00:00",FALSE,0.873,"Arizona Cardinals at Minnesota Vikings","normal","2018-10-14T17:00:00",FALSE,NA,992,505,109,243,282.8626,393,109,"2018-08-24T21:53:38Z","QRCODE",FALSE,"MN",0.88524246,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago","u-s-bank-stadium","Minneapolis, MN",218451,0,0,"U.S. Bank Stadium",TRUE,"Minneapolis","US",15,"55415","401 Chicago Avenue","Minneapolis, MN 55415",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"26","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:31",0.896,FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",4346998,"2018-10-14T21:00:00",FALSE,"nfl","Chargers at Browns","","2018-10-14T13:00:00",FALSE,0.854,"Los Angeles Chargers at Cleveland Browns","normal","2018-10-14T17:00:00",FALSE,NA,675,841,69,105,132.77135,656,63,"2018-08-24T21:53:35Z","QRCODE",FALSE,"OH",0.86852187,"FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York","firstenergy-stadium-15","Cleveland, OH",1123,0,510,"FirstEnergy Stadium",TRUE,"Cleveland","US",6,"44114","100 Alfred Lerner Way","Cleveland, OH 44114",41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"27","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:36",0.915,FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",4347019,"2018-10-14T21:00:00",FALSE,"nfl","Bills at Texans","","2018-10-14T12:00:00",FALSE,0.866,"Buffalo Bills at Houston Texans","normal","2018-10-14T17:00:00",FALSE,NA,630,939,44,145,164.27682,643,44,"2018-08-24T21:53:35Z","QRCODE",FALSE,"TX",0.8624192,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago","nrg-stadium","Houston, TX",41,0,618,"NRG Stadium",TRUE,"Houston","US",44,"77054","1 Reliant Park","Houston, TX 77054",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"28","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:30",0.887,FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",4346991,"2018-10-14T23:25:00",FALSE,"nfl","Ravens at Titans","","2018-10-14T15:25:00",FALSE,0.846,"Baltimore Ravens at Tennessee Titans","normal","2018-10-14T19:25:00",FALSE,NA,631,549,77,193,210.5948,269,93,"2018-08-24T21:53:35Z","QRCODE",FALSE,"TN",0.8546275,"Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","America/New_York","nissan-stadium","Nashville, TN",1126,0,659,"Nissan Stadium",TRUE,"Nashville","US",16,"37213","1 Titans Way","Nashville, TN 37213",36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"29","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T01:04:04",0.921,FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",4347138,"2018-10-15T00:05:00",FALSE,"nfl","Rams at Broncos","","2018-10-14T14:05:00",FALSE,0.872,"Los Angeles Rams at Denver Broncos","normal","2018-10-14T20:05:00",FALSE,NA,1193,568,186,298,359.93332,75,170,"2018-08-24T21:53:38Z","QRCODE",FALSE,"CO",0.9028296,"Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver","sports-authority-field-at-mile-high","Denver, CO",1131,0,751,"Sports Authority Field at Mile High",TRUE,"Denver","US",6,"80204","1701 Bryant Street","Denver, CO 80204",39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"30","2018-10-04","2018-10-04_11.07.19","2018-04-05T00:00:00","2018-04-05T23:08:47",0.974,FALSE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",4327923,"2018-10-15T00:25:00",FALSE,"nfl","Jaguars at Cowboys","","2018-10-14T15:25:00",FALSE,0.907,"Jacksonville Jaguars at Dallas Cowboys","normal","2018-10-14T20:25:00",TRUE,NA,2570,1814,NA,241,300.57074,2276,NA,"2018-04-17T22:02:33Z","QRCODE",FALSE,"TX",0.9751414,"AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago","at-t-stadium","Arlington, TX",4965,0,623,"AT&T Stadium",TRUE,"Arlington","US",24,"76011","1 AT&T Way","Arlington, TX 76011",32.7459,-97.0957,"2018-04-17T22:02:33Z","QRCODE",FALSE
"31","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:50",0.974,FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",4347095,"2018-10-15T04:20:00",FALSE,"nfl","Chiefs at Patriots","","2018-10-14T20:20:00",FALSE,0.904,"Kansas City Chiefs at New England Patriots","normal","2018-10-15T00:20:00",FALSE,NA,1014,662,203,348,414.82977,141,159,"2018-08-24T21:53:35Z","QRCODE",FALSE,"MA",0.8983344,"Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York","gillette-stadium","Foxborough, MA",33,0,506,"Gillette Stadium",TRUE,"Foxborough","US",14,"02035","1 Patriot Place","Foxborough, MA 02035",42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
"32","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:13",0.961,FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",4346914,"2018-10-16T04:15:00",FALSE,"nfl","49ers at Packers","","2018-10-15T19:15:00",FALSE,0.892,"San Francisco 49ers at Green Bay Packers","normal","2018-10-16T00:15:00",FALSE,NA,1107,537,152,254,283.9448,163,150,"2018-08-24T21:53:38Z","QRCODE",FALSE,"WI",0.92909414,"Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","America/Chicago","lambeau-field","Green Bay, WI",1125,0,658,"Lambeau Field",TRUE,"Green Bay","US",5,"54304","1265 Lombardi Avenue","Green Bay, WI 54304",44.5013,-88.0622,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"33","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:51",0.943,FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",4347102,"2018-10-19T04:20:00",FALSE,"nfl","Broncos at Cardinals","","2018-10-18T17:20:00",FALSE,0.876,"Denver Broncos at Arizona Cardinals","normal","2018-10-19T00:20:00",FALSE,NA,601,699,53,145,170.85683,461,53,"2018-08-24T21:53:38Z","QRCODE",FALSE,"AZ",0.93402725,"State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix","state-farm-stadium","Glendale, AZ",43,0,753,"State Farm Stadium",TRUE,"Glendale","US",9,"85305","1 Cardinals Drive","Glendale, AZ 85305",33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"34","2018-10-04","2018-10-04_11.07.19","2018-08-01T00:00:00","2018-08-01T16:01:33",0.353,FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",4471322,"2018-10-21T03:30:00",FALSE,"sports","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","","2018-10-20T18:30:00",FALSE,0.455,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","normal","2018-10-20T23:30:00",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"AR",0.5808074,"ASU Convocation Center","https://seatgeek.com/venues/asu-convocation-center-1/tickets","America/Chicago","asu-convocation-center-1","Jonesboro, AR",4081,0,734,"ASU Convocation Center",TRUE,"Jonesboro","US",42,"72401","217 Olympic Drive","Jonesboro, AR 72401",35.8438,-90.6691,NA,NA,NA
"35","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:22",0.881,FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",4346960,"2018-10-21T21:00:00",FALSE,"nfl","Bills at Colts","","2018-10-21T13:00:00",FALSE,0.827,"Buffalo Bills at Indianapolis Colts","normal","2018-10-21T17:00:00",FALSE,NA,841,1011,29,105,111.7469,727,27,"2018-08-24T21:53:38Z","QRCODE",FALSE,"IN",0.9071682,"Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","America/Indiana/Indianapolis","lucas-oil-stadium","Indianapolis, IN",1130,0,527,"Lucas Oil Stadium",TRUE,"Indianapolis","US",12,"46225","500 South Capitol Avenue","Indianapolis, IN 46225",39.7601,-86.1639,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"36","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:33",1.007,FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",4347008,"2018-10-21T21:00:00",FALSE,"nfl","Patriots at Bears","","2018-10-21T12:00:00",FALSE,0.919,"New England Patriots at Chicago Bears","normal","2018-10-21T17:00:00",FALSE,NA,123582,435,392,661,2615,64,392,"2018-08-24T21:53:38Z","QRCODE",FALSE,"IL",0.940013,"Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","America/Chicago","soldier-field","Chicago, IL",31,0,602,"Soldier Field",TRUE,"Chicago","US",8,"60605","1410 S. Museum Campus Drive","Chicago, IL 60605",41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"37","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:26",0.974,FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",4346975,"2018-10-21T21:00:00",FALSE,"nfl","Vikings at Jets","","2018-10-21T13:00:00",FALSE,0.895,"Minnesota Vikings at New York Jets","normal","2018-10-21T17:00:00",FALSE,NA,1032,858,71,185,217.45692,534,71,"2018-08-24T21:53:38Z","QRCODE",FALSE,"NJ",0.94873494,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York","metlife-stadium","East Rutherford, NJ",1587,0,501,"MetLife Stadium",TRUE,"East Rutherford","US",15,"07073","1 MetLife Stadium Drive","East Rutherford, NJ 07073",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"38","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:16",0.9,FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",4346931,"2018-10-21T21:00:00",FALSE,"nfl","Browns at Buccaneers","","2018-10-21T13:00:00",FALSE,0.837,"Cleveland Browns at Tampa Bay Buccaneers","normal","2018-10-21T17:00:00",FALSE,NA,488,292,95,206,242.09091,22,87,"2018-08-24T21:53:38Z","QRCODE",FALSE,"FL",0.86513025,"Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","America/New_York","raymond-james-stadium","Tampa, FL",39,0,539,"Raymond James Stadium",TRUE,"Tampa","US",15,"33607","4201 North Dale Mabry Highway","Tampa, FL 33607",27.9753,-82.5034,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"39","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:47",0.911,FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",4347084,"2018-10-21T21:00:00",FALSE,"nfl","Lions at Dolphins","","2018-10-21T13:00:00",FALSE,0.848,"Detroit Lions at Miami Dolphins","normal","2018-10-21T17:00:00",FALSE,NA,908,846,69,150,165.26047,215,50,"2018-08-24T21:53:38Z","QRCODE",FALSE,"FL",0.8378203,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York","hard-rock-stadium","Miami Gardens, FL",29,0,528,"Hard Rock Stadium",TRUE,"Miami Gardens","US",35,"33056","347 Don Shula Dr.","Miami Gardens, FL 33056",25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"40","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:39",0.965,FALSE,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",4347036,"2018-10-21T21:00:00",FALSE,"nfl","Panthers at Eagles","","2018-10-21T13:00:00",FALSE,0.889,"Carolina Panthers at Philadelphia Eagles","normal","2018-10-21T17:00:00",FALSE,NA,3586,691,196,363,410.3096,281,149,"2018-08-24T21:53:38Z","QRCODE",FALSE,"PA",0.90542686,"Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York","lincoln-financial-field","Philadelphia, PA",330,0,504,"Lincoln Financial Field",TRUE,"Philadelphia","US",14,"19148","1020 Pattison Ave","Philadelphia, PA 19148",39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"41","2018-10-04","2018-10-04_11.07.19","2018-04-20T00:00:00","2018-04-20T00:47:19",0.838,FALSE,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",4346948,"2018-10-21T21:00:00",FALSE,"nfl","Texans at Jaguars","","2018-10-21T13:00:00",FALSE,0.792,"Houston Texans at Jacksonville Jaguars","normal","2018-10-21T17:00:00",FALSE,NA,489,794,44,92,115.80645,527,44,"2018-08-24T21:53:38Z","QRCODE",FALSE,"FL",0.83759147,"EverBank Field","https://seatgeek.com/venues/everbank-field/tickets","America/New_York","everbank-field","Jacksonville, FL",5178,0,561,"EverBank Field",TRUE,"Jacksonville","US",7,"32202","1 Everbank Field Dr","Jacksonville, FL 32202",30.3239,-81.6373,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
