"","date","timestamp","popularity","datetime_tbd","datetime_utc","id","visible_until_utc","is_open","status","datetime_local","time_tbd","short_title","url","score","created_at","date_tbd","title","type","announce_date","description","general_admission","highest_price","median_price","listing_count","lowest_price_good_deals","visible_listing_count","average_price","lowest_price","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","timezone","country","city","display_location","extended_address","metro_code","id_venue","has_upcoming_events","state","name_v2","slug","url_venue","score_venue","address","popularity_venue","num_upcoming_events","postal_code","name","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"1","2018-10-06","2018-10-06_13.42.11",0.689,FALSE,"2018-10-06T19:30:00",4281989,"2018-10-06T23:30:00",FALSE,"normal","2018-10-06T15:30:00",FALSE,"South Alabama at Georgia Southern","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989",0.591,"2018-02-28T15:00:17",FALSE,"South Alabama Jaguars at Georgia Southern Eagles Football","ncaa_football","2018-02-28T00:00:00","",NA,48,44,3,NA,1,43.666668,39,NA,NA,NA,"America/New_York","US","Statesboro","Statesboro, GA","Statesboro, GA 30460",507,2352,TRUE,"GA","Allen E. Paulson Stadium","allen-e-paulson-stadium","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",0.41380084,"225 Lanier Drive",0,3,"30460","Allen E. Paulson Stadium",32.4488,-81.7832,NA,NA,NA
"2","2018-10-06","2018-10-06_13.42.11",0.913,FALSE,"2018-10-07T17:00:00",4347079,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Falcons at Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",0.927,"2018-04-20T00:47:47",FALSE,"Atlanta Falcons at Pittsburgh Steelers","nfl","2018-04-20T00:00:00","",NA,544,203,60,107,284,218.73334,99,FALSE,"2018-08-24T21:16:40Z","QRCODE","America/New_York","US","Pittsburgh","Pittsburgh, PA","Pittsburgh, PA 15212",508,1119,TRUE,"PA","Heinz Field","heinz-field","https://seatgeek.com/venues/heinz-field/tickets",0.9033526,"100 Art Rooney Avenue",0,9,"15212","Heinz Field",40.4468,-80.0158,FALSE,"2018-10-04T12:42:28Z","QRCODE"
"3","2018-10-06","2018-10-06_13.42.11",0.93,FALSE,"2018-10-07T17:00:00",4347027,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Packers at Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",0.948,"2018-04-20T00:47:37",FALSE,"Green Bay Packers at Detroit Lions","nfl","2018-04-20T00:00:00","",NA,402,171,266,116,375,181.33083,119,FALSE,"2018-08-24T21:05:06Z","QRCODE","America/Detroit","US","Detroit","Detroit, MI","Detroit, MI 48226",505,346,TRUE,"MI","Ford Field","ford-field","https://seatgeek.com/venues/ford-field/tickets",0.9029952,"2000 Brush St.",0,11,"48226","Ford Field",42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"4","2018-10-06","2018-10-06_13.42.11",0.926,FALSE,"2018-10-07T17:00:00",4347032,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Giants at Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",0.942,"2018-04-20T00:47:38",FALSE,"New York Giants at Carolina Panthers","nfl","2018-04-20T00:00:00","",NA,687,259,133,108,296,283.17294,108,FALSE,"2018-08-24T21:15:58Z","QRCODE","America/New_York","US","Charlotte","Charlotte, NC","Charlotte, NC 28202",517,1122,TRUE,"NC","Bank of America Stadium","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets",0.8968222,"800 South Mint Street",0,9,"28202","Bank of America Stadium",35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"5","2018-10-06","2018-10-06_13.42.11",0.942,FALSE,"2018-10-07T17:00:00",4347011,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Broncos at Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",0.955,"2018-04-20T00:47:34",FALSE,"Denver Broncos at New York Jets","nfl","2018-04-20T00:00:00","",NA,552,103,379,56,643,112.10554,56,FALSE,"2018-09-05T19:53:41Z","QRCODE","America/New_York","US","East Rutherford","East Rutherford, NJ","East Rutherford, NJ 07073",501,1587,TRUE,"NJ","MetLife Stadium","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"1 MetLife Stadium Drive",0,15,"07073","MetLife Stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"6","2018-10-06","2018-10-06_13.42.11",0.891,FALSE,"2018-10-07T17:00:00",4347043,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Dolphins at Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",0.892,"2018-04-20T00:47:40",FALSE,"Miami Dolphins at Cincinnati Bengals","nfl","2018-04-20T00:00:00","",NA,563,142,30,78,197,165.43333,83,FALSE,"2018-08-24T21:16:15Z","QRCODE","America/New_York","US","Cincinnati","Cincinnati, OH","Cincinnati, OH 45202",515,1124,TRUE,"OH","Paul Brown Stadium","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"1 Paul Brown Stadium",0,7,"45202","Paul Brown Stadium",39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"7","2018-10-06","2018-10-06_13.42.11",0.881,FALSE,"2018-10-07T17:00:00",4347063,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Titans at Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",0.881,"2018-04-20T00:47:44",FALSE,"Tennessee Titans at Buffalo Bills","nfl","2018-04-20T00:00:00","",NA,256,92,154,52,356,102.33766,52,FALSE,"2018-08-24T21:16:26Z","QRCODE","America/New_York","US","Orchard Park","Orchard Park, NY","Orchard Park, NY 14127",514,1135,TRUE,"NY","New Era Field","new-era-field","https://seatgeek.com/venues/new-era-field/tickets",0.8815085,"1 Bills Drive",0,7,"14127","New Era Field",42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"8","2018-10-06","2018-10-06_13.42.11",0.886,FALSE,"2018-10-07T17:00:00",4346999,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T13:00:00",FALSE,"Ravens at Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",0.885,"2018-04-20T00:47:31",FALSE,"Baltimore Ravens at Cleveland Browns","nfl","2018-04-20T00:00:00","",NA,470,89,192,55,480,109.854164,57,FALSE,"2018-08-24T21:04:01Z","QRCODE","America/New_York","US","Cleveland","Cleveland, OH","Cleveland, OH 44114",510,1123,TRUE,"OH","FirstEnergy Stadium","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"100 Alfred Lerner Way",0,6,"44114","FirstEnergy Stadium",41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"9","2018-10-06","2018-10-06_13.42.11",0.885,FALSE,"2018-10-07T17:00:00",4346983,"2018-10-07T21:00:00",FALSE,"normal","2018-10-07T12:00:00",FALSE,"Jaguars at Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",0.885,"2018-04-20T00:47:28",FALSE,"Jacksonville Jaguars at Kansas City Chiefs","nfl","2018-04-20T00:00:00","",NA,412,134,375,57,656,134.57333,60,FALSE,"2018-08-24T21:03:49Z","QRCODE","America/Chicago","US","Kansas City","Kansas City, MO","Kansas City, MO 64129",616,1128,TRUE,"MO","Arrowhead Stadium","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets",0.8827867,"1 Arrowhead Drive",0,8,"64129","Arrowhead Stadium",39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"10","2018-10-06","2018-10-06_13.42.11",0.931,FALSE,"2018-10-07T20:05:00",4347111,"2018-10-08T00:05:00",FALSE,"normal","2018-10-07T13:05:00",FALSE,"Raiders at Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",0.944,"2018-04-20T00:47:52",FALSE,"Oakland Raiders at Los Angeles Chargers","nfl","2018-04-20T00:00:00","",NA,438,245,69,174,192,251.43478,175,FALSE,"2018-08-24T21:17:06Z","QRCODE","America/Los_Angeles","US","Carson","Carson, CA","Carson, CA 90746",803,52,TRUE,"CA","StubHub Center","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets",0.7228164,"18400 Avalon Blvd",0,12,"90746","StubHub Center",33.8643,-118.261,NA,NA,NA
