"","date","timestamp","visible_until_utc","id","time_tbd","description","status","short_title","datetime_utc","announce_date","created_at","date_tbd","type","popularity","datetime_local","score","title","datetime_tbd","is_open","url","general_admission","lowest_price","median_price","listing_count","visible_listing_count","lowest_price_good_deals","average_price","highest_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","state","country","has_upcoming_events","id_venue","slug","metro_code","display_location","popularity_venue","extended_address","score_venue","timezone","city","postal_code","address","url_venue","name","name_v2","num_upcoming_events","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-10-03","2018-10-03_11.19.58","2018-10-08T00:05:00",4347111,FALSE,"","normal","Raiders at Chargers","2018-10-07T20:05:00","2018-04-20T00:00:00","2018-04-20T00:47:52",FALSE,"nfl",0.941,"2018-10-07T13:05:00",0.944,"Oakland Raiders at Los Angeles Chargers",FALSE,FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",NA,163,245,236,352,153,261.161,1198,"QRCODE",FALSE,"2018-08-24T21:17:06Z","CA","US",TRUE,52,"stubhub-center",803,"Carson, CA",0,"Carson, CA 90746",0.7228164,"America/Los_Angeles","Carson","90746","18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","StubHub Center",12,-118.261,33.8643,NA,NA,NA
"12","2018-10-03","2018-10-03_11.19.58","2018-10-08T00:25:00",4347115,FALSE,"","normal","Cardinals at 49ers","2018-10-07T20:25:00","2018-04-20T00:00:00","2018-04-20T00:47:53",FALSE,"nfl",0.901,"2018-10-07T13:25:00",0.895,"Arizona Cardinals at San Francisco 49ers",FALSE,FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",NA,37,90,613,773,35,110.82708,1003,"QRCODE",FALSE,"2018-09-05T19:47:23Z","CA","US",TRUE,58670,"levi-s-stadium",0,"Santa Clara, CA",0,"Santa Clara, CA 95054",0.95768774,"America/Los_Angeles","Santa Clara","95054","4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","Levi's Stadium",12,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"13","2018-10-03","2018-10-03_11.19.58","2018-10-08T00:25:00",4347128,FALSE,"","normal","Rams at Seahawks","2018-10-07T20:25:00","2018-04-20T00:00:00","2018-04-20T00:47:56",FALSE,"nfl",0.911,"2018-10-07T13:25:00",0.911,"Los Angeles Rams at Seattle Seahawks",FALSE,FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",NA,149,296,118,370,149,312,690,"QRCODE",FALSE,"2018-08-24T21:19:14Z","WA","US",TRUE,339,"centurylink-field",819,"Seattle, WA",0,"Seattle, WA 98134",0.87232786,"America/Los_Angeles","Seattle","98134","800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","CenturyLink Field",11,-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"14","2018-10-03","2018-10-03_11.19.58","2018-10-08T00:25:00",4346976,FALSE,"","normal","Vikings at Eagles","2018-10-07T20:25:00","2018-04-20T00:00:00","2018-04-20T00:47:26",FALSE,"nfl",0.934,"2018-10-07T16:25:00",0.939,"Minnesota Vikings at Philadelphia Eagles",FALSE,FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",NA,170,312,203,505,139,338.65024,740,"QRCODE",FALSE,"2018-08-24T21:03:38Z","PA","US",TRUE,330,"lincoln-financial-field",504,"Philadelphia, PA",0,"Philadelphia, PA 19148",0.90542686,"America/New_York","Philadelphia","19148","1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","Lincoln Financial Field",14,-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"15","2018-10-03","2018-10-03_11.19.58","2018-10-08T04:20:00",4347020,FALSE,"","normal","Cowboys at Texans","2018-10-08T00:20:00","2018-04-20T00:00:00","2018-04-20T00:47:36",FALSE,"nfl",0.947,"2018-10-07T19:20:00",0.957,"Dallas Cowboys at Houston Texans",FALSE,FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",NA,220,420,230,497,220,493.6174,1463,"QRCODE",FALSE,"2018-08-24T21:04:53Z","TX","US",TRUE,41,"nrg-stadium",618,"Houston, TX",0,"Houston, TX 77054",0.8624192,"America/Chicago","Houston","77054","1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","NRG Stadium",44,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"16","2018-10-03","2018-10-03_11.19.58","2018-10-09T00:00:00",4474093,FALSE,"","normal","Baltimore Ravens at A Purple Evening","2018-10-08T20:00:00","2018-08-03T00:00:00","2018-08-03T16:01:06",FALSE,"sports",0.516,"2018-10-08T16:00:00",0.332,"Baltimore Ravens at A Purple Evening",FALSE,FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",NA,62,251,10,3,NA,279.7,589,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z","MD","US",TRUE,1121,"m-t-bank-stadium",512,"Baltimore, MD",0,"Baltimore, MD 21230",0.8927189,"America/New_York","Baltimore","21230","1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","M&T Bank Stadium",7,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"17","2018-10-03","2018-10-03_11.19.58","2018-10-09T04:15:00",4346971,FALSE,"","normal","Redskins at Saints","2018-10-09T00:15:00","2018-04-20T00:00:00","2018-04-20T00:47:25",FALSE,"nfl",0.885,"2018-10-08T19:15:00",0.887,"Washington Redskins at New Orleans Saints",FALSE,TRUE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",NA,75,196,1383,1686,72,214.20752,1200,"QRCODE",FALSE,"2018-05-29T20:38:55Z","LA","US",TRUE,128,"mercedes-benz-superdome",622,"New Orleans, LA",0,"New Orleans, LA 70112",0.8966978,"America/Chicago","New Orleans","70112","1500 Sugar Bowl Drive","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","Mercedes-Benz Superdome",16,-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"18","2018-10-03","2018-10-03_11.19.58","2018-10-12T04:20:00",4346917,FALSE,"","normal","Eagles at Giants","2018-10-12T00:20:00","2018-04-20T00:00:00","2018-04-20T00:47:14",FALSE,"nfl",0.915,"2018-10-11T20:20:00",0.948,"Philadelphia Eagles at New York Giants",FALSE,FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",NA,134,237,435,743,134,311.13333,1519,"QRCODE",FALSE,"2018-08-24T21:52:02Z","NJ","US",TRUE,1587,"metlife-stadium",501,"East Rutherford, NJ",0,"East Rutherford, NJ 07073",0.94873494,"America/New_York","East Rutherford","07073","1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","MetLife Stadium",15,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"19","2018-10-03","2018-10-03_11.19.58","2018-10-14T01:00:00",4192619,FALSE,"","normal","Alabama State at South Alabama","2018-10-13T21:00:00","2017-12-21T00:00:00","2017-12-21T15:00:36",FALSE,"ncaa_football",0.605,"2018-10-13T16:00:00",0.517,"Alabama State Hornets at South Alabama Jaguars Football",FALSE,FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",NA,19,48,9,4,19,41.77778,74,NA,NA,NA,"AL","US",TRUE,3716,"ladd-peebles-stadium",686,"Mobile, AL",0,"Mobile, AL 36604",0.50177634,"America/Chicago","Mobile","36604","1621 Virginia St.","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","Ladd Peebles Stadium",5,-88.0761,30.6748,NA,NA,NA
"20","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4347051,FALSE,"","normal","Buccaneers at Falcons","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:42",FALSE,"nfl",0.866,"2018-10-14T13:00:00",0.898,"Tampa Bay Buccaneers at Atlanta Falcons",FALSE,FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",NA,73,164,746,894,73,188.38606,880,"QRCODE",FALSE,"2018-08-24T21:53:35Z","GA","US",TRUE,419590,"mercedes-benz-stadium",0,"Atlanta, GA",0,"Atlanta, GA 30313",0.76958936,"America/New_York","Atlanta","30313","35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","Mercedes-Benz Stadium",19,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"21","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4346961,FALSE,"","normal","Colts at Jets","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:22",FALSE,"nfl",0.896,"2018-10-14T13:00:00",0.929,"Indianapolis Colts at New York Jets",FALSE,FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",NA,42,132,719,1007,40,156.39778,905,"QRCODE",FALSE,"2018-08-24T21:52:02Z","NJ","US",TRUE,1587,"metlife-stadium",501,"East Rutherford, NJ",0,"East Rutherford, NJ 07073",0.94873494,"America/New_York","East Rutherford","07073","1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","MetLife Stadium",15,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"22","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4347042,FALSE,"","normal","Steelers at Bengals","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:40",FALSE,"nfl",0.873,"2018-10-14T13:00:00",0.901,"Pittsburgh Steelers at Cincinnati Bengals",FALSE,FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",NA,111,194,298,604,111,211.50671,1166,"QRCODE",FALSE,"2018-08-24T21:53:35Z","OH","US",TRUE,1124,"paul-brown-stadium",515,"Cincinnati, OH",0,"Cincinnati, OH 45202",0.86166537,"America/New_York","Cincinnati","45202","1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","Paul Brown Stadium",7,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"23","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4347081,FALSE,"","normal","Bears at Dolphins","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:47",FALSE,"nfl",0.874,"2018-10-14T13:00:00",0.903,"Chicago Bears at Miami Dolphins",FALSE,FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",NA,97,206,111,729,75,323.58557,11357,"QRCODE",FALSE,"2018-08-24T21:53:35Z","FL","US",TRUE,29,"hard-rock-stadium",528,"Miami Gardens, FL",0,"Miami Gardens, FL 33056",0.8378203,"America/New_York","Miami Gardens","33056","347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","Hard Rock Stadium",35,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"24","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4346998,FALSE,"","normal","Chargers at Browns","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:31",FALSE,"nfl",0.852,"2018-10-14T13:00:00",0.873,"Los Angeles Chargers at Cleveland Browns",FALSE,FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",NA,73,108,656,843,64,134.58994,675,"QRCODE",FALSE,"2018-08-24T21:53:35Z","OH","US",TRUE,1123,"firstenergy-stadium-15",510,"Cleveland, OH",0,"Cleveland, OH 44114",0.86852187,"America/New_York","Cleveland","44114","100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","FirstEnergy Stadium",6,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"25","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4347145,FALSE,"","normal","Cardinals at Vikings","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T01:04:06",FALSE,"nfl",0.869,"2018-10-14T12:00:00",0.9,"Arizona Cardinals at Minnesota Vikings",FALSE,FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",NA,109,251,398,515,101,293.25125,992,"QRCODE",FALSE,"2018-08-24T21:53:38Z","MN","US",TRUE,218451,"u-s-bank-stadium",0,"Minneapolis, MN",0,"Minneapolis, MN 55415",0.88524246,"America/Chicago","Minneapolis","55415","900 South 5th Street","https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","U.S. Bank Stadium",15,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"26","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4347019,FALSE,"","normal","Bills at Texans","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:36",FALSE,"nfl",0.864,"2018-10-14T12:00:00",0.891,"Buffalo Bills at Houston Texans",FALSE,FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",NA,44,142,588,949,44,167.84013,630,"QRCODE",FALSE,"2018-08-24T21:53:35Z","TX","US",TRUE,41,"nrg-stadium",618,"Houston, TX",0,"Houston, TX 77054",0.8624192,"America/Chicago","Houston","77054","1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","NRG Stadium",44,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"27","2018-10-03","2018-10-03_11.19.58","2018-10-14T21:00:00",4346942,FALSE,"","normal","Panthers at Redskins","2018-10-14T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:18",FALSE,"nfl",0.906,"2018-10-14T13:00:00",0.944,"Carolina Panthers at Washington Redskins",FALSE,FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",NA,95,145,541,909,89,167.0074,770,"QRCODE",FALSE,"2018-08-24T21:52:02Z","MD","US",TRUE,35,"fedex-field",511,"Landover, MD",0,"Landover, MD 20785",0.9333444,"America/New_York","Landover","20785","1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","FedEx Field",6,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"28","2018-10-03","2018-10-03_11.19.58","2018-10-14T23:25:00",4346991,FALSE,"","normal","Ravens at Titans","2018-10-14T19:25:00","2018-04-20T00:00:00","2018-04-20T00:47:30",FALSE,"nfl",0.844,"2018-10-14T15:25:00",0.863,"Baltimore Ravens at Tennessee Titans",FALSE,FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",NA,75,193,287,567,75,640.79095,123975,"QRCODE",FALSE,"2018-08-24T21:53:35Z","TN","US",TRUE,1126,"nissan-stadium",659,"Nashville, TN",0,"Nashville, TN 37213",0.8546275,"America/New_York","Nashville","37213","1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","Nissan Stadium",16,-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"29","2018-10-03","2018-10-03_11.19.58","2018-10-15T00:05:00",4347138,FALSE,"","normal","Rams at Broncos","2018-10-14T20:05:00","2018-04-20T00:00:00","2018-04-20T01:04:04",FALSE,"nfl",0.866,"2018-10-14T14:05:00",0.892,"Los Angeles Rams at Denver Broncos",FALSE,FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",NA,184,298,72,574,159,359.30554,975,"QRCODE",FALSE,"2018-08-24T21:53:38Z","CO","US",TRUE,1131,"sports-authority-field-at-mile-high",751,"Denver, CO",0,"Denver, CO 80204",0.9028296,"America/Denver","Denver","80204","1701 Bryant Street","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","Sports Authority Field at Mile High",6,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"30","2018-10-03","2018-10-03_11.19.58","2018-10-15T00:25:00",4327923,FALSE,"","normal","Jaguars at Cowboys","2018-10-14T20:25:00","2018-04-05T00:00:00","2018-04-05T23:08:47",FALSE,"nfl",0.919,"2018-10-14T15:25:00",0.969,"Jacksonville Jaguars at Dallas Cowboys",FALSE,TRUE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",NA,NA,243,2321,1838,NA,302.09305,2570,"QRCODE",FALSE,"2018-04-17T22:02:33Z","TX","US",TRUE,4965,"at-t-stadium",623,"Arlington, TX",0,"Arlington, TX 76011",0.9751414,"America/Chicago","Arlington","76011","1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","AT&T Stadium",24,-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"31","2018-10-03","2018-10-03_11.19.58","2018-10-15T04:20:00",4347095,FALSE,"","normal","Chiefs at Patriots","2018-10-15T00:20:00","2018-04-20T00:00:00","2018-04-20T00:47:50",FALSE,"nfl",0.899,"2018-10-14T20:20:00",0.947,"Kansas City Chiefs at New England Patriots",FALSE,FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",NA,210,348,148,589,171,417.3311,1014,"QRCODE",FALSE,"2018-08-24T21:53:35Z","MA","US",TRUE,33,"gillette-stadium",506,"Foxborough, MA",0,"Foxborough, MA 02035",0.8983344,"America/New_York","Foxborough","02035","1 Patriot Place","https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","Gillette Stadium",14,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"32","2018-10-03","2018-10-03_11.19.58","2018-10-16T04:15:00",4346914,FALSE,"","normal","49ers at Packers","2018-10-16T00:15:00","2018-04-20T00:00:00","2018-04-20T00:47:13",FALSE,"nfl",0.889,"2018-10-15T19:15:00",0.936,"San Francisco 49ers at Green Bay Packers",FALSE,FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",NA,169,265,154,524,155,304.9091,1107,"QRCODE",FALSE,"2018-08-24T21:53:38Z","WI","US",TRUE,1125,"lambeau-field",658,"Green Bay, WI",0,"Green Bay, WI 54304",0.92909414,"America/Chicago","Green Bay","54304","1265 Lombardi Avenue","https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","Lambeau Field",5,-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"33","2018-10-03","2018-10-03_11.19.58","2018-10-19T04:20:00",4347102,FALSE,"","normal","Broncos at Cardinals","2018-10-19T00:20:00","2018-04-20T00:00:00","2018-04-20T00:47:51",FALSE,"nfl",0.877,"2018-10-18T17:20:00",0.924,"Denver Broncos at Arizona Cardinals",FALSE,FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",NA,49,144,475,714,49,170.54947,601,"QRCODE",FALSE,"2018-08-24T21:53:38Z","AZ","US",TRUE,43,"state-farm-stadium",753,"Glendale, AZ",0,"Glendale, AZ 85305",0.93402725,"America/Phoenix","Glendale","85305","1 Cardinals Drive","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","State Farm Stadium",9,-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"34","2018-10-03","2018-10-03_11.19.58","2018-10-21T03:30:00",4471322,FALSE,"","normal","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-20T23:30:00","2018-08-01T00:00:00","2018-08-01T16:01:33",FALSE,"sports",0.471,"2018-10-20T18:30:00",0.355,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z","AR","US",TRUE,4081,"asu-convocation-center-1",734,"Jonesboro, AR",0,"Jonesboro, AR 72401",0.5808074,"America/Chicago","Jonesboro","72401","217 Olympic Drive","https://seatgeek.com/venues/asu-convocation-center-1/tickets","ASU Convocation Center","ASU Convocation Center",42,-90.6691,35.8438,NA,NA,NA
"35","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4346960,FALSE,"","normal","Bills at Colts","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:22",FALSE,"nfl",0.819,"2018-10-21T13:00:00",0.851,"Buffalo Bills at Indianapolis Colts",FALSE,FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",NA,33,115,678,1020,32,120.253685,841,"QRCODE",FALSE,"2018-08-24T21:53:38Z","IN","US",TRUE,1130,"lucas-oil-stadium",527,"Indianapolis, IN",0,"Indianapolis, IN 46225",0.9071682,"America/Indiana/Indianapolis","Indianapolis","46225","500 South Capitol Avenue","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","Lucas Oil Stadium",12,-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"36","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4347008,FALSE,"","normal","Patriots at Bears","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:33",FALSE,"nfl",0.909,"2018-10-21T12:00:00",0.974,"New England Patriots at Chicago Bears",FALSE,FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",NA,395,653,68,447,369,682.2059,1332,"QRCODE",FALSE,"2018-08-24T21:53:38Z","IL","US",TRUE,31,"soldier-field",602,"Chicago, IL",0,"Chicago, IL 60605",0.940013,"America/Chicago","Chicago","60605","1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","Soldier Field",8,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"37","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4346975,FALSE,"","normal","Vikings at Jets","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:26",FALSE,"nfl",0.891,"2018-10-21T13:00:00",0.949,"Minnesota Vikings at New York Jets",FALSE,FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",NA,71,182,542,866,70,218.46495,1032,"QRCODE",FALSE,"2018-08-24T21:53:38Z","NJ","US",TRUE,1587,"metlife-stadium",501,"East Rutherford, NJ",0,"East Rutherford, NJ 07073",0.94873494,"America/New_York","East Rutherford","07073","1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","MetLife Stadium",15,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"38","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4347084,FALSE,"","normal","Lions at Dolphins","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:47",FALSE,"nfl",0.85,"2018-10-21T13:00:00",0.894,"Detroit Lions at Miami Dolphins",FALSE,FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",NA,69,151,201,1005,50,170.72139,908,"QRCODE",FALSE,"2018-08-24T21:53:38Z","FL","US",TRUE,29,"hard-rock-stadium",528,"Miami Gardens, FL",0,"Miami Gardens, FL 33056",0.8378203,"America/New_York","Miami Gardens","33056","347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","Hard Rock Stadium",35,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"39","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4346931,FALSE,"","normal","Browns at Buccaneers","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:16",FALSE,"nfl",0.825,"2018-10-21T13:00:00",0.864,"Cleveland Browns at Tampa Bay Buccaneers",FALSE,FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",NA,96,206,26,314,96,236.42308,488,"QRCODE",FALSE,"2018-08-24T21:53:38Z","FL","US",TRUE,39,"raymond-james-stadium",539,"Tampa, FL",0,"Tampa, FL 33607",0.86513025,"America/New_York","Tampa","33607","4201 North Dale Mabry Highway","https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","Raymond James Stadium",15,-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"40","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4346982,FALSE,"","normal","Bengals at Chiefs","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:27",FALSE,"nfl",0.856,"2018-10-21T12:00:00",0.901,"Cincinnati Bengals at Kansas City Chiefs",FALSE,FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",NA,65,147,838,1047,65,160.54773,602,"QRCODE",FALSE,"2018-08-24T21:53:38Z","MO","US",TRUE,1128,"arrowhead-stadium",616,"Kansas City, MO",0,"Kansas City, MO 64129",0.8827867,"America/Chicago","Kansas City","64129","1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","Arrowhead Stadium",8,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"41","2018-10-03","2018-10-03_11.19.58","2018-10-21T21:00:00",4346948,FALSE,"","normal","Texans at Jaguars","2018-10-21T17:00:00","2018-04-20T00:00:00","2018-04-20T00:47:19",FALSE,"nfl",0.791,"2018-10-21T13:00:00",0.817,"Houston Texans at Jacksonville Jaguars",FALSE,FALSE,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",NA,40,92,539,801,40,115.33024,489,"QRCODE",FALSE,"2018-08-24T21:53:38Z","FL","US",TRUE,5178,"everbank-field",561,"Jacksonville, FL",0,"Jacksonville, FL 32202",0.83759147,"America/New_York","Jacksonville","32202","1 Everbank Field Dr","https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","EverBank Field",7,-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
