"","date","timestamp","is_open","description","created_at","datetime_local","visible_until_utc","popularity","datetime_utc","title","type","announce_date","url","date_tbd","datetime_tbd","id","time_tbd","short_title","status","score","general_admission","average_price","lowest_price","highest_price","listing_count","lowest_price_good_deals","median_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","timezone","display_location","name_v2","name","address","popularity_venue","extended_address","city","has_upcoming_events","country","postal_code","url_venue","num_upcoming_events","id_venue","slug","state","score_venue","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"61","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:40","2018-10-07T13:00:00","2018-10-07T21:00:00",0.841,"2018-10-07T17:00:00","Miami Dolphins at Cincinnati Bengals","nfl","2018-04-20T00:00:00","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",FALSE,FALSE,4347043,FALSE,"Dolphins at Bengals","normal",0.857,NA,105.48,42,422,448,42,NA,NA,"2018-08-24T21:16:15Z","QRCODE",FALSE,"America/New_York","Cincinnati, OH","Paul Brown Stadium","Paul Brown Stadium","1 Paul Brown Stadium",0,"Cincinnati, OH 45202","Cincinnati",TRUE,"US","45202","https://seatgeek.com/venues/paul-brown-stadium/tickets",8,1124,"paul-brown-stadium","OH",0.86166537,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"62","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:31","2018-10-07T13:00:00","2018-10-07T21:00:00",0.841,"2018-10-07T17:00:00","Baltimore Ravens at Cleveland Browns","nfl","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",FALSE,FALSE,4346999,FALSE,"Ravens at Browns","normal",0.856,NA,108.49,39,640,747,39,NA,NA,"2018-08-24T21:04:01Z","QRCODE",FALSE,"America/New_York","Cleveland, OH","FirstEnergy Stadium","FirstEnergy Stadium","100 Alfred Lerner Way",0,"Cleveland, OH 44114","Cleveland",TRUE,"US","44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",7,1123,"firstenergy-stadium-15","OH",0.86852187,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"63","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:44","2018-10-07T13:00:00","2018-10-07T21:00:00",0.85,"2018-10-07T17:00:00","Tennessee Titans at Buffalo Bills","nfl","2018-04-20T00:00:00","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",FALSE,FALSE,4347063,FALSE,"Titans at Bills","normal",0.868,NA,135.27,61,483,607,61,NA,NA,"2018-08-24T21:16:26Z","QRCODE",FALSE,"America/New_York","Orchard Park, NY","New Era Field","New Era Field","1 Bills Drive",0,"Orchard Park, NY 14127","Orchard Park",TRUE,"US","14127","https://seatgeek.com/venues/new-era-field/tickets",8,1135,"new-era-field","NY",0.8815085,-78.7874,42.7737,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"64","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:28","2018-10-07T12:00:00","2018-10-07T21:00:00",0.857,"2018-10-07T17:00:00","Jacksonville Jaguars at Kansas City Chiefs","nfl","2018-04-20T00:00:00","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",FALSE,FALSE,4346983,FALSE,"Jaguars at Chiefs","normal",0.88,NA,160.1,44,751,768,47,NA,NA,"2018-08-24T21:03:49Z","QRCODE",FALSE,"America/Chicago","Kansas City, MO","Arrowhead Stadium","Arrowhead Stadium","1 Arrowhead Drive",0,"Kansas City, MO 64129","Kansas City",TRUE,"US","64129","https://seatgeek.com/venues/arrowhead-stadium/tickets",9,1128,"arrowhead-stadium","MO",0.8827867,-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"65","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:52","2018-10-07T13:05:00","2018-10-08T00:05:00",0.88,"2018-10-07T20:05:00","Oakland Raiders at Los Angeles Chargers","nfl","2018-04-20T00:00:00","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,FALSE,4347111,FALSE,"Raiders at Chargers","normal",0.91,NA,382.97,267,1040,301,267,NA,NA,"2018-08-24T21:17:06Z","QRCODE",FALSE,"America/Los_Angeles","Carson, CA","StubHub Center","StubHub Center","18400 Avalon Blvd",0,"Carson, CA 90746","Carson",TRUE,"US","90746","https://seatgeek.com/venues/stubhub-center/tickets",13,52,"stubhub-center","CA",0.7228164,-118.261,33.8643,NA,NA,NA
"66","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:53","2018-10-07T13:25:00","2018-10-08T00:25:00",0.868,"2018-10-07T20:25:00","Arizona Cardinals at San Francisco 49ers","nfl","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,FALSE,4347115,FALSE,"Cardinals at 49ers","normal",0.896,NA,220.16,70,3701,953,70,NA,NA,"2018-09-05T19:47:23Z","QRCODE",FALSE,"America/Los_Angeles","Santa Clara, CA","Levi's Stadium","Levi's Stadium","4900 Marie P DeBartolo Way",0,"Santa Clara, CA 95054","Santa Clara",TRUE,"US","95054","https://seatgeek.com/venues/levi-s-stadium/tickets",13,58670,"levi-s-stadium","CA",0.95768774,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"67","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:56","2018-10-07T13:25:00","2018-10-08T00:25:00",0.867,"2018-10-07T20:25:00","Los Angeles Rams at Seattle Seahawks","nfl","2018-04-20T00:00:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,FALSE,4347128,FALSE,"Rams at Seahawks","normal",0.893,NA,395.56,175,1019,176,175,NA,NA,"2018-08-24T21:19:14Z","QRCODE",FALSE,"America/Los_Angeles","Seattle, WA","CenturyLink Field","CenturyLink Field","800 Occidental Ave S",0,"Seattle, WA 98134","Seattle",TRUE,"US","98134","https://seatgeek.com/venues/centurylink-field/tickets",14,339,"centurylink-field","WA",0.87232786,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"68","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:26","2018-10-07T16:25:00","2018-10-08T00:25:00",0.881,"2018-10-07T20:25:00","Minnesota Vikings at Philadelphia Eagles","nfl","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,FALSE,4346976,FALSE,"Vikings at Eagles","normal",0.908,NA,812.3,213,123594,342,213,NA,NA,"2018-08-24T21:03:38Z","QRCODE",FALSE,"America/New_York","Philadelphia, PA","Lincoln Financial Field","Lincoln Financial Field","1020 Pattison Ave",0,"Philadelphia, PA 19148","Philadelphia",TRUE,"US","19148","https://seatgeek.com/venues/lincoln-financial-field/tickets",16,330,"lincoln-financial-field","PA",0.90542686,-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"69","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:36","2018-10-07T19:20:00","2018-10-08T04:20:00",0.88,"2018-10-08T00:20:00","Dallas Cowboys at Houston Texans","nfl","2018-04-20T00:00:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,FALSE,4347020,FALSE,"Cowboys at Texans","normal",0.923,NA,666.13,269,2388,457,269,NA,NA,"2018-08-24T21:04:53Z","QRCODE",FALSE,"America/Chicago","Houston, TX","NRG Stadium","NRG Stadium","1 Reliant Park",0,"Houston, TX 77054","Houston",TRUE,"US","77054","https://seatgeek.com/venues/nrg-stadium/tickets",46,41,"nrg-stadium","TX",0.8624192,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"70","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-08-03T16:01:06","2018-10-08T16:00:00","2018-10-09T00:00:00",0.445,"2018-10-08T20:00:00","Baltimore Ravens at A Purple Evening","sports","2018-08-03T00:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,FALSE,4474093,FALSE,"Baltimore Ravens at A Purple Evening","normal",0.342,NA,218.71,62,569,14,NA,NA,NA,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,"America/New_York","Baltimore, MD","M&T Bank Stadium","M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","Baltimore",TRUE,"US","21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets",8,1121,"m-t-bank-stadium","MD",0.8927189,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"71","2018-09-10","2018-09-10_11.01.00",TRUE,"","2018-04-20T00:47:25","2018-10-08T19:15:00","2018-10-09T04:15:00",0.845,"2018-10-09T00:15:00","Washington Redskins at New Orleans Saints","nfl","2018-04-20T00:00:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",FALSE,FALSE,4346971,FALSE,"Redskins at Saints","normal",0.87,NA,332.42,84,123594,1448,84,NA,NA,"2018-05-29T20:38:55Z","QRCODE",FALSE,"America/Chicago","New Orleans, LA","Mercedes-Benz Superdome","Mercedes-Benz Superdome","1500 Sugar Bowl Drive",0,"New Orleans, LA 70112","New Orleans",TRUE,"US","70112","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",19,128,"mercedes-benz-superdome","LA",0.8966978,-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"72","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:14","2018-10-11T20:20:00","2018-10-12T04:20:00",0.892,"2018-10-12T00:20:00","Philadelphia Eagles at New York Giants","nfl","2018-04-20T00:00:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,FALSE,4346917,FALSE,"Eagles at Giants","normal",0.943,NA,590.31,140,123594,547,140,NA,NA,"2018-08-24T21:52:02Z","QRCODE",FALSE,"America/New_York","East Rutherford, NJ","MetLife Stadium","MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","East Rutherford",TRUE,"US","07073","https://seatgeek.com/venues/metlife-stadium/tickets",19,1587,"metlife-stadium","NJ",0.94873494,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"73","2018-09-10","2018-09-10_11.01.00",FALSE,"","2017-12-21T15:00:36","2018-10-13T12:00:00","2018-10-13T21:00:00",0.573,"2018-10-13T17:00:00","Alabama State Hornets at South Alabama Jaguars Football","ncaa_football","2017-12-21T00:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",FALSE,FALSE,4192619,FALSE,"Alabama State at South Alabama","normal",0.506,NA,52.62,32,124,17,32,NA,NA,NA,NA,NA,"America/Chicago","Mobile, AL","Ladd Peebles Stadium","Ladd Peebles Stadium","1621 Virginia St.",0,"Mobile, AL 36604","Mobile",TRUE,"US","36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",7,3716,"ladd-peebles-stadium","AL",0.50177634,-88.0761,30.6748,NA,NA,NA
"74","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:40","2018-10-14T13:00:00","2018-10-14T21:00:00",0.846,"2018-10-14T17:00:00","Pittsburgh Steelers at Cincinnati Bengals","nfl","2018-04-20T00:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,FALSE,4347042,FALSE,"Steelers at Bengals","normal",0.878,NA,160.96,76,715,364,77,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Cincinnati, OH","Paul Brown Stadium","Paul Brown Stadium","1 Paul Brown Stadium",0,"Cincinnati, OH 45202","Cincinnati",TRUE,"US","45202","https://seatgeek.com/venues/paul-brown-stadium/tickets",8,1124,"paul-brown-stadium","OH",0.86166537,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"75","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:42","2018-10-14T13:00:00","2018-10-14T21:00:00",0.859,"2018-10-14T17:00:00","Tampa Bay Buccaneers at Atlanta Falcons","nfl","2018-04-20T00:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,FALSE,4347051,FALSE,"Buccaneers at Falcons","normal",0.892,NA,209.21,70,1145,936,70,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Atlanta, GA","Mercedes-Benz Stadium","Mercedes-Benz Stadium","441 M.L.K. Jr Dr NW",0,"Atlanta, GA 30313","Atlanta",TRUE,"US","30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",15,419590,"mercedes-benz-stadium","GA",0.76958936,-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"76","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:22","2018-10-14T13:00:00","2018-10-14T21:00:00",0.873,"2018-10-14T17:00:00","Indianapolis Colts at New York Jets","nfl","2018-04-20T00:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,FALSE,4346961,FALSE,"Colts at Jets","normal",0.916,NA,190.19,55,6034,804,55,NA,NA,"2018-08-24T21:52:02Z","QRCODE",FALSE,"America/New_York","East Rutherford, NJ","MetLife Stadium","MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","East Rutherford",TRUE,"US","07073","https://seatgeek.com/venues/metlife-stadium/tickets",19,1587,"metlife-stadium","NJ",0.94873494,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"77","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:47","2018-10-14T13:00:00","2018-10-14T21:00:00",0.85,"2018-10-14T17:00:00","Chicago Bears at Miami Dolphins","nfl","2018-04-20T00:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,FALSE,4347081,FALSE,"Bears at Dolphins","normal",0.886,NA,1366.77,103,124314,121,103,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Miami Gardens, FL","Hard Rock Stadium","Hard Rock Stadium","347 Don Shula Dr.",0,"Miami Gardens, FL 33056","Miami Gardens",TRUE,"US","33056","https://seatgeek.com/venues/hard-rock-stadium/tickets",36,29,"hard-rock-stadium","FL",0.8378203,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"78","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:18","2018-10-14T13:00:00","2018-10-14T21:00:00",0.887,"2018-10-14T17:00:00","Carolina Panthers at Washington Redskins","nfl","2018-04-20T00:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,FALSE,4346942,FALSE,"Panthers at Redskins","normal",0.928,NA,214.96,101,669,606,101,NA,NA,"2018-08-24T21:52:02Z","QRCODE",FALSE,"America/New_York","Landover, MD","FedEx Field","FedEx Field","1600 Fedex Way",0,"Landover, MD 20785","Landover",TRUE,"US","20785","https://seatgeek.com/venues/fedex-field/tickets",9,35,"fedex-field","MD",0.9333444,-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"79","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:31","2018-10-14T13:00:00","2018-10-14T21:00:00",0.837,"2018-10-14T17:00:00","Los Angeles Chargers at Cleveland Browns","nfl","2018-04-20T00:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,FALSE,4346998,FALSE,"Chargers at Browns","normal",0.862,NA,93.06,32,675,926,33,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Cleveland, OH","FirstEnergy Stadium","FirstEnergy Stadium","100 Alfred Lerner Way",0,"Cleveland, OH 44114","Cleveland",TRUE,"US","44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",7,1123,"firstenergy-stadium-15","OH",0.86852187,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"80","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:36","2018-10-14T12:00:00","2018-10-14T21:00:00",0.844,"2018-10-14T17:00:00","Buffalo Bills at Houston Texans","nfl","2018-04-20T00:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,FALSE,4347019,FALSE,"Bills at Texans","normal",0.881,NA,184.11,61,715,428,61,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/Chicago","Houston, TX","NRG Stadium","NRG Stadium","1 Reliant Park",0,"Houston, TX 77054","Houston",TRUE,"US","77054","https://seatgeek.com/venues/nrg-stadium/tickets",46,41,"nrg-stadium","TX",0.8624192,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"81","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T01:04:06","2018-10-14T12:00:00","2018-10-14T21:00:00",0.859,"2018-10-14T17:00:00","Arizona Cardinals at Minnesota Vikings","nfl","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,FALSE,4347145,FALSE,"Cardinals at Vikings","normal",0.891,NA,570.52,110,123594,407,110,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Chicago","Minneapolis, MN","U.S. Bank Stadium","U.S. Bank Stadium","401 Chicago Avenue",0,"Minneapolis, MN 55415","Minneapolis",TRUE,"US","55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets",13,218451,"u-s-bank-stadium","MN",0.88524246,-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"82","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:30","2018-10-14T15:25:00","2018-10-14T23:25:00",0.825,"2018-10-14T19:25:00","Baltimore Ravens at Tennessee Titans","nfl","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,FALSE,4346991,FALSE,"Ravens at Titans","normal",0.852,NA,197.5,64,720,451,64,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Nashville, TN","Nissan Stadium","Nissan Stadium","1 Titans Way",0,"Nashville, TN 37213","Nashville",TRUE,"US","37213","https://seatgeek.com/venues/nissan-stadium/tickets",16,1126,"nissan-stadium","TN",0.8546275,-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"83","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T01:04:04","2018-10-14T14:05:00","2018-10-15T00:05:00",0.844,"2018-10-14T20:05:00","Los Angeles Rams at Denver Broncos","nfl","2018-04-20T00:00:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,FALSE,4347138,FALSE,"Rams at Broncos","normal",0.87,NA,364.32,173,1194,113,173,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Denver","Denver, CO","Sports Authority Field at Mile High","Sports Authority Field at Mile High","1701 Bryant St.",0,"Denver, CO 80204","Denver",TRUE,"US","80204","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",7,1131,"sports-authority-field-at-mile-high","CO",0.9028296,-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"84","2018-09-10","2018-09-10_11.01.00",TRUE,"","2018-04-05T23:08:47","2018-10-14T15:25:00","2018-10-15T00:25:00",0.891,"2018-10-14T20:25:00","Jacksonville Jaguars at Dallas Cowboys","nfl","2018-04-05T00:00:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",FALSE,FALSE,4327923,FALSE,"Jaguars at Cowboys","normal",0.935,NA,340.3,33,4309,2614,33,NA,NA,"2018-04-17T22:02:33Z","QRCODE",FALSE,"America/Chicago","Arlington, TX","AT&T Stadium","AT&T Stadium","1 AT&T Way",0,"Arlington, TX 76011","Arlington",TRUE,"US","76011","https://seatgeek.com/venues/at-t-stadium/tickets",24,4965,"at-t-stadium","TX",0.9751414,-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"85","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:50","2018-10-14T20:20:00","2018-10-15T04:20:00",0.869,"2018-10-15T00:20:00","Kansas City Chiefs at New England Patriots","nfl","2018-04-20T00:00:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",FALSE,FALSE,4347095,FALSE,"Chiefs at Patriots","normal",0.908,NA,1502.95,209,123594,122,209,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"America/New_York","Foxborough, MA","Gillette Stadium","Gillette Stadium","1 Patriot Place",0,"Foxborough, MA 02035","Foxborough",TRUE,"US","02035","https://seatgeek.com/venues/gillette-stadium/tickets",13,33,"gillette-stadium","MA",0.8983344,-71.2674,42.0906,"2018-08-22T15:36:58Z","NONE",FALSE
"86","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:13","2018-10-15T19:15:00","2018-10-16T04:15:00",0.87,"2018-10-16T00:15:00","San Francisco 49ers at Green Bay Packers","nfl","2018-04-20T00:00:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",FALSE,FALSE,4346914,FALSE,"49ers at Packers","normal",0.91,NA,328.45,175,695,163,206,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Chicago","Green Bay, WI","Lambeau Field","Lambeau Field","1265 Lombardi Avenue",0,"Green Bay, WI 54304","Green Bay",TRUE,"US","54304","https://seatgeek.com/venues/lambeau-field/tickets",7,1125,"lambeau-field","WI",0.92909414,-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"87","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:51","2018-10-18T17:20:00","2018-10-19T04:20:00",0.878,"2018-10-19T00:20:00","Denver Broncos at Arizona Cardinals","nfl","2018-04-20T00:00:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",FALSE,FALSE,4347102,FALSE,"Broncos at Cardinals","normal",0.924,NA,191.44,60,567,79,60,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Phoenix","Glendale, AZ","State Farm Stadium","State Farm Stadium","1 Cardinals Drive",0,"Glendale, AZ 85305","Glendale",TRUE,"US","85305","https://seatgeek.com/venues/state-farm-stadium/tickets",10,43,"state-farm-stadium","AZ",0.93402725,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"88","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-08-01T16:01:33","2018-10-20T18:30:00","2018-10-21T03:30:00",0.466,"2018-10-20T23:30:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","nfl","2018-08-01T00:00:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322",FALSE,FALSE,4471322,FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","normal",0.398,NA,21,21,21,1,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Chicago","Jonesboro, AR","ASU Convocation Center","ASU Convocation Center","217 Olympic Drive",0,"Jonesboro, AR 72401","Jonesboro",TRUE,"US","72401","https://seatgeek.com/venues/asu-convocation-center-1/tickets",36,4081,"asu-convocation-center-1","AR",0.5808074,-90.6691,35.8438,NA,NA,NA
"89","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:22","2018-10-21T13:00:00","2018-10-21T21:00:00",0.829,"2018-10-21T17:00:00","Buffalo Bills at Indianapolis Colts","nfl","2018-04-20T00:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",FALSE,FALSE,4346960,FALSE,"Bills at Colts","normal",0.86,NA,113.12,34,1198,695,34,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Indiana/Indianapolis","Indianapolis, IN","Lucas Oil Stadium","Lucas Oil Stadium","500 South Capitol Avenue",0,"Indianapolis, IN 46225","Indianapolis",TRUE,"US","46225","https://seatgeek.com/venues/lucas-oil-stadium/tickets",13,1130,"lucas-oil-stadium","IN",0.9071682,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"90","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:33","2018-10-21T12:00:00","2018-10-21T21:00:00",0.886,"2018-10-21T17:00:00","New England Patriots at Chicago Bears","nfl","2018-04-20T00:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",FALSE,FALSE,4347008,FALSE,"Patriots at Bears","normal",0.941,NA,593.28,276,1208,106,339,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/Chicago","Chicago, IL","Soldier Field","Soldier Field","1410 S. Museum Campus Drive",0,"Chicago, IL 60605","Chicago",TRUE,"US","60605","https://seatgeek.com/venues/soldier-field/tickets",12,31,"soldier-field","IL",0.940013,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"91","2018-09-10","2018-09-10_11.01.00",FALSE,"","2018-04-20T00:47:26","2018-10-21T13:00:00","2018-10-21T21:00:00",0.883,"2018-10-21T17:00:00","Minnesota Vikings at New York Jets","nfl","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",FALSE,FALSE,4346975,FALSE,"Vikings at Jets","normal",0.939,NA,173.69,66,1062,637,66,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"America/New_York","East Rutherford, NJ","MetLife Stadium","MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","East Rutherford",TRUE,"US","07073","https://seatgeek.com/venues/metlife-stadium/tickets",19,1587,"metlife-stadium","NJ",0.94873494,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
