"","date","timestamp","datetime_local","id","time_tbd","url","popularity","announce_date","date_tbd","datetime_tbd","status","description","visible_until_utc","is_open","created_at","short_title","title","type","datetime_utc","score","general_admission","average_price","visible_listing_count","listing_count","median_price","lowest_price","highest_price","lowest_price_good_deals","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","timezone","id_venue","has_upcoming_events","country","url_venue","popularity_venue","display_location","name","postal_code","metro_code","num_upcoming_events","extended_address","slug","name_v2","address","city","score_venue","state","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"11","2018-10-09","2018-10-09_16.00.05","2018-10-14T15:25:00",4346991,FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",0.849,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-14T23:25:00",FALSE,"2018-04-20T00:47:30","Ravens at Titans","Baltimore Ravens at Tennessee Titans","nfl","2018-10-14T19:25:00",0.846,NA,195.96262,1217,214,185,67,452,51,FALSE,"2018-08-24T21:53:35Z","QRCODE","America/New_York",1126,TRUE,"US","https://seatgeek.com/venues/nissan-stadium/tickets",0,"Nashville, TN","Nissan Stadium","37213",659,15,"Nashville, TN 37213","nissan-stadium","Nissan Stadium","1 Titans Way","Nashville",0.8546275,"TN",36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE"
"12","2018-10-09","2018-10-09_16.00.05","2018-10-14T14:05:00",4347138,FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",0.882,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-15T00:05:00",FALSE,"2018-04-20T01:04:04","Rams at Broncos","Los Angeles Rams at Denver Broncos","nfl","2018-10-14T20:05:00",0.883,NA,260.90698,1769,129,214,135,765,123,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Denver",1131,TRUE,"US","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0,"Denver, CO","Sports Authority Field at Mile High","80204",751,6,"Denver, CO 80204","sports-authority-field-at-mile-high","Sports Authority Field at Mile High","1701 Bryant St.","Denver",0.9028296,"CO",39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"13","2018-10-09","2018-10-09_16.00.05","2018-10-14T15:25:00",4327923,FALSE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",0.914,"2018-04-05T00:00:00",FALSE,FALSE,"normal","","2018-10-15T00:25:00",TRUE,"2018-04-05T23:08:47","Jaguars at Cowboys","Jacksonville Jaguars at Dallas Cowboys","nfl","2018-10-14T20:25:00",0.933,NA,267.45078,1892,2143,220,NA,2010,NA,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM","America/Chicago",4965,TRUE,"US","https://seatgeek.com/venues/at-t-stadium/tickets",0,"Arlington, TX","AT&T Stadium","76011",623,17,"Arlington, TX 76011","at-t-stadium","AT&T Stadium","1 AT&T Way","Arlington",0.9751414,"TX",32.7459,-97.0957,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM"
"14","2018-10-09","2018-10-09_16.00.05","2018-10-14T20:20:00",4347095,FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",0.906,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-15T04:20:00",FALSE,"2018-04-20T00:47:50","Chiefs at Patriots","Kansas City Chiefs at New England Patriots","nfl","2018-10-15T00:20:00",0.928,NA,375.68143,1100,113,320,180,1014,180,FALSE,"2018-08-24T21:53:35Z","QRCODE","America/New_York",33,TRUE,"US","https://seatgeek.com/venues/gillette-stadium/tickets",0,"Foxborough, MA","Gillette Stadium","02035",506,13,"Foxborough, MA 02035","gillette-stadium","Gillette Stadium","1 Patriot Place","Foxborough",0.8983344,"MA",42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"15","2018-10-09","2018-10-09_16.00.05","2018-10-15T19:15:00",4346914,FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",0.885,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-16T04:15:00",FALSE,"2018-04-20T00:47:13","49ers at Packers","San Francisco 49ers at Green Bay Packers","nfl","2018-10-16T00:15:00",0.917,NA,238.85236,1295,149,227,118,517,117,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",1125,TRUE,"US","https://seatgeek.com/venues/lambeau-field/tickets",0,"Green Bay, WI","Lambeau Field","54304",658,5,"Green Bay, WI 54304","lambeau-field","Lambeau Field","1265 Lombardi Avenue","Green Bay",0.92909414,"WI",44.5013,-88.0622,FALSE,"2015-09-02T22:43:34Z","QRCODE_TM"
"16","2018-10-09","2018-10-09_16.00.05","2018-10-18T17:20:00",4347102,FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",0.862,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-19T04:20:00",FALSE,"2018-04-20T00:47:51","Broncos at Cardinals","Denver Broncos at Arizona Cardinals","nfl","2018-10-19T00:20:00",0.901,NA,197.96243,1120,346,138,32,6034,32,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Phoenix",43,TRUE,"US","https://seatgeek.com/venues/state-farm-stadium/tickets",0,"Glendale, AZ","State Farm Stadium","85305",753,8,"Glendale, AZ 85305","state-farm-stadium","State Farm Stadium","1 Cardinals Drive","Glendale",0.93402725,"AZ",33.5294,-112.262,FALSE,"2015-12-21T17:26:05Z","NONE"
"17","2018-10-09","2018-10-09_16.00.05","2018-10-20T18:30:00",4471322,FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",0.498,"2018-08-01T00:00:00",FALSE,FALSE,"normal","","2018-10-21T03:30:00",FALSE,"2018-08-01T16:01:33","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","sports","2018-10-20T23:30:00",0.341,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",4081,TRUE,"US","https://seatgeek.com/venues/asu-convocation-center-1/tickets",0,"Jonesboro, AR","ASU Convocation Center","72401",734,42,"Jonesboro, AR 72401","asu-convocation-center-1","ASU Convocation Center","217 Olympic Drive","Jonesboro",0.5808074,"AR",35.8438,-90.6691,NA,NA,NA
"18","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4346960,FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",0.808,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:22","Bills at Colts","Buffalo Bills at Indianapolis Colts","nfl","2018-10-21T17:00:00",0.844,NA,105.77361,1246,667,99,30,840,27,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Indiana/Indianapolis",1130,TRUE,"US","https://seatgeek.com/venues/lucas-oil-stadium/tickets",0,"Indianapolis, IN","Lucas Oil Stadium","46225",527,11,"Indianapolis, IN 46225","lucas-oil-stadium","Lucas Oil Stadium","500 South Capitol Avenue","Indianapolis",0.9071682,"IN",39.7601,-86.1639,FALSE,"2018-09-13T22:29:37Z","QRCODE_TM"
"19","2018-10-09","2018-10-09_16.00.05","2018-10-21T12:00:00",4347008,FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",0.905,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:33","Patriots at Bears","New England Patriots at Chicago Bears","nfl","2018-10-21T17:00:00",0.962,NA,729.8868,577,53,661,398,1478,298,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",31,TRUE,"US","https://seatgeek.com/venues/soldier-field/tickets",0,"Chicago, IL","Soldier Field","60605",602,7,"Chicago, IL 60605","soldier-field","Soldier Field","1410 S. Museum Campus Drive","Chicago",0.940013,"IL",41.8623,-87.6159,FALSE,"2018-06-02T00:44:08Z","NONE"
"20","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4346975,FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",0.89,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:26","Vikings at Jets","Minnesota Vikings at New York Jets","nfl","2018-10-21T17:00:00",0.941,NA,206.20575,1267,452,165,73,860,68,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",1587,TRUE,"US","https://seatgeek.com/venues/metlife-stadium/tickets",0,"East Rutherford, NJ","MetLife Stadium","07073",501,14,"East Rutherford, NJ 07073","metlife-stadium","MetLife Stadium","1 MetLife Stadium Drive","East Rutherford",0.94873494,"NJ",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"21","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4346931,FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",0.82,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:16","Browns at Buccaneers","Cleveland Browns at Tampa Bay Buccaneers","nfl","2018-10-21T17:00:00",0.86,NA,288.2857,642,7,297,106,465,77,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",39,TRUE,"US","https://seatgeek.com/venues/raymond-james-stadium/tickets",0,"Tampa, FL","Raymond James Stadium","33607",539,15,"Tampa, FL 33607","raymond-james-stadium","Raymond James Stadium","4201 North Dale Mabry Highway","Tampa",0.86513025,"FL",27.9753,-82.5034,FALSE,"2015-08-24T14:44:53Z","QRCODE_TM"
"22","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4347084,FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",0.832,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:47","Lions at Dolphins","Detroit Lions at Miami Dolphins","nfl","2018-10-21T17:00:00",0.873,NA,156.15504,1684,129,155,60,378,51,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",29,TRUE,"US","https://seatgeek.com/venues/hard-rock-stadium/tickets",0,"Miami Gardens, FL","Hard Rock Stadium","33056",528,34,"Miami Gardens, FL 33056","hard-rock-stadium","Hard Rock Stadium","347 Don Shula Dr.","Miami Gardens",0.8378203,"FL",25.96,-80.24,FALSE,"2017-10-03T18:58:44Z","NONE"
"23","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4347036,FALSE,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",0.876,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:39","Panthers at Eagles","Carolina Panthers at Philadelphia Eagles","nfl","2018-10-21T17:00:00",0.927,NA,371.00833,1235,240,348,193,863,178,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",330,TRUE,"US","https://seatgeek.com/venues/lincoln-financial-field/tickets",0,"Philadelphia, PA","Lincoln Financial Field","19148",504,12,"Philadelphia, PA 19148","lincoln-financial-field","Lincoln Financial Field","1020 Pattison Ave","Philadelphia",0.90542686,"PA",39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"24","2018-10-09","2018-10-09_16.00.05","2018-10-21T13:00:00",4346948,FALSE,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-tiaa-bank-field/nfl/4346948",0.764,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:19","Texans at Jaguars","Houston Texans at Jacksonville Jaguars","nfl","2018-10-21T17:00:00",0.786,NA,99.92585,1138,499,80,41,489,41,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",5178,TRUE,"US","https://seatgeek.com/venues/tiaa-bank-field/tickets",0,"Jacksonville, FL","TIAA Bank Field","32202",561,7,"Jacksonville, FL 32202","tiaa-bank-field","TIAA Bank Field","1 Everbank Field Dr","Jacksonville",0.83759147,"FL",30.3239,-81.6373,FALSE,"2015-10-17T20:03:42Z","QRCODE_TM"
"25","2018-10-09","2018-10-09_16.00.05","2018-10-21T16:05:00",4347071,FALSE,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",0.82,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-22T00:05:00",FALSE,"2018-04-20T00:47:45","Saints at Ravens","New Orleans Saints at Baltimore Ravens","nfl","2018-10-21T20:05:00",0.857,NA,149.94637,1758,317,120,74,596,70,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",1121,TRUE,"US","https://seatgeek.com/venues/m-t-bank-stadium/tickets",0,"Baltimore, MD","M&T Bank Stadium","21230",512,6,"Baltimore, MD 21230","m-t-bank-stadium","M&T Bank Stadium","1101 Russell St","Baltimore",0.8927189,"MD",39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"26","2018-10-09","2018-10-09_16.00.05","2018-10-21T16:25:00",4346941,FALSE,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",0.918,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-22T00:25:00",FALSE,"2018-04-20T00:47:18","Cowboys at Redskins","Dallas Cowboys at Washington Redskins","nfl","2018-10-21T20:25:00",0.974,NA,308.20084,1093,473,260,178,946,158,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",35,TRUE,"US","https://seatgeek.com/venues/fedex-field/tickets",0,"Landover, MD","FedEx Field","20785",511,6,"Landover, MD 20785","fedex-field","FedEx Field","1600 Fedex Way","Landover",0.9333444,"MD",38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"27","2018-10-09","2018-10-09_16.00.05","2018-10-21T19:20:00",4346982,FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",0.838,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-22T04:20:00",FALSE,"2018-04-20T00:47:27","Bengals at Chiefs","Cincinnati Bengals at Kansas City Chiefs","nfl","2018-10-22T00:20:00",0.88,NA,172.61539,1093,117,156,74,377,74,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Chicago",1128,TRUE,"US","https://seatgeek.com/venues/arrowhead-stadium/tickets",0,"Kansas City, MO","Arrowhead Stadium","64129",616,7,"Kansas City, MO 64129","arrowhead-stadium","Arrowhead Stadium","1 Arrowhead Drive","Kansas City",0.8827867,"MO",39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"28","2018-10-09","2018-10-09_16.00.05","2018-10-21T17:20:00",4347118,FALSE,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",0.863,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-22T04:20:00",FALSE,"2018-04-20T00:47:54","Rams at 49ers","Los Angeles Rams at San Francisco 49ers","nfl","2018-10-22T00:20:00",0.913,NA,178.3484,2117,686,165,63,894,57,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/Los_Angeles",58670,TRUE,"US","https://seatgeek.com/venues/levi-s-stadium/tickets",0,"Santa Clara, CA","Levi's Stadium","95054",0,11,"Santa Clara, CA 95054","levi-s-stadium","Levi's Stadium","4900 Marie P DeBartolo Way","Santa Clara",0.95768774,"CA",37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"29","2018-10-09","2018-10-09_16.00.05","2018-10-22T20:15:00",4347050,FALSE,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",0.867,"2018-04-20T00:00:00",FALSE,FALSE,"normal","","2018-10-23T04:15:00",FALSE,"2018-04-20T00:47:42","Giants at Falcons","New York Giants at Atlanta Falcons","nfl","2018-10-23T00:15:00",0.927,NA,269.06216,2227,547,249,97,1076,97,FALSE,"2018-08-24T21:53:38Z","QRCODE","America/New_York",419590,TRUE,"US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",0,"Atlanta, GA","Mercedes-Benz Stadium","30313",0,18,"Atlanta, GA 30313","mercedes-benz-stadium","Mercedes-Benz Stadium","35 Northside Dr NW","Atlanta",0.76958936,"GA",33.76,-84.4,FALSE,"2018-08-23T20:14:46Z","QRCODE"
"30","2018-10-09","2018-10-09_16.00.05","2018-10-23T19:00:00",4281985,FALSE,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",0.45,"2018-02-28T00:00:00",FALSE,FALSE,"normal","","2018-10-24T04:00:00",FALSE,"2018-02-28T15:00:17","Troy at South Alabama","Troy Trojans at South Alabama Jaguars Football","ncaa_football","2018-10-24T00:00:00",0.31,NA,40.774193,10,31,35,19,93,19,NA,NA,NA,"America/Chicago",3716,TRUE,"US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",0,"Mobile, AL","Ladd Peebles Stadium","36604",686,5,"Mobile, AL 36604","ladd-peebles-stadium","Ladd Peebles Stadium","1621 Virginia St.","Mobile",0.50177634,"AL",30.6748,-88.0761,NA,NA,NA
