"","date","timestamp","short_title","title","created_at","date_tbd","datetime_tbd","popularity","description","url","visible_until_utc","datetime_utc","id","announce_date","is_open","score","status","type","datetime_local","time_tbd","general_admission","lowest_price","visible_listing_count","median_price","listing_count","lowest_price_good_deals","average_price","highest_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","state","postal_code","timezone","country","extended_address","slug","url_venue","has_upcoming_events","popularity_venue","id_venue","address","score_venue","metro_code","display_location","name","name_v2","num_upcoming_events","city","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"88","2018-09-19","2018-09-19_08.16.19","Broncos at Chiefs","Denver Broncos at Kansas City Chiefs","2018-04-20T00:47:27",FALSE,FALSE,0.857,"","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T21:00:00","2018-10-28T17:00:00",4346981,"2018-04-20T00:00:00",FALSE,0.908,"normal","nfl","2018-10-28T12:00:00",FALSE,NA,85,1121,174,934,85,194.7666,840,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MO","64129","America/Chicago","US","Kansas City, MO 64129","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets",TRUE,0,1128,"1 Arrowhead Drive",0.8827867,616,"Kansas City, MO","Arrowhead Stadium","Arrowhead Stadium",9,"Kansas City",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"89","2018-09-19","2018-09-19_08.16.19","Browns at Steelers","Cleveland Browns at Pittsburgh Steelers","2018-04-20T00:47:46",FALSE,FALSE,0.85,"","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T21:00:00","2018-10-28T17:00:00",4347078,"2018-04-20T00:00:00",FALSE,0.896,"normal","nfl","2018-10-28T13:00:00",FALSE,NA,122,790,240,333,121,286.72974,1138,"QRCODE",FALSE,"2018-08-24T21:53:39Z","PA","15212","America/New_York","US","Pittsburgh, PA 15212","heinz-field","https://seatgeek.com/venues/heinz-field/tickets",TRUE,0,1119,"100 Art Rooney Avenue",0.9033526,508,"Pittsburgh, PA","Heinz Field","Heinz Field",10,"Pittsburgh",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"90","2018-09-19","2018-09-19_08.16.19","Jets at Bears","New York Jets at Chicago Bears","2018-04-20T00:47:33",FALSE,FALSE,0.86,"","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","2018-10-28T21:00:00","2018-10-28T17:00:00",4347007,"2018-04-20T00:00:00",FALSE,0.912,"normal","nfl","2018-10-28T12:00:00",FALSE,NA,133,823,281,129,132,314.87598,1197,"QRCODE",FALSE,"2018-08-24T21:53:39Z","IL","60605","America/Chicago","US","Chicago, IL 60605","soldier-field","https://seatgeek.com/venues/soldier-field/tickets",TRUE,0,31,"1410 S. Museum Campus Drive",0.940013,602,"Chicago, IL","Soldier Field","Soldier Field",10,"Chicago",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"91","2018-09-19","2018-09-19_08.16.19","Colts at Raiders","Indianapolis Colts at Oakland Raiders","2018-04-20T01:04:25",FALSE,FALSE,0.831,"","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","2018-10-29T00:05:00","2018-10-28T20:05:00",4347153,"2018-04-20T00:00:00",FALSE,0.875,"normal","nfl","2018-10-28T13:05:00",FALSE,NA,84,851,176,542,79,184.94096,588,"QRCODE",FALSE,"2018-08-24T21:53:39Z","CA","94621","America/Los_Angeles","US","Oakland, CA 94621","oakland-alameda-county-coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",TRUE,0,14,"7000 Coliseum Way",0.7817843,807,"Oakland, CA","Oakland-Alameda County Coliseum","Oakland-Alameda County Coliseum",23,"Oakland",-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"92","2018-09-19","2018-09-19_08.16.19","Packers at Rams","Green Bay Packers at Los Angeles Rams","2018-04-20T00:47:14",FALSE,FALSE,0.87,"","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","2018-10-29T00:25:00","2018-10-28T20:25:00",4346921,"2018-04-20T00:00:00",FALSE,0.925,"normal","nfl","2018-10-28T13:25:00",FALSE,NA,253,1092,541,467,253,600.85864,11274,"QRCODE",FALSE,"2018-08-24T21:53:39Z","CA","90037","America/Los_Angeles","US","Los Angeles, CA 90037","los-angeles-memorial-coliseum-1","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",TRUE,0,51012,"3911 S Figueroa St",0.86898464,0,"Los Angeles, CA","Los Angeles Memorial Coliseum","Los Angeles Memorial Coliseum",11,"Los Angeles",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"93","2018-09-19","2018-09-19_08.16.19","49ers at Cardinals","San Francisco 49ers at Arizona Cardinals","2018-04-20T00:47:51",FALSE,FALSE,0.869,"","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","2018-10-29T00:25:00","2018-10-28T20:25:00",4347101,"2018-04-20T00:00:00",FALSE,0.917,"normal","nfl","2018-10-28T13:25:00",FALSE,NA,38,1134,105,748,39,135.57219,728,"QRCODE",FALSE,"2018-08-24T21:53:39Z","AZ","85305","America/Phoenix","US","Glendale, AZ 85305","state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets",TRUE,0,43,"1 Cardinals Drive",0.93402725,753,"Glendale, AZ","State Farm Stadium","State Farm Stadium",10,"Glendale",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"94","2018-09-19","2018-09-19_08.16.19","Saints at Vikings","New Orleans Saints at Minnesota Vikings","2018-04-20T01:04:04",FALSE,FALSE,0.865,"","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","2018-10-29T04:20:00","2018-10-29T00:20:00",4347136,"2018-04-20T00:00:00",FALSE,0.912,"normal","nfl","2018-10-28T19:20:00",FALSE,NA,128,851,260,452,128,322.11505,2388,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MN","55415","America/Chicago","US","Minneapolis, MN 55415","u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets",TRUE,0,218451,"401 Chicago Avenue",0.88524246,0,"Minneapolis, MN","U.S. Bank Stadium","U.S. Bank Stadium",13,"Minneapolis",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"95","2018-09-19","2018-09-19_08.16.19","Patriots at Bills","New England Patriots at Buffalo Bills","2018-04-20T00:47:44",FALSE,FALSE,0.858,"","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","2018-10-30T04:15:00","2018-10-30T00:15:00",4347062,"2018-04-20T00:00:00",FALSE,0.912,"normal","nfl","2018-10-29T20:15:00",FALSE,NA,93,1163,162,973,93,180.98047,1019,"QRCODE",FALSE,"2018-08-24T21:53:39Z","NY","14127","America/New_York","US","Orchard Park, NY 14127","new-era-field","https://seatgeek.com/venues/new-era-field/tickets",TRUE,0,1135,"1 Bills Drive",0.8815085,514,"Orchard Park, NY","New Era Field","New Era Field",7,"Orchard Park",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"96","2018-09-19","2018-09-19_08.16.19","Raiders at 49ers","Oakland Raiders at San Francisco 49ers","2018-04-20T00:47:57",FALSE,FALSE,0.897,"","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","2018-11-02T04:20:00","2018-11-02T00:20:00",4347131,"2018-04-20T00:00:00",FALSE,0.966,"normal","nfl","2018-11-01T17:20:00",FALSE,NA,272,951,498,739,272,541.6631,3068,"QRCODE",FALSE,"2018-08-24T21:53:39Z","CA","95054","America/Los_Angeles","US","Santa Clara, CA 95054","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets",TRUE,0,58670,"4900 Marie P DeBartolo Way",0.95768774,0,"Santa Clara, CA","Levi's Stadium","Levi's Stadium",12,"Santa Clara",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"97","2018-09-19","2018-09-19_08.16.19","South Alabama at Arkansas State","South Alabama Jaguars at Arkansas State Red Wolves Football","2018-02-28T15:00:09",FALSE,FALSE,0.566,"","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-11-03T23:00:00","2018-11-03T19:00:00",4281935,"2018-02-28T00:00:00",FALSE,0.535,"normal","ncaa_football","2018-11-03T14:00:00",FALSE,NA,24,NA,NA,119,NA,45.17,179,NA,NA,NA,"AR","72401","America/Chicago","US","Jonesboro, AR 72401","centennial-bank-stadium-1","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets",TRUE,0,8896,"2180 Aggie Rd",0.47753516,0,"Jonesboro, AR","Centennial Bank Stadium","Centennial Bank Stadium",4,"Jonesboro",-90.6797,35.8429,NA,NA,NA
"98","2018-09-19","2018-09-19_08.16.19","Jets at Dolphins","New York Jets at Miami Dolphins","2018-04-20T00:47:47",FALSE,FALSE,0.848,"","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-11-04T22:00:00","2018-11-04T18:00:00",4347083,"2018-04-20T00:00:00",FALSE,0.905,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,67,925,155,165,59,173.52727,899,"QRCODE",FALSE,"2018-08-24T21:53:39Z","FL","33056","America/New_York","US","Miami Gardens, FL 33056","hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets",TRUE,0,29,"347 Don Shula Dr.",0.8378203,528,"Miami Gardens, FL","Hard Rock Stadium","Hard Rock Stadium",38,"Miami Gardens",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"99","2018-09-19","2018-09-19_08.16.19","Chiefs at Browns","Kansas City Chiefs at Cleveland Browns","2018-04-20T00:47:31",FALSE,FALSE,0.826,"","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","2018-11-04T22:00:00","2018-11-04T18:00:00",4346997,"2018-04-20T00:00:00",FALSE,0.867,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,34,1558,84,1079,35,101.08804,1172,"QRCODE",FALSE,"2018-08-24T21:53:39Z","OH","44114","America/New_York","US","Cleveland, OH 44114","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,0,1123,"100 Alfred Lerner Way",0.86852187,510,"Cleveland, OH","FirstEnergy Stadium","FirstEnergy Stadium",7,"Cleveland",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"100","2018-09-19","2018-09-19_08.16.19","Lions at Vikings","Detroit Lions at Minnesota Vikings","2018-04-20T01:04:05",FALSE,FALSE,0.857,"","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","2018-11-04T22:00:00","2018-11-04T18:00:00",4347140,"2018-04-20T00:00:00",FALSE,0.905,"normal","nfl","2018-11-04T12:00:00",FALSE,NA,104,877,219,514,104,259.4494,1562,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MN","55415","America/Chicago","US","Minneapolis, MN 55415","u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets",TRUE,0,218451,"401 Chicago Avenue",0.88524246,0,"Minneapolis, MN","U.S. Bank Stadium","U.S. Bank Stadium",13,"Minneapolis",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"101","2018-09-19","2018-09-19_08.16.19","Falcons at Redskins","Atlanta Falcons at Washington Redskins","2018-04-20T00:47:17",FALSE,FALSE,0.872,"","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","2018-11-04T22:00:00","2018-11-04T18:00:00",4346937,"2018-04-20T00:00:00",FALSE,0.929,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,79,1013,153,570,79,174.28947,920,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MD","20785","America/New_York","US","Landover, MD 20785","fedex-field","https://seatgeek.com/venues/fedex-field/tickets",TRUE,0,35,"1600 Fedex Way",0.9333444,511,"Landover, MD","FedEx Field","FedEx Field",7,"Landover",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"102","2018-09-19","2018-09-19_08.16.19","Steelers at Ravens","Pittsburgh Steelers at Baltimore Ravens","2018-04-20T00:47:45",FALSE,FALSE,0.857,"","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","2018-11-04T22:00:00","2018-11-04T18:00:00",4347069,"2018-04-20T00:00:00",FALSE,0.914,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,125,961,196,552,121,248.86232,954,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MD","21230","America/New_York","US","Baltimore, MD 21230","m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets",TRUE,0,1121,"1101 Russell St",0.8927189,512,"Baltimore, MD","M&T Bank Stadium","M&T Bank Stadium",8,"Baltimore",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"103","2018-09-19","2018-09-19_08.16.19","Buccaneers at Panthers","Tampa Bay Buccaneers at Carolina Panthers","2018-04-20T00:47:38",FALSE,FALSE,0.833,"","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","2018-11-04T22:00:00","2018-11-04T18:00:00",4347033,"2018-04-20T00:00:00",FALSE,0.882,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,72,898,161,404,67,197.31683,1081,"QRCODE",FALSE,"2018-08-24T21:53:39Z","NC","28202","America/New_York","US","Charlotte, NC 28202","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets",TRUE,0,1122,"800 South Mint Street",0.8968222,517,"Charlotte, NC","Bank of America Stadium","Bank of America Stadium",9,"Charlotte",-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"104","2018-09-19","2018-09-19_08.16.19","Bears at Bills","Chicago Bears at Buffalo Bills","2018-04-20T00:47:43",FALSE,FALSE,0.845,"","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","2018-11-04T22:00:00","2018-11-04T18:00:00",4347061,"2018-04-20T00:00:00",FALSE,0.894,"normal","nfl","2018-11-04T13:00:00",FALSE,NA,50,1254,99,817,50,125.64137,602,"QRCODE",FALSE,"2018-08-24T21:53:39Z","NY","14127","America/New_York","US","Orchard Park, NY 14127","new-era-field","https://seatgeek.com/venues/new-era-field/tickets",TRUE,0,1135,"1 Bills Drive",0.8815085,514,"Orchard Park, NY","New Era Field","New Era Field",7,"Orchard Park",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"105","2018-09-19","2018-09-19_08.16.19","Chargers at Seahawks","Los Angeles Chargers at Seattle Seahawks","2018-04-20T00:47:56",FALSE,FALSE,0.861,"","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","2018-11-05T01:05:00","2018-11-04T21:05:00",4347127,"2018-04-20T00:00:00",FALSE,0.919,"normal","nfl","2018-11-04T13:05:00",FALSE,NA,126,919,329,245,122,349.98367,1068,"QRCODE",FALSE,"2018-08-24T21:53:39Z","WA","98134","America/Los_Angeles","US","Seattle, WA 98134","centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets",TRUE,0,339,"800 Occidental Ave S",0.87232786,819,"Seattle, WA","CenturyLink Field","CenturyLink Field",13,"Seattle",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"106","2018-09-19","2018-09-19_08.16.19","Texans at Broncos","Houston Texans at Denver Broncos","2018-04-20T01:04:05",FALSE,FALSE,0.836,"","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","2018-11-05T01:05:00","2018-11-04T21:05:00",4347141,"2018-04-20T00:00:00",FALSE,0.878,"normal","nfl","2018-11-04T14:05:00",FALSE,NA,141,851,274,103,130,341,1270,"QRCODE",FALSE,"2018-08-24T21:53:39Z","CO","80204","America/Denver","US","Denver, CO 80204","sports-authority-field-at-mile-high","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",TRUE,0,1131,"1701 Bryant St.",0.9028296,751,"Denver, CO","Sports Authority Field at Mile High","Sports Authority Field at Mile High",6,"Denver",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"107","2018-09-19","2018-09-19_08.16.19","Rams at Saints","Los Angeles Rams at New Orleans Saints","2018-04-20T00:47:25",FALSE,FALSE,0.833,"","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","2018-11-05T01:25:00","2018-11-04T21:25:00",4346970,"2018-04-20T00:00:00",TRUE,0.879,"normal","nfl","2018-11-04T15:25:00",FALSE,NA,72,1199,215,1345,72,247.71674,5941,"QRCODE",FALSE,"2018-05-29T20:39:08Z","LA","70112","America/Chicago","US","New Orleans, LA 70112","mercedes-benz-superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",TRUE,0,128,"1500 Sugar Bowl Drive",0.8966978,622,"New Orleans, LA","Mercedes-Benz Superdome","Mercedes-Benz Superdome",17,"New Orleans",-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"108","2018-09-19","2018-09-19_08.16.19","Alex G","Alex G","2018-08-23T19:51:10",FALSE,FALSE,0.581,"","https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","2018-11-05T05:00:00","2018-11-05T01:00:00",4494650,"2018-08-23T00:00:00",FALSE,0.538,"normal","concert","2018-11-04T19:00:00",FALSE,TRUE,47,1,64,29,NA,115.344826,584,NA,NA,NA,"IL","60608","America/Chicago","US","Chicago, IL 60608","thalia-hall","https://seatgeek.com/venues/thalia-hall/tickets",TRUE,0,60271,"1807 S Allport St",0.51888376,0,"Chicago, IL","Thalia Hall","Thalia Hall",57,"Chicago",-87.6575,41.8577,NA,NA,NA
"109","2018-09-19","2018-09-19_08.16.19","Packers at Patriots","Green Bay Packers at New England Patriots","2018-04-20T00:47:49",FALSE,FALSE,0.898,"","https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","2018-11-05T05:20:00","2018-11-05T01:20:00",4347089,"2018-04-20T00:00:00",FALSE,0.963,"normal","nfl","2018-11-04T20:20:00",FALSE,NA,447,NA,NA,229,447,1079.69,14928,"QRCODE",FALSE,"2018-08-24T21:53:39Z","MA","02035","America/New_York","US","Foxborough, MA 02035","gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets",TRUE,0,33,"1 Patriot Place",0.8983344,506,"Foxborough, MA","Gillette Stadium","Gillette Stadium",15,"Foxborough",-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"110","2018-09-19","2018-09-19_08.16.19","Titans at Cowboys","Tennessee Titans at Dallas Cowboys","2018-04-05T23:08:47",FALSE,FALSE,0.88,"","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","2018-11-06T05:15:00","2018-11-06T01:15:00",4327922,"2018-04-05T00:00:00",TRUE,0.945,"normal","nfl","2018-11-05T19:15:00",FALSE,NA,23,2718,216,3851,23,273.16257,6034,"QRCODE",FALSE,"2018-04-17T22:02:33Z","TX","76011","America/Chicago","US","Arlington, TX 76011","at-t-stadium","https://seatgeek.com/venues/at-t-stadium/tickets",TRUE,0,4965,"1 AT&T Way",0.9751414,623,"Arlington, TX","AT&T Stadium","AT&T Stadium",22,"Arlington",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"111","2018-09-19","2018-09-19_08.16.19","Panthers at Steelers","Carolina Panthers at Pittsburgh Steelers","2018-04-20T00:47:46",FALSE,FALSE,0.84,"","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","2018-11-09T05:20:00","2018-11-09T01:20:00",4347075,"2018-04-20T00:00:00",FALSE,0.895,"normal","nfl","2018-11-08T20:20:00",FALSE,NA,83,1099,160,630,83,206.09683,1197,"QRCODE",FALSE,"2018-08-24T21:53:39Z","PA","15212","America/New_York","US","Pittsburgh, PA 15212","heinz-field","https://seatgeek.com/venues/heinz-field/tickets",TRUE,0,1119,"100 Art Rooney Avenue",0.9033526,508,"Pittsburgh, PA","Heinz Field","Heinz Field",10,"Pittsburgh",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"112","2018-09-19","2018-09-19_08.16.19","Patriots at Titans","New England Patriots at Tennessee Titans","2018-04-20T00:47:30",FALSE,FALSE,0.857,"","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990","2018-11-11T21:00:00","2018-11-11T17:00:00",4346990,"2018-04-20T00:00:00",FALSE,0.921,"normal","nfl","2018-11-11T12:00:00",FALSE,NA,209,602,524,310,209,584.6097,1932,"QRCODE",FALSE,"2018-08-24T21:53:40Z","TN","37213","America/New_York","US","Nashville, TN 37213","nissan-stadium","https://seatgeek.com/venues/nissan-stadium/tickets",TRUE,0,1126,"1 Titans Way",0.8546275,659,"Nashville, TN","Nissan Stadium","Nissan Stadium",14,"Nashville",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"113","2018-09-19","2018-09-19_08.16.19","Saints at Bengals","New Orleans Saints at Cincinnati Bengals","2018-04-20T00:47:40",FALSE,FALSE,0.826,"","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040","2018-11-11T22:00:00","2018-11-11T18:00:00",4347040,"2018-04-20T00:00:00",FALSE,0.883,"normal","nfl","2018-11-11T13:00:00",FALSE,NA,53,852,104,515,55,116.78835,414,"QRCODE",FALSE,"2018-08-24T21:53:40Z","OH","45202","America/New_York","US","Cincinnati, OH 45202","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,0,1124,"1 Paul Brown Stadium",0.86166537,515,"Cincinnati, OH","Paul Brown Stadium","Paul Brown Stadium",7,"Cincinnati",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"114","2018-09-19","2018-09-19_08.16.19","Lions at Bears","Detroit Lions at Chicago Bears","2018-04-20T00:47:32",FALSE,FALSE,0.85,"","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006","2018-11-11T22:00:00","2018-11-11T18:00:00",4347006,"2018-04-20T00:00:00",FALSE,0.912,"normal","nfl","2018-11-11T12:00:00",FALSE,NA,122,902,290,144,116,329.9861,1197,"QRCODE",FALSE,"2018-08-24T21:53:40Z","IL","60605","America/Chicago","US","Chicago, IL 60605","soldier-field","https://seatgeek.com/venues/soldier-field/tickets",TRUE,0,31,"1410 S. Museum Campus Drive",0.940013,602,"Chicago, IL","Soldier Field","Soldier Field",10,"Chicago",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"115","2018-09-19","2018-09-19_08.16.19","Cardinals at Chiefs","Arizona Cardinals at Kansas City Chiefs","2018-04-20T00:47:27",FALSE,FALSE,0.824,"","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980","2018-11-11T22:00:00","2018-11-11T18:00:00",4346980,"2018-04-20T00:00:00",FALSE,0.879,"normal","nfl","2018-11-11T12:00:00",FALSE,NA,40,NA,NA,832,40,140.83,525,"QRCODE",FALSE,"2018-08-24T21:53:40Z","MO","64129","America/Chicago","US","Kansas City, MO 64129","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets",TRUE,0,1128,"1 Arrowhead Drive",0.8827867,616,"Kansas City, MO","Arrowhead Stadium","Arrowhead Stadium",9,"Kansas City",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"116","2018-09-19","2018-09-19_08.16.19","Jaguars at Colts","Jacksonville Jaguars at Indianapolis Colts","2018-04-20T00:47:22",FALSE,FALSE,0.819,"","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958","2018-11-11T22:00:00","2018-11-11T18:00:00",4346958,"2018-04-20T00:00:00",FALSE,0.864,"normal","nfl","2018-11-11T13:00:00",FALSE,NA,34,1065,87,715,34,106.888115,868,"QRCODE",FALSE,"2018-08-24T21:53:40Z","IN","46225","America/Indiana/Indianapolis","US","Indianapolis, IN 46225","lucas-oil-stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets",TRUE,0,1130,"500 South Capitol Avenue",0.9071682,527,"Indianapolis, IN","Lucas Oil Stadium","Lucas Oil Stadium",12,"Indianapolis",-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"117","2018-09-19","2018-09-19_08.16.19","Redskins at Buccaneers","Washington Redskins at Tampa Bay Buccaneers","2018-04-20T00:47:16",FALSE,FALSE,0.817,"","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930","2018-11-11T22:00:00","2018-11-11T18:00:00",4346930,"2018-04-20T00:00:00",FALSE,0.874,"normal","nfl","2018-11-11T13:00:00",FALSE,NA,87,385,180,25,71,230.32,528,"QRCODE",FALSE,"2018-08-24T21:53:40Z","FL","33607","America/New_York","US","Tampa, FL 33607","raymond-james-stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets",TRUE,0,39,"4201 North Dale Mabry Highway",0.86513025,539,"Tampa, FL","Raymond James Stadium","Raymond James Stadium",14,"Tampa",-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
