"","date","timestamp","datetime_utc","short_title","url","id","description","datetime_local","visible_until_utc","date_tbd","datetime_tbd","is_open","time_tbd","announce_date","type","popularity","created_at","title","status","score","general_admission","median_price","listing_count","lowest_price","visible_listing_count","highest_price","average_price","lowest_price_good_deals","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","extended_address","city","timezone","num_upcoming_events","name","display_location","url_venue","address","id_venue","has_upcoming_events","state","country","slug","postal_code","name_v2","score_venue","popularity_venue","metro_code","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"20","2018-09-26","2018-09-26_11.03.31","2018-10-06T19:30:00","South Alabama at Georgia Southern","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989",4281989,"","2018-10-06T15:30:00","2018-10-06T23:30:00",FALSE,FALSE,FALSE,FALSE,"2018-02-28T00:00:00","ncaa_football",0.699,"2018-02-28T15:00:17","South Alabama Jaguars at Georgia Southern Eagles Football","normal",0.563,NA,42,19,28,14,69,45.42105,NA,NA,NA,NA,"Statesboro, GA 30460","Statesboro","America/New_York",4,"Allen E. Paulson Stadium","Statesboro, GA","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","225 Lanier Drive",2352,TRUE,"GA","US","allen-e-paulson-stadium","30460","Allen E. Paulson Stadium",0.41380084,0,507,32.4488,-81.7832,NA,NA,NA
"21","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Falcons at Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",4347079,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.952,"2018-04-20T00:47:47","Atlanta Falcons at Pittsburgh Steelers","normal",0.897,NA,357,245,148,431,1084,398.72653,148,FALSE,"2018-08-24T21:16:40Z","QRCODE","Pittsburgh, PA 15212","Pittsburgh","America/New_York",10,"Heinz Field","Pittsburgh, PA","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue",1119,TRUE,"PA","US","heinz-field","15212","Heinz Field",0.9033526,0,508,40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
"22","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Giants at Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",4347032,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.963,"2018-04-20T00:47:38","New York Giants at Carolina Panthers","normal",0.906,NA,NA,269,147,NA,1052,330.54,147,FALSE,"2018-08-24T21:15:58Z","QRCODE","Charlotte, NC 28202","Charlotte","America/New_York",8,"Bank of America Stadium","Charlotte, NC","https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street",1122,TRUE,"NC","US","bank-of-america-stadium","28202","Bank of America Stadium",0.8968222,0,517,35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"23","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Packers at Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",4347027,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.969,"2018-04-20T00:47:37","Green Bay Packers at Detroit Lions","normal",0.913,NA,196,363,132,595,2392,250.98347,117,FALSE,"2018-08-24T21:05:06Z","QRCODE","Detroit, MI 48226","Detroit","America/Detroit",11,"Ford Field","Detroit, MI","https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.",346,TRUE,"MI","US","ford-field","48226","Ford Field",0.9029952,0,505,42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"24","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Broncos at Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",4347011,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.978,"2018-04-20T00:47:34","Denver Broncos at New York Jets","normal",0.922,NA,150,797,56,948,11374,185.8143,56,FALSE,"2018-09-05T19:53:41Z","QRCODE","East Rutherford, NJ 07073","East Rutherford","America/New_York",16,"MetLife Stadium","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",1587,TRUE,"NJ","US","metlife-stadium","07073","MetLife Stadium",0.94873494,0,501,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"25","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Dolphins at Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",4347043,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.909,"2018-04-20T00:47:40","Miami Dolphins at Cincinnati Bengals","normal",0.837,NA,105,284,54,629,357,112.746475,54,FALSE,"2018-08-24T21:16:15Z","QRCODE","Cincinnati, OH 45202","Cincinnati","America/New_York",7,"Paul Brown Stadium","Cincinnati, OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium",1124,TRUE,"OH","US","paul-brown-stadium","45202","Paul Brown Stadium",0.86166537,0,515,39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"26","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Titans at Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",4347063,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.92,"2018-04-20T00:47:44","Tennessee Titans at Buffalo Bills","normal",0.856,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"2018-08-24T21:16:26Z","QRCODE","Orchard Park, NY 14127","Orchard Park","America/New_York",7,"New Era Field","Orchard Park, NY","https://seatgeek.com/venues/new-era-field/tickets","1 Bills Drive",1135,TRUE,"NY","US","new-era-field","14127","New Era Field",0.8815085,0,514,42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"27","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Jaguars at Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",4346983,"","2018-10-07T12:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.932,"2018-04-20T00:47:28","Jacksonville Jaguars at Kansas City Chiefs","normal",0.87,NA,172,635,81,978,124891,379.9575,81,FALSE,"2018-08-24T21:03:49Z","QRCODE","Kansas City, MO 64129","Kansas City","America/Chicago",8,"Arrowhead Stadium","Kansas City, MO","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive",1128,TRUE,"MO","US","arrowhead-stadium","64129","Arrowhead Stadium",0.8827867,0,616,39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"28","2018-09-26","2018-09-26_11.03.31","2018-10-07T17:00:00","Ravens at Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",4346999,"","2018-10-07T13:00:00","2018-10-07T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.916,"2018-04-20T00:47:31","Baltimore Ravens at Cleveland Browns","normal",0.847,NA,116,525,69,669,990,152.41524,69,FALSE,"2018-08-24T21:04:01Z","QRCODE","Cleveland, OH 44114","Cleveland","America/New_York",6,"FirstEnergy Stadium","Cleveland, OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way",1123,TRUE,"OH","US","firstenergy-stadium-15","44114","FirstEnergy Stadium",0.86852187,0,510,41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"29","2018-09-26","2018-09-26_11.03.31","2018-10-07T20:05:00","Raiders at Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",4347111,"","2018-10-07T13:05:00","2018-10-08T00:05:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.972,"2018-04-20T00:47:52","Oakland Raiders at Los Angeles Chargers","normal",0.915,NA,283,420,220,509,1197,319.94763,216,FALSE,"2018-08-24T21:17:06Z","QRCODE","Carson, CA 90746","Carson","America/Los_Angeles",14,"StubHub Center","Carson, CA","https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd",52,TRUE,"CA","US","stubhub-center","90746","StubHub Center",0.7228164,0,803,33.8643,-118.261,NA,NA,NA
"30","2018-09-26","2018-09-26_11.03.31","2018-10-07T20:25:00","Cardinals at 49ers","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",4347115,"","2018-10-07T13:25:00","2018-10-08T00:25:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.94,"2018-04-20T00:47:53","Arizona Cardinals at San Francisco 49ers","normal",0.88,NA,134,762,51,839,634,150.28609,45,FALSE,"2018-09-05T19:47:23Z","QRCODE","Santa Clara, CA 95054","Santa Clara","America/Los_Angeles",13,"Levi's Stadium","Santa Clara, CA","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way",58670,TRUE,"CA","US","levi-s-stadium","95054","Levi's Stadium",0.95768774,0,0,37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"31","2018-09-26","2018-09-26_11.03.31","2018-10-07T20:25:00","Rams at Seahawks","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",4347128,"","2018-10-07T13:25:00","2018-10-08T00:25:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.945,"2018-04-20T00:47:56","Los Angeles Rams at Seattle Seahawks","normal",0.885,NA,356,169,162,467,842,374.1065,162,FALSE,"2018-08-24T21:19:14Z","QRCODE","Seattle, WA 98134","Seattle","America/Los_Angeles",12,"CenturyLink Field","Seattle, WA","https://seatgeek.com/venues/centurylink-field/tickets","800 Occidental Ave S",339,TRUE,"WA","US","centurylink-field","98134","CenturyLink Field",0.87232786,0,819,47.6,-122.33,FALSE,"2018-03-02T22:54:54Z","QRCODE"
"32","2018-09-26","2018-09-26_11.03.31","2018-10-07T20:25:00","Vikings at Eagles","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",4346976,"","2018-10-07T16:25:00","2018-10-08T00:25:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.966,"2018-04-20T00:47:26","Minnesota Vikings at Philadelphia Eagles","normal",0.913,NA,396,305,230,737,1052,436.9705,178,FALSE,"2018-08-24T21:03:38Z","QRCODE","Philadelphia, PA 19148","Philadelphia","America/New_York",15,"Lincoln Financial Field","Philadelphia, PA","https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave",330,TRUE,"PA","US","lincoln-financial-field","19148","Lincoln Financial Field",0.90542686,0,504,39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"33","2018-09-26","2018-09-26_11.03.31","2018-10-08T00:20:00","Cowboys at Texans","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",4347020,"","2018-10-07T19:20:00","2018-10-08T04:20:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.99,"2018-04-20T00:47:36","Dallas Cowboys at Houston Texans","normal",0.943,NA,NA,446,230,NA,1575,491.3,230,FALSE,"2018-08-24T21:04:53Z","QRCODE","Houston, TX 77054","Houston","America/Chicago",45,"NRG Stadium","Houston, TX","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park",41,TRUE,"TX","US","nrg-stadium","77054","NRG Stadium",0.8624192,0,618,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"34","2018-09-26","2018-09-26_11.03.31","2018-10-08T20:00:00","Baltimore Ravens at A Purple Evening","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",4474093,"","2018-10-08T16:00:00","2018-10-09T00:00:00",FALSE,FALSE,FALSE,FALSE,"2018-08-03T00:00:00","sports",0.546,"2018-08-03T16:01:06","Baltimore Ravens at A Purple Evening","normal",0.338,NA,251,10,65,3,584,278.4,NA,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM","Baltimore, MD 21230","Baltimore","America/New_York",7,"M&T Bank Stadium","Baltimore, MD","https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St",1121,TRUE,"MD","US","m-t-bank-stadium","21230","M&T Bank Stadium",0.8927189,0,512,39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"35","2018-09-26","2018-09-26_11.03.31","2018-10-09T00:15:00","Redskins at Saints","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",4346971,"","2018-10-08T19:15:00","2018-10-09T04:15:00",FALSE,FALSE,TRUE,FALSE,"2018-04-20T00:00:00","nfl",0.922,"2018-04-20T00:47:25","Washington Redskins at New Orleans Saints","normal",0.857,NA,215,1504,78,1389,5942,238.53989,78,FALSE,"2018-05-29T20:38:55Z","QRCODE","New Orleans, LA 70112","New Orleans","America/Chicago",17,"Mercedes-Benz Superdome","New Orleans, LA","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","1500 Sugar Bowl Drive",128,TRUE,"LA","US","mercedes-benz-superdome","70112","Mercedes-Benz Superdome",0.8966978,0,622,29.9515,-90.0786,FALSE,"2018-08-27T20:46:59Z","QRCODE_TM"
"36","2018-09-26","2018-09-26_11.03.31","2018-10-12T00:20:00","Eagles at Giants","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",4346917,"","2018-10-11T20:20:00","2018-10-12T04:20:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.964,"2018-04-20T00:47:14","Philadelphia Eagles at New York Giants","normal",0.922,NA,262,541,144,840,1489,330.01663,140,FALSE,"2018-08-24T21:52:02Z","QRCODE","East Rutherford, NJ 07073","East Rutherford","America/New_York",16,"MetLife Stadium","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",1587,TRUE,"NJ","US","metlife-stadium","07073","MetLife Stadium",0.94873494,0,501,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"37","2018-09-26","2018-09-26_11.03.31","2018-10-13T21:00:00","Alabama State at South Alabama","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",4192619,"","2018-10-13T16:00:00","2018-10-14T01:00:00",FALSE,FALSE,FALSE,FALSE,"2017-12-21T00:00:00","ncaa_football",0.627,"2017-12-21T15:00:36","Alabama State Hornets at South Alabama Jaguars Football","normal",0.485,NA,36,12,21,6,85,43.5,21,NA,NA,NA,"Mobile, AL 36604","Mobile","America/Chicago",5,"Ladd Peebles Stadium","Mobile, AL","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.",3716,TRUE,"AL","US","ladd-peebles-stadium","36604","Ladd Peebles Stadium",0.50177634,0,686,30.6748,-88.0761,NA,NA,NA
"38","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Steelers at Bengals","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",4347042,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.92,"2018-04-20T00:47:40","Pittsburgh Steelers at Cincinnati Bengals","normal",0.871,NA,194,334,109,577,1168,208.3473,109,FALSE,"2018-08-24T21:53:35Z","QRCODE","Cincinnati, OH 45202","Cincinnati","America/New_York",7,"Paul Brown Stadium","Cincinnati, OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium",1124,TRUE,"OH","US","paul-brown-stadium","45202","Paul Brown Stadium",0.86166537,0,515,39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"39","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Colts at Jets","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",4346961,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.944,"2018-04-20T00:47:22","Indianapolis Colts at New York Jets","normal",0.901,NA,142,798,49,1045,1031,164.99625,49,FALSE,"2018-08-24T21:52:02Z","QRCODE","East Rutherford, NJ 07073","East Rutherford","America/New_York",16,"MetLife Stadium","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",1587,TRUE,"NJ","US","metlife-stadium","07073","MetLife Stadium",0.94873494,0,501,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"40","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Buccaneers at Falcons","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",4347051,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.92,"2018-04-20T00:47:42","Tampa Bay Buccaneers at Atlanta Falcons","normal",0.872,NA,196,826,78,973,1096,217.97942,78,FALSE,"2018-08-24T21:53:35Z","QRCODE","Atlanta, GA 30313","Atlanta","America/New_York",19,"Mercedes-Benz Stadium","Atlanta, GA","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","441 M.L.K. Jr Dr NW",419590,TRUE,"GA","US","mercedes-benz-stadium","30313","Mercedes-Benz Stadium",0.76958936,0,0,33.76,-84.4,FALSE,"2018-08-23T20:14:46Z","QRCODE"
"41","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Bears at Dolphins","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",4347081,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.922,"2018-04-20T00:47:47","Chicago Bears at Miami Dolphins","normal",0.874,NA,212,135,99,782,11346,307.54074,78,FALSE,"2018-08-24T21:53:35Z","QRCODE","Miami Gardens, FL 33056","Miami Gardens","America/New_York",36,"Hard Rock Stadium","Miami Gardens, FL","https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.",29,TRUE,"FL","US","hard-rock-stadium","33056","Hard Rock Stadium",0.8378203,0,528,25.96,-80.24,FALSE,"2017-10-03T18:58:44Z","NONE"
"42","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Chargers at Browns","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",4346998,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.902,"2018-04-20T00:47:31","Los Angeles Chargers at Cleveland Browns","normal",0.848,NA,108,697,59,889,677,132.11191,56,FALSE,"2018-08-24T21:53:35Z","QRCODE","Cleveland, OH 44114","Cleveland","America/New_York",6,"FirstEnergy Stadium","Cleveland, OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way",1123,TRUE,"OH","US","firstenergy-stadium-15","44114","FirstEnergy Stadium",0.86852187,0,510,41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"43","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Panthers at Redskins","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",4346942,"","2018-10-14T13:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.959,"2018-04-20T00:47:18","Carolina Panthers at Washington Redskins","normal",0.915,NA,154,607,99,966,819,180.83195,88,FALSE,"2018-08-24T21:52:02Z","QRCODE","Landover, MD 20785","Landover","America/New_York",6,"FedEx Field","Landover, MD","https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way",35,TRUE,"MD","US","fedex-field","20785","FedEx Field",0.9333444,0,511,38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"44","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Bills at Texans","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",4347019,"","2018-10-14T12:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.912,"2018-04-20T00:47:36","Buffalo Bills at Houston Texans","normal",0.863,NA,152,677,45,1026,585,168.7223,49,FALSE,"2018-08-24T21:53:35Z","QRCODE","Houston, TX 77054","Houston","America/Chicago",45,"NRG Stadium","Houston, TX","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park",41,TRUE,"TX","US","nrg-stadium","77054","NRG Stadium",0.8624192,0,618,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"45","2018-09-26","2018-09-26_11.03.31","2018-10-14T17:00:00","Cardinals at Vikings","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",4347145,"","2018-10-14T12:00:00","2018-10-14T21:00:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.924,"2018-04-20T01:04:06","Arizona Cardinals at Minnesota Vikings","normal",0.877,NA,261,426,106,567,1198,307.13147,114,FALSE,"2018-08-24T21:53:38Z","QRCODE","Minneapolis, MN 55415","Minneapolis","America/Chicago",15,"U.S. Bank Stadium","Minneapolis, MN","https://seatgeek.com/venues/u-s-bank-stadium/tickets","900 South 5th Street",218451,TRUE,"MN","US","u-s-bank-stadium","55415","U.S. Bank Stadium",0.88524246,0,0,44.97,-93.26,FALSE,"2018-08-22T15:34:15Z","NONE"
"46","2018-09-26","2018-09-26_11.03.31","2018-10-14T19:25:00","Ravens at Titans","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",4346991,"","2018-10-14T15:25:00","2018-10-14T23:25:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.888,"2018-04-20T00:47:30","Baltimore Ravens at Tennessee Titans","normal",0.832,NA,184,382,66,636,513,197.22775,63,FALSE,"2018-08-24T21:53:35Z","QRCODE","Nashville, TN 37213","Nashville","America/New_York",16,"Nissan Stadium","Nashville, TN","https://seatgeek.com/venues/nissan-stadium/tickets","1 Titans Way",1126,TRUE,"TN","US","nissan-stadium","37213","Nissan Stadium",0.8546275,0,659,36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE"
"47","2018-09-26","2018-09-26_11.03.31","2018-10-14T20:05:00","Rams at Broncos","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",4347138,"","2018-10-14T14:05:00","2018-10-15T00:05:00",FALSE,FALSE,FALSE,FALSE,"2018-04-20T00:00:00","nfl",0.918,"2018-04-20T01:04:04","Los Angeles Rams at Denver Broncos","normal",0.868,NA,298,63,167,599,1193,382.2857,159,FALSE,"2018-08-24T21:53:38Z","QRCODE","Denver, CO 80204","Denver","America/Denver",7,"Sports Authority Field at Mile High","Denver, CO","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.",1131,TRUE,"CO","US","sports-authority-field-at-mile-high","80204","Sports Authority Field at Mile High",0.9028296,0,751,39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"48","2018-09-26","2018-09-26_11.03.31","2018-10-14T20:25:00","Jaguars at Cowboys","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",4327923,"","2018-10-14T15:25:00","2018-10-15T00:25:00",FALSE,FALSE,TRUE,FALSE,"2018-04-05T00:00:00","nfl",0.987,"2018-04-05T23:08:47","Jacksonville Jaguars at Dallas Cowboys","normal",0.955,NA,262,2496,25,1974,2642,327.95233,25,FALSE,"2018-04-17T22:02:33Z","QRCODE","Arlington, TX 76011","Arlington","America/Chicago",20,"AT&T Stadium","Arlington, TX","https://seatgeek.com/venues/at-t-stadium/tickets","1 AT&T Way",4965,TRUE,"TX","US","at-t-stadium","76011","AT&T Stadium",0.9751414,0,623,32.7459,-97.0957,FALSE,"2018-04-17T22:02:33Z","QRCODE"
