"","date","timestamp","url","type","visible_until_utc","description","datetime_local","date_tbd","status","is_open","announce_date","short_title","title","time_tbd","popularity","created_at","datetime_tbd","score","datetime_utc","id","general_admission","visible_listing_count","median_price","lowest_price","average_price","listing_count","lowest_price_good_deals","highest_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","url_venue","extended_address","postal_code","has_upcoming_events","address","slug","country","name","state","timezone","display_location","popularity_venue","num_upcoming_events","name_v2","metro_code","score_venue","id_venue","city","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"60","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","nfl","2018-10-14T21:00:00","","2018-10-14T12:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Cardinals at Vikings","Arizona Cardinals at Minnesota Vikings",FALSE,0.766,"2018-04-20T01:04:06",FALSE,0.682,"2018-10-14T17:00:00",4347145,NA,NA,NA,113,569.39,411,113,123594,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","55415",TRUE,"401 Chicago Avenue","u-s-bank-stadium","US","U.S. Bank Stadium","MN","America/Chicago","Minneapolis, MN",0,14,"U.S. Bank Stadium",0,0.88524246,218451,"Minneapolis",-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"61","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","nfl","2018-10-14T21:00:00","","2018-10-14T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Chargers at Browns","Los Angeles Chargers at Cleveland Browns",FALSE,0.736,"2018-04-20T00:47:31",FALSE,0.653,"2018-10-14T17:00:00",4346998,NA,1184,78,34,93.98295,821,32,676,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","44114",TRUE,"100 Alfred Lerner Way","firstenergy-stadium-15","US","FirstEnergy Stadium","OH","America/New_York","Cleveland, OH",0,7,"FirstEnergy Stadium",510,0.86852187,1123,"Cleveland",-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"62","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","nfl","2018-10-14T21:00:00","","2018-10-14T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Panthers at Redskins","Carolina Panthers at Washington Redskins",FALSE,0.793,"2018-04-20T00:47:18",FALSE,0.707,"2018-10-14T17:00:00",4346942,NA,NA,NA,101,217.25,587,101,1011,"2018-08-24T21:52:02Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","20785",TRUE,"1600 Fedex Way","fedex-field","US","FedEx Field","MD","America/New_York","Landover, MD",0,7,"FedEx Field",511,0.9333444,35,"Landover",-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"63","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","nfl","2018-10-14T23:25:00","","2018-10-14T15:25:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Ravens at Titans","Baltimore Ravens at Tennessee Titans",FALSE,0.721,"2018-04-20T00:47:30",FALSE,0.641,"2018-10-14T19:25:00",4346991,NA,NA,NA,62,194.82,436,62,720,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN 37213","37213",TRUE,"1 Titans Way","nissan-stadium","US","Nissan Stadium","TN","America/New_York","Nashville, TN",0,14,"Nissan Stadium",659,0.8546275,1126,"Nashville",-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"64","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","nfl","2018-10-15T00:05:00","","2018-10-14T14:05:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Rams at Broncos","Los Angeles Rams at Denver Broncos",FALSE,0.751,"2018-04-20T01:04:04",FALSE,0.667,"2018-10-14T20:05:00",4347138,NA,NA,NA,156,357.39,114,156,1193,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","80204",TRUE,"1701 Bryant St.","sports-authority-field-at-mile-high","US","Sports Authority Field at Mile High","CO","America/Denver","Denver, CO",0,6,"Sports Authority Field at Mile High",751,0.9028296,1131,"Denver",-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"65","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","nfl","2018-10-15T00:25:00","","2018-10-14T15:25:00",FALSE,"normal",TRUE,"2018-04-05T00:00:00","Jaguars at Cowboys","Jacksonville Jaguars at Dallas Cowboys",FALSE,0.818,"2018-04-05T23:08:47",FALSE,0.732,"2018-10-14T20:25:00",4327923,NA,NA,NA,32,336.21,2588,32,4309,"2018-04-17T22:02:33Z","QRCODE",FALSE,"https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","76011",TRUE,"1 AT&T Way","at-t-stadium","US","AT&T Stadium","TX","America/Chicago","Arlington, TX",0,22,"AT&T Stadium",623,0.9751414,4965,"Arlington",-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"66","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","nfl","2018-10-15T04:20:00","","2018-10-14T20:20:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Chiefs at Patriots","Kansas City Chiefs at New England Patriots",FALSE,0.799,"2018-04-20T00:47:50",FALSE,0.717,"2018-10-15T00:20:00",4347095,NA,NA,NA,228,525.37,226,228,1437,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA 02035","02035",TRUE,"1 Patriot Place","gillette-stadium","US","Gillette Stadium","MA","America/New_York","Foxborough, MA",0,15,"Gillette Stadium",506,0.8983344,33,"Foxborough",-71.2674,42.0906,"2018-08-22T15:36:58Z","NONE",FALSE
"67","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","nfl","2018-10-16T04:15:00","","2018-10-15T19:15:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","49ers at Packers","San Francisco 49ers at Green Bay Packers",FALSE,0.784,"2018-04-20T00:47:13",FALSE,0.704,"2018-10-16T00:15:00",4346914,NA,NA,NA,166,321.59,153,166,719,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI 54304","54304",TRUE,"1265 Lombardi Avenue","lambeau-field","US","Lambeau Field","WI","America/Chicago","Green Bay, WI",0,6,"Lambeau Field",658,0.92909414,1125,"Green Bay",-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"68","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","nfl","2018-10-19T04:20:00","","2018-10-18T17:20:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Broncos at Cardinals","Denver Broncos at Arizona Cardinals",FALSE,0.771,"2018-04-20T00:47:51",FALSE,0.695,"2018-10-19T00:20:00",4347102,NA,883,134,55,169.78296,493,55,607,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","85305",TRUE,"1 Cardinals Drive","state-farm-stadium","US","State Farm Stadium","AZ","America/Phoenix","Glendale, AZ",0,10,"State Farm Stadium",753,0.93402725,43,"Glendale",-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"69","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322","nfl","2018-10-21T03:30:00","","2018-10-20T18:30:00",FALSE,"normal",FALSE,"2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,0.297,"2018-08-01T16:01:33",FALSE,0.256,"2018-10-20T23:30:00",4471322,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","Jonesboro, AR 72401","72401",TRUE,"217 Olympic Drive","asu-convocation-center-1","US","ASU Convocation Center","AR","America/Chicago","Jonesboro, AR",0,32,"ASU Convocation Center",734,0.5808074,4081,"Jonesboro",-90.6691,35.8438,NA,NA,NA
"70","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Bills at Colts","Buffalo Bills at Indianapolis Colts",FALSE,0.719,"2018-04-20T00:47:22",FALSE,0.645,"2018-10-21T17:00:00",4346960,NA,NA,NA,33,109.31,677,35,875,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN 46225","46225",TRUE,"500 South Capitol Avenue","lucas-oil-stadium","US","Lucas Oil Stadium","IN","America/Indiana/Indianapolis","Indianapolis, IN",0,14,"Lucas Oil Stadium",527,0.9071682,1130,"Indianapolis",-86.1639,39.7601,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"71","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","nfl","2018-10-21T21:00:00","","2018-10-21T12:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Patriots at Bears","New England Patriots at Chicago Bears",FALSE,0.809,"2018-04-20T00:47:33",FALSE,0.734,"2018-10-21T17:00:00",4347008,NA,NA,NA,276,595.84,99,333,1198,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","60605",TRUE,"1410 S. Museum Campus Drive","soldier-field","US","Soldier Field","IL","America/Chicago","Chicago, IL",0,10,"Soldier Field",602,0.940013,31,"Chicago",-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"72","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Vikings at Jets","Minnesota Vikings at New York Jets",FALSE,0.776,"2018-04-20T00:47:26",FALSE,0.704,"2018-10-21T17:00:00",4346975,NA,NA,NA,69,193.74,533,69,1062,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","07073",TRUE,"1 MetLife Stadium Drive","metlife-stadium","US","MetLife Stadium","NJ","America/New_York","East Rutherford, NJ",0,17,"MetLife Stadium",501,0.94873494,1587,"East Rutherford",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"73","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Lions at Dolphins","Detroit Lions at Miami Dolphins",FALSE,0.727,"2018-04-20T00:47:47",FALSE,0.659,"2018-10-21T17:00:00",4347084,NA,NA,NA,52,156.21,183,52,899,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","33056",TRUE,"347 Don Shula Dr.","hard-rock-stadium","US","Hard Rock Stadium","FL","America/New_York","Miami Gardens, FL",0,38,"Hard Rock Stadium",528,0.8378203,29,"Miami Gardens",-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"74","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Browns at Buccaneers","Cleveland Browns at Tampa Bay Buccaneers",FALSE,0.716,"2018-04-20T00:47:16",FALSE,0.649,"2018-10-21T17:00:00",4346931,NA,NA,NA,83,241.21,24,83,649,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/raymond-james-stadium/tickets","Tampa, FL 33607","33607",TRUE,"4201 North Dale Mabry Highway","raymond-james-stadium","US","Raymond James Stadium","FL","America/New_York","Tampa, FL",0,16,"Raymond James Stadium",539,0.86513025,39,"Tampa",-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"75","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Texans at Jaguars","Houston Texans at Jacksonville Jaguars",FALSE,0.68,"2018-04-20T00:47:19",FALSE,0.615,"2018-10-21T17:00:00",4346948,NA,864,98,48,126.22115,624,54,588,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/everbank-field/tickets","Jacksonville, FL 32202","32202",TRUE,"1 Everbank Field Dr","everbank-field","US","EverBank Field","FL","America/New_York","Jacksonville, FL",0,9,"EverBank Field",561,0.83759147,5178,"Jacksonville",-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"76","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","nfl","2018-10-21T21:00:00","","2018-10-21T12:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Bengals at Chiefs","Cincinnati Bengals at Kansas City Chiefs",FALSE,0.745,"2018-04-20T00:47:27",FALSE,0.674,"2018-10-21T17:00:00",4346982,NA,NA,NA,42,136.03,1006,44,602,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","64129",TRUE,"1 Arrowhead Drive","arrowhead-stadium","US","Arrowhead Stadium","MO","America/Chicago","Kansas City, MO",0,9,"Arrowhead Stadium",616,0.8827867,1128,"Kansas City",-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"77","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","nfl","2018-10-21T21:00:00","","2018-10-21T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Panthers at Eagles","Carolina Panthers at Philadelphia Eagles",FALSE,0.778,"2018-04-20T00:47:39",FALSE,0.704,"2018-10-21T17:00:00",4347036,NA,921,394,211,435.0277,361,156,3680,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA 19148","19148",TRUE,"1020 Pattison Ave","lincoln-financial-field","US","Lincoln Financial Field","PA","America/New_York","Philadelphia, PA",0,17,"Lincoln Financial Field",504,0.90542686,330,"Philadelphia",-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"78","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","nfl","2018-10-22T00:05:00","","2018-10-21T16:05:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Saints at Ravens","New Orleans Saints at Baltimore Ravens",FALSE,0.72,"2018-04-20T00:47:45",FALSE,0.651,"2018-10-21T20:05:00",4347071,NA,NA,NA,57,153.97,515,57,607,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","21230",TRUE,"1101 Russell St","m-t-bank-stadium","US","M&T Bank Stadium","MD","America/New_York","Baltimore, MD",0,8,"M&T Bank Stadium",512,0.8927189,1121,"Baltimore",-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"79","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","nfl","2018-10-22T00:25:00","","2018-10-21T16:25:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Cowboys at Redskins","Dallas Cowboys at Washington Redskins",FALSE,0.818,"2018-04-20T00:47:18",FALSE,0.739,"2018-10-21T20:25:00",4346941,NA,NA,NA,199,378.74,615,199,1248,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","20785",TRUE,"1600 Fedex Way","fedex-field","US","FedEx Field","MD","America/New_York","Landover, MD",0,7,"FedEx Field",511,0.9333444,35,"Landover",-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"80","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","nfl","2018-10-22T04:20:00","","2018-10-21T17:20:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Rams at 49ers","Los Angeles Rams at San Francisco 49ers",FALSE,0.765,"2018-04-20T00:47:54",FALSE,0.695,"2018-10-22T00:20:00",4347118,NA,NA,NA,104,258.68,905,104,2989,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","95054",TRUE,"4900 Marie P DeBartolo Way","levi-s-stadium","US","Levi's Stadium","CA","America/Los_Angeles","Santa Clara, CA",0,13,"Levi's Stadium",0,0.95768774,58670,"Santa Clara",-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"81","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","nfl","2018-10-23T04:15:00","","2018-10-22T20:15:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Giants at Falcons","New York Giants at Atlanta Falcons",FALSE,0.785,"2018-04-20T00:47:42",FALSE,0.712,"2018-10-23T00:15:00",4347050,NA,NA,NA,121,320.03,688,121,1791,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","30313",TRUE,"35 Northside Dr NW","mercedes-benz-stadium","US","Mercedes-Benz Stadium","GA","America/New_York","Atlanta, GA",0,19,"Mercedes-Benz Stadium",0,0.76958936,419590,"Atlanta",-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"82","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","ncaa_football","2018-10-24T04:00:00","","2018-10-23T19:00:00",FALSE,"normal",FALSE,"2018-02-28T00:00:00","Troy at South Alabama","Troy Trojans at South Alabama Jaguars Football",FALSE,0.378,"2018-02-28T15:00:17",FALSE,0.275,"2018-10-24T00:00:00",4281985,NA,NA,NA,27,43.75,26,27,93,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","36604",TRUE,"1621 Virginia St.","ladd-peebles-stadium","US","Ladd Peebles Stadium","AL","America/Chicago","Mobile, AL",0,6,"Ladd Peebles Stadium",686,0.50177634,3716,"Mobile",-88.0761,30.6748,NA,NA,NA
"83","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","nfl","2018-10-26T04:20:00","","2018-10-25T19:20:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Dolphins at Texans","Miami Dolphins at Houston Texans",FALSE,0.721,"2018-04-20T00:47:36",FALSE,0.663,"2018-10-26T00:20:00",4347018,NA,NA,NA,49,174.93,521,49,1009,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","77054",TRUE,"1 Reliant Park","nrg-stadium","US","NRG Stadium","TX","America/Chicago","Houston, TX",0,44,"NRG Stadium",618,0.8624192,41,"Houston",-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"84","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","nfl","2018-10-28T21:00:00","","2018-10-28T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Seahawks at Lions","Seattle Seahawks at Detroit Lions",FALSE,0.767,"2018-04-20T00:47:37",FALSE,0.696,"2018-10-28T17:00:00",4347026,NA,NA,NA,70,163.23,430,72,780,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/ford-field/tickets","Detroit, MI 48226","48226",TRUE,"2000 Brush St.","ford-field","US","Ford Field","MI","America/Detroit","Detroit, MI",0,11,"Ford Field",505,0.9029952,346,"Detroit",-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"85","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","nfl","2018-10-28T21:00:00","","2018-10-28T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Buccaneers at Bengals","Tampa Bay Buccaneers at Cincinnati Bengals",FALSE,0.706,"2018-04-20T00:47:40",FALSE,0.645,"2018-10-28T17:00:00",4347041,NA,NA,NA,39,99.16,696,39,332,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","45202",TRUE,"1 Paul Brown Stadium","paul-brown-stadium","US","Paul Brown Stadium","OH","America/New_York","Cincinnati, OH",0,7,"Paul Brown Stadium",515,0.86166537,1124,"Cincinnati",-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"86","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","nfl","2018-10-28T21:00:00","","2018-10-28T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Ravens at Panthers","Baltimore Ravens at Carolina Panthers",FALSE,0.734,"2018-04-20T00:47:45",FALSE,0.672,"2018-10-28T17:00:00",4347070,NA,1033,167,87,217.06186,388,87,648,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","28202",TRUE,"800 South Mint Street","bank-of-america-stadium","US","Bank of America Stadium","NC","America/New_York","Charlotte, NC",0,9,"Bank of America Stadium",517,0.8968222,1122,"Charlotte",-80.8524,35.2243,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"87","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","nfl","2018-10-28T21:00:00","","2018-10-28T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Redskins at Giants","Washington Redskins at New York Giants",FALSE,0.759,"2018-04-20T00:47:17",FALSE,0.697,"2018-10-28T17:00:00",4346940,NA,NA,NA,133,308.88,432,133,1369,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","07073",TRUE,"1 MetLife Stadium Drive","metlife-stadium","US","MetLife Stadium","NJ","America/New_York","East Rutherford, NJ",0,17,"MetLife Stadium",501,0.94873494,1587,"East Rutherford",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"88","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","nfl","2018-10-28T21:00:00","","2018-10-28T13:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Browns at Steelers","Cleveland Browns at Pittsburgh Steelers",FALSE,0.746,"2018-04-20T00:47:46",FALSE,0.681,"2018-10-28T17:00:00",4347078,NA,NA,NA,119,280.1,397,119,1138,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","15212",TRUE,"100 Art Rooney Avenue","heinz-field","US","Heinz Field","PA","America/New_York","Pittsburgh, PA",0,10,"Heinz Field",508,0.9033526,1119,"Pittsburgh",-80.0158,40.4468,"2015-12-08T15:36:23Z","QRCODE_TM",FALSE
"89","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","nfl","2018-10-28T21:00:00","","2018-10-28T12:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Broncos at Chiefs","Denver Broncos at Kansas City Chiefs",FALSE,0.76,"2018-04-20T00:47:27",FALSE,0.696,"2018-10-28T17:00:00",4346981,NA,1108,174,87,195.2519,917,87,840,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","64129",TRUE,"1 Arrowhead Drive","arrowhead-stadium","US","Arrowhead Stadium","MO","America/Chicago","Kansas City, MO",0,9,"Arrowhead Stadium",616,0.8827867,1128,"Kansas City",-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"90","2018-09-19","2018-09-19_16.03.17","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","nfl","2018-10-28T21:00:00","","2018-10-28T12:00:00",FALSE,"normal",FALSE,"2018-04-20T00:00:00","Jets at Bears","New York Jets at Chicago Bears",FALSE,0.743,"2018-04-20T00:47:33",FALSE,0.68,"2018-10-28T17:00:00",4347007,NA,NA,NA,107,292.57,154,107,1197,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","60605",TRUE,"1410 S. Museum Campus Drive","soldier-field","US","Soldier Field","IL","America/Chicago","Chicago, IL",0,10,"Soldier Field",602,0.940013,31,"Chicago",-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
