"","date","timestamp","created_at","status","description","datetime_utc","date_tbd","popularity","score","time_tbd","is_open","visible_until_utc","url","datetime_tbd","id","announce_date","type","datetime_local","short_title","title","general_admission","listing_count","median_price","lowest_price_good_deals","average_price","lowest_price","highest_price","visible_listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","address","has_upcoming_events","display_location","metro_code","extended_address","popularity_venue","score_venue","state","country","name","url_venue","slug","postal_code","id_venue","timezone","name_v2","num_upcoming_events","city","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"85","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:17","normal","","2018-10-28T17:00:00",FALSE,0.871,0.922,FALSE,FALSE,"2018-10-28T21:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",FALSE,4346940,"2018-04-20T00:00:00","nfl","2018-10-28T13:00:00","Redskins at Giants","Washington Redskins at New York Giants",NA,517,235,129,293.47775,129,1497,981,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 MetLife Stadium Drive",TRUE,"East Rutherford, NJ",501,"East Rutherford, NJ 07073",0,0.94873494,"NJ","US","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","07073",1587,"America/New_York","MetLife Stadium",17,"East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"86","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:45","normal","","2018-10-28T17:00:00",FALSE,0.854,0.898,FALSE,FALSE,"2018-10-28T21:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",FALSE,4347070,"2018-04-20T00:00:00","nfl","2018-10-28T13:00:00","Ravens at Panthers","Baltimore Ravens at Carolina Panthers",NA,1,102,97,102,102,102,803,"2018-08-24T21:53:39Z",FALSE,"QRCODE","800 South Mint Street",TRUE,"Charlotte, NC",517,"Charlotte, NC 28202",0,0.8968222,"NC","US","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium","28202",1122,"America/New_York","Bank of America Stadium",9,"Charlotte",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"87","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:27","normal","","2018-10-28T17:00:00",FALSE,0.863,0.91,FALSE,FALSE,"2018-10-28T21:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",FALSE,4346981,"2018-04-20T00:00:00","nfl","2018-10-28T12:00:00","Broncos at Chiefs","Denver Broncos at Kansas City Chiefs",NA,888,175,92,198.30743,91,840,1071,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 Arrowhead Drive",TRUE,"Kansas City, MO",616,"Kansas City, MO 64129",0,0.8827867,"MO","US","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","64129",1128,"America/Chicago","Arrowhead Stadium",9,"Kansas City",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"88","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:46","normal","","2018-10-28T17:00:00",FALSE,0.86,0.903,FALSE,FALSE,"2018-10-28T21:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",FALSE,4347078,"2018-04-20T00:00:00","nfl","2018-10-28T13:00:00","Browns at Steelers","Cleveland Browns at Pittsburgh Steelers",NA,306,241,115,290.14053,115,1142,685,"2018-08-24T21:53:39Z",FALSE,"QRCODE","100 Art Rooney Avenue",TRUE,"Pittsburgh, PA",508,"Pittsburgh, PA 15212",0,0.9033526,"PA","US","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","heinz-field","15212",1119,"America/New_York","Heinz Field",10,"Pittsburgh",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"89","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:33","normal","","2018-10-28T17:00:00",FALSE,0.857,0.902,FALSE,FALSE,"2018-10-28T21:00:00","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",FALSE,4347007,"2018-04-20T00:00:00","nfl","2018-10-28T12:00:00","Jets at Bears","New York Jets at Chicago Bears",NA,120,287,132,315.70834,142,1196,819,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1410 S. Museum Campus Drive",TRUE,"Chicago, IL",602,"Chicago, IL 60605",0,0.940013,"IL","US","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","60605",31,"America/Chicago","Soldier Field",10,"Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"90","2018-09-21","2018-09-21_11.00.46","2018-04-20T01:04:25","normal","","2018-10-28T20:05:00",FALSE,0.839,0.881,FALSE,FALSE,"2018-10-29T00:05:00","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",FALSE,4347153,"2018-04-20T00:00:00","nfl","2018-10-28T13:05:00","Colts at Raiders","Indianapolis Colts at Oakland Raiders",NA,533,174,79,182.55347,82,588,839,"2018-08-24T21:53:39Z",FALSE,"QRCODE","7000 Coliseum Way",TRUE,"Oakland, CA",807,"Oakland, CA 94621",0,0.7817843,"CA","US","Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","oakland-alameda-county-coliseum","94621",14,"America/Los_Angeles","Oakland-Alameda County Coliseum",21,"Oakland",37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"91","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:14","normal","","2018-10-28T20:25:00",FALSE,0.905,0.965,FALSE,FALSE,"2018-10-29T00:25:00","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",FALSE,4346921,"2018-04-20T00:00:00","nfl","2018-10-28T13:25:00","Packers at Rams","Green Bay Packers at Los Angeles Rams",NA,459,546,253,880.2789,272,126802,1090,"2018-08-24T21:53:39Z",FALSE,"QRCODE","3911 S Figueroa St",TRUE,"Los Angeles, CA",0,"Los Angeles, CA 90037",0,0.86898464,"CA","US","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1","90037",51012,"America/Los_Angeles","Los Angeles Memorial Coliseum",11,"Los Angeles",34.0138,-118.288,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"92","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:51","normal","","2018-10-28T20:25:00",FALSE,0.875,0.918,FALSE,FALSE,"2018-10-29T00:25:00","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",FALSE,4347101,"2018-04-20T00:00:00","nfl","2018-10-28T13:25:00","49ers at Cardinals","San Francisco 49ers at Arizona Cardinals",NA,750,112,39,137.91867,39,669,1138,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 Cardinals Drive",TRUE,"Glendale, AZ",753,"Glendale, AZ 85305",0,0.93402725,"AZ","US","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium","85305",43,"America/Phoenix","State Farm Stadium",9,"Glendale",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"93","2018-09-21","2018-09-21_11.00.46","2018-04-20T01:04:04","normal","","2018-10-29T00:20:00",FALSE,0.865,0.908,FALSE,FALSE,"2018-10-29T04:20:00","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",FALSE,4347136,"2018-04-20T00:00:00","nfl","2018-10-28T19:20:00","Saints at Vikings","New Orleans Saints at Minnesota Vikings",NA,473,286,130,329.3256,132,2402,851,"2018-08-24T21:53:39Z",FALSE,"QRCODE","401 Chicago Avenue",TRUE,"Minneapolis, MN",0,"Minneapolis, MN 55415",0,0.88524246,"MN","US","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","55415",218451,"America/Chicago","U.S. Bank Stadium",14,"Minneapolis",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"94","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:44","normal","","2018-10-30T00:15:00",FALSE,0.867,0.919,FALSE,FALSE,"2018-10-30T04:15:00","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",FALSE,4347062,"2018-04-20T00:00:00","nfl","2018-10-29T20:15:00","Patriots at Bills","New England Patriots at Buffalo Bills",NA,971,162,95,310.05872,95,123594,1154,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 Bills Drive",TRUE,"Orchard Park, NY",514,"Orchard Park, NY 14127",0,0.8815085,"NY","US","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","new-era-field","14127",1135,"America/New_York","New Era Field",7,"Orchard Park",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"95","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:57","normal","","2018-11-02T00:20:00",FALSE,0.91,0.977,FALSE,FALSE,"2018-11-02T04:20:00","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",FALSE,4347131,"2018-04-20T00:00:00","nfl","2018-11-01T17:20:00","Raiders at 49ers","Oakland Raiders at San Francisco 49ers",NA,720,494,271,536.85693,271,3068,952,"2018-08-24T21:53:39Z",FALSE,"QRCODE","4900 Marie P DeBartolo Way",TRUE,"Santa Clara, CA",0,"Santa Clara, CA 95054",0,0.95768774,"CA","US","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","95054",58670,"America/Los_Angeles","Levi's Stadium",13,"Santa Clara",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"96","2018-09-21","2018-09-21_11.00.46","2018-02-28T15:00:09","normal","","2018-11-03T19:00:00",FALSE,0.512,0.476,FALSE,FALSE,"2018-11-03T23:00:00","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935",FALSE,4281935,"2018-02-28T00:00:00","ncaa_football","2018-11-03T14:00:00","South Alabama at Arkansas State","South Alabama Jaguars at Arkansas State Red Wolves Football",NA,148,45,NA,44.743244,23,78,55,NA,NA,NA,"2180 Aggie Rd",TRUE,"Jonesboro, AR",0,"Jonesboro, AR 72401",0,0.47753516,"AR","US","Centennial Bank Stadium","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","centennial-bank-stadium-1","72401",8896,"America/Chicago","Centennial Bank Stadium",4,"Jonesboro",35.8429,-90.6797,NA,NA,NA
"97","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:47","normal","","2018-11-04T18:00:00",FALSE,0.84,0.891,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083",FALSE,4347083,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Jets at Dolphins","New York Jets at Miami Dolphins",NA,156,155,59,172.44872,67,904,962,"2018-08-24T21:53:39Z",FALSE,"QRCODE","347 Don Shula Dr.",TRUE,"Miami Gardens, FL",528,"Miami Gardens, FL 33056",0,0.8378203,"FL","US","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","33056",29,"America/New_York","Hard Rock Stadium",38,"Miami Gardens",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"98","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:31","normal","","2018-11-04T18:00:00",FALSE,0.819,0.853,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997",FALSE,4346997,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Chiefs at Browns","Kansas City Chiefs at Cleveland Browns",NA,465,125,44,147.25807,45,677,1264,"2018-08-24T21:53:39Z",FALSE,"QRCODE","100 Alfred Lerner Way",TRUE,"Cleveland, OH",510,"Cleveland, OH 44114",0,0.86852187,"OH","US","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","44114",1123,"America/New_York","FirstEnergy Stadium",6,"Cleveland",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"99","2018-09-21","2018-09-21_11.00.46","2018-04-20T01:04:05","normal","","2018-11-04T18:00:00",FALSE,0.859,0.903,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140",FALSE,4347140,"2018-04-20T00:00:00","nfl","2018-11-04T12:00:00","Lions at Vikings","Detroit Lions at Minnesota Vikings",NA,486,220,110,264.66873,110,1553,859,"2018-08-24T21:53:39Z",FALSE,"QRCODE","401 Chicago Avenue",TRUE,"Minneapolis, MN",0,"Minneapolis, MN 55415",0,0.88524246,"MN","US","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","55415",218451,"America/Chicago","U.S. Bank Stadium",14,"Minneapolis",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"100","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:45","normal","","2018-11-04T18:00:00",FALSE,0.843,0.892,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069",FALSE,4347069,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Steelers at Ravens","Pittsburgh Steelers at Baltimore Ravens",NA,535,197,121,268.3869,125,11280,944,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1101 Russell St",TRUE,"Baltimore, MD",512,"Baltimore, MD 21230",0,0.8927189,"MD","US","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium","21230",1121,"America/New_York","M&T Bank Stadium",8,"Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"101","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:17","normal","","2018-11-04T18:00:00",FALSE,0.869,0.918,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937",FALSE,4346937,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Falcons at Redskins","Atlanta Falcons at Washington Redskins",NA,595,146,75,166.72101,75,451,1063,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1600 Fedex Way",TRUE,"Landover, MD",511,"Landover, MD 20785",0,0.9333444,"MD","US","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","20785",35,"America/New_York","FedEx Field",7,"Landover",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"102","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:43","normal","","2018-11-04T18:00:00",FALSE,0.842,0.884,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061",FALSE,4347061,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Bears at Bills","Chicago Bears at Buffalo Bills",NA,866,103,48,129.73903,52,861,1268,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 Bills Drive",TRUE,"Orchard Park, NY",514,"Orchard Park, NY 14127",0,0.8815085,"NY","US","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","new-era-field","14127",1135,"America/New_York","New Era Field",7,"Orchard Park",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"103","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:38","normal","","2018-11-04T18:00:00",FALSE,0.829,0.872,FALSE,FALSE,"2018-11-04T22:00:00","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033",FALSE,4347033,"2018-04-20T00:00:00","nfl","2018-11-04T13:00:00","Buccaneers at Panthers","Tampa Bay Buccaneers at Carolina Panthers",NA,390,159,67,196.04103,75,1081,888,"2018-08-24T21:53:39Z",FALSE,"QRCODE","800 South Mint Street",TRUE,"Charlotte, NC",517,"Charlotte, NC 28202",0,0.8968222,"NC","US","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium","28202",1122,"America/New_York","Bank of America Stadium",9,"Charlotte",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"104","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:56","normal","","2018-11-04T21:05:00",FALSE,0.852,0.902,FALSE,FALSE,"2018-11-05T01:05:00","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127",FALSE,4347127,"2018-04-20T00:00:00","nfl","2018-11-04T13:05:00","Chargers at Seahawks","Los Angeles Chargers at Seattle Seahawks",NA,247,338,147,355.29553,147,1068,663,"2018-08-24T21:53:39Z",FALSE,"QRCODE","800 Occidental Ave S",TRUE,"Seattle, WA",819,"Seattle, WA 98134",0,0.87232786,"WA","US","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field","98134",339,"America/Los_Angeles","CenturyLink Field",12,"Seattle",47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"105","2018-09-21","2018-09-21_11.00.46","2018-04-20T01:04:05","normal","","2018-11-04T21:05:00",FALSE,0.829,0.864,FALSE,FALSE,"2018-11-05T01:05:00","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141",FALSE,4347141,"2018-04-20T00:00:00","nfl","2018-11-04T14:05:00","Texans at Broncos","Houston Texans at Denver Broncos",NA,103,281,126,344.82526,145,1270,863,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1701 Bryant St.",TRUE,"Denver, CO",751,"Denver, CO 80204",0,0.9028296,"CO","US","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high","80204",1131,"America/Denver","Sports Authority Field at Mile High",6,"Denver",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"106","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:25","normal","","2018-11-04T21:25:00",FALSE,0.834,0.874,FALSE,TRUE,"2018-11-05T01:25:00","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970",FALSE,4346970,"2018-04-20T00:00:00","nfl","2018-11-04T15:25:00","Rams at Saints","Los Angeles Rams at New Orleans Saints",NA,1320,220,81,249.39621,81,5941,1183,"2018-05-29T20:39:08Z",FALSE,"QRCODE","1500 Sugar Bowl Drive",TRUE,"New Orleans, LA",622,"New Orleans, LA 70112",0,0.8966978,"LA","US","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","mercedes-benz-superdome","70112",128,"America/Chicago","Mercedes-Benz Superdome",18,"New Orleans",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"107","2018-09-21","2018-09-21_11.00.46","2018-08-23T19:51:10","normal","","2018-11-05T01:00:00",FALSE,0.597,0.555,FALSE,FALSE,"2018-11-05T05:00:00","https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650",FALSE,4494650,"2018-08-23T00:00:00","concert","2018-11-04T19:00:00","Alex G","Alex G",TRUE,29,64,NA,115.27586,47,584,1,NA,NA,NA,"1807 S Allport St",TRUE,"Chicago, IL",0,"Chicago, IL 60608",0,0.51888376,"IL","US","Thalia Hall","https://seatgeek.com/venues/thalia-hall/tickets","thalia-hall","60608",60271,"America/Chicago","Thalia Hall",56,"Chicago",41.8577,-87.6575,NA,NA,NA
"108","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:49","normal","","2018-11-05T01:20:00",FALSE,0.921,0.985,FALSE,FALSE,"2018-11-05T05:20:00","https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089",FALSE,4347089,"2018-04-20T00:00:00","nfl","2018-11-04T20:20:00","Packers at Patriots","Green Bay Packers at New England Patriots",NA,140,747,384,822.00714,458,1929,631,"2018-08-24T21:53:39Z",FALSE,"QRCODE","1 Patriot Place",TRUE,"Foxborough, MA",506,"Foxborough, MA 02035",0,0.8983344,"MA","US","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium","02035",33,"America/New_York","Gillette Stadium",15,"Foxborough",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"109","2018-09-21","2018-09-21_11.00.46","2018-04-05T23:08:47","normal","","2018-11-06T01:15:00",FALSE,0.89,0.953,FALSE,TRUE,"2018-11-06T05:15:00","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922",FALSE,4327922,"2018-04-05T00:00:00","nfl","2018-11-05T19:15:00","Titans at Cowboys","Tennessee Titans at Dallas Cowboys",NA,3811,221,NA,277.61664,NA,6182,2867,"2018-04-17T22:02:33Z",FALSE,"QRCODE","1 AT&T Way",TRUE,"Arlington, TX",623,"Arlington, TX 76011",0,0.9751414,"TX","US","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","76011",4965,"America/Chicago","AT&T Stadium",22,"Arlington",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"110","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:46","normal","","2018-11-09T01:20:00",FALSE,0.837,0.889,FALSE,FALSE,"2018-11-09T05:20:00","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075",FALSE,4347075,"2018-04-20T00:00:00","nfl","2018-11-08T20:20:00","Panthers at Steelers","Carolina Panthers at Pittsburgh Steelers",NA,593,159,83,206.3828,83,1197,1024,"2018-08-24T21:53:39Z",FALSE,"QRCODE","100 Art Rooney Avenue",TRUE,"Pittsburgh, PA",508,"Pittsburgh, PA 15212",0,0.9033526,"PA","US","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","heinz-field","15212",1119,"America/New_York","Heinz Field",10,"Pittsburgh",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"111","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:30","normal","","2018-11-11T17:00:00",FALSE,0.86,0.921,FALSE,FALSE,"2018-11-11T21:00:00","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990",FALSE,4346990,"2018-04-20T00:00:00","nfl","2018-11-11T12:00:00","Patriots at Titans","New England Patriots at Tennessee Titans",NA,310,500,209,568.59033,209,1932,592,"2018-08-24T21:53:40Z",FALSE,"QRCODE","1 Titans Way",TRUE,"Nashville, TN",659,"Nashville, TN 37213",0,0.8546275,"TN","US","Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","37213",1126,"America/New_York","Nissan Stadium",14,"Nashville",36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"112","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:40","normal","","2018-11-11T18:00:00",FALSE,0.828,0.881,FALSE,FALSE,"2018-11-11T22:00:00","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",FALSE,4347040,"2018-04-20T00:00:00","nfl","2018-11-11T13:00:00","Saints at Bengals","New Orleans Saints at Cincinnati Bengals",NA,500,104,53,116.352,53,413,881,"2018-08-24T21:53:40Z",FALSE,"QRCODE","1 Paul Brown Stadium",TRUE,"Cincinnati, OH",515,"Cincinnati, OH 45202",0,0.86166537,"OH","US","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium","45202",1124,"America/New_York","Paul Brown Stadium",7,"Cincinnati",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"113","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:32","normal","","2018-11-11T18:00:00",FALSE,0.84,0.896,FALSE,FALSE,"2018-11-11T22:00:00","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",FALSE,4347006,"2018-04-20T00:00:00","nfl","2018-11-11T12:00:00","Lions at Bears","Detroit Lions at Chicago Bears",NA,135,311,122,340.34814,133,1197,902,"2018-08-24T21:53:40Z",FALSE,"QRCODE","1410 S. Museum Campus Drive",TRUE,"Chicago, IL",602,"Chicago, IL 60605",0,0.940013,"IL","US","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","60605",31,"America/Chicago","Soldier Field",10,"Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"114","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:27","normal","","2018-11-11T18:00:00",FALSE,0.83,0.883,FALSE,FALSE,"2018-11-11T22:00:00","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980",FALSE,4346980,"2018-04-20T00:00:00","nfl","2018-11-11T12:00:00","Cardinals at Chiefs","Arizona Cardinals at Kansas City Chiefs",NA,1029,116,46,142.586,49,4684,1111,"2018-08-24T21:53:40Z",FALSE,"QRCODE","1 Arrowhead Drive",TRUE,"Kansas City, MO",616,"Kansas City, MO 64129",0,0.8827867,"MO","US","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","64129",1128,"America/Chicago","Arrowhead Stadium",9,"Kansas City",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"115","2018-09-21","2018-09-21_11.00.46","2018-04-20T00:47:22","normal","","2018-11-11T18:00:00",FALSE,0.814,0.854,FALSE,FALSE,"2018-11-11T22:00:00","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958",FALSE,4346958,"2018-04-20T00:00:00","nfl","2018-11-11T13:00:00","Jaguars at Colts","Jacksonville Jaguars at Indianapolis Colts",NA,695,85,34,105.805756,34,872,1091,"2018-08-24T21:53:40Z",FALSE,"QRCODE","500 South Capitol Avenue",TRUE,"Indianapolis, IN",527,"Indianapolis, IN 46225",0,0.9071682,"IN","US","Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium","46225",1130,"America/Indiana/Indianapolis","Lucas Oil Stadium",14,"Indianapolis",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
