"","date","timestamp","datetime_tbd","description","is_open","short_title","visible_until_utc","type","score","time_tbd","date_tbd","announce_date","popularity","url","datetime_local","status","title","datetime_utc","created_at","id","general_admission","median_price","lowest_price_good_deals","lowest_price","visible_listing_count","average_price","highest_price","listing_count","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","name_v2","has_upcoming_events","score_venue","slug","country","city","popularity_venue","postal_code","url_venue","extended_address","timezone","address","name","display_location","metro_code","state","id_venue","num_upcoming_events","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"59","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Bills at Texans","2018-10-14T21:00:00","nfl",0.91,FALSE,FALSE,"2018-04-20T00:00:00",0.864,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T12:00:00","normal","Buffalo Bills at Houston Texans","2018-10-14T17:00:00","2018-04-20T00:47:36",4347019,NA,177,54,56,1080,196.38339,716,506,FALSE,"2018-08-24T21:53:35Z","QRCODE","NRG Stadium",TRUE,0.8624192,"nrg-stadium","US","Houston",0,"77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","America/Chicago","1 Reliant Park","NRG Stadium","Houston, TX",618,"TX",41,44,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"60","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Panthers at Redskins","2018-10-14T21:00:00","nfl",0.957,FALSE,FALSE,"2018-04-20T00:00:00",0.905,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T13:00:00","normal","Carolina Panthers at Washington Redskins","2018-10-14T17:00:00","2018-04-20T00:47:18",4346942,NA,151,93,99,977,186.0928,890,528,FALSE,"2018-08-24T21:52:02Z","QRCODE","FedEx Field",TRUE,0.9333444,"fedex-field","US","Landover",0,"20785","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","America/New_York","1600 Fedex Way","FedEx Field","Landover, MD",511,"MD",35,7,38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"61","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Chargers at Browns","2018-10-14T21:00:00","nfl",0.891,FALSE,FALSE,"2018-04-20T00:00:00",0.855,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T13:00:00","normal","Los Angeles Chargers at Cleveland Browns","2018-10-14T17:00:00","2018-04-20T00:47:31",4346998,NA,78,32,32,1177,93.49462,676,837,FALSE,"2018-08-24T21:53:35Z","QRCODE","FirstEnergy Stadium",TRUE,0.86852187,"firstenergy-stadium-15","US","Cleveland",0,"44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","America/New_York","100 Alfred Lerner Way","FirstEnergy Stadium","Cleveland, OH",510,"OH",1123,7,41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"62","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Cardinals at Vikings","2018-10-14T21:00:00","nfl",0.92,FALSE,FALSE,"2018-04-20T00:00:00",0.876,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T12:00:00","normal","Arizona Cardinals at Minnesota Vikings","2018-10-14T17:00:00","2018-04-20T01:04:06",4347145,NA,252,113,113,676,294.22318,1314,354,FALSE,"2018-08-24T21:53:38Z","QRCODE","U.S. Bank Stadium",TRUE,0.88524246,"u-s-bank-stadium","US","Minneapolis",0,"55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","America/Chicago","401 Chicago Avenue","U.S. Bank Stadium","Minneapolis, MN",0,"MN",218451,13,44.97,-93.26,FALSE,"2018-08-22T15:34:15Z","NONE"
"63","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Ravens at Titans","2018-10-14T23:25:00","nfl",0.873,FALSE,FALSE,"2018-04-20T00:00:00",0.839,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T15:25:00","normal","Baltimore Ravens at Tennessee Titans","2018-10-14T19:25:00","2018-04-20T00:47:30",4346991,NA,181,60,63,711,198.55785,720,389,FALSE,"2018-08-24T21:53:35Z","QRCODE","Nissan Stadium",TRUE,0.8546275,"nissan-stadium","US","Nashville",0,"37213","https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN 37213","America/New_York","1 Titans Way","Nissan Stadium","Nashville, TN",659,"TN",1126,14,36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE"
"64","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Rams at Broncos","2018-10-15T00:05:00","nfl",0.914,FALSE,FALSE,"2018-04-20T00:00:00",0.874,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T14:05:00","normal","Los Angeles Rams at Denver Broncos","2018-10-14T20:05:00","2018-04-20T01:04:04",4347138,NA,NA,156,156,NA,357.39,1193,114,FALSE,"2018-08-24T21:53:38Z","QRCODE","Sports Authority Field at Mile High",TRUE,0.9028296,"sports-authority-field-at-mile-high","US","Denver",0,"80204","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","America/Denver","1701 Bryant Street","Sports Authority Field at Mile High","Denver, CO",751,"CO",1131,6,39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"65","2018-09-18","2018-09-18_11.00.31",FALSE,"",TRUE,"Jaguars at Cowboys","2018-10-15T00:25:00","nfl",0.979,FALSE,FALSE,"2018-04-05T00:00:00",0.921,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T15:25:00","normal","Jacksonville Jaguars at Dallas Cowboys","2018-10-14T20:25:00","2018-04-05T23:08:47",4327923,NA,NA,32,32,NA,336.21,4309,2588,FALSE,"2018-04-17T22:02:33Z","QRCODE","AT&T Stadium",TRUE,0.9751414,"at-t-stadium","US","Arlington",0,"76011","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","America/Chicago","1 AT&T Way","AT&T Stadium","Arlington, TX",623,"TX",4965,22,32.7459,-97.0957,FALSE,"2018-04-17T22:02:33Z","QRCODE"
"66","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Chiefs at Patriots","2018-10-15T04:20:00","nfl",0.97,FALSE,FALSE,"2018-04-20T00:00:00",0.91,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-14T20:20:00","normal","Kansas City Chiefs at New England Patriots","2018-10-15T00:20:00","2018-04-20T00:47:50",4347095,NA,407,198,245,704,520.7278,1437,180,FALSE,"2018-08-24T21:53:35Z","QRCODE","Gillette Stadium",TRUE,0.8983344,"gillette-stadium","US","Foxborough",0,"02035","https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA 02035","America/New_York","1 Patriot Place","Gillette Stadium","Foxborough, MA",506,"MA",33,15,42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"67","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"49ers at Packers","2018-10-16T04:15:00","nfl",0.959,FALSE,FALSE,"2018-04-20T00:00:00",0.9,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-15T19:15:00","normal","San Francisco 49ers at Green Bay Packers","2018-10-16T00:15:00","2018-04-20T00:47:13",4346914,NA,343,181,181,577,344.33078,1197,130,FALSE,"2018-08-24T21:53:38Z","QRCODE","Lambeau Field",TRUE,0.92909414,"lambeau-field","US","Green Bay",0,"54304","https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI 54304","America/Chicago","1265 Lombardi Avenue","Lambeau Field","Green Bay, WI",658,"WI",1125,6,44.5013,-88.0622,FALSE,"2015-09-02T22:43:34Z","QRCODE_TM"
"68","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Broncos at Cardinals","2018-10-19T04:20:00","nfl",0.946,FALSE,FALSE,"2018-04-20T00:00:00",0.888,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-18T17:20:00","normal","Denver Broncos at Arizona Cardinals","2018-10-19T00:20:00","2018-04-20T00:47:51",4347102,NA,133,55,56,884,167.83757,667,511,FALSE,"2018-08-24T21:53:38Z","QRCODE","State Farm Stadium",TRUE,0.93402725,"state-farm-stadium","US","Glendale",0,"85305","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","America/Phoenix","1 Cardinals Drive","State Farm Stadium","Glendale, AZ",753,"AZ",43,10,33.5294,-112.262,FALSE,"2015-12-21T17:26:05Z","NONE"
"69","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-21T03:30:00","sports",0.354,FALSE,FALSE,"2018-08-01T00:00:00",0.432,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-10-20T18:30:00","normal","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-20T23:30:00","2018-08-01T16:01:33",4471322,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"2018-08-24T21:53:38Z","QRCODE","ASU Convocation Center",TRUE,0.5808074,"asu-convocation-center-1","US","Jonesboro",0,"72401","https://seatgeek.com/venues/asu-convocation-center-1/tickets","Jonesboro, AR 72401","America/Chicago","217 Olympic Drive","ASU Convocation Center","Jonesboro, AR",734,"AR",4081,32,35.8438,-90.6691,NA,NA,NA
"70","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Patriots at Bears","2018-10-21T21:00:00","nfl",0.997,FALSE,FALSE,"2018-04-20T00:00:00",0.923,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T12:00:00","normal","New England Patriots at Chicago Bears","2018-10-21T17:00:00","2018-04-20T00:47:33",4347008,NA,561,301,281,616,597.68677,1132,83,FALSE,"2018-08-24T21:53:38Z","QRCODE","Soldier Field",TRUE,0.940013,"soldier-field","US","Chicago",0,"60605","https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","America/Chicago","1410 S. Museum Campus Drive","Soldier Field","Chicago, IL",602,"IL",31,10,41.8623,-87.6159,FALSE,"2018-06-02T00:44:08Z","NONE"
"71","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Bills at Colts","2018-10-21T21:00:00","nfl",0.883,FALSE,FALSE,"2018-04-20T00:00:00",0.841,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T13:00:00","normal","Buffalo Bills at Indianapolis Colts","2018-10-21T17:00:00","2018-04-20T00:47:22",4346960,NA,85,34,34,1018,108.94512,878,656,FALSE,"2018-08-24T21:53:38Z","QRCODE","Lucas Oil Stadium",TRUE,0.9071682,"lucas-oil-stadium","US","Indianapolis",0,"46225","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN 46225","America/Indiana/Indianapolis","500 South Capitol Avenue","Lucas Oil Stadium","Indianapolis, IN",527,"IN",1130,12,39.7601,-86.1639,FALSE,"2018-09-13T22:29:37Z","QRCODE_TM"
"72","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Vikings at Jets","2018-10-21T21:00:00","nfl",0.965,FALSE,FALSE,"2018-04-20T00:00:00",0.898,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T13:00:00","normal","Minnesota Vikings at New York Jets","2018-10-21T17:00:00","2018-04-20T00:47:26",4346975,NA,180,71,75,960,220.77802,1062,473,FALSE,"2018-08-24T21:53:38Z","QRCODE","MetLife Stadium",TRUE,0.94873494,"metlife-stadium","US","East Rutherford",0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","America/New_York","1 MetLife Stadium Drive","MetLife Stadium","East Rutherford, NJ",501,"NJ",1587,17,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"73","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Browns at Buccaneers","2018-10-21T21:00:00","nfl",0.888,FALSE,FALSE,"2018-04-20T00:00:00",0.838,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T13:00:00","normal","Cleveland Browns at Tampa Bay Buccaneers","2018-10-21T17:00:00","2018-04-20T00:47:16",4346931,NA,194,79,137,408,259.66666,605,21,FALSE,"2018-08-24T21:53:38Z","QRCODE","Raymond James Stadium",TRUE,0.86513025,"raymond-james-stadium","US","Tampa",0,"33607","https://seatgeek.com/venues/raymond-james-stadium/tickets","Tampa, FL 33607","America/New_York","4201 North Dale Mabry Highway","Raymond James Stadium","Tampa, FL",539,"FL",39,14,27.9753,-82.5034,FALSE,"2015-08-24T14:44:53Z","QRCODE_TM"
"74","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Lions at Dolphins","2018-10-21T21:00:00","nfl",0.908,FALSE,FALSE,"2018-04-20T00:00:00",0.853,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T13:00:00","normal","Detroit Lions at Miami Dolphins","2018-10-21T17:00:00","2018-04-20T00:47:47",4347084,NA,136,51,59,963,151.37059,902,170,FALSE,"2018-08-24T21:53:38Z","QRCODE","Hard Rock Stadium",TRUE,0.8378203,"hard-rock-stadium","US","Miami Gardens",0,"33056","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","America/New_York","347 Don Shula Dr.","Hard Rock Stadium","Miami Gardens, FL",528,"FL",29,38,25.96,-80.24,FALSE,"2017-10-03T18:58:44Z","NONE"
"75","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Bengals at Chiefs","2018-10-21T21:00:00","nfl",0.914,FALSE,FALSE,"2018-04-20T00:00:00",0.86,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T12:00:00","normal","Cincinnati Bengals at Kansas City Chiefs","2018-10-21T17:00:00","2018-04-20T00:47:27",4346982,NA,129,45,45,1099,137.93396,604,954,FALSE,"2018-08-24T21:53:38Z","QRCODE","Arrowhead Stadium",TRUE,0.8827867,"arrowhead-stadium","US","Kansas City",0,"64129","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","America/Chicago","1 Arrowhead Drive","Arrowhead Stadium","Kansas City, MO",616,"MO",1128,9,39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"76","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Texans at Jaguars","2018-10-21T21:00:00","nfl",0.839,FALSE,FALSE,"2018-04-20T00:00:00",0.801,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T13:00:00","normal","Houston Texans at Jacksonville Jaguars","2018-10-21T17:00:00","2018-04-20T00:47:19",4346948,NA,98,48,48,817,126.27981,588,629,FALSE,"2018-08-24T21:53:38Z","QRCODE","EverBank Field",TRUE,0.83759147,"everbank-field","US","Jacksonville",0,"32202","https://seatgeek.com/venues/everbank-field/tickets","Jacksonville, FL 32202","America/New_York","1 Everbank Field Dr","EverBank Field","Jacksonville, FL",561,"FL",5178,9,30.3239,-81.6373,FALSE,"2015-10-17T20:03:42Z","QRCODE_TM"
"77","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Panthers at Eagles","2018-10-21T21:00:00","nfl",0.961,FALSE,FALSE,"2018-04-20T00:00:00",0.897,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T13:00:00","normal","Carolina Panthers at Philadelphia Eagles","2018-10-21T17:00:00","2018-04-20T00:47:39",4347036,NA,394,152,211,916,440.337,3680,362,FALSE,"2018-08-24T21:53:38Z","QRCODE","Lincoln Financial Field",TRUE,0.90542686,"lincoln-financial-field","US","Philadelphia",0,"19148","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA 19148","America/New_York","1020 Pattison Ave","Lincoln Financial Field","Philadelphia, PA",504,"PA",330,16,39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"78","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Saints at Ravens","2018-10-22T00:05:00","nfl",0.89,FALSE,FALSE,"2018-04-20T00:00:00",0.841,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-21T16:05:00","normal","New Orleans Saints at Baltimore Ravens","2018-10-21T20:05:00","2018-04-20T00:47:45",4347071,NA,127,57,57,996,154.53195,607,485,FALSE,"2018-08-24T21:53:38Z","QRCODE","M&T Bank Stadium",TRUE,0.8927189,"m-t-bank-stadium","US","Baltimore",0,"21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","America/New_York","1101 Russell St","M&T Bank Stadium","Baltimore, MD",512,"MD",1121,8,39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"79","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Cowboys at Redskins","2018-10-22T00:25:00","nfl",1.005,FALSE,FALSE,"2018-04-20T00:00:00",0.932,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-21T16:25:00","normal","Dallas Cowboys at Washington Redskins","2018-10-21T20:25:00","2018-04-20T00:47:18",4346941,NA,316,183,186,1094,354.735,1192,683,FALSE,"2018-08-24T21:53:38Z","QRCODE","FedEx Field",TRUE,0.9333444,"fedex-field","US","Landover",0,"20785","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","America/New_York","1600 Fedex Way","FedEx Field","Landover, MD",511,"MD",35,7,38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"80","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Rams at 49ers","2018-10-22T04:20:00","nfl",0.941,FALSE,FALSE,"2018-04-20T00:00:00",0.879,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-21T17:20:00","normal","Los Angeles Rams at San Francisco 49ers","2018-10-22T00:20:00","2018-04-20T00:47:54",4347118,NA,214,109,109,1036,253.14406,2989,833,FALSE,"2018-08-24T21:53:38Z","QRCODE","Levi's Stadium",TRUE,0.95768774,"levi-s-stadium","US","Santa Clara",0,"95054","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","America/Los_Angeles","4900 Marie P DeBartolo Way","Levi's Stadium","Santa Clara, CA",0,"CA",58670,12,37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"81","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Giants at Falcons","2018-10-23T04:15:00","nfl",0.965,FALSE,FALSE,"2018-04-20T00:00:00",0.897,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-22T20:15:00","normal","New York Giants at Atlanta Falcons","2018-10-23T00:15:00","2018-04-20T00:47:42",4347050,NA,282,117,117,935,314.8561,1795,688,FALSE,"2018-08-24T21:53:38Z","QRCODE","Mercedes-Benz Stadium",TRUE,0.76958936,"mercedes-benz-stadium","US","Atlanta",0,"30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","America/New_York","441 M.L.K. Jr Dr NW","Mercedes-Benz Stadium","Atlanta, GA",0,"GA",419590,19,33.76,-84.4,FALSE,"2018-08-23T20:14:46Z","QRCODE"
"82","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Troy at South Alabama","2018-10-24T04:00:00","ncaa_football",0.331,FALSE,FALSE,"2018-02-28T00:00:00",0.413,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-23T19:00:00","normal","Troy Trojans at South Alabama Jaguars Football","2018-10-24T00:00:00","2018-02-28T15:00:17",4281985,NA,42,26,26,11,45.310345,93,29,NA,NA,NA,"Ladd Peebles Stadium",TRUE,0.50177634,"ladd-peebles-stadium","US","Mobile",0,"36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","America/Chicago","1621 Virginia St.","Ladd Peebles Stadium","Mobile, AL",686,"AL",3716,6,30.6748,-88.0761,NA,NA,NA
"83","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Dolphins at Texans","2018-10-26T04:20:00","nfl",0.905,FALSE,FALSE,"2018-04-20T00:00:00",0.841,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-25T19:20:00","normal","Miami Dolphins at Houston Texans","2018-10-26T00:20:00","2018-04-20T00:47:36",4347018,NA,133,42,42,1032,166.3996,715,488,FALSE,"2018-08-24T21:53:38Z","QRCODE","NRG Stadium",TRUE,0.8624192,"nrg-stadium","US","Houston",0,"77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","America/Chicago","1 Reliant Park","NRG Stadium","Houston, TX",618,"TX",41,44,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"84","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Seahawks at Lions","2018-10-28T21:00:00","nfl",0.942,FALSE,FALSE,"2018-04-20T00:00:00",0.88,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T13:00:00","normal","Seattle Seahawks at Detroit Lions","2018-10-28T17:00:00","2018-04-20T00:47:37",4347026,NA,139,41,71,824,165.90329,2406,548,FALSE,"2018-08-24T21:53:39Z","QRCODE","Ford Field",TRUE,0.9029952,"ford-field","US","Detroit",0,"48226","https://seatgeek.com/venues/ford-field/tickets","Detroit, MI 48226","America/Detroit","2000 Brush St.","Ford Field","Detroit, MI",505,"MI",346,9,42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"85","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Buccaneers at Bengals","2018-10-28T21:00:00","nfl",0.892,FALSE,FALSE,"2018-04-20T00:00:00",0.835,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T13:00:00","normal","Tampa Bay Buccaneers at Cincinnati Bengals","2018-10-28T17:00:00","2018-04-20T00:47:40",4347041,NA,90,40,40,908,99.67258,403,620,FALSE,"2018-08-24T21:53:39Z","QRCODE","Paul Brown Stadium",TRUE,0.86166537,"paul-brown-stadium","US","Cincinnati",0,"45202","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","America/New_York","1 Paul Brown Stadium","Paul Brown Stadium","Cincinnati, OH",515,"OH",1124,7,39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"86","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Redskins at Giants","2018-10-28T21:00:00","nfl",0.953,FALSE,FALSE,"2018-04-20T00:00:00",0.879,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T13:00:00","normal","Washington Redskins at New York Giants","2018-10-28T17:00:00","2018-04-20T00:47:17",4346940,NA,247,125,126,980,310.4532,1497,331,FALSE,"2018-08-24T21:53:39Z","QRCODE","MetLife Stadium",TRUE,0.94873494,"metlife-stadium","US","East Rutherford",0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","America/New_York","1 MetLife Stadium Drive","MetLife Stadium","East Rutherford, NJ",501,"NJ",1587,17,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"87","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Ravens at Panthers","2018-10-28T21:00:00","nfl",0.917,FALSE,FALSE,"2018-04-20T00:00:00",0.854,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T13:00:00","normal","Baltimore Ravens at Carolina Panthers","2018-10-28T17:00:00","2018-04-20T00:47:45",4347070,NA,NA,87,87,NA,215.74,685,404,FALSE,"2018-08-24T21:53:39Z","QRCODE","Bank of America Stadium",TRUE,0.8968222,"bank-of-america-stadium","US","Charlotte",0,"28202","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","America/New_York","800 South Mint Street","Bank of America Stadium","Charlotte, NC",517,"NC",1122,9,35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"88","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Broncos at Chiefs","2018-10-28T21:00:00","nfl",0.94,FALSE,FALSE,"2018-04-20T00:00:00",0.872,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T12:00:00","normal","Denver Broncos at Kansas City Chiefs","2018-10-28T17:00:00","2018-04-20T00:47:27",4346981,NA,168,87,85,1118,191.76645,691,942,FALSE,"2018-08-24T21:53:39Z","QRCODE","Arrowhead Stadium",TRUE,0.8827867,"arrowhead-stadium","US","Kansas City",0,"64129","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","America/Chicago","1 Arrowhead Drive","Arrowhead Stadium","Kansas City, MO",616,"MO",1128,9,39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"89","2018-09-18","2018-09-18_11.00.31",FALSE,"",FALSE,"Browns at Steelers","2018-10-28T21:00:00","nfl",0.926,FALSE,FALSE,"2018-04-20T00:00:00",0.863,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T13:00:00","normal","Cleveland Browns at Pittsburgh Steelers","2018-10-28T17:00:00","2018-04-20T00:47:46",4347078,NA,NA,119,119,NA,280.1,1138,397,FALSE,"2018-08-24T21:53:39Z","QRCODE","Heinz Field",TRUE,0.9033526,"heinz-field","US","Pittsburgh",0,"15212","https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","America/New_York","100 Art Rooney Avenue","Heinz Field","Pittsburgh, PA",508,"PA",1119,10,40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
