"","date","timestamp","title","datetime_local","created_at","type","url","visible_until_utc","description","date_tbd","score","datetime_utc","popularity","short_title","announce_date","datetime_tbd","id","is_open","status","time_tbd","general_admission","average_price","highest_price","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","name_v2","url_venue","extended_address","slug","display_location","has_upcoming_events","address","timezone","score_venue","popularity_venue","city","state","id_venue","num_upcoming_events","name","postal_code","country","metro_code","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"11","2018-10-18","2018-10-18_16.00.59","Dallas Cowboys at Washington Redskins","2018-10-21T16:25:00","2018-04-20T00:47:18","nfl","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-22T00:25:00","",FALSE,1.004,"2018-10-21T20:25:00",0.965,"Cowboys at Redskins","2018-04-20T00:00:00",FALSE,4346941,FALSE,"normal",FALSE,NA,242.06522,445,155,234,673,155,92,"2018-08-24T21:53:38Z",FALSE,"QRCODE","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","fedex-field","Landover, MD",TRUE,"1600 Fedex Way","America/New_York",0.9333444,0,"Landover","MD",35,5,"FedEx Field","20785","US",511,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"12","2018-10-18","2018-10-18_16.00.59","Los Angeles Rams at San Francisco 49ers","2018-10-21T13:25:00","2018-04-20T00:47:54","nfl","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-22T00:25:00","",FALSE,0.95,"2018-10-21T20:25:00",0.931,"Rams at 49ers","2018-04-20T00:00:00",FALSE,4347118,FALSE,"normal",FALSE,NA,139.9875,470,48,115,2078,48,160,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","levi-s-stadium","Santa Clara, CA",TRUE,"4900 Marie P DeBartolo Way","America/Los_Angeles",0.95768774,0,"Santa Clara","CA",58670,10,"Levi's Stadium","95054","US",0,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"13","2018-10-18","2018-10-18_16.00.59","Cincinnati Bengals at Kansas City Chiefs","2018-10-21T19:20:00","2018-04-20T00:47:27","nfl","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-22T04:20:00","",FALSE,0.913,"2018-10-22T00:20:00",0.905,"Bengals at Chiefs","2018-04-20T00:00:00",FALSE,4346982,FALSE,"normal",FALSE,NA,123.67953,441,68,110,1073,68,337,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","arrowhead-stadium","Kansas City, MO",TRUE,"1 Arrowhead Drive","America/Chicago",0.8827867,0,"Kansas City","MO",1128,6,"Arrowhead Stadium","64129","US",616,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"14","2018-10-18","2018-10-18_16.00.59","New York Giants at Atlanta Falcons","2018-10-22T20:15:00","2018-04-20T00:47:42","nfl","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-23T04:15:00","",FALSE,0.963,"2018-10-23T00:15:00",0.93,"Giants at Falcons","2018-04-20T00:00:00",FALSE,4347050,FALSE,"normal",FALSE,NA,186.94057,785,71,171,2248,71,488,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","mercedes-benz-stadium","Atlanta, GA",TRUE,"35 Northside Dr NW","America/New_York",0.76958936,0,"Atlanta","GA",419590,16,"Mercedes-Benz Stadium","30313","US",0,33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"15","2018-10-18","2018-10-18_16.00.59","Troy Trojans at South Alabama Jaguars Football","2018-10-23T19:00:00","2018-02-28T15:00:17","ncaa_football","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-24T04:00:00","",FALSE,0.293,"2018-10-24T00:00:00",0.483,"Troy at South Alabama","2018-02-28T00:00:00",FALSE,4281985,FALSE,"normal",FALSE,NA,36.391304,93,11,38,8,11,23,NA,NA,NA,"Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","ladd-peebles-stadium","Mobile, AL",TRUE,"1621 Virginia St.","America/Chicago",0.50177634,0,"Mobile","AL",3716,4,"Ladd Peebles Stadium","36604","US",686,30.6748,-88.0761,NA,NA,NA
"16","2018-10-18","2018-10-18_16.00.59","Miami Dolphins at Houston Texans","2018-10-25T19:20:00","2018-04-20T00:47:36","nfl","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-26T04:20:00","",FALSE,0.904,"2018-10-26T00:20:00",0.878,"Dolphins at Texans","2018-04-20T00:00:00",FALSE,4347018,FALSE,"normal",FALSE,NA,144.77673,505,49,116,1909,49,636,"2018-08-24T21:53:38Z",FALSE,"QRCODE","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","nrg-stadium","Houston, TX",TRUE,"1 Reliant Park","America/Chicago",0.8624192,0,"Houston","TX",41,43,"NRG Stadium","77054","US",618,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"17","2018-10-18","2018-10-18_16.00.59","Tampa Bay Buccaneers at Cincinnati Bengals","2018-10-28T13:00:00","2018-04-20T00:47:40","nfl","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T21:00:00","",FALSE,0.882,"2018-10-28T17:00:00",0.852,"Buccaneers at Bengals","2018-04-20T00:00:00",FALSE,4347041,FALSE,"normal",FALSE,NA,120.39865,362,53,109,959,54,296,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","paul-brown-stadium","Cincinnati, OH",TRUE,"1 Paul Brown Stadium","America/New_York",0.86166537,0,"Cincinnati","OH",1124,5,"Paul Brown Stadium","45202","US",515,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"18","2018-10-18","2018-10-18_16.00.59","Seattle Seahawks at Detroit Lions","2018-10-28T13:00:00","2018-04-20T00:47:37","nfl","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T21:00:00","",FALSE,0.947,"2018-10-28T17:00:00",0.898,"Seahawks at Lions","2018-04-20T00:00:00",FALSE,4347026,FALSE,"normal",FALSE,NA,140.33333,601,83,111,527,57,282,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Ford Field","https://seatgeek.com/venues/ford-field/tickets","Detroit, MI 48226","ford-field","Detroit, MI",TRUE,"2000 Brush St.","America/Detroit",0.9029952,0,"Detroit","MI",346,11,"Ford Field","48226","US",505,42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"19","2018-10-18","2018-10-18_16.00.59","Baltimore Ravens at Carolina Panthers","2018-10-28T13:00:00","2018-04-20T00:47:45","nfl","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T21:00:00","",FALSE,0.927,"2018-10-28T17:00:00",0.884,"Ravens at Panthers","2018-04-20T00:00:00",FALSE,4347070,FALSE,"normal",FALSE,NA,280.78946,798,80,239,1318,80,228,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","bank-of-america-stadium","Charlotte, NC",TRUE,"800 South Mint Street","America/New_York",0.8968222,0,"Charlotte","NC",1122,9,"Bank of America Stadium","28202","US",517,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"20","2018-10-18","2018-10-18_16.00.59","Washington Redskins at New York Giants","2018-10-28T13:00:00","2018-04-20T00:47:17","nfl","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T21:00:00","",FALSE,0.96,"2018-10-28T17:00:00",0.908,"Redskins at Giants","2018-04-20T00:00:00",FALSE,4346940,FALSE,"normal",FALSE,NA,272.08334,1080,107,207,1456,109,228,"2018-08-24T21:53:39Z",FALSE,"QRCODE","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","metlife-stadium","East Rutherford, NJ",TRUE,"1 MetLife Stadium Drive","America/New_York",0.94873494,0,"East Rutherford","NJ",1587,12,"MetLife Stadium","07073","US",501,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"21","2018-10-18","2018-10-18_16.00.59","Denver Broncos at Kansas City Chiefs","2018-10-28T12:00:00","2018-04-20T00:47:27","nfl","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T21:00:00","",FALSE,0.956,"2018-10-28T17:00:00",0.901,"Broncos at Chiefs","2018-04-20T00:00:00",FALSE,4346981,FALSE,"normal",FALSE,NA,265.0877,619,153,250,1069,153,798,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","arrowhead-stadium","Kansas City, MO",TRUE,"1 Arrowhead Drive","America/Chicago",0.8827867,0,"Kansas City","MO",1128,6,"Arrowhead Stadium","64129","US",616,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"22","2018-10-18","2018-10-18_16.00.59","Cleveland Browns at Pittsburgh Steelers","2018-10-28T13:00:00","2018-04-20T00:47:46","nfl","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T21:00:00","",FALSE,0.935,"2018-10-28T17:00:00",0.885,"Browns at Steelers","2018-04-20T00:00:00",FALSE,4347078,FALSE,"normal",FALSE,NA,316.0269,1000,145,267,846,145,186,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","heinz-field","Pittsburgh, PA",TRUE,"100 Art Rooney Avenue","America/New_York",0.9033526,0,"Pittsburgh","PA",1119,7,"Heinz Field","15212","US",508,40.4468,-80.0158,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
"23","2018-10-18","2018-10-18_16.00.59","New York Jets at Chicago Bears","2018-10-28T12:00:00","2018-04-20T00:47:33","nfl","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","2018-10-28T21:00:00","",FALSE,0.948,"2018-10-28T17:00:00",0.897,"Jets at Bears","2018-04-20T00:00:00",FALSE,4347007,FALSE,"normal",FALSE,NA,367.2388,864,197,331,904,201,67,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","soldier-field","Chicago, IL",TRUE,"1410 S. Museum Campus Drive","America/Chicago",0.940013,0,"Chicago","IL",31,8,"Soldier Field","60605","US",602,41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"24","2018-10-18","2018-10-18_16.00.59","Indianapolis Colts at Oakland Raiders","2018-10-28T13:05:00","2018-04-20T01:04:25","nfl","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","2018-10-29T00:05:00","",FALSE,0.907,"2018-10-28T20:05:00",0.87,"Colts at Raiders","2018-04-20T00:00:00",FALSE,4347153,FALSE,"normal",FALSE,NA,149.33995,421,59,141,1839,61,403,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland, CA 94621","oakland-alameda-county-coliseum","Oakland, CA",TRUE,"7000 Coliseum Way","America/Los_Angeles",0.7817843,0,"Oakland","CA",14,9,"Oakland-Alameda County Coliseum","94621","US",807,37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"25","2018-10-18","2018-10-18_16.00.59","Green Bay Packers at Los Angeles Rams","2018-10-28T13:25:00","2018-04-20T00:47:14","nfl","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","2018-10-29T00:25:00","",FALSE,0.996,"2018-10-28T20:25:00",0.928,"Packers at Rams","2018-04-20T00:00:00",FALSE,4346921,FALSE,"normal",FALSE,NA,440.8756,1233,209,376,1579,211,402,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","Los Angeles, CA 90037","los-angeles-memorial-coliseum-1","Los Angeles, CA",TRUE,"3911 S Figueroa St","America/Los_Angeles",0.86898464,0,"Los Angeles","CA",51012,8,"Los Angeles Memorial Coliseum","90037","US",0,34.0138,-118.288,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"26","2018-10-18","2018-10-18_16.00.59","San Francisco 49ers at Arizona Cardinals","2018-10-28T13:25:00","2018-04-20T00:47:51","nfl","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","2018-10-29T00:25:00","",FALSE,0.935,"2018-10-28T20:25:00",0.888,"49ers at Cardinals","2018-04-20T00:00:00",FALSE,4347101,FALSE,"normal",FALSE,NA,135.49753,6034,41,101,1262,41,605,"2018-08-24T21:53:39Z",FALSE,"QRCODE","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","state-farm-stadium","Glendale, AZ",TRUE,"1 Cardinals Drive","America/Phoenix",0.93402725,0,"Glendale","AZ",43,10,"State Farm Stadium","85305","US",753,33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"27","2018-10-18","2018-10-18_16.00.59","New Orleans Saints at Minnesota Vikings","2018-10-28T19:20:00","2018-04-20T01:04:04","nfl","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","2018-10-29T04:20:00","",FALSE,0.942,"2018-10-29T00:20:00",0.89,"Saints at Vikings","2018-04-20T00:00:00",FALSE,4347136,FALSE,"normal",FALSE,NA,331.39682,2401,125,277,1403,125,441,"2018-08-24T21:53:39Z",FALSE,"QRCODE","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","u-s-bank-stadium","Minneapolis, MN",TRUE,"401 Chicago Avenue","America/Chicago",0.88524246,0,"Minneapolis","MN",218451,14,"U.S. Bank Stadium","55415","US",0,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"28","2018-10-18","2018-10-18_16.00.59","New England Patriots at Buffalo Bills","2018-10-29T20:15:00","2018-04-20T00:47:44","nfl","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","2018-10-30T04:15:00","",FALSE,0.944,"2018-10-30T00:15:00",0.886,"Patriots at Bills","2018-04-20T00:00:00",FALSE,4347062,FALSE,"normal",FALSE,NA,158.16743,496,77,132,1459,80,645,"2018-08-24T21:53:39Z",FALSE,"QRCODE","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY 14127","new-era-field","Orchard Park, NY",TRUE,"1 Bills Drive","America/New_York",0.8815085,0,"Orchard Park","NY",1135,6,"New Era Field","14127","US",514,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"29","2018-10-18","2018-10-18_16.00.59","Oakland Raiders at San Francisco 49ers","2018-11-01T17:20:00","2018-04-20T00:47:57","nfl","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","2018-11-02T04:20:00","",FALSE,0.998,"2018-11-02T00:20:00",0.918,"Raiders at 49ers","2018-04-20T00:00:00",FALSE,4347131,FALSE,"normal",FALSE,NA,351.43506,1202,150,337,2061,171,639,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","levi-s-stadium","Santa Clara, CA",TRUE,"4900 Marie P DeBartolo Way","America/Los_Angeles",0.95768774,0,"Santa Clara","CA",58670,10,"Levi's Stadium","95054","US",0,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"30","2018-10-18","2018-10-18_16.00.59","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","2018-11-03T13:00:00","2018-07-28T16:00:52","sports","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234","2018-11-03T22:00:00","",FALSE,0.376,"2018-11-03T18:00:00",0.489,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","2018-07-28T00:00:00",FALSE,4466234,FALSE,"normal",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Horejsi Center","https://seatgeek.com/venues/horejsi-center/tickets","Lawrence, ","horejsi-center","Lawrence",TRUE,"1550 Allen Fieldhhouse Dr","America/Chicago",0.56565154,0,"Lawrence",NA,74230,4,"Horejsi Center","66045","",0,38.9535,-95.2532,NA,NA,NA
"31","2018-10-18","2018-10-18_16.00.59","South Alabama Jaguars at Arkansas State Red Wolves Football","2018-11-03T14:00:00","2018-02-28T15:00:09","ncaa_football","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-11-03T23:00:00","",FALSE,0.502,"2018-11-03T19:00:00",0.599,"South Alabama at Arkansas State","2018-02-28T00:00:00",FALSE,4281935,FALSE,"normal",FALSE,NA,42.021053,60,NA,44,96,23,95,NA,NA,NA,"Centennial Bank Stadium","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","Jonesboro, AR 72401","centennial-bank-stadium-1","Jonesboro, AR",TRUE,"2180 Aggie Rd","America/Chicago",0.47753516,0,"Jonesboro","AR",8896,2,"Centennial Bank Stadium","72401","US",0,35.8429,-90.6797,NA,NA,NA
"32","2018-10-18","2018-10-18_16.00.59","New York Jets at Miami Dolphins","2018-11-04T13:00:00","2018-04-20T00:47:47","nfl","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-11-04T22:00:00","",FALSE,0.913,"2018-11-04T18:00:00",0.852,"Jets at Dolphins","2018-04-20T00:00:00",FALSE,4347083,FALSE,"normal",FALSE,NA,204.8116,362,91,206,1523,96,69,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","hard-rock-stadium","Miami Gardens, FL",TRUE,"347 Don Shula Dr.","America/New_York",0.8378203,0,"Miami Gardens","FL",29,32,"Hard Rock Stadium","33056","US",528,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"33","2018-10-18","2018-10-18_16.00.59","Detroit Lions at Minnesota Vikings","2018-11-04T12:00:00","2018-04-20T01:04:05","nfl","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","2018-11-04T22:00:00","",FALSE,0.928,"2018-11-04T18:00:00",0.864,"Lions at Vikings","2018-04-20T00:00:00",FALSE,4347140,FALSE,"normal",FALSE,NA,286.5437,1267,121,246,1393,121,412,"2018-08-24T21:53:39Z",FALSE,"QRCODE","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","u-s-bank-stadium","Minneapolis, MN",TRUE,"401 Chicago Avenue","America/Chicago",0.88524246,0,"Minneapolis","MN",218451,14,"U.S. Bank Stadium","55415","US",0,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"34","2018-10-18","2018-10-18_16.00.59","Kansas City Chiefs at Cleveland Browns","2018-11-04T13:00:00","2018-04-20T00:47:31","nfl","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","2018-11-04T22:00:00","",FALSE,0.89,"2018-11-04T18:00:00",0.839,"Chiefs at Browns","2018-04-20T00:00:00",FALSE,4346997,FALSE,"normal",FALSE,NA,117.21359,425,53,96,1292,52,721,"2018-08-24T21:53:39Z",FALSE,"QRCODE","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","firstenergy-stadium-15","Cleveland, OH",TRUE,"100 Alfred Lerner Way","America/New_York",0.86852187,0,"Cleveland","OH",1123,5,"FirstEnergy Stadium","44114","US",510,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"35","2018-10-18","2018-10-18_16.00.59","Pittsburgh Steelers at Baltimore Ravens","2018-11-04T13:00:00","2018-04-20T00:47:45","nfl","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","2018-11-04T22:00:00","",FALSE,0.922,"2018-11-04T18:00:00",0.859,"Steelers at Ravens","2018-04-20T00:00:00",FALSE,4347069,FALSE,"normal",FALSE,NA,254.68407,835,121,204,1459,125,364,"2018-08-24T21:53:39Z",FALSE,"QRCODE","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","m-t-bank-stadium","Baltimore, MD",TRUE,"1101 Russell St","America/New_York",0.8927189,0,"Baltimore","MD",1121,6,"M&T Bank Stadium","21230","US",512,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"36","2018-10-18","2018-10-18_16.00.59","Atlanta Falcons at Washington Redskins","2018-11-04T13:00:00","2018-04-20T00:47:17","nfl","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","2018-11-04T22:00:00","",FALSE,0.949,"2018-11-04T18:00:00",0.88,"Falcons at Redskins","2018-04-20T00:00:00",FALSE,4346937,FALSE,"normal",FALSE,NA,188.12862,398,67,179,1079,67,381,"2018-08-24T21:53:39Z",FALSE,"QRCODE","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","fedex-field","Landover, MD",TRUE,"1600 Fedex Way","America/New_York",0.9333444,0,"Landover","MD",35,5,"FedEx Field","20785","US",511,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"37","2018-10-18","2018-10-18_16.00.59","Tampa Bay Buccaneers at Carolina Panthers","2018-11-04T13:00:00","2018-04-20T00:47:38","nfl","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","2018-11-04T22:00:00","",FALSE,0.895,"2018-11-04T18:00:00",0.84,"Buccaneers at Panthers","2018-04-20T00:00:00",FALSE,4347033,FALSE,"normal",FALSE,NA,213.4729,854,76,170,1531,77,406,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","bank-of-america-stadium","Charlotte, NC",TRUE,"800 South Mint Street","America/New_York",0.8968222,0,"Charlotte","NC",1122,9,"Bank of America Stadium","28202","US",517,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"38","2018-10-18","2018-10-18_16.00.59","Chicago Bears at Buffalo Bills","2018-11-04T13:00:00","2018-04-20T00:47:43","nfl","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","2018-11-04T22:00:00","",FALSE,0.934,"2018-11-04T18:00:00",0.869,"Bears at Bills","2018-04-20T00:00:00",FALSE,4347061,FALSE,"normal",FALSE,NA,164.0216,482,63,138,1160,67,509,"2018-08-24T21:53:39Z",FALSE,"QRCODE","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY 14127","new-era-field","Orchard Park, NY",TRUE,"1 Bills Drive","America/New_York",0.8815085,0,"Orchard Park","NY",1135,6,"New Era Field","14127","US",514,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"39","2018-10-18","2018-10-18_16.00.59","Los Angeles Chargers at Seattle Seahawks","2018-11-04T13:05:00","2018-04-20T00:47:56","nfl","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","2018-11-05T01:05:00","",FALSE,0.929,"2018-11-04T21:05:00",0.864,"Chargers at Seahawks","2018-04-20T00:00:00",FALSE,4347127,FALSE,"normal",FALSE,NA,362.91275,874,141,356,1592,141,149,"2018-08-24T21:53:39Z",FALSE,"QRCODE","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","Seattle, WA 98134","centurylink-field","Seattle, WA",TRUE,"800 Occidental Ave S","America/Los_Angeles",0.87232786,0,"Seattle","WA",339,8,"CenturyLink Field","98134","US",819,47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"40","2018-10-18","2018-10-18_16.00.59","Houston Texans at Denver Broncos","2018-11-04T14:05:00","2018-04-20T01:04:05","nfl","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","2018-11-05T01:05:00","",FALSE,0.907,"2018-11-04T21:05:00",0.851,"Texans at Broncos","2018-04-20T00:00:00",FALSE,4347141,FALSE,"normal",FALSE,NA,324.94507,1150,115,276,1490,134,91,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","sports-authority-field-at-mile-high","Denver, CO",TRUE,"1701 Bryant St.","America/Denver",0.9028296,0,"Denver","CO",1131,6,"Sports Authority Field at Mile High","80204","US",751,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"41","2018-10-18","2018-10-18_16.00.59","Los Angeles Rams at New Orleans Saints","2018-11-04T15:25:00","2018-04-20T00:47:25","nfl","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","2018-11-05T01:25:00","",FALSE,0.897,"2018-11-04T21:25:00",0.843,"Rams at Saints","2018-04-20T00:00:00",FALSE,4346970,TRUE,"normal",FALSE,NA,293.1048,1800,96,272,753,96,773,"2018-05-29T20:39:08Z",FALSE,"QRCODE","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA 70112","mercedes-benz-superdome","New Orleans, LA",TRUE,"1500 Sugar Bowl Drive","America/Chicago",0.8966978,0,"New Orleans","LA",128,15,"Mercedes-Benz Superdome","70112","US",622,29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
