"","date","timestamp","visible_until_utc","url","datetime_local","datetime_tbd","id","type","score","status","date_tbd","time_tbd","is_open","short_title","popularity","title","announce_date","datetime_utc","description","created_at","general_admission","listing_count","lowest_price","median_price","visible_listing_count","highest_price","average_price","lowest_price_good_deals","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","city","extended_address","country","url_venue","name_v2","slug","name","score_venue","popularity_venue","num_upcoming_events","id_venue","timezone","has_upcoming_events","state","display_location","postal_code","address","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-09-27","2018-09-27_16.00.17","2018-09-30T21:00:00","https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052","2018-09-30T13:00:00",FALSE,4347052,"nfl",0.921,"normal",FALSE,FALSE,FALSE,"Bengals at Falcons",0.962,"Cincinnati Bengals at Atlanta Falcons","2018-04-20T00:00:00","2018-09-30T17:00:00","","2018-04-20T00:47:42",NA,562,57,148,758,718,164.41637,57,"QRCODE",FALSE,"2018-08-23T20:14:46Z",0,"Atlanta","Atlanta, GA 30313","US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","mercedes-benz-stadium","Mercedes-Benz Stadium",0.76958936,0,20,419590,"America/New_York",TRUE,"GA","Atlanta, GA","30313","35 Northside Dr NW",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"12","2018-09-27","2018-09-27_16.00.17","2018-09-30T21:00:00","https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949","2018-09-30T13:00:00",FALSE,4346949,"nfl",0.835,"normal",FALSE,FALSE,FALSE,"Jets at Jaguars",0.905,"New York Jets at Jacksonville Jaguars","2018-04-20T00:00:00","2018-09-30T17:00:00","","2018-04-20T00:47:19",NA,330,40,62,540,392,79.01515,37,"QRCODE",FALSE,"2018-08-24T20:38:35Z",561,"Jacksonville","Jacksonville, FL 32202","US","https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","everbank-field","EverBank Field",0.83759147,0,8,5178,"America/New_York",TRUE,"FL","Jacksonville, FL","32202","1 Everbank Field Dr",30.3239,-81.6373,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"13","2018-09-27","2018-09-27_16.00.17","2018-10-01T00:05:00","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","2018-09-30T13:05:00",FALSE,4347103,"nfl",0.929,"normal",FALSE,FALSE,FALSE,"Seahawks at Cardinals",0.969,"Seattle Seahawks at Arizona Cardinals","2018-04-20T00:00:00","2018-09-30T20:05:00","","2018-04-20T00:47:51",NA,468,29,87,545,457,108.21154,27,"QRCODE",FALSE,"2018-09-05T19:57:48Z",753,"Glendale","Glendale, AZ 85305","US","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","state-farm-stadium","State Farm Stadium",0.93402725,0,10,43,"America/Phoenix",TRUE,"AZ","Glendale, AZ","85305","1 Cardinals Drive",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"14","2018-09-27","2018-09-27_16.00.17","2018-10-01T00:05:00","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","2018-09-30T13:05:00",FALSE,4347154,"nfl",0.883,"normal",FALSE,FALSE,FALSE,"Browns at Raiders",0.938,"Cleveland Browns at Oakland Raiders","2018-04-20T00:00:00","2018-09-30T20:05:00","","2018-04-20T01:04:25",NA,171,65,163,294,370,158.84795,65,"QRCODE",FALSE,"2018-08-24T20:56:48Z",807,"Oakland","Oakland, CA 94621","US","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","oakland-alameda-county-coliseum","Oakland-Alameda County Coliseum",0.7817843,0,20,14,"America/Los_Angeles",TRUE,"CA","Oakland, CA","94621","7000 Coliseum Way",37.7469,-122.201,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"15","2018-09-27","2018-09-27_16.00.17","2018-10-01T00:25:00","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","2018-09-30T13:25:00",FALSE,4347112,"nfl",0.945,"normal",FALSE,FALSE,FALSE,"49ers at Chargers",0.986,"San Francisco 49ers at Los Angeles Chargers","2018-04-20T00:00:00","2018-09-30T20:25:00","","2018-04-20T00:47:52",NA,208,126,201,294,461,211.47597,116,"QRCODE",FALSE,"2018-08-24T20:52:20Z",803,"Carson","Carson, CA 90746","US","https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","stubhub-center","StubHub Center",0.7228164,0,14,52,"America/Los_Angeles",TRUE,"CA","Carson, CA","90746","18400 Avalon Blvd",33.8643,-118.261,NA,NA,NA
"16","2018-09-27","2018-09-27_16.00.17","2018-10-01T00:25:00","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","2018-09-30T16:25:00",FALSE,4346972,"nfl",0.953,"normal",FALSE,FALSE,FALSE,"Saints at Giants",0.993,"New Orleans Saints at New York Giants","2018-04-20T00:00:00","2018-09-30T20:25:00","","2018-04-20T00:47:25",NA,162,134,277,414,1937,349.21606,134,"QRCODE",FALSE,"2018-08-24T20:47:31Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"17","2018-09-27","2018-09-27_16.00.17","2018-10-01T04:20:00","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","2018-09-30T20:20:00",FALSE,4347080,"nfl",0.926,"normal",FALSE,FALSE,FALSE,"Ravens at Steelers",0.957,"Baltimore Ravens at Pittsburgh Steelers","2018-04-20T00:00:00","2018-10-01T00:20:00","","2018-04-20T00:47:47",NA,154,94,199,432,606,229.8961,83,"QRCODE",FALSE,"2018-08-24T20:51:27Z",508,"Pittsburgh","Pittsburgh, PA 15212","US","https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","heinz-field","Heinz Field",0.9033526,0,10,1119,"America/New_York",TRUE,"PA","Pittsburgh, PA","15212","100 Art Rooney Avenue",40.4468,-80.0158,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"18","2018-09-27","2018-09-27_16.00.17","2018-10-02T04:15:00","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","2018-10-01T18:15:00",FALSE,4347139,"nfl",0.914,"normal",FALSE,FALSE,FALSE,"Chiefs at Broncos",0.948,"Kansas City Chiefs at Denver Broncos","2018-04-20T00:00:00","2018-10-02T00:15:00","","2018-04-20T01:04:05",NA,67,154,264,332,680,305.55225,154,"QRCODE",FALSE,"2018-08-24T20:57:25Z",751,"Denver","Denver, CO 80204","US","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",0.9028296,0,7,1131,"America/Denver",TRUE,"CO","Denver, CO","80204","1701 Bryant Street",39.74,-105.02,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"19","2018-09-27","2018-09-27_16.00.17","2018-10-05T04:20:00","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","2018-10-04T20:20:00",FALSE,4347096,"nfl",0.952,"normal",FALSE,FALSE,FALSE,"Colts at Patriots",0.951,"Indianapolis Colts at New England Patriots","2018-04-20T00:00:00","2018-10-05T00:20:00","","2018-04-20T00:47:50",NA,209,128,241,492,672,276.14832,128,"QRCODE",FALSE,"2018-08-24T21:03:24Z",506,"Foxborough","Foxborough, MA 02035","US","https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","gillette-stadium","Gillette Stadium",0.8983344,0,15,33,"America/New_York",TRUE,"MA","Foxborough, MA","02035","1 Patriot Place",42.0906,-71.2674,"NONE",FALSE,"2018-08-22T15:36:58Z"
"20","2018-09-27","2018-09-27_16.00.17","2018-10-06T23:30:00","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","2018-10-06T15:30:00",FALSE,4281989,"ncaa_football",0.708,"normal",FALSE,FALSE,FALSE,"South Alabama at Georgia Southern",0.774,"South Alabama Jaguars at Georgia Southern Eagles Football","2018-02-28T00:00:00","2018-10-06T19:30:00","","2018-02-28T15:00:17",NA,17,28,47,7,69,46.82353,NA,NA,NA,NA,507,"Statesboro","Statesboro, GA 30460","US","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","Allen E. Paulson Stadium","allen-e-paulson-stadium","Allen E. Paulson Stadium",0.41380084,0,4,2352,"America/New_York",TRUE,"GA","Statesboro, GA","30460","225 Lanier Drive",32.4488,-81.7832,NA,NA,NA
"21","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","2018-10-07T13:00:00",FALSE,4347079,"nfl",0.931,"normal",FALSE,FALSE,FALSE,"Falcons at Steelers",0.93,"Atlanta Falcons at Pittsburgh Steelers","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:47",NA,236,150,362,420,985,398.73727,150,"QRCODE",FALSE,"2018-08-24T21:16:40Z",508,"Pittsburgh","Pittsburgh, PA 15212","US","https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","heinz-field","Heinz Field",0.9033526,0,10,1119,"America/New_York",TRUE,"PA","Pittsburgh, PA","15212","100 Art Rooney Avenue",40.4468,-80.0158,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"22","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","2018-10-07T13:00:00",FALSE,4347027,"nfl",0.939,"normal",FALSE,FALSE,FALSE,"Packers at Lions",0.941,"Green Bay Packers at Detroit Lions","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:37",NA,347,115,200,581,2392,255.27666,115,"QRCODE",FALSE,"2018-08-24T21:05:06Z",505,"Detroit","Detroit, MI 48226","US","https://seatgeek.com/venues/ford-field/tickets","Ford Field","ford-field","Ford Field",0.9029952,0,11,346,"America/Detroit",TRUE,"MI","Detroit, MI","48226","2000 Brush St.",42.34,-83.0459,"NONE",FALSE,"2015-11-04T17:31:52Z"
"23","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","2018-10-07T13:00:00",FALSE,4347032,"nfl",0.937,"normal",FALSE,FALSE,FALSE,"Giants at Panthers",0.939,"New York Giants at Carolina Panthers","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:38",NA,189,164,301,417,1465,363.98413,164,"QRCODE",FALSE,"2018-08-24T21:15:58Z",517,"Charlotte","Charlotte, NC 28202","US","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","bank-of-america-stadium","Bank of America Stadium",0.8968222,0,8,1122,"America/New_York",TRUE,"NC","Charlotte, NC","28202","800 South Mint Street",35.2243,-80.8524,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"24","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","2018-10-07T13:00:00",FALSE,4347011,"nfl",0.957,"normal",FALSE,FALSE,FALSE,"Broncos at Jets",0.956,"Denver Broncos at New York Jets","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:34",NA,810,51,138,981,781,161.69629,51,"QRCODE",FALSE,"2018-09-05T19:53:41Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"25","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","2018-10-07T13:00:00",FALSE,4347043,"nfl",0.879,"normal",FALSE,FALSE,FALSE,"Dolphins at Bengals",0.896,"Miami Dolphins at Cincinnati Bengals","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:40",NA,261,59,105,657,357,113.92337,60,"QRCODE",FALSE,"2018-08-24T21:16:15Z",515,"Cincinnati","Cincinnati, OH 45202","US","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","paul-brown-stadium","Paul Brown Stadium",0.86166537,0,7,1124,"America/New_York",TRUE,"OH","Cincinnati, OH","45202","1 Paul Brown Stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"26","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","2018-10-07T12:00:00",FALSE,4346983,"nfl",0.906,"normal",FALSE,FALSE,FALSE,"Jaguars at Chiefs",0.913,"Jacksonville Jaguars at Kansas City Chiefs","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:28",NA,636,81,168,962,402,180.88051,81,"QRCODE",FALSE,"2018-08-24T21:03:49Z",616,"Kansas City","Kansas City, MO 64129","US","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","arrowhead-stadium","Arrowhead Stadium",0.8827867,0,8,1128,"America/Chicago",TRUE,"MO","Kansas City, MO","64129","1 Arrowhead Drive",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"27","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","2018-10-07T13:00:00",FALSE,4347063,"nfl",0.901,"normal",FALSE,FALSE,FALSE,"Titans at Bills",0.908,"Tennessee Titans at Buffalo Bills","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:44",NA,423,64,119,640,441,133.67612,67,"QRCODE",FALSE,"2018-08-24T21:16:26Z",514,"Orchard Park","Orchard Park, NY 14127","US","https://seatgeek.com/venues/new-era-field/tickets","New Era Field","new-era-field","New Era Field",0.8815085,0,7,1135,"America/New_York",TRUE,"NY","Orchard Park, NY","14127","1 Bills Drive",42.7737,-78.7874,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"28","2018-09-27","2018-09-27_16.00.17","2018-10-07T21:00:00","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","2018-10-07T13:00:00",FALSE,4346999,"nfl",0.888,"normal",FALSE,FALSE,FALSE,"Ravens at Browns",0.902,"Baltimore Ravens at Cleveland Browns","2018-04-20T00:00:00","2018-10-07T17:00:00","","2018-04-20T00:47:31",NA,501,71,119,661,990,156.1437,71,"QRCODE",FALSE,"2018-08-24T21:04:01Z",510,"Cleveland","Cleveland, OH 44114","US","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","firstenergy-stadium-15","FirstEnergy Stadium",0.86852187,0,6,1123,"America/New_York",TRUE,"OH","Cleveland, OH","44114","100 Alfred Lerner Way",41.5065,-81.7,"NONE",FALSE,"2015-11-11T20:55:31Z"
"29","2018-09-27","2018-09-27_16.00.17","2018-10-08T00:05:00","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-10-07T13:05:00",FALSE,4347111,"nfl",0.941,"normal",FALSE,FALSE,FALSE,"Raiders at Chargers",0.944,"Oakland Raiders at Los Angeles Chargers","2018-04-20T00:00:00","2018-10-07T20:05:00","","2018-04-20T00:47:52",NA,396,209,271,508,1197,307.44446,200,"QRCODE",FALSE,"2018-08-24T21:17:06Z",803,"Carson","Carson, CA 90746","US","https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","stubhub-center","StubHub Center",0.7228164,0,14,52,"America/Los_Angeles",TRUE,"CA","Carson, CA","90746","18400 Avalon Blvd",33.8643,-118.261,NA,NA,NA
"30","2018-09-27","2018-09-27_16.00.17","2018-10-08T00:25:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-10-07T13:25:00",FALSE,4347115,"nfl",0.912,"normal",FALSE,FALSE,FALSE,"Cardinals at 49ers",0.917,"Arizona Cardinals at San Francisco 49ers","2018-04-20T00:00:00","2018-10-07T20:25:00","","2018-04-20T00:47:53",NA,682,49,125,856,595,143.73021,45,"QRCODE",FALSE,"2018-09-05T19:47:23Z",0,"Santa Clara","Santa Clara, CA 95054","US","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","levi-s-stadium","Levi's Stadium",0.95768774,0,13,58670,"America/Los_Angeles",TRUE,"CA","Santa Clara, CA","95054","4900 Marie P DeBartolo Way",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"31","2018-09-27","2018-09-27_16.00.17","2018-10-08T00:25:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-10-07T13:25:00",FALSE,4347128,"nfl",0.922,"normal",FALSE,FALSE,FALSE,"Rams at Seahawks",0.926,"Los Angeles Rams at Seattle Seahawks","2018-04-20T00:00:00","2018-10-07T20:25:00","","2018-04-20T00:47:56",NA,145,182,375,439,842,384.66208,182,"QRCODE",FALSE,"2018-08-24T21:19:14Z",819,"Seattle","Seattle, WA 98134","US","https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","centurylink-field","CenturyLink Field",0.87232786,0,12,339,"America/Los_Angeles",TRUE,"WA","Seattle, WA","98134","800 Occidental Ave S",47.6,-122.33,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"32","2018-09-27","2018-09-27_16.00.17","2018-10-08T00:25:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-10-07T16:25:00",FALSE,4346976,"nfl",0.953,"normal",FALSE,FALSE,FALSE,"Vikings at Eagles",0.949,"Minnesota Vikings at Philadelphia Eagles","2018-04-20T00:00:00","2018-10-07T20:25:00","","2018-04-20T00:47:26",NA,279,220,386,712,1024,427.1541,172,"QRCODE",FALSE,"2018-08-24T21:03:38Z",504,"Philadelphia","Philadelphia, PA 19148","US","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","lincoln-financial-field","Lincoln Financial Field",0.90542686,0,15,330,"America/New_York",TRUE,"PA","Philadelphia, PA","19148","1020 Pattison Ave",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"33","2018-09-27","2018-09-27_16.00.17","2018-10-08T04:20:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-10-07T19:20:00",FALSE,4347020,"nfl",0.977,"normal",FALSE,FALSE,FALSE,"Cowboys at Texans",0.967,"Dallas Cowboys at Houston Texans","2018-04-20T00:00:00","2018-10-08T00:20:00","","2018-04-20T00:47:36",NA,423,206,407,700,1575,455.8558,206,"QRCODE",FALSE,"2018-08-24T21:04:53Z",618,"Houston","Houston, TX 77054","US","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","nrg-stadium","NRG Stadium",0.8624192,0,45,41,"America/Chicago",TRUE,"TX","Houston, TX","77054","1 Reliant Park",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"34","2018-09-27","2018-09-27_16.00.17","2018-10-09T00:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-10-08T16:00:00",FALSE,4474093,"sports",0.344,"normal",FALSE,FALSE,FALSE,"Baltimore Ravens at A Purple Evening",0.526,"Baltimore Ravens at A Purple Evening","2018-08-03T00:00:00","2018-10-08T20:00:00","","2018-08-03T16:01:06",NA,11,65,251,3,584,260.36365,NA,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z",512,"Baltimore","Baltimore, MD 21230","US","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","m-t-bank-stadium","M&T Bank Stadium",0.8927189,0,7,1121,"America/New_York",TRUE,"MD","Baltimore, MD","21230","1101 Russell St",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"35","2018-09-27","2018-09-27_16.00.17","2018-10-09T04:15:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-10-08T19:15:00",FALSE,4346971,"nfl",0.89,"normal",FALSE,FALSE,TRUE,"Redskins at Saints",0.902,"Washington Redskins at New Orleans Saints","2018-04-20T00:00:00","2018-10-09T00:15:00","","2018-04-20T00:47:25",NA,1503,72,215,1390,5942,238.17764,72,"QRCODE",FALSE,"2018-05-29T20:38:55Z",622,"New Orleans","New Orleans, LA 70112","US","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","mercedes-benz-superdome","Mercedes-Benz Superdome",0.8966978,0,17,128,"America/Chicago",TRUE,"LA","New Orleans, LA","70112","1500 Sugar Bowl Drive",29.9515,-90.0786,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"36","2018-09-27","2018-09-27_16.00.17","2018-10-12T04:20:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-10-11T20:20:00",FALSE,4346917,"nfl",0.959,"normal",FALSE,FALSE,FALSE,"Eagles at Giants",0.943,"Philadelphia Eagles at New York Giants","2018-04-20T00:00:00","2018-10-12T00:20:00","","2018-04-20T00:47:14",NA,520,143,257,829,1438,326.05576,141,"QRCODE",FALSE,"2018-08-24T21:52:02Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"37","2018-09-27","2018-09-27_16.00.17","2018-10-14T01:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2018-10-13T16:00:00",FALSE,4192619,"ncaa_football",0.495,"normal",FALSE,FALSE,FALSE,"Alabama State at South Alabama",0.607,"Alabama State Hornets at South Alabama Jaguars Football","2017-12-21T00:00:00","2018-10-13T21:00:00","","2017-12-21T15:00:36",NA,11,21,48,6,85,45.363636,21,NA,NA,NA,686,"Mobile","Mobile, AL 36604","US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","ladd-peebles-stadium","Ladd Peebles Stadium",0.50177634,0,5,3716,"America/Chicago",TRUE,"AL","Mobile, AL","36604","1621 Virginia St.",30.6748,-88.0761,NA,NA,NA
"38","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-10-14T13:00:00",FALSE,4346961,"nfl",0.933,"normal",FALSE,FALSE,FALSE,"Colts at Jets",0.92,"Indianapolis Colts at New York Jets","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:22",NA,782,46,132,1076,1028,158.56906,46,"QRCODE",FALSE,"2018-08-24T21:52:02Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"39","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-10-14T13:00:00",FALSE,4347051,"nfl",0.91,"normal",FALSE,FALSE,FALSE,"Buccaneers at Falcons",0.902,"Tampa Bay Buccaneers at Atlanta Falcons","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:42",NA,827,77,188,978,954,208.03506,77,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0,"Atlanta","Atlanta, GA 30313","US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","mercedes-benz-stadium","Mercedes-Benz Stadium",0.76958936,0,20,419590,"America/New_York",TRUE,"GA","Atlanta, GA","30313","35 Northside Dr NW",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"40","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-10-14T13:00:00",FALSE,4347042,"nfl",0.91,"normal",FALSE,FALSE,FALSE,"Steelers at Bengals",0.902,"Pittsburgh Steelers at Cincinnati Bengals","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:40",NA,317,102,200,559,1168,211.58675,102,"QRCODE",FALSE,"2018-08-24T21:53:35Z",515,"Cincinnati","Cincinnati, OH 45202","US","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","paul-brown-stadium","Paul Brown Stadium",0.86166537,0,7,1124,"America/New_York",TRUE,"OH","Cincinnati, OH","45202","1 Paul Brown Stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"41","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-10-14T13:00:00",FALSE,4347081,"nfl",0.909,"normal",FALSE,FALSE,FALSE,"Bears at Dolphins",0.902,"Chicago Bears at Miami Dolphins","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:47",NA,123,95,207,781,11370,317.88617,79,"QRCODE",FALSE,"2018-08-24T21:53:35Z",528,"Miami Gardens","Miami Gardens, FL 33056","US","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","hard-rock-stadium","Hard Rock Stadium",0.8378203,0,36,29,"America/New_York",TRUE,"FL","Miami Gardens, FL","33056","347 Don Shula Dr.",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
