"","date","timestamp","visible_until_utc","url","datetime_local","datetime_tbd","id","type","score","status","date_tbd","time_tbd","is_open","short_title","popularity","title","announce_date","datetime_utc","description","created_at","general_admission","listing_count","lowest_price","median_price","visible_listing_count","highest_price","average_price","lowest_price_good_deals","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","city","extended_address","country","url_venue","name_v2","slug","name","score_venue","popularity_venue","num_upcoming_events","id_venue","timezone","has_upcoming_events","state","display_location","postal_code","address","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"42","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T13:00:00",FALSE,4346942,"nfl",0.955,"normal",FALSE,FALSE,FALSE,"Panthers at Redskins",0.941,"Carolina Panthers at Washington Redskins","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:18",NA,570,95,154,965,770,176.27368,88,"QRCODE",FALSE,"2018-08-24T21:52:02Z",511,"Landover","Landover, MD 20785","US","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","fedex-field","FedEx Field",0.9333444,0,6,35,"America/New_York",TRUE,"MD","Landover, MD","20785","1600 Fedex Way",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"43","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T13:00:00",FALSE,4346998,"nfl",0.887,"normal",FALSE,FALSE,FALSE,"Chargers at Browns",0.885,"Los Angeles Chargers at Cleveland Browns","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:31",NA,681,63,112,903,675,135.29956,55,"QRCODE",FALSE,"2018-08-24T21:53:35Z",510,"Cleveland","Cleveland, OH 44114","US","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","firstenergy-stadium-15","FirstEnergy Stadium",0.86852187,0,6,1123,"America/New_York",TRUE,"OH","Cleveland, OH","44114","100 Alfred Lerner Way",41.5065,-81.7,"NONE",FALSE,"2015-11-11T20:55:31Z"
"44","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T12:00:00",FALSE,4347019,"nfl",0.899,"normal",FALSE,FALSE,FALSE,"Bills at Texans",0.893,"Buffalo Bills at Houston Texans","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T00:47:36",NA,635,45,152,1013,585,170.19055,45,"QRCODE",FALSE,"2018-08-24T21:53:35Z",618,"Houston","Houston, TX 77054","US","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","nrg-stadium","NRG Stadium",0.8624192,0,45,41,"America/Chicago",TRUE,"TX","Houston, TX","77054","1 Reliant Park",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"45","2018-09-27","2018-09-27_16.00.17","2018-10-14T21:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T12:00:00",FALSE,4347145,"nfl",0.91,"normal",FALSE,FALSE,FALSE,"Cardinals at Vikings",0.902,"Arizona Cardinals at Minnesota Vikings","2018-04-20T00:00:00","2018-10-14T17:00:00","","2018-04-20T01:04:06",NA,426,115,269,557,1199,306.56573,115,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0,"Minneapolis","Minneapolis, MN 55415","US","https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","u-s-bank-stadium","U.S. Bank Stadium",0.88524246,0,15,218451,"America/Chicago",TRUE,"MN","Minneapolis, MN","55415","401 Chicago Avenue",44.97,-93.26,"NONE",FALSE,"2018-08-22T15:34:15Z"
"46","2018-09-27","2018-09-27_16.00.17","2018-10-14T23:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T15:25:00",FALSE,4346991,"nfl",0.866,"normal",FALSE,FALSE,FALSE,"Ravens at Titans",0.869,"Baltimore Ravens at Tennessee Titans","2018-04-20T00:00:00","2018-10-14T19:25:00","","2018-04-20T00:47:30",NA,367,74,182,641,511,196.24251,63,"QRCODE",FALSE,"2018-08-24T21:53:35Z",659,"Nashville","Nashville, TN 37213","US","https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","nissan-stadium","Nissan Stadium",0.8546275,0,16,1126,"America/New_York",TRUE,"TN","Nashville, TN","37213","1 Titans Way",36.1665,-86.7713,"NONE",FALSE,"2015-10-19T15:09:39Z"
"47","2018-09-27","2018-09-27_16.00.17","2018-10-15T00:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T14:05:00",FALSE,4347138,"nfl",0.904,"normal",FALSE,FALSE,FALSE,"Rams at Broncos",0.899,"Los Angeles Rams at Denver Broncos","2018-04-20T00:00:00","2018-10-14T20:05:00","","2018-04-20T01:04:04",NA,65,166,312,600,1193,381.46155,157,"QRCODE",FALSE,"2018-08-24T21:53:38Z",751,"Denver","Denver, CO 80204","US","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",0.9028296,0,7,1131,"America/Denver",TRUE,"CO","Denver, CO","80204","1701 Bryant Street",39.74,-105.02,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"48","2018-09-27","2018-09-27_16.00.17","2018-10-15T00:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T15:25:00",FALSE,4327923,"nfl",0.977,"normal",FALSE,FALSE,TRUE,"Jaguars at Cowboys",0.954,"Jacksonville Jaguars at Dallas Cowboys","2018-04-05T00:00:00","2018-10-14T20:25:00","","2018-04-05T23:08:47",NA,2456,26,262,1948,2642,324.61768,26,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington","Arlington, TX 76011","US","https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","at-t-stadium","AT&T Stadium",0.9751414,0,20,4965,"America/Chicago",TRUE,"TX","Arlington, TX","76011","1 AT&T Way",32.7459,-97.0957,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"49","2018-09-27","2018-09-27_16.00.17","2018-10-15T04:20:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-14T20:20:00",FALSE,4347095,"nfl",0.953,"normal",FALSE,FALSE,FALSE,"Chiefs at Patriots",0.932,"Kansas City Chiefs at New England Patriots","2018-04-20T00:00:00","2018-10-15T00:20:00","","2018-04-20T00:47:50",NA,194,223,390,606,1475,481.47937,196,"QRCODE",FALSE,"2018-08-24T21:53:35Z",506,"Foxborough","Foxborough, MA 02035","US","https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","gillette-stadium","Gillette Stadium",0.8983344,0,15,33,"America/New_York",TRUE,"MA","Foxborough, MA","02035","1 Patriot Place",42.0906,-71.2674,"NONE",FALSE,"2018-08-22T15:36:58Z"
"50","2018-09-27","2018-09-27_16.00.17","2018-10-16T04:15:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-15T19:15:00",FALSE,4346914,"nfl",0.953,"normal",FALSE,FALSE,FALSE,"49ers at Packers",0.93,"San Francisco 49ers at Green Bay Packers","2018-04-20T00:00:00","2018-10-16T00:15:00","","2018-04-20T00:47:13",NA,139,181,310,486,1107,323.41006,172,"QRCODE",FALSE,"2018-08-24T21:53:38Z",658,"Green Bay","Green Bay, WI 54304","US","https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","lambeau-field","Lambeau Field",0.92909414,0,6,1125,"America/Chicago",TRUE,"WI","Green Bay, WI","54304","1265 Lombardi Avenue",44.5013,-88.0622,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"51","2018-09-27","2018-09-27_16.00.17","2018-10-19T04:20:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-18T17:20:00",FALSE,4347102,"nfl",0.949,"normal",FALSE,FALSE,FALSE,"Broncos at Cardinals",0.924,"Denver Broncos at Arizona Cardinals","2018-04-20T00:00:00","2018-10-19T00:20:00","","2018-04-20T00:47:51",NA,490,51,142,753,720,172.55103,51,"QRCODE",FALSE,"2018-08-24T21:53:38Z",753,"Glendale","Glendale, AZ 85305","US","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","state-farm-stadium","State Farm Stadium",0.93402725,0,10,43,"America/Phoenix",TRUE,"AZ","Glendale, AZ","85305","1 Cardinals Drive",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"52","2018-09-27","2018-09-27_16.00.17","2018-10-21T03:30:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322","2018-10-20T18:30:00",FALSE,4471322,"nfl",0.356,"normal",FALSE,FALSE,FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.474,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-08-01T00:00:00","2018-10-20T23:30:00","","2018-08-01T16:01:33",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z",734,"Jonesboro","Jonesboro, AR 72401","US","https://seatgeek.com/venues/asu-convocation-center-1/tickets","ASU Convocation Center","asu-convocation-center-1","ASU Convocation Center",0.5808074,0,42,4081,"America/Chicago",TRUE,"AR","Jonesboro, AR","72401","217 Olympic Drive",35.8438,-90.6691,NA,NA,NA
"53","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T12:00:00",FALSE,4347008,"nfl",0.976,"normal",FALSE,FALSE,FALSE,"Patriots at Bears",0.941,"New England Patriots at Chicago Bears","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:33",NA,57,255,688,445,1157,659.7544,356,"QRCODE",FALSE,"2018-08-24T21:53:38Z",602,"Chicago","Chicago, IL 60605","US","https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","soldier-field","Soldier Field",0.940013,0,9,31,"America/Chicago",TRUE,"IL","Chicago, IL","60605","1410 S. Museum Campus Drive",41.8623,-87.6159,"NONE",FALSE,"2018-06-02T00:44:08Z"
"54","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T13:00:00",FALSE,4346960,"nfl",0.869,"normal",FALSE,FALSE,FALSE,"Bills at Colts",0.863,"Buffalo Bills at Indianapolis Colts","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:22",NA,623,30,102,979,875,120.186195,30,"QRCODE",FALSE,"2018-08-24T21:53:38Z",527,"Indianapolis","Indianapolis, IN 46225","US","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","lucas-oil-stadium","Lucas Oil Stadium",0.9071682,0,13,1130,"America/Indiana/Indianapolis",TRUE,"IN","Indianapolis, IN","46225","500 South Capitol Avenue",39.7601,-86.1639,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"55","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T13:00:00",FALSE,4346975,"nfl",0.956,"normal",FALSE,FALSE,FALSE,"Vikings at Jets",0.926,"Minnesota Vikings at New York Jets","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:26",NA,588,68,178,923,1032,214.84184,63,"QRCODE",FALSE,"2018-08-24T21:53:38Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"56","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T13:00:00",FALSE,4347084,"nfl",0.896,"normal",FALSE,FALSE,FALSE,"Lions at Dolphins",0.882,"Detroit Lions at Miami Dolphins","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:47",NA,186,61,146,921,899,158.62366,53,"QRCODE",FALSE,"2018-08-24T21:53:38Z",528,"Miami Gardens","Miami Gardens, FL 33056","US","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","hard-rock-stadium","Hard Rock Stadium",0.8378203,0,36,29,"America/New_York",TRUE,"FL","Miami Gardens, FL","33056","347 Don Shula Dr.",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"57","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T13:00:00",FALSE,4346931,"nfl",0.872,"normal",FALSE,FALSE,FALSE,"Browns at Buccaneers",0.861,"Cleveland Browns at Tampa Bay Buccaneers","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:16",NA,26,62,180,337,558,235.8077,62,"QRCODE",FALSE,"2018-08-24T21:53:38Z",539,"Tampa","Tampa, FL 33607","US","https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","raymond-james-stadium","Raymond James Stadium",0.86513025,0,14,39,"America/New_York",TRUE,"FL","Tampa, FL","33607","4201 North Dale Mabry Highway",27.9753,-82.5034,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"58","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T13:00:00",FALSE,4346948,"nfl",0.841,"normal",FALSE,FALSE,FALSE,"Texans at Jaguars",0.839,"Houston Texans at Jacksonville Jaguars","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:19",NA,562,42,93,843,489,117.43594,42,"QRCODE",FALSE,"2018-08-24T21:53:38Z",561,"Jacksonville","Jacksonville, FL 32202","US","https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","everbank-field","EverBank Field",0.83759147,0,8,5178,"America/New_York",TRUE,"FL","Jacksonville, FL","32202","1 Everbank Field Dr",30.3239,-81.6373,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"59","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T13:00:00",FALSE,4347036,"nfl",0.958,"normal",FALSE,FALSE,FALSE,"Panthers at Eagles",0.93,"Carolina Panthers at Philadelphia Eagles","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:39",NA,337,202,373,752,3680,421.96735,156,"QRCODE",FALSE,"2018-08-24T21:53:38Z",504,"Philadelphia","Philadelphia, PA 19148","US","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","lincoln-financial-field","Lincoln Financial Field",0.90542686,0,15,330,"America/New_York",TRUE,"PA","Philadelphia, PA","19148","1020 Pattison Ave",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"60","2018-09-27","2018-09-27_16.00.17","2018-10-21T21:00:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T12:00:00",FALSE,4346982,"nfl",0.906,"normal",FALSE,FALSE,FALSE,"Bengals at Chiefs",0.889,"Cincinnati Bengals at Kansas City Chiefs","2018-04-20T00:00:00","2018-10-21T17:00:00","","2018-04-20T00:47:27",NA,895,49,138,1096,602,148.95308,49,"QRCODE",FALSE,"2018-08-24T21:53:38Z",616,"Kansas City","Kansas City, MO 64129","US","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","arrowhead-stadium","Arrowhead Stadium",0.8827867,0,8,1128,"America/Chicago",TRUE,"MO","Kansas City, MO","64129","1 Arrowhead Drive",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"61","2018-09-27","2018-09-27_16.00.17","2018-10-22T00:05:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-21T16:05:00",FALSE,4347071,"nfl",0.876,"normal",FALSE,FALSE,FALSE,"Saints at Ravens",0.866,"New Orleans Saints at Baltimore Ravens","2018-04-20T00:00:00","2018-10-21T20:05:00","","2018-04-20T00:47:45",NA,396,55,121,894,619,151.82828,52,"QRCODE",FALSE,"2018-08-24T21:53:38Z",512,"Baltimore","Baltimore, MD 21230","US","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","m-t-bank-stadium","M&T Bank Stadium",0.8927189,0,7,1121,"America/New_York",TRUE,"MD","Baltimore, MD","21230","1101 Russell St",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"62","2018-09-27","2018-09-27_16.00.17","2018-10-22T00:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-21T16:25:00",FALSE,4346941,"nfl",0.99,"normal",FALSE,FALSE,FALSE,"Cowboys at Redskins",0.955,"Dallas Cowboys at Washington Redskins","2018-04-20T00:00:00","2018-10-21T20:25:00","","2018-04-20T00:47:18",NA,677,182,281,1022,1048,326.54208,164,"QRCODE",FALSE,"2018-08-24T21:53:38Z",511,"Landover","Landover, MD 20785","US","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","fedex-field","FedEx Field",0.9333444,0,6,35,"America/New_York",TRUE,"MD","Landover, MD","20785","1600 Fedex Way",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"63","2018-09-27","2018-09-27_16.00.17","2018-10-22T04:20:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-21T17:20:00",FALSE,4347118,"nfl",0.943,"normal",FALSE,FALSE,FALSE,"Rams at 49ers",0.915,"Los Angeles Rams at San Francisco 49ers","2018-04-20T00:00:00","2018-10-22T00:20:00","","2018-04-20T00:47:54",NA,741,71,192,967,2989,221.63968,71,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0,"Santa Clara","Santa Clara, CA 95054","US","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","levi-s-stadium","Levi's Stadium",0.95768774,0,13,58670,"America/Los_Angeles",TRUE,"CA","Santa Clara, CA","95054","4900 Marie P DeBartolo Way",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"64","2018-09-27","2018-09-27_16.00.17","2018-10-23T04:15:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-22T20:15:00",FALSE,4347050,"nfl",0.947,"normal",FALSE,FALSE,FALSE,"Giants at Falcons",0.917,"New York Giants at Atlanta Falcons","2018-04-20T00:00:00","2018-10-23T00:15:00","","2018-04-20T00:47:42",NA,816,121,286,841,1791,307.03677,121,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0,"Atlanta","Atlanta, GA 30313","US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","mercedes-benz-stadium","Mercedes-Benz Stadium",0.76958936,0,20,419590,"America/New_York",TRUE,"GA","Atlanta, GA","30313","35 Northside Dr NW",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"65","2018-09-27","2018-09-27_16.00.17","2018-10-24T04:00:00","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-23T19:00:00",FALSE,4281985,"ncaa_football",0.273,"normal",FALSE,FALSE,FALSE,"Troy at South Alabama",0.41,"Troy Trojans at South Alabama Jaguars Football","2018-02-28T00:00:00","2018-10-24T00:00:00","","2018-02-28T15:00:17",NA,29,26,36,11,92,43.58621,26,NA,NA,NA,686,"Mobile","Mobile, AL 36604","US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","ladd-peebles-stadium","Ladd Peebles Stadium",0.50177634,0,5,3716,"America/Chicago",TRUE,"AL","Mobile, AL","36604","1621 Virginia St.",30.6748,-88.0761,NA,NA,NA
"66","2018-09-27","2018-09-27_16.00.17","2018-10-26T04:20:00","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-25T19:20:00",FALSE,4347018,"nfl",0.892,"normal",FALSE,FALSE,FALSE,"Dolphins at Texans",0.865,"Miami Dolphins at Houston Texans","2018-04-20T00:00:00","2018-10-26T00:20:00","","2018-04-20T00:47:36",NA,687,37,136,1075,620,163.38719,37,"QRCODE",FALSE,"2018-08-24T21:53:38Z",618,"Houston","Houston, TX 77054","US","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","nrg-stadium","NRG Stadium",0.8624192,0,45,41,"America/Chicago",TRUE,"TX","Houston, TX","77054","1 Reliant Park",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"67","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T13:00:00",FALSE,4347026,"nfl",0.929,"normal",FALSE,FALSE,FALSE,"Seahawks at Lions",0.901,"Seattle Seahawks at Detroit Lions","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:37",NA,503,66,129,549,2392,173.83896,64,"QRCODE",FALSE,"2018-08-24T21:53:39Z",505,"Detroit","Detroit, MI 48226","US","https://seatgeek.com/venues/ford-field/tickets","Ford Field","ford-field","Ford Field",0.9029952,0,11,346,"America/Detroit",TRUE,"MI","Detroit, MI","48226","2000 Brush St.",42.34,-83.0459,"NONE",FALSE,"2015-11-04T17:31:52Z"
"68","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T13:00:00",FALSE,4347041,"nfl",0.876,"normal",FALSE,FALSE,FALSE,"Buccaneers at Bengals",0.857,"Tampa Bay Buccaneers at Cincinnati Bengals","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:40",NA,577,40,90,915,332,99.58405,40,"QRCODE",FALSE,"2018-08-24T21:53:39Z",515,"Cincinnati","Cincinnati, OH 45202","US","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","paul-brown-stadium","Paul Brown Stadium",0.86166537,0,7,1124,"America/New_York",TRUE,"OH","Cincinnati, OH","45202","1 Paul Brown Stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"69","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T13:00:00",FALSE,4346940,"nfl",0.94,"normal",FALSE,FALSE,FALSE,"Redskins at Giants",0.902,"Washington Redskins at New York Giants","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:17",NA,518,133,235,809,1498,297.64093,133,"QRCODE",FALSE,"2018-08-24T21:53:39Z",501,"East Rutherford","East Rutherford, NJ 07073","US","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","metlife-stadium","MetLife Stadium",0.94873494,0,16,1587,"America/New_York",TRUE,"NJ","East Rutherford, NJ","07073","1 MetLife Stadium Drive",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"70","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T13:00:00",FALSE,4347070,"nfl",0.908,"normal",FALSE,FALSE,FALSE,"Ravens at Panthers",0.88,"Baltimore Ravens at Carolina Panthers","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:45",NA,269,84,177,673,588,227.88104,84,"QRCODE",FALSE,"2018-08-24T21:53:39Z",517,"Charlotte","Charlotte, NC 28202","US","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","bank-of-america-stadium","Bank of America Stadium",0.8968222,0,8,1122,"America/New_York",TRUE,"NC","Charlotte, NC","28202","800 South Mint Street",35.2243,-80.8524,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"71","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T13:00:00",FALSE,4347078,"nfl",0.916,"normal",FALSE,FALSE,FALSE,"Browns at Steelers",0.888,"Cleveland Browns at Pittsburgh Steelers","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:46",NA,298,78,255,611,1138,304.7349,78,"QRCODE",FALSE,"2018-08-24T21:53:39Z",508,"Pittsburgh","Pittsburgh, PA 15212","US","https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","heinz-field","Heinz Field",0.9033526,0,10,1119,"America/New_York",TRUE,"PA","Pittsburgh, PA","15212","100 Art Rooney Avenue",40.4468,-80.0158,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"72","2018-09-27","2018-09-27_16.00.17","2018-10-28T21:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T12:00:00",FALSE,4346981,"nfl",0.933,"normal",FALSE,FALSE,FALSE,"Broncos at Chiefs",0.9,"Denver Broncos at Kansas City Chiefs","2018-04-20T00:00:00","2018-10-28T17:00:00","","2018-04-20T00:47:27",NA,809,109,195,1037,840,218.0482,109,"QRCODE",FALSE,"2018-08-24T21:53:39Z",616,"Kansas City","Kansas City, MO 64129","US","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","arrowhead-stadium","Arrowhead Stadium",0.8827867,0,8,1128,"America/Chicago",TRUE,"MO","Kansas City, MO","64129","1 Arrowhead Drive",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
