"","date","timestamp","score","type","title","announce_date","is_open","id","date_tbd","datetime_utc","datetime_tbd","popularity","created_at","url","short_title","visible_until_utc","time_tbd","status","description","datetime_local","general_admission","lowest_price_good_deals","listing_count","median_price","highest_price","lowest_price","visible_listing_count","average_price","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","score_venue","state","city","display_location","postal_code","timezone","id_venue","has_upcoming_events","metro_code","extended_address","name_v2","name","popularity_venue","country","url_venue","address","slug","num_upcoming_events","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"59","2018-09-21","2018-09-21_15.54.36",0.894,"nfl","Buffalo Bills at Houston Texans","2018-04-20T00:00:00",FALSE,4347019,FALSE,"2018-10-14T17:00:00",FALSE,0.853,"2018-04-20T00:47:36","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","Bills at Texans","2018-10-14T21:00:00",FALSE,"normal","","2018-10-14T12:00:00",NA,45,616,159,717,48,1043,189.73215,"2018-08-24T21:53:35Z",FALSE,"QRCODE",0.8624192,"TX","Houston","Houston, TX","77054","America/Chicago",41,TRUE,618,"Houston, TX 77054","NRG Stadium","NRG Stadium",0,"US","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","nrg-stadium",47,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"60","2018-09-21","2018-09-21_15.54.36",0.953,"nfl","Carolina Panthers at Washington Redskins","2018-04-20T00:00:00",FALSE,4346942,FALSE,"2018-10-14T17:00:00",FALSE,0.908,"2018-04-20T00:47:18","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","Panthers at Redskins","2018-10-14T21:00:00",FALSE,"normal","","2018-10-14T13:00:00",NA,93,569,150,819,95,1026,176.11247,"2018-08-24T21:52:02Z",FALSE,"QRCODE",0.9333444,"MD","Landover","Landover, MD","20785","America/New_York",35,TRUE,511,"Landover, MD 20785","FedEx Field","FedEx Field",0,"US","https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way","fedex-field",7,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"61","2018-09-21","2018-09-21_15.54.36",0.914,"nfl","Arizona Cardinals at Minnesota Vikings","2018-04-20T00:00:00",FALSE,4347145,FALSE,"2018-10-14T17:00:00",FALSE,0.876,"2018-04-20T01:04:06","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","Cardinals at Vikings","2018-10-14T21:00:00",FALSE,"normal","","2018-10-14T12:00:00",NA,104,420,276,1396,109,694,314.63095,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.88524246,"MN","Minneapolis","Minneapolis, MN","55415","America/Chicago",218451,TRUE,0,"Minneapolis, MN 55415","U.S. Bank Stadium","U.S. Bank Stadium",0,"US","https://seatgeek.com/venues/u-s-bank-stadium/tickets","401 Chicago Avenue","u-s-bank-stadium",14,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"62","2018-09-21","2018-09-21_15.54.36",0.858,"nfl","Baltimore Ravens at Tennessee Titans","2018-04-20T00:00:00",FALSE,4346991,FALSE,"2018-10-14T19:25:00",FALSE,0.826,"2018-04-20T00:47:30","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","Ravens at Titans","2018-10-14T23:25:00",FALSE,"normal","","2018-10-14T15:25:00",NA,60,406,182,720,65,724,201.15764,"2018-08-24T21:53:35Z",FALSE,"QRCODE",0.8546275,"TN","Nashville","Nashville, TN","37213","America/New_York",1126,TRUE,659,"Nashville, TN 37213","Nissan Stadium","Nissan Stadium",0,"US","https://seatgeek.com/venues/nissan-stadium/tickets","1 Titans Way","nissan-stadium",14,36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"63","2018-09-21","2018-09-21_15.54.36",0.9,"nfl","Los Angeles Rams at Denver Broncos","2018-04-20T00:00:00",FALSE,4347138,FALSE,"2018-10-14T20:05:00",FALSE,0.866,"2018-04-20T01:04:04","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","Rams at Broncos","2018-10-15T00:05:00",FALSE,"normal","","2018-10-14T14:05:00",NA,141,81,292,1193,167,776,362.04938,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.9028296,"CO","Denver","Denver, CO","80204","America/Denver",1131,TRUE,751,"Denver, CO 80204","Sports Authority Field at Mile High","Sports Authority Field at Mile High",0,"US","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.","sports-authority-field-at-mile-high",6,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"64","2018-09-21","2018-09-21_15.54.36",0.977,"nfl","Jacksonville Jaguars at Dallas Cowboys","2018-04-05T00:00:00",TRUE,4327923,FALSE,"2018-10-14T20:25:00",FALSE,0.927,"2018-04-05T23:08:47","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","Jaguars at Cowboys","2018-10-15T00:25:00",FALSE,"normal","","2018-10-14T15:25:00",NA,28,2616,268,2642,29,2297,334.44992,"2018-04-17T22:02:33Z",FALSE,"QRCODE",0.9751414,"TX","Arlington","Arlington, TX","76011","America/Chicago",4965,TRUE,623,"Arlington, TX 76011","AT&T Stadium","AT&T Stadium",0,"US","https://seatgeek.com/venues/at-t-stadium/tickets","1 AT&T Way","at-t-stadium",22,32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"65","2018-09-21","2018-09-21_15.54.36",0.964,"nfl","Kansas City Chiefs at New England Patriots","2018-04-20T00:00:00",FALSE,4347095,FALSE,"2018-10-15T00:20:00",FALSE,0.912,"2018-04-20T00:47:50","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","Chiefs at Patriots","2018-10-15T04:20:00",FALSE,"normal","","2018-10-14T20:20:00",NA,212,189,405,1437,245,702,498.5926,"2018-08-24T21:53:35Z",FALSE,"QRCODE",0.8983344,"MA","Foxborough","Foxborough, MA","02035","America/New_York",33,TRUE,506,"Foxborough, MA 02035","Gillette Stadium","Gillette Stadium",0,"US","https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place","gillette-stadium",16,42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"66","2018-09-21","2018-09-21_15.54.36",0.944,"nfl","San Francisco 49ers at Green Bay Packers","2018-04-20T00:00:00",FALSE,4346914,FALSE,"2018-10-16T00:15:00",FALSE,0.897,"2018-04-20T00:47:13","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","49ers at Packers","2018-10-16T04:15:00",FALSE,"normal","","2018-10-15T19:15:00",NA,193,122,317,739,187,581,331.16394,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.92909414,"WI","Green Bay","Green Bay, WI","54304","America/Chicago",1125,TRUE,658,"Green Bay, WI 54304","Lambeau Field","Lambeau Field",0,"US","https://seatgeek.com/venues/lambeau-field/tickets","1265 Lombardi Avenue","lambeau-field",6,44.5013,-88.0622,"2015-09-02T22:43:34Z",FALSE,"QRCODE_TM"
"67","2018-09-21","2018-09-21_15.54.36",0.944,"nfl","Denver Broncos at Arizona Cardinals","2018-04-20T00:00:00",FALSE,4347102,FALSE,"2018-10-19T00:20:00",FALSE,0.893,"2018-04-20T00:47:51","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","Broncos at Cardinals","2018-10-19T04:20:00",FALSE,"normal","","2018-10-18T17:20:00",NA,55,512,137,719,55,872,173.2793,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.93402725,"AZ","Glendale","Glendale, AZ","85305","America/Phoenix",43,TRUE,753,"Glendale, AZ 85305","State Farm Stadium","State Farm Stadium",0,"US","https://seatgeek.com/venues/state-farm-stadium/tickets","1 Cardinals Drive","state-farm-stadium",10,33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"68","2018-09-21","2018-09-21_15.54.36",0.399,"sports","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-08-01T00:00:00",FALSE,4471322,FALSE,"2018-10-20T23:30:00",FALSE,0.48,"2018-08-01T16:01:33","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-21T03:30:00",FALSE,"normal","","2018-10-20T18:30:00",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.5808074,"AR","Jonesboro","Jonesboro, AR","72401","America/Chicago",4081,TRUE,734,"Jonesboro, AR 72401","ASU Convocation Center","ASU Convocation Center",0,"US","https://seatgeek.com/venues/asu-convocation-center-1/tickets","217 Olympic Drive","asu-convocation-center-1",32,35.8438,-90.6691,NA,NA,NA
"69","2018-09-21","2018-09-21_15.54.36",0.983,"nfl","New England Patriots at Chicago Bears","2018-04-20T00:00:00",FALSE,4347008,FALSE,"2018-10-21T17:00:00",FALSE,0.918,"2018-04-20T00:47:33","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","Patriots at Bears","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T12:00:00",NA,298,74,547,1460,298,570,614.2027,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.940013,"IL","Chicago","Chicago, IL","60605","America/Chicago",31,TRUE,602,"Chicago, IL 60605","Soldier Field","Soldier Field",0,"US","https://seatgeek.com/venues/soldier-field/tickets","1410 S. Museum Campus Drive","soldier-field",10,41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"70","2018-09-21","2018-09-21_15.54.36",0.875,"nfl","Buffalo Bills at Indianapolis Colts","2018-04-20T00:00:00",FALSE,4346960,FALSE,"2018-10-21T17:00:00",FALSE,0.837,"2018-04-20T00:47:22","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","Bills at Colts","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,33,641,81,875,33,1043,106.24493,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.9071682,"IN","Indianapolis","Indianapolis, IN","46225","America/Indiana/Indianapolis",1130,TRUE,527,"Indianapolis, IN 46225","Lucas Oil Stadium","Lucas Oil Stadium",0,"US","https://seatgeek.com/venues/lucas-oil-stadium/tickets","500 South Capitol Avenue","lucas-oil-stadium",14,39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"71","2018-09-21","2018-09-21_15.54.36",0.959,"nfl","Minnesota Vikings at New York Jets","2018-04-20T00:00:00",FALSE,4346975,FALSE,"2018-10-21T17:00:00",FALSE,0.897,"2018-04-20T00:47:26","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","Vikings at Jets","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,71,497,188,1065,72,1001,224.64185,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.94873494,"NJ","East Rutherford","East Rutherford, NJ","07073","America/New_York",1587,TRUE,501,"East Rutherford, NJ 07073","MetLife Stadium","MetLife Stadium",0,"US","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","metlife-stadium",17,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"72","2018-09-21","2018-09-21_15.54.36",0.89,"nfl","Detroit Lions at Miami Dolphins","2018-04-20T00:00:00",FALSE,4347084,FALSE,"2018-10-21T17:00:00",FALSE,0.84,"2018-04-20T00:47:47","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","Lions at Dolphins","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,53,162,135,900,62,985,151.75926,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.8378203,"FL","Miami Gardens","Miami Gardens, FL","33056","America/New_York",29,TRUE,528,"Miami Gardens, FL 33056","Hard Rock Stadium","Hard Rock Stadium",0,"US","https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.","hard-rock-stadium",38,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"73","2018-09-21","2018-09-21_15.54.36",0.877,"nfl","Cleveland Browns at Tampa Bay Buccaneers","2018-04-20T00:00:00",FALSE,4346931,FALSE,"2018-10-21T17:00:00",FALSE,0.831,"2018-04-20T00:47:16","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","Browns at Buccaneers","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,79,16,206,558,137,441,286.8125,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.86513025,"FL","Tampa","Tampa, FL","33607","America/New_York",39,TRUE,539,"Tampa, FL 33607","Raymond James Stadium","Raymond James Stadium",0,"US","https://seatgeek.com/venues/raymond-james-stadium/tickets","4201 North Dale Mabry Highway","raymond-james-stadium",16,27.9753,-82.5034,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"74","2018-09-21","2018-09-21_15.54.36",0.908,"nfl","Cincinnati Bengals at Kansas City Chiefs","2018-04-20T00:00:00",FALSE,4346982,FALSE,"2018-10-21T17:00:00",FALSE,0.858,"2018-04-20T00:47:27","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","Bengals at Chiefs","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T12:00:00",NA,48,983,136,607,48,1124,147.43744,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.8827867,"MO","Kansas City","Kansas City, MO","64129","America/Chicago",1128,TRUE,616,"Kansas City, MO 64129","Arrowhead Stadium","Arrowhead Stadium",0,"US","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive","arrowhead-stadium",9,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"75","2018-09-21","2018-09-21_15.54.36",0.838,"nfl","Houston Texans at Jacksonville Jaguars","2018-04-20T00:00:00",FALSE,4346948,FALSE,"2018-10-21T17:00:00",FALSE,0.799,"2018-04-20T00:47:19","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","Texans at Jaguars","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,48,596,97,589,48,874,126.731544,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.83759147,"FL","Jacksonville","Jacksonville, FL","32202","America/New_York",5178,TRUE,561,"Jacksonville, FL 32202","EverBank Field","EverBank Field",0,"US","https://seatgeek.com/venues/everbank-field/tickets","1 Everbank Field Dr","everbank-field",9,30.3239,-81.6373,"2015-10-17T20:03:42Z",FALSE,"QRCODE_TM"
"76","2018-09-21","2018-09-21_15.54.36",0.953,"nfl","Carolina Panthers at Philadelphia Eagles","2018-04-20T00:00:00",FALSE,4347036,FALSE,"2018-10-21T17:00:00",FALSE,0.895,"2018-04-20T00:47:39","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","Panthers at Eagles","2018-10-21T21:00:00",FALSE,"normal","","2018-10-21T13:00:00",NA,156,346,385,3680,211,930,431.49133,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.90542686,"PA","Philadelphia","Philadelphia, PA","19148","America/New_York",330,TRUE,504,"Philadelphia, PA 19148","Lincoln Financial Field","Lincoln Financial Field",0,"US","https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave","lincoln-financial-field",16,39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"77","2018-09-21","2018-09-21_15.54.36",0.877,"nfl","New Orleans Saints at Baltimore Ravens","2018-04-20T00:00:00",FALSE,4347071,FALSE,"2018-10-21T20:05:00",FALSE,0.832,"2018-04-20T00:47:45","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","Saints at Ravens","2018-10-22T00:05:00",FALSE,"normal","","2018-10-21T16:05:00",NA,63,457,129,608,65,919,156.58862,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.8927189,"MD","Baltimore","Baltimore, MD","21230","America/New_York",1121,TRUE,512,"Baltimore, MD 21230","M&T Bank Stadium","M&T Bank Stadium",0,"US","https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St","m-t-bank-stadium",8,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"78","2018-09-21","2018-09-21_15.54.36",0.989,"nfl","Dallas Cowboys at Washington Redskins","2018-04-20T00:00:00",FALSE,4346941,FALSE,"2018-10-21T20:25:00",FALSE,0.93,"2018-04-20T00:47:18","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","Cowboys at Redskins","2018-10-22T00:25:00",FALSE,"normal","","2018-10-21T16:25:00",NA,171,648,306,1095,185,1122,352.41513,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.9333444,"MD","Landover","Landover, MD","20785","America/New_York",35,TRUE,511,"Landover, MD 20785","FedEx Field","FedEx Field",0,"US","https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way","fedex-field",7,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"79","2018-09-21","2018-09-21_15.54.36",0.94,"nfl","Los Angeles Rams at San Francisco 49ers","2018-04-20T00:00:00",FALSE,4347118,FALSE,"2018-10-22T00:20:00",FALSE,0.882,"2018-04-20T00:47:54","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","Rams at 49ers","2018-10-22T04:20:00",FALSE,"normal","","2018-10-21T17:20:00",NA,95,778,220,2994,95,1005,252.67094,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.95768774,"CA","Santa Clara","Santa Clara, CA","95054","America/Los_Angeles",58670,TRUE,0,"Santa Clara, CA 95054","Levi's Stadium","Levi's Stadium",0,"US","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way","levi-s-stadium",13,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"80","2018-09-21","2018-09-21_15.54.36",0.948,"nfl","New York Giants at Atlanta Falcons","2018-04-20T00:00:00",FALSE,4347050,FALSE,"2018-10-23T00:15:00",FALSE,0.893,"2018-04-20T00:47:42","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","Giants at Falcons","2018-10-23T04:15:00",FALSE,"normal","","2018-10-22T20:15:00",NA,121,746,302,1978,127,923,323.29623,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.76958936,"GA","Atlanta","Atlanta, GA","30313","America/New_York",419590,TRUE,0,"Atlanta, GA 30313","Mercedes-Benz Stadium","Mercedes-Benz Stadium",0,"US","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","441 M.L.K. Jr Dr NW","mercedes-benz-stadium",20,33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"81","2018-09-21","2018-09-21_15.54.36",0.315,"ncaa_football","Troy Trojans at South Alabama Jaguars Football","2018-02-28T00:00:00",FALSE,4281985,FALSE,"2018-10-24T00:00:00",FALSE,0.399,"2018-02-28T15:00:17","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","Troy at South Alabama","2018-10-24T04:00:00",FALSE,"normal","","2018-10-23T19:00:00",NA,26,29,36,93,26,11,43.689655,NA,NA,NA,0.50177634,"AL","Mobile","Mobile, AL","36604","America/Chicago",3716,TRUE,686,"Mobile, AL 36604","Ladd Peebles Stadium","Ladd Peebles Stadium",0,"US","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.","ladd-peebles-stadium",5,30.6748,-88.0761,NA,NA,NA
"82","2018-09-21","2018-09-21_15.54.36",0.892,"nfl","Miami Dolphins at Houston Texans","2018-04-20T00:00:00",FALSE,4347018,FALSE,"2018-10-26T00:20:00",FALSE,0.834,"2018-04-20T00:47:36","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","Dolphins at Texans","2018-10-26T04:20:00",FALSE,"normal","","2018-10-25T19:20:00",NA,42,471,135,715,42,954,168.70914,"2018-08-24T21:53:38Z",FALSE,"QRCODE",0.8624192,"TX","Houston","Houston, TX","77054","America/Chicago",41,TRUE,618,"Houston, TX 77054","NRG Stadium","NRG Stadium",0,"US","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","nrg-stadium",47,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"83","2018-09-21","2018-09-21_15.54.36",0.877,"nfl","Tampa Bay Buccaneers at Cincinnati Bengals","2018-04-20T00:00:00",FALSE,4347041,FALSE,"2018-10-28T17:00:00",FALSE,0.826,"2018-04-20T00:47:40","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","Buccaneers at Bengals","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T13:00:00",NA,40,596,88,333,40,942,98.4547,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.86166537,"OH","Cincinnati","Cincinnati, OH","45202","America/New_York",1124,TRUE,515,"Cincinnati, OH 45202","Paul Brown Stadium","Paul Brown Stadium",0,"US","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium","paul-brown-stadium",7,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"84","2018-09-21","2018-09-21_15.54.36",0.936,"nfl","Seattle Seahawks at Detroit Lions","2018-04-20T00:00:00",FALSE,4347026,FALSE,"2018-10-28T17:00:00",FALSE,0.883,"2018-04-20T00:47:37","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","Seahawks at Lions","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T13:00:00",NA,42,530,141,2392,66,832,166.64151,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.9029952,"MI","Detroit","Detroit, MI","48226","America/Detroit",346,TRUE,505,"Detroit, MI 48226","Ford Field","Ford Field",0,"US","https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.","ford-field",11,42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"85","2018-09-21","2018-09-21_15.54.36",0.938,"nfl","Washington Redskins at New York Giants","2018-04-20T00:00:00",FALSE,4346940,FALSE,"2018-10-28T17:00:00",FALSE,0.874,"2018-04-20T00:47:17","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","Redskins at Giants","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T13:00:00",NA,129,471,227,1497,129,978,279.95328,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.94873494,"NJ","East Rutherford","East Rutherford, NJ","07073","America/New_York",1587,TRUE,501,"East Rutherford, NJ 07073","MetLife Stadium","MetLife Stadium",0,"US","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","metlife-stadium",17,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"86","2018-09-21","2018-09-21_15.54.36",0.908,"nfl","Baltimore Ravens at Carolina Panthers","2018-04-20T00:00:00",FALSE,4347070,FALSE,"2018-10-28T17:00:00",FALSE,0.852,"2018-04-20T00:47:45","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","Ravens at Panthers","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T13:00:00",NA,81,372,165,627,90,848,215.29301,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.8968222,"NC","Charlotte","Charlotte, NC","28202","America/New_York",1122,TRUE,517,"Charlotte, NC 28202","Bank of America Stadium","Bank of America Stadium",0,"US","https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street","bank-of-america-stadium",9,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"87","2018-09-21","2018-09-21_15.54.36",0.914,"nfl","Cleveland Browns at Pittsburgh Steelers","2018-04-20T00:00:00",FALSE,4347078,FALSE,"2018-10-28T17:00:00",FALSE,0.859,"2018-04-20T00:47:46","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","Browns at Steelers","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T13:00:00",NA,115,308,241,1142,117,688,289.7857,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.9033526,"PA","Pittsburgh","Pittsburgh, PA","15212","America/New_York",1119,TRUE,508,"Pittsburgh, PA 15212","Heinz Field","Heinz Field",0,"US","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue","heinz-field",10,40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"88","2018-09-21","2018-09-21_15.54.36",0.929,"nfl","Denver Broncos at Kansas City Chiefs","2018-04-20T00:00:00",FALSE,4346981,FALSE,"2018-10-28T17:00:00",FALSE,0.869,"2018-04-20T00:47:27","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","Broncos at Chiefs","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T12:00:00",NA,91,880,177,844,91,1067,199.65,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.8827867,"MO","Kansas City","Kansas City, MO","64129","America/Chicago",1128,TRUE,616,"Kansas City, MO 64129","Arrowhead Stadium","Arrowhead Stadium",0,"US","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive","arrowhead-stadium",9,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"89","2018-09-21","2018-09-21_15.54.36",0.921,"nfl","New York Jets at Chicago Bears","2018-04-20T00:00:00",FALSE,4347007,FALSE,"2018-10-28T17:00:00",FALSE,0.862,"2018-04-20T00:47:33","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","Jets at Bears","2018-10-28T21:00:00",FALSE,"normal","","2018-10-28T12:00:00",NA,132,120,287,1196,132,818,315.15833,"2018-08-24T21:53:39Z",FALSE,"QRCODE",0.940013,"IL","Chicago","Chicago, IL","60605","America/Chicago",31,TRUE,602,"Chicago, IL 60605","Soldier Field","Soldier Field",0,"US","https://seatgeek.com/venues/soldier-field/tickets","1410 S. Museum Campus Drive","soldier-field",10,41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
