"","date","timestamp","time_tbd","title","type","url","datetime_local","is_open","datetime_utc","description","id","short_title","score","popularity","visible_until_utc","status","created_at","announce_date","datetime_tbd","date_tbd","general_admission","highest_price","average_price","listing_count","lowest_price","lowest_price_good_deals","median_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","url_venue","state","address","score_venue","has_upcoming_events","popularity_venue","timezone","id_venue","num_upcoming_events","metro_code","postal_code","city","slug","country","display_location","extended_address","name_v2","name","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"59","2018-09-22","2018-09-22_11.01.42",FALSE,"Arizona Cardinals at Minnesota Vikings","nfl","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T12:00:00",FALSE,"2018-10-14T17:00:00","",4347145,"Cardinals at Vikings",0.904,0.889,"2018-10-14T21:00:00","normal","2018-04-20T01:04:06","2018-04-20T00:00:00",FALSE,FALSE,NA,1401,319.00482,416,110,104,284,690,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","MN","401 Chicago Avenue",0.88524246,TRUE,0,"America/Chicago",218451,14,0,"55415","Minneapolis","u-s-bank-stadium","US","Minneapolis, MN","Minneapolis, MN 55415","U.S. Bank Stadium","U.S. Bank Stadium",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"60","2018-09-22","2018-09-22_11.01.42",FALSE,"Buffalo Bills at Houston Texans","nfl","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T12:00:00",FALSE,"2018-10-14T17:00:00","",4347019,"Bills at Texans",0.896,0.878,"2018-10-14T21:00:00","normal","2018-04-20T00:47:36","2018-04-20T00:00:00",FALSE,FALSE,NA,717,189.53064,620,49,46,159,1040,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","TX","1 Reliant Park",0.8624192,TRUE,0,"America/Chicago",41,47,618,"77054","Houston","nrg-stadium","US","Houston, TX","Houston, TX 77054","NRG Stadium","NRG Stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"61","2018-09-22","2018-09-22_11.01.42",FALSE,"Los Angeles Chargers at Cleveland Browns","nfl","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00","",4346998,"Chargers at Browns",0.886,0.876,"2018-10-14T21:00:00","normal","2018-04-20T00:47:31","2018-04-20T00:00:00",FALSE,FALSE,NA,677,127.49351,693,56,55,101,826,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","OH","100 Alfred Lerner Way",0.86852187,TRUE,0,"America/New_York",1123,6,510,"44114","Cleveland","firstenergy-stadium-15","US","Cleveland, OH","Cleveland, OH 44114","FirstEnergy Stadium","FirstEnergy Stadium",41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"62","2018-09-22","2018-09-22_11.01.42",FALSE,"Baltimore Ravens at Tennessee Titans","nfl","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T15:25:00",FALSE,"2018-10-14T19:25:00","",4346991,"Ravens at Titans",0.867,0.859,"2018-10-14T23:25:00","normal","2018-04-20T00:47:30","2018-04-20T00:00:00",FALSE,FALSE,NA,720,194.82,436,62,62,NA,NA,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/nissan-stadium/tickets","TN","1 Titans Way",0.8546275,TRUE,0,"America/New_York",1126,14,659,"37213","Nashville","nissan-stadium","US","Nashville, TN","Nashville, TN 37213","Nissan Stadium","Nissan Stadium",36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"63","2018-09-22","2018-09-22_11.01.42",FALSE,"Los Angeles Rams at Denver Broncos","nfl","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T14:05:00",FALSE,"2018-10-14T20:05:00","",4347138,"Rams at Broncos",0.901,0.888,"2018-10-15T00:05:00","normal","2018-04-20T01:04:04","2018-04-20T00:00:00",FALSE,FALSE,NA,1193,368.30667,75,167,145,292,762,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","CO","1701 Bryant St.",0.9028296,TRUE,0,"America/Denver",1131,6,751,"80204","Denver","sports-authority-field-at-mile-high","US","Denver, CO","Denver, CO 80204","Sports Authority Field at Mile High","Sports Authority Field at Mile High",39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"64","2018-09-22","2018-09-22_11.01.42",FALSE,"Jacksonville Jaguars at Dallas Cowboys","nfl","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T15:25:00",TRUE,"2018-10-14T20:25:00","",4327923,"Jaguars at Cowboys",0.992,0.956,"2018-10-15T00:25:00","normal","2018-04-05T23:08:47","2018-04-05T00:00:00",FALSE,FALSE,NA,2642,339.26367,2636,30,30,269,2081,"2018-04-17T22:02:33Z","QRCODE",FALSE,"https://seatgeek.com/venues/at-t-stadium/tickets","TX","1 AT&T Way",0.9751414,TRUE,0,"America/Chicago",4965,22,623,"76011","Arlington","at-t-stadium","US","Arlington, TX","Arlington, TX 76011","AT&T Stadium","AT&T Stadium",32.7459,-97.0957,"2018-04-17T22:02:33Z","QRCODE",FALSE
"65","2018-09-22","2018-09-22_11.01.42",FALSE,"Kansas City Chiefs at New England Patriots","nfl","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-14T20:20:00",FALSE,"2018-10-15T00:20:00","",4347095,"Chiefs at Patriots",0.948,0.919,"2018-10-15T04:20:00","normal","2018-04-20T00:47:50","2018-04-20T00:00:00",FALSE,FALSE,NA,1437,502.86264,182,245,225,411,694,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/gillette-stadium/tickets","MA","1 Patriot Place",0.8983344,TRUE,0,"America/New_York",33,16,506,"02035","Foxborough","gillette-stadium","US","Foxborough, MA","Foxborough, MA 02035","Gillette Stadium","Gillette Stadium",42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
"66","2018-09-22","2018-09-22_11.01.42",FALSE,"San Francisco 49ers at Green Bay Packers","nfl","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-15T19:15:00",FALSE,"2018-10-16T00:15:00","",4346914,"49ers at Packers",0.937,0.911,"2018-10-16T04:15:00","normal","2018-04-20T00:47:13","2018-04-20T00:00:00",FALSE,FALSE,NA,1107,344.88525,122,187,196,325,573,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lambeau-field/tickets","WI","1265 Lombardi Avenue",0.92909414,TRUE,0,"America/Chicago",1125,6,658,"54304","Green Bay","lambeau-field","US","Green Bay, WI","Green Bay, WI 54304","Lambeau Field","Lambeau Field",44.5013,-88.0622,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"67","2018-09-22","2018-09-22_11.01.42",FALSE,"Denver Broncos at Arizona Cardinals","nfl","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-18T17:20:00",FALSE,"2018-10-19T00:20:00","",4347102,"Broncos at Cardinals",0.944,0.912,"2018-10-19T04:20:00","normal","2018-04-20T00:47:51","2018-04-20T00:00:00",FALSE,FALSE,NA,721,173.77075,506,55,55,139,862,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/state-farm-stadium/tickets","AZ","1 Cardinals Drive",0.93402725,TRUE,0,"America/Phoenix",43,10,753,"85305","Glendale","state-farm-stadium","US","Glendale, AZ","Glendale, AZ 85305","State Farm Stadium","State Farm Stadium",33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"68","2018-09-22","2018-09-22_11.01.42",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","sports","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-10-20T18:30:00",FALSE,"2018-10-20T23:30:00","",4471322,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.334,0.445,"2018-10-21T03:30:00","normal","2018-08-01T16:01:33","2018-08-01T00:00:00",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","AR","217 Olympic Drive",0.5808074,TRUE,0,"America/Chicago",4081,32,734,"72401","Jonesboro","asu-convocation-center-1","US","Jonesboro, AR","Jonesboro, AR 72401","ASU Convocation Center","ASU Convocation Center",35.8438,-90.6691,NA,NA,NA
"69","2018-09-22","2018-09-22_11.01.42",FALSE,"Buffalo Bills at Indianapolis Colts","nfl","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4346960,"Bills at Colts",0.879,0.863,"2018-10-21T21:00:00","normal","2018-04-20T00:47:22","2018-04-20T00:00:00",FALSE,FALSE,NA,877,106.527214,643,33,33,83,1028,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","IN","500 South Capitol Avenue",0.9071682,TRUE,0,"America/Indiana/Indianapolis",1130,14,527,"46225","Indianapolis","lucas-oil-stadium","US","Indianapolis, IN","Indianapolis, IN 46225","Lucas Oil Stadium","Lucas Oil Stadium",39.7601,-86.1639,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"70","2018-09-22","2018-09-22_11.01.42",FALSE,"New England Patriots at Chicago Bears","nfl","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T12:00:00",FALSE,"2018-10-21T17:00:00","",4347008,"Patriots at Bears",0.986,0.939,"2018-10-21T21:00:00","normal","2018-04-20T00:47:33","2018-04-20T00:00:00",FALSE,FALSE,NA,1460,614.43475,69,343,356,547,571,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","IL","1410 S. Museum Campus Drive",0.940013,TRUE,0,"America/Chicago",31,10,602,"60605","Chicago","soldier-field","US","Chicago, IL","Chicago, IL 60605","Soldier Field","Soldier Field",41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"71","2018-09-22","2018-09-22_11.01.42",FALSE,"Minnesota Vikings at New York Jets","nfl","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4346975,"Vikings at Jets",0.958,0.917,"2018-10-21T21:00:00","normal","2018-04-20T00:47:26","2018-04-20T00:00:00",FALSE,FALSE,NA,1062,224.91533,496,73,73,188,989,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","NJ","1 MetLife Stadium Drive",0.94873494,TRUE,0,"America/New_York",1587,16,501,"07073","East Rutherford","metlife-stadium","US","East Rutherford, NJ","East Rutherford, NJ 07073","MetLife Stadium","MetLife Stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"72","2018-09-22","2018-09-22_11.01.42",FALSE,"Cleveland Browns at Tampa Bay Buccaneers","nfl","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4346931,"Browns at Buccaneers",0.867,0.847,"2018-10-21T21:00:00","normal","2018-04-20T00:47:16","2018-04-20T00:00:00",FALSE,FALSE,NA,559,279,18,137,79,206,400,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/raymond-james-stadium/tickets","FL","4201 North Dale Mabry Highway",0.86513025,TRUE,0,"America/New_York",39,16,539,"33607","Tampa","raymond-james-stadium","US","Tampa, FL","Tampa, FL 33607","Raymond James Stadium","Raymond James Stadium",27.9753,-82.5034,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"73","2018-09-22","2018-09-22_11.01.42",FALSE,"Detroit Lions at Miami Dolphins","nfl","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4347084,"Lions at Dolphins",0.897,0.87,"2018-10-21T21:00:00","normal","2018-04-20T00:47:47","2018-04-20T00:00:00",FALSE,FALSE,NA,900,152.73125,160,62,53,136,970,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/hard-rock-stadium/tickets","FL","347 Don Shula Dr.",0.8378203,TRUE,0,"America/New_York",29,38,528,"33056","Miami Gardens","hard-rock-stadium","US","Miami Gardens, FL","Miami Gardens, FL 33056","Hard Rock Stadium","Hard Rock Stadium",25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"74","2018-09-22","2018-09-22_11.01.42",FALSE,"Houston Texans at Jacksonville Jaguars","nfl","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4346948,"Texans at Jaguars",0.835,0.823,"2018-10-21T21:00:00","normal","2018-04-20T00:47:19","2018-04-20T00:00:00",FALSE,FALSE,NA,590,126.325,600,48,48,97,871,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/everbank-field/tickets","FL","1 Everbank Field Dr",0.83759147,TRUE,0,"America/New_York",5178,9,561,"32202","Jacksonville","everbank-field","US","Jacksonville, FL","Jacksonville, FL 32202","EverBank Field","EverBank Field",30.3239,-81.6373,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"75","2018-09-22","2018-09-22_11.01.42",FALSE,"Cincinnati Bengals at Kansas City Chiefs","nfl","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T12:00:00",FALSE,"2018-10-21T17:00:00","",4346982,"Bengals at Chiefs",0.912,0.883,"2018-10-21T21:00:00","normal","2018-04-20T00:47:27","2018-04-20T00:00:00",FALSE,FALSE,NA,610,147.67421,973,48,48,137,1110,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","1 Arrowhead Drive",0.8827867,TRUE,0,"America/Chicago",1128,9,616,"64129","Kansas City","arrowhead-stadium","US","Kansas City, MO","Kansas City, MO 64129","Arrowhead Stadium","Arrowhead Stadium",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"76","2018-09-22","2018-09-22_11.01.42",FALSE,"Carolina Panthers at Philadelphia Eagles","nfl","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00","",4347036,"Panthers at Eagles",0.944,0.908,"2018-10-21T21:00:00","normal","2018-04-20T00:47:39","2018-04-20T00:00:00",FALSE,FALSE,NA,3680,431.91254,343,211,156,387,922,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lincoln-financial-field/tickets","PA","1020 Pattison Ave",0.90542686,TRUE,0,"America/New_York",330,16,504,"19148","Philadelphia","lincoln-financial-field","US","Philadelphia, PA","Philadelphia, PA 19148","Lincoln Financial Field","Lincoln Financial Field",39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"77","2018-09-22","2018-09-22_11.01.42",FALSE,"New Orleans Saints at Baltimore Ravens","nfl","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-21T16:05:00",FALSE,"2018-10-21T20:05:00","",4347071,"Saints at Ravens",0.883,0.861,"2018-10-22T00:05:00","normal","2018-04-20T00:47:45","2018-04-20T00:00:00",FALSE,FALSE,NA,608,156.34273,461,60,59,128,937,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","MD","1101 Russell St",0.8927189,TRUE,0,"America/New_York",1121,8,512,"21230","Baltimore","m-t-bank-stadium","US","Baltimore, MD","Baltimore, MD 21230","M&T Bank Stadium","M&T Bank Stadium",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"78","2018-09-22","2018-09-22_11.01.42",FALSE,"Dallas Cowboys at Washington Redskins","nfl","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-21T16:25:00",FALSE,"2018-10-21T20:25:00","",4346941,"Cowboys at Redskins",0.992,0.949,"2018-10-22T00:25:00","normal","2018-04-20T00:47:18","2018-04-20T00:00:00",FALSE,FALSE,NA,1093,353.8144,625,185,183,306,1097,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","MD","1600 Fedex Way",0.9333444,TRUE,0,"America/New_York",35,7,511,"20785","Landover","fedex-field","US","Landover, MD","Landover, MD 20785","FedEx Field","FedEx Field",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"79","2018-09-22","2018-09-22_11.01.42",FALSE,"Los Angeles Rams at San Francisco 49ers","nfl","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-21T17:20:00",FALSE,"2018-10-22T00:20:00","",4347118,"Rams at 49ers",0.95,0.911,"2018-10-22T04:20:00","normal","2018-04-20T00:47:54","2018-04-20T00:00:00",FALSE,FALSE,NA,2994,254.075,760,108,108,220,1012,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","CA","4900 Marie P DeBartolo Way",0.95768774,TRUE,0,"America/Los_Angeles",58670,13,0,"95054","Santa Clara","levi-s-stadium","US","Santa Clara, CA","Santa Clara, CA 95054","Levi's Stadium","Levi's Stadium",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"80","2018-09-22","2018-09-22_11.01.42",FALSE,"New York Giants at Atlanta Falcons","nfl","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-22T20:15:00",FALSE,"2018-10-23T00:15:00","",4347050,"Giants at Falcons",0.94,0.906,"2018-10-23T04:15:00","normal","2018-04-20T00:47:42","2018-04-20T00:00:00",FALSE,FALSE,NA,1791,320.03,688,121,121,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","GA","441 M.L.K. Jr Dr NW",0.76958936,TRUE,0,"America/New_York",419590,20,0,"30313","Atlanta","mercedes-benz-stadium","US","Atlanta, GA","Atlanta, GA 30313","Mercedes-Benz Stadium","Mercedes-Benz Stadium",33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"81","2018-09-22","2018-09-22_11.01.42",FALSE,"Troy Trojans at South Alabama Jaguars Football","ncaa_football","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-23T19:00:00",FALSE,"2018-10-24T00:00:00","",4281985,"Troy at South Alabama",0.224,0.35,"2018-10-24T04:00:00","normal","2018-02-28T15:00:17","2018-02-28T00:00:00",FALSE,FALSE,NA,93,43.689655,29,26,26,36,11,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","AL","1621 Virginia St.",0.50177634,TRUE,0,"America/Chicago",3716,5,686,"36604","Mobile","ladd-peebles-stadium","US","Mobile, AL","Mobile, AL 36604","Ladd Peebles Stadium","Ladd Peebles Stadium",30.6748,-88.0761,NA,NA,NA
"82","2018-09-22","2018-09-22_11.01.42",FALSE,"Miami Dolphins at Houston Texans","nfl","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-25T19:20:00",FALSE,"2018-10-26T00:20:00","",4347018,"Dolphins at Texans",0.894,0.861,"2018-10-26T04:20:00","normal","2018-04-20T00:47:36","2018-04-20T00:00:00",FALSE,FALSE,NA,715,169.17949,468,42,42,135,944,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","TX","1 Reliant Park",0.8624192,TRUE,0,"America/Chicago",41,47,618,"77054","Houston","nrg-stadium","US","Houston, TX","Houston, TX 77054","NRG Stadium","NRG Stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"83","2018-09-22","2018-09-22_11.01.42",FALSE,"Tampa Bay Buccaneers at Cincinnati Bengals","nfl","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00","",4347041,"Buccaneers at Bengals",0.87,0.845,"2018-10-28T21:00:00","normal","2018-04-20T00:47:40","2018-04-20T00:00:00",FALSE,FALSE,NA,333,99.10714,588,40,40,89,925,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/paul-brown-stadium/tickets","OH","1 Paul Brown Stadium",0.86166537,TRUE,0,"America/New_York",1124,7,515,"45202","Cincinnati","paul-brown-stadium","US","Cincinnati, OH","Cincinnati, OH 45202","Paul Brown Stadium","Paul Brown Stadium",39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"84","2018-09-22","2018-09-22_11.01.42",FALSE,"Seattle Seahawks at Detroit Lions","nfl","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00","",4347026,"Seahawks at Lions",0.927,0.895,"2018-10-28T21:00:00","normal","2018-04-20T00:47:37","2018-04-20T00:00:00",FALSE,FALSE,NA,2403,167.82791,523,66,42,141,824,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/ford-field/tickets","MI","2000 Brush St.",0.9029952,TRUE,0,"America/Detroit",346,11,505,"48226","Detroit","ford-field","US","Detroit, MI","Detroit, MI 48226","Ford Field","Ford Field",42.34,-83.0459,"2015-11-04T17:31:52Z","NONE",FALSE
"85","2018-09-22","2018-09-22_11.01.42",FALSE,"Washington Redskins at New York Giants","nfl","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00","",4346940,"Redskins at Giants",0.945,0.901,"2018-10-28T21:00:00","normal","2018-04-20T00:47:17","2018-04-20T00:00:00",FALSE,FALSE,NA,1497,292.2736,530,133,133,233,967,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","NJ","1 MetLife Stadium Drive",0.94873494,TRUE,0,"America/New_York",1587,16,501,"07073","East Rutherford","metlife-stadium","US","East Rutherford, NJ","East Rutherford, NJ 07073","MetLife Stadium","MetLife Stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"86","2018-09-22","2018-09-22_11.01.42",FALSE,"Baltimore Ravens at Carolina Panthers","nfl","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00","",4347070,"Ravens at Panthers",0.908,0.874,"2018-10-28T21:00:00","normal","2018-04-20T00:47:45","2018-04-20T00:00:00",FALSE,FALSE,NA,588,214.59836,366,90,83,166,835,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","800 South Mint Street",0.8968222,TRUE,0,"America/New_York",1122,9,517,"28202","Charlotte","bank-of-america-stadium","US","Charlotte, NC","Charlotte, NC 28202","Bank of America Stadium","Bank of America Stadium",35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"87","2018-09-22","2018-09-22_11.01.42",FALSE,"Cleveland Browns at Pittsburgh Steelers","nfl","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00","",4347078,"Browns at Steelers",0.916,0.882,"2018-10-28T21:00:00","normal","2018-04-20T00:47:46","2018-04-20T00:00:00",FALSE,FALSE,NA,1140,291.79,300,117,116,243,677,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/heinz-field/tickets","PA","100 Art Rooney Avenue",0.9033526,TRUE,0,"America/New_York",1119,10,508,"15212","Pittsburgh","heinz-field","US","Pittsburgh, PA","Pittsburgh, PA 15212","Heinz Field","Heinz Field",40.4468,-80.0158,"2015-12-08T15:36:23Z","QRCODE_TM",FALSE
"88","2018-09-22","2018-09-22_11.01.42",FALSE,"Denver Broncos at Kansas City Chiefs","nfl","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T12:00:00",FALSE,"2018-10-28T17:00:00","",4346981,"Broncos at Chiefs",0.929,0.89,"2018-10-28T21:00:00","normal","2018-04-20T00:47:27","2018-04-20T00:00:00",FALSE,FALSE,NA,844,199.87022,863,94,94,178,1056,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","1 Arrowhead Drive",0.8827867,TRUE,0,"America/Chicago",1128,9,616,"64129","Kansas City","arrowhead-stadium","US","Kansas City, MO","Kansas City, MO 64129","Arrowhead Stadium","Arrowhead Stadium",39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"89","2018-09-22","2018-09-22_11.01.42",FALSE,"New York Jets at Chicago Bears","nfl","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","2018-10-28T12:00:00",FALSE,"2018-10-28T17:00:00","",4347007,"Jets at Bears",0.923,0.885,"2018-10-28T21:00:00","normal","2018-04-20T00:47:33","2018-04-20T00:00:00",FALSE,FALSE,NA,1196,316.61667,120,132,132,288,814,"2018-08-24T21:53:39Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","IL","1410 S. Museum Campus Drive",0.940013,TRUE,0,"America/Chicago",31,10,602,"60605","Chicago","soldier-field","US","Chicago, IL","Chicago, IL 60605","Soldier Field","Soldier Field",41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
