"","date","timestamp","url","time_tbd","date_tbd","status","announce_date","score","datetime_utc","type","visible_until_utc","title","popularity","short_title","id","datetime_tbd","description","is_open","created_at","datetime_local","general_admission","visible_listing_count","median_price","lowest_price","listing_count","lowest_price_good_deals","highest_price","average_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","url_venue","country","display_location","name","state","slug","postal_code","name_v2","timezone","score_venue","popularity_venue","extended_address","id_venue","has_upcoming_events","city","address","num_upcoming_events","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"63","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.947,"2018-10-07T20:05:00","nfl","2018-10-08T00:05:00","Oakland Raiders at Los Angeles Chargers",0.923,"Raiders at Chargers",4347111,FALSE,"",FALSE,"2018-04-20T00:47:52","2018-10-07T13:05:00",NA,NA,NA,245,383,245,1040,356.5,"2018-08-24T21:17:06Z","QRCODE",FALSE,"https://seatgeek.com/venues/stubhub-center/tickets","US","Carson, CA","StubHub Center","CA","stubhub-center","90746","StubHub Center","America/Los_Angeles",0.7228164,0,"Carson, CA 90746",52,TRUE,"Carson","18400 Avalon Blvd",13,-118.261,33.8643,NA,NA,NA
"64","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.914,"2018-10-07T20:25:00","nfl","2018-10-08T00:25:00","Arizona Cardinals at San Francisco 49ers",0.897,"Cardinals at 49ers",4347115,FALSE,"",FALSE,"2018-04-20T00:47:53","2018-10-07T13:25:00",NA,NA,NA,64,1047,64,1791,184.82,"2018-09-05T19:47:23Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","Santa Clara, CA","Levi's Stadium","CA","levi-s-stadium","95054","Levi's Stadium","America/Los_Angeles",0.95768774,0,"Santa Clara, CA 95054",58670,TRUE,"Santa Clara","4900 Marie P DeBartolo Way",13,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"65","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.92,"2018-10-07T20:25:00","nfl","2018-10-08T00:25:00","Los Angeles Rams at Seattle Seahawks",0.902,"Rams at Seahawks",4347128,FALSE,"",FALSE,"2018-04-20T00:47:56","2018-10-07T13:25:00",NA,NA,NA,175,184,175,1019,387.47,"2018-08-24T21:19:14Z","QRCODE",FALSE,"https://seatgeek.com/venues/centurylink-field/tickets","US","Seattle, WA","CenturyLink Field","WA","centurylink-field","98134","CenturyLink Field","America/Los_Angeles",0.87232786,0,"Seattle, WA 98134",339,TRUE,"Seattle","800 Occidental Ave S",18,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"66","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.951,"2018-10-07T20:25:00","nfl","2018-10-08T00:25:00","Minnesota Vikings at Philadelphia Eagles",0.928,"Vikings at Eagles",4346976,FALSE,"",FALSE,"2018-04-20T00:47:26","2018-10-07T16:25:00",NA,NA,NA,180,316,180,1322,450.95,"2018-08-24T21:03:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","Philadelphia, PA","Lincoln Financial Field","PA","lincoln-financial-field","19148","Lincoln Financial Field","America/New_York",0.90542686,0,"Philadelphia, PA 19148",330,TRUE,"Philadelphia","1020 Pattison Ave",16,-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"67","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.977,"2018-10-08T00:20:00","nfl","2018-10-08T04:20:00","Dallas Cowboys at Houston Texans",0.938,"Cowboys at Texans",4347020,FALSE,"",FALSE,"2018-04-20T00:47:36","2018-10-07T19:20:00",NA,NA,NA,250,423,250,2388,655.14,"2018-08-24T21:04:53Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","US","Houston, TX","NRG Stadium","TX","nrg-stadium","77054","NRG Stadium","America/Chicago",0.8624192,0,"Houston, TX 77054",41,TRUE,"Houston","1 Reliant Park",46,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"68","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,FALSE,"normal","2018-08-03T00:00:00",0.354,"2018-10-08T20:00:00","sports","2018-10-09T00:00:00","Baltimore Ravens at A Purple Evening",0.474,"Baltimore Ravens at A Purple Evening",4474093,FALSE,"",FALSE,"2018-08-03T16:01:06","2018-10-08T16:00:00",NA,3,251,62,9,NA,569,298.77777,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","Baltimore, MD","M&T Bank Stadium","MD","m-t-bank-stadium","21230","M&T Bank Stadium","America/New_York",0.8927189,0,"Baltimore, MD 21230",1121,TRUE,"Baltimore","1101 Russell St",8,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"69","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.891,"2018-10-09T00:15:00","nfl","2018-10-09T04:15:00","Washington Redskins at New Orleans Saints",0.877,"Redskins at Saints",4346971,FALSE,"",TRUE,"2018-04-20T00:47:25","2018-10-08T19:15:00",NA,NA,NA,78,1508,78,5941,244.44,"2018-05-29T20:38:55Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US","New Orleans, LA","Mercedes-Benz Superdome","LA","mercedes-benz-superdome","70112","Mercedes-Benz Superdome","America/Chicago",0.8966978,0,"New Orleans, LA 70112",128,TRUE,"New Orleans","1500 Sugar Bowl Drive",19,-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"70","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.962,"2018-10-12T00:20:00","nfl","2018-10-12T04:20:00","Philadelphia Eagles at New York Giants",0.923,"Eagles at Giants",4346917,FALSE,"",FALSE,"2018-04-20T00:47:14","2018-10-11T20:20:00",NA,NA,NA,144,555,150,1558,362.59,"2018-08-24T21:52:02Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"71","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",FALSE,FALSE,"normal","2017-12-21T00:00:00",0.483,"2018-10-13T17:00:00","ncaa_football","2018-10-13T21:00:00","Alabama State Hornets at South Alabama Jaguars Football",0.572,"Alabama State at South Alabama",4192619,FALSE,"",FALSE,"2017-12-21T15:00:36","2018-10-13T12:00:00",NA,NA,NA,27,17,27,124,47.62,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US","Mobile, AL","Ladd Peebles Stadium","AL","ladd-peebles-stadium","36604","Ladd Peebles Stadium","America/Chicago",0.50177634,0,"Mobile, AL 36604",3716,TRUE,"Mobile","1621 Virginia St.",7,-88.0761,30.6748,NA,NA,NA
"72","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.909,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Tampa Bay Buccaneers at Atlanta Falcons",0.888,"Buccaneers at Falcons",4347051,FALSE,"",FALSE,"2018-04-20T00:47:42","2018-10-14T13:00:00",NA,1183,170,70,967,70,1150,201.70837,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US","Atlanta, GA","Mercedes-Benz Stadium","GA","mercedes-benz-stadium","30313","Mercedes-Benz Stadium","America/New_York",0.76958936,0,"Atlanta, GA 30313",419590,TRUE,"Atlanta","441 M.L.K. Jr Dr NW",19,-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"73","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.932,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Indianapolis Colts at New York Jets",0.902,"Colts at Jets",4346961,FALSE,"",FALSE,"2018-04-20T00:47:22","2018-10-14T13:00:00",NA,NA,NA,58,680,58,6034,213.99,"2018-08-24T21:52:02Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"74","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.897,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Pittsburgh Steelers at Cincinnati Bengals",0.876,"Steelers at Bengals",4347042,FALSE,"",FALSE,"2018-04-20T00:47:40","2018-10-14T13:00:00",NA,NA,NA,76,389,76,123594,482.25,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US","Cincinnati, OH","Paul Brown Stadium","OH","paul-brown-stadium","45202","Paul Brown Stadium","America/New_York",0.86166537,0,"Cincinnati, OH 45202",1124,TRUE,"Cincinnati","1 Paul Brown Stadium",8,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"75","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.91,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Chicago Bears at Miami Dolphins",0.884,"Bears at Dolphins",4347081,FALSE,"",FALSE,"2018-04-20T00:47:47","2018-10-14T13:00:00",NA,NA,NA,103,119,103,123594,1373.69,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/hard-rock-stadium/tickets","US","Miami Gardens, FL","Hard Rock Stadium","FL","hard-rock-stadium","33056","Hard Rock Stadium","America/New_York",0.8378203,0,"Miami Gardens, FL 33056",29,TRUE,"Miami Gardens","347 Don Shula Dr.",38,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"76","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.854,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Los Angeles Chargers at Cleveland Browns",0.848,"Chargers at Browns",4346998,FALSE,"",FALSE,"2018-04-20T00:47:31","2018-10-14T13:00:00",NA,1067,76,32,890,32,675,92.67528,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US","Cleveland, OH","FirstEnergy Stadium","OH","firstenergy-stadium-15","44114","FirstEnergy Stadium","America/New_York",0.86852187,0,"Cleveland, OH 44114",1123,TRUE,"Cleveland","100 Alfred Lerner Way",7,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"77","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.908,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Buffalo Bills at Houston Texans",0.88,"Bills at Texans",4347019,FALSE,"",FALSE,"2018-04-20T00:47:36","2018-10-14T12:00:00",NA,NA,NA,60,493,60,715,191.09,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","US","Houston, TX","NRG Stadium","TX","nrg-stadium","77054","NRG Stadium","America/Chicago",0.8624192,0,"Houston, TX 77054",41,TRUE,"Houston","1 Reliant Park",46,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"78","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.907,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Arizona Cardinals at Minnesota Vikings",0.887,"Cardinals at Vikings",4347145,FALSE,"",FALSE,"2018-04-20T01:04:06","2018-10-14T12:00:00",NA,NA,NA,113,411,113,123594,569.39,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","US","Minneapolis, MN","U.S. Bank Stadium","MN","u-s-bank-stadium","55415","U.S. Bank Stadium","America/Chicago",0.88524246,0,"Minneapolis, MN 55415",218451,TRUE,"Minneapolis","401 Chicago Avenue",13,-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"79","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.951,"2018-10-14T17:00:00","nfl","2018-10-14T21:00:00","Carolina Panthers at Washington Redskins",0.92,"Panthers at Redskins",4346942,FALSE,"",FALSE,"2018-04-20T00:47:18","2018-10-14T13:00:00",NA,NA,NA,101,587,101,1011,217.25,"2018-08-24T21:52:02Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","US","Landover, MD","FedEx Field","MD","fedex-field","20785","FedEx Field","America/New_York",0.9333444,0,"Landover, MD 20785",35,TRUE,"Landover","1600 Fedex Way",8,-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"80","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.87,"2018-10-14T19:25:00","nfl","2018-10-14T23:25:00","Baltimore Ravens at Tennessee Titans",0.855,"Ravens at Titans",4346991,FALSE,"",FALSE,"2018-04-20T00:47:30","2018-10-14T15:25:00",NA,NA,NA,62,436,62,720,194.82,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/nissan-stadium/tickets","US","Nashville, TN","Nissan Stadium","TN","nissan-stadium","37213","Nissan Stadium","America/New_York",0.8546275,0,"Nashville, TN 37213",1126,TRUE,"Nashville","1 Titans Way",15,-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"81","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.9,"2018-10-14T20:05:00","nfl","2018-10-15T00:05:00","Los Angeles Rams at Denver Broncos",0.883,"Rams at Broncos",4347138,FALSE,"",FALSE,"2018-04-20T01:04:04","2018-10-14T14:05:00",NA,NA,NA,156,114,156,1193,357.39,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","US","Denver, CO","Sports Authority Field at Mile High","CO","sports-authority-field-at-mile-high","80204","Sports Authority Field at Mile High","America/Denver",0.9028296,0,"Denver, CO 80204",1131,TRUE,"Denver","1701 Bryant St.",7,-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"82","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",FALSE,FALSE,"normal","2018-04-05T00:00:00",0.983,"2018-10-14T20:25:00","nfl","2018-10-15T00:25:00","Jacksonville Jaguars at Dallas Cowboys",0.944,"Jaguars at Cowboys",4327923,FALSE,"",TRUE,"2018-04-05T23:08:47","2018-10-14T15:25:00",NA,NA,NA,32,2588,32,4309,336.21,"2018-04-17T22:02:33Z","QRCODE",FALSE,"https://seatgeek.com/venues/at-t-stadium/tickets","US","Arlington, TX","AT&T Stadium","TX","at-t-stadium","76011","AT&T Stadium","America/Chicago",0.9751414,0,"Arlington, TX 76011",4965,TRUE,"Arlington","1 AT&T Way",23,-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"83","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.955,"2018-10-15T00:20:00","nfl","2018-10-15T04:20:00","Kansas City Chiefs at New England Patriots",0.92,"Chiefs at Patriots",4347095,FALSE,"",FALSE,"2018-04-20T00:47:50","2018-10-14T20:20:00",NA,NA,NA,228,226,228,1437,525.37,"2018-08-24T21:53:35Z","QRCODE",FALSE,"https://seatgeek.com/venues/gillette-stadium/tickets","US","Foxborough, MA","Gillette Stadium","MA","gillette-stadium","02035","Gillette Stadium","America/New_York",0.8983344,0,"Foxborough, MA 02035",33,TRUE,"Foxborough","1 Patriot Place",17,-71.2674,42.0906,"2018-08-22T15:36:58Z","NONE",FALSE
"84","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.94,"2018-10-16T00:15:00","nfl","2018-10-16T04:15:00","San Francisco 49ers at Green Bay Packers",0.909,"49ers at Packers",4346914,FALSE,"",FALSE,"2018-04-20T00:47:13","2018-10-15T19:15:00",NA,NA,NA,166,153,166,719,321.59,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lambeau-field/tickets","US","Green Bay, WI","Lambeau Field","WI","lambeau-field","54304","Lambeau Field","America/Chicago",0.92909414,0,"Green Bay, WI 54304",1125,TRUE,"Green Bay","1265 Lombardi Avenue",7,-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"85","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.939,"2018-10-19T00:20:00","nfl","2018-10-19T04:20:00","Denver Broncos at Arizona Cardinals",0.906,"Broncos at Cardinals",4347102,FALSE,"",FALSE,"2018-04-20T00:47:51","2018-10-18T17:20:00",NA,NA,NA,51,489,51,667,163.12,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/state-farm-stadium/tickets","US","Glendale, AZ","State Farm Stadium","AZ","state-farm-stadium","85305","State Farm Stadium","America/Phoenix",0.93402725,0,"Glendale, AZ 85305",43,TRUE,"Glendale","1 Cardinals Drive",10,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"86","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",FALSE,FALSE,"normal","2018-08-01T00:00:00",0.36,"2018-10-20T23:30:00","sports","2018-10-21T03:30:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.452,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",4471322,FALSE,"",FALSE,"2018-08-01T16:01:33","2018-10-20T18:30:00",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","US","Jonesboro, AR","ASU Convocation Center","AR","asu-convocation-center-1","72401","ASU Convocation Center","America/Chicago",0.5808074,0,"Jonesboro, AR 72401",4081,TRUE,"Jonesboro","217 Olympic Drive",33,-90.6691,35.8438,NA,NA,NA
"87","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.88,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Buffalo Bills at Indianapolis Colts",0.861,"Bills at Colts",4346960,FALSE,"",FALSE,"2018-04-20T00:47:22","2018-10-21T13:00:00",NA,998,87,33,674,33,875,109.08457,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","Indianapolis, IN","Lucas Oil Stadium","IN","lucas-oil-stadium","46225","Lucas Oil Stadium","America/Indiana/Indianapolis",0.9071682,0,"Indianapolis, IN 46225",1130,TRUE,"Indianapolis","500 South Capitol Avenue",13,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"88","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.987,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","New England Patriots at Chicago Bears",0.936,"Patriots at Bears",4347008,FALSE,"",FALSE,"2018-04-20T00:47:33","2018-10-21T12:00:00",NA,NA,NA,276,99,333,1198,595.84,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","US","Chicago, IL","Soldier Field","IL","soldier-field","60605","Soldier Field","America/Chicago",0.940013,0,"Chicago, IL 60605",31,TRUE,"Chicago","1410 S. Museum Campus Drive",12,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"89","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.963,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Minnesota Vikings at New York Jets",0.917,"Vikings at Jets",4346975,FALSE,"",FALSE,"2018-04-20T00:47:26","2018-10-21T13:00:00",NA,NA,NA,69,533,69,1062,193.74,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"90","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.907,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Detroit Lions at Miami Dolphins",0.872,"Lions at Dolphins",4347084,FALSE,"",FALSE,"2018-04-20T00:47:47","2018-10-21T13:00:00",NA,NA,NA,52,183,52,899,156.21,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/hard-rock-stadium/tickets","US","Miami Gardens, FL","Hard Rock Stadium","FL","hard-rock-stadium","33056","Hard Rock Stadium","America/New_York",0.8378203,0,"Miami Gardens, FL 33056",29,TRUE,"Miami Gardens","347 Don Shula Dr.",38,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"91","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.871,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Cleveland Browns at Tampa Bay Buccaneers",0.846,"Browns at Buccaneers",4346931,FALSE,"",FALSE,"2018-04-20T00:47:16","2018-10-21T13:00:00",NA,NA,NA,83,24,83,649,241.21,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/raymond-james-stadium/tickets","US","Tampa, FL","Raymond James Stadium","FL","raymond-james-stadium","33607","Raymond James Stadium","America/New_York",0.86513025,0,"Tampa, FL 33607",39,TRUE,"Tampa","4201 North Dale Mabry Highway",15,-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"92","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.83,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Houston Texans at Jacksonville Jaguars",0.814,"Texans at Jaguars",4346948,FALSE,"",FALSE,"2018-04-20T00:47:19","2018-10-21T13:00:00",NA,NA,NA,51,691,51,588,127.69,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/everbank-field/tickets","US","Jacksonville, FL","EverBank Field","FL","everbank-field","32202","EverBank Field","America/New_York",0.83759147,0,"Jacksonville, FL 32202",5178,TRUE,"Jacksonville","1 Everbank Field Dr",10,-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"93","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.943,"2018-10-21T17:00:00","nfl","2018-10-21T21:00:00","Carolina Panthers at Philadelphia Eagles",0.904,"Panthers at Eagles",4347036,FALSE,"",FALSE,"2018-04-20T00:47:39","2018-10-21T13:00:00",NA,NA,NA,168,393,168,3679,432.12,"2018-08-24T21:53:38Z","QRCODE",FALSE,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","Philadelphia, PA","Lincoln Financial Field","PA","lincoln-financial-field","19148","Lincoln Financial Field","America/New_York",0.90542686,0,"Philadelphia, PA 19148",330,TRUE,"Philadelphia","1020 Pattison Ave",16,-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
