"","date","timestamp","url","time_tbd","date_tbd","status","announce_date","score","datetime_utc","type","visible_until_utc","title","popularity","short_title","id","datetime_tbd","description","is_open","created_at","datetime_local","general_admission","visible_listing_count","median_price","lowest_price","listing_count","lowest_price_good_deals","highest_price","average_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","url_venue","country","display_location","name","state","slug","postal_code","name_v2","timezone","score_venue","popularity_venue","extended_address","id_venue","has_upcoming_events","city","address","num_upcoming_events","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"130","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.864,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Arizona Cardinals at Kansas City Chiefs",0.823,"Cardinals at Chiefs",4346980,FALSE,"",FALSE,"2018-04-20T00:47:27","2018-11-11T12:00:00",NA,901,124,40,831,40,525,140.90132,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","US","Kansas City, MO","Arrowhead Stadium","MO","arrowhead-stadium","64129","Arrowhead Stadium","America/Chicago",0.8827867,0,"Kansas City, MO 64129",1128,TRUE,"Kansas City","1 Arrowhead Drive",9,-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"131","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.88,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","New Orleans Saints at Cincinnati Bengals",0.836,"Saints at Bengals",4347040,FALSE,"",FALSE,"2018-04-20T00:47:40","2018-11-11T13:00:00",NA,716,105,52,549,52,422,117.27869,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US","Cincinnati, OH","Paul Brown Stadium","OH","paul-brown-stadium","45202","Paul Brown Stadium","America/New_York",0.86166537,0,"Cincinnati, OH 45202",1124,TRUE,"Cincinnati","1 Paul Brown Stadium",8,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"132","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.919,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Detroit Lions at Chicago Bears",0.867,"Lions at Bears",4347006,FALSE,"",FALSE,"2018-04-20T00:47:32","2018-11-11T12:00:00",NA,NA,NA,116,175,116,1197,301,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","US","Chicago, IL","Soldier Field","IL","soldier-field","60605","Soldier Field","America/Chicago",0.940013,0,"Chicago, IL 60605",31,TRUE,"Chicago","1410 S. Museum Campus Drive",12,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"133","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.87,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Jacksonville Jaguars at Indianapolis Colts",0.835,"Jaguars at Colts",4346958,FALSE,"",FALSE,"2018-04-20T00:47:22","2018-11-11T13:00:00",NA,NA,NA,33,767,33,1198,108.61,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","Indianapolis, IN","Lucas Oil Stadium","IN","lucas-oil-stadium","46225","Lucas Oil Stadium","America/Indiana/Indianapolis",0.9071682,0,"Indianapolis, IN 46225",1130,TRUE,"Indianapolis","500 South Capitol Avenue",13,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"134","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.872,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Washington Redskins at Tampa Bay Buccaneers",0.829,"Redskins at Buccaneers",4346930,FALSE,"",FALSE,"2018-04-20T00:47:16","2018-11-11T13:00:00",NA,NA,NA,79,29,79,528,217.9,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/raymond-james-stadium/tickets","US","Tampa, FL","Raymond James Stadium","FL","raymond-james-stadium","33607","Raymond James Stadium","America/New_York",0.86513025,0,"Tampa, FL 33607",39,TRUE,"Tampa","4201 North Dale Mabry Highway",15,-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"135","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.874,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Atlanta Falcons at Cleveland Browns",0.837,"Falcons at Browns",4346996,FALSE,"",FALSE,"2018-04-20T00:47:31","2018-11-11T13:00:00",NA,NA,NA,31,1144,33,1172,96.09,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US","Cleveland, OH","FirstEnergy Stadium","OH","firstenergy-stadium-15","44114","FirstEnergy Stadium","America/New_York",0.86852187,0,"Cleveland, OH 44114",1123,TRUE,"Cleveland","100 Alfred Lerner Way",7,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"136","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.924,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Buffalo Bills at New York Jets",0.868,"Bills at Jets",4347060,FALSE,"",FALSE,"2018-04-20T00:47:43","2018-11-11T13:00:00",NA,NA,NA,46,967,46,871,150.83,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"137","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.93,"2018-11-11T18:00:00","nfl","2018-11-11T22:00:00","Miami Dolphins at Green Bay Packers",0.882,"Dolphins at Packers",4346912,FALSE,"",FALSE,"2018-04-20T00:47:13","2018-11-11T12:00:00",NA,NA,NA,195,177,195,797,390.11,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/lambeau-field/tickets","US","Green Bay, WI","Lambeau Field","WI","lambeau-field","54304","Lambeau Field","America/Chicago",0.92909414,0,"Green Bay, WI 54304",1125,TRUE,"Green Bay","1265 Lombardi Avenue",7,-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"138","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.892,"2018-11-11T21:05:00","nfl","2018-11-12T01:05:00","Los Angeles Chargers at Oakland Raiders",0.845,"Chargers at Raiders",4347130,FALSE,"",FALSE,"2018-04-20T00:47:56","2018-11-11T13:05:00",NA,NA,NA,99,503,99,628,201.45,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","US","Oakland, CA","Oakland-Alameda County Coliseum","CA","oakland-alameda-county-coliseum","94621","Oakland-Alameda County Coliseum","America/Los_Angeles",0.7817843,0,"Oakland, CA 94621",14,TRUE,"Oakland","7000 Coliseum Way",26,-122.201,37.7469,"2015-06-24T00:00:00Z","PDF417",FALSE
"139","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.906,"2018-11-11T21:25:00","nfl","2018-11-12T01:25:00","Seattle Seahawks at Los Angeles Rams",0.856,"Seahawks at Rams",4346920,FALSE,"",FALSE,"2018-04-20T00:47:14","2018-11-11T13:25:00",NA,NA,NA,54,857,54,922,186.69,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US","Los Angeles, CA","Los Angeles Memorial Coliseum","CA","los-angeles-memorial-coliseum-1","90037","Los Angeles Memorial Coliseum","America/Los_Angeles",0.86898464,0,"Los Angeles, CA 90037",51012,TRUE,"Los Angeles","3911 S Figueroa St",12,-118.288,34.0138,"2018-08-23T17:59:28Z","QRCODE",FALSE
"140","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554",FALSE,FALSE,"normal","2018-08-23T00:00:00",0.466,"2018-11-12T00:00:00","concert","2018-11-12T04:00:00","Alex G with Half Waif",0.512,"Alex G with Half Waif",4500554,FALSE,"",FALSE,"2018-08-23T20:13:51","2018-11-11T19:00:00",TRUE,1,113,45,17,NA,569,207.52942,NA,NA,NA,"https://seatgeek.com/venues/crowbar-2/tickets","US","Tampa, FL","Crowbar","FL","crowbar-2","33605","Crowbar","America/New_York",0.42424366,0,"Tampa, FL 33605",3160,TRUE,"Tampa","1812 North 17th Street",32,-82.4406,27.9608,NA,NA,NA
"141","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.966,"2018-11-12T01:20:00","nfl","2018-11-12T05:20:00","Dallas Cowboys at Philadelphia Eagles",0.9,"Cowboys at Eagles",4347031,FALSE,"",FALSE,"2018-04-20T00:47:38","2018-11-11T20:20:00",NA,NA,NA,204,472,204,1535,485.34,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","Philadelphia, PA","Lincoln Financial Field","PA","lincoln-financial-field","19148","Lincoln Financial Field","America/New_York",0.90542686,0,"Philadelphia, PA 19148",330,TRUE,"Philadelphia","1020 Pattison Ave",16,-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"142","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.94,"2018-11-13T01:15:00","nfl","2018-11-13T05:15:00","New York Giants at San Francisco 49ers",0.879,"Giants at 49ers",4347117,FALSE,"",FALSE,"2018-04-20T00:47:54","2018-11-12T17:15:00",NA,NA,NA,88,1072,90,3694,237.17,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","Santa Clara, CA","Levi's Stadium","CA","levi-s-stadium","95054","Levi's Stadium","America/Los_Angeles",0.95768774,0,"Santa Clara, CA 95054",58670,TRUE,"Santa Clara","4900 Marie P DeBartolo Way",13,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"143","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.969,"2018-11-16T01:20:00","nfl","2018-11-16T05:20:00","Green Bay Packers at Seattle Seahawks",0.9,"Packers at Seahawks",4347126,FALSE,"",FALSE,"2018-04-20T00:47:56","2018-11-15T17:20:00",NA,NA,NA,270,220,270,1809,514.29,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/centurylink-field/tickets","US","Seattle, WA","CenturyLink Field","WA","centurylink-field","98134","CenturyLink Field","America/Los_Angeles",0.87232786,0,"Seattle, WA 98134",339,TRUE,"Seattle","800 Occidental Ave S",18,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"144","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-12-pm/4281956",FALSE,FALSE,"normal","2018-02-28T00:00:00",0.511,"2018-11-17T18:00:00","ncaa_football","2018-11-17T22:00:00","South Alabama Jaguars at Louisiana Ragin Cajuns Football",0.516,"South Alabama at Louisiana",4281956,FALSE,"",FALSE,"2018-02-28T15:00:12","2018-11-17T12:00:00",NA,72,68,54,148,53,99,65.88513,NA,NA,NA,"https://seatgeek.com/venues/cajun-field/tickets","US","Lafayette, LA","Cajun Field","LA","cajun-field","70506","Cajun Field","America/Chicago",0.43303972,0,"Lafayette, LA 70506",2796,TRUE,"Lafayette","201 Rhienhardt Drive",5,-92.04,30.22,NA,NA,NA
"145","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.858,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Cincinnati Bengals at Baltimore Ravens",0.814,"Bengals at Ravens",4347068,FALSE,"",FALSE,"2018-04-20T00:47:45","2018-11-18T13:00:00",NA,NA,NA,43,559,43,550,140.21,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","Baltimore, MD","M&T Bank Stadium","MD","m-t-bank-stadium","21230","M&T Bank Stadium","America/New_York",0.8927189,0,"Baltimore, MD 21230",1121,TRUE,"Baltimore","1101 Russell St",8,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"146","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.922,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Carolina Panthers at Detroit Lions",0.873,"Panthers at Lions",4347025,FALSE,"",FALSE,"2018-04-20T00:47:37","2018-11-18T13:00:00",NA,NA,NA,71,544,71,899,167.85,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/ford-field/tickets","US","Detroit, MI","Ford Field","MI","ford-field","48226","Ford Field","America/Detroit",0.9029952,0,"Detroit, MI 48226",346,TRUE,"Detroit","2000 Brush St.",9,-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"147","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.928,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Philadelphia Eagles at New Orleans Saints",0.874,"Eagles at Saints",4346969,FALSE,"",TRUE,"2018-04-20T00:47:25","2018-11-18T12:00:00",NA,NA,NA,160,1357,160,3000,390.69,"2018-05-29T20:39:16Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US","New Orleans, LA","Mercedes-Benz Superdome","LA","mercedes-benz-superdome","70112","Mercedes-Benz Superdome","America/Chicago",0.8966978,0,"New Orleans, LA 70112",128,TRUE,"New Orleans","1500 Sugar Bowl Drive",19,-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"148","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.932,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Minnesota Vikings at Chicago Bears",0.872,"Vikings at Bears",4347005,FALSE,"",FALSE,"2018-04-20T00:47:32","2018-11-18T12:00:00",NA,NA,NA,119,199,119,1197,315.38,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","US","Chicago, IL","Soldier Field","IL","soldier-field","60605","Soldier Field","America/Chicago",0.940013,0,"Chicago, IL 60605",31,TRUE,"Chicago","1410 S. Museum Campus Drive",12,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"149","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.971,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Dallas Cowboys at Atlanta Falcons",0.91,"Cowboys at Falcons",4347049,FALSE,"",FALSE,"2018-04-20T00:47:41","2018-11-18T13:00:00",NA,NA,NA,222,658,222,2388,462.35,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US","Atlanta, GA","Mercedes-Benz Stadium","GA","mercedes-benz-stadium","30313","Mercedes-Benz Stadium","America/New_York",0.76958936,0,"Atlanta, GA 30313",419590,TRUE,"Atlanta","441 M.L.K. Jr Dr NW",19,-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"150","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.922,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Tampa Bay Buccaneers at New York Giants",0.863,"Buccaneers at Giants",4346929,FALSE,"",FALSE,"2018-04-20T00:47:16","2018-11-18T13:00:00",NA,NA,NA,96,612,96,1488,256.17,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"151","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.868,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Tennessee Titans at Indianapolis Colts",0.829,"Titans at Colts",4346957,FALSE,"",FALSE,"2018-04-20T00:47:22","2018-11-18T13:00:00",NA,NA,NA,28,764,28,440,106.81,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","Indianapolis, IN","Lucas Oil Stadium","IN","lucas-oil-stadium","46225","Lucas Oil Stadium","America/Indiana/Indianapolis",0.9071682,0,"Indianapolis, IN 46225",1130,TRUE,"Indianapolis","500 South Capitol Avenue",13,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"152","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.924,"2018-11-18T18:00:00","nfl","2018-11-18T22:00:00","Houston Texans at Washington Redskins",0.869,"Texans at Redskins",4346939,FALSE,"",FALSE,"2018-04-20T00:47:17","2018-11-18T13:00:00",NA,NA,NA,85,797,85,1011,180.28,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","US","Landover, MD","FedEx Field","MD","fedex-field","20785","FedEx Field","America/New_York",0.9333444,0,"Landover, MD 20785",35,TRUE,"Landover","1600 Fedex Way",8,-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"153","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.946,"2018-11-18T21:05:00","nfl","2018-11-19T01:05:00","Denver Broncos at Los Angeles Chargers",0.876,"Broncos at Chargers",4347110,FALSE,"",FALSE,"2018-04-20T00:47:52","2018-11-18T13:05:00",NA,441,253,186,343,163,765,296.09912,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/stubhub-center/tickets","US","Carson, CA","StubHub Center","CA","stubhub-center","90746","StubHub Center","America/Los_Angeles",0.7228164,0,"Carson, CA 90746",52,TRUE,"Carson","18400 Avalon Blvd",13,-118.261,33.8643,NA,NA,NA
"154","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.929,"2018-11-18T21:05:00","nfl","2018-11-19T01:05:00","Oakland Raiders at Arizona Cardinals",0.877,"Raiders at Cardinals",4347100,FALSE,"",FALSE,"2018-04-20T00:47:51","2018-11-18T14:05:00",NA,NA,NA,97,444,97,908,238.07,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/state-farm-stadium/tickets","US","Glendale, AZ","State Farm Stadium","AZ","state-farm-stadium","85305","State Farm Stadium","America/Phoenix",0.93402725,0,"Glendale, AZ 85305",43,TRUE,"Glendale","1 Cardinals Drive",10,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"155","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-everbank-field/nfl/4346947",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.888,"2018-11-19T01:20:00","nfl","2018-11-19T05:20:00","Pittsburgh Steelers at Jacksonville Jaguars",0.832,"Steelers at Jaguars",4346947,FALSE,"",FALSE,"2018-04-20T00:47:19","2018-11-18T20:20:00",NA,NA,NA,155,513,157,1045,373.23,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/everbank-field/tickets","US","Jacksonville, FL","EverBank Field","FL","everbank-field","32202","EverBank Field","America/New_York",0.83759147,0,"Jacksonville, FL 32202",5178,TRUE,"Jacksonville","1 Everbank Field Dr",10,-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"156","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.939,"2018-11-20T01:15:00","nfl","2018-11-20T05:15:00","Kansas City Chiefs at Los Angeles Rams",0.875,"Chiefs at Rams",4347137,FALSE,"",FALSE,"2018-04-20T01:04:04","2018-11-19T19:15:00",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/estadio-azteca-2/tickets","Mexico","Mexico City, Mexico","Estadio Azteca",NA,"estadio-azteca-2","04650","Estadio Azteca","America/Mexico_City",0,0,"Mexico City, Mexico",41952,TRUE,"Mexico City","Calzada de Tlalpan 3665",1,-99.15,19.3,NA,NA,NA
"157","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.939,"2018-11-22T17:30:00","nfl","2018-11-22T21:30:00","Chicago Bears at Detroit Lions",0.882,"Bears at Lions",4347024,FALSE,"",FALSE,"2018-04-20T00:47:36","2018-11-22T12:30:00",NA,NA,NA,104,525,107,1202,206.34,"2018-08-24T21:53:40Z","QRCODE",FALSE,"https://seatgeek.com/venues/ford-field/tickets","US","Detroit, MI","Ford Field","MI","ford-field","48226","Ford Field","America/Detroit",0.9029952,0,"Detroit, MI 48226",346,TRUE,"Detroit","2000 Brush St.",9,-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"158","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921",FALSE,FALSE,"normal","2018-04-05T00:00:00",0.986,"2018-11-22T21:30:00","nfl","2018-11-23T01:30:00","Washington Redskins at Dallas Cowboys",0.91,"Redskins at Cowboys",4327921,FALSE,"",TRUE,"2018-04-05T23:08:47","2018-11-22T15:30:00",NA,NA,NA,33,2918,33,4322,397.87,"2018-04-17T22:02:33Z","QRCODE",FALSE,"https://seatgeek.com/venues/at-t-stadium/tickets","US","Arlington, TX","AT&T Stadium","TX","at-t-stadium","76011","AT&T Stadium","America/Chicago",0.9751414,0,"Arlington, TX 76011",4965,TRUE,"Arlington","1 AT&T Way",23,-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"159","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.894,"2018-11-23T01:20:00","nfl","2018-11-23T05:20:00","Atlanta Falcons at New Orleans Saints",0.837,"Falcons at Saints",4346968,FALSE,"",TRUE,"2018-04-20T00:47:24","2018-11-22T19:20:00",NA,NA,NA,119,1398,119,4200,323.66,"2018-05-29T20:39:22Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US","New Orleans, LA","Mercedes-Benz Superdome","LA","mercedes-benz-superdome","70112","Mercedes-Benz Superdome","America/Chicago",0.8966978,0,"New Orleans, LA 70112",128,TRUE,"New Orleans","1500 Sugar Bowl Drive",19,-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"160","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-12-pm/4281983",FALSE,FALSE,"normal","2018-02-28T00:00:00",0.274,"2018-11-23T18:00:00","ncaa_football","2018-11-23T22:00:00","Coastal Carolina Chanticleers at South Alabama Jaguars Football",0.302,"Coastal Carolina at South Alabama",4281983,FALSE,"",FALSE,"2018-02-28T15:00:16","2018-11-23T12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US","Mobile, AL","Ladd Peebles Stadium","AL","ladd-peebles-stadium","36604","Ladd Peebles Stadium","America/Chicago",0.50177634,0,"Mobile, AL 36604",3716,TRUE,"Mobile","1621 Virginia St.",7,-88.0761,30.6748,NA,NA,NA
