"","date","timestamp","date_tbd","id","status","time_tbd","title","short_title","type","description","announce_date","created_at","score","datetime_utc","visible_until_utc","datetime_local","is_open","url","popularity","datetime_tbd","general_admission","listing_count","average_price","highest_price","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","state","id_venue","num_upcoming_events","name","address","popularity_venue","extended_address","postal_code","country","score_venue","metro_code","slug","display_location","has_upcoming_events","timezone","url_venue","name_v2","city","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"140","2018-09-14","2018-09-14_16.00.11",FALSE,4347031,"normal",FALSE,"Dallas Cowboys at Philadelphia Eagles","Cowboys at Eagles","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:38",0.959,"2018-11-12T01:20:00","2018-11-12T05:20:00","2018-11-11T20:20:00",FALSE,"https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031",0.858,FALSE,NA,456,491.7149,1535,144,440,1048,204,"2018-08-24T21:53:40Z",FALSE,"QRCODE","PA",330,16,"Lincoln Financial Field","1020 Pattison Ave",0,"Philadelphia, PA 19148","19148","US",0.90542686,504,"lincoln-financial-field","Philadelphia, PA",TRUE,"America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","Philadelphia",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"141","2018-09-14","2018-09-14_16.00.11",FALSE,4347117,"normal",FALSE,"New York Giants at San Francisco 49ers","Giants at 49ers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:54",0.937,"2018-11-13T01:15:00","2018-11-13T05:15:00","2018-11-12T17:15:00",FALSE,"https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117",0.841,FALSE,NA,1042,236.56815,3694,86,212,1196,88,"2018-08-24T21:53:40Z",FALSE,"QRCODE","CA",58670,13,"Levi's Stadium","4900 Marie P DeBartolo Way",0,"Santa Clara, CA 95054","95054","US",0.95768774,0,"levi-s-stadium","Santa Clara, CA",TRUE,"America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","Santa Clara",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"142","2018-09-14","2018-09-14_16.00.11",FALSE,4347126,"normal",FALSE,"Green Bay Packers at Seattle Seahawks","Packers at Seahawks","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:56",0.959,"2018-11-16T01:20:00","2018-11-16T05:20:00","2018-11-15T17:20:00",FALSE,"https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126",0.857,FALSE,NA,216,515.8241,1809,249,416,597,266,"2018-08-24T21:53:40Z",FALSE,"QRCODE","WA",339,19,"CenturyLink Field","800 Occidental Ave S",0,"Seattle, WA 98134","98134","US",0.87232786,819,"centurylink-field","Seattle, WA",TRUE,"America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","Seattle",47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"143","2018-09-14","2018-09-14_16.00.11",FALSE,4281956,"normal",FALSE,"South Alabama Jaguars at Louisiana Ragin Cajuns Football","South Alabama at Louisiana","ncaa_football","","2018-02-28T00:00:00","2018-02-28T15:00:12",0.432,"2018-11-17T22:00:00","2018-11-18T02:00:00","2018-11-17T16:00:00",FALSE,"https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-4-pm/4281956",0.406,FALSE,NA,115,66.72174,99,53,68,69,54,NA,NA,NA,"LA",2796,5,"Cajun Field","201 Reinhardt Dr",0,"Lafayette, LA 70506","70506","US",0.43303972,642,"cajun-field","Lafayette, LA",TRUE,"America/Chicago","https://seatgeek.com/venues/cajun-field/tickets","Cajun Field","Lafayette",30.22,-92.04,NA,NA,NA
"144","2018-09-14","2018-09-14_16.00.11",FALSE,4347068,"normal",FALSE,"Cincinnati Bengals at Baltimore Ravens","Bengals at Ravens","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:45",0.842,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068",0.761,FALSE,NA,695,128.7928,550,39,103,1305,39,"2018-08-24T21:53:40Z",FALSE,"QRCODE","MD",1121,8,"M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","21230","US",0.8927189,512,"m-t-bank-stadium","Baltimore, MD",TRUE,"America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"145","2018-09-14","2018-09-14_16.00.11",FALSE,4347049,"normal",FALSE,"Dallas Cowboys at Atlanta Falcons","Cowboys at Falcons","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:41",0.961,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049",0.866,FALSE,NA,649,647.3005,123594,213,385,1044,213,"2018-08-24T21:53:40Z",FALSE,"QRCODE","GA",419590,20,"Mercedes-Benz Stadium","35 Northside Dr NW",0,"Atlanta, GA 30313","30313","US",0.76958936,0,"mercedes-benz-stadium","Atlanta, GA",TRUE,"America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","Atlanta",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"146","2018-09-14","2018-09-14_16.00.11",FALSE,4346969,"normal",FALSE,"Philadelphia Eagles at New Orleans Saints","Eagles at Saints","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:25",0.908,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T12:00:00",TRUE,"https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969",0.819,FALSE,NA,1372,387.38266,3000,167,360,1431,167,"2018-05-29T20:39:16Z",FALSE,"QRCODE","LA",128,18,"Mercedes-Benz Superdome","1500 Sugar Bowl Drive",0,"New Orleans, LA 70112","70112","US",0.8966978,622,"mercedes-benz-superdome","New Orleans, LA",TRUE,"America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","New Orleans",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"147","2018-09-14","2018-09-14_16.00.11",FALSE,4347025,"normal",FALSE,"Carolina Panthers at Detroit Lions","Panthers at Lions","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:37",0.921,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025",0.834,FALSE,NA,682,153.17302,899,64,132,988,67,"2018-08-24T21:53:40Z",FALSE,"QRCODE","MI",346,9,"Ford Field","2000 Brush St.",0,"Detroit, MI 48226","48226","US",0.9029952,505,"ford-field","Detroit, MI",TRUE,"America/Detroit","https://seatgeek.com/venues/ford-field/tickets","Ford Field","Detroit",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"148","2018-09-14","2018-09-14_16.00.11",FALSE,4347005,"normal",FALSE,"Minnesota Vikings at Chicago Bears","Vikings at Bears","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:32",0.92,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T12:00:00",FALSE,"https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005",0.826,FALSE,NA,191,323.4869,1197,117,279,936,117,"2018-08-24T21:53:40Z",FALSE,"QRCODE","IL",31,12,"Soldier Field","1410 S. Museum Campus Drive",0,"Chicago, IL 60605","60605","US",0.940013,602,"soldier-field","Chicago, IL",TRUE,"America/Chicago","https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"149","2018-09-14","2018-09-14_16.00.11",FALSE,4346957,"normal",FALSE,"Tennessee Titans at Indianapolis Colts","Titans at Colts","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:22",0.871,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957",0.791,FALSE,NA,743,103.40646,440,28,83,1118,28,"2018-08-24T21:53:40Z",FALSE,"QRCODE","IN",1130,13,"Lucas Oil Stadium","500 South Capitol Avenue",0,"Indianapolis, IN 46225","46225","US",0.9071682,527,"lucas-oil-stadium","Indianapolis, IN",TRUE,"America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","Indianapolis",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"150","2018-09-14","2018-09-14_16.00.11",FALSE,4346929,"normal",FALSE,"Tampa Bay Buccaneers at New York Giants","Buccaneers at Giants","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:16",0.919,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929",0.822,FALSE,NA,700,245.14429,1488,100,193,1219,100,"2018-08-24T21:53:40Z",FALSE,"QRCODE","NJ",1587,18,"MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","07073","US",0.94873494,501,"metlife-stadium","East Rutherford, NJ",TRUE,"America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"151","2018-09-14","2018-09-14_16.00.11",FALSE,4346939,"normal",FALSE,"Houston Texans at Washington Redskins","Texans at Redskins","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:17",0.921,"2018-11-18T18:00:00","2018-11-18T22:00:00","2018-11-18T13:00:00",FALSE,"https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939",0.828,FALSE,NA,845,174.5929,1011,80,159,1238,81,"2018-08-24T21:53:40Z",FALSE,"QRCODE","MD",35,8,"FedEx Field","1600 Fedex Way",0,"Landover, MD 20785","20785","US",0.9333444,511,"fedex-field","Landover, MD",TRUE,"America/New_York","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","Landover",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"152","2018-09-14","2018-09-14_16.00.11",FALSE,4347110,"normal",FALSE,"Denver Broncos at Los Angeles Chargers","Broncos at Chargers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:52",0.944,"2018-11-18T21:05:00","2018-11-19T01:05:00","2018-11-18T13:05:00",FALSE,"https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110",0.838,FALSE,NA,327,302.5841,765,163,259,528,186,"2018-08-24T21:53:40Z",FALSE,"QRCODE","CA",52,16,"StubHub Center","18400 Avalon Blvd",0,"Carson, CA 90746","90746","US",0.7228164,803,"stubhub-center","Carson, CA",TRUE,"America/Los_Angeles","https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","Carson",33.8643,-118.261,NA,NA,NA
"153","2018-09-14","2018-09-14_16.00.11",FALSE,4347100,"normal",FALSE,"Oakland Raiders at Arizona Cardinals","Raiders at Cardinals","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:51",0.938,"2018-11-18T21:05:00","2018-11-19T01:05:00","2018-11-18T14:05:00",FALSE,"https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100",0.846,FALSE,NA,474,251.51898,908,97,224,897,97,"2018-08-24T21:53:40Z",FALSE,"QRCODE","AZ",43,10,"State Farm Stadium","1 Cardinals Drive",0,"Glendale, AZ 85305","85305","US",0.93402725,753,"state-farm-stadium","Glendale, AZ",TRUE,"America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","Glendale",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"154","2018-09-14","2018-09-14_16.00.11",FALSE,4346947,"normal",FALSE,"Pittsburgh Steelers at Jacksonville Jaguars","Steelers at Jaguars","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:19",0.887,"2018-11-19T01:20:00","2018-11-19T05:20:00","2018-11-18T20:20:00",FALSE,"https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-everbank-field/nfl/4346947",0.793,FALSE,NA,502,375.8008,1048,151,321,861,156,"2018-08-24T21:53:40Z",FALSE,"QRCODE","FL",5178,10,"EverBank Field","1 Everbank Field Dr",0,"Jacksonville, FL 32202","32202","US",0.83759147,561,"everbank-field","Jacksonville, FL",TRUE,"America/New_York","https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","Jacksonville",30.3239,-81.6373,"2015-10-17T20:03:42Z",FALSE,"QRCODE_TM"
"155","2018-09-14","2018-09-14_16.00.11",FALSE,4347137,"normal",FALSE,"Kansas City Chiefs at Los Angeles Rams","Chiefs at Rams","nfl","","2018-04-20T00:00:00","2018-04-20T01:04:04",0.923,"2018-11-20T01:15:00","2018-11-20T05:15:00","2018-11-19T19:15:00",FALSE,"https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137",0.825,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:40Z",FALSE,"QRCODE",NA,41952,1,"Estadio Azteca","Calzada de Tlalpan 3665",0,"Mexico City, Mexico","14370","Mexico",0,0,"estadio-azteca-2","Mexico City, Mexico",TRUE,"America/Mexico_City","https://seatgeek.com/venues/estadio-azteca-2/tickets","Estadio Azteca","Mexico City",19.3,-99.15,NA,NA,NA
"156","2018-09-14","2018-09-14_16.00.11",FALSE,4347024,"normal",FALSE,"Chicago Bears at Detroit Lions","Bears at Lions","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:36",0.945,"2018-11-22T17:30:00","2018-11-22T21:30:00","2018-11-22T12:30:00",FALSE,"https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024",0.85,FALSE,NA,631,211.7401,1203,100,175,894,100,"2018-08-24T21:53:40Z",FALSE,"QRCODE","MI",346,9,"Ford Field","2000 Brush St.",0,"Detroit, MI 48226","48226","US",0.9029952,505,"ford-field","Detroit, MI",TRUE,"America/Detroit","https://seatgeek.com/venues/ford-field/tickets","Ford Field","Detroit",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"157","2018-09-14","2018-09-14_16.00.11",FALSE,4327921,"normal",FALSE,"Washington Redskins at Dallas Cowboys","Redskins at Cowboys","nfl","","2018-04-05T00:00:00","2018-04-05T23:08:47",0.98,"2018-11-22T21:30:00","2018-11-23T01:30:00","2018-11-22T15:30:00",TRUE,"https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921",0.868,FALSE,NA,3035,401.94696,4408,36,331,2520,36,"2018-04-17T22:02:33Z",FALSE,"QRCODE","TX",4965,23,"AT&T Stadium","1 AT&T Way",0,"Arlington, TX 76011","76011","US",0.9751414,623,"at-t-stadium","Arlington, TX",TRUE,"America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","Arlington",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"158","2018-09-14","2018-09-14_16.00.11",FALSE,4346968,"normal",FALSE,"Atlanta Falcons at New Orleans Saints","Falcons at Saints","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:24",0.888,"2018-11-23T01:20:00","2018-11-23T05:20:00","2018-11-22T19:20:00",TRUE,"https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968",0.792,FALSE,NA,1411,319.90927,4200,119,299,1251,119,"2018-05-29T20:39:22Z",FALSE,"QRCODE","LA",128,18,"Mercedes-Benz Superdome","1500 Sugar Bowl Drive",0,"New Orleans, LA 70112","70112","US",0.8966978,622,"mercedes-benz-superdome","New Orleans, LA",TRUE,"America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","New Orleans",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"159","2018-09-14","2018-09-14_16.00.11",FALSE,4281983,"normal",FALSE,"Coastal Carolina Chanticleers at South Alabama Jaguars Football","Coastal Carolina at South Alabama","ncaa_football","","2018-02-28T00:00:00","2018-02-28T15:00:16",0.226,"2018-11-23T20:00:00","2018-11-24T00:00:00","2018-11-23T14:00:00",FALSE,"https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-2-pm/4281983",0.23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL",3716,7,"Ladd Peebles Stadium","1621 Virginia St.",0,"Mobile, AL 36604","36604","US",0.50177634,686,"ladd-peebles-stadium","Mobile, AL",TRUE,"America/Chicago","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","Mobile",30.6748,-88.0761,NA,NA,NA
"160","2018-09-14","2018-09-14_16.00.11",FALSE,4347058,"normal",FALSE,"Jacksonville Jaguars at Buffalo Bills","Jaguars at Bills","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:43",0.884,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/jaguars-at-bills-tickets/11-25-2018-orchard-park-new-york-new-era-field/nfl/4347058",0.794,FALSE,NA,1160,98.159485,636,29,79,1562,33,"2018-08-24T21:53:41Z",FALSE,"QRCODE","NY",1135,8,"New Era Field","1 Bills Drive",0,"Orchard Park, NY 14127","14127","US",0.8815085,514,"new-era-field","Orchard Park, NY",TRUE,"America/New_York","https://seatgeek.com/venues/new-era-field/tickets","New Era Field","Orchard Park",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"161","2018-09-14","2018-09-14_16.00.11",FALSE,4346918,"normal",FALSE,"New York Giants at Philadelphia Eagles","Giants at Eagles","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:14",0.943,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/giants-at-eagles-tickets/11-25-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346918",0.84,FALSE,NA,435,410.57703,1240,143,350,1070,166,"2018-08-24T21:53:40Z",FALSE,"QRCODE","PA",330,16,"Lincoln Financial Field","1020 Pattison Ave",0,"Philadelphia, PA 19148","19148","US",0.90542686,504,"lincoln-financial-field","Philadelphia, PA",TRUE,"America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","Philadelphia",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"162","2018-09-14","2018-09-14_16.00.11",FALSE,4347039,"normal",FALSE,"Cleveland Browns at Cincinnati Bengals","Browns at Bengals","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:39",0.885,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/browns-at-bengals-tickets/11-25-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347039",0.79,FALSE,NA,621,125.72625,11963,50,96,940,50,"2018-08-24T21:53:40Z",FALSE,"QRCODE","OH",1124,7,"Paul Brown Stadium","1 Paul Brown Stadium",0,"Cincinnati, OH 45202","45202","US",0.86166537,515,"paul-brown-stadium","Cincinnati, OH",TRUE,"America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","Cincinnati",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"163","2018-09-14","2018-09-14_16.00.11",FALSE,4347125,"normal",FALSE,"Seattle Seahawks at Carolina Panthers","Seahawks at Panthers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:55",0.913,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/seahawks-at-panthers-tickets/11-25-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347125",0.814,FALSE,NA,504,231.74008,1196,80,176,1056,91,"2018-08-24T21:53:41Z",FALSE,"QRCODE","NC",1122,9,"Bank of America Stadium","800 South Mint Street",0,"Charlotte, NC 28202","28202","US",0.8968222,517,"bank-of-america-stadium","Charlotte, NC",TRUE,"America/New_York","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","Charlotte",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"164","2018-09-14","2018-09-14_16.00.11",FALSE,4347098,"normal",FALSE,"New England Patriots at New York Jets","Patriots at Jets","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:50",0.977,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/patriots-at-jets-tickets/11-25-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347098",0.864,FALSE,NA,760,293.27237,1745,101,248,1217,101,"2018-08-24T21:53:41Z",FALSE,"QRCODE","NJ",1587,18,"MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","07073","US",0.94873494,501,"metlife-stadium","East Rutherford, NJ",TRUE,"America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"165","2018-09-14","2018-09-14_16.00.11",FALSE,4347067,"normal",FALSE,"Oakland Raiders at Baltimore Ravens","Raiders at Ravens","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:44",0.866,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/raiders-at-ravens-tickets/11-25-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347067",0.776,FALSE,NA,604,180.3808,724,65,138,1174,66,"2018-08-24T21:53:41Z",FALSE,"QRCODE","MD",1121,8,"M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","21230","US",0.8927189,512,"m-t-bank-stadium","Baltimore, MD",TRUE,"America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"166","2018-09-14","2018-09-14_16.00.11",FALSE,4346928,"normal",FALSE,"San Francisco 49ers at Tampa Bay Buccaneers","49ers at Buccaneers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:15",0.889,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/49ers-at-buccaneers-tickets/11-25-2018-tampa-florida-raymond-james-stadium/nfl/4346928",0.793,FALSE,NA,28,240,528,71,203,798,77,"2018-08-24T21:53:40Z",FALSE,"QRCODE","FL",39,15,"Raymond James Stadium","4201 North Dale Mabry Highway",0,"Tampa, FL 33607","33607","US",0.86513025,539,"raymond-james-stadium","Tampa, FL",TRUE,"America/New_York","https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","Tampa",27.9753,-82.5034,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"167","2018-09-14","2018-09-14_16.00.11",FALSE,4346956,"normal",FALSE,"Miami Dolphins at Indianapolis Colts","Dolphins at Colts","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:21",0.877,"2018-11-25T18:00:00","2018-11-25T22:00:00","2018-11-25T13:00:00",FALSE,"https://seatgeek.com/dolphins-at-colts-tickets/11-25-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346956",0.79,FALSE,NA,710,110.8338,934,33,92,1131,33,"2018-08-24T21:53:40Z",FALSE,"QRCODE","IN",1130,13,"Lucas Oil Stadium","500 South Capitol Avenue",0,"Indianapolis, IN 46225","46225","US",0.9071682,527,"lucas-oil-stadium","Indianapolis, IN",TRUE,"America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","Indianapolis",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"168","2018-09-14","2018-09-14_16.00.11",FALSE,4347109,"normal",FALSE,"Arizona Cardinals at Los Angeles Chargers","Cardinals at Chargers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:52",0.892,"2018-11-25T21:05:00","2018-11-26T01:05:00","2018-11-25T13:05:00",FALSE,"https://seatgeek.com/cardinals-at-chargers-tickets/11-25-2018-carson-california-stubhub-center/nfl/4347109",0.795,FALSE,NA,589,209.83022,600,109,198,646,109,"2018-08-24T21:53:41Z",FALSE,"QRCODE","CA",52,16,"StubHub Center","18400 Avalon Blvd",0,"Carson, CA 90746","90746","US",0.7228164,803,"stubhub-center","Carson, CA",TRUE,"America/Los_Angeles","https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","Carson",33.8643,-118.261,NA,NA,NA
"169","2018-09-14","2018-09-14_16.00.11",FALSE,4347143,"normal",FALSE,"Pittsburgh Steelers at Denver Broncos","Steelers at Broncos","nfl","","2018-04-20T00:00:00","2018-04-20T01:04:05",0.92,"2018-11-25T21:25:00","2018-11-26T01:25:00","2018-11-25T14:25:00",FALSE,"https://seatgeek.com/steelers-at-broncos-tickets/11-25-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347143",0.825,FALSE,NA,178,1182.5898,123594,164,398,1091,234,"2018-08-24T21:53:41Z",FALSE,"QRCODE","CO",1131,7,"Sports Authority Field at Mile High","1701 Bryant Street",0,"Denver, CO 80204","80204","US",0.9028296,751,"sports-authority-field-at-mile-high","Denver, CO",TRUE,"America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","Denver",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"170","2018-09-14","2018-09-14_16.00.11",FALSE,4347133,"normal",FALSE,"Green Bay Packers at Minnesota Vikings","Packers at Vikings","nfl","","2018-04-20T00:00:00","2018-04-20T01:04:04",0.942,"2018-11-26T01:20:00","2018-11-26T05:20:00","2018-11-25T19:20:00",FALSE,"https://seatgeek.com/packers-at-vikings-tickets/11-25-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347133",0.84,FALSE,NA,555,459.34415,3673,220,374,955,232,"2018-08-24T21:53:41Z",FALSE,"QRCODE","MN",218451,13,"U.S. Bank Stadium","401 Chicago Avenue",0,"Minneapolis, MN 55415","55415","US",0.88524246,0,"u-s-bank-stadium","Minneapolis, MN",TRUE,"America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","Minneapolis",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
