"","date","timestamp","date_tbd","id","status","time_tbd","title","short_title","type","description","announce_date","created_at","score","datetime_utc","visible_until_utc","datetime_local","is_open","url","popularity","datetime_tbd","general_admission","listing_count","average_price","highest_price","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","state","id_venue","num_upcoming_events","name","address","popularity_venue","extended_address","postal_code","country","score_venue","metro_code","slug","display_location","has_upcoming_events","timezone","url_venue","name_v2","city","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"65","2018-09-14","2018-09-14_16.00.11",FALSE,4346976,"normal",FALSE,"Minnesota Vikings at Philadelphia Eagles","Vikings at Eagles","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:26",0.937,"2018-10-07T20:25:00","2018-10-08T00:25:00","2018-10-07T16:25:00",FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",0.88,FALSE,NA,324,548.1389,14928,148,380,913,244,"2018-08-24T21:03:38Z",FALSE,"QRCODE","PA",330,16,"Lincoln Financial Field","1020 Pattison Ave",0,"Philadelphia, PA 19148","19148","US",0.90542686,504,"lincoln-financial-field","Philadelphia, PA",TRUE,"America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","Philadelphia",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"66","2018-09-14","2018-09-14_16.00.11",FALSE,4347020,"normal",FALSE,"Dallas Cowboys at Houston Texans","Cowboys at Texans","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:36",0.959,"2018-10-08T00:20:00","2018-10-08T04:20:00","2018-10-07T19:20:00",FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",0.888,FALSE,NA,414,673.2802,2451,250,648,868,250,"2018-08-24T21:04:53Z",FALSE,"QRCODE","TX",41,46,"NRG Stadium","1 Reliant Park",0,"Houston, TX 77054","77054","US",0.8624192,618,"nrg-stadium","Houston, TX",TRUE,"America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","Houston",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"67","2018-09-14","2018-09-14_16.00.11",FALSE,4474093,"normal",FALSE,"Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","sports","","2018-08-03T00:00:00","2018-08-03T16:01:06",0.357,"2018-10-08T20:00:00","2018-10-09T00:00:00","2018-10-08T16:00:00",FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",0.422,FALSE,NA,11,259,569,NA,249,5,74,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM","MD",1121,8,"M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","21230","US",0.8927189,512,"m-t-bank-stadium","Baltimore, MD",TRUE,"America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"68","2018-09-14","2018-09-14_16.00.11",FALSE,4346971,"normal",FALSE,"Washington Redskins at New Orleans Saints","Redskins at Saints","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:25",0.883,"2018-10-09T00:15:00","2018-10-09T04:15:00","2018-10-08T19:15:00",TRUE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",0.836,FALSE,NA,1527,241.94891,5941,72,216,1432,72,"2018-05-29T20:38:55Z",FALSE,"QRCODE","LA",128,18,"Mercedes-Benz Superdome","1500 Sugar Bowl Drive",0,"New Orleans, LA 70112","70112","US",0.8966978,622,"mercedes-benz-superdome","New Orleans, LA",TRUE,"America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","New Orleans",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"69","2018-09-14","2018-09-14_16.00.11",FALSE,4346917,"normal",FALSE,"Philadelphia Eagles at New York Giants","Eagles at Giants","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:14",0.956,"2018-10-12T00:20:00","2018-10-12T04:20:00","2018-10-11T20:20:00",FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",0.883,FALSE,NA,553,354.95117,1558,145,281,1082,150,"2018-08-24T21:52:02Z",FALSE,"QRCODE","NJ",1587,18,"MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","07073","US",0.94873494,501,"metlife-stadium","East Rutherford, NJ",TRUE,"America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"70","2018-09-14","2018-09-14_16.00.11",FALSE,4192619,"normal",FALSE,"Alabama State Hornets at South Alabama Jaguars Football","Alabama State at South Alabama","ncaa_football","","2017-12-21T00:00:00","2017-12-21T15:00:36",0.489,"2018-10-13T21:00:00","2018-10-14T01:00:00","2018-10-13T16:00:00",FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",0.528,FALSE,NA,20,50.95,124,27,35,9,27,NA,NA,NA,"AL",3716,7,"Ladd Peebles Stadium","1621 Virginia St.",0,"Mobile, AL 36604","36604","US",0.50177634,686,"ladd-peebles-stadium","Mobile, AL",TRUE,"America/Chicago","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","Mobile",30.6748,-88.0761,NA,NA,NA
"71","2018-09-14","2018-09-14_16.00.11",FALSE,4347042,"normal",FALSE,"Pittsburgh Steelers at Cincinnati Bengals","Steelers at Bengals","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:40",0.911,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",0.848,FALSE,NA,345,175.67247,602,97,165,630,94,"2018-08-24T21:53:35Z",FALSE,"QRCODE","OH",1124,7,"Paul Brown Stadium","1 Paul Brown Stadium",0,"Cincinnati, OH 45202","45202","US",0.86166537,515,"paul-brown-stadium","Cincinnati, OH",TRUE,"America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","Cincinnati",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"72","2018-09-14","2018-09-14_16.00.11",FALSE,4347051,"normal",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons","Buccaneers at Falcons","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:42",0.91,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",0.855,FALSE,NA,924,204.2922,1148,70,170,1178,70,"2018-08-24T21:53:35Z",FALSE,"QRCODE","GA",419590,20,"Mercedes-Benz Stadium","35 Northside Dr NW",0,"Atlanta, GA 30313","30313","US",0.76958936,0,"mercedes-benz-stadium","Atlanta, GA",TRUE,"America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","Atlanta",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"73","2018-09-14","2018-09-14_16.00.11",FALSE,4346961,"normal",FALSE,"Indianapolis Colts at New York Jets","Colts at Jets","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:22",0.934,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",0.865,FALSE,NA,689,218.94049,6052,56,131,1182,58,"2018-08-24T21:52:02Z",FALSE,"QRCODE","NJ",1587,18,"MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","07073","US",0.94873494,501,"metlife-stadium","East Rutherford, NJ",TRUE,"America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"74","2018-09-14","2018-09-14_16.00.11",FALSE,4347081,"normal",FALSE,"Chicago Bears at Miami Dolphins","Bears at Dolphins","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:47",0.911,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",0.846,FALSE,NA,110,354.95456,11537,85,229,917,105,"2018-08-24T21:53:35Z",FALSE,"QRCODE","FL",29,38,"Hard Rock Stadium","347 Don Shula Dr.",0,"Miami Gardens, FL 33056","33056","US",0.8378203,528,"hard-rock-stadium","Miami Gardens, FL",TRUE,"America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","Miami Gardens",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"75","2018-09-14","2018-09-14_16.00.11",FALSE,4347019,"normal",FALSE,"Buffalo Bills at Houston Texans","Bills at Texans","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:36",0.887,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T12:00:00",FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",0.826,FALSE,NA,495,196.89293,715,61,162,1101,61,"2018-08-24T21:53:35Z",FALSE,"QRCODE","TX",41,46,"NRG Stadium","1 Reliant Park",0,"Houston, TX 77054","77054","US",0.8624192,618,"nrg-stadium","Houston, TX",TRUE,"America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","Houston",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"76","2018-09-14","2018-09-14_16.00.11",FALSE,4346998,"normal",FALSE,"Los Angeles Chargers at Cleveland Browns","Chargers at Browns","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:31",0.864,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",0.816,FALSE,NA,874,92.81808,676,32,77,1220,32,"2018-08-24T21:53:35Z",FALSE,"QRCODE","OH",1123,7,"FirstEnergy Stadium","100 Alfred Lerner Way",0,"Cleveland, OH 44114","44114","US",0.86852187,510,"firstenergy-stadium-15","Cleveland, OH",TRUE,"America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","Cleveland",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"77","2018-09-14","2018-09-14_16.00.11",FALSE,4346942,"normal",FALSE,"Carolina Panthers at Washington Redskins","Panthers at Redskins","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:18",0.943,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",0.882,FALSE,NA,586,213.35153,1012,96,188,1106,96,"2018-08-24T21:52:02Z",FALSE,"QRCODE","MD",35,8,"FedEx Field","1600 Fedex Way",0,"Landover, MD 20785","20785","US",0.9333444,511,"fedex-field","Landover, MD",TRUE,"America/New_York","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","Landover",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"78","2018-09-14","2018-09-14_16.00.11",FALSE,4347145,"normal",FALSE,"Arizona Cardinals at Minnesota Vikings","Cardinals at Vikings","nfl","","2018-04-20T00:00:00","2018-04-20T01:04:06",0.897,"2018-10-14T17:00:00","2018-10-14T21:00:00","2018-10-14T12:00:00",FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",0.844,FALSE,NA,388,278.31442,1314,104,236,727,114,"2018-08-24T21:53:38Z",FALSE,"QRCODE","MN",218451,13,"U.S. Bank Stadium","401 Chicago Avenue",0,"Minneapolis, MN 55415","55415","US",0.88524246,0,"u-s-bank-stadium","Minneapolis, MN",TRUE,"America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","Minneapolis",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"79","2018-09-14","2018-09-14_16.00.11",FALSE,4346991,"normal",FALSE,"Baltimore Ravens at Tennessee Titans","Ravens at Titans","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:30",0.866,"2018-10-14T19:25:00","2018-10-14T23:25:00","2018-10-14T15:25:00",FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",0.811,FALSE,NA,418,194.20096,721,56,175,745,59,"2018-08-24T21:53:35Z",FALSE,"QRCODE","TN",1126,15,"Nissan Stadium","1 Titans Way",0,"Nashville, TN 37213","37213","US",0.8546275,659,"nissan-stadium","Nashville, TN",TRUE,"America/New_York","https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","Nashville",36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"80","2018-09-14","2018-09-14_16.00.11",FALSE,4347138,"normal",FALSE,"Los Angeles Rams at Denver Broncos","Rams at Broncos","nfl","","2018-04-20T00:00:00","2018-04-20T01:04:04",0.896,"2018-10-14T20:05:00","2018-10-15T00:05:00","2018-10-14T14:05:00",FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",0.843,FALSE,NA,104,365.14423,1193,140,313,821,177,"2018-08-24T21:53:38Z",FALSE,"QRCODE","CO",1131,7,"Sports Authority Field at Mile High","1701 Bryant Street",0,"Denver, CO 80204","80204","US",0.9028296,751,"sports-authority-field-at-mile-high","Denver, CO",TRUE,"America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","Denver",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"81","2018-09-14","2018-09-14_16.00.11",FALSE,4327923,"normal",FALSE,"Jacksonville Jaguars at Dallas Cowboys","Jaguars at Cowboys","nfl","","2018-04-05T00:00:00","2018-04-05T23:08:47",0.96,"2018-10-14T20:25:00","2018-10-15T00:25:00","2018-10-14T15:25:00",TRUE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",0.895,FALSE,NA,2704,342.8724,4410,32,270,2361,33,"2018-04-17T22:02:33Z",FALSE,"QRCODE","TX",4965,23,"AT&T Stadium","1 AT&T Way",0,"Arlington, TX 76011","76011","US",0.9751414,623,"at-t-stadium","Arlington, TX",TRUE,"America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","Arlington",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"82","2018-09-14","2018-09-14_16.00.11",FALSE,4347095,"normal",FALSE,"Kansas City Chiefs at New England Patriots","Chiefs at Patriots","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:50",0.944,"2018-10-15T00:20:00","2018-10-15T04:20:00","2018-10-14T20:20:00",FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",0.879,FALSE,NA,225,533.30664,1440,173,413,716,237,"2018-08-24T21:53:35Z",FALSE,"QRCODE","MA",33,17,"Gillette Stadium","1 Patriot Place",0,"Foxborough, MA 02035","02035","US",0.8983344,506,"gillette-stadium","Foxborough, MA",TRUE,"America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","Foxborough",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"83","2018-09-14","2018-09-14_16.00.11",FALSE,4346914,"normal",FALSE,"San Francisco 49ers at Green Bay Packers","49ers at Packers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:13",0.93,"2018-10-16T00:15:00","2018-10-16T04:15:00","2018-10-15T19:15:00",FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",0.869,FALSE,NA,147,347.4966,1105,170,329,591,170,"2018-08-24T21:53:38Z",FALSE,"QRCODE","WI",1125,7,"Lambeau Field","1265 Lombardi Avenue",0,"Green Bay, WI 54304","54304","US",0.92909414,658,"lambeau-field","Green Bay, WI",TRUE,"America/Chicago","https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","Green Bay",44.5013,-88.0622,"2015-09-02T22:43:34Z",FALSE,"QRCODE_TM"
"84","2018-09-14","2018-09-14_16.00.11",FALSE,4347102,"normal",FALSE,"Denver Broncos at Arizona Cardinals","Broncos at Cardinals","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:51",0.933,"2018-10-19T00:20:00","2018-10-19T04:20:00","2018-10-18T17:20:00",FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",0.867,FALSE,NA,512,165.5039,667,51,118,936,51,"2018-08-24T21:53:38Z",FALSE,"QRCODE","AZ",43,10,"State Farm Stadium","1 Cardinals Drive",0,"Glendale, AZ 85305","85305","US",0.93402725,753,"state-farm-stadium","Glendale, AZ",TRUE,"America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","Glendale",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"85","2018-09-14","2018-09-14_16.00.11",FALSE,4471322,"normal",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","sports","","2018-08-01T00:00:00","2018-08-01T16:01:33",0.352,"2018-10-20T23:30:00","2018-10-21T03:30:00","2018-10-20T18:30:00",FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",0.39,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z",FALSE,"QRCODE","AR",4081,32,"ASU Convocation Center","217 Olympic Drive",0,"Jonesboro, AR 72401","72401","US",0.5808074,734,"asu-convocation-center-1","Jonesboro, AR",TRUE,"America/Chicago","https://seatgeek.com/venues/asu-convocation-center-1/tickets","ASU Convocation Center","Jonesboro",35.8438,-90.6691,NA,NA,NA
"86","2018-09-14","2018-09-14_16.00.11",FALSE,4347008,"normal",FALSE,"New England Patriots at Chicago Bears","Patriots at Bears","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:33",0.974,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T12:00:00",FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",0.893,FALSE,NA,91,606.83514,1132,271,547,638,271,"2018-08-24T21:53:38Z",FALSE,"QRCODE","IL",31,12,"Soldier Field","1410 S. Museum Campus Drive",0,"Chicago, IL 60605","60605","US",0.940013,602,"soldier-field","Chicago, IL",TRUE,"America/Chicago","https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"87","2018-09-14","2018-09-14_16.00.11",FALSE,4346960,"normal",FALSE,"Buffalo Bills at Indianapolis Colts","Bills at Colts","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:22",0.878,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",0.823,FALSE,NA,655,106.78015,875,34,84,1173,34,"2018-08-24T21:53:38Z",FALSE,"QRCODE","IN",1130,13,"Lucas Oil Stadium","500 South Capitol Avenue",0,"Indianapolis, IN 46225","46225","US",0.9071682,527,"lucas-oil-stadium","Indianapolis, IN",TRUE,"America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","Indianapolis",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"88","2018-09-14","2018-09-14_16.00.11",FALSE,4346975,"normal",FALSE,"Minnesota Vikings at New York Jets","Vikings at Jets","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:26",0.954,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",0.875,FALSE,NA,528,200.71213,1062,64,161,1053,69,"2018-08-24T21:53:38Z",FALSE,"QRCODE","NJ",1587,18,"MetLife Stadium","1 MetLife Stadium Drive",0,"East Rutherford, NJ 07073","07073","US",0.94873494,501,"metlife-stadium","East Rutherford, NJ",TRUE,"America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","East Rutherford",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"89","2018-09-14","2018-09-14_16.00.11",FALSE,4346931,"normal",FALSE,"Cleveland Browns at Tampa Bay Buccaneers","Browns at Buccaneers","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:16",0.882,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",0.816,FALSE,NA,23,248.69565,649,79,168,634,83,"2018-08-24T21:53:38Z",FALSE,"QRCODE","FL",39,15,"Raymond James Stadium","4201 North Dale Mabry Highway",0,"Tampa, FL 33607","33607","US",0.86513025,539,"raymond-james-stadium","Tampa, FL",TRUE,"America/New_York","https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","Tampa",27.9753,-82.5034,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"90","2018-09-14","2018-09-14_16.00.11",FALSE,4347084,"normal",FALSE,"Detroit Lions at Miami Dolphins","Lions at Dolphins","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:47",0.884,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",0.817,FALSE,NA,182,147.82417,901,50,136,1015,50,"2018-08-24T21:53:38Z",FALSE,"QRCODE","FL",29,38,"Hard Rock Stadium","347 Don Shula Dr.",0,"Miami Gardens, FL 33056","33056","US",0.8378203,528,"hard-rock-stadium","Miami Gardens, FL",TRUE,"America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","Miami Gardens",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"91","2018-09-14","2018-09-14_16.00.11",FALSE,4346948,"normal",FALSE,"Houston Texans at Jacksonville Jaguars","Texans at Jaguars","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:19",0.821,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",0.775,FALSE,NA,667,126.58021,589,50,98,916,50,"2018-08-24T21:53:38Z",FALSE,"QRCODE","FL",5178,10,"EverBank Field","1 Everbank Field Dr",0,"Jacksonville, FL 32202","32202","US",0.83759147,561,"everbank-field","Jacksonville, FL",TRUE,"America/New_York","https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","Jacksonville",30.3239,-81.6373,"2015-10-17T20:03:42Z",FALSE,"QRCODE_TM"
"92","2018-09-14","2018-09-14_16.00.11",FALSE,4347036,"normal",FALSE,"Carolina Panthers at Philadelphia Eagles","Panthers at Eagles","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:39",0.935,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T13:00:00",FALSE,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",0.863,FALSE,NA,389,434.8252,3680,156,394,947,189,"2018-08-24T21:53:38Z",FALSE,"QRCODE","PA",330,16,"Lincoln Financial Field","1020 Pattison Ave",0,"Philadelphia, PA 19148","19148","US",0.90542686,504,"lincoln-financial-field","Philadelphia, PA",TRUE,"America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","Philadelphia",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"93","2018-09-14","2018-09-14_16.00.11",FALSE,4346982,"normal",FALSE,"Cincinnati Bengals at Kansas City Chiefs","Bengals at Chiefs","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:27",0.897,"2018-10-21T17:00:00","2018-10-21T21:00:00","2018-10-21T12:00:00",FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",0.831,FALSE,NA,1023,135.08113,602,44,124,1155,44,"2018-08-24T21:53:38Z",FALSE,"QRCODE","MO",1128,9,"Arrowhead Stadium","1 Arrowhead Drive",0,"Kansas City, MO 64129","64129","US",0.8827867,616,"arrowhead-stadium","Kansas City, MO",TRUE,"America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","Kansas City",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"94","2018-09-14","2018-09-14_16.00.11",FALSE,4347071,"normal",FALSE,"New Orleans Saints at Baltimore Ravens","Saints at Ravens","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:45",0.874,"2018-10-21T20:05:00","2018-10-22T00:05:00","2018-10-21T16:05:00",FALSE,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",0.811,FALSE,NA,542,154.73431,613,58,126,1017,58,"2018-08-24T21:53:38Z",FALSE,"QRCODE","MD",1121,8,"M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","21230","US",0.8927189,512,"m-t-bank-stadium","Baltimore, MD",TRUE,"America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","Baltimore",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"95","2018-09-14","2018-09-14_16.00.11",FALSE,4346941,"normal",FALSE,"Dallas Cowboys at Washington Redskins","Cowboys at Redskins","nfl","","2018-04-20T00:00:00","2018-04-20T00:47:18",0.987,"2018-10-21T20:25:00","2018-10-22T00:25:00","2018-10-21T16:25:00",FALSE,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",0.91,FALSE,NA,584,379.0976,1250,191,350,1128,191,"2018-08-24T21:53:38Z",FALSE,"QRCODE","MD",35,8,"FedEx Field","1600 Fedex Way",0,"Landover, MD 20785","20785","US",0.9333444,511,"fedex-field","Landover, MD",TRUE,"America/New_York","https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","Landover",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
