"","date","timestamp","datetime_tbd","is_open","time_tbd","type","popularity","title","score","datetime_utc","short_title","url","id","description","datetime_local","announce_date","visible_until_utc","date_tbd","created_at","status","general_admission","median_price","listing_count","lowest_price","visible_listing_count","highest_price","average_price","lowest_price_good_deals","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","extended_address","postal_code","name_v2","popularity_venue","metro_code","city","timezone","score_venue","num_upcoming_events","name","display_location","url_venue","address","id_venue","has_upcoming_events","state","country","slug","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"11","2018-09-26","2018-09-26_16.00.16",FALSE,TRUE,FALSE,"nfl",1.018,"Detroit Lions at Dallas Cowboys",0.94,"2018-09-30T17:00:00","Lions at Cowboys","https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924",4327924,"","2018-09-30T12:00:00","2018-04-05T00:00:00","2018-09-30T21:00:00",FALSE,"2018-04-05T23:08:47","normal",NA,179,2427,NA,2058,1800,219.50145,NA,FALSE,"2018-04-17T22:02:33Z","QRCODE","Arlington, TX 76011","76011","AT&T Stadium",0,623,"Arlington","America/Chicago",0.9751414,20,"AT&T Stadium","Arlington, TX","https://seatgeek.com/venues/at-t-stadium/tickets","1 AT&T Way",4965,TRUE,"TX","US","at-t-stadium",32.7459,-97.0957,FALSE,"2018-04-17T22:02:33Z","QRCODE"
"12","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",1.008,"Miami Dolphins at New England Patriots",0.925,"2018-09-30T17:00:00","Dolphins at Patriots","https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092",4347092,"","2018-09-30T13:00:00","2018-04-20T00:00:00","2018-09-30T21:00:00",FALSE,"2018-04-20T00:47:49","normal",NA,364,93,235,226,1230,491.53763,217,FALSE,"2018-08-24T20:51:36Z","QRCODE","Foxborough, MA 02035","02035","Gillette Stadium",0,506,"Foxborough","America/New_York",0.8983344,15,"Gillette Stadium","Foxborough, MA","https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place",33,TRUE,"MA","US","gillette-stadium",42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"13","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.986,"Seattle Seahawks at Arizona Cardinals",0.892,"2018-09-30T20:05:00","Seahawks at Cardinals","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103",4347103,"","2018-09-30T13:05:00","2018-04-20T00:00:00","2018-10-01T00:05:00",FALSE,"2018-04-20T00:47:51","normal",NA,86,545,25,709,630,108.2477,19,FALSE,"2018-09-05T19:57:48Z","QRCODE","Glendale, AZ 85305","85305","State Farm Stadium",0,753,"Glendale","America/Phoenix",0.93402725,10,"State Farm Stadium","Glendale, AZ","https://seatgeek.com/venues/state-farm-stadium/tickets","1 Cardinals Drive",43,TRUE,"AZ","US","state-farm-stadium",33.5294,-112.262,FALSE,"2015-12-21T17:26:05Z","NONE"
"14","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.959,"Cleveland Browns at Oakland Raiders",0.856,"2018-09-30T20:05:00","Browns at Raiders","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154",4347154,"","2018-09-30T13:05:00","2018-04-20T00:00:00","2018-10-01T00:05:00",FALSE,"2018-04-20T01:04:25","normal",NA,157,256,72,348,371,153.54688,72,FALSE,"2018-08-24T20:56:48Z","QRCODE","Oakland, CA 94621","94621","Oakland-Alameda County Coliseum",0,807,"Oakland","America/Los_Angeles",0.7817843,21,"Oakland-Alameda County Coliseum","Oakland, CA","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","7000 Coliseum Way",14,TRUE,"CA","US","oakland-alameda-county-coliseum",37.7469,-122.201,FALSE,"2015-06-24T00:00:00Z","PDF417"
"15","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",1.006,"San Francisco 49ers at Los Angeles Chargers",0.912,"2018-09-30T20:25:00","49ers at Chargers","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112",4347112,"","2018-09-30T13:25:00","2018-04-20T00:00:00","2018-10-01T00:25:00",FALSE,"2018-04-20T00:47:52","normal",NA,197,253,130,295,505,214.2253,140,FALSE,"2018-08-24T20:52:20Z","QRCODE","Carson, CA 90746","90746","StubHub Center",0,803,"Carson","America/Los_Angeles",0.7228164,14,"StubHub Center","Carson, CA","https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd",52,TRUE,"CA","US","stubhub-center",33.8643,-118.261,NA,NA,NA
"16","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",1.009,"New Orleans Saints at New York Giants",0.915,"2018-09-30T20:25:00","Saints at Giants","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972",4346972,"","2018-09-30T16:25:00","2018-04-20T00:00:00","2018-10-01T00:25:00",FALSE,"2018-04-20T00:47:25","normal",NA,267,195,135,314,2174,351.61026,129,FALSE,"2018-08-24T20:47:31Z","QRCODE","East Rutherford, NJ 07073","07073","MetLife Stadium",0,501,"East Rutherford","America/New_York",0.94873494,16,"MetLife Stadium","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",1587,TRUE,"NJ","US","metlife-stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"17","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.973,"Baltimore Ravens at Pittsburgh Steelers",0.888,"2018-10-01T00:20:00","Ravens at Steelers","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",4347080,"","2018-09-30T20:20:00","2018-04-20T00:00:00","2018-10-01T04:20:00",FALSE,"2018-04-20T00:47:47","normal",NA,207,178,94,355,606,238.20787,89,FALSE,"2018-08-24T20:51:27Z","QRCODE","Pittsburgh, PA 15212","15212","Heinz Field",0,508,"Pittsburgh","America/New_York",0.9033526,10,"Heinz Field","Pittsburgh, PA","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue",1119,TRUE,"PA","US","heinz-field",40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
"18","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.966,"Kansas City Chiefs at Denver Broncos",0.879,"2018-10-02T00:15:00","Chiefs at Broncos","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",4347139,"","2018-10-01T18:15:00","2018-04-20T00:00:00","2018-10-02T04:15:00",FALSE,"2018-04-20T01:04:05","normal",NA,269,76,152,391,759,313.60526,152,FALSE,"2018-08-24T20:57:25Z","QRCODE","Denver, CO 80204","80204","Sports Authority Field at Mile High",0,751,"Denver","America/Denver",0.9028296,7,"Sports Authority Field at Mile High","Denver, CO","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant Street",1131,TRUE,"CO","US","sports-authority-field-at-mile-high",39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"19","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.97,"Indianapolis Colts at New England Patriots",0.914,"2018-10-05T00:20:00","Colts at Patriots","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",4347096,"","2018-10-04T20:20:00","2018-04-20T00:00:00","2018-10-05T04:20:00",FALSE,"2018-04-20T00:47:50","normal",NA,235,268,136,590,780,274.98135,136,FALSE,"2018-08-24T21:03:24Z","QRCODE","Foxborough, MA 02035","02035","Gillette Stadium",0,506,"Foxborough","America/New_York",0.8983344,15,"Gillette Stadium","Foxborough, MA","https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place",33,TRUE,"MA","US","gillette-stadium",42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"20","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"ncaa_football",0.699,"South Alabama Jaguars at Georgia Southern Eagles Football",0.563,"2018-10-06T19:30:00","South Alabama at Georgia Southern","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989",4281989,"","2018-10-06T15:30:00","2018-02-28T00:00:00","2018-10-06T23:30:00",FALSE,"2018-02-28T15:00:17","normal",NA,42,19,28,14,69,45.42105,NA,NA,NA,NA,"Statesboro, GA 30460","30460","Allen E. Paulson Stadium",0,507,"Statesboro","America/New_York",0.41380084,4,"Allen E. Paulson Stadium","Statesboro, GA","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","225 Lanier Drive",2352,TRUE,"GA","US","allen-e-paulson-stadium",32.4488,-81.7832,NA,NA,NA
"21","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.951,"Atlanta Falcons at Pittsburgh Steelers",0.897,"2018-10-07T17:00:00","Falcons at Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",4347079,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:47","normal",NA,355,246,148,436,1084,397.47968,148,FALSE,"2018-08-24T21:16:40Z","QRCODE","Pittsburgh, PA 15212","15212","Heinz Field",0,508,"Pittsburgh","America/New_York",0.9033526,10,"Heinz Field","Pittsburgh, PA","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue",1119,TRUE,"PA","US","heinz-field",40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
"22","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.968,"Green Bay Packers at Detroit Lions",0.913,"2018-10-07T17:00:00","Packers at Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",4347027,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:37","normal",NA,195,360,132,594,2392,249.73334,115,FALSE,"2018-08-24T21:05:06Z","QRCODE","Detroit, MI 48226","48226","Ford Field",0,505,"Detroit","America/Detroit",0.9029952,11,"Ford Field","Detroit, MI","https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.",346,TRUE,"MI","US","ford-field",42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"23","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.962,"New York Giants at Carolina Panthers",0.906,"2018-10-07T17:00:00","Giants at Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",4347032,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:38","normal",NA,268,266,159,446,1089,336.2857,167,FALSE,"2018-08-24T21:15:58Z","QRCODE","Charlotte, NC 28202","28202","Bank of America Stadium",0,517,"Charlotte","America/New_York",0.8968222,8,"Bank of America Stadium","Charlotte, NC","https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street",1122,TRUE,"NC","US","bank-of-america-stadium",35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"24","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.976,"Denver Broncos at New York Jets",0.922,"2018-10-07T17:00:00","Broncos at Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",4347011,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:34","normal",NA,148,813,56,952,783,170.67528,56,FALSE,"2018-09-05T19:53:41Z","QRCODE","East Rutherford, NJ 07073","07073","MetLife Stadium",0,501,"East Rutherford","America/New_York",0.94873494,16,"MetLife Stadium","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",1587,TRUE,"NJ","US","metlife-stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"25","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.908,"Miami Dolphins at Cincinnati Bengals",0.837,"2018-10-07T17:00:00","Dolphins at Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",4347043,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:40","normal",NA,105,276,59,621,357,114.07609,56,FALSE,"2018-08-24T21:16:15Z","QRCODE","Cincinnati, OH 45202","45202","Paul Brown Stadium",0,515,"Cincinnati","America/New_York",0.86166537,7,"Paul Brown Stadium","Cincinnati, OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium",1124,TRUE,"OH","US","paul-brown-stadium",39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"26","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.919,"Tennessee Titans at Buffalo Bills",0.856,"2018-10-07T17:00:00","Titans at Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",4347063,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:44","normal",NA,116,452,63,633,441,132.59514,63,FALSE,"2018-08-24T21:16:26Z","QRCODE","Orchard Park, NY 14127","14127","New Era Field",0,514,"Orchard Park","America/New_York",0.8815085,7,"New Era Field","Orchard Park, NY","https://seatgeek.com/venues/new-era-field/tickets","1 Bills Drive",1135,TRUE,"NY","US","new-era-field",42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"27","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.915,"Baltimore Ravens at Cleveland Browns",0.847,"2018-10-07T17:00:00","Ravens at Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",4346999,"","2018-10-07T13:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:31","normal",NA,116,520,71,658,990,153.1423,72,FALSE,"2018-08-24T21:04:01Z","QRCODE","Cleveland, OH 44114","44114","FirstEnergy Stadium",0,510,"Cleveland","America/New_York",0.86852187,6,"FirstEnergy Stadium","Cleveland, OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way",1123,TRUE,"OH","US","firstenergy-stadium-15",41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"28","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.931,"Jacksonville Jaguars at Kansas City Chiefs",0.87,"2018-10-07T17:00:00","Jaguars at Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",4346983,"","2018-10-07T12:00:00","2018-04-20T00:00:00","2018-10-07T21:00:00",FALSE,"2018-04-20T00:47:28","normal",NA,169,658,81,1020,124891,371.48935,81,FALSE,"2018-08-24T21:03:49Z","QRCODE","Kansas City, MO 64129","64129","Arrowhead Stadium",0,616,"Kansas City","America/Chicago",0.8827867,8,"Arrowhead Stadium","Kansas City, MO","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive",1128,TRUE,"MO","US","arrowhead-stadium",39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"29","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.97,"Oakland Raiders at Los Angeles Chargers",0.915,"2018-10-07T20:05:00","Raiders at Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",4347111,"","2018-10-07T13:05:00","2018-04-20T00:00:00","2018-10-08T00:05:00",FALSE,"2018-04-20T00:47:52","normal",NA,272,429,211,509,1197,311.69464,211,FALSE,"2018-08-24T21:17:06Z","QRCODE","Carson, CA 90746","90746","StubHub Center",0,803,"Carson","America/Los_Angeles",0.7228164,14,"StubHub Center","Carson, CA","https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd",52,TRUE,"CA","US","stubhub-center",33.8643,-118.261,NA,NA,NA
"30","2018-09-26","2018-09-26_16.00.16",FALSE,FALSE,FALSE,"nfl",0.939,"Arizona Cardinals at San Francisco 49ers",0.88,"2018-10-07T20:25:00","Cardinals at 49ers","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",4347115,"","2018-10-07T13:25:00","2018-04-20T00:00:00","2018-10-08T00:25:00",FALSE,"2018-04-20T00:47:53","normal",NA,131,757,49,835,634,147.37517,45,FALSE,"2018-09-05T19:47:23Z","QRCODE","Santa Clara, CA 95054","95054","Levi's Stadium",0,0,"Santa Clara","America/Los_Angeles",0.95768774,13,"Levi's Stadium","Santa Clara, CA","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way",58670,TRUE,"CA","US","levi-s-stadium",37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
