"","date","timestamp","date_tbd","datetime_tbd","time_tbd","id","url","short_title","datetime_utc","datetime_local","type","score","title","is_open","popularity","status","description","visible_until_utc","created_at","announce_date","general_admission","median_price","lowest_price_good_deals","highest_price","listing_count","lowest_price","average_price","visible_listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","has_upcoming_events","postal_code","id_venue","url_venue","state","name_v2","name","score_venue","extended_address","timezone","popularity_venue","country","address","slug","display_location","city","metro_code","num_upcoming_events","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"17","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347041,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","Buccaneers at Bengals","2018-10-28T17:00:00","2018-10-28T13:00:00","nfl",0.855,"Tampa Bay Buccaneers at Cincinnati Bengals",FALSE,0.877,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:40","2018-04-20T00:00:00",NA,103,55,362,489,56,112.224945,979,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"45202",1124,"https://seatgeek.com/venues/paul-brown-stadium/tickets","OH","Paul Brown Stadium","Paul Brown Stadium",0.86166537,"Cincinnati, OH 45202","America/New_York",0,"US","1 Paul Brown Stadium","paul-brown-stadium","Cincinnati, OH","Cincinnati",515,5,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"18","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347026,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","Seahawks at Lions","2018-10-28T17:00:00","2018-10-28T13:00:00","nfl",0.928,"Seattle Seahawks at Detroit Lions",FALSE,0.931,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:37","2018-04-20T00:00:00",NA,112,74,601,307,78,141.59283,522,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"48226",346,"https://seatgeek.com/venues/ford-field/tickets","MI","Ford Field","Ford Field",0.9029952,"Detroit, MI 48226","America/Detroit",0,"US","2000 Brush St.","ford-field","Detroit, MI","Detroit",505,11,42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"19","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346940,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","Redskins at Giants","2018-10-28T17:00:00","2018-10-28T13:00:00","nfl",0.936,"Washington Redskins at New York Giants",FALSE,0.937,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:17","2018-04-20T00:00:00",NA,217,107,1080,265,114,271.5283,1474,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"07073",1587,"https://seatgeek.com/venues/metlife-stadium/tickets","NJ","MetLife Stadium","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073","America/New_York",0,"US","1 MetLife Stadium Drive","metlife-stadium","East Rutherford, NJ","East Rutherford",501,12,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"20","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347070,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","Ravens at Panthers","2018-10-28T17:00:00","2018-10-28T13:00:00","nfl",0.907,"Baltimore Ravens at Carolina Panthers",FALSE,0.915,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:45","2018-04-20T00:00:00",NA,206,126,742,258,91,267.40698,1348,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"28202",1122,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","Bank of America Stadium","Bank of America Stadium",0.8968222,"Charlotte, NC 28202","America/New_York",0,"US","800 South Mint Street","bank-of-america-stadium","Charlotte, NC","Charlotte",517,9,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"21","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346981,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","Broncos at Chiefs","2018-10-28T17:00:00","2018-10-28T12:00:00","nfl",0.923,"Denver Broncos at Kansas City Chiefs",FALSE,0.925,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:27","2018-04-20T00:00:00",NA,264,175,619,455,189,291.69452,1085,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"64129",1128,"https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","Arrowhead Stadium","Arrowhead Stadium",0.8827867,"Kansas City, MO 64129","America/Chicago",0,"US","1 Arrowhead Drive","arrowhead-stadium","Kansas City, MO","Kansas City",616,6,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"22","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347078,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","Browns at Steelers","2018-10-28T17:00:00","2018-10-28T13:00:00","nfl",0.905,"Cleveland Browns at Pittsburgh Steelers",FALSE,0.911,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:46","2018-04-20T00:00:00",NA,277,139,959,211,139,326.436,925,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"15212",1119,"https://seatgeek.com/venues/heinz-field/tickets","PA","Heinz Field","Heinz Field",0.9033526,"Pittsburgh, PA 15212","America/New_York",0,"US","100 Art Rooney Avenue","heinz-field","Pittsburgh, PA","Pittsburgh",508,7,40.4468,-80.0158,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
"23","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347007,"https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","Jets at Bears","2018-10-28T17:00:00","2018-10-28T12:00:00","nfl",0.925,"New York Jets at Chicago Bears",FALSE,0.928,"normal","","2018-10-28T21:00:00","2018-04-20T00:47:33","2018-04-20T00:00:00",NA,342,201,864,77,213,373.32468,907,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"60605",31,"https://seatgeek.com/venues/soldier-field/tickets","IL","Soldier Field","Soldier Field",0.940013,"Chicago, IL 60605","America/Chicago",0,"US","1410 S. Museum Campus Drive","soldier-field","Chicago, IL","Chicago",602,8,41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"24","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347153,"https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","Colts at Raiders","2018-10-28T20:05:00","2018-10-28T13:05:00","nfl",0.888,"Indianapolis Colts at Oakland Raiders",FALSE,0.903,"normal","","2018-10-29T00:05:00","2018-04-20T01:04:25","2018-04-20T00:00:00",NA,147,54,463,417,60,154.08873,1817,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"94621",14,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","CA","Oakland-Alameda County Coliseum","Oakland-Alameda County Coliseum",0.7817843,"Oakland, CA 94621","America/Los_Angeles",0,"US","7000 Coliseum Way","oakland-alameda-county-coliseum","Oakland, CA","Oakland",807,9,37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"25","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346921,"https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","Packers at Rams","2018-10-28T20:25:00","2018-10-28T13:25:00","nfl",0.981,"Green Bay Packers at Los Angeles Rams",FALSE,0.966,"normal","","2018-10-29T00:25:00","2018-04-20T00:47:14","2018-04-20T00:00:00",NA,420,226,1418,390,237,488.8,1570,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"90037",51012,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","CA","Los Angeles Memorial Coliseum","Los Angeles Memorial Coliseum",0.86898464,"Los Angeles, CA 90037","America/Los_Angeles",0,"US","3911 S Figueroa St","los-angeles-memorial-coliseum-1","Los Angeles, CA","Los Angeles",0,8,34.0138,-118.288,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"26","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347101,"https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","49ers at Cardinals","2018-10-28T20:25:00","2018-10-28T13:25:00","nfl",0.918,"San Francisco 49ers at Arizona Cardinals",FALSE,0.921,"normal","","2018-10-29T00:25:00","2018-04-20T00:47:51","2018-04-20T00:00:00",NA,101,39,6050,637,40,135.05652,1295,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"85305",43,"https://seatgeek.com/venues/state-farm-stadium/tickets","AZ","State Farm Stadium","State Farm Stadium",0.93402725,"Glendale, AZ 85305","America/Phoenix",0,"US","1 Cardinals Drive","state-farm-stadium","Glendale, AZ","Glendale",753,10,33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"27","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347136,"https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","Saints at Vikings","2018-10-29T00:20:00","2018-10-28T19:20:00","nfl",0.926,"New Orleans Saints at Minnesota Vikings",FALSE,0.925,"normal","","2018-10-29T04:20:00","2018-04-20T01:04:04","2018-04-20T00:00:00",NA,273,110,1313,385,110,326.6026,1406,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"55415",218451,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","MN","U.S. Bank Stadium","U.S. Bank Stadium",0.88524246,"Minneapolis, MN 55415","America/Chicago",0,"US","401 Chicago Avenue","u-s-bank-stadium","Minneapolis, MN","Minneapolis",0,14,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"28","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347062,"https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","Patriots at Bills","2018-10-30T00:15:00","2018-10-29T20:15:00","nfl",0.931,"New England Patriots at Buffalo Bills",FALSE,0.925,"normal","","2018-10-30T04:15:00","2018-04-20T00:47:44","2018-04-20T00:00:00",NA,134,79,8929,636,79,174.58963,1459,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"14127",1135,"https://seatgeek.com/venues/new-era-field/tickets","NY","New Era Field","New Era Field",0.8815085,"Orchard Park, NY 14127","America/New_York",0,"US","1 Bills Drive","new-era-field","Orchard Park, NY","Orchard Park",514,6,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"29","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347131,"https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","Raiders at 49ers","2018-11-02T00:20:00","2018-11-01T17:20:00","nfl",0.987,"Oakland Raiders at San Francisco 49ers",FALSE,0.957,"normal","","2018-11-02T04:20:00","2018-04-20T00:47:57","2018-04-20T00:00:00",NA,352,171,1304,618,171,366.13593,2059,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"95054",58670,"https://seatgeek.com/venues/levi-s-stadium/tickets","CA","Levi's Stadium","Levi's Stadium",0.95768774,"Santa Clara, CA 95054","America/Los_Angeles",0,"US","4900 Marie P DeBartolo Way","levi-s-stadium","Santa Clara, CA","Santa Clara",0,10,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"30","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4466234,"https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","2018-11-03T18:00:00","2018-11-03T13:00:00","sports",0.401,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",FALSE,0.505,"normal","","2018-11-03T22:00:00","2018-07-28T16:00:52","2018-07-28T00:00:00",NA,82,NA,82,1,82,82,1,NA,NA,NA,TRUE,"66045",74230,"https://seatgeek.com/venues/horejsi-center/tickets",NA,"Horejsi Center","Horejsi Center",0.56565154,"Lawrence, ","America/Chicago",0,"","1550 Allen Fieldhhouse Dr","horejsi-center","Lawrence","Lawrence",0,4,38.9535,-95.2532,NA,NA,NA
"31","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4281935,"https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","South Alabama at Arkansas State","2018-11-03T19:00:00","2018-11-03T14:00:00","ncaa_football",0.491,"South Alabama Jaguars at Arkansas State Red Wolves Football",FALSE,0.584,"normal","","2018-11-03T23:00:00","2018-02-28T15:00:09","2018-02-28T00:00:00",NA,44,NA,60,126,23,41.61905,48,NA,NA,NA,TRUE,"72401",8896,"https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","AR","Centennial Bank Stadium","Centennial Bank Stadium",0.47753516,"Jonesboro, AR 72401","America/Chicago",0,"US","2180 Aggie Rd","centennial-bank-stadium-1","Jonesboro, AR","Jonesboro",0,2,35.8429,-90.6797,NA,NA,NA
"32","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347083,"https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","Jets at Dolphins","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.902,"New York Jets at Miami Dolphins",FALSE,0.89,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:47","2018-04-20T00:00:00",NA,190,91,899,75,92,209.34666,1510,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"33056",29,"https://seatgeek.com/venues/hard-rock-stadium/tickets","FL","Hard Rock Stadium","Hard Rock Stadium",0.8378203,"Miami Gardens, FL 33056","America/New_York",0,"US","347 Don Shula Dr.","hard-rock-stadium","Miami Gardens, FL","Miami Gardens",528,32,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"33","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347140,"https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","Lions at Vikings","2018-11-04T18:00:00","2018-11-04T12:00:00","nfl",0.924,"Detroit Lions at Minnesota Vikings",FALSE,0.908,"normal","","2018-11-04T22:00:00","2018-04-20T01:04:05","2018-04-20T00:00:00",NA,243,123,1267,412,123,286.10193,1418,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"55415",218451,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","MN","U.S. Bank Stadium","U.S. Bank Stadium",0.88524246,"Minneapolis, MN 55415","America/Chicago",0,"US","401 Chicago Avenue","u-s-bank-stadium","Minneapolis, MN","Minneapolis",0,14,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"34","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346997,"https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","Chiefs at Browns","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.878,"Kansas City Chiefs at Cleveland Browns",FALSE,0.875,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:31","2018-04-20T00:00:00",NA,97,53,425,761,53,118.5046,1297,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"44114",1123,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","OH","FirstEnergy Stadium","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114","America/New_York",0,"US","100 Alfred Lerner Way","firstenergy-stadium-15","Cleveland, OH","Cleveland",510,5,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"35","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346937,"https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","Falcons at Redskins","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.935,"Atlanta Falcons at Washington Redskins",FALSE,0.917,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:17","2018-04-20T00:00:00",NA,168,73,398,466,78,176.86266,1097,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"20785",35,"https://seatgeek.com/venues/fedex-field/tickets","MD","FedEx Field","FedEx Field",0.9333444,"Landover, MD 20785","America/New_York",0,"US","1600 Fedex Way","fedex-field","Landover, MD","Landover",511,5,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"36","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347069,"https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","Steelers at Ravens","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.904,"Pittsburgh Steelers at Baltimore Ravens",FALSE,0.891,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:45","2018-04-20T00:00:00",NA,210,120,835,368,120,259.731,1483,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"21230",1121,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","MD","M&T Bank Stadium","M&T Bank Stadium",0.8927189,"Baltimore, MD 21230","America/New_York",0,"US","1101 Russell St","m-t-bank-stadium","Baltimore, MD","Baltimore",512,6,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"37","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347033,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","Buccaneers at Panthers","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.887,"Tampa Bay Buccaneers at Carolina Panthers",FALSE,0.878,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:38","2018-04-20T00:00:00",NA,177,70,854,421,70,213.70784,1540,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"28202",1122,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","Bank of America Stadium","Bank of America Stadium",0.8968222,"Charlotte, NC 28202","America/New_York",0,"US","800 South Mint Street","bank-of-america-stadium","Charlotte, NC","Charlotte",517,9,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"38","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347061,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","Bears at Bills","2018-11-04T18:00:00","2018-11-04T13:00:00","nfl",0.887,"Chicago Bears at Buffalo Bills",FALSE,0.88,"normal","","2018-11-04T22:00:00","2018-04-20T00:47:43","2018-04-20T00:00:00",NA,134,62,468,389,62,160.50642,1119,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"14127",1135,"https://seatgeek.com/venues/new-era-field/tickets","NY","New Era Field","New Era Field",0.8815085,"Orchard Park, NY 14127","America/New_York",0,"US","1 Bills Drive","new-era-field","Orchard Park, NY","Orchard Park",514,6,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"39","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347127,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","Chargers at Seahawks","2018-11-04T21:05:00","2018-11-04T13:05:00","nfl",0.921,"Los Angeles Chargers at Seattle Seahawks",FALSE,0.903,"normal","","2018-11-05T01:05:00","2018-04-20T00:47:56","2018-04-20T00:00:00",NA,350,166,926,148,169,373.44595,1603,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"98134",339,"https://seatgeek.com/venues/centurylink-field/tickets","WA","CenturyLink Field","CenturyLink Field",0.87232786,"Seattle, WA 98134","America/Los_Angeles",0,"US","800 Occidental Ave S","centurylink-field","Seattle, WA","Seattle",819,8,47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"40","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347141,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","Texans at Broncos","2018-11-04T21:05:00","2018-11-04T14:05:00","nfl",0.891,"Houston Texans at Denver Broncos",FALSE,0.885,"normal","","2018-11-05T01:05:00","2018-04-20T01:04:05","2018-04-20T00:00:00",NA,276,115,1150,98,135,322.55103,1487,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"80204",1131,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","CO","Sports Authority Field at Mile High","Sports Authority Field at Mile High",0.9028296,"Denver, CO 80204","America/Denver",0,"US","1701 Bryant Street","sports-authority-field-at-mile-high","Denver, CO","Denver",751,6,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"41","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4346970,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","Rams at Saints","2018-11-04T21:25:00","2018-11-04T15:25:00","nfl",0.889,"Los Angeles Rams at New Orleans Saints",TRUE,0.882,"normal","","2018-11-05T01:25:00","2018-04-20T00:47:25","2018-04-20T00:00:00",NA,272,88,1800,848,88,293.1934,800,"2018-05-29T20:39:08Z",FALSE,"QRCODE",TRUE,"70112",128,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","LA","Mercedes-Benz Superdome","Mercedes-Benz Superdome",0.8966978,"New Orleans, LA 70112","America/Chicago",0,"US","1500 Sugar Bowl Drive","mercedes-benz-superdome","New Orleans, LA","New Orleans",622,15,29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"42","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4494650,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","Alex G","2018-11-05T01:00:00","2018-11-04T19:00:00","concert",0.483,"Alex G",FALSE,0.566,"normal","","2018-11-05T05:00:00","2018-08-23T19:51:10","2018-08-23T00:00:00",TRUE,64,NA,584,29,47,112.37931,1,NA,NA,NA,TRUE,"60608",60271,"https://seatgeek.com/venues/thalia-hall/tickets","IL","Thalia Hall","Thalia Hall",0.51888376,"Chicago, IL 60608","America/Chicago",0,"US","1807 S Allport St","thalia-hall","Chicago, IL","Chicago",0,57,41.8577,-87.6575,NA,NA,NA
"43","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347089,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","Packers at Patriots","2018-11-05T01:20:00","2018-11-04T20:20:00","nfl",1.011,"Green Bay Packers at New England Patriots",FALSE,0.971,"normal","","2018-11-05T05:20:00","2018-04-20T00:47:49","2018-04-20T00:00:00",NA,565,326,1789,192,389,661.3958,890,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"02035",33,"https://seatgeek.com/venues/gillette-stadium/tickets","MA","Gillette Stadium","Gillette Stadium",0.8983344,"Foxborough, MA 02035","America/New_York",0,"US","1 Patriot Place","gillette-stadium","Foxborough, MA","Foxborough",506,11,42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"44","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4327922,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","Titans at Cowboys","2018-11-06T01:15:00","2018-11-05T19:15:00","nfl",0.959,"Tennessee Titans at Dallas Cowboys",TRUE,0.932,"normal","","2018-11-06T05:15:00","2018-04-05T23:08:47","2018-04-05T00:00:00",NA,180,NA,2400,3599,NA,233.57127,2658,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM",TRUE,"76011",4965,"https://seatgeek.com/venues/at-t-stadium/tickets","TX","AT&T Stadium","AT&T Stadium",0.9751414,"Arlington, TX 76011","America/Chicago",0,"US","1 AT&T Way","at-t-stadium","Arlington, TX","Arlington",623,17,32.7459,-97.0957,"2018-10-06T23:29:11Z",FALSE,"QRCODE_TM"
"45","2018-10-16","2018-10-16_16.00.43",FALSE,FALSE,FALSE,4347075,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","Panthers at Steelers","2018-11-09T01:20:00","2018-11-08T20:20:00","nfl",0.893,"Carolina Panthers at Pittsburgh Steelers",FALSE,0.874,"normal","","2018-11-09T05:20:00","2018-04-20T00:47:46","2018-04-20T00:00:00",NA,155,87,1197,472,88,206.96399,1937,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,"15212",1119,"https://seatgeek.com/venues/heinz-field/tickets","PA","Heinz Field","Heinz Field",0.9033526,"Pittsburgh, PA 15212","America/New_York",0,"US","100 Art Rooney Avenue","heinz-field","Pittsburgh, PA","Pittsburgh",508,7,40.4468,-80.0158,"2018-10-04T12:42:28Z",FALSE,"QRCODE"
