"","date","timestamp","status","score","id","visible_until_utc","url","datetime_utc","announce_date","is_open","created_at","short_title","title","time_tbd","popularity","datetime_tbd","description","type","datetime_local","date_tbd","general_admission","average_price","median_price","lowest_price_good_deals","listing_count","highest_price","lowest_price","visible_listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","score_venue","name","metro_code","extended_address","id_venue","num_upcoming_events","url_venue","name_v2","timezone","country","postal_code","popularity_venue","address","has_upcoming_events","city","display_location","state","slug","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"43","2018-10-03","2018-10-03_16.27.34","normal",0.866,4347071,"2018-10-22T00:05:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-21T20:05:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:45","Saints at Ravens","New Orleans Saints at Baltimore Ravens",FALSE,0.829,FALSE,"","nfl","2018-10-21T16:05:00",FALSE,NA,149.33736,121,54,332,619,54,775,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.8927189,"M&T Bank Stadium",512,"Baltimore, MD 21230",1121,7,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","America/New_York","US","21230",0,"1101 Russell St",TRUE,"Baltimore","Baltimore, MD","MD","m-t-bank-stadium",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"44","2018-10-03","2018-10-03_16.27.34","normal",1.008,4346941,"2018-10-22T00:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-21T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:18","Cowboys at Redskins","Dallas Cowboys at Washington Redskins",FALSE,0.924,FALSE,"","nfl","2018-10-21T16:25:00",FALSE,NA,314.1295,272,172,695,1052,173,1002,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.9333444,"FedEx Field",511,"Landover, MD 20785",35,6,"https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","America/New_York","US","20785",0,"1600 Fedex Way",TRUE,"Landover","Landover, MD","MD","fedex-field",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"45","2018-10-03","2018-10-03_16.27.34","normal",0.958,4347118,"2018-10-22T04:20:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-22T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:54","Rams at 49ers","Los Angeles Rams at San Francisco 49ers",FALSE,0.881,FALSE,"","nfl","2018-10-21T17:20:00",FALSE,NA,204.03453,183,69,811,2989,69,1050,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.95768774,"Levi's Stadium",0,"Santa Clara, CA 95054",58670,12,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","America/Los_Angeles","US","95054",0,"4900 Marie P DeBartolo Way",TRUE,"Santa Clara","Santa Clara, CA","CA","levi-s-stadium",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"46","2018-10-03","2018-10-03_16.27.34","normal",0.962,4347050,"2018-10-23T04:15:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-23T00:15:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:42","Giants at Falcons","New York Giants at Atlanta Falcons",FALSE,0.882,FALSE,"","nfl","2018-10-22T20:15:00",FALSE,NA,293.95465,275,111,772,1793,114,809,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.76958936,"Mercedes-Benz Stadium",0,"Atlanta, GA 30313",419590,19,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","America/New_York","US","30313",0,"35 Northside Dr NW",TRUE,"Atlanta","Atlanta, GA","GA","mercedes-benz-stadium",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"47","2018-10-03","2018-10-03_16.27.34","normal",0.31,4281985,"2018-10-24T04:00:00","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-24T00:00:00","2018-02-28T00:00:00",FALSE,"2018-02-28T15:00:17","Troy at South Alabama","Troy Trojans at South Alabama Jaguars Football",FALSE,0.417,FALSE,"","ncaa_football","2018-10-23T19:00:00",FALSE,NA,40.90625,33,20,32,93,20,11,NA,NA,NA,0.50177634,"Ladd Peebles Stadium",686,"Mobile, AL 36604",3716,5,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","America/Chicago","US","36604",0,"1621 Virginia St.",TRUE,"Mobile","Mobile, AL","AL","ladd-peebles-stadium",30.6748,-88.0761,NA,NA,NA
"48","2018-10-03","2018-10-03_16.27.34","normal",0.891,4347018,"2018-10-26T04:20:00","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-26T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:36","Dolphins at Texans","Miami Dolphins at Houston Texans",FALSE,0.834,FALSE,"","nfl","2018-10-25T19:20:00",FALSE,NA,162.49603,137,39,631,620,39,1012,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.8624192,"NRG Stadium",618,"Houston, TX 77054",41,44,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","America/Chicago","US","77054",0,"1 Reliant Park",TRUE,"Houston","Houston, TX","TX","nrg-stadium",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"49","2018-10-03","2018-10-03_16.27.34","normal",0.888,4347041,"2018-10-28T21:00:00","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:40","Buccaneers at Bengals","Tampa Bay Buccaneers at Cincinnati Bengals",FALSE,0.82,FALSE,"","nfl","2018-10-28T13:00:00",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.86166537,"Paul Brown Stadium",515,"Cincinnati, OH 45202",1124,7,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","America/New_York","US","45202",0,"1 Paul Brown Stadium",TRUE,"Cincinnati","Cincinnati, OH","OH","paul-brown-stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"50","2018-10-03","2018-10-03_16.27.34","normal",0.945,4347026,"2018-10-28T21:00:00","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:37","Seahawks at Lions","Seattle Seahawks at Detroit Lions",FALSE,0.866,FALSE,"","nfl","2018-10-28T13:00:00",FALSE,NA,154.31935,124,69,429,2320,72,654,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.9029952,"Ford Field",505,"Detroit, MI 48226",346,11,"https://seatgeek.com/venues/ford-field/tickets","Ford Field","America/Detroit","US","48226",0,"2000 Brush St.",TRUE,"Detroit","Detroit, MI","MI","ford-field",42.34,-83.0459,"NONE",FALSE,"2015-11-04T17:31:52Z"
"51","2018-10-03","2018-10-03_16.27.34","normal",0.959,4346940,"2018-10-28T21:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:17","Redskins at Giants","Washington Redskins at New York Giants",FALSE,0.871,FALSE,"","nfl","2018-10-28T13:00:00",FALSE,NA,300.50662,230,132,452,1438,130,748,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.94873494,"MetLife Stadium",501,"East Rutherford, NJ 07073",1587,15,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","America/New_York","US","07073",0,"1 MetLife Stadium Drive",TRUE,"East Rutherford","East Rutherford, NJ","NJ","metlife-stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"52","2018-10-03","2018-10-03_16.27.34","normal",0.928,4347070,"2018-10-28T21:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:45","Ravens at Panthers","Baltimore Ravens at Carolina Panthers",FALSE,0.848,FALSE,"","nfl","2018-10-28T13:00:00",FALSE,NA,235.93388,190,83,242,589,83,623,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.8968222,"Bank of America Stadium",517,"Charlotte, NC 28202",1122,9,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","America/New_York","US","28202",0,"800 South Mint Street",TRUE,"Charlotte","Charlotte, NC","NC","bank-of-america-stadium",35.2243,-80.8524,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"53","2018-10-03","2018-10-03_16.27.34","normal",0.932,4347078,"2018-10-28T21:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:46","Browns at Steelers","Cleveland Browns at Pittsburgh Steelers",FALSE,0.853,FALSE,"","nfl","2018-10-28T13:00:00",FALSE,NA,310.70615,266,96,228,1142,96,534,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.9033526,"Heinz Field",508,"Pittsburgh, PA 15212",1119,9,"https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","America/New_York","US","15212",0,"100 Art Rooney Avenue",TRUE,"Pittsburgh","Pittsburgh, PA","PA","heinz-field",40.4468,-80.0158,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"54","2018-10-03","2018-10-03_16.27.34","normal",0.945,4346981,"2018-10-28T21:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:27","Broncos at Chiefs","Denver Broncos at Kansas City Chiefs",FALSE,0.862,FALSE,"","nfl","2018-10-28T12:00:00",FALSE,NA,260.92242,241,142,722,840,142,960,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.8827867,"Arrowhead Stadium",616,"Kansas City, MO 64129",1128,8,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","America/Chicago","US","64129",0,"1 Arrowhead Drive",TRUE,"Kansas City","Kansas City, MO","MO","arrowhead-stadium",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"55","2018-10-03","2018-10-03_16.27.34","normal",0.941,4347007,"2018-10-28T21:00:00","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","2018-10-28T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:33","Jets at Bears","New York Jets at Chicago Bears",FALSE,0.86,FALSE,"","nfl","2018-10-28T12:00:00",FALSE,NA,355.6147,310,133,109,1197,133,626,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.940013,"Soldier Field",602,"Chicago, IL 60605",31,8,"https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","America/Chicago","US","60605",0,"1410 S. Museum Campus Drive",TRUE,"Chicago","Chicago, IL","IL","soldier-field",41.8623,-87.6159,"NONE",FALSE,"2018-06-02T00:44:08Z"
"56","2018-10-03","2018-10-03_16.27.34","normal",0.908,4347153,"2018-10-29T00:05:00","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","2018-10-28T20:05:00","2018-04-20T00:00:00",FALSE,"2018-04-20T01:04:25","Colts at Raiders","Indianapolis Colts at Oakland Raiders",FALSE,0.834,FALSE,"","nfl","2018-10-28T13:05:00",FALSE,NA,170.97375,152,75,381,481,75,747,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.7817843,"Oakland-Alameda County Coliseum",807,"Oakland, CA 94621",14,18,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","America/Los_Angeles","US","94621",0,"7000 Coliseum Way",TRUE,"Oakland","Oakland, CA","CA","oakland-alameda-county-coliseum",37.7469,-122.201,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"57","2018-10-03","2018-10-03_16.27.34","normal",1.004,4346921,"2018-10-29T00:25:00","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","2018-10-28T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:14","Packers at Rams","Green Bay Packers at Los Angeles Rams",FALSE,0.905,FALSE,"","nfl","2018-10-28T13:25:00",FALSE,NA,731.9736,452,244,530,123582,244,1043,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.86898464,"Los Angeles Memorial Coliseum",0,"Los Angeles, CA 90037",51012,8,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","Los Angeles Memorial Coliseum","America/Los_Angeles","US","90037",0,"3911 S Figueroa St",TRUE,"Los Angeles","Los Angeles, CA","CA","los-angeles-memorial-coliseum-1",34.0138,-118.288,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"58","2018-10-03","2018-10-03_16.27.34","normal",0.936,4347101,"2018-10-29T00:25:00","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","2018-10-28T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:51","49ers at Cardinals","San Francisco 49ers at Arizona Cardinals",FALSE,0.857,FALSE,"","nfl","2018-10-28T13:25:00",FALSE,NA,135.45804,112,32,703,611,32,963,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.93402725,"State Farm Stadium",753,"Glendale, AZ 85305",43,9,"https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","America/Phoenix","US","85305",0,"1 Cardinals Drive",TRUE,"Glendale","Glendale, AZ","AZ","state-farm-stadium",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"59","2018-10-03","2018-10-03_16.27.34","normal",0.941,4347136,"2018-10-29T04:20:00","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","2018-10-29T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T01:04:04","Saints at Vikings","New Orleans Saints at Minnesota Vikings",FALSE,0.859,FALSE,"","nfl","2018-10-28T19:20:00",FALSE,NA,325.2282,276,120,539,2034,120,766,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.88524246,"U.S. Bank Stadium",0,"Minneapolis, MN 55415",218451,15,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","America/Chicago","US","55415",0,"401 Chicago Avenue",TRUE,"Minneapolis","Minneapolis, MN","MN","u-s-bank-stadium",44.97,-93.26,"NONE",FALSE,"2018-08-22T15:34:15Z"
"60","2018-10-03","2018-10-03_16.27.34","normal",0.948,4347062,"2018-10-30T04:15:00","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","2018-10-30T00:15:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:44","Patriots at Bills","New England Patriots at Buffalo Bills",FALSE,0.86,FALSE,"","nfl","2018-10-29T20:15:00",FALSE,NA,175.7583,152,86,873,835,96,962,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.8815085,"New Era Field",514,"Orchard Park, NY 14127",1135,7,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","America/New_York","US","14127",0,"1 Bills Drive",TRUE,"Orchard Park","Orchard Park, NY","NY","new-era-field",42.7737,-78.7874,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"61","2018-10-03","2018-10-03_16.27.34","normal",1.004,4347131,"2018-11-02T04:20:00","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","2018-11-02T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:57","Raiders at 49ers","Oakland Raiders at San Francisco 49ers",FALSE,0.898,FALSE,"","nfl","2018-11-01T17:20:00",FALSE,NA,441.9318,412,184,689,2989,184,944,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.95768774,"Levi's Stadium",0,"Santa Clara, CA 95054",58670,12,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","America/Los_Angeles","US","95054",0,"4900 Marie P DeBartolo Way",TRUE,"Santa Clara","Santa Clara, CA","CA","levi-s-stadium",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"62","2018-10-03","2018-10-03_16.27.34","normal",0,4466234,"2018-11-03T22:00:00","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/11-3-2018-lawrence-horejsi-center/nfl/4466234","2018-11-03T18:00:00","2018-07-28T00:00:00",FALSE,"2018-07-28T16:00:52","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",FALSE,0,FALSE,"","nfl","2018-11-03T13:00:00",FALSE,NA,82,82,NA,1,82,82,1,NA,NA,NA,0.56565154,"Horejsi Center",0,"Lawrence, ",74230,7,"https://seatgeek.com/venues/horejsi-center/tickets","Horejsi Center","America/Chicago","","66045",0,"1550 Allen Fieldhhouse Dr",TRUE,"Lawrence","Lawrence",NA,"horejsi-center",38.9535,-95.2532,NA,NA,NA
"63","2018-10-03","2018-10-03_16.27.34","normal",0.557,4281935,"2018-11-03T23:00:00","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-11-03T19:00:00","2018-02-28T00:00:00",FALSE,"2018-02-28T15:00:09","South Alabama at Arkansas State","South Alabama Jaguars at Arkansas State Red Wolves Football",FALSE,0.58,FALSE,"","ncaa_football","2018-11-03T14:00:00",FALSE,NA,42.703705,44,NA,81,78,23,46,NA,NA,NA,0.47753516,"Centennial Bank Stadium",0,"Jonesboro, AR 72401",8896,3,"https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","Centennial Bank Stadium","America/Chicago","US","72401",0,"2180 Aggie Rd",TRUE,"Jonesboro","Jonesboro, AR","AR","centennial-bank-stadium-1",35.8429,-90.6797,NA,NA,NA
"64","2018-10-03","2018-10-03_16.27.34","normal",0.916,4347083,"2018-11-04T22:00:00","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-11-04T18:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:47","Jets at Dolphins","New York Jets at Miami Dolphins",FALSE,0.828,FALSE,"","nfl","2018-11-04T13:00:00",FALSE,NA,245.83893,196,67,149,899,77,835,"QRCODE",FALSE,"2018-08-24T21:53:39Z",0.8378203,"Hard Rock Stadium",528,"Miami Gardens, FL 33056",29,35,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","America/New_York","US","33056",0,"347 Don Shula Dr.",TRUE,"Miami Gardens","Miami Gardens, FL","FL","hard-rock-stadium",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
