"","date","timestamp","status","score","id","visible_until_utc","url","datetime_utc","announce_date","is_open","created_at","short_title","title","time_tbd","popularity","datetime_tbd","description","type","datetime_local","date_tbd","general_admission","average_price","median_price","lowest_price_good_deals","listing_count","highest_price","lowest_price","visible_listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","score_venue","name","metro_code","extended_address","id_venue","num_upcoming_events","url_venue","name_v2","timezone","country","postal_code","popularity_venue","address","has_upcoming_events","city","display_location","state","slug","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"12","2018-10-03","2018-10-03_16.27.34","normal",0.929,4347115,"2018-10-08T00:25:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-10-07T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:53","Cardinals at 49ers","Arizona Cardinals at San Francisco 49ers",FALSE,0.91,FALSE,"","nfl","2018-10-07T13:25:00",FALSE,NA,107.36,88,36,600,1003,36,772,"QRCODE",FALSE,"2018-09-05T19:47:23Z",0.95768774,"Levi's Stadium",0,"Santa Clara, CA 95054",58670,12,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","America/Los_Angeles","US","95054",0,"4900 Marie P DeBartolo Way",TRUE,"Santa Clara","Santa Clara, CA","CA","levi-s-stadium",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"13","2018-10-03","2018-10-03_16.27.34","normal",0.939,4347128,"2018-10-08T00:25:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-10-07T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:56","Rams at Seahawks","Los Angeles Rams at Seattle Seahawks",FALSE,0.916,FALSE,"","nfl","2018-10-07T13:25:00",FALSE,NA,310.70587,291,148,119,691,148,362,"QRCODE",FALSE,"2018-08-24T21:19:14Z",0.87232786,"CenturyLink Field",819,"Seattle, WA 98134",339,11,"https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","America/Los_Angeles","US","98134",0,"800 Occidental Ave S",TRUE,"Seattle","Seattle, WA","WA","centurylink-field",47.6,-122.33,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"14","2018-10-03","2018-10-03_16.27.34","normal",0.963,4346976,"2018-10-08T00:25:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-10-07T20:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:26","Vikings at Eagles","Minnesota Vikings at Philadelphia Eagles",FALSE,0.936,FALSE,"","nfl","2018-10-07T16:25:00",FALSE,NA,333.8534,312,130,191,668,174,469,"QRCODE",FALSE,"2018-08-24T21:03:38Z",0.90542686,"Lincoln Financial Field",504,"Philadelphia, PA 19148",330,14,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","America/New_York","US","19148",0,"1020 Pattison Ave",TRUE,"Philadelphia","Philadelphia, PA","PA","lincoln-financial-field",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"15","2018-10-03","2018-10-03_16.27.34","normal",0.984,4347020,"2018-10-08T04:20:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-10-08T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:36","Cowboys at Texans","Dallas Cowboys at Houston Texans",FALSE,0.951,FALSE,"","nfl","2018-10-07T19:20:00",FALSE,NA,480.25473,399,211,212,1463,234,474,"QRCODE",FALSE,"2018-08-24T21:04:53Z",0.8624192,"NRG Stadium",618,"Houston, TX 77054",41,44,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","America/Chicago","US","77054",0,"1 Reliant Park",TRUE,"Houston","Houston, TX","TX","nrg-stadium",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"16","2018-10-03","2018-10-03_16.27.34","normal",0.332,4474093,"2018-10-09T00:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-10-08T20:00:00","2018-08-03T00:00:00",FALSE,"2018-08-03T16:01:06","Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening",FALSE,0.516,FALSE,"","sports","2018-10-08T16:00:00",FALSE,NA,279.7,251,NA,10,589,62,3,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z",0.8927189,"M&T Bank Stadium",512,"Baltimore, MD 21230",1121,7,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","America/New_York","US","21230",0,"1101 Russell St",TRUE,"Baltimore","Baltimore, MD","MD","m-t-bank-stadium",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"17","2018-10-03","2018-10-03_16.27.34","normal",0.905,4346971,"2018-10-09T04:15:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-10-09T00:15:00","2018-04-20T00:00:00",TRUE,"2018-04-20T00:47:25","Redskins at Saints","Washington Redskins at New Orleans Saints",FALSE,0.883,FALSE,"","nfl","2018-10-08T19:15:00",FALSE,NA,214.01048,198,66,1335,1200,66,1233,"QRCODE",FALSE,"2018-05-29T20:38:55Z",0.8966978,"Mercedes-Benz Superdome",622,"New Orleans, LA 70112",128,16,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","America/Chicago","US","70112",0,"1500 Sugar Bowl Drive",TRUE,"New Orleans","New Orleans, LA","LA","mercedes-benz-superdome",29.9515,-90.0786,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"18","2018-10-03","2018-10-03_16.27.34","normal",0.976,4346917,"2018-10-12T04:20:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-10-12T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:14","Eagles at Giants","Philadelphia Eagles at New York Giants",FALSE,0.921,FALSE,"","nfl","2018-10-11T20:20:00",FALSE,NA,312.62616,237,133,428,1519,133,736,"QRCODE",FALSE,"2018-08-24T21:52:02Z",0.94873494,"MetLife Stadium",501,"East Rutherford, NJ 07073",1587,15,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","America/New_York","US","07073",0,"1 MetLife Stadium Drive",TRUE,"East Rutherford","East Rutherford, NJ","NJ","metlife-stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"19","2018-10-03","2018-10-03_16.27.34","normal",0.493,4192619,"2018-10-14T01:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2018-10-13T21:00:00","2017-12-21T00:00:00",FALSE,"2017-12-21T15:00:36","Alabama State at South Alabama","Alabama State Hornets at South Alabama Jaguars Football",FALSE,0.573,FALSE,"","ncaa_football","2018-10-13T16:00:00",FALSE,NA,42.666668,49,19,9,74,19,4,NA,NA,NA,0.50177634,"Ladd Peebles Stadium",686,"Mobile, AL 36604",3716,5,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","America/Chicago","US","36604",0,"1621 Virginia St.",TRUE,"Mobile","Mobile, AL","AL","ladd-peebles-stadium",30.6748,-88.0761,NA,NA,NA
"20","2018-10-03","2018-10-03_16.27.34","normal",0.923,4347042,"2018-10-14T21:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:40","Steelers at Bengals","Pittsburgh Steelers at Cincinnati Bengals",FALSE,0.875,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,200.48322,193,104,298,835,104,602,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.86166537,"Paul Brown Stadium",515,"Cincinnati, OH 45202",1124,7,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","America/New_York","US","45202",0,"1 Paul Brown Stadium",TRUE,"Cincinnati","Cincinnati, OH","OH","paul-brown-stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"21","2018-10-03","2018-10-03_16.27.34","normal",0.956,4346961,"2018-10-14T21:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:22","Colts at Jets","Indianapolis Colts at New York Jets",FALSE,0.9,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,155.3514,131,40,720,905,42,1006,"QRCODE",FALSE,"2018-08-24T21:52:02Z",0.94873494,"MetLife Stadium",501,"East Rutherford, NJ 07073",1587,15,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","America/New_York","US","07073",0,"1 MetLife Stadium Drive",TRUE,"East Rutherford","East Rutherford, NJ","NJ","metlife-stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"22","2018-10-03","2018-10-03_16.27.34","normal",0.923,4347051,"2018-10-14T21:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:42","Buccaneers at Falcons","Tampa Bay Buccaneers at Atlanta Falcons",FALSE,0.869,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,191.04987,171,68,762,880,74,913,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.76958936,"Mercedes-Benz Stadium",0,"Atlanta, GA 30313",419590,19,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","America/New_York","US","30313",0,"35 Northside Dr NW",TRUE,"Atlanta","Atlanta, GA","GA","mercedes-benz-stadium",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"23","2018-10-03","2018-10-03_16.27.34","normal",0.925,4347081,"2018-10-14T21:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:47","Bears at Dolphins","Chicago Bears at Miami Dolphins",FALSE,0.875,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,325.1091,206,75,110,11357,106,739,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.8378203,"Hard Rock Stadium",528,"Miami Gardens, FL 33056",29,35,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","America/New_York","US","33056",0,"347 Don Shula Dr.",TRUE,"Miami Gardens","Miami Gardens, FL","FL","hard-rock-stadium",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"24","2018-10-03","2018-10-03_16.27.34","normal",0.873,4346998,"2018-10-14T21:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:31","Chargers at Browns","Los Angeles Chargers at Cleveland Browns",FALSE,0.852,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,134.52214,108,64,655,675,73,777,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.86852187,"FirstEnergy Stadium",510,"Cleveland, OH 44114",1123,6,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","America/New_York","US","44114",0,"100 Alfred Lerner Way",TRUE,"Cleveland","Cleveland, OH","OH","firstenergy-stadium-15",41.5065,-81.7,"NONE",FALSE,"2015-11-11T20:55:31Z"
"25","2018-10-03","2018-10-03_16.27.34","normal",0.925,4347145,"2018-10-14T21:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T01:04:06","Cardinals at Vikings","Arizona Cardinals at Minnesota Vikings",FALSE,0.873,FALSE,"","nfl","2018-10-14T12:00:00",FALSE,NA,285.0738,244,101,393,992,109,509,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.88524246,"U.S. Bank Stadium",0,"Minneapolis, MN 55415",218451,15,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","U.S. Bank Stadium","America/Chicago","US","55415",0,"401 Chicago Avenue",TRUE,"Minneapolis","Minneapolis, MN","MN","u-s-bank-stadium",44.97,-93.26,"NONE",FALSE,"2018-08-22T15:34:15Z"
"26","2018-10-03","2018-10-03_16.27.34","normal",0.915,4347019,"2018-10-14T21:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:36","Bills at Texans","Buffalo Bills at Houston Texans",FALSE,0.866,FALSE,"","nfl","2018-10-14T12:00:00",FALSE,NA,164.93272,145,44,654,630,44,944,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.8624192,"NRG Stadium",618,"Houston, TX 77054",41,44,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","America/Chicago","US","77054",0,"1 Reliant Park",TRUE,"Houston","Houston, TX","TX","nrg-stadium",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"27","2018-10-03","2018-10-03_16.27.34","normal",0.961,4346942,"2018-10-14T21:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:18","Panthers at Redskins","Carolina Panthers at Washington Redskins",FALSE,0.903,FALSE,"","nfl","2018-10-14T13:00:00",FALSE,NA,173.78545,154,87,536,770,93,905,"QRCODE",FALSE,"2018-08-24T21:52:02Z",0.9333444,"FedEx Field",511,"Landover, MD 20785",35,6,"https://seatgeek.com/venues/fedex-field/tickets","FedEx Field","America/New_York","US","20785",0,"1600 Fedex Way",TRUE,"Landover","Landover, MD","MD","fedex-field",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"28","2018-10-03","2018-10-03_16.27.34","normal",0.887,4346991,"2018-10-14T23:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T19:25:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:30","Ravens at Titans","Baltimore Ravens at Tennessee Titans",FALSE,0.846,FALSE,"","nfl","2018-10-14T15:25:00",FALSE,NA,210.92883,195,75,281,633,85,565,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.8546275,"Nissan Stadium",659,"Nashville, TN 37213",1126,16,"https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","America/New_York","US","37213",0,"1 Titans Way",TRUE,"Nashville","Nashville, TN","TN","nissan-stadium",36.1665,-86.7713,"NONE",FALSE,"2015-10-19T15:09:39Z"
"29","2018-10-03","2018-10-03_16.27.34","normal",0.921,4347138,"2018-10-15T00:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T20:05:00","2018-04-20T00:00:00",FALSE,"2018-04-20T01:04:04","Rams at Broncos","Los Angeles Rams at Denver Broncos",FALSE,0.872,FALSE,"","nfl","2018-10-14T14:05:00",FALSE,NA,360.21127,298,159,71,975,199,582,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.9028296,"Sports Authority Field at Mile High",751,"Denver, CO 80204",1131,6,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","America/Denver","US","80204",0,"1701 Bryant Street",TRUE,"Denver","Denver, CO","CO","sports-authority-field-at-mile-high",39.74,-105.02,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"30","2018-10-03","2018-10-03_16.27.34","normal",0.974,4327923,"2018-10-15T00:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T20:25:00","2018-04-05T00:00:00",TRUE,"2018-04-05T23:08:47","Jaguars at Cowboys","Jacksonville Jaguars at Dallas Cowboys",FALSE,0.907,FALSE,"","nfl","2018-10-14T15:25:00",FALSE,NA,300.433,241,NA,2344,2570,NA,1862,"QRCODE",FALSE,"2018-04-17T22:02:33Z",0.9751414,"AT&T Stadium",623,"Arlington, TX 76011",4965,24,"https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","America/Chicago","US","76011",0,"1 AT&T Way",TRUE,"Arlington","Arlington, TX","TX","at-t-stadium",32.7459,-97.0957,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"31","2018-10-03","2018-10-03_16.27.34","normal",0.974,4347095,"2018-10-15T04:20:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-15T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:50","Chiefs at Patriots","Kansas City Chiefs at New England Patriots",FALSE,0.904,FALSE,"","nfl","2018-10-14T20:20:00",FALSE,NA,425.45334,349,171,150,1014,196,591,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0.8983344,"Gillette Stadium",506,"Foxborough, MA 02035",33,14,"https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","America/New_York","US","02035",0,"1 Patriot Place",TRUE,"Foxborough","Foxborough, MA","MA","gillette-stadium",42.0906,-71.2674,"NONE",FALSE,"2018-08-22T15:36:58Z"
"32","2018-10-03","2018-10-03_16.27.34","normal",0.961,4346914,"2018-10-16T04:15:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-16T00:15:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:13","49ers at Packers","San Francisco 49ers at Green Bay Packers",FALSE,0.892,FALSE,"","nfl","2018-10-15T19:15:00",FALSE,NA,313.7564,273,155,156,1107,165,523,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.92909414,"Lambeau Field",658,"Green Bay, WI 54304",1125,5,"https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","America/Chicago","US","54304",0,"1265 Lombardi Avenue",TRUE,"Green Bay","Green Bay, WI","WI","lambeau-field",44.5013,-88.0622,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"33","2018-10-03","2018-10-03_16.27.34","normal",0.943,4347102,"2018-10-19T04:20:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-19T00:20:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:51","Broncos at Cardinals","Denver Broncos at Arizona Cardinals",FALSE,0.876,FALSE,"","nfl","2018-10-18T17:20:00",FALSE,NA,169.41125,143,38,462,601,38,706,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.93402725,"State Farm Stadium",753,"Glendale, AZ 85305",43,9,"https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","America/Phoenix","US","85305",0,"1 Cardinals Drive",TRUE,"Glendale","Glendale, AZ","AZ","state-farm-stadium",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"34","2018-10-03","2018-10-03_16.27.34","normal",0.355,4471322,"2018-10-21T03:30:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-10-20T23:30:00","2018-08-01T00:00:00",FALSE,"2018-08-01T16:01:33","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,0.471,FALSE,"","sports","2018-10-20T18:30:00",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.5808074,"ASU Convocation Center",734,"Jonesboro, AR 72401",4081,42,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","ASU Convocation Center","America/Chicago","US","72401",0,"217 Olympic Drive",TRUE,"Jonesboro","Jonesboro, AR","AR","asu-convocation-center-1",35.8438,-90.6691,NA,NA,NA
"35","2018-10-03","2018-10-03_16.27.34","normal",1.007,4347008,"2018-10-21T21:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:33","Patriots at Bears","New England Patriots at Chicago Bears",FALSE,0.919,FALSE,"","nfl","2018-10-21T12:00:00",FALSE,NA,696.98486,655,366,66,1332,393,444,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.940013,"Soldier Field",602,"Chicago, IL 60605",31,8,"https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","America/Chicago","US","60605",0,"1410 S. Museum Campus Drive",TRUE,"Chicago","Chicago, IL","IL","soldier-field",41.8623,-87.6159,"NONE",FALSE,"2018-06-02T00:44:08Z"
"36","2018-10-03","2018-10-03_16.27.34","normal",0.881,4346960,"2018-10-21T21:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:22","Bills at Colts","Buffalo Bills at Indianapolis Colts",FALSE,0.827,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,120.00736,115,32,679,841,33,1018,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.9071682,"Lucas Oil Stadium",527,"Indianapolis, IN 46225",1130,12,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","America/Indiana/Indianapolis","US","46225",0,"500 South Capitol Avenue",TRUE,"Indianapolis","Indianapolis, IN","IN","lucas-oil-stadium",39.7601,-86.1639,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"37","2018-10-03","2018-10-03_16.27.34","normal",0.974,4346975,"2018-10-21T21:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:26","Vikings at Jets","Minnesota Vikings at New York Jets",FALSE,0.895,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,215.55617,183,70,543,1032,71,867,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.94873494,"MetLife Stadium",501,"East Rutherford, NJ 07073",1587,15,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","America/New_York","US","07073",0,"1 MetLife Stadium Drive",TRUE,"East Rutherford","East Rutherford, NJ","NJ","metlife-stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"38","2018-10-03","2018-10-03_16.27.34","normal",0.911,4347084,"2018-10-21T21:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:47","Lions at Dolphins","Detroit Lions at Miami Dolphins",FALSE,0.848,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,166.14285,150,50,210,908,69,966,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.8378203,"Hard Rock Stadium",528,"Miami Gardens, FL 33056",29,35,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","America/New_York","US","33056",0,"347 Don Shula Dr.",TRUE,"Miami Gardens","Miami Gardens, FL","FL","hard-rock-stadium",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"39","2018-10-03","2018-10-03_16.27.34","normal",0.9,4346931,"2018-10-21T21:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:16","Browns at Buccaneers","Cleveland Browns at Tampa Bay Buccaneers",FALSE,0.837,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,240.70833,206,96,24,488,96,183,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.86513025,"Raymond James Stadium",539,"Tampa, FL 33607",39,15,"https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","America/New_York","US","33607",0,"4201 North Dale Mabry Highway",TRUE,"Tampa","Tampa, FL","FL","raymond-james-stadium",27.9753,-82.5034,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"40","2018-10-03","2018-10-03_16.27.34","normal",0.965,4347036,"2018-10-21T21:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:39","Panthers at Eagles","Carolina Panthers at Philadelphia Eagles",FALSE,0.889,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,409.37457,363,153,291,3586,196,708,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.90542686,"Lincoln Financial Field",504,"Philadelphia, PA 19148",330,14,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","America/New_York","US","19148",0,"1020 Pattison Ave",TRUE,"Philadelphia","Philadelphia, PA","PA","lincoln-financial-field",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"41","2018-10-03","2018-10-03_16.27.34","normal",0.817,4346948,"2018-10-21T21:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:19","Texans at Jaguars","Houston Texans at Jacksonville Jaguars",FALSE,0.791,FALSE,"","nfl","2018-10-21T13:00:00",FALSE,NA,115.58473,92,44,537,489,44,750,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.83759147,"EverBank Field",561,"Jacksonville, FL 32202",5178,7,"https://seatgeek.com/venues/everbank-field/tickets","EverBank Field","America/New_York","US","32202",0,"1 Everbank Field Dr",TRUE,"Jacksonville","Jacksonville, FL","FL","everbank-field",30.3239,-81.6373,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"42","2018-10-03","2018-10-03_16.27.34","normal",0.923,4346982,"2018-10-21T21:00:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T17:00:00","2018-04-20T00:00:00",FALSE,"2018-04-20T00:47:27","Bengals at Chiefs","Cincinnati Bengals at Kansas City Chiefs",FALSE,0.857,FALSE,"","nfl","2018-10-21T12:00:00",FALSE,NA,157.82817,139,65,937,602,65,1139,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0.8827867,"Arrowhead Stadium",616,"Kansas City, MO 64129",1128,8,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","America/Chicago","US","64129",0,"1 Arrowhead Drive",TRUE,"Kansas City","Kansas City, MO","MO","arrowhead-stadium",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
