"","date","timestamp","time_tbd","datetime_local","type","datetime_utc","id","score","status","description","datetime_tbd","date_tbd","popularity","url","visible_until_utc","announce_date","is_open","short_title","created_at","title","general_admission","listing_count","median_price","visible_listing_count","highest_price","lowest_price","average_price","lowest_price_good_deals","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","city","id_venue","has_upcoming_events","popularity_venue","num_upcoming_events","name_v2","display_location","name","metro_code","score_venue","address","extended_address","country","timezone","url_venue","slug","postal_code","state","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"59","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T12:00:00","nfl","2018-10-14T17:00:00",4347019,0.826,"normal","",FALSE,FALSE,0.879,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T21:00:00","2018-04-20T00:00:00",FALSE,"Bills at Texans","2018-04-20T00:47:36","Buffalo Bills at Houston Texans",NA,530,162,1063,716,45,192.39622,40,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Houston",41,TRUE,0,44,"NRG Stadium","Houston, TX","NRG Stadium",618,0.8624192,"1 Reliant Park","Houston, TX 77054","US","America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","77054","TX",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"60","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T13:00:00","nfl","2018-10-14T17:00:00",4346942,0.876,"normal","",FALSE,FALSE,0.929,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T21:00:00","2018-04-20T00:00:00",FALSE,"Panthers at Redskins","2018-04-20T00:47:18","Carolina Panthers at Washington Redskins",NA,529,153,977,890,101,185.98866,93,"2018-08-24T21:52:02Z",FALSE,"QRCODE","Landover",35,TRUE,0,7,"FedEx Field","Landover, MD","FedEx Field",511,0.9333444,"1600 Fedex Way","Landover, MD 20785","US","America/New_York","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","20785","MD",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"61","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T13:00:00","nfl","2018-10-14T17:00:00",4346998,0.812,"normal","",FALSE,FALSE,0.871,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T21:00:00","2018-04-20T00:00:00",FALSE,"Chargers at Browns","2018-04-20T00:47:31","Los Angeles Chargers at Cleveland Browns",NA,830,78,1170,676,34,93.70482,32,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Cleveland",1123,TRUE,0,7,"FirstEnergy Stadium","Cleveland, OH","FirstEnergy Stadium",510,0.86852187,"100 Alfred Lerner Way","Cleveland, OH 44114","US","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","44114","OH",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"62","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T12:00:00","nfl","2018-10-14T17:00:00",4347145,0.84,"normal","",FALSE,FALSE,0.895,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T21:00:00","2018-04-20T00:00:00",FALSE,"Cardinals at Vikings","2018-04-20T01:04:06","Arizona Cardinals at Minnesota Vikings",NA,353,259,675,1314,115,295.51276,104,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Minneapolis",218451,TRUE,0,13,"U.S. Bank Stadium","Minneapolis, MN","U.S. Bank Stadium",0,0.88524246,"401 Chicago Avenue","Minneapolis, MN 55415","US","America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","55415","MN",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"63","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T15:25:00","nfl","2018-10-14T19:25:00",4346991,0.798,"normal","",FALSE,FALSE,0.857,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T23:25:00","2018-04-20T00:00:00",FALSE,"Ravens at Titans","2018-04-20T00:47:30","Baltimore Ravens at Tennessee Titans",NA,409,182,730,720,63,201.00734,60,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Nashville",1126,TRUE,0,14,"Nissan Stadium","Nashville, TN","Nissan Stadium",659,0.8546275,"1 Titans Way","Nashville, TN 37213","US","America/New_York","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","37213","TN",36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"64","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T14:05:00","nfl","2018-10-14T20:05:00",4347138,0.833,"normal","",FALSE,FALSE,0.891,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-15T00:05:00","2018-04-20T00:00:00",FALSE,"Rams at Broncos","2018-04-20T01:04:04","Los Angeles Rams at Denver Broncos",NA,114,NA,NA,1193,156,357.39,156,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Denver",1131,TRUE,0,6,"Sports Authority Field at Mile High","Denver, CO","Sports Authority Field at Mile High",751,0.9028296,"1701 Bryant St.","Denver, CO 80204","US","America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high","80204","CO",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"65","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T15:25:00","nfl","2018-10-14T20:25:00",4327923,0.914,"normal","",FALSE,FALSE,0.961,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-15T00:25:00","2018-04-05T00:00:00",TRUE,"Jaguars at Cowboys","2018-04-05T23:08:47","Jacksonville Jaguars at Dallas Cowboys",NA,2746,258,2150,4309,28,329.33286,28,"2018-04-17T22:02:33Z",FALSE,"QRCODE","Arlington",4965,TRUE,0,22,"AT&T Stadium","Arlington, TX","AT&T Stadium",623,0.9751414,"1 AT&T Way","Arlington, TX 76011","US","America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","76011","TX",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"66","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-14T20:20:00","nfl","2018-10-15T00:20:00",4347095,0.882,"normal","",FALSE,FALSE,0.929,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-15T04:20:00","2018-04-20T00:00:00",FALSE,"Chiefs at Patriots","2018-04-20T00:47:50","Kansas City Chiefs at New England Patriots",NA,177,407,703,1437,245,516.7514,198,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Foxborough",33,TRUE,0,15,"Gillette Stadium","Foxborough, MA","Gillette Stadium",506,0.8983344,"1 Patriot Place","Foxborough, MA 02035","US","America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium","02035","MA",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"67","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-15T19:15:00","nfl","2018-10-16T00:15:00",4346914,0.867,"normal","",FALSE,FALSE,0.914,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-16T04:15:00","2018-04-20T00:00:00",FALSE,"49ers at Packers","2018-04-20T00:47:13","San Francisco 49ers at Green Bay Packers",NA,131,337,579,1197,181,340.67938,187,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Green Bay",1125,TRUE,0,6,"Lambeau Field","Green Bay, WI","Lambeau Field",658,0.92909414,"1265 Lombardi Avenue","Green Bay, WI 54304","US","America/Chicago","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field","54304","WI",44.5013,-88.0622,"2015-09-02T22:43:34Z",FALSE,"QRCODE_TM"
"68","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-18T17:20:00","nfl","2018-10-19T00:20:00",4347102,0.868,"normal","",FALSE,FALSE,0.912,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-19T04:20:00","2018-04-20T00:00:00",FALSE,"Broncos at Cardinals","2018-04-20T00:47:51","Denver Broncos at Arizona Cardinals",NA,511,134,883,607,56,167.66145,55,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Glendale",43,TRUE,0,10,"State Farm Stadium","Glendale, AZ","State Farm Stadium",753,0.93402725,"1 Cardinals Drive","Glendale, AZ 85305","US","America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium","85305","AZ",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"69","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-20T18:30:00","sports","2018-10-20T23:30:00",4471322,0.354,"normal","",FALSE,FALSE,0.432,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","2018-10-21T03:30:00","2018-08-01T00:00:00",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-08-01T16:01:33","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Jonesboro",4081,TRUE,0,32,"ASU Convocation Center","Jonesboro, AR","ASU Convocation Center",734,0.5808074,"217 Olympic Drive","Jonesboro, AR 72401","US","America/Chicago","https://seatgeek.com/venues/asu-convocation-center-1/tickets","asu-convocation-center-1","72401","AR",35.8438,-90.6691,NA,NA,NA
"70","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4346960,0.806,"normal","",FALSE,FALSE,0.857,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Bills at Colts","2018-04-20T00:47:22","Buffalo Bills at Indianapolis Colts",NA,652,84,1016,878,34,108.46319,34,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Indianapolis",1130,TRUE,0,12,"Lucas Oil Stadium","Indianapolis, IN","Lucas Oil Stadium",527,0.9071682,"500 South Capitol Avenue","Indianapolis, IN 46225","US","America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium","46225","IN",39.7601,-86.1639,"2018-09-13T22:29:37Z",FALSE,"QRCODE_TM"
"71","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T12:00:00","nfl","2018-10-21T17:00:00",4347008,0.906,"normal","",FALSE,FALSE,0.942,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Patriots at Bears","2018-04-20T00:47:33","New England Patriots at Chicago Bears",NA,86,553,620,1132,281,598.0814,309,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Chicago",31,TRUE,0,10,"Soldier Field","Chicago, IL","Soldier Field",602,0.940013,"1410 S. Museum Campus Drive","Chicago, IL 60605","US","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","60605","IL",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"72","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4346975,0.879,"normal","",FALSE,FALSE,0.917,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Vikings at Jets","2018-04-20T00:47:26","Minnesota Vikings at New York Jets",NA,472,180,956,1062,57,221.09746,57,"2018-08-24T21:53:38Z",FALSE,"QRCODE","East Rutherford",1587,TRUE,0,17,"MetLife Stadium","East Rutherford, NJ","MetLife Stadium",501,0.94873494,"1 MetLife Stadium Drive","East Rutherford, NJ 07073","US","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","07073","NJ",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"73","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4347084,0.83,"normal","",FALSE,FALSE,0.871,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Lions at Dolphins","2018-04-20T00:47:47","Detroit Lions at Miami Dolphins",NA,169,136,962,902,59,151.6923,53,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Miami Gardens",29,TRUE,0,38,"Hard Rock Stadium","Miami Gardens, FL","Hard Rock Stadium",528,0.8378203,"347 Don Shula Dr.","Miami Gardens, FL 33056","US","America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","33056","FL",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"74","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4346931,0.799,"normal","",FALSE,FALSE,0.843,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Browns at Buccaneers","2018-04-20T00:47:16","Cleveland Browns at Tampa Bay Buccaneers",NA,21,193,410,605,137,259.33334,79,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Tampa",39,TRUE,0,14,"Raymond James Stadium","Tampa, FL","Raymond James Stadium",539,0.86513025,"4201 North Dale Mabry Highway","Tampa, FL 33607","US","America/New_York","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium","33607","FL",27.9753,-82.5034,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"75","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4346948,0.756,"normal","",FALSE,FALSE,0.804,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Texans at Jaguars","2018-04-20T00:47:19","Houston Texans at Jacksonville Jaguars",NA,626,98,879,588,48,126.0623,48,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Jacksonville",5178,TRUE,0,9,"EverBank Field","Jacksonville, FL","EverBank Field",561,0.83759147,"1 Everbank Field Dr","Jacksonville, FL 32202","US","America/New_York","https://seatgeek.com/venues/everbank-field/tickets","everbank-field","32202","FL",30.3239,-81.6373,"2015-10-17T20:03:42Z",FALSE,"QRCODE_TM"
"76","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T13:00:00","nfl","2018-10-21T17:00:00",4347036,0.871,"normal","",FALSE,FALSE,0.911,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Panthers at Eagles","2018-04-20T00:47:39","Carolina Panthers at Philadelphia Eagles",NA,372,393,930,3680,206,432.2473,152,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Philadelphia",330,TRUE,0,16,"Lincoln Financial Field","Philadelphia, PA","Lincoln Financial Field",504,0.90542686,"1020 Pattison Ave","Philadelphia, PA 19148","US","America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field","19148","PA",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"77","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T12:00:00","nfl","2018-10-21T17:00:00",4346982,0.837,"normal","",FALSE,FALSE,0.88,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T21:00:00","2018-04-20T00:00:00",FALSE,"Bengals at Chiefs","2018-04-20T00:47:27","Cincinnati Bengals at Kansas City Chiefs",NA,1044,134,1158,604,48,145.44254,48,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Kansas City",1128,TRUE,0,9,"Arrowhead Stadium","Kansas City, MO","Arrowhead Stadium",616,0.8827867,"1 Arrowhead Drive","Kansas City, MO 64129","US","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","64129","MO",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"78","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T16:05:00","nfl","2018-10-21T20:05:00",4347071,0.805,"normal","",FALSE,FALSE,0.85,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-22T00:05:00","2018-04-20T00:00:00",FALSE,"Saints at Ravens","2018-04-20T00:47:45","New Orleans Saints at Baltimore Ravens",NA,484,127,918,607,57,154.54959,57,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Baltimore",1121,TRUE,0,8,"M&T Bank Stadium","Baltimore, MD","M&T Bank Stadium",512,0.8927189,"1101 Russell St","Baltimore, MD 21230","US","America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium","21230","MD",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"79","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T16:25:00","nfl","2018-10-21T20:25:00",4346941,0.912,"normal","",FALSE,FALSE,0.951,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-22T00:25:00","2018-04-20T00:00:00",FALSE,"Cowboys at Redskins","2018-04-20T00:47:18","Dallas Cowboys at Washington Redskins",NA,679,311,1093,1192,186,355.30045,183,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Landover",35,TRUE,0,7,"FedEx Field","Landover, MD","FedEx Field",511,0.9333444,"1600 Fedex Way","Landover, MD 20785","US","America/New_York","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","20785","MD",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"80","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-21T17:20:00","nfl","2018-10-22T00:20:00",4347118,0.882,"normal","",FALSE,FALSE,0.918,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-22T04:20:00","2018-04-20T00:00:00",FALSE,"Rams at 49ers","2018-04-20T00:47:54","Los Angeles Rams at San Francisco 49ers",NA,843,213,1032,2989,109,251.2681,109,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Santa Clara",58670,TRUE,0,12,"Levi's Stadium","Santa Clara, CA","Levi's Stadium",0,0.95768774,"4900 Marie P DeBartolo Way","Santa Clara, CA 95054","US","America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","95054","CA",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"81","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-22T20:15:00","nfl","2018-10-23T00:15:00",4347050,0.87,"normal","",FALSE,FALSE,0.908,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-23T04:15:00","2018-04-20T00:00:00",FALSE,"Giants at Falcons","2018-04-20T00:47:42","New York Giants at Atlanta Falcons",NA,681,282,934,1795,121,314.3157,121,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Atlanta",419590,TRUE,0,19,"Mercedes-Benz Stadium","Atlanta, GA","Mercedes-Benz Stadium",0,0.76958936,"441 M.L.K. Jr Dr NW","Atlanta, GA 30313","US","America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","mercedes-benz-stadium","30313","GA",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"82","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-23T19:00:00","ncaa_football","2018-10-24T00:00:00",4281985,0.331,"normal","",FALSE,FALSE,0.413,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-24T04:00:00","2018-02-28T00:00:00",FALSE,"Troy at South Alabama","2018-02-28T15:00:17","Troy Trojans at South Alabama Jaguars Football",NA,29,42,11,93,26,45.310345,26,NA,NA,NA,"Mobile",3716,TRUE,0,6,"Ladd Peebles Stadium","Mobile, AL","Ladd Peebles Stadium",686,0.50177634,"1621 Virginia St.","Mobile, AL 36604","US","America/Chicago","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","ladd-peebles-stadium","36604","AL",30.6748,-88.0761,NA,NA,NA
"83","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-25T19:20:00","nfl","2018-10-26T00:20:00",4347018,0.831,"normal","",FALSE,FALSE,0.861,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-26T04:20:00","2018-04-20T00:00:00",FALSE,"Dolphins at Texans","2018-04-20T00:47:36","Miami Dolphins at Houston Texans",NA,521,NA,NA,1009,49,174.93,49,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Houston",41,TRUE,0,44,"NRG Stadium","Houston, TX","NRG Stadium",618,0.8624192,"1 Reliant Park","Houston, TX 77054","US","America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","77054","TX",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"84","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T13:00:00","nfl","2018-10-28T17:00:00",4347041,0.803,"normal","",FALSE,FALSE,0.839,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Buccaneers at Bengals","2018-04-20T00:47:40","Tampa Bay Buccaneers at Cincinnati Bengals",NA,621,90,910,403,40,99.68116,40,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Cincinnati",1124,TRUE,0,7,"Paul Brown Stadium","Cincinnati, OH","Paul Brown Stadium",515,0.86166537,"1 Paul Brown Stadium","Cincinnati, OH 45202","US","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium","45202","OH",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"85","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T13:00:00","nfl","2018-10-28T17:00:00",4347026,0.857,"normal","",FALSE,FALSE,0.896,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Seahawks at Lions","2018-04-20T00:47:37","Seattle Seahawks at Detroit Lions",NA,543,138,822,2392,71,166.12155,42,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Detroit",346,TRUE,0,9,"Ford Field","Detroit, MI","Ford Field",505,0.9029952,"2000 Brush St.","Detroit, MI 48226","US","America/Detroit","https://seatgeek.com/venues/ford-field/tickets","ford-field","48226","MI",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"86","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T13:00:00","nfl","2018-10-28T17:00:00",4346940,0.873,"normal","",FALSE,FALSE,0.9,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Redskins at Giants","2018-04-20T00:47:17","Washington Redskins at New York Giants",NA,513,227,978,1498,129,280.3665,125,"2018-08-24T21:53:39Z",FALSE,"QRCODE","East Rutherford",1587,TRUE,0,17,"MetLife Stadium","East Rutherford, NJ","MetLife Stadium",501,0.94873494,"1 MetLife Stadium Drive","East Rutherford, NJ 07073","US","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","07073","NJ",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"87","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T13:00:00","nfl","2018-10-28T17:00:00",4347070,0.833,"normal","",FALSE,FALSE,0.866,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Ravens at Panthers","2018-04-20T00:47:45","Baltimore Ravens at Carolina Panthers",NA,389,165,826,648,87,216.4036,87,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Charlotte",1122,TRUE,0,9,"Bank of America Stadium","Charlotte, NC","Bank of America Stadium",517,0.8968222,"800 South Mint Street","Charlotte, NC 28202","US","America/New_York","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium","28202","NC",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"88","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T12:00:00","nfl","2018-10-28T17:00:00",4346981,0.859,"normal","",FALSE,FALSE,0.89,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Broncos at Chiefs","2018-04-20T00:47:27","Denver Broncos at Kansas City Chiefs",NA,957,174,1138,691,85,193.26228,85,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Kansas City",1128,TRUE,0,9,"Arrowhead Stadium","Kansas City, MO","Arrowhead Stadium",616,0.8827867,"1 Arrowhead Drive","Kansas City, MO 64129","US","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","64129","MO",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"89","2018-09-18","2018-09-18_16.01.16",FALSE,"2018-10-28T13:00:00","nfl","2018-10-28T17:00:00",4347078,0.84,"normal","",FALSE,FALSE,0.875,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-10-28T21:00:00","2018-04-20T00:00:00",FALSE,"Browns at Steelers","2018-04-20T00:47:46","Cleveland Browns at Pittsburgh Steelers",NA,336,239,798,1138,115,285.7351,115,"2018-08-24T21:53:39Z",FALSE,"QRCODE","Pittsburgh",1119,TRUE,0,10,"Heinz Field","Pittsburgh, PA","Heinz Field",508,0.9033526,"100 Art Rooney Avenue","Pittsburgh, PA 15212","US","America/New_York","https://seatgeek.com/venues/heinz-field/tickets","heinz-field","15212","PA",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
