"","date","timestamp","datetime_local","popularity","datetime_utc","date_tbd","created_at","score","id","description","visible_until_utc","short_title","is_open","type","status","datetime_tbd","title","announce_date","url","time_tbd","general_admission","median_price","lowest_price","highest_price","lowest_price_good_deals","listing_count","average_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","popularity_venue","has_upcoming_events","extended_address","display_location","slug","metro_code","id_venue","postal_code","timezone","city","state","address","name","num_upcoming_events","url_venue","country","score_venue","name_v2","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"11","2018-10-05","2018-10-05_11.05.06","2018-10-07T13:25:00",0.939,"2018-10-07T20:25:00",FALSE,"2018-04-20T00:47:53",0.91,4347115,"","2018-10-08T00:25:00","Cardinals at 49ers",FALSE,"nfl","normal",FALSE,"Arizona Cardinals at San Francisco 49ers","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,NA,72,36,1003,29,481,102.848236,724,"2018-09-05T19:47:23Z","QRCODE",FALSE,0,TRUE,"Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium",0,58670,"95054","America/Los_Angeles","Santa Clara","CA","4900 Marie P DeBartolo Way","Levi's Stadium",12,"https://seatgeek.com/venues/levi-s-stadium/tickets","US",0.95768774,"Levi's Stadium",37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"12","2018-10-05","2018-10-05_11.05.06","2018-10-07T13:25:00",0.946,"2018-10-07T20:25:00",FALSE,"2018-04-20T00:47:56",0.923,4347128,"","2018-10-08T00:25:00","Rams at Seahawks",FALSE,"nfl","normal",FALSE,"Los Angeles Rams at Seattle Seahawks","2018-04-20T00:00:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,NA,242,117,820,117,102,270.31372,347,"2018-08-24T21:19:14Z","QRCODE",FALSE,0,TRUE,"Seattle, WA 98134","Seattle, WA","centurylink-field",819,339,"98134","America/Los_Angeles","Seattle","WA","800 Occidental Ave S","CenturyLink Field",10,"https://seatgeek.com/venues/centurylink-field/tickets","US",0.87232786,"CenturyLink Field",47.6,-122.33,"2018-03-02T22:54:54Z","QRCODE",FALSE
"13","2018-10-05","2018-10-05_11.05.06","2018-10-07T16:25:00",0.965,"2018-10-07T20:25:00",FALSE,"2018-04-20T00:47:26",0.945,4346976,"","2018-10-08T00:25:00","Vikings at Eagles",FALSE,"nfl","normal",FALSE,"Minnesota Vikings at Philadelphia Eagles","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,NA,282,145,619,150,97,298.59793,342,"2018-08-24T21:03:38Z","QRCODE",FALSE,0,TRUE,"Philadelphia, PA 19148","Philadelphia, PA","lincoln-financial-field",504,330,"19148","America/New_York","Philadelphia","PA","1020 Pattison Ave","Lincoln Financial Field",14,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US",0.90542686,"Lincoln Financial Field",39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"14","2018-10-05","2018-10-05_11.05.06","2018-10-07T19:20:00",0.984,"2018-10-08T00:20:00",FALSE,"2018-04-20T00:47:36",0.971,4347020,"","2018-10-08T04:20:00","Cowboys at Texans",FALSE,"nfl","normal",FALSE,"Dallas Cowboys at Houston Texans","2018-04-20T00:00:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,NA,401,216,1688,218,164,480.34146,389,"2018-08-24T21:04:53Z","QRCODE",FALSE,0,TRUE,"Houston, TX 77054","Houston, TX","nrg-stadium",618,41,"77054","America/Chicago","Houston","TX","1 Reliant Park","NRG Stadium",44,"https://seatgeek.com/venues/nrg-stadium/tickets","US",0.8624192,"NRG Stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"15","2018-10-05","2018-10-05_11.05.06","2018-10-08T16:00:00",0.531,"2018-10-08T20:00:00",FALSE,"2018-08-03T16:01:06",0.311,4474093,"","2018-10-09T00:00:00","Baltimore Ravens at A Purple Evening",FALSE,"sports","normal",FALSE,"Baltimore Ravens at A Purple Evening","2018-08-03T00:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,NA,62,62,63,NA,2,62.5,1,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,0,TRUE,"Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium",512,1121,"21230","America/New_York","Baltimore","MD","1101 Russell St","M&T Bank Stadium",7,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US",0.8927189,"M&T Bank Stadium",39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"16","2018-10-05","2018-10-05_11.05.06","2018-10-08T19:15:00",0.915,"2018-10-09T00:15:00",FALSE,"2018-04-20T00:47:25",0.894,4346971,"","2018-10-09T04:15:00","Redskins at Saints",TRUE,"nfl","normal",FALSE,"Washington Redskins at New Orleans Saints","2018-04-20T00:00:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",FALSE,NA,180,60,1200,60,1169,204.45766,1084,"2018-05-29T20:38:55Z","QRCODE",FALSE,0,TRUE,"New Orleans, LA 70112","New Orleans, LA","mercedes-benz-superdome",622,128,"70112","America/Chicago","New Orleans","LA","1500 Sugar Bowl Drive","Mercedes-Benz Superdome",16,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US",0.8966978,"Mercedes-Benz Superdome",29.9515,-90.0786,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"17","2018-10-05","2018-10-05_11.05.06","2018-10-11T20:20:00",0.953,"2018-10-12T00:20:00",FALSE,"2018-04-20T00:47:14",0.962,4346917,"","2018-10-12T04:20:00","Eagles at Giants",FALSE,"nfl","normal",FALSE,"Philadelphia Eagles at New York Giants","2018-04-20T00:00:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,NA,239,132,1519,146,336,319.0149,614,"2018-08-24T21:52:02Z","QRCODE",FALSE,0,TRUE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium",501,1587,"07073","America/New_York","East Rutherford","NJ","1 MetLife Stadium Drive","MetLife Stadium",15,"https://seatgeek.com/venues/metlife-stadium/tickets","US",0.94873494,"MetLife Stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"18","2018-10-05","2018-10-05_11.05.06","2018-10-13T16:00:00",0.627,"2018-10-13T21:00:00",FALSE,"2017-12-21T15:00:36",0.51,4192619,"","2018-10-14T01:00:00","Alabama State at South Alabama",FALSE,"ncaa_football","normal",FALSE,"Alabama State Hornets at South Alabama Jaguars Football","2017-12-21T00:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",FALSE,NA,49,32,74,32,9,47.11111,4,NA,NA,NA,0,TRUE,"Mobile, AL 36604","Mobile, AL","ladd-peebles-stadium",686,3716,"36604","America/Chicago","Mobile","AL","1621 Virginia St.","Ladd Peebles Stadium",5,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US",0.50177634,"Ladd Peebles Stadium",30.6748,-88.0761,NA,NA,NA
"19","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.929,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:22",0.939,4346961,"","2018-10-14T21:00:00","Colts at Jets",FALSE,"nfl","normal",FALSE,"Indianapolis Colts at New York Jets","2018-04-20T00:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,NA,133,42,957,37,624,155.47917,990,"2018-08-24T21:52:02Z","QRCODE",FALSE,0,TRUE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium",501,1587,"07073","America/New_York","East Rutherford","NJ","1 MetLife Stadium Drive","MetLife Stadium",15,"https://seatgeek.com/venues/metlife-stadium/tickets","US",0.94873494,"MetLife Stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"20","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.902,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:42",0.913,4347051,"","2018-10-14T21:00:00","Buccaneers at Falcons",FALSE,"nfl","normal",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons","2018-04-20T00:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,NA,161,71,865,68,674,185.07567,855,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Atlanta, GA 30313","Atlanta, GA","mercedes-benz-stadium",0,419590,"30313","America/New_York","Atlanta","GA","441 M.L.K. Jr Dr NW","Mercedes-Benz Stadium",19,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US",0.76958936,"Mercedes-Benz Stadium",33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"21","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.905,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:40",0.909,4347042,"","2018-10-14T21:00:00","Steelers at Bengals",FALSE,"nfl","normal",FALSE,"Pittsburgh Steelers at Cincinnati Bengals","2018-04-20T00:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,NA,180,108,596,111,294,189.03061,608,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium",515,1124,"45202","America/New_York","Cincinnati","OH","1 Paul Brown Stadium","Paul Brown Stadium",7,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US",0.86166537,"Paul Brown Stadium",39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"22","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.906,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:47",0.911,4347081,"","2018-10-14T21:00:00","Bears at Dolphins",FALSE,"nfl","normal",FALSE,"Chicago Bears at Miami Dolphins","2018-04-20T00:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,NA,204,102,429,70,91,214.20879,731,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Miami Gardens, FL 33056","Miami Gardens, FL","hard-rock-stadium",528,29,"33056","America/New_York","Miami Gardens","FL","347 Don Shula Dr.","Hard Rock Stadium",35,"https://seatgeek.com/venues/hard-rock-stadium/tickets","US",0.8378203,"Hard Rock Stadium",25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"23","2018-10-05","2018-10-05_11.05.06","2018-10-14T12:00:00",0.893,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:36",0.896,4347019,"","2018-10-14T21:00:00","Bills at Texans",FALSE,"nfl","normal",FALSE,"Buffalo Bills at Houston Texans","2018-04-20T00:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,NA,140,49,630,49,602,161.40033,918,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Houston, TX 77054","Houston, TX","nrg-stadium",618,41,"77054","America/Chicago","Houston","TX","1 Reliant Park","NRG Stadium",44,"https://seatgeek.com/venues/nrg-stadium/tickets","US",0.8624192,"NRG Stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"24","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.937,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:18",0.954,4346942,"","2018-10-14T21:00:00","Panthers at Redskins",FALSE,"nfl","normal",FALSE,"Carolina Panthers at Washington Redskins","2018-04-20T00:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,NA,147,95,770,89,508,167.02559,906,"2018-08-24T21:52:02Z","QRCODE",FALSE,0,TRUE,"Landover, MD 20785","Landover, MD","fedex-field",511,35,"20785","America/New_York","Landover","MD","1600 Fedex Way","FedEx Field",6,"https://seatgeek.com/venues/fedex-field/tickets","US",0.9333444,"FedEx Field",38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"25","2018-10-05","2018-10-05_11.05.06","2018-10-14T12:00:00",0.905,"2018-10-14T17:00:00",FALSE,"2018-04-20T01:04:06",0.914,4347145,"","2018-10-14T21:00:00","Cardinals at Vikings",FALSE,"nfl","normal",FALSE,"Arizona Cardinals at Minnesota Vikings","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,NA,237,109,992,109,391,279.78262,515,"2018-08-24T21:53:38Z","QRCODE",FALSE,0,TRUE,"Minneapolis, MN 55415","Minneapolis, MN","u-s-bank-stadium",0,218451,"55415","America/Chicago","Minneapolis","MN","900 South 5th Street","U.S. Bank Stadium",15,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","US",0.88524246,"U.S. Bank Stadium",44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"26","2018-10-05","2018-10-05_11.05.06","2018-10-14T13:00:00",0.889,"2018-10-14T17:00:00",FALSE,"2018-04-20T00:47:31",0.888,4346998,"","2018-10-14T21:00:00","Chargers at Browns",FALSE,"nfl","normal",FALSE,"Los Angeles Chargers at Cleveland Browns","2018-04-20T00:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,NA,104,67,753,61,622,136.48071,851,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15",510,1123,"44114","America/New_York","Cleveland","OH","100 Alfred Lerner Way","FirstEnergy Stadium",6,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US",0.86852187,"FirstEnergy Stadium",41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"27","2018-10-05","2018-10-05_11.05.06","2018-10-14T15:25:00",0.869,"2018-10-14T19:25:00",FALSE,"2018-04-20T00:47:30",0.863,4346991,"","2018-10-14T23:25:00","Ravens at Titans",FALSE,"nfl","normal",FALSE,"Baltimore Ravens at Tennessee Titans","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,NA,196,86,631,82,255,214.61961,529,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Nashville, TN 37213","Nashville, TN","nissan-stadium",659,1126,"37213","America/New_York","Nashville","TN","1 Titans Way","Nissan Stadium",16,"https://seatgeek.com/venues/nissan-stadium/tickets","US",0.8546275,"Nissan Stadium",36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"28","2018-10-05","2018-10-05_11.05.06","2018-10-14T14:05:00",0.9,"2018-10-14T20:05:00",FALSE,"2018-04-20T01:04:04",0.903,4347138,"","2018-10-15T00:05:00","Rams at Broncos",FALSE,"nfl","normal",FALSE,"Los Angeles Rams at Denver Broncos","2018-04-20T00:00:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,NA,305,195,1193,165,73,362.39725,561,"2018-08-24T21:53:38Z","QRCODE",FALSE,0,TRUE,"Denver, CO 80204","Denver, CO","sports-authority-field-at-mile-high",751,1131,"80204","America/Denver","Denver","CO","1701 Bryant St.","Sports Authority Field at Mile High",6,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","US",0.9028296,"Sports Authority Field at Mile High",39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"29","2018-10-05","2018-10-05_11.05.06","2018-10-14T15:25:00",0.944,"2018-10-14T20:25:00",FALSE,"2018-04-05T23:08:47",0.971,4327923,"","2018-10-15T00:25:00","Jaguars at Cowboys",TRUE,"nfl","normal",FALSE,"Jacksonville Jaguars at Dallas Cowboys","2018-04-05T00:00:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",FALSE,NA,244,NA,2570,NA,2263,301.07248,2015,"2018-04-17T22:02:33Z","QRCODE",FALSE,0,TRUE,"Arlington, TX 76011","Arlington, TX","at-t-stadium",623,4965,"76011","America/Chicago","Arlington","TX","1 AT&T Way","AT&T Stadium",19,"https://seatgeek.com/venues/at-t-stadium/tickets","US",0.9751414,"AT&T Stadium",32.7459,-97.0957,"2018-04-17T22:02:33Z","QRCODE",FALSE
"30","2018-10-05","2018-10-05_11.05.06","2018-10-14T20:20:00",0.932,"2018-10-15T00:20:00",FALSE,"2018-04-20T00:47:50",0.959,4347095,"","2018-10-15T04:20:00","Chiefs at Patriots",FALSE,"nfl","normal",FALSE,"Kansas City Chiefs at New England Patriots","2018-04-20T00:00:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",FALSE,NA,348,212,1014,167,136,412.75,627,"2018-08-24T21:53:35Z","QRCODE",FALSE,0,TRUE,"Foxborough, MA 02035","Foxborough, MA","gillette-stadium",506,33,"02035","America/New_York","Foxborough","MA","1 Patriot Place","Gillette Stadium",13,"https://seatgeek.com/venues/gillette-stadium/tickets","US",0.8983344,"Gillette Stadium",42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
