"","date","timestamp","event_promotion","is_open","id","title","announce_date","score","type","status","description","datetime_local","visible_until_utc","time_tbd","date_tbd","url","created_at","popularity","short_title","datetime_utc","general_admission","datetime_tbd","visible_listing_count","average_price","lowest_price_good_deals","median_price","listing_count","lowest_price","highest_price","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","metro_code","postal_code","timezone","has_upcoming_events","id_venue","city","extended_address","display_location","state","score_venue","num_upcoming_events","address","slug","name","url_venue","country","popularity_venue","name_v2","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"11","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4346957,"Tennessee Titans at Indianapolis Colts","2018-04-20T00:00:00",0.783,"nfl","normal","","2018-11-18T13:00:00","2018-11-18T22:00:00",FALSE,FALSE,"https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957","2018-04-20T00:47:22",0.877,"Titans at Colts","2018-11-18T18:00:00",NA,FALSE,1310,104,32,85,437,33,544,FALSE,"2018-08-24T21:53:40Z","QRCODE",527,"46225","America/Indiana/Indianapolis",TRUE,1130,"Indianapolis","Indianapolis, IN 46225","Indianapolis, IN","IN",0.9071682,10,"500 South Capitol Avenue","lucas-oil-stadium","Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","US",0,"Lucas Oil Stadium",39.7601,-86.1639,FALSE,"2018-09-13T22:29:37Z","QRCODE_TM"
"12","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4346939,"Houston Texans at Washington Redskins","2018-04-20T00:00:00",0.841,"nfl","normal","","2018-11-18T13:00:00","2018-11-18T22:00:00",FALSE,FALSE,"https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939","2018-04-20T00:47:17",0.919,"Texans at Redskins","2018-11-18T18:00:00",NA,FALSE,1276,128,84,114,284,84,361,FALSE,"2018-08-24T21:53:40Z","QRCODE",511,"20785","America/New_York",TRUE,35,"Landover","Landover, MD 20785","Landover, MD","MD",0.9333444,3,"1600 Fedex Way","fedex-field","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","US",0,"FedEx Field",38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"13","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347100,"Oakland Raiders at Arizona Cardinals","2018-04-20T00:00:00",0.848,"nfl","normal","","2018-11-18T14:05:00","2018-11-19T01:05:00",FALSE,FALSE,"https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100","2018-04-20T00:47:51",0.931,"Raiders at Cardinals","2018-11-18T21:05:00",NA,FALSE,1061,166,89,151,414,89,591,FALSE,"2018-08-24T21:53:40Z","QRCODE",753,"85305","America/Phoenix",TRUE,43,"Glendale","Glendale, AZ 85305","Glendale, AZ","AZ",0.93402725,9,"1 Cardinals Drive","state-farm-stadium","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","US",0,"State Farm Stadium",33.5294,-112.262,FALSE,"2015-12-21T17:26:05Z","NONE"
"14","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347110,"Denver Broncos at Los Angeles Chargers","2018-04-20T00:00:00",0.871,"nfl","normal","","2018-11-18T13:05:00","2018-11-19T01:05:00",FALSE,FALSE,"https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110","2018-04-20T00:47:52",0.952,"Broncos at Chargers","2018-11-18T21:05:00",NA,FALSE,572,288,184,266,280,188,2782,FALSE,"2018-08-24T21:53:40Z","QRCODE",803,"90746","America/Los_Angeles",TRUE,52,"Carson","Carson, CA 90746","Carson, CA","CA",0.7228164,4,"18400 Avalon Blvd","stubhub-center","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets","US",0,"StubHub Center",33.8643,-118.261,NA,NA,NA
"15","2018-11-11","2018-11-11_21.05.14",NA,TRUE,4346969,"Philadelphia Eagles at New Orleans Saints","2018-04-20T00:00:00",0.84,"nfl","normal","","2018-11-18T15:25:00","2018-11-19T01:25:00",FALSE,FALSE,"https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969","2018-04-20T00:47:25",0.917,"Eagles at Saints","2018-11-18T21:25:00",NA,FALSE,673,414,192,378,704,192,2400,FALSE,"2018-05-29T20:39:16Z","QRCODE",622,"70112","America/Chicago",TRUE,128,"New Orleans","New Orleans, LA 70112","New Orleans, LA","LA",0.8966978,13,"1500 Sugar Bowl Drive","mercedes-benz-superdome","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US",0,"Mercedes-Benz Superdome",29.9515,-90.0786,FALSE,"2018-08-27T20:46:59Z","QRCODE_TM"
"16","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347005,"Minnesota Vikings at Chicago Bears","2018-04-20T00:00:00",0.852,"nfl","normal","","2018-11-18T19:20:00","2018-11-19T05:20:00",FALSE,FALSE,"https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005","2018-04-20T00:47:32",0.928,"Vikings at Bears","2018-11-19T01:20:00",NA,FALSE,1040,410.45746,205,388,94,209,798,FALSE,"2018-08-24T21:53:40Z","QRCODE",602,"60605","America/Chicago",TRUE,31,"Chicago","Chicago, IL 60605","Chicago, IL","IL",0.940013,5,"1410 S. Museum Campus Drive","soldier-field","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","US",0,"Soldier Field",41.8623,-87.6159,FALSE,"2018-06-02T00:44:08Z","NONE"
"17","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347137,"Kansas City Chiefs at Los Angeles Rams","2018-04-20T00:00:00",0.809,"nfl","normal","","2018-11-19T19:15:00","2018-11-20T05:15:00",FALSE,FALSE,"https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137","2018-04-20T01:04:04",0.884,"Chiefs at Rams","2018-11-20T01:15:00",NA,FALSE,35,279,140,226,224,140,1105,FALSE,"2018-08-24T21:53:40Z","QRCODE",0,"14370","America/Mexico_City",TRUE,41952,"Mexico City","Mexico City, Mexico","Mexico City, Mexico",NA,0,1,"Calzada de Tlalpan 3665","estadio-azteca-2","Estadio Azteca","https://seatgeek.com/venues/estadio-azteca-2/tickets","Mexico",0,"Estadio Azteca",19.3028,-99.1495,NA,NA,NA
"18","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347024,"Chicago Bears at Detroit Lions","2018-04-20T00:00:00",0.869,"nfl","normal","","2018-11-22T12:30:00","2018-11-22T21:30:00",FALSE,FALSE,"https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024","2018-04-20T00:47:36",0.938,"Bears at Lions","2018-11-22T17:30:00",NA,FALSE,631,254.38554,153,225,249,153,723,FALSE,"2018-08-24T21:53:40Z","QRCODE",505,"48226","America/Detroit",TRUE,346,"Detroit","Detroit, MI 48226","Detroit, MI","MI",0.9029952,9,"2000 Brush St.","ford-field","Ford Field","https://seatgeek.com/venues/ford-field/tickets","US",0,"Ford Field",42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"19","2018-11-11","2018-11-11_21.05.14",NA,TRUE,4327921,"Washington Redskins at Dallas Cowboys","2018-04-05T00:00:00",0.886,"nfl","normal","","2018-11-22T15:30:00","2018-11-23T01:30:00",FALSE,FALSE,"https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921","2018-04-05T23:08:47",0.947,"Redskins at Cowboys","2018-11-22T21:30:00",NA,FALSE,1686,352,25,298,2061,26,2986,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM",623,"76011","America/Chicago",TRUE,4965,"Arlington","Arlington, TX 76011","Arlington, TX","TX",0.9751414,19,"1 AT&T Way","at-t-stadium","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","US",0,"AT&T Stadium",32.7459,-97.0957,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM"
"20","2018-11-11","2018-11-11_21.05.14",NA,TRUE,4346968,"Atlanta Falcons at New Orleans Saints","2018-04-20T00:00:00",0.815,"nfl","normal","","2018-11-22T19:20:00","2018-11-23T05:20:00",FALSE,FALSE,"https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968","2018-04-20T00:47:24",0.889,"Falcons at Saints","2018-11-23T01:20:00",NA,FALSE,501,519,241,452,506,241,4200,FALSE,"2018-05-29T20:39:22Z","QRCODE",622,"70112","America/Chicago",TRUE,128,"New Orleans","New Orleans, LA 70112","New Orleans, LA","LA",0.8966978,13,"1500 Sugar Bowl Drive","mercedes-benz-superdome","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US",0,"Mercedes-Benz Superdome",29.9515,-90.0786,FALSE,"2018-08-27T20:46:59Z","QRCODE_TM"
"21","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4281983,"Coastal Carolina Chanticleers at South Alabama Jaguars Football","2018-02-28T00:00:00",0.322,"ncaa_football","normal","","2018-11-23T14:00:00","2018-11-24T00:00:00",FALSE,FALSE,"https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-2-pm/4281983","2018-02-28T15:00:16",0.497,"Coastal Carolina at South Alabama","2018-11-23T20:00:00",NA,FALSE,8,39,25,38,23,25,54,NA,NA,NA,686,"36604","America/Chicago",TRUE,3716,"Mobile","Mobile, AL 36604","Mobile, AL","AL",0.50177634,3,"1621 Virginia St.","ladd-peebles-stadium","Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US",0,"Ladd Peebles Stadium",30.6748,-88.0761,NA,NA,NA
"22","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4455655,"Texas Tech Red Raiders at Iowa State Cyclones Women's Volleyball","2018-07-18T00:00:00",0.343,"sports","normal","","2018-11-23T18:30:00","2018-11-24T04:30:00",FALSE,FALSE,"https://seatgeek.com/texas-tech-red-raiders-at-iowa-state-cyclones-womens-volleyball-tickets/sport/2018-11-23-6-30-pm/4455655","2018-07-18T16:01:12",0.514,"Texas Tech Red Raiders at Iowa State Cyclones Women's Volleyball","2018-11-24T00:30:00",NA,FALSE,36,20.578947,NA,21,38,5,21,NA,NA,NA,679,"50011","America/Chicago",TRUE,3458,"Ames","Ames, IA 50011","Ames, IA","IA",0.6426054,39,"1700 Lincoln Way","hilton-coliseum","Hilton Coliseum","https://seatgeek.com/venues/hilton-coliseum/tickets","US",0,"Hilton Coliseum",42.02,-93.63,NA,NA,NA
"23","2018-11-11","2018-11-11_21.05.14",NA,TRUE,4241803,"TFBI Shootout: Texas Tech V Baylor University","2018-01-31T00:00:00",0.606,"ncaa_football","normal","*Child Policy:: Children age 2 years and older require a ticket for entry.","2018-11-24T03:30:00","2018-11-25T06:00:00",TRUE,FALSE,"https://seatgeek.com/tfbi-shootout-texas-tech-v-baylor-university-tickets/ncaa-football/2018-11-24-3-30-am/4241803","2018-01-31T15:02:10",0.738,"TFBI Shootout: Texas Tech V Baylor University","2018-11-24T09:30:00",NA,FALSE,934,313.31033,55,151,1450,55,18355,FALSE,"2018-10-31T19:16:15Z","QRCODE",623,"76011","America/Chicago",TRUE,4965,"Arlington","Arlington, TX 76011","Arlington, TX","TX",0.9751414,19,"1 AT&T Way","at-t-stadium","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","US",0,"AT&T Stadium",32.7459,-97.0957,FALSE,"2018-10-06T23:29:11Z","QRCODE_TM"
"24","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347058,"Jacksonville Jaguars at Buffalo Bills","2018-04-20T00:00:00",0.797,"nfl","normal","","2018-11-25T13:00:00","2018-11-25T22:00:00",FALSE,FALSE,"https://seatgeek.com/jaguars-at-bills-tickets/11-25-2018-orchard-park-new-york-new-era-field/nfl/4347058","2018-04-20T00:47:43",0.871,"Jaguars at Bills","2018-11-25T18:00:00",NA,FALSE,1936,65,18,52,927,20,309,FALSE,"2018-08-24T21:53:41Z","QRCODE",514,"14127","America/New_York",TRUE,1135,"Orchard Park","Orchard Park, NY 14127","Orchard Park, NY","NY",0.8815085,4,"1 Bills Drive","new-era-field","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","US",0,"New Era Field",42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"25","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347039,"Cleveland Browns at Cincinnati Bengals","2018-04-20T00:00:00",0.813,"nfl","normal","","2018-11-25T13:00:00","2018-11-25T22:00:00",FALSE,FALSE,"https://seatgeek.com/browns-at-bengals-tickets/11-25-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347039","2018-04-20T00:47:39",0.884,"Browns at Bengals","2018-11-25T18:00:00",NA,FALSE,1114,130,62,128,403,65,513,FALSE,"2018-08-24T21:53:40Z","QRCODE",515,"45202","America/New_York",TRUE,1124,"Cincinnati","Cincinnati, OH 45202","Cincinnati, OH","OH",0.86166537,4,"1 Paul Brown Stadium","paul-brown-stadium","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","US",0,"Paul Brown Stadium",39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"26","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4346918,"New York Giants at Philadelphia Eagles","2018-04-20T00:00:00",0.86,"nfl","normal","","2018-11-25T13:00:00","2018-11-25T22:00:00",FALSE,FALSE,"https://seatgeek.com/giants-at-eagles-tickets/11-25-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346918","2018-04-20T00:47:14",0.925,"Giants at Eagles","2018-11-25T18:00:00",NA,FALSE,1167,395,145,333,284,208,1238,FALSE,"2018-08-24T21:53:40Z","QRCODE",504,"19148","America/New_York",TRUE,330,"Philadelphia","Philadelphia, PA 19148","Philadelphia, PA","PA",0.90542686,11,"1020 Pattison Ave","lincoln-financial-field","Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","US",0,"Lincoln Financial Field",39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"27","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347125,"Seattle Seahawks at Carolina Panthers","2018-04-20T00:00:00",0.828,"nfl","normal","","2018-11-25T13:00:00","2018-11-25T22:00:00",FALSE,FALSE,"https://seatgeek.com/seahawks-at-panthers-tickets/11-25-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347125","2018-04-20T00:47:55",0.898,"Seahawks at Panthers","2018-11-25T18:00:00",NA,FALSE,1297,251.56506,109,199,292,109,1078,FALSE,"2018-08-24T21:53:41Z","QRCODE",517,"28202","America/New_York",TRUE,1122,"Charlotte","Charlotte, NC 28202","Charlotte, NC","NC",0.8968222,6,"800 South Mint Street","bank-of-america-stadium","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","US",0,"Bank of America Stadium",35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"28","2018-11-11","2018-11-11_21.05.14",NA,FALSE,4347067,"Oakland Raiders at Baltimore Ravens","2018-04-20T00:00:00",0.791,"nfl","normal","","2018-11-25T13:00:00","2018-11-25T22:00:00",FALSE,FALSE,"https://seatgeek.com/raiders-at-ravens-tickets/11-25-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347067","2018-04-20T00:47:44",0.865,"Raiders at Ravens","2018-11-25T18:00:00",NA,FALSE,2121,138.68912,44,114,698,44,680,FALSE,"2018-08-24T21:53:41Z","QRCODE",512,"21230","America/New_York",TRUE,1121,"Baltimore","Baltimore, MD 21230","Baltimore, MD","MD",0.8927189,4,"1101 Russell St","m-t-bank-stadium","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","US",0,"M&T Bank Stadium",39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
