"","date","timestamp","short_title","description","status","title","datetime_tbd","id","datetime_local","time_tbd","url","score","popularity","type","datetime_utc","visible_until_utc","is_open","created_at","date_tbd","announce_date","general_admission","lowest_price_good_deals","listing_count","average_price","visible_listing_count","median_price","lowest_price","highest_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","metro_code","name_v2","address","slug","city","postal_code","timezone","url_venue","score_venue","state","name","id_venue","has_upcoming_events","display_location","extended_address","popularity_venue","num_upcoming_events","country","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"12","2018-10-01","2018-10-01_11.06.03","Raiders at Chargers","","normal","Oakland Raiders at Los Angeles Chargers",FALSE,4347111,"2018-10-07T13:05:00",FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",0.931,0.936,"nfl","2018-10-07T20:05:00","2018-10-08T00:05:00",FALSE,"2018-04-20T00:47:52",FALSE,"2018-04-20T00:00:00",NA,154,319,260.95926,416,217,168,1197,"QRCODE","2018-08-24T21:17:06Z",FALSE,803,"StubHub Center","18400 Avalon Blvd","stubhub-center","Carson","90746","America/Los_Angeles","https://seatgeek.com/venues/stubhub-center/tickets",0.7228164,"CA","StubHub Center",52,TRUE,"Carson, CA","Carson, CA 90746",0,12,"US",33.8643,-118.261,NA,NA,NA
"13","2018-10-01","2018-10-01_11.06.03","Cardinals at 49ers","","normal","Arizona Cardinals at San Francisco 49ers",FALSE,4347115,"2018-10-07T13:25:00",FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",0.883,0.892,"nfl","2018-10-07T20:25:00","2018-10-08T00:25:00",FALSE,"2018-04-20T00:47:53",FALSE,"2018-04-20T00:00:00",NA,43,756,121.440475,876,103,43,524,"QRCODE","2018-09-05T19:47:23Z",FALSE,0,"Levi's Stadium","4900 Marie P DeBartolo Way","levi-s-stadium","Santa Clara","95054","America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets",0.95768774,"CA","Levi's Stadium",58670,TRUE,"Santa Clara, CA","Santa Clara, CA 95054",0,12,"US",37.4023,-121.969,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"14","2018-10-01","2018-10-01_11.06.03","Rams at Seahawks","","normal","Los Angeles Rams at Seattle Seahawks",FALSE,4347128,"2018-10-07T13:25:00",FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",0.906,0.913,"nfl","2018-10-07T20:25:00","2018-10-08T00:25:00",FALSE,"2018-04-20T00:47:56",FALSE,"2018-04-20T00:00:00",NA,156,128,359.97656,348,342,156,843,"QRCODE","2018-08-24T21:19:14Z",FALSE,819,"CenturyLink Field","800 Occidental Ave S","centurylink-field","Seattle","98134","America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets",0.87232786,"WA","CenturyLink Field",339,TRUE,"Seattle, WA","Seattle, WA 98134",0,11,"US",47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"15","2018-10-01","2018-10-01_11.06.03","Vikings at Eagles","","normal","Minnesota Vikings at Philadelphia Eagles",FALSE,4346976,"2018-10-07T16:25:00",FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",0.929,0.93,"nfl","2018-10-07T20:25:00","2018-10-08T00:25:00",FALSE,"2018-04-20T00:47:26",FALSE,"2018-04-20T00:00:00",NA,176,241,399.3776,566,379,194,924,"QRCODE","2018-08-24T21:03:38Z",FALSE,504,"Lincoln Financial Field","1020 Pattison Ave","lincoln-financial-field","Philadelphia","19148","America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets",0.90542686,"PA","Lincoln Financial Field",330,TRUE,"Philadelphia, PA","Philadelphia, PA 19148",0,14,"US",39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"16","2018-10-01","2018-10-01_11.06.03","Cowboys at Texans","","normal","Dallas Cowboys at Houston Texans",FALSE,4347020,"2018-10-07T19:20:00",FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",0.951,0.948,"nfl","2018-10-08T00:20:00","2018-10-08T04:20:00",FALSE,"2018-04-20T00:47:36",FALSE,"2018-04-20T00:00:00",NA,200,293,438.4983,522,397,200,1463,"QRCODE","2018-08-24T21:04:53Z",FALSE,618,"NRG Stadium","1 Reliant Park","nrg-stadium","Houston","77054","America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets",0.8624192,"TX","NRG Stadium",41,TRUE,"Houston, TX","Houston, TX 77054",0,44,"US",29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"17","2018-10-01","2018-10-01_11.06.03","Baltimore Ravens at A Purple Evening","","normal","Baltimore Ravens at A Purple Evening",FALSE,4474093,"2018-10-08T16:00:00",FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",0.354,0.518,"sports","2018-10-08T20:00:00","2018-10-09T00:00:00",FALSE,"2018-08-03T16:01:06",FALSE,"2018-08-03T00:00:00",NA,NA,9,301.66666,3,253,63,584,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,512,"M&T Bank Stadium","1101 Russell St","m-t-bank-stadium","Baltimore","21230","America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets",0.8927189,"MD","M&T Bank Stadium",1121,TRUE,"Baltimore, MD","Baltimore, MD 21230",0,7,"US",39.2774,-76.623,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"18","2018-10-01","2018-10-01_11.06.03","Redskins at Saints","","normal","Washington Redskins at New Orleans Saints",FALSE,4346971,"2018-10-08T19:15:00",FALSE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",0.87,0.879,"nfl","2018-10-09T00:15:00","2018-10-09T04:15:00",TRUE,"2018-04-20T00:47:25",FALSE,"2018-04-20T00:00:00",NA,84,1416,238.83475,1320,216,84,5942,"QRCODE","2018-05-29T20:38:55Z",FALSE,622,"Mercedes-Benz Superdome","1500 Sugar Bowl Drive","mercedes-benz-superdome","New Orleans","70112","America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0.8966978,"LA","Mercedes-Benz Superdome",128,TRUE,"New Orleans, LA","New Orleans, LA 70112",0,17,"US",29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"19","2018-10-01","2018-10-01_11.06.03","Eagles at Giants","","normal","Philadelphia Eagles at New York Giants",FALSE,4346917,"2018-10-11T20:20:00",FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",0.948,0.929,"nfl","2018-10-12T00:20:00","2018-10-12T04:20:00",FALSE,"2018-04-20T00:47:14",FALSE,"2018-04-20T00:00:00",NA,138,482,318.94397,775,240,138,1519,"QRCODE","2018-08-24T21:52:02Z",FALSE,501,"MetLife Stadium","1 MetLife Stadium Drive","metlife-stadium","East Rutherford","07073","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,TRUE,"East Rutherford, NJ","East Rutherford, NJ 07073",0,15,"US",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"20","2018-10-01","2018-10-01_11.06.03","Alabama State at South Alabama","","normal","Alabama State Hornets at South Alabama Jaguars Football",FALSE,4192619,"2018-10-13T16:00:00",FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",0.487,0.58,"ncaa_football","2018-10-13T21:00:00","2018-10-14T01:00:00",FALSE,"2017-12-21T15:00:36",FALSE,"2017-12-21T00:00:00",NA,19,9,46.88889,4,49,19,85,NA,NA,NA,686,"Ladd Peebles Stadium","1621 Virginia St.","ladd-peebles-stadium","Mobile","36604","America/Chicago","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",0.50177634,"AL","Ladd Peebles Stadium",3716,TRUE,"Mobile, AL","Mobile, AL 36604",0,5,"US",30.6748,-88.0761,NA,NA,NA
"21","2018-10-01","2018-10-01_11.06.03","Colts at Jets","","normal","Indianapolis Colts at New York Jets",FALSE,4346961,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",0.927,0.908,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:22",FALSE,"2018-04-20T00:00:00",NA,39,749,153.20294,1029,127,39,905,"QRCODE","2018-08-24T21:52:02Z",FALSE,501,"MetLife Stadium","1 MetLife Stadium Drive","metlife-stadium","East Rutherford","07073","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,TRUE,"East Rutherford, NJ","East Rutherford, NJ 07073",0,15,"US",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"22","2018-10-01","2018-10-01_11.06.03","Steelers at Bengals","","normal","Pittsburgh Steelers at Cincinnati Bengals",FALSE,4347042,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",0.901,0.888,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:40",FALSE,"2018-04-20T00:00:00",NA,111,317,212.19243,591,194,111,1166,"QRCODE","2018-08-24T21:53:35Z",FALSE,515,"Paul Brown Stadium","1 Paul Brown Stadium","paul-brown-stadium","Cincinnati","45202","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"OH","Paul Brown Stadium",1124,TRUE,"Cincinnati, OH","Cincinnati, OH 45202",0,7,"US",39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"23","2018-10-01","2018-10-01_11.06.03","Buccaneers at Falcons","","normal","Tampa Bay Buccaneers at Atlanta Falcons",FALSE,4347051,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",0.898,0.884,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:42",FALSE,"2018-04-20T00:00:00",NA,71,812,201.77586,968,184,71,913,"QRCODE","2018-08-24T21:53:35Z",FALSE,0,"Mercedes-Benz Stadium","35 Northside Dr NW","mercedes-benz-stadium","Atlanta","30313","America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",0.76958936,"GA","Mercedes-Benz Stadium",419590,TRUE,"Atlanta, GA","Atlanta, GA 30313",0,19,"US",33.76,-84.4,"QRCODE","2018-08-23T20:14:46Z",FALSE
"24","2018-10-01","2018-10-01_11.06.03","Bears at Dolphins","","normal","Chicago Bears at Miami Dolphins",FALSE,4347081,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",0.898,0.885,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:47",FALSE,"2018-04-20T00:00:00",NA,89,123,304.73984,751,196,98,11358,"QRCODE","2018-08-24T21:53:35Z",FALSE,528,"Hard Rock Stadium","347 Don Shula Dr.","hard-rock-stadium","Miami Gardens","33056","America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets",0.8378203,"FL","Hard Rock Stadium",29,TRUE,"Miami Gardens, FL","Miami Gardens, FL 33056",0,35,"US",25.96,-80.24,"NONE","2017-10-03T18:58:44Z",FALSE
"25","2018-10-01","2018-10-01_11.06.03","Cardinals at Vikings","","normal","Arizona Cardinals at Minnesota Vikings",FALSE,4347145,"2018-10-14T12:00:00",FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",0.897,0.883,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T01:04:06",FALSE,"2018-04-20T00:00:00",NA,110,423,289.2104,537,239,111,1077,"QRCODE","2018-08-24T21:53:38Z",FALSE,0,"U.S. Bank Stadium","900 South 5th Street","u-s-bank-stadium","Minneapolis","55415","America/Chicago","https://seatgeek.com/venues/u-s-bank-stadium/tickets",0.88524246,"MN","U.S. Bank Stadium",218451,TRUE,"Minneapolis, MN","Minneapolis, MN 55415",0,15,"US",44.97,-93.26,"NONE","2018-08-22T15:34:15Z",FALSE
"26","2018-10-01","2018-10-01_11.06.03","Bills at Texans","","normal","Buffalo Bills at Houston Texans",FALSE,4347019,"2018-10-14T12:00:00",FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",0.874,0.865,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:36",FALSE,"2018-04-20T00:00:00",NA,45,607,168.79736,981,151,45,542,"QRCODE","2018-08-24T21:53:35Z",FALSE,618,"NRG Stadium","1 Reliant Park","nrg-stadium","Houston","77054","America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets",0.8624192,"TX","NRG Stadium",41,TRUE,"Houston, TX","Houston, TX 77054",0,44,"US",29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"27","2018-10-01","2018-10-01_11.06.03","Chargers at Browns","","normal","Los Angeles Chargers at Cleveland Browns",FALSE,4346998,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",0.859,0.856,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:31",FALSE,"2018-04-20T00:00:00",NA,73,631,140.81458,826,115,73,676,"QRCODE","2018-08-24T21:53:35Z",FALSE,510,"FirstEnergy Stadium","100 Alfred Lerner Way","firstenergy-stadium-15","Cleveland","44114","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"OH","FirstEnergy Stadium",1123,TRUE,"Cleveland, OH","Cleveland, OH 44114",0,6,"US",41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"28","2018-10-01","2018-10-01_11.06.03","Panthers at Redskins","","normal","Carolina Panthers at Washington Redskins",FALSE,4346942,"2018-10-14T13:00:00",FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",0.936,0.919,"nfl","2018-10-14T17:00:00","2018-10-14T21:00:00",FALSE,"2018-04-20T00:47:18",FALSE,"2018-04-20T00:00:00",NA,89,549,170.7541,934,149,95,771,"QRCODE","2018-08-24T21:52:02Z",FALSE,511,"FedEx Field","1600 Fedex Way","fedex-field","Landover","20785","America/New_York","https://seatgeek.com/venues/fedex-field/tickets",0.9333444,"MD","FedEx Field",35,TRUE,"Landover, MD","Landover, MD 20785",0,6,"US",38.9071,-76.8658,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"29","2018-10-01","2018-10-01_11.06.03","Ravens at Titans","","normal","Baltimore Ravens at Tennessee Titans",FALSE,4346991,"2018-10-14T15:25:00",FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",0.86,0.854,"nfl","2018-10-14T19:25:00","2018-10-14T23:25:00",FALSE,"2018-04-20T00:47:30",FALSE,"2018-04-20T00:00:00",NA,63,322,207.77951,594,195,75,632,"QRCODE","2018-08-24T21:53:35Z",FALSE,659,"Nissan Stadium","1 Titans Way","nissan-stadium","Nashville","37213","America/New_York","https://seatgeek.com/venues/nissan-stadium/tickets",0.8546275,"TN","Nissan Stadium",1126,TRUE,"Nashville, TN","Nashville, TN 37213",0,16,"US",36.1665,-86.7713,"NONE","2015-10-19T15:09:39Z",FALSE
"30","2018-10-01","2018-10-01_11.06.03","Rams at Broncos","","normal","Los Angeles Rams at Denver Broncos",FALSE,4347138,"2018-10-14T14:05:00",FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",0.889,0.879,"nfl","2018-10-14T20:05:00","2018-10-15T00:05:00",FALSE,"2018-04-20T01:04:04",FALSE,"2018-04-20T00:00:00",NA,159,65,2248.9077,568,274,186,123647,"QRCODE","2018-08-24T21:53:38Z",FALSE,751,"Sports Authority Field at Mile High","1701 Bryant Street","sports-authority-field-at-mile-high","Denver","80204","America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0.9028296,"CO","Sports Authority Field at Mile High",1131,TRUE,"Denver, CO","Denver, CO 80204",0,7,"US",39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"31","2018-10-01","2018-10-01_11.06.03","Jaguars at Cowboys","","normal","Jacksonville Jaguars at Dallas Cowboys",FALSE,4327923,"2018-10-14T15:25:00",FALSE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",0.946,0.923,"nfl","2018-10-14T20:25:00","2018-10-15T00:25:00",TRUE,"2018-04-05T23:08:47",FALSE,"2018-04-05T00:00:00",NA,NA,2353,315.31152,1891,254,NA,2576,"QRCODE","2018-04-17T22:02:33Z",FALSE,623,"AT&T Stadium","1 AT&T Way","at-t-stadium","Arlington","76011","America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets",0.9751414,"TX","AT&T Stadium",4965,TRUE,"Arlington, TX","Arlington, TX 76011",0,23,"US",32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"32","2018-10-01","2018-10-01_11.06.03","Chiefs at Patriots","","normal","Kansas City Chiefs at New England Patriots",FALSE,4347095,"2018-10-14T20:20:00",FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",0.936,0.912,"nfl","2018-10-15T00:20:00","2018-10-15T04:20:00",FALSE,"2018-04-20T00:47:50",FALSE,"2018-04-20T00:00:00",NA,176,151,453.1523,590,368,212,1437,"QRCODE","2018-08-24T21:53:35Z",FALSE,506,"Gillette Stadium","1 Patriot Place","gillette-stadium","Foxborough","02035","America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets",0.8983344,"MA","Gillette Stadium",33,TRUE,"Foxborough, MA","Foxborough, MA 02035",0,14,"US",42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
"33","2018-10-01","2018-10-01_11.06.03","49ers at Packers","","normal","San Francisco 49ers at Green Bay Packers",FALSE,4346914,"2018-10-15T19:15:00",FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",0.925,0.9,"nfl","2018-10-16T00:15:00","2018-10-16T04:15:00",FALSE,"2018-04-20T00:47:13",FALSE,"2018-04-20T00:00:00",NA,193,135,327.6815,492,302,169,1107,"QRCODE","2018-08-24T21:53:38Z",FALSE,658,"Lambeau Field","1265 Lombardi Avenue","lambeau-field","Green Bay","54304","America/Chicago","https://seatgeek.com/venues/lambeau-field/tickets",0.92909414,"WI","Lambeau Field",1125,TRUE,"Green Bay, WI","Green Bay, WI 54304",0,5,"US",44.5013,-88.0622,"QRCODE_TM","2015-09-02T22:43:34Z",FALSE
"34","2018-10-01","2018-10-01_11.06.03","Broncos at Cardinals","","normal","Denver Broncos at Arizona Cardinals",FALSE,4347102,"2018-10-18T17:20:00",FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",0.918,0.891,"nfl","2018-10-19T00:20:00","2018-10-19T04:20:00",FALSE,"2018-04-20T00:47:51",FALSE,"2018-04-20T00:00:00",NA,52,458,167.36244,704,133,54,601,"QRCODE","2018-08-24T21:53:38Z",FALSE,753,"State Farm Stadium","1 Cardinals Drive","state-farm-stadium","Glendale","85305","America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets",0.93402725,"AZ","State Farm Stadium",43,TRUE,"Glendale, AZ","Glendale, AZ 85305",0,9,"US",33.5294,-112.262,"NONE","2015-12-21T17:26:05Z",FALSE
"35","2018-10-01","2018-10-01_11.06.03","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","","normal","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,4471322,"2018-10-20T18:30:00",FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",0.358,0.449,"sports","2018-10-20T23:30:00","2018-10-21T03:30:00",FALSE,"2018-08-01T16:01:33",FALSE,"2018-08-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE","2018-08-24T21:53:38Z",FALSE,734,"ASU Convocation Center","217 Olympic Drive","asu-convocation-center-1","Jonesboro","72401","America/Chicago","https://seatgeek.com/venues/asu-convocation-center-1/tickets",0.5808074,"AR","ASU Convocation Center",4081,TRUE,"Jonesboro, AR","Jonesboro, AR 72401",0,42,"US",35.8438,-90.6691,NA,NA,NA
"36","2018-10-01","2018-10-01_11.06.03","Patriots at Bears","","normal","New England Patriots at Chicago Bears",FALSE,4347008,"2018-10-21T12:00:00",FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",0.966,0.925,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:33",FALSE,"2018-04-20T00:00:00",NA,259,4,596.5,375,563,259,872,"QRCODE","2018-08-24T21:53:38Z",FALSE,602,"Soldier Field","1410 S. Museum Campus Drive","soldier-field","Chicago","60605","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets",0.940013,"IL","Soldier Field",31,TRUE,"Chicago, IL","Chicago, IL 60605",0,8,"US",41.8623,-87.6159,"NONE","2018-06-02T00:44:08Z",FALSE
"37","2018-10-01","2018-10-01_11.06.03","Bills at Colts","","normal","Buffalo Bills at Indianapolis Colts",FALSE,4346960,"2018-10-21T13:00:00",FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",0.848,0.835,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:22",FALSE,"2018-04-20T00:00:00",NA,32,652,121.30215,944,113,33,840,"QRCODE","2018-08-24T21:53:38Z",FALSE,527,"Lucas Oil Stadium","500 South Capitol Avenue","lucas-oil-stadium","Indianapolis","46225","America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets",0.9071682,"IN","Lucas Oil Stadium",1130,TRUE,"Indianapolis, IN","Indianapolis, IN 46225",0,12,"US",39.7601,-86.1639,"QRCODE_TM","2018-09-13T22:29:37Z",FALSE
"38","2018-10-01","2018-10-01_11.06.03","Vikings at Jets","","normal","Minnesota Vikings at New York Jets",FALSE,4346975,"2018-10-21T13:00:00",FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",0.938,0.903,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:26",FALSE,"2018-04-20T00:00:00",NA,60,554,214.40253,860,178,69,1032,"QRCODE","2018-08-24T21:53:38Z",FALSE,501,"MetLife Stadium","1 MetLife Stadium Drive","metlife-stadium","East Rutherford","07073","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,TRUE,"East Rutherford, NJ","East Rutherford, NJ 07073",0,15,"US",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"39","2018-10-01","2018-10-01_11.06.03","Lions at Dolphins","","normal","Detroit Lions at Miami Dolphins",FALSE,4347084,"2018-10-21T13:00:00",FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",0.882,0.858,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:47",FALSE,"2018-04-20T00:00:00",NA,NA,1195,211.49959,795,154,60,7008,"QRCODE","2018-08-24T21:53:38Z",FALSE,528,"Hard Rock Stadium","347 Don Shula Dr.","hard-rock-stadium","Miami Gardens","33056","America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets",0.8378203,"FL","Hard Rock Stadium",29,TRUE,"Miami Gardens, FL","Miami Gardens, FL 33056",0,35,"US",25.96,-80.24,"NONE","2017-10-03T18:58:44Z",FALSE
"40","2018-10-01","2018-10-01_11.06.03","Browns at Buccaneers","","normal","Cleveland Browns at Tampa Bay Buccaneers",FALSE,4346931,"2018-10-21T13:00:00",FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",0.87,0.846,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:16",FALSE,"2018-04-20T00:00:00",NA,82,21,242.38095,312,206,96,483,"QRCODE","2018-08-24T21:53:38Z",FALSE,539,"Raymond James Stadium","4201 North Dale Mabry Highway","raymond-james-stadium","Tampa","33607","America/New_York","https://seatgeek.com/venues/raymond-james-stadium/tickets",0.86513025,"FL","Raymond James Stadium",39,TRUE,"Tampa, FL","Tampa, FL 33607",0,15,"US",27.9753,-82.5034,"QRCODE_TM","2015-08-24T14:44:53Z",FALSE
"41","2018-10-01","2018-10-01_11.06.03","Panthers at Eagles","","normal","Carolina Panthers at Philadelphia Eagles",FALSE,4347036,"2018-10-21T13:00:00",FALSE,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",0.932,0.9,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:39",FALSE,"2018-04-20T00:00:00",NA,158,304,423.8092,722,377,211,3680,"QRCODE","2018-08-24T21:53:38Z",FALSE,504,"Lincoln Financial Field","1020 Pattison Ave","lincoln-financial-field","Philadelphia","19148","America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets",0.90542686,"PA","Lincoln Financial Field",330,TRUE,"Philadelphia, PA","Philadelphia, PA 19148",0,14,"US",39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"42","2018-10-01","2018-10-01_11.06.03","Bengals at Chiefs","","normal","Cincinnati Bengals at Kansas City Chiefs",FALSE,4346982,"2018-10-21T12:00:00",FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",0.888,0.864,"nfl","2018-10-21T17:00:00","2018-10-21T21:00:00",FALSE,"2018-04-20T00:47:27",FALSE,"2018-04-20T00:00:00",NA,57,845,150.71834,1034,139,49,604,"QRCODE","2018-08-24T21:53:38Z",FALSE,616,"Arrowhead Stadium","1 Arrowhead Drive","arrowhead-stadium","Kansas City","64129","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets",0.8827867,"MO","Arrowhead Stadium",1128,TRUE,"Kansas City, MO","Kansas City, MO 64129",0,8,"US",39.0489,-94.4839,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
