"","date","timestamp","short_title","time_tbd","visible_until_utc","date_tbd","description","title","datetime_tbd","datetime_local","is_open","announce_date","popularity","created_at","status","url","score","datetime_utc","type","id","general_admission","lowest_price_good_deals","highest_price","average_price","visible_listing_count","median_price","lowest_price","listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","slug","has_upcoming_events","country","city","address","state","name_v2","timezone","extended_address","num_upcoming_events","popularity_venue","postal_code","url_venue","score_venue","name","display_location","id_venue","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"61","2018-09-11","2018-09-11_16.00.13","Titans at Bills",FALSE,"2018-10-07T21:00:00",FALSE,"","Tennessee Titans at Buffalo Bills",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00",0.867,"2018-04-20T00:47:44","normal","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",0.866,"2018-10-07T17:00:00","nfl",4347063,NA,74,483,135.68,NA,NA,68,590,"2018-08-24T21:16:26Z","QRCODE",FALSE,"new-era-field",TRUE,"US","Orchard Park","1 Bills Drive","NY","New Era Field","America/New_York","Orchard Park, NY 14127",8,0,"14127","https://seatgeek.com/venues/new-era-field/tickets",0.8815085,"New Era Field","Orchard Park, NY",1135,-78.7874,42.7737,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"62","2018-09-11","2018-09-11_16.00.13","Ravens at Browns",FALSE,"2018-10-07T21:00:00",FALSE,"","Baltimore Ravens at Cleveland Browns",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00",0.86,"2018-04-20T00:47:31","normal","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",0.858,"2018-10-07T17:00:00","nfl",4346999,NA,37,640,109.12,NA,NA,37,721,"2018-08-24T21:04:01Z","QRCODE",FALSE,"firstenergy-stadium-15",TRUE,"US","Cleveland","100 Alfred Lerner Way","OH","FirstEnergy Stadium","America/New_York","Cleveland, OH 44114",7,0,"44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"FirstEnergy Stadium","Cleveland, OH",1123,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"63","2018-09-11","2018-09-11_16.00.13","Raiders at Chargers",FALSE,"2018-10-08T00:05:00",FALSE,"","Oakland Raiders at Los Angeles Chargers",FALSE,"2018-10-07T13:05:00",FALSE,"2018-04-20T00:00:00",0.901,"2018-04-20T00:47:52","normal","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",0.913,"2018-10-07T20:05:00","nfl",4347111,NA,245,1040,366.19,NA,NA,245,344,"2018-08-24T21:17:06Z","QRCODE",FALSE,"stubhub-center",TRUE,"US","Carson","18400 Avalon Blvd","CA","StubHub Center","America/Los_Angeles","Carson, CA 90746",13,0,"90746","https://seatgeek.com/venues/stubhub-center/tickets",0.7228164,"StubHub Center","Carson, CA",52,-118.261,33.8643,NA,NA,NA
"64","2018-09-11","2018-09-11_16.00.13","Cardinals at 49ers",FALSE,"2018-10-08T00:25:00",FALSE,"","Arizona Cardinals at San Francisco 49ers",FALSE,"2018-10-07T13:25:00",FALSE,"2018-04-20T00:00:00",0.88,"2018-04-20T00:47:53","normal","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",0.888,"2018-10-07T20:25:00","nfl",4347115,NA,64,1791,187.51,NA,NA,64,979,"2018-09-05T19:47:23Z","QRCODE",FALSE,"levi-s-stadium",TRUE,"US","Santa Clara","4900 Marie P DeBartolo Way","CA","Levi's Stadium","America/Los_Angeles","Santa Clara, CA 95054",13,0,"95054","https://seatgeek.com/venues/levi-s-stadium/tickets",0.95768774,"Levi's Stadium","Santa Clara, CA",58670,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"65","2018-09-11","2018-09-11_16.00.13","Rams at Seahawks",FALSE,"2018-10-08T00:25:00",FALSE,"","Los Angeles Rams at Seattle Seahawks",FALSE,"2018-10-07T13:25:00",FALSE,"2018-04-20T00:00:00",0.889,"2018-04-20T00:47:56","normal","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",0.898,"2018-10-07T20:25:00","nfl",4347128,NA,175,1019,392.2,NA,NA,175,178,"2018-08-24T21:19:14Z","QRCODE",FALSE,"centurylink-field",TRUE,"US","Seattle","800 Occidental Ave S","WA","CenturyLink Field","America/Los_Angeles","Seattle, WA 98134",15,0,"98134","https://seatgeek.com/venues/centurylink-field/tickets",0.87232786,"CenturyLink Field","Seattle, WA",339,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"66","2018-09-11","2018-09-11_16.00.13","Vikings at Eagles",FALSE,"2018-10-08T00:25:00",FALSE,"","Minnesota Vikings at Philadelphia Eagles",FALSE,"2018-10-07T16:25:00",FALSE,"2018-04-20T00:00:00",0.906,"2018-04-20T00:47:26","normal","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",0.916,"2018-10-07T20:25:00","nfl",4346976,NA,213,1322,455.83,NA,NA,213,344,"2018-08-24T21:03:38Z","QRCODE",FALSE,"lincoln-financial-field",TRUE,"US","Philadelphia","1020 Pattison Ave","PA","Lincoln Financial Field","America/New_York","Philadelphia, PA 19148",16,0,"19148","https://seatgeek.com/venues/lincoln-financial-field/tickets",0.90542686,"Lincoln Financial Field","Philadelphia, PA",330,-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"67","2018-09-11","2018-09-11_16.00.13","Cowboys at Texans",FALSE,"2018-10-08T04:20:00",FALSE,"","Dallas Cowboys at Houston Texans",FALSE,"2018-10-07T19:20:00",FALSE,"2018-04-20T00:00:00",0.927,"2018-04-20T00:47:36","normal","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",0.958,"2018-10-08T00:20:00","nfl",4347020,NA,264,2388,659,NA,NA,264,437,"2018-08-24T21:04:53Z","QRCODE",FALSE,"nrg-stadium",TRUE,"US","Houston","1 Reliant Park","TX","NRG Stadium","America/Chicago","Houston, TX 77054",46,0,"77054","https://seatgeek.com/venues/nrg-stadium/tickets",0.8624192,"NRG Stadium","Houston, TX",41,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"68","2018-09-11","2018-09-11_16.00.13","Baltimore Ravens at A Purple Evening",FALSE,"2018-10-09T00:00:00",FALSE,"","Baltimore Ravens at A Purple Evening",FALSE,"2018-10-08T16:00:00",FALSE,"2018-08-03T00:00:00",0.447,"2018-08-03T16:01:06","normal","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",0.345,"2018-10-08T20:00:00","sports",4474093,NA,NA,569,218.43,NA,NA,62,14,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE,"m-t-bank-stadium",TRUE,"US","Baltimore","1101 Russell St","MD","M&T Bank Stadium","America/New_York","Baltimore, MD 21230",8,0,"21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets",0.8927189,"M&T Bank Stadium","Baltimore, MD",1121,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"69","2018-09-11","2018-09-11_16.00.13","Redskins at Saints",FALSE,"2018-10-09T04:15:00",FALSE,"","Washington Redskins at New Orleans Saints",FALSE,"2018-10-08T19:15:00",TRUE,"2018-04-20T00:00:00",0.86,"2018-04-20T00:47:25","normal","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",0.866,"2018-10-09T00:15:00","nfl",4346971,NA,78,5941,244.32,NA,NA,78,1507,"2018-05-29T20:38:55Z","QRCODE",FALSE,"mercedes-benz-superdome",TRUE,"US","New Orleans","1500 Sugar Bowl Drive","LA","Mercedes-Benz Superdome","America/Chicago","New Orleans, LA 70112",19,0,"70112","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0.8966978,"Mercedes-Benz Superdome","New Orleans, LA",128,-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"70","2018-09-11","2018-09-11_16.00.13","Eagles at Giants",FALSE,"2018-10-12T04:20:00",FALSE,"","Philadelphia Eagles at New York Giants",FALSE,"2018-10-11T20:20:00",FALSE,"2018-04-20T00:00:00",0.903,"2018-04-20T00:47:14","normal","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",0.932,"2018-10-12T00:20:00","nfl",4346917,NA,144,1558,366.85,NA,NA,144,535,"2018-08-24T21:52:02Z","QRCODE",FALSE,"metlife-stadium",TRUE,"US","East Rutherford","1 MetLife Stadium Drive","NJ","MetLife Stadium","America/New_York","East Rutherford, NJ 07073",19,0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"MetLife Stadium","East Rutherford, NJ",1587,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"71","2018-09-11","2018-09-11_16.00.13","Alabama State at South Alabama",FALSE,"2018-10-13T21:00:00",FALSE,"","Alabama State Hornets at South Alabama Jaguars Football",FALSE,"2018-10-13T12:00:00",FALSE,"2017-12-21T00:00:00",0.561,"2017-12-21T15:00:36","normal","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",0.486,"2018-10-13T17:00:00","ncaa_football",4192619,NA,27,124,51.08,NA,NA,27,16,NA,NA,NA,"ladd-peebles-stadium",TRUE,"US","Mobile","1621 Virginia St.","AL","Ladd Peebles Stadium","America/Chicago","Mobile, AL 36604",7,0,"36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",0.50177634,"Ladd Peebles Stadium","Mobile, AL",3716,-88.0761,30.6748,NA,NA,NA
"72","2018-09-11","2018-09-11_16.00.13","Buccaneers at Falcons",FALSE,"2018-10-14T21:00:00",FALSE,"","Tampa Bay Buccaneers at Atlanta Falcons",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.877,"2018-04-20T00:47:42","normal","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",0.891,"2018-10-14T17:00:00","nfl",4347051,NA,70,1150,204.46,NA,NA,70,978,"2018-08-24T21:53:35Z","QRCODE",FALSE,"mercedes-benz-stadium",TRUE,"US","Atlanta","35 Northside Dr NW","GA","Mercedes-Benz Stadium","America/New_York","Atlanta, GA 30313",18,0,"30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",0.76958936,"Mercedes-Benz Stadium","Atlanta, GA",419590,-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"73","2018-09-11","2018-09-11_16.00.13","Steelers at Bengals",FALSE,"2018-10-14T21:00:00",FALSE,"","Pittsburgh Steelers at Cincinnati Bengals",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.867,"2018-04-20T00:47:40","normal","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",0.882,"2018-10-14T17:00:00","nfl",4347042,NA,76,715,161.65,NA,NA,76,395,"2018-08-24T21:53:35Z","QRCODE",FALSE,"paul-brown-stadium",TRUE,"US","Cincinnati","1 Paul Brown Stadium","OH","Paul Brown Stadium","America/New_York","Cincinnati, OH 45202",8,0,"45202","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"Paul Brown Stadium","Cincinnati, OH",1124,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"74","2018-09-11","2018-09-11_16.00.13","Colts at Jets",FALSE,"2018-10-14T21:00:00",FALSE,"","Indianapolis Colts at New York Jets",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.891,"2018-04-20T00:47:22","normal","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",0.915,"2018-10-14T17:00:00","nfl",4346961,NA,58,6034,216.06,NA,NA,58,671,"2018-08-24T21:52:02Z","QRCODE",FALSE,"metlife-stadium",TRUE,"US","East Rutherford","1 MetLife Stadium Drive","NJ","MetLife Stadium","America/New_York","East Rutherford, NJ 07073",19,0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"MetLife Stadium","East Rutherford, NJ",1587,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"75","2018-09-11","2018-09-11_16.00.13","Bears at Dolphins",FALSE,"2018-10-14T21:00:00",FALSE,"","Chicago Bears at Miami Dolphins",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.885,"2018-04-20T00:47:47","normal","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",0.908,"2018-10-14T17:00:00","nfl",4347081,NA,103,123594,1297.7,NA,NA,103,128,"2018-08-24T21:53:35Z","QRCODE",FALSE,"hard-rock-stadium",TRUE,"US","Miami Gardens","347 Don Shula Dr.","FL","Hard Rock Stadium","America/New_York","Miami Gardens, FL 33056",38,0,"33056","https://seatgeek.com/venues/hard-rock-stadium/tickets",0.8378203,"Hard Rock Stadium","Miami Gardens, FL",29,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"76","2018-09-11","2018-09-11_16.00.13","Chargers at Browns",FALSE,"2018-10-14T21:00:00",FALSE,"","Los Angeles Chargers at Cleveland Browns",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.848,"2018-04-20T00:47:31","normal","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",0.854,"2018-10-14T17:00:00","nfl",4346998,NA,34,675,92.91,NA,NA,33,910,"2018-08-24T21:53:35Z","QRCODE",FALSE,"firstenergy-stadium-15",TRUE,"US","Cleveland","100 Alfred Lerner Way","OH","FirstEnergy Stadium","America/New_York","Cleveland, OH 44114",7,0,"44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"FirstEnergy Stadium","Cleveland, OH",1123,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"77","2018-09-11","2018-09-11_16.00.13","Bills at Texans",FALSE,"2018-10-14T21:00:00",FALSE,"","Buffalo Bills at Houston Texans",FALSE,"2018-10-14T12:00:00",FALSE,"2018-04-20T00:00:00",0.864,"2018-04-20T00:47:36","normal","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",0.884,"2018-10-14T17:00:00","nfl",4347019,NA,61,1198,192.33,NA,NA,61,438,"2018-08-24T21:53:35Z","QRCODE",FALSE,"nrg-stadium",TRUE,"US","Houston","1 Reliant Park","TX","NRG Stadium","America/Chicago","Houston, TX 77054",46,0,"77054","https://seatgeek.com/venues/nrg-stadium/tickets",0.8624192,"NRG Stadium","Houston, TX",41,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"78","2018-09-11","2018-09-11_16.00.13","Cardinals at Vikings",FALSE,"2018-10-14T21:00:00",FALSE,"","Arizona Cardinals at Minnesota Vikings",FALSE,"2018-10-14T12:00:00",FALSE,"2018-04-20T00:00:00",0.868,"2018-04-20T01:04:06","normal","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",0.88,"2018-10-14T17:00:00","nfl",4347145,NA,110,123594,565.43,NA,NA,110,413,"2018-08-24T21:53:38Z","QRCODE",FALSE,"u-s-bank-stadium",TRUE,"US","Minneapolis","401 Chicago Avenue","MN","U.S. Bank Stadium","America/Chicago","Minneapolis, MN 55415",13,0,"55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets",0.88524246,"U.S. Bank Stadium","Minneapolis, MN",218451,-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"79","2018-09-11","2018-09-11_16.00.13","Panthers at Redskins",FALSE,"2018-10-14T21:00:00",FALSE,"","Carolina Panthers at Washington Redskins",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00",0.906,"2018-04-20T00:47:18","normal","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",0.928,"2018-10-14T17:00:00","nfl",4346942,NA,101,1011,218.15,NA,NA,101,575,"2018-08-24T21:52:02Z","QRCODE",FALSE,"fedex-field",TRUE,"US","Landover","1600 Fedex Way","MD","FedEx Field","America/New_York","Landover, MD 20785",9,0,"20785","https://seatgeek.com/venues/fedex-field/tickets",0.9333444,"FedEx Field","Landover, MD",35,-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"80","2018-09-11","2018-09-11_16.00.13","Ravens at Titans",FALSE,"2018-10-14T23:25:00",FALSE,"","Baltimore Ravens at Tennessee Titans",FALSE,"2018-10-14T15:25:00",FALSE,"2018-04-20T00:00:00",0.843,"2018-04-20T00:47:30","normal","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",0.854,"2018-10-14T19:25:00","nfl",4346991,NA,62,720,196.43,NA,NA,62,441,"2018-08-24T21:53:35Z","QRCODE",FALSE,"nissan-stadium",TRUE,"US","Nashville","1 Titans Way","TN","Nissan Stadium","America/New_York","Nashville, TN 37213",16,0,"37213","https://seatgeek.com/venues/nissan-stadium/tickets",0.8546275,"Nissan Stadium","Nashville, TN",1126,-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"81","2018-09-11","2018-09-11_16.00.13","Rams at Broncos",FALSE,"2018-10-15T00:05:00",FALSE,"","Los Angeles Rams at Denver Broncos",FALSE,"2018-10-14T14:05:00",FALSE,"2018-04-20T00:00:00",0.864,"2018-04-20T01:04:04","normal","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",0.873,"2018-10-14T20:05:00","nfl",4347138,NA,156,1193,361.1,NA,NA,156,114,"2018-08-24T21:53:38Z","QRCODE",FALSE,"sports-authority-field-at-mile-high",TRUE,"US","Denver","1701 Bryant St.","CO","Sports Authority Field at Mile High","America/Denver","Denver, CO 80204",7,0,"80204","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0.9028296,"Sports Authority Field at Mile High","Denver, CO",1131,-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"82","2018-09-11","2018-09-11_16.00.13","Jaguars at Cowboys",FALSE,"2018-10-15T00:25:00",FALSE,"","Jacksonville Jaguars at Dallas Cowboys",FALSE,"2018-10-14T15:25:00",TRUE,"2018-04-05T00:00:00",0.926,"2018-04-05T23:08:47","normal","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",0.954,"2018-10-14T20:25:00","nfl",4327923,NA,32,4309,335.82,NA,NA,32,2621,"2018-04-17T22:02:33Z","QRCODE",FALSE,"at-t-stadium",TRUE,"US","Arlington","1 AT&T Way","TX","AT&T Stadium","America/Chicago","Arlington, TX 76011",24,0,"76011","https://seatgeek.com/venues/at-t-stadium/tickets",0.9751414,"AT&T Stadium","Arlington, TX",4965,-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"83","2018-09-11","2018-09-11_16.00.13","Chiefs at Patriots",FALSE,"2018-10-15T04:20:00",FALSE,"","Kansas City Chiefs at New England Patriots",FALSE,"2018-10-14T20:20:00",FALSE,"2018-04-20T00:00:00",0.911,"2018-04-20T00:47:50","normal","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",0.938,"2018-10-15T00:20:00","nfl",4347095,NA,228,1437,533.49,NA,NA,228,235,"2018-08-24T21:53:35Z","QRCODE",FALSE,"gillette-stadium",TRUE,"US","Foxborough","1 Patriot Place","MA","Gillette Stadium","America/New_York","Foxborough, MA 02035",17,0,"02035","https://seatgeek.com/venues/gillette-stadium/tickets",0.8983344,"Gillette Stadium","Foxborough, MA",33,-71.2674,42.0906,"2018-08-22T15:36:58Z","NONE",FALSE
"84","2018-09-11","2018-09-11_16.00.13","49ers at Packers",FALSE,"2018-10-16T04:15:00",FALSE,"","San Francisco 49ers at Green Bay Packers",FALSE,"2018-10-15T19:15:00",FALSE,"2018-04-20T00:00:00",0.893,"2018-04-20T00:47:13","normal","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",0.916,"2018-10-16T00:15:00","nfl",4346914,NA,166,719,323.23,NA,NA,166,162,"2018-08-24T21:53:38Z","QRCODE",FALSE,"lambeau-field",TRUE,"US","Green Bay","1265 Lombardi Avenue","WI","Lambeau Field","America/Chicago","Green Bay, WI 54304",7,0,"54304","https://seatgeek.com/venues/lambeau-field/tickets",0.92909414,"Lambeau Field","Green Bay, WI",1125,-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"85","2018-09-11","2018-09-11_16.00.13","Broncos at Cardinals",FALSE,"2018-10-19T04:20:00",FALSE,"","Denver Broncos at Arizona Cardinals",FALSE,"2018-10-18T17:20:00",FALSE,"2018-04-20T00:00:00",0.896,"2018-04-20T00:47:51","normal","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",0.922,"2018-10-19T00:20:00","nfl",4347102,NA,60,567,195.84,NA,NA,60,68,"2018-08-24T21:53:38Z","QRCODE",FALSE,"state-farm-stadium",TRUE,"US","Glendale","1 Cardinals Drive","AZ","State Farm Stadium","America/Phoenix","Glendale, AZ 85305",10,0,"85305","https://seatgeek.com/venues/state-farm-stadium/tickets",0.93402725,"State Farm Stadium","Glendale, AZ",43,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"86","2018-09-11","2018-09-11_16.00.13","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,"2018-10-21T03:30:00",FALSE,"","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,"2018-10-20T18:30:00",FALSE,"2018-08-01T00:00:00",0.506,"2018-08-01T16:01:33","normal","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",0.445,"2018-10-20T23:30:00","sports",4471322,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"asu-convocation-center-1",TRUE,"US","Jonesboro","217 Olympic Drive","AR","ASU Convocation Center","America/Chicago","Jonesboro, AR 72401",36,0,"72401","https://seatgeek.com/venues/asu-convocation-center-1/tickets",0.5808074,"ASU Convocation Center","Jonesboro, AR",4081,-90.6691,35.8438,NA,NA,NA
"87","2018-09-11","2018-09-11_16.00.13","Bills at Colts",FALSE,"2018-10-21T21:00:00",FALSE,"","Buffalo Bills at Indianapolis Colts",FALSE,"2018-10-21T13:00:00",FALSE,"2018-04-20T00:00:00",0.842,"2018-04-20T00:47:22","normal","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",0.855,"2018-10-21T17:00:00","nfl",4346960,NA,34,1198,113.01,NA,NA,34,686,"2018-08-24T21:53:38Z","QRCODE",FALSE,"lucas-oil-stadium",TRUE,"US","Indianapolis","500 South Capitol Avenue","IN","Lucas Oil Stadium","America/Indiana/Indianapolis","Indianapolis, IN 46225",13,0,"46225","https://seatgeek.com/venues/lucas-oil-stadium/tickets",0.9071682,"Lucas Oil Stadium","Indianapolis, IN",1130,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"88","2018-09-11","2018-09-11_16.00.13","Patriots at Bears",FALSE,"2018-10-21T21:00:00",FALSE,"","New England Patriots at Chicago Bears",FALSE,"2018-10-21T12:00:00",FALSE,"2018-04-20T00:00:00",0.924,"2018-04-20T00:47:33","normal","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",0.965,"2018-10-21T17:00:00","nfl",4347008,NA,333,1198,591.96,NA,NA,276,105,"2018-08-24T21:53:38Z","QRCODE",FALSE,"soldier-field",TRUE,"US","Chicago","1410 S. Museum Campus Drive","IL","Soldier Field","America/Chicago","Chicago, IL 60605",12,0,"60605","https://seatgeek.com/venues/soldier-field/tickets",0.940013,"Soldier Field","Chicago, IL",31,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"89","2018-09-11","2018-09-11_16.00.13","Vikings at Jets",FALSE,"2018-10-21T21:00:00",FALSE,"","Minnesota Vikings at New York Jets",FALSE,"2018-10-21T13:00:00",FALSE,"2018-04-20T00:00:00",0.898,"2018-04-20T00:47:26","normal","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",0.935,"2018-10-21T17:00:00","nfl",4346975,NA,69,1062,195.83,NA,NA,68,531,"2018-08-24T21:53:38Z","QRCODE",FALSE,"metlife-stadium",TRUE,"US","East Rutherford","1 MetLife Stadium Drive","NJ","MetLife Stadium","America/New_York","East Rutherford, NJ 07073",19,0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"MetLife Stadium","East Rutherford, NJ",1587,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"90","2018-09-11","2018-09-11_16.00.13","Lions at Dolphins",FALSE,"2018-10-21T21:00:00",FALSE,"","Detroit Lions at Miami Dolphins",FALSE,"2018-10-21T13:00:00",FALSE,"2018-04-20T00:00:00",0.848,"2018-04-20T00:47:47","normal","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",0.875,"2018-10-21T17:00:00","nfl",4347084,NA,47,899,154.8,NA,NA,47,200,"2018-08-24T21:53:38Z","QRCODE",FALSE,"hard-rock-stadium",TRUE,"US","Miami Gardens","347 Don Shula Dr.","FL","Hard Rock Stadium","America/New_York","Miami Gardens, FL 33056",38,0,"33056","https://seatgeek.com/venues/hard-rock-stadium/tickets",0.8378203,"Hard Rock Stadium","Miami Gardens, FL",29,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"91","2018-09-11","2018-09-11_16.00.13","Browns at Buccaneers",FALSE,"2018-10-21T21:00:00",FALSE,"","Cleveland Browns at Tampa Bay Buccaneers",FALSE,"2018-10-21T13:00:00",FALSE,"2018-04-20T00:00:00",0.837,"2018-04-20T00:47:16","normal","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",0.86,"2018-10-21T17:00:00","nfl",4346931,NA,83,649,238.25,NA,NA,83,28,"2018-08-24T21:53:38Z","QRCODE",FALSE,"raymond-james-stadium",TRUE,"US","Tampa","4201 North Dale Mabry Highway","FL","Raymond James Stadium","America/New_York","Tampa, FL 33607",15,0,"33607","https://seatgeek.com/venues/raymond-james-stadium/tickets",0.86513025,"Raymond James Stadium","Tampa, FL",39,-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
