"","date","timestamp","datetime_local","time_tbd","type","popularity","visible_until_utc","id","datetime_utc","is_open","score","description","date_tbd","datetime_tbd","status","url","short_title","title","announce_date","created_at","general_admission","lowest_price","median_price","listing_count","highest_price","visible_listing_count","lowest_price_good_deals","average_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","city","id_venue","popularity_venue","has_upcoming_events","name","display_location","name_v2","num_upcoming_events","address","score_venue","metro_code","timezone","country","extended_address","slug","url_venue","state","postal_code","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-09-28","2018-09-28_16.02.18","2018-09-30T13:00:00",FALSE,"nfl",0.979,"2018-09-30T21:00:00",4347052,"2018-09-30T17:00:00",FALSE,0.934,"",FALSE,FALSE,"normal","https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052","Bengals at Falcons","Cincinnati Bengals at Atlanta Falcons","2018-04-20T00:00:00","2018-04-20T00:47:42",NA,57,146,471,613,639,57,162.79617,"QRCODE",FALSE,"2018-08-23T20:14:46Z","Atlanta",419590,0,TRUE,"Mercedes-Benz Stadium","Atlanta, GA","Mercedes-Benz Stadium",20,"35 Northside Dr NW",0.76958936,0,"America/New_York","US","Atlanta, GA 30313","mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","GA","30313",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"12","2018-09-28","2018-09-28_16.02.18","2018-09-30T13:05:00",FALSE,"nfl",0.986,"2018-10-01T00:05:00",4347103,"2018-09-30T20:05:00",FALSE,0.94,"",FALSE,FALSE,"normal","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","Seahawks at Cardinals","Seattle Seahawks at Arizona Cardinals","2018-04-20T00:00:00","2018-04-20T00:47:51",NA,36,73,331,456,469,36,94.95166,"QRCODE",FALSE,"2018-09-05T19:57:48Z","Glendale",43,0,TRUE,"State Farm Stadium","Glendale, AZ","State Farm Stadium",10,"1 Cardinals Drive",0.93402725,753,"America/Phoenix","US","Glendale, AZ 85305","state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","AZ","85305",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"13","2018-09-28","2018-09-28_16.02.18","2018-09-30T13:05:00",FALSE,"nfl",0.959,"2018-10-01T00:05:00",4347154,"2018-09-30T20:05:00",FALSE,0.9,"",FALSE,FALSE,"normal","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","Browns at Raiders","Cleveland Browns at Oakland Raiders","2018-04-20T00:00:00","2018-04-20T01:04:25",NA,68,166,121,124040,242,68,1186.1157,"QRCODE",FALSE,"2018-08-24T20:56:48Z","Oakland",14,0,TRUE,"Oakland-Alameda County Coliseum","Oakland, CA","Oakland-Alameda County Coliseum",20,"7000 Coliseum Way",0.7817843,807,"America/Los_Angeles","US","Oakland, CA 94621","oakland-alameda-county-coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","CA","94621",-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"14","2018-09-28","2018-09-28_16.02.18","2018-09-30T13:25:00",FALSE,"nfl",1.021,"2018-10-01T00:25:00",4347112,"2018-09-30T20:25:00",FALSE,0.98,"",FALSE,FALSE,"normal","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","49ers at Chargers","San Francisco 49ers at Los Angeles Chargers","2018-04-20T00:00:00","2018-04-20T00:47:52",NA,121,176,168,467,276,121,193.47025,"QRCODE",FALSE,"2018-08-24T20:52:20Z","Carson",52,0,TRUE,"StubHub Center","Carson, CA","StubHub Center",14,"18400 Avalon Blvd",0.7228164,803,"America/Los_Angeles","US","Carson, CA 90746","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets","CA","90746",-118.261,33.8643,NA,NA,NA
"15","2018-09-28","2018-09-28_16.02.18","2018-09-30T16:25:00",FALSE,"nfl",1.02,"2018-10-01T00:25:00",4346972,"2018-09-30T20:25:00",FALSE,0.979,"",FALSE,FALSE,"normal","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","Saints at Giants","New Orleans Saints at New York Giants","2018-04-20T00:00:00","2018-04-20T00:47:25",NA,132,272,132,1937,378,132,319.10605,"QRCODE",FALSE,"2018-08-24T20:47:31Z","East Rutherford",1587,0,TRUE,"MetLife Stadium","East Rutherford, NJ","MetLife Stadium",16,"1 MetLife Stadium Drive",0.94873494,501,"America/New_York","US","East Rutherford, NJ 07073","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","NJ","07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"16","2018-09-28","2018-09-28_16.02.18","2018-09-30T20:20:00",FALSE,"nfl",0.977,"2018-10-01T04:20:00",4347080,"2018-10-01T00:20:00",FALSE,0.944,"",FALSE,FALSE,"normal","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","Ravens at Steelers","Baltimore Ravens at Pittsburgh Steelers","2018-04-20T00:00:00","2018-04-20T00:47:47",NA,77,179,125,543,408,77,204.84,"QRCODE",FALSE,"2018-08-24T20:51:27Z","Pittsburgh",1119,0,TRUE,"Heinz Field","Pittsburgh, PA","Heinz Field",10,"100 Art Rooney Avenue",0.9033526,508,"America/New_York","US","Pittsburgh, PA 15212","heinz-field","https://seatgeek.com/venues/heinz-field/tickets","PA","15212",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"17","2018-09-28","2018-09-28_16.02.18","2018-10-01T18:15:00",FALSE,"nfl",0.964,"2018-10-02T04:15:00",4347139,"2018-10-02T00:15:00",FALSE,0.925,"",FALSE,FALSE,"normal","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","Chiefs at Broncos","Kansas City Chiefs at Denver Broncos","2018-04-20T00:00:00","2018-04-20T01:04:05",NA,136,264,86,123582,446,136,1721.3372,"QRCODE",FALSE,"2018-08-24T20:57:25Z","Denver",1131,0,TRUE,"Sports Authority Field at Mile High","Denver, CO","Sports Authority Field at Mile High",7,"1701 Bryant Street",0.9028296,751,"America/Denver","US","Denver, CO 80204","sports-authority-field-at-mile-high","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","CO","80204",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"18","2018-09-28","2018-09-28_16.02.18","2018-10-04T20:20:00",FALSE,"nfl",0.967,"2018-10-05T04:20:00",4347096,"2018-10-05T00:20:00",FALSE,0.964,"",FALSE,FALSE,"normal","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","Colts at Patriots","Indianapolis Colts at New England Patriots","2018-04-20T00:00:00","2018-04-20T00:47:50",NA,130,240,185,671,483,130,272.3784,"QRCODE",FALSE,"2018-08-24T21:03:24Z","Foxborough",33,0,TRUE,"Gillette Stadium","Foxborough, MA","Gillette Stadium",15,"1 Patriot Place",0.8983344,506,"America/New_York","US","Foxborough, MA 02035","gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets","MA","02035",-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"19","2018-09-28","2018-09-28_16.02.18","2018-10-06T15:30:00",FALSE,"ncaa_football",0.516,"2018-10-06T23:30:00",4281989,"2018-10-06T19:30:00",FALSE,0.343,"",FALSE,FALSE,"normal","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","South Alabama at Georgia Southern","South Alabama Jaguars at Georgia Southern Eagles Football","2018-02-28T00:00:00","2018-02-28T15:00:17",NA,28,43,23,69,7,NA,45.347828,NA,NA,NA,"Statesboro",2352,0,TRUE,"Allen E. Paulson Stadium","Statesboro, GA","Allen E. Paulson Stadium",4,"225 Lanier Drive",0.41380084,507,"America/New_York","US","Statesboro, GA 30460","allen-e-paulson-stadium","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","GA","30460",-81.7832,32.4488,NA,NA,NA
"20","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.95,"2018-10-07T21:00:00",4347079,"2018-10-07T17:00:00",FALSE,0.95,"",FALSE,FALSE,"normal","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","Falcons at Steelers","Atlanta Falcons at Pittsburgh Steelers","2018-04-20T00:00:00","2018-04-20T00:47:47",NA,142,366,224,985,421,142,394.45535,"QRCODE",FALSE,"2018-08-24T21:16:40Z","Pittsburgh",1119,0,TRUE,"Heinz Field","Pittsburgh, PA","Heinz Field",10,"100 Art Rooney Avenue",0.9033526,508,"America/New_York","US","Pittsburgh, PA 15212","heinz-field","https://seatgeek.com/venues/heinz-field/tickets","PA","15212",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"21","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.968,"2018-10-07T21:00:00",4347027,"2018-10-07T17:00:00",FALSE,0.968,"",FALSE,FALSE,"normal","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","Packers at Lions","Green Bay Packers at Detroit Lions","2018-04-20T00:00:00","2018-04-20T00:47:37",NA,137,200,336,2392,555,121,256.80356,"QRCODE",FALSE,"2018-08-24T21:05:06Z","Detroit",346,0,TRUE,"Ford Field","Detroit, MI","Ford Field",11,"2000 Brush St.",0.9029952,505,"America/Detroit","US","Detroit, MI 48226","ford-field","https://seatgeek.com/venues/ford-field/tickets","MI","48226",-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"22","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.956,"2018-10-07T21:00:00",4347032,"2018-10-07T17:00:00",FALSE,0.952,"",FALSE,FALSE,"normal","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","Giants at Panthers","New York Giants at Carolina Panthers","2018-04-20T00:00:00","2018-04-20T00:47:38",NA,161,319,185,1053,455,161,368.58377,"QRCODE",FALSE,"2018-08-24T21:15:58Z","Charlotte",1122,0,TRUE,"Bank of America Stadium","Charlotte, NC","Bank of America Stadium",8,"800 South Mint Street",0.8968222,517,"America/New_York","US","Charlotte, NC 28202","bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","28202",-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"23","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.976,"2018-10-07T21:00:00",4347011,"2018-10-07T17:00:00",FALSE,0.976,"",FALSE,FALSE,"normal","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","Broncos at Jets","Denver Broncos at New York Jets","2018-04-20T00:00:00","2018-04-20T00:47:34",NA,45,136,807,780,967,45,154.61833,"QRCODE",FALSE,"2018-09-05T19:53:41Z","East Rutherford",1587,0,TRUE,"MetLife Stadium","East Rutherford, NJ","MetLife Stadium",16,"1 MetLife Stadium Drive",0.94873494,501,"America/New_York","US","East Rutherford, NJ 07073","metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","NJ","07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"24","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.911,"2018-10-07T21:00:00",4347043,"2018-10-07T17:00:00",FALSE,0.891,"",FALSE,FALSE,"normal","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","Dolphins at Bengals","Miami Dolphins at Cincinnati Bengals","2018-04-20T00:00:00","2018-04-20T00:47:40",NA,63,106,235,357,592,63,115.106384,"QRCODE",FALSE,"2018-08-24T21:16:15Z","Cincinnati",1124,0,TRUE,"Paul Brown Stadium","Cincinnati, OH","Paul Brown Stadium",7,"1 Paul Brown Stadium",0.86166537,515,"America/New_York","US","Cincinnati, OH 45202","paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","OH","45202",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"25","2018-09-28","2018-09-28_16.02.18","2018-10-07T12:00:00",FALSE,"nfl",0.913,"2018-10-07T21:00:00",4346983,"2018-10-07T17:00:00",FALSE,0.897,"",FALSE,FALSE,"normal","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","Jaguars at Chiefs","Jacksonville Jaguars at Kansas City Chiefs","2018-04-20T00:00:00","2018-04-20T00:47:28",NA,87,164,668,123582,965,85,373.02097,"QRCODE",FALSE,"2018-08-24T21:03:49Z","Kansas City",1128,0,TRUE,"Arrowhead Stadium","Kansas City, MO","Arrowhead Stadium",8,"1 Arrowhead Drive",0.8827867,616,"America/Chicago","US","Kansas City, MO 64129","arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","64129",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"26","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.912,"2018-10-07T21:00:00",4347063,"2018-10-07T17:00:00",FALSE,0.898,"",FALSE,FALSE,"normal","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","Titans at Bills","Tennessee Titans at Buffalo Bills","2018-04-20T00:00:00","2018-04-20T00:47:44",NA,65,122,395,440,617,67,135.78227,"QRCODE",FALSE,"2018-08-24T21:16:26Z","Orchard Park",1135,0,TRUE,"New Era Field","Orchard Park, NY","New Era Field",7,"1 Bills Drive",0.8815085,514,"America/New_York","US","Orchard Park, NY 14127","new-era-field","https://seatgeek.com/venues/new-era-field/tickets","NY","14127",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"27","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:00:00",FALSE,"nfl",0.913,"2018-10-07T21:00:00",4346999,"2018-10-07T17:00:00",FALSE,0.894,"",FALSE,FALSE,"normal","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","Ravens at Browns","Baltimore Ravens at Cleveland Browns","2018-04-20T00:00:00","2018-04-20T00:47:31",NA,71,118,505,874,656,75,154.24356,"QRCODE",FALSE,"2018-08-24T21:04:01Z","Cleveland",1123,0,TRUE,"FirstEnergy Stadium","Cleveland, OH","FirstEnergy Stadium",6,"100 Alfred Lerner Way",0.86852187,510,"America/New_York","US","Cleveland, OH 44114","firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","OH","44114",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"28","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:05:00",FALSE,"nfl",0.973,"2018-10-08T00:05:00",4347111,"2018-10-07T20:05:00",FALSE,0.973,"",FALSE,FALSE,"normal","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","Raiders at Chargers","Oakland Raiders at Los Angeles Chargers","2018-04-20T00:00:00","2018-04-20T00:47:52",NA,170,250,388,1198,502,169,276.42267,"QRCODE",FALSE,"2018-08-24T21:17:06Z","Carson",52,0,TRUE,"StubHub Center","Carson, CA","StubHub Center",14,"18400 Avalon Blvd",0.7228164,803,"America/Los_Angeles","US","Carson, CA 90746","stubhub-center","https://seatgeek.com/venues/stubhub-center/tickets","CA","90746",-118.261,33.8643,NA,NA,NA
"29","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:25:00",FALSE,"nfl",0.927,"2018-10-08T00:25:00",4347115,"2018-10-07T20:25:00",FALSE,0.918,"",FALSE,FALSE,"normal","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","Cardinals at 49ers","Arizona Cardinals at San Francisco 49ers","2018-04-20T00:00:00","2018-04-20T00:47:53",NA,44,122,665,571,830,44,140.08421,"QRCODE",FALSE,"2018-09-05T19:47:23Z","Santa Clara",58670,0,TRUE,"Levi's Stadium","Santa Clara, CA","Levi's Stadium",13,"4900 Marie P DeBartolo Way",0.95768774,0,"America/Los_Angeles","US","Santa Clara, CA 95054","levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","CA","95054",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"30","2018-09-28","2018-09-28_16.02.18","2018-10-07T13:25:00",FALSE,"nfl",0.945,"2018-10-08T00:25:00",4347128,"2018-10-07T20:25:00",FALSE,0.94,"",FALSE,FALSE,"normal","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","Rams at Seahawks","Los Angeles Rams at Seattle Seahawks","2018-04-20T00:00:00","2018-04-20T00:47:56",NA,164,352,139,843,446,164,374.8489,"QRCODE",FALSE,"2018-08-24T21:19:14Z","Seattle",339,0,TRUE,"CenturyLink Field","Seattle, WA","CenturyLink Field",12,"800 Occidental Ave S",0.87232786,819,"America/Los_Angeles","US","Seattle, WA 98134","centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets","WA","98134",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
