"","date","timestamp","short_title","status","created_at","visible_until_utc","datetime_tbd","id","is_open","time_tbd","title","announce_date","type","description","score","popularity","url","datetime_local","date_tbd","datetime_utc","general_admission","lowest_price_good_deals","median_price","average_price","visible_listing_count","lowest_price","listing_count","highest_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","name","postal_code","score_venue","num_upcoming_events","id_venue","slug","city","state","name_v2","display_location","extended_address","metro_code","country","address","popularity_venue","url_venue","timezone","has_upcoming_events","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-09-23","2018-09-23_17.19.58","Bills at Packers","normal","2018-04-20T00:47:13","2018-09-30T21:00:00",FALSE,4346911,FALSE,FALSE,"Buffalo Bills at Green Bay Packers","2018-04-20T00:00:00","nfl","",0.958,0.98,"https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911","2018-09-30T12:00:00",FALSE,"2018-09-30T17:00:00",NA,224,NA,386.67,NA,224,132,912,"QRCODE",FALSE,"2018-08-24T20:38:24Z","Lambeau Field","54304",0.92909414,6,1125,"lambeau-field","Green Bay","WI","Lambeau Field","Green Bay, WI","Green Bay, WI 54304",658,"US","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","America/Chicago",TRUE,-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"12","2018-09-23","2018-09-23_17.19.58","Buccaneers at Bears","normal","2018-04-20T00:47:33","2018-09-30T21:00:00",FALSE,4347009,FALSE,FALSE,"Tampa Bay Buccaneers at Chicago Bears","2018-04-20T00:00:00","nfl","",0.95,0.985,"https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009","2018-09-30T12:00:00",FALSE,"2018-09-30T17:00:00",NA,184,339,380.7097,446,190,62,1018,"QRCODE",FALSE,"2018-08-24T20:48:11Z","Soldier Field","60605",0.940013,9,31,"soldier-field","Chicago","IL","Soldier Field","Chicago, IL","Chicago, IL 60605",602,"US","1410 S. Museum Campus Drive",0,"https://seatgeek.com/venues/soldier-field/tickets","America/Chicago",TRUE,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"13","2018-09-23","2018-09-23_17.19.58","Texans at Colts","normal","2018-04-20T00:47:22","2018-09-30T21:00:00",FALSE,4346962,FALSE,FALSE,"Houston Texans at Indianapolis Colts","2018-04-20T00:00:00","nfl","",0.889,0.939,"https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962","2018-09-30T13:00:00",FALSE,"2018-09-30T17:00:00",NA,34,111,121.34096,859,34,481,829,"QRCODE",FALSE,"2018-08-24T20:46:39Z","Lucas Oil Stadium","46225",0.9071682,14,1130,"lucas-oil-stadium","Indianapolis","IN","Lucas Oil Stadium","Indianapolis, IN","Indianapolis, IN 46225",527,"US","500 South Capitol Avenue",0,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","America/Indiana/Indianapolis",TRUE,-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"14","2018-09-23","2018-09-23_17.19.58","Jets at Jaguars","normal","2018-04-20T00:47:19","2018-09-30T21:00:00",FALSE,4346949,FALSE,FALSE,"New York Jets at Jacksonville Jaguars","2018-04-20T00:00:00","nfl","",0.87,0.925,"https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949","2018-09-30T13:00:00",FALSE,"2018-09-30T17:00:00",NA,52,99,120.58201,616,55,378,427,"QRCODE",FALSE,"2018-08-24T20:38:35Z","EverBank Field","32202",0.83759147,9,5178,"everbank-field","Jacksonville","FL","EverBank Field","Jacksonville, FL","Jacksonville, FL 32202",561,"US","1 Everbank Field Dr",0,"https://seatgeek.com/venues/everbank-field/tickets","America/New_York",TRUE,-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"15","2018-09-23","2018-09-23_17.19.58","Dolphins at Patriots","normal","2018-04-20T00:47:49","2018-09-30T21:00:00",FALSE,4347092,FALSE,FALSE,"Miami Dolphins at New England Patriots","2018-04-20T00:00:00","nfl","",0.979,1.004,"https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092","2018-09-30T13:00:00",FALSE,"2018-09-30T17:00:00",NA,193,403,503.79166,324,281,72,1614,"QRCODE",FALSE,"2018-08-24T20:51:36Z","Gillette Stadium","02035",0.8983344,15,33,"gillette-stadium","Foxborough","MA","Gillette Stadium","Foxborough, MA","Foxborough, MA 02035",506,"US","1 Patriot Place",0,"https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",TRUE,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"16","2018-09-23","2018-09-23_17.19.58","Lions at Cowboys","normal","2018-04-05T23:08:47","2018-09-30T21:00:00",FALSE,4327924,TRUE,FALSE,"Detroit Lions at Dallas Cowboys","2018-04-05T00:00:00","nfl","",0.992,1.015,"https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924","2018-09-30T12:00:00",FALSE,"2018-09-30T17:00:00",NA,NA,210,257.2874,2034,NA,2526,1938,"QRCODE",FALSE,"2018-04-17T22:02:33Z","AT&T Stadium","76011",0.9751414,23,4965,"at-t-stadium","Arlington","TX","AT&T Stadium","Arlington, TX","Arlington, TX 76011",623,"US","1 AT&T Way",0,"https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago",TRUE,-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"17","2018-09-23","2018-09-23_17.19.58","Bengals at Falcons","normal","2018-04-20T00:47:42","2018-09-30T21:00:00",FALSE,4347052,FALSE,FALSE,"Cincinnati Bengals at Atlanta Falcons","2018-04-20T00:00:00","nfl","",0.937,0.972,"https://seatgeek.com/bengals-at-falcons-tickets/9-30-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347052","2018-09-30T13:00:00",FALSE,"2018-09-30T17:00:00",NA,72,174,188.85234,962,76,684,954,"QRCODE",FALSE,"2018-08-23T20:14:46Z","Mercedes-Benz Stadium","30313",0.76958936,20,419590,"mercedes-benz-stadium","Atlanta","GA","Mercedes-Benz Stadium","Atlanta, GA","Atlanta, GA 30313",0,"US","35 Northside Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York",TRUE,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"18","2018-09-23","2018-09-23_17.19.58","Seahawks at Cardinals","normal","2018-04-20T00:47:51","2018-10-01T00:05:00",FALSE,4347103,FALSE,FALSE,"Seattle Seahawks at Arizona Cardinals","2018-04-20T00:00:00","nfl","",0.951,0.987,"https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","2018-09-30T13:05:00",FALSE,"2018-09-30T20:05:00",NA,33,104,135.43147,920,34,591,625,"QRCODE",FALSE,"2018-09-05T19:57:48Z","State Farm Stadium","85305",0.93402725,11,43,"state-farm-stadium","Glendale","AZ","State Farm Stadium","Glendale, AZ","Glendale, AZ 85305",753,"US","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix",TRUE,-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"19","2018-09-23","2018-09-23_17.19.58","Browns at Raiders","normal","2018-04-20T01:04:25","2018-10-01T00:05:00",FALSE,4347154,FALSE,FALSE,"Cleveland Browns at Oakland Raiders","2018-04-20T00:00:00","nfl","",0.913,0.955,"https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","2018-09-30T13:05:00",FALSE,"2018-09-30T20:05:00",NA,80,169,170.42007,436,85,269,468,"QRCODE",FALSE,"2018-08-24T20:56:48Z","Oakland-Alameda County Coliseum","94621",0.7817843,22,14,"oakland-alameda-county-coliseum","Oakland","CA","Oakland-Alameda County Coliseum","Oakland, CA","Oakland, CA 94621",807,"US","7000 Coliseum Way",0,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","America/Los_Angeles",TRUE,-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"20","2018-09-23","2018-09-23_17.19.58","49ers at Chargers","normal","2018-04-20T00:47:52","2018-10-01T00:25:00",FALSE,4347112,FALSE,FALSE,"San Francisco 49ers at Los Angeles Chargers","2018-04-20T00:00:00","nfl","",0.986,1.015,"https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","2018-09-30T13:25:00",FALSE,"2018-09-30T20:25:00",NA,158,276,290.29913,350,158,234,601,"QRCODE",FALSE,"2018-08-24T20:52:20Z","StubHub Center","90746",0.7228164,15,52,"stubhub-center","Carson","CA","StubHub Center","Carson, CA","Carson, CA 90746",803,"US","18400 Avalon Blvd",0,"https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles",TRUE,-118.261,33.8643,NA,NA,NA
"21","2018-09-23","2018-09-23_17.19.58","Saints at Giants","normal","2018-04-20T00:47:25","2018-10-01T00:25:00",FALSE,4346972,FALSE,FALSE,"New Orleans Saints at New York Giants","2018-04-20T00:00:00","nfl","",0.982,1.012,"https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","2018-09-30T16:25:00",FALSE,"2018-09-30T20:25:00",NA,133,276,373.59402,534,134,234,1199,"QRCODE",FALSE,"2018-08-24T20:47:31Z","MetLife Stadium","07073",0.94873494,16,1587,"metlife-stadium","East Rutherford","NJ","MetLife Stadium","East Rutherford, NJ","East Rutherford, NJ 07073",501,"US","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"22","2018-09-23","2018-09-23_17.19.58","Ravens at Steelers","normal","2018-04-20T00:47:47","2018-10-01T04:20:00",FALSE,4347080,FALSE,FALSE,"Baltimore Ravens at Pittsburgh Steelers","2018-04-20T00:00:00","nfl","",0.96,0.981,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","2018-09-30T20:20:00",FALSE,"2018-10-01T00:20:00",NA,99,250,270.62695,439,109,193,883,"QRCODE",FALSE,"2018-08-24T20:51:27Z","Heinz Field","15212",0.9033526,10,1119,"heinz-field","Pittsburgh","PA","Heinz Field","Pittsburgh, PA","Pittsburgh, PA 15212",508,"US","100 Art Rooney Avenue",0,"https://seatgeek.com/venues/heinz-field/tickets","America/New_York",TRUE,-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"23","2018-09-23","2018-09-23_17.19.58","Chiefs at Broncos","normal","2018-04-20T01:04:05","2018-10-02T04:15:00",FALSE,4347139,FALSE,FALSE,"Kansas City Chiefs at Denver Broncos","2018-04-20T00:00:00","nfl","",0.933,0.963,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","2018-10-01T18:15:00",FALSE,"2018-10-02T00:15:00",NA,153,296,360.29578,544,162,71,1469,"QRCODE",FALSE,"2018-08-24T20:57:25Z","Sports Authority Field at Mile High","80204",0.9028296,7,1131,"sports-authority-field-at-mile-high","Denver","CO","Sports Authority Field at Mile High","Denver, CO","Denver, CO 80204",751,"US","1701 Bryant Street",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver",TRUE,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"24","2018-09-23","2018-09-23_17.19.58","Colts at Patriots","normal","2018-04-20T00:47:50","2018-10-05T04:20:00",FALSE,4347096,FALSE,FALSE,"Indianapolis Colts at New England Patriots","2018-04-20T00:00:00","nfl","",0.976,0.973,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","2018-10-04T20:20:00",FALSE,"2018-10-05T00:20:00",NA,161,276,516.7395,696,161,238,14935,"QRCODE",FALSE,"2018-08-24T21:03:24Z","Gillette Stadium","02035",0.8983344,15,33,"gillette-stadium","Foxborough","MA","Gillette Stadium","Foxborough, MA","Foxborough, MA 02035",506,"US","1 Patriot Place",0,"https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",TRUE,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"25","2018-09-23","2018-09-23_17.19.58","South Alabama at Georgia Southern","normal","2018-02-28T15:00:17","2018-10-06T23:30:00",FALSE,4281989,FALSE,FALSE,"South Alabama Jaguars at Georgia Southern Eagles Football","2018-02-28T00:00:00","ncaa_football","",0.527,0.636,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","2018-10-06T15:30:00",FALSE,"2018-10-06T19:30:00",NA,NA,41,48.909092,5,28,11,76,NA,NA,NA,"Allen E. Paulson Stadium","30460",0.41380084,4,2352,"allen-e-paulson-stadium","Statesboro","GA","Allen E. Paulson Stadium","Statesboro, GA","Statesboro, GA 30460",507,"US","225 Lanier Drive",0,"https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","America/New_York",TRUE,-81.7832,32.4488,NA,NA,NA
"26","2018-09-23","2018-09-23_17.19.58","Falcons at Steelers","normal","2018-04-20T00:47:47","2018-10-07T21:00:00",FALSE,4347079,FALSE,FALSE,"Atlanta Falcons at Pittsburgh Steelers","2018-04-20T00:00:00","nfl","",0.955,0.953,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,161,NA,405.33,NA,161,324,1292,"QRCODE",FALSE,"2018-08-24T21:16:40Z","Heinz Field","15212",0.9033526,10,1119,"heinz-field","Pittsburgh","PA","Heinz Field","Pittsburgh, PA","Pittsburgh, PA 15212",508,"US","100 Art Rooney Avenue",0,"https://seatgeek.com/venues/heinz-field/tickets","America/New_York",TRUE,-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"27","2018-09-23","2018-09-23_17.19.58","Packers at Lions","normal","2018-04-20T00:47:37","2018-10-07T21:00:00",FALSE,4347027,FALSE,FALSE,"Green Bay Packers at Detroit Lions","2018-04-20T00:00:00","nfl","",0.975,0.971,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,104,186,222.5466,690,116,397,2386,"QRCODE",FALSE,"2018-08-24T21:05:06Z","Ford Field","48226",0.9029952,12,346,"ford-field","Detroit","MI","Ford Field","Detroit, MI","Detroit, MI 48226",505,"US","2000 Brush St.",0,"https://seatgeek.com/venues/ford-field/tickets","America/Detroit",TRUE,-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"28","2018-09-23","2018-09-23_17.19.58","Giants at Panthers","normal","2018-04-20T00:47:38","2018-10-07T21:00:00",FALSE,4347032,FALSE,FALSE,"New York Giants at Carolina Panthers","2018-04-20T00:00:00","nfl","",0.975,0.971,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,164,263,331.97778,618,126,270,1249,"QRCODE",FALSE,"2018-08-24T21:15:58Z","Bank of America Stadium","28202",0.8968222,9,1122,"bank-of-america-stadium","Charlotte","NC","Bank of America Stadium","Charlotte, NC","Charlotte, NC 28202",517,"US","800 South Mint Street",0,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","America/New_York",TRUE,-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"29","2018-09-23","2018-09-23_17.19.58","Broncos at Jets","normal","2018-04-20T00:47:34","2018-10-07T21:00:00",FALSE,4347011,FALSE,FALSE,"Denver Broncos at New York Jets","2018-04-20T00:00:00","nfl","",0.988,0.98,"https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,59,154,189.21672,987,60,586,880,"QRCODE",FALSE,"2018-09-05T19:53:41Z","MetLife Stadium","07073",0.94873494,16,1587,"metlife-stadium","East Rutherford","NJ","MetLife Stadium","East Rutherford, NJ","East Rutherford, NJ 07073",501,"US","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"30","2018-09-23","2018-09-23_17.19.58","Dolphins at Bengals","normal","2018-04-20T00:47:40","2018-10-07T21:00:00",FALSE,4347043,FALSE,FALSE,"Miami Dolphins at Cincinnati Bengals","2018-04-20T00:00:00","nfl","",0.914,0.922,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,52,106,113.89105,660,52,257,469,"QRCODE",FALSE,"2018-08-24T21:16:15Z","Paul Brown Stadium","45202",0.86166537,7,1124,"paul-brown-stadium","Cincinnati","OH","Paul Brown Stadium","Cincinnati, OH","Cincinnati, OH 45202",515,"US","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",TRUE,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"31","2018-09-23","2018-09-23_17.19.58","Jaguars at Chiefs","normal","2018-04-20T00:47:28","2018-10-07T21:00:00",FALSE,4346983,FALSE,FALSE,"Jacksonville Jaguars at Kansas City Chiefs","2018-04-20T00:00:00","nfl","",0.909,0.917,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","2018-10-07T12:00:00",FALSE,"2018-10-07T17:00:00",NA,71,174,179.88344,1033,65,652,409,"QRCODE",FALSE,"2018-08-24T21:03:49Z","Arrowhead Stadium","64129",0.8827867,9,1128,"arrowhead-stadium","Kansas City","MO","Arrowhead Stadium","Kansas City, MO","Kansas City, MO 64129",616,"US","1 Arrowhead Drive",0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago",TRUE,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"32","2018-09-23","2018-09-23_17.19.58","Ravens at Browns","normal","2018-04-20T00:47:31","2018-10-07T21:00:00",FALSE,4346999,FALSE,FALSE,"Baltimore Ravens at Cleveland Browns","2018-04-20T00:00:00","nfl","",0.903,0.914,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,41,NA,109.77,NA,37,696,640,"QRCODE",FALSE,"2018-08-24T21:04:01Z","FirstEnergy Stadium","44114",0.86852187,6,1123,"firstenergy-stadium-15","Cleveland","OH","FirstEnergy Stadium","Cleveland, OH","Cleveland, OH 44114",510,"US","100 Alfred Lerner Way",0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",TRUE,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"33","2018-09-23","2018-09-23_17.19.58","Titans at Bills","normal","2018-04-20T00:47:44","2018-10-07T21:00:00",FALSE,4347063,FALSE,FALSE,"Tennessee Titans at Buffalo Bills","2018-04-20T00:00:00","nfl","",0.913,0.919,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","2018-10-07T13:00:00",FALSE,"2018-10-07T17:00:00",NA,65,112,131.71794,808,68,390,440,"QRCODE",FALSE,"2018-08-24T21:16:26Z","New Era Field","14127",0.8815085,7,1135,"new-era-field","Orchard Park","NY","New Era Field","Orchard Park, NY","Orchard Park, NY 14127",514,"US","1 Bills Drive",0,"https://seatgeek.com/venues/new-era-field/tickets","America/New_York",TRUE,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"34","2018-09-23","2018-09-23_17.19.58","Raiders at Chargers","normal","2018-04-20T00:47:52","2018-10-08T00:05:00",FALSE,4347111,FALSE,FALSE,"Oakland Raiders at Los Angeles Chargers","2018-04-20T00:00:00","nfl","",0.98,0.974,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-10-07T13:05:00",FALSE,"2018-10-07T20:05:00",NA,221,300,330.2964,533,231,415,720,"QRCODE",FALSE,"2018-08-24T21:17:06Z","StubHub Center","90746",0.7228164,15,52,"stubhub-center","Carson","CA","StubHub Center","Carson, CA","Carson, CA 90746",803,"US","18400 Avalon Blvd",0,"https://seatgeek.com/venues/stubhub-center/tickets","America/Los_Angeles",TRUE,-118.261,33.8643,NA,NA,NA
"35","2018-09-23","2018-09-23_17.19.58","Cardinals at 49ers","normal","2018-04-20T00:47:53","2018-10-08T00:25:00",FALSE,4347115,FALSE,FALSE,"Arizona Cardinals at San Francisco 49ers","2018-04-20T00:00:00","nfl","",0.934,0.936,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-10-07T13:25:00",FALSE,"2018-10-07T20:25:00",NA,58,154,174.47368,937,58,741,1791,"QRCODE",FALSE,"2018-09-05T19:47:23Z","Levi's Stadium","95054",0.95768774,13,58670,"levi-s-stadium","Santa Clara","CA","Levi's Stadium","Santa Clara, CA","Santa Clara, CA 95054",0,"US","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",TRUE,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"36","2018-09-23","2018-09-23_17.19.58","Rams at Seahawks","normal","2018-04-20T00:47:56","2018-10-08T00:25:00",FALSE,4347128,FALSE,FALSE,"Los Angeles Rams at Seattle Seahawks","2018-04-20T00:00:00","nfl","",0.949,0.948,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-10-07T13:25:00",FALSE,"2018-10-07T20:25:00",NA,175,NA,387.47,NA,175,184,1019,"QRCODE",FALSE,"2018-08-24T21:19:14Z","CenturyLink Field","98134",0.87232786,13,339,"centurylink-field","Seattle","WA","CenturyLink Field","Seattle, WA","Seattle, WA 98134",819,"US","800 Occidental Ave S",0,"https://seatgeek.com/venues/centurylink-field/tickets","America/Los_Angeles",TRUE,-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"37","2018-09-23","2018-09-23_17.19.58","Vikings at Eagles","normal","2018-04-20T00:47:26","2018-10-08T00:25:00",FALSE,4346976,FALSE,FALSE,"Minnesota Vikings at Philadelphia Eagles","2018-04-20T00:00:00","nfl","",0.974,0.968,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-10-07T16:25:00",FALSE,"2018-10-07T20:25:00",NA,174,380,448.8086,851,244,256,1217,"QRCODE",FALSE,"2018-08-24T21:03:38Z","Lincoln Financial Field","19148",0.90542686,16,330,"lincoln-financial-field","Philadelphia","PA","Lincoln Financial Field","Philadelphia, PA","Philadelphia, PA 19148",504,"US","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York",TRUE,-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"38","2018-09-23","2018-09-23_17.19.58","Cowboys at Texans","normal","2018-04-20T00:47:36","2018-10-08T04:20:00",FALSE,4347020,FALSE,FALSE,"Dallas Cowboys at Houston Texans","2018-04-20T00:00:00","nfl","",0.997,0.984,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-10-07T19:20:00",FALSE,"2018-10-08T00:20:00",NA,250,580,623.33093,756,253,420,2449,"QRCODE",FALSE,"2018-08-24T21:04:53Z","NRG Stadium","77054",0.8624192,48,41,"nrg-stadium","Houston","TX","NRG Stadium","Houston, TX","Houston, TX 77054",618,"US","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",TRUE,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"39","2018-09-23","2018-09-23_17.19.58","Baltimore Ravens at A Purple Evening","normal","2018-08-03T16:01:06","2018-10-09T00:00:00",FALSE,4474093,FALSE,FALSE,"Baltimore Ravens at A Purple Evening","2018-08-03T00:00:00","sports","",0.375,0.531,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-10-08T16:00:00",FALSE,"2018-10-08T20:00:00",NA,NA,251,278.4,3,65,10,584,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z","M&T Bank Stadium","21230",0.8927189,8,1121,"m-t-bank-stadium","Baltimore","MD","M&T Bank Stadium","Baltimore, MD","Baltimore, MD 21230",512,"US","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York",TRUE,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"40","2018-09-23","2018-09-23_17.19.58","Redskins at Saints","normal","2018-04-20T00:47:25","2018-10-09T04:15:00",FALSE,4346971,TRUE,FALSE,"Washington Redskins at New Orleans Saints","2018-04-20T00:00:00","nfl","",0.919,0.924,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-10-08T19:15:00",FALSE,"2018-10-09T00:15:00",NA,79,210,236.44218,1416,79,1522,5941,"QRCODE",FALSE,"2018-05-29T20:38:55Z","Mercedes-Benz Superdome","70112",0.8966978,17,128,"mercedes-benz-superdome","New Orleans","LA","Mercedes-Benz Superdome","New Orleans, LA","New Orleans, LA 70112",622,"US","1500 Sugar Bowl Drive",0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","America/Chicago",TRUE,-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"41","2018-09-23","2018-09-23_17.19.58","Eagles at Giants","normal","2018-04-20T00:47:14","2018-10-12T04:20:00",FALSE,4346917,FALSE,FALSE,"Philadelphia Eagles at New York Giants","2018-04-20T00:00:00","nfl","",0.985,0.965,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-10-11T20:20:00",FALSE,"2018-10-12T00:20:00",NA,144,271,338.22437,932,145,517,1557,"QRCODE",FALSE,"2018-08-24T21:52:02Z","MetLife Stadium","07073",0.94873494,16,1587,"metlife-stadium","East Rutherford","NJ","MetLife Stadium","East Rutherford, NJ","East Rutherford, NJ 07073",501,"US","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
