"","date","timestamp","short_title","status","created_at","visible_until_utc","datetime_tbd","id","is_open","time_tbd","title","announce_date","type","description","score","popularity","url","datetime_local","date_tbd","datetime_utc","general_admission","lowest_price_good_deals","median_price","average_price","visible_listing_count","lowest_price","listing_count","highest_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","name","postal_code","score_venue","num_upcoming_events","id_venue","slug","city","state","name_v2","display_location","extended_address","metro_code","country","address","popularity_venue","url_venue","timezone","has_upcoming_events","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"42","2018-09-23","2018-09-23_17.19.58","Alabama State at South Alabama","normal","2017-12-21T15:00:36","2018-10-14T01:00:00",FALSE,4192619,FALSE,FALSE,"Alabama State Hornets at South Alabama Jaguars Football","2017-12-21T00:00:00","ncaa_football","",0.507,0.601,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2018-10-13T16:00:00",FALSE,"2018-10-13T21:00:00",NA,25,36,43.846153,6,25,13,85,NA,NA,NA,"Ladd Peebles Stadium","36604",0.50177634,5,3716,"ladd-peebles-stadium","Mobile","AL","Ladd Peebles Stadium","Mobile, AL","Mobile, AL 36604",686,"US","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago",TRUE,-88.0761,30.6748,NA,NA,NA
"43","2018-09-23","2018-09-23_17.19.58","Buccaneers at Falcons","normal","2018-04-20T00:47:42","2018-10-14T21:00:00",FALSE,4347051,FALSE,FALSE,"Tampa Bay Buccaneers at Atlanta Falcons","2018-04-20T00:00:00","nfl","",0.938,0.928,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,70,194,366.2506,1046,70,834,123594,"QRCODE",FALSE,"2018-08-24T21:53:35Z","Mercedes-Benz Stadium","30313",0.76958936,20,419590,"mercedes-benz-stadium","Atlanta","GA","Mercedes-Benz Stadium","Atlanta, GA","Atlanta, GA 30313",0,"US","35 Northside Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York",TRUE,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"44","2018-09-23","2018-09-23_17.19.58","Steelers at Bengals","normal","2018-04-20T00:47:40","2018-10-14T21:00:00",FALSE,4347042,FALSE,FALSE,"Pittsburgh Steelers at Cincinnati Bengals","2018-04-20T00:00:00","nfl","",0.944,0.932,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,101,196,216.41988,586,101,312,1168,"QRCODE",FALSE,"2018-08-24T21:53:35Z","Paul Brown Stadium","45202",0.86166537,7,1124,"paul-brown-stadium","Cincinnati","OH","Paul Brown Stadium","Cincinnati, OH","Cincinnati, OH 45202",515,"US","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",TRUE,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"45","2018-09-23","2018-09-23_17.19.58","Colts at Jets","normal","2018-04-20T00:47:22","2018-10-14T21:00:00",FALSE,4346961,FALSE,FALSE,"Indianapolis Colts at New York Jets","2018-04-20T00:00:00","nfl","",0.971,0.952,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,58,NA,213.99,NA,58,680,6034,"QRCODE",FALSE,"2018-08-24T21:52:02Z","MetLife Stadium","07073",0.94873494,16,1587,"metlife-stadium","East Rutherford","NJ","MetLife Stadium","East Rutherford, NJ","East Rutherford, NJ 07073",501,"US","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"46","2018-09-23","2018-09-23_17.19.58","Bears at Dolphins","normal","2018-04-20T00:47:47","2018-10-14T21:00:00",FALSE,4347081,FALSE,FALSE,"Chicago Bears at Miami Dolphins","2018-04-20T00:00:00","nfl","",0.938,0.927,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,90,223,1634.7217,807,99,97,124641,"QRCODE",FALSE,"2018-08-24T21:53:35Z","Hard Rock Stadium","33056",0.8378203,37,29,"hard-rock-stadium","Miami Gardens","FL","Hard Rock Stadium","Miami Gardens, FL","Miami Gardens, FL 33056",528,"US","347 Don Shula Dr.",0,"https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",TRUE,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"47","2018-09-23","2018-09-23_17.19.58","Bills at Texans","normal","2018-04-20T00:47:36","2018-10-14T21:00:00",FALSE,4347019,FALSE,FALSE,"Buffalo Bills at Houston Texans","2018-04-20T00:00:00","nfl","",0.922,0.913,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-10-14T12:00:00",FALSE,"2018-10-14T17:00:00",NA,46,161,189.10083,1030,55,605,717,"QRCODE",FALSE,"2018-08-24T21:53:35Z","NRG Stadium","77054",0.8624192,48,41,"nrg-stadium","Houston","TX","NRG Stadium","Houston, TX","Houston, TX 77054",618,"US","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",TRUE,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"48","2018-09-23","2018-09-23_17.19.58","Chargers at Browns","normal","2018-04-20T00:47:31","2018-10-14T21:00:00",FALSE,4346998,FALSE,FALSE,"Los Angeles Chargers at Cleveland Browns","2018-04-20T00:00:00","nfl","",0.901,0.899,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,55,108,130.41203,994,59,665,677,"QRCODE",FALSE,"2018-08-24T21:53:35Z","FirstEnergy Stadium","44114",0.86852187,6,1123,"firstenergy-stadium-15","Cleveland","OH","FirstEnergy Stadium","Cleveland, OH","Cleveland, OH 44114",510,"US","100 Alfred Lerner Way",0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","America/New_York",TRUE,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"49","2018-09-23","2018-09-23_17.19.58","Cardinals at Vikings","normal","2018-04-20T01:04:06","2018-10-14T21:00:00",FALSE,4347145,FALSE,FALSE,"Arizona Cardinals at Minnesota Vikings","2018-04-20T00:00:00","nfl","",0.936,0.926,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-10-14T12:00:00",FALSE,"2018-10-14T17:00:00",NA,104,283,319.40686,680,110,408,1401,"QRCODE",FALSE,"2018-08-24T21:53:38Z","U.S. Bank Stadium","55415",0.88524246,17,218451,"u-s-bank-stadium","Minneapolis","MN","U.S. Bank Stadium","Minneapolis, MN","Minneapolis, MN 55415",0,"US","900 South 5th Street",0,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","America/Chicago",TRUE,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"50","2018-09-23","2018-09-23_17.19.58","Panthers at Redskins","normal","2018-04-20T00:47:18","2018-10-14T21:00:00",FALSE,4346942,FALSE,FALSE,"Carolina Panthers at Washington Redskins","2018-04-20T00:00:00","nfl","",0.977,0.963,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-10-14T13:00:00",FALSE,"2018-10-14T17:00:00",NA,95,156,181.46336,1008,99,505,822,"QRCODE",FALSE,"2018-08-24T21:52:02Z","FedEx Field","20785",0.9333444,7,35,"fedex-field","Landover","MD","FedEx Field","Landover, MD","Landover, MD 20785",511,"US","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","America/New_York",TRUE,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"51","2018-09-23","2018-09-23_17.19.58","Ravens at Titans","normal","2018-04-20T00:47:30","2018-10-14T23:25:00",FALSE,4346991,FALSE,FALSE,"Baltimore Ravens at Tennessee Titans","2018-04-20T00:00:00","nfl","",0.9,0.896,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-10-14T15:25:00",FALSE,"2018-10-14T19:25:00",NA,63,186,203.51276,684,65,392,721,"QRCODE",FALSE,"2018-08-24T21:53:35Z","Nissan Stadium","37213",0.8546275,15,1126,"nissan-stadium","Nashville","TN","Nissan Stadium","Nashville, TN","Nashville, TN 37213",659,"US","1 Titans Way",0,"https://seatgeek.com/venues/nissan-stadium/tickets","America/New_York",TRUE,-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"52","2018-09-23","2018-09-23_17.19.58","Rams at Broncos","normal","2018-04-20T01:04:04","2018-10-15T00:05:00",FALSE,4347138,FALSE,FALSE,"Los Angeles Rams at Denver Broncos","2018-04-20T00:00:00","nfl","",0.928,0.92,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-10-14T14:05:00",FALSE,"2018-10-14T20:05:00",NA,145,292,373,738,167,70,1193,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Sports Authority Field at Mile High","80204",0.9028296,7,1131,"sports-authority-field-at-mile-high","Denver","CO","Sports Authority Field at Mile High","Denver, CO","Denver, CO 80204",751,"US","1701 Bryant Street",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","America/Denver",TRUE,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"53","2018-09-23","2018-09-23_17.19.58","Jaguars at Cowboys","normal","2018-04-05T23:08:47","2018-10-15T00:25:00",FALSE,4327923,TRUE,FALSE,"Jacksonville Jaguars at Dallas Cowboys","2018-04-05T00:00:00","nfl","",0.999,0.978,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-10-14T15:25:00",FALSE,"2018-10-14T20:25:00",NA,32,270,342.5996,2047,32,2565,2642,"QRCODE",FALSE,"2018-04-17T22:02:33Z","AT&T Stadium","76011",0.9751414,23,4965,"at-t-stadium","Arlington","TX","AT&T Stadium","Arlington, TX","Arlington, TX 76011",623,"US","1 AT&T Way",0,"https://seatgeek.com/venues/at-t-stadium/tickets","America/Chicago",TRUE,-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"54","2018-09-23","2018-09-23_17.19.58","Chiefs at Patriots","normal","2018-04-20T00:47:50","2018-10-15T04:20:00",FALSE,4347095,FALSE,FALSE,"Kansas City Chiefs at New England Patriots","2018-04-20T00:00:00","nfl","",0.985,0.962,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-10-14T20:20:00",FALSE,"2018-10-15T00:20:00",NA,212,425,509.03226,697,244,186,1438,"QRCODE",FALSE,"2018-08-24T21:53:35Z","Gillette Stadium","02035",0.8983344,15,33,"gillette-stadium","Foxborough","MA","Gillette Stadium","Foxborough, MA","Foxborough, MA 02035",506,"US","1 Patriot Place",0,"https://seatgeek.com/venues/gillette-stadium/tickets","America/New_York",TRUE,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"55","2018-09-23","2018-09-23_17.19.58","49ers at Packers","normal","2018-04-20T00:47:13","2018-10-16T04:15:00",FALSE,4346914,FALSE,FALSE,"San Francisco 49ers at Green Bay Packers","2018-04-20T00:00:00","nfl","",0.968,0.949,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-10-15T19:15:00",FALSE,"2018-10-16T00:15:00",NA,216,341,339.41666,549,187,108,739,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Lambeau Field","54304",0.92909414,6,1125,"lambeau-field","Green Bay","WI","Lambeau Field","Green Bay, WI","Green Bay, WI 54304",658,"US","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","America/Chicago",TRUE,-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"56","2018-09-23","2018-09-23_17.19.58","Broncos at Cardinals","normal","2018-04-20T00:47:51","2018-10-19T04:20:00",FALSE,4347102,FALSE,FALSE,"Denver Broncos at Arizona Cardinals","2018-04-20T00:00:00","nfl","",0.961,0.939,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-10-18T17:20:00",FALSE,"2018-10-19T00:20:00",NA,55,144,177.97751,838,55,489,721,"QRCODE",FALSE,"2018-08-24T21:53:38Z","State Farm Stadium","85305",0.93402725,11,43,"state-farm-stadium","Glendale","AZ","State Farm Stadium","Glendale, AZ","Glendale, AZ 85305",753,"US","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","America/Phoenix",TRUE,-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"57","2018-09-23","2018-09-23_17.19.58","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","normal","2018-08-01T16:01:33","2018-10-21T03:30:00",FALSE,4471322,FALSE,FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-08-01T00:00:00","nfl","",0.365,0.463,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322","2018-10-20T18:30:00",FALSE,"2018-10-20T23:30:00",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z","ASU Convocation Center","72401",0.5808074,43,4081,"asu-convocation-center-1","Jonesboro","AR","ASU Convocation Center","Jonesboro, AR","Jonesboro, AR 72401",734,"US","217 Olympic Drive",0,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","America/Chicago",TRUE,-90.6691,35.8438,NA,NA,NA
"58","2018-09-23","2018-09-23_17.19.58","Bills at Colts","normal","2018-04-20T00:47:22","2018-10-21T21:00:00",FALSE,4346960,FALSE,FALSE,"Buffalo Bills at Indianapolis Colts","2018-04-20T00:00:00","nfl","",0.896,0.888,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,33,83,107.34554,991,33,628,875,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Lucas Oil Stadium","46225",0.9071682,14,1130,"lucas-oil-stadium","Indianapolis","IN","Lucas Oil Stadium","Indianapolis, IN","Indianapolis, IN 46225",527,"US","500 South Capitol Avenue",0,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","America/Indiana/Indianapolis",TRUE,-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"59","2018-09-23","2018-09-23_17.19.58","Patriots at Bears","normal","2018-04-20T00:47:33","2018-10-21T21:00:00",FALSE,4347008,FALSE,FALSE,"New England Patriots at Chicago Bears","2018-04-20T00:00:00","nfl","",1.014,0.977,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-10-21T12:00:00",FALSE,"2018-10-21T17:00:00",NA,357,595,655.2381,556,343,63,1460,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Soldier Field","60605",0.940013,9,31,"soldier-field","Chicago","IL","Soldier Field","Chicago, IL","Chicago, IL 60605",602,"US","1410 S. Museum Campus Drive",0,"https://seatgeek.com/venues/soldier-field/tickets","America/Chicago",TRUE,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"60","2018-09-23","2018-09-23_17.19.58","Vikings at Jets","normal","2018-04-20T00:47:26","2018-10-21T21:00:00",FALSE,4346975,FALSE,FALSE,"Minnesota Vikings at New York Jets","2018-04-20T00:00:00","nfl","",0.983,0.953,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,69,NA,193.74,NA,69,533,1062,"QRCODE",FALSE,"2018-08-24T21:53:38Z","MetLife Stadium","07073",0.94873494,16,1587,"metlife-stadium","East Rutherford","NJ","MetLife Stadium","East Rutherford, NJ","East Rutherford, NJ 07073",501,"US","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","America/New_York",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"61","2018-09-23","2018-09-23_17.19.58","Browns at Buccaneers","normal","2018-04-20T00:47:16","2018-10-21T21:00:00",FALSE,4346931,FALSE,FALSE,"Cleveland Browns at Tampa Bay Buccaneers","2018-04-20T00:00:00","nfl","",0.901,0.886,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,79,206,278.72223,333,137,18,559,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Raymond James Stadium","33607",0.86513025,15,39,"raymond-james-stadium","Tampa","FL","Raymond James Stadium","Tampa, FL","Tampa, FL 33607",539,"US","4201 North Dale Mabry Highway",0,"https://seatgeek.com/venues/raymond-james-stadium/tickets","America/New_York",TRUE,-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"62","2018-09-23","2018-09-23_17.19.58","Lions at Dolphins","normal","2018-04-20T00:47:47","2018-10-21T21:00:00",FALSE,4347084,FALSE,FALSE,"Detroit Lions at Miami Dolphins","2018-04-20T00:00:00","nfl","",0.919,0.903,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,53,135,149.92715,909,62,151,900,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Hard Rock Stadium","33056",0.8378203,37,29,"hard-rock-stadium","Miami Gardens","FL","Hard Rock Stadium","Miami Gardens, FL","Miami Gardens, FL 33056",528,"US","347 Don Shula Dr.",0,"https://seatgeek.com/venues/hard-rock-stadium/tickets","America/New_York",TRUE,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"63","2018-09-23","2018-09-23_17.19.58","Texans at Jaguars","normal","2018-04-20T00:47:19","2018-10-21T21:00:00",FALSE,4346948,FALSE,FALSE,"Houston Texans at Jacksonville Jaguars","2018-04-20T00:00:00","nfl","",0.847,0.844,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,51,NA,127.69,NA,51,691,588,"QRCODE",FALSE,"2018-08-24T21:53:38Z","EverBank Field","32202",0.83759147,9,5178,"everbank-field","Jacksonville","FL","EverBank Field","Jacksonville, FL","Jacksonville, FL 32202",561,"US","1 Everbank Field Dr",0,"https://seatgeek.com/venues/everbank-field/tickets","America/New_York",TRUE,-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"64","2018-09-23","2018-09-23_17.19.58","Bengals at Chiefs","normal","2018-04-20T00:47:27","2018-10-21T21:00:00",FALSE,4346982,FALSE,FALSE,"Cincinnati Bengals at Kansas City Chiefs","2018-04-20T00:00:00","nfl","",0.924,0.907,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-10-21T12:00:00",FALSE,"2018-10-21T17:00:00",NA,48,137,149.16772,1099,48,948,610,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Arrowhead Stadium","64129",0.8827867,9,1128,"arrowhead-stadium","Kansas City","MO","Arrowhead Stadium","Kansas City, MO","Kansas City, MO 64129",616,"US","1 Arrowhead Drive",0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","America/Chicago",TRUE,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"65","2018-09-23","2018-09-23_17.19.58","Panthers at Eagles","normal","2018-04-20T00:47:39","2018-10-21T21:00:00",FALSE,4347036,FALSE,FALSE,"Carolina Panthers at Philadelphia Eagles","2018-04-20T00:00:00","nfl","",0.977,0.95,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-10-21T13:00:00",FALSE,"2018-10-21T17:00:00",NA,168,NA,432.12,NA,168,393,3679,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Lincoln Financial Field","19148",0.90542686,16,330,"lincoln-financial-field","Philadelphia","PA","Lincoln Financial Field","Philadelphia, PA","Philadelphia, PA 19148",504,"US","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","America/New_York",TRUE,-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"66","2018-09-23","2018-09-23_17.19.58","Saints at Ravens","normal","2018-04-20T00:47:45","2018-10-22T00:05:00",FALSE,4347071,FALSE,FALSE,"New Orleans Saints at Baltimore Ravens","2018-04-20T00:00:00","nfl","",0.905,0.891,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-10-21T16:05:00",FALSE,"2018-10-21T20:05:00",NA,57,128,151.9453,897,57,457,608,"QRCODE",FALSE,"2018-08-24T21:53:38Z","M&T Bank Stadium","21230",0.8927189,8,1121,"m-t-bank-stadium","Baltimore","MD","M&T Bank Stadium","Baltimore, MD","Baltimore, MD 21230",512,"US","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","America/New_York",TRUE,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"67","2018-09-23","2018-09-23_17.19.58","Cowboys at Redskins","normal","2018-04-20T00:47:18","2018-10-22T00:25:00",FALSE,4346941,FALSE,FALSE,"Dallas Cowboys at Washington Redskins","2018-04-20T00:00:00","nfl","",1.019,0.985,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-10-21T16:25:00",FALSE,"2018-10-21T20:25:00",NA,172,282,334.8243,1041,183,592,1093,"QRCODE",FALSE,"2018-08-24T21:53:38Z","FedEx Field","20785",0.9333444,7,35,"fedex-field","Landover","MD","FedEx Field","Landover, MD","Landover, MD 20785",511,"US","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","America/New_York",TRUE,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"68","2018-09-23","2018-09-23_17.19.58","Rams at 49ers","normal","2018-04-20T00:47:54","2018-10-22T04:20:00",FALSE,4347118,FALSE,FALSE,"Los Angeles Rams at San Francisco 49ers","2018-04-20T00:00:00","nfl","",0.97,0.941,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-10-21T17:20:00",FALSE,"2018-10-22T00:20:00",NA,97,223,586.4067,1007,104,750,124052,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Levi's Stadium","95054",0.95768774,13,58670,"levi-s-stadium","Santa Clara","CA","Levi's Stadium","Santa Clara, CA","Santa Clara, CA 95054",0,"US","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","America/Los_Angeles",TRUE,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"69","2018-09-23","2018-09-23_17.19.58","Giants at Falcons","normal","2018-04-20T00:47:42","2018-10-23T04:15:00",FALSE,4347050,FALSE,FALSE,"New York Giants at Atlanta Falcons","2018-04-20T00:00:00","nfl","",0.971,0.94,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-10-22T20:15:00",FALSE,"2018-10-23T00:15:00",NA,122,304,324.76566,916,128,734,1991,"QRCODE",FALSE,"2018-08-24T21:53:38Z","Mercedes-Benz Stadium","30313",0.76958936,20,419590,"mercedes-benz-stadium","Atlanta","GA","Mercedes-Benz Stadium","Atlanta, GA","Atlanta, GA 30313",0,"US","35 Northside Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","America/New_York",TRUE,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"70","2018-09-23","2018-09-23_17.19.58","Troy at South Alabama","normal","2018-02-28T15:00:17","2018-10-24T04:00:00",FALSE,4281985,FALSE,FALSE,"Troy Trojans at South Alabama Jaguars Football","2018-02-28T00:00:00","ncaa_football","",0.308,0.426,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-10-23T19:00:00",FALSE,"2018-10-24T00:00:00",NA,27,NA,43.75,NA,27,26,93,NA,NA,NA,"Ladd Peebles Stadium","36604",0.50177634,5,3716,"ladd-peebles-stadium","Mobile","AL","Ladd Peebles Stadium","Mobile, AL","Mobile, AL 36604",686,"US","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","America/Chicago",TRUE,-88.0761,30.6748,NA,NA,NA
"71","2018-09-23","2018-09-23_17.19.58","Dolphins at Texans","normal","2018-04-20T00:47:36","2018-10-26T04:20:00",FALSE,4347018,FALSE,FALSE,"Miami Dolphins at Houston Texans","2018-04-20T00:00:00","nfl","",0.914,0.885,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-10-25T19:20:00",FALSE,"2018-10-26T00:20:00",NA,41,134,164.41214,949,42,461,715,"QRCODE",FALSE,"2018-08-24T21:53:38Z","NRG Stadium","77054",0.8624192,48,41,"nrg-stadium","Houston","TX","NRG Stadium","Houston, TX","Houston, TX 77054",618,"US","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","America/Chicago",TRUE,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"72","2018-09-23","2018-09-23_17.19.58","Buccaneers at Bengals","normal","2018-04-20T00:47:40","2018-10-28T21:00:00",FALSE,4347041,FALSE,FALSE,"Tampa Bay Buccaneers at Cincinnati Bengals","2018-04-20T00:00:00","nfl","",0.892,0.872,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-10-28T13:00:00",FALSE,"2018-10-28T17:00:00",NA,41,90,99.435005,890,41,577,332,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Paul Brown Stadium","45202",0.86166537,7,1124,"paul-brown-stadium","Cincinnati","OH","Paul Brown Stadium","Cincinnati, OH","Cincinnati, OH 45202",515,"US","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","America/New_York",TRUE,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
