"","date","timestamp","status","date_tbd","type","id","score","datetime_tbd","datetime_local","visible_until_utc","url","created_at","description","popularity","is_open","announce_date","datetime_utc","short_title","title","time_tbd","general_admission","highest_price","average_price","lowest_price_good_deals","lowest_price","listing_count","median_price","visible_listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","num_upcoming_events","popularity_venue","name","score_venue","slug","city","extended_address","metro_code","has_upcoming_events","name_v2","country","address","postal_code","display_location","url_venue","state","timezone","id_venue","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346941,0.986,FALSE,"2018-10-21T16:25:00","2018-10-22T00:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-04-20T00:47:18","",1.006,FALSE,"2018-04-20T00:00:00","2018-10-21T20:25:00","Cowboys at Redskins","Dallas Cowboys at Washington Redskins",FALSE,NA,476,247.11029,151,151,136,235,916,"QRCODE",FALSE,"2018-08-24T21:53:38Z",5,0,"FedEx Field",0.9333444,"fedex-field","Landover","Landover, MD 20785",511,TRUE,"FedEx Field","US","1600 Fedex Way","20785","Landover, MD","https://seatgeek.com/venues/fedex-field/tickets","MD","America/New_York",35,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"12","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347118,0.922,FALSE,"2018-10-21T13:25:00","2018-10-22T00:25:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-04-20T00:47:54","",0.956,FALSE,"2018-04-20T00:00:00","2018-10-21T20:25:00","Rams at 49ers","Los Angeles Rams at San Francisco 49ers",FALSE,NA,536,141,47,47,190,119,2127,"QRCODE",FALSE,"2018-08-24T21:53:38Z",10,0,"Levi's Stadium",0.95768774,"levi-s-stadium","Santa Clara","Santa Clara, CA 95054",0,TRUE,"Levi's Stadium","US","4900 Marie P DeBartolo Way","95054","Santa Clara, CA","https://seatgeek.com/venues/levi-s-stadium/tickets","CA","America/Los_Angeles",58670,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"13","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346982,0.895,FALSE,"2018-10-21T19:20:00","2018-10-22T04:20:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-04-20T00:47:27","",0.937,FALSE,"2018-04-20T00:00:00","2018-10-22T00:20:00","Bengals at Chiefs","Cincinnati Bengals at Kansas City Chiefs",FALSE,NA,533,147.71907,76,80,299,136,1112,"QRCODE",FALSE,"2018-08-24T21:53:38Z",6,0,"Arrowhead Stadium",0.8827867,"arrowhead-stadium","Kansas City","Kansas City, MO 64129",616,TRUE,"Arrowhead Stadium","US","1 Arrowhead Drive","64129","Kansas City, MO","https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","America/Chicago",1128,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"14","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347050,0.95,FALSE,"2018-10-22T20:15:00","2018-10-23T04:15:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","2018-04-20T00:47:42","",0.966,FALSE,"2018-04-20T00:00:00","2018-10-23T00:15:00","Giants at Falcons","New York Giants at Atlanta Falcons",FALSE,NA,842,193.55887,73,73,603,182,2293,"QRCODE",FALSE,"2018-08-24T21:53:38Z",16,0,"Mercedes-Benz Stadium",0.76958936,"mercedes-benz-stadium","Atlanta","Atlanta, GA 30313",0,TRUE,"Mercedes-Benz Stadium","US","441 M.L.K. Jr Dr NW","30313","Atlanta, GA","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","GA","America/New_York",419590,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"15","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"ncaa_football",4281985,0.304,FALSE,"2018-10-23T19:00:00","2018-10-24T04:00:00","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","2018-02-28T15:00:17","",0.515,FALSE,"2018-02-28T00:00:00","2018-10-24T00:00:00","Troy at South Alabama","Troy Trojans at South Alabama Jaguars Football",FALSE,NA,93,31.366667,10,10,30,20,9,NA,NA,NA,4,0,"Ladd Peebles Stadium",0.50177634,"ladd-peebles-stadium","Mobile","Mobile, AL 36604",686,TRUE,"Ladd Peebles Stadium","US","1621 Virginia St.","36604","Mobile, AL","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","AL","America/Chicago",3716,-88.0761,30.6748,NA,NA,NA
"16","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347018,0.895,FALSE,"2018-10-25T19:20:00","2018-10-26T04:20:00","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","2018-04-20T00:47:36","",0.915,FALSE,"2018-04-20T00:00:00","2018-10-26T00:20:00","Dolphins at Texans","Miami Dolphins at Houston Texans",FALSE,NA,505,146.81693,54,54,650,116,1938,"QRCODE",FALSE,"2018-08-24T21:53:38Z",43,0,"NRG Stadium",0.8624192,"nrg-stadium","Houston","Houston, TX 77054",618,TRUE,"NRG Stadium","US","1 Reliant Park","77054","Houston, TX","https://seatgeek.com/venues/nrg-stadium/tickets","TX","America/Chicago",41,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"17","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347041,0.855,FALSE,"2018-10-28T13:00:00","2018-10-28T21:00:00","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","2018-04-20T00:47:40","",0.877,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Buccaneers at Bengals","Tampa Bay Buccaneers at Cincinnati Bengals",FALSE,NA,362,111.91718,55,55,483,103,974,"QRCODE",FALSE,"2018-08-24T21:53:39Z",5,0,"Paul Brown Stadium",0.86166537,"paul-brown-stadium","Cincinnati","Cincinnati, OH 45202",515,TRUE,"Paul Brown Stadium","US","1 Paul Brown Stadium","45202","Cincinnati, OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","OH","America/New_York",1124,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"18","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347026,0.928,FALSE,"2018-10-28T13:00:00","2018-10-28T21:00:00","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","2018-04-20T00:47:37","",0.931,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Seahawks at Lions","Seattle Seahawks at Detroit Lions",FALSE,NA,601,143.26599,68,68,297,113,505,"QRCODE",FALSE,"2018-08-24T21:53:39Z",11,0,"Ford Field",0.9029952,"ford-field","Detroit","Detroit, MI 48226",505,TRUE,"Ford Field","US","2000 Brush St.","48226","Detroit, MI","https://seatgeek.com/venues/ford-field/tickets","MI","America/Detroit",346,-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"19","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347070,0.907,FALSE,"2018-10-28T13:00:00","2018-10-28T21:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","2018-04-20T00:47:45","",0.915,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Ravens at Panthers","Baltimore Ravens at Carolina Panthers",FALSE,NA,742,275.56302,89,91,238,218,1341,"QRCODE",FALSE,"2018-08-24T21:53:39Z",9,0,"Bank of America Stadium",0.8968222,"bank-of-america-stadium","Charlotte","Charlotte, NC 28202",517,TRUE,"Bank of America Stadium","US","800 South Mint Street","28202","Charlotte, NC","https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","America/New_York",1122,-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"20","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346940,0.936,FALSE,"2018-10-28T13:00:00","2018-10-28T21:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","2018-04-20T00:47:17","",0.937,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Redskins at Giants","Washington Redskins at New York Giants",FALSE,NA,1080,270.58942,107,110,246,211,1465,"QRCODE",FALSE,"2018-08-24T21:53:39Z",12,0,"MetLife Stadium",0.94873494,"metlife-stadium","East Rutherford","East Rutherford, NJ 07073",501,TRUE,"MetLife Stadium","US","1 MetLife Stadium Drive","07073","East Rutherford, NJ","https://seatgeek.com/venues/metlife-stadium/tickets","NJ","America/New_York",1587,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"21","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347078,0.905,FALSE,"2018-10-28T13:00:00","2018-10-28T21:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","2018-04-20T00:47:46","",0.911,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Browns at Steelers","Cleveland Browns at Pittsburgh Steelers",FALSE,NA,948,317.97928,135,135,193,269,891,"QRCODE",FALSE,"2018-08-24T21:53:39Z",7,0,"Heinz Field",0.9033526,"heinz-field","Pittsburgh","Pittsburgh, PA 15212",508,TRUE,"Heinz Field","US","100 Art Rooney Avenue","15212","Pittsburgh, PA","https://seatgeek.com/venues/heinz-field/tickets","PA","America/New_York",1119,-80.0158,40.4468,"QRCODE",FALSE,"2018-10-04T12:42:28Z"
"22","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346981,0.923,FALSE,"2018-10-28T12:00:00","2018-10-28T21:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","2018-04-20T00:47:27","",0.925,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Broncos at Chiefs","Denver Broncos at Kansas City Chiefs",FALSE,NA,619,269.9789,141,141,806,251,1092,"QRCODE",FALSE,"2018-08-24T21:53:39Z",6,0,"Arrowhead Stadium",0.8827867,"arrowhead-stadium","Kansas City","Kansas City, MO 64129",616,TRUE,"Arrowhead Stadium","US","1 Arrowhead Drive","64129","Kansas City, MO","https://seatgeek.com/venues/arrowhead-stadium/tickets","MO","America/Chicago",1128,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"23","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347007,0.925,FALSE,"2018-10-28T12:00:00","2018-10-28T21:00:00","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","2018-04-20T00:47:33","",0.928,FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00","Jets at Bears","New York Jets at Chicago Bears",FALSE,NA,864,374.65332,201,223,75,337,887,"QRCODE",FALSE,"2018-08-24T21:53:39Z",8,0,"Soldier Field",0.940013,"soldier-field","Chicago","Chicago, IL 60605",602,TRUE,"Soldier Field","US","1410 S. Museum Campus Drive","60605","Chicago, IL","https://seatgeek.com/venues/soldier-field/tickets","IL","America/Chicago",31,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"24","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347153,0.888,FALSE,"2018-10-28T13:05:00","2018-10-29T00:05:00","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","2018-04-20T01:04:25","",0.903,FALSE,"2018-04-20T00:00:00","2018-10-28T20:05:00","Colts at Raiders","Indianapolis Colts at Oakland Raiders",FALSE,NA,463,152.48904,54,60,411,141,1833,"QRCODE",FALSE,"2018-08-24T21:53:39Z",9,0,"Oakland-Alameda County Coliseum",0.7817843,"oakland-alameda-county-coliseum","Oakland","Oakland, CA 94621",807,TRUE,"Oakland-Alameda County Coliseum","US","7000 Coliseum Way","94621","Oakland, CA","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","CA","America/Los_Angeles",14,-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"25","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346921,0.981,FALSE,"2018-10-28T13:25:00","2018-10-29T00:25:00","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","2018-04-20T00:47:14","",0.966,FALSE,"2018-04-20T00:00:00","2018-10-28T20:25:00","Packers at Rams","Green Bay Packers at Los Angeles Rams",FALSE,NA,1418,486.88266,226,237,392,420,1588,"QRCODE",FALSE,"2018-08-24T21:53:39Z",8,0,"Los Angeles Memorial Coliseum",0.86898464,"los-angeles-memorial-coliseum-1","Los Angeles","Los Angeles, CA 90037",0,TRUE,"Los Angeles Memorial Coliseum","US","3911 S Figueroa St","90037","Los Angeles, CA","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","CA","America/Los_Angeles",51012,-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"26","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347101,0.918,FALSE,"2018-10-28T13:25:00","2018-10-29T00:25:00","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","2018-04-20T00:47:51","",0.921,FALSE,"2018-04-20T00:00:00","2018-10-28T20:25:00","49ers at Cardinals","San Francisco 49ers at Arizona Cardinals",FALSE,NA,6050,135.89716,40,40,632,101,1290,"QRCODE",FALSE,"2018-08-24T21:53:39Z",10,0,"State Farm Stadium",0.93402725,"state-farm-stadium","Glendale","Glendale, AZ 85305",753,TRUE,"State Farm Stadium","US","1 Cardinals Drive","85305","Glendale, AZ","https://seatgeek.com/venues/state-farm-stadium/tickets","AZ","America/Phoenix",43,-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"27","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347136,0.926,FALSE,"2018-10-28T19:20:00","2018-10-29T04:20:00","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","2018-04-20T01:04:04","",0.925,FALSE,"2018-04-20T00:00:00","2018-10-29T00:20:00","Saints at Vikings","New Orleans Saints at Minnesota Vikings",FALSE,NA,1313,326.69815,110,110,381,270,1404,"QRCODE",FALSE,"2018-08-24T21:53:39Z",14,0,"U.S. Bank Stadium",0.88524246,"u-s-bank-stadium","Minneapolis","Minneapolis, MN 55415",0,TRUE,"U.S. Bank Stadium","US","401 Chicago Avenue","55415","Minneapolis, MN","https://seatgeek.com/venues/u-s-bank-stadium/tickets","MN","America/Chicago",218451,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"28","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347062,0.931,FALSE,"2018-10-29T20:15:00","2018-10-30T04:15:00","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","2018-04-20T00:47:44","",0.925,FALSE,"2018-04-20T00:00:00","2018-10-30T00:15:00","Patriots at Bills","New England Patriots at Buffalo Bills",FALSE,NA,496,159.63133,77,79,632,131,1439,"QRCODE",FALSE,"2018-08-24T21:53:39Z",6,0,"New Era Field",0.8815085,"new-era-field","Orchard Park","Orchard Park, NY 14127",514,TRUE,"New Era Field","US","1 Bills Drive","14127","Orchard Park, NY","https://seatgeek.com/venues/new-era-field/tickets","NY","America/New_York",1135,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"29","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347131,0.987,FALSE,"2018-11-01T17:20:00","2018-11-02T04:20:00","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","2018-04-20T00:47:57","",0.957,FALSE,"2018-04-20T00:00:00","2018-11-02T00:20:00","Raiders at 49ers","Oakland Raiders at San Francisco 49ers",FALSE,NA,1213,350.5827,155,163,647,335,2056,"QRCODE",FALSE,"2018-08-24T21:53:39Z",10,0,"Levi's Stadium",0.95768774,"levi-s-stadium","Santa Clara","Santa Clara, CA 95054",0,TRUE,"Levi's Stadium","US","4900 Marie P DeBartolo Way","95054","Santa Clara, CA","https://seatgeek.com/venues/levi-s-stadium/tickets","CA","America/Los_Angeles",58670,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"30","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"sports",4466234,0.387,FALSE,"2018-11-03T13:00:00","2018-11-03T22:00:00","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234","2018-07-28T16:00:52","",0.521,FALSE,"2018-07-28T00:00:00","2018-11-03T18:00:00","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",FALSE,NA,82,82,NA,82,1,82,1,NA,NA,NA,4,0,"Horejsi Center",0.56565154,"horejsi-center","Lawrence","Lawrence, ",0,TRUE,"Horejsi Center","","1550 Allen Fieldhhouse Dr","66045","Lawrence","https://seatgeek.com/venues/horejsi-center/tickets",NA,"America/Chicago",74230,-95.2532,38.9535,NA,NA,NA
"31","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"ncaa_football",4281935,0.505,FALSE,"2018-11-03T14:00:00","2018-11-03T23:00:00","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","2018-02-28T15:00:09","",0.608,FALSE,"2018-02-28T00:00:00","2018-11-03T19:00:00","South Alabama at Arkansas State","South Alabama Jaguars at Arkansas State Red Wolves Football",FALSE,NA,60,42.021053,NA,23,95,44,96,NA,NA,NA,2,0,"Centennial Bank Stadium",0.47753516,"centennial-bank-stadium-1","Jonesboro","Jonesboro, AR 72401",0,TRUE,"Centennial Bank Stadium","US","2180 Aggie Rd","72401","Jonesboro, AR","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","AR","America/Chicago",8896,-90.6797,35.8429,NA,NA,NA
"32","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347083,0.902,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","2018-04-20T00:47:47","",0.89,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Jets at Dolphins","New York Jets at Miami Dolphins",FALSE,NA,899,212.22058,91,92,68,196,1498,"QRCODE",FALSE,"2018-08-24T21:53:39Z",32,0,"Hard Rock Stadium",0.8378203,"hard-rock-stadium","Miami Gardens","Miami Gardens, FL 33056",528,TRUE,"Hard Rock Stadium","US","347 Don Shula Dr.","33056","Miami Gardens, FL","https://seatgeek.com/venues/hard-rock-stadium/tickets","FL","America/New_York",29,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"33","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347140,0.924,FALSE,"2018-11-04T12:00:00","2018-11-04T22:00:00","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","2018-04-20T01:04:05","",0.908,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Lions at Vikings","Detroit Lions at Minnesota Vikings",FALSE,NA,1267,288.13614,124,124,404,245,1398,"QRCODE",FALSE,"2018-08-24T21:53:39Z",14,0,"U.S. Bank Stadium",0.88524246,"u-s-bank-stadium","Minneapolis","Minneapolis, MN 55415",0,TRUE,"U.S. Bank Stadium","US","401 Chicago Avenue","55415","Minneapolis, MN","https://seatgeek.com/venues/u-s-bank-stadium/tickets","MN","America/Chicago",218451,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"34","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346997,0.878,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","2018-04-20T00:47:31","",0.875,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Chiefs at Browns","Kansas City Chiefs at Cleveland Browns",FALSE,NA,425,118.851204,53,53,746,96,1294,"QRCODE",FALSE,"2018-08-24T21:53:39Z",5,0,"FirstEnergy Stadium",0.86852187,"firstenergy-stadium-15","Cleveland","Cleveland, OH 44114",510,TRUE,"FirstEnergy Stadium","US","100 Alfred Lerner Way","44114","Cleveland, OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","OH","America/New_York",1123,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"35","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347069,0.904,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","2018-04-20T00:47:45","",0.891,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Steelers at Ravens","Pittsburgh Steelers at Baltimore Ravens",FALSE,NA,835,262.99146,121,135,351,212,1462,"QRCODE",FALSE,"2018-08-24T21:53:39Z",6,0,"M&T Bank Stadium",0.8927189,"m-t-bank-stadium","Baltimore","Baltimore, MD 21230",512,TRUE,"M&T Bank Stadium","US","1101 Russell St","21230","Baltimore, MD","https://seatgeek.com/venues/m-t-bank-stadium/tickets","MD","America/New_York",1121,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"36","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346937,0.935,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","2018-04-20T00:47:17","",0.917,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Falcons at Redskins","Atlanta Falcons at Washington Redskins",FALSE,NA,407,180.97264,67,67,402,173,1090,"QRCODE",FALSE,"2018-08-24T21:53:39Z",5,0,"FedEx Field",0.9333444,"fedex-field","Landover","Landover, MD 20785",511,TRUE,"FedEx Field","US","1600 Fedex Way","20785","Landover, MD","https://seatgeek.com/venues/fedex-field/tickets","MD","America/New_York",35,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"37","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347033,0.887,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","2018-04-20T00:47:38","",0.878,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Buccaneers at Panthers","Tampa Bay Buccaneers at Carolina Panthers",FALSE,NA,854,212.10336,68,68,416,170,1535,"QRCODE",FALSE,"2018-08-24T21:53:39Z",9,0,"Bank of America Stadium",0.8968222,"bank-of-america-stadium","Charlotte","Charlotte, NC 28202",517,TRUE,"Bank of America Stadium","US","800 South Mint Street","28202","Charlotte, NC","https://seatgeek.com/venues/bank-of-america-stadium/tickets","NC","America/New_York",1122,-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"38","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347061,0.887,FALSE,"2018-11-04T13:00:00","2018-11-04T22:00:00","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","2018-04-20T00:47:43","",0.88,FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00","Bears at Bills","Chicago Bears at Buffalo Bills",FALSE,NA,482,160.20085,61,61,468,133,1145,"QRCODE",FALSE,"2018-08-24T21:53:39Z",6,0,"New Era Field",0.8815085,"new-era-field","Orchard Park","Orchard Park, NY 14127",514,TRUE,"New Era Field","US","1 Bills Drive","14127","Orchard Park, NY","https://seatgeek.com/venues/new-era-field/tickets","NY","America/New_York",1135,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"39","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347127,0.921,FALSE,"2018-11-04T13:05:00","2018-11-05T01:05:00","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","2018-04-20T00:47:56","",0.903,FALSE,"2018-04-20T00:00:00","2018-11-04T21:05:00","Chargers at Seahawks","Los Angeles Chargers at Seattle Seahawks",FALSE,NA,926,375.82858,169,169,140,357,1598,"QRCODE",FALSE,"2018-08-24T21:53:39Z",8,0,"CenturyLink Field",0.87232786,"centurylink-field","Seattle","Seattle, WA 98134",819,TRUE,"CenturyLink Field","US","800 Occidental Ave S","98134","Seattle, WA","https://seatgeek.com/venues/centurylink-field/tickets","WA","America/Los_Angeles",339,-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"40","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4347141,0.891,FALSE,"2018-11-04T14:05:00","2018-11-05T01:05:00","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","2018-04-20T01:04:05","",0.885,FALSE,"2018-04-20T00:00:00","2018-11-04T21:05:00","Texans at Broncos","Houston Texans at Denver Broncos",FALSE,NA,1150,323.56702,115,135,97,286,1492,"QRCODE",FALSE,"2018-08-24T21:53:39Z",6,0,"Sports Authority Field at Mile High",0.9028296,"sports-authority-field-at-mile-high","Denver","Denver, CO 80204",751,TRUE,"Sports Authority Field at Mile High","US","1701 Bryant Street","80204","Denver, CO","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","CO","America/Denver",1131,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"41","2018-10-17","2018-10-17_11.03.14","normal",FALSE,"nfl",4346970,0.889,FALSE,"2018-11-04T15:25:00","2018-11-05T01:25:00","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","2018-04-20T00:47:25","",0.882,TRUE,"2018-04-20T00:00:00","2018-11-04T21:25:00","Rams at Saints","Los Angeles Rams at New Orleans Saints",FALSE,NA,1800,293.8017,95,95,827,272,786,"QRCODE",FALSE,"2018-05-29T20:39:08Z",15,0,"Mercedes-Benz Superdome",0.8966978,"mercedes-benz-superdome","New Orleans","New Orleans, LA 70112",622,TRUE,"Mercedes-Benz Superdome","US","1500 Sugar Bowl Drive","70112","New Orleans, LA","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","LA","America/Chicago",128,-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
