"","date","timestamp","is_open","url","id","datetime_utc","visible_until_utc","status","score","time_tbd","date_tbd","datetime_local","datetime_tbd","popularity","type","description","created_at","announce_date","title","short_title","general_admission","lowest_price","highest_price","listing_count","average_price","visible_listing_count","lowest_price_good_deals","median_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","name_v2","timezone","has_upcoming_events","id_venue","num_upcoming_events","score_venue","extended_address","metro_code","name","state","city","display_location","slug","address","popularity_venue","url_venue","country","postal_code","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"60","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",4347019,"2018-10-14T17:00:00","2018-10-14T21:00:00","normal",0.897,FALSE,FALSE,"2018-10-14T12:00:00",FALSE,0.881,"nfl","","2018-04-20T00:47:36","2018-04-20T00:00:00","Buffalo Bills at Houston Texans","Bills at Texans",NA,55,715,486,198.35391,1088,54,166,"2018-08-24T21:53:35Z","QRCODE",FALSE,"NRG Stadium","America/Chicago",TRUE,41,44,0.8624192,"Houston, TX 77054",618,"NRG Stadium","TX","Houston","Houston, TX","nrg-stadium","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","US","77054",-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"61","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",4347145,"2018-10-14T17:00:00","2018-10-14T21:00:00","normal",0.914,FALSE,FALSE,"2018-10-14T12:00:00",FALSE,0.899,"nfl","","2018-04-20T01:04:06","2018-04-20T00:00:00","Arizona Cardinals at Minnesota Vikings","Cardinals at Vikings",NA,119,1317,350,291.64285,691,104,248,"2018-08-24T21:53:38Z","QRCODE",FALSE,"U.S. Bank Stadium","America/Chicago",TRUE,218451,13,0.88524246,"Minneapolis, MN 55415",0,"U.S. Bank Stadium","MN","Minneapolis","Minneapolis, MN","u-s-bank-stadium","401 Chicago Avenue",0,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","US","55415",-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"62","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",4346998,"2018-10-14T17:00:00","2018-10-14T21:00:00","normal",0.883,FALSE,FALSE,"2018-10-14T13:00:00",FALSE,0.876,"nfl","","2018-04-20T00:47:31","2018-04-20T00:00:00","Los Angeles Chargers at Cleveland Browns","Chargers at Browns",NA,32,675,819,93.0757,1164,32,77,"2018-08-24T21:53:35Z","QRCODE",FALSE,"FirstEnergy Stadium","America/New_York",TRUE,1123,7,0.86852187,"Cleveland, OH 44114",510,"FirstEnergy Stadium","OH","Cleveland","Cleveland, OH","firstenergy-stadium-15","100 Alfred Lerner Way",0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US","44114",-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
"63","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",4346942,"2018-10-14T17:00:00","2018-10-14T21:00:00","normal",0.956,FALSE,FALSE,"2018-10-14T13:00:00",FALSE,0.931,"nfl","","2018-04-20T00:47:18","2018-04-20T00:00:00","Carolina Panthers at Washington Redskins","Panthers at Redskins",NA,98,890,608,199.02795,985,98,173,"2018-08-24T21:52:02Z","QRCODE",FALSE,"FedEx Field","America/New_York",TRUE,35,7,0.9333444,"Landover, MD 20785",511,"FedEx Field","MD","Landover","Landover, MD","fedex-field","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","US","20785",-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"64","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",4346991,"2018-10-14T19:25:00","2018-10-14T23:25:00","normal",0.863,FALSE,FALSE,"2018-10-14T15:25:00",FALSE,0.859,"nfl","","2018-04-20T00:47:30","2018-04-20T00:00:00","Baltimore Ravens at Tennessee Titans","Ravens at Titans",NA,63,720,399,195.9248,718,63,176,"2018-08-24T21:53:35Z","QRCODE",FALSE,"Nissan Stadium","America/New_York",TRUE,1126,14,0.8546275,"Nashville, TN 37213",659,"Nissan Stadium","TN","Nashville","Nashville, TN","nissan-stadium","1 Titans Way",0,"https://seatgeek.com/venues/nissan-stadium/tickets","US","37213",-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"65","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",4347138,"2018-10-14T20:05:00","2018-10-15T00:05:00","normal",0.906,FALSE,FALSE,"2018-10-14T14:05:00",FALSE,0.894,"nfl","","2018-04-20T01:04:04","2018-04-20T00:00:00","Los Angeles Rams at Denver Broncos","Rams at Broncos",NA,179,1193,90,360,795,145,312,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Sports Authority Field at Mile High","America/Denver",TRUE,1131,6,0.9028296,"Denver, CO 80204",751,"Sports Authority Field at Mile High","CO","Denver","Denver, CO","sports-authority-field-at-mile-high","1701 Bryant Street",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","US","80204",-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"66","2018-09-17","2018-09-17_11.00.14",TRUE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",4327923,"2018-10-14T20:25:00","2018-10-15T00:25:00","normal",0.98,FALSE,FALSE,"2018-10-14T15:25:00",FALSE,0.949,"nfl","","2018-04-05T23:08:47","2018-04-05T00:00:00","Jacksonville Jaguars at Dallas Cowboys","Jaguars at Cowboys",NA,27,4309,2731,332.48297,2180,27,261,"2018-04-17T22:02:33Z","QRCODE",FALSE,"AT&T Stadium","America/Chicago",TRUE,4965,21,0.9751414,"Arlington, TX 76011",623,"AT&T Stadium","TX","Arlington","Arlington, TX","at-t-stadium","1 AT&T Way",0,"https://seatgeek.com/venues/at-t-stadium/tickets","US","76011",-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"67","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",4347095,"2018-10-15T00:20:00","2018-10-15T04:20:00","normal",0.962,FALSE,FALSE,"2018-10-14T20:20:00",FALSE,0.931,"nfl","","2018-04-20T00:47:50","2018-04-20T00:00:00","Kansas City Chiefs at New England Patriots","Chiefs at Patriots",NA,237,1439,202,541.7376,705,198,413,"2018-08-24T21:53:35Z","QRCODE",FALSE,"Gillette Stadium","America/New_York",TRUE,33,15,0.8983344,"Foxborough, MA 02035",506,"Gillette Stadium","MA","Foxborough","Foxborough, MA","gillette-stadium","1 Patriot Place",0,"https://seatgeek.com/venues/gillette-stadium/tickets","US","02035",-71.2674,42.0906,"2018-08-22T15:36:58Z","NONE",FALSE
"68","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",4346914,"2018-10-16T00:15:00","2018-10-16T04:15:00","normal",0.955,FALSE,FALSE,"2018-10-15T19:15:00",FALSE,0.925,"nfl","","2018-04-20T00:47:13","2018-04-20T00:00:00","San Francisco 49ers at Green Bay Packers","49ers at Packers",NA,166,719,136,334.875,578,166,331,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Lambeau Field","America/Chicago",TRUE,1125,6,0.92909414,"Green Bay, WI 54304",658,"Lambeau Field","WI","Green Bay","Green Bay, WI","lambeau-field","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","US","54304",-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"69","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",4347102,"2018-10-19T00:20:00","2018-10-19T04:20:00","normal",0.939,FALSE,FALSE,"2018-10-18T17:20:00",FALSE,0.91,"nfl","","2018-04-20T00:47:51","2018-04-20T00:00:00","Denver Broncos at Arizona Cardinals","Broncos at Cardinals",NA,55,668,501,171.18962,897,55,133,"2018-08-24T21:53:38Z","QRCODE",FALSE,"State Farm Stadium","America/Phoenix",TRUE,43,10,0.93402725,"Glendale, AZ 85305",753,"State Farm Stadium","AZ","Glendale","Glendale, AZ","state-farm-stadium","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","US","85305",-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"70","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322",4471322,"2018-10-20T23:30:00","2018-10-21T03:30:00","normal",0.44,FALSE,FALSE,"2018-10-20T18:30:00",FALSE,0.525,"nfl","","2018-08-01T16:01:33","2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"ASU Convocation Center","America/Chicago",TRUE,4081,32,0.5808074,"Jonesboro, AR 72401",734,"ASU Convocation Center","AR","Jonesboro","Jonesboro, AR","asu-convocation-center-1","217 Olympic Drive",0,"https://seatgeek.com/venues/asu-convocation-center-1/tickets","US","72401",-90.6691,35.8438,NA,NA,NA
"71","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",4347008,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.984,FALSE,FALSE,"2018-10-21T12:00:00",FALSE,0.941,"nfl","","2018-04-20T00:47:33","2018-04-20T00:00:00","New England Patriots at Chicago Bears","Patriots at Bears",NA,264,1132,80,613.2375,611,264,568,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Soldier Field","America/Chicago",TRUE,31,11,0.940013,"Chicago, IL 60605",602,"Soldier Field","IL","Chicago","Chicago, IL","soldier-field","1410 S. Museum Campus Drive",0,"https://seatgeek.com/venues/soldier-field/tickets","US","60605",-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"72","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",4346960,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.878,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.865,"nfl","","2018-04-20T00:47:22","2018-04-20T00:00:00","Buffalo Bills at Indianapolis Colts","Bills at Colts",NA,34,879,657,109.87519,1026,34,86,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Lucas Oil Stadium","America/Indiana/Indianapolis",TRUE,1130,12,0.9071682,"Indianapolis, IN 46225",527,"Lucas Oil Stadium","IN","Indianapolis","Indianapolis, IN","lucas-oil-stadium","500 South Capitol Avenue",0,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","46225",-86.1639,39.7601,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"73","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",4346975,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.958,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.92,"nfl","","2018-04-20T00:47:26","2018-04-20T00:00:00","Minnesota Vikings at New York Jets","Vikings at Jets",NA,69,1062,533,193.74,NA,69,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"MetLife Stadium","America/New_York",TRUE,1587,17,0.94873494,"East Rutherford, NJ 07073",501,"MetLife Stadium","NJ","East Rutherford","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","US","07073",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"74","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",4347084,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.893,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.87,"nfl","","2018-04-20T00:47:47","2018-04-20T00:00:00","Detroit Lions at Miami Dolphins","Lions at Dolphins",NA,52,902,171,150.5848,962,51,136,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Hard Rock Stadium","America/New_York",TRUE,29,38,0.8378203,"Miami Gardens, FL 33056",528,"Hard Rock Stadium","FL","Miami Gardens","Miami Gardens, FL","hard-rock-stadium","347 Don Shula Dr.",0,"https://seatgeek.com/venues/hard-rock-stadium/tickets","US","33056",-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"75","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",4346931,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.886,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.864,"nfl","","2018-04-20T00:47:16","2018-04-20T00:00:00","Cleveland Browns at Tampa Bay Buccaneers","Browns at Buccaneers",NA,137,649,23,251.56522,369,79,173,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Raymond James Stadium","America/New_York",TRUE,39,14,0.86513025,"Tampa, FL 33607",539,"Raymond James Stadium","FL","Tampa","Tampa, FL","raymond-james-stadium","4201 North Dale Mabry Highway",0,"https://seatgeek.com/venues/raymond-james-stadium/tickets","US","33607",-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"76","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",4346948,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.83,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.821,"nfl","","2018-04-20T00:47:19","2018-04-20T00:00:00","Houston Texans at Jacksonville Jaguars","Texans at Jaguars",NA,47,588,640,124.7375,864,47,97,"2018-08-24T21:53:38Z","QRCODE",FALSE,"EverBank Field","America/New_York",TRUE,5178,9,0.83759147,"Jacksonville, FL 32202",561,"EverBank Field","FL","Jacksonville","Jacksonville, FL","everbank-field","1 Everbank Field Dr",0,"https://seatgeek.com/venues/everbank-field/tickets","US","32202",-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"77","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",4346982,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.912,FALSE,FALSE,"2018-10-21T12:00:00",FALSE,0.886,"nfl","","2018-04-20T00:47:27","2018-04-20T00:00:00","Cincinnati Bengals at Kansas City Chiefs","Bengals at Chiefs",NA,45,604,965,137.55544,1107,45,129,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Arrowhead Stadium","America/Chicago",TRUE,1128,9,0.8827867,"Kansas City, MO 64129",616,"Arrowhead Stadium","MO","Kansas City","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","US","64129",-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"78","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",4347036,"2018-10-21T17:00:00","2018-10-21T21:00:00","normal",0.959,FALSE,FALSE,"2018-10-21T13:00:00",FALSE,0.923,"nfl","","2018-04-20T00:47:39","2018-04-20T00:00:00","Carolina Panthers at Philadelphia Eagles","Panthers at Eagles",NA,168,3679,393,432.12,NA,168,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Lincoln Financial Field","America/New_York",TRUE,330,16,0.90542686,"Philadelphia, PA 19148",504,"Lincoln Financial Field","PA","Philadelphia","Philadelphia, PA","lincoln-financial-field","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","19148",-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"79","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",4347071,"2018-10-21T20:05:00","2018-10-22T00:05:00","normal",0.883,FALSE,FALSE,"2018-10-21T16:05:00",FALSE,0.863,"nfl","","2018-04-20T00:47:45","2018-04-20T00:00:00","New Orleans Saints at Baltimore Ravens","Saints at Ravens",NA,62,607,507,154.56213,1012,60,127,"2018-08-24T21:53:38Z","QRCODE",FALSE,"M&T Bank Stadium","America/New_York",TRUE,1121,8,0.8927189,"Baltimore, MD 21230",512,"M&T Bank Stadium","MD","Baltimore","Baltimore, MD","m-t-bank-stadium","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","21230",-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"80","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",4346941,"2018-10-21T20:25:00","2018-10-22T00:25:00","normal",0.997,FALSE,FALSE,"2018-10-21T16:25:00",FALSE,0.954,"nfl","","2018-04-20T00:47:18","2018-04-20T00:00:00","Dallas Cowboys at Washington Redskins","Cowboys at Redskins",NA,191,1177,704,353.8835,1018,185,318,"2018-08-24T21:53:38Z","QRCODE",FALSE,"FedEx Field","America/New_York",TRUE,35,7,0.9333444,"Landover, MD 20785",511,"FedEx Field","MD","Landover","Landover, MD","fedex-field","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","US","20785",-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"81","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",4347118,"2018-10-22T00:20:00","2018-10-22T04:20:00","normal",0.943,FALSE,FALSE,"2018-10-21T17:20:00",FALSE,0.907,"nfl","","2018-04-20T00:47:54","2018-04-20T00:00:00","Los Angeles Rams at San Francisco 49ers","Rams at 49ers",NA,109,2989,857,257.77014,1039,109,223,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Levi's Stadium","America/Los_Angeles",TRUE,58670,12,0.95768774,"Santa Clara, CA 95054",0,"Levi's Stadium","CA","Santa Clara","Santa Clara, CA","levi-s-stadium","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","95054",-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"82","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",4347050,"2018-10-23T00:15:00","2018-10-23T04:15:00","normal",0.963,FALSE,FALSE,"2018-10-22T20:15:00",FALSE,0.923,"nfl","","2018-04-20T00:47:42","2018-04-20T00:00:00","New York Giants at Atlanta Falcons","Giants at Falcons",NA,125,123856,691,495.6194,937,122,291,"2018-08-24T21:53:38Z","QRCODE",FALSE,"Mercedes-Benz Stadium","America/New_York",TRUE,419590,19,0.76958936,"Atlanta, GA 30313",0,"Mercedes-Benz Stadium","GA","Atlanta","Atlanta, GA","mercedes-benz-stadium","441 M.L.K. Jr Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US","30313",-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"83","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",4281985,"2018-10-24T00:00:00","2018-10-24T04:00:00","normal",0.287,FALSE,FALSE,"2018-10-23T19:00:00",FALSE,0.404,"ncaa_football","","2018-02-28T15:00:17","2018-02-28T00:00:00","Troy Trojans at South Alabama Jaguars Football","Troy at South Alabama",NA,26,93,29,45.310345,11,26,42,NA,NA,NA,"Ladd Peebles Stadium","America/Chicago",TRUE,3716,6,0.50177634,"Mobile, AL 36604",686,"Ladd Peebles Stadium","AL","Mobile","Mobile, AL","ladd-peebles-stadium","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US","36604",-88.0761,30.6748,NA,NA,NA
"84","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018",4347018,"2018-10-26T00:20:00","2018-10-26T04:20:00","normal",0.891,FALSE,FALSE,"2018-10-25T19:20:00",FALSE,0.859,"nfl","","2018-04-20T00:47:36","2018-04-20T00:00:00","Miami Dolphins at Houston Texans","Dolphins at Texans",NA,42,1009,485,173.8268,1028,42,137,"2018-08-24T21:53:38Z","QRCODE",FALSE,"NRG Stadium","America/Chicago",TRUE,41,44,0.8624192,"Houston, TX 77054",618,"NRG Stadium","TX","Houston","Houston, TX","nrg-stadium","1 Reliant Park",0,"https://seatgeek.com/venues/nrg-stadium/tickets","US","77054",-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"85","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",4347026,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.938,FALSE,FALSE,"2018-10-28T13:00:00",FALSE,0.904,"nfl","","2018-04-20T00:47:37","2018-04-20T00:00:00","Seattle Seahawks at Detroit Lions","Seahawks at Lions",NA,71,2406,558,167.24193,817,63,139,"2018-08-24T21:53:39Z","QRCODE",FALSE,"Ford Field","America/Detroit",TRUE,346,9,0.9029952,"Detroit, MI 48226",505,"Ford Field","MI","Detroit","Detroit, MI","ford-field","2000 Brush St.",0,"https://seatgeek.com/venues/ford-field/tickets","US","48226",-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"86","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",4347041,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.887,FALSE,FALSE,"2018-10-28T13:00:00",FALSE,0.859,"nfl","","2018-04-20T00:47:40","2018-04-20T00:00:00","Tampa Bay Buccaneers at Cincinnati Bengals","Buccaneers at Bengals",NA,40,332,612,99.745094,916,40,90,"2018-08-24T21:53:39Z","QRCODE",FALSE,"Paul Brown Stadium","America/New_York",TRUE,1124,7,0.86166537,"Cincinnati, OH 45202",515,"Paul Brown Stadium","OH","Cincinnati","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US","45202",-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"87","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",4346940,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.946,FALSE,FALSE,"2018-10-28T13:00:00",FALSE,0.902,"nfl","","2018-04-20T00:47:17","2018-04-20T00:00:00","Washington Redskins at New York Giants","Redskins at Giants",NA,120,1497,532,289.81766,996,120,229,"2018-08-24T21:53:39Z","QRCODE",FALSE,"MetLife Stadium","America/New_York",TRUE,1587,17,0.94873494,"East Rutherford, NJ 07073",501,"MetLife Stadium","NJ","East Rutherford","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","US","07073",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"88","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",4347070,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.908,FALSE,FALSE,"2018-10-28T13:00:00",FALSE,0.875,"nfl","","2018-04-20T00:47:45","2018-04-20T00:00:00","Baltimore Ravens at Carolina Panthers","Ravens at Panthers",NA,86,684,363,222.05785,824,86,173,"2018-08-24T21:53:39Z","QRCODE",FALSE,"Bank of America Stadium","America/New_York",TRUE,1122,9,0.8968222,"Charlotte, NC 28202",517,"Bank of America Stadium","NC","Charlotte","Charlotte, NC","bank-of-america-stadium","800 South Mint Street",0,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","US","28202",-80.8524,35.2243,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"89","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",4346981,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.928,FALSE,FALSE,"2018-10-28T12:00:00",FALSE,0.89,"nfl","","2018-04-20T00:47:27","2018-04-20T00:00:00","Denver Broncos at Kansas City Chiefs","Broncos at Chiefs",NA,77,691,887,189.95602,1078,77,166,"2018-08-24T21:53:39Z","QRCODE",FALSE,"Arrowhead Stadium","America/Chicago",TRUE,1128,9,0.8827867,"Kansas City, MO 64129",616,"Arrowhead Stadium","MO","Kansas City","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","US","64129",-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"90","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",4347078,"2018-10-28T17:00:00","2018-10-28T21:00:00","normal",0.924,FALSE,FALSE,"2018-10-28T13:00:00",FALSE,0.889,"nfl","","2018-04-20T00:47:46","2018-04-20T00:00:00","Cleveland Browns at Pittsburgh Steelers","Browns at Steelers",NA,122,1140,343,286.88046,820,122,240,"2018-08-24T21:53:39Z","QRCODE",FALSE,"Heinz Field","America/New_York",TRUE,1119,10,0.9033526,"Pittsburgh, PA 15212",508,"Heinz Field","PA","Pittsburgh","Pittsburgh, PA","heinz-field","100 Art Rooney Avenue",0,"https://seatgeek.com/venues/heinz-field/tickets","US","15212",-80.0158,40.4468,"2015-12-08T15:36:23Z","QRCODE_TM",FALSE
