"","date","timestamp","is_open","url","id","datetime_utc","visible_until_utc","status","score","time_tbd","date_tbd","datetime_local","datetime_tbd","popularity","type","description","created_at","announce_date","title","short_title","general_admission","lowest_price","highest_price","listing_count","average_price","visible_listing_count","lowest_price_good_deals","median_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","name_v2","timezone","has_upcoming_events","id_venue","num_upcoming_events","score_venue","extended_address","metro_code","name","state","city","display_location","slug","address","popularity_venue","url_venue","country","postal_code","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"120","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060",4347060,"2018-11-11T18:00:00","2018-11-11T22:00:00","normal",0.917,FALSE,FALSE,"2018-11-11T13:00:00",FALSE,0.867,"nfl","","2018-04-20T00:47:43","2018-04-20T00:00:00","Buffalo Bills at New York Jets","Bills at Jets",NA,50,871,954,162.82599,1276,50,137,"2018-08-24T21:53:40Z","QRCODE",FALSE,"MetLife Stadium","America/New_York",TRUE,1587,17,0.94873494,"East Rutherford, NJ 07073",501,"MetLife Stadium","NJ","East Rutherford","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","US","07073",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"121","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912",4346912,"2018-11-11T18:00:00","2018-11-11T22:00:00","normal",0.927,FALSE,FALSE,"2018-11-11T12:00:00",FALSE,0.883,"nfl","","2018-04-20T00:47:13","2018-04-20T00:00:00","Miami Dolphins at Green Bay Packers","Dolphins at Packers",NA,237,1197,141,426.41135,559,180,404,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Lambeau Field","America/Chicago",TRUE,1125,6,0.92909414,"Green Bay, WI 54304",658,"Lambeau Field","WI","Green Bay","Green Bay, WI","lambeau-field","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","US","54304",-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"122","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130",4347130,"2018-11-11T21:05:00","2018-11-12T01:05:00","normal",0.888,FALSE,FALSE,"2018-11-11T13:05:00",FALSE,0.845,"nfl","","2018-04-20T00:47:56","2018-04-20T00:00:00","Los Angeles Chargers at Oakland Raiders","Chargers at Raiders",NA,79,629,480,201.35417,807,79,186,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Oakland-Alameda County Coliseum","America/Los_Angeles",TRUE,14,24,0.7817843,"Oakland, CA 94621",807,"Oakland-Alameda County Coliseum","CA","Oakland","Oakland, CA","oakland-alameda-county-coliseum","7000 Coliseum Way",0,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","US","94621",-122.201,37.7469,"2015-06-24T00:00:00Z","PDF417",FALSE
"123","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920",4346920,"2018-11-11T21:25:00","2018-11-12T01:25:00","normal",0.908,FALSE,FALSE,"2018-11-11T13:25:00",FALSE,0.862,"nfl","","2018-04-20T00:47:14","2018-04-20T00:00:00","Seattle Seahawks at Los Angeles Rams","Seahawks at Rams",NA,54,922,802,184.53117,1349,50,137,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Los Angeles Memorial Coliseum","America/Los_Angeles",TRUE,51012,11,0.86898464,"Los Angeles, CA 90037",0,"Los Angeles Memorial Coliseum","CA","Los Angeles","Los Angeles, CA","los-angeles-memorial-coliseum-1","3911 S Figueroa St",0,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US","90037",-118.288,34.0138,"2018-08-23T17:59:28Z","QRCODE",FALSE
"124","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554",4500554,"2018-11-12T00:00:00","2018-11-12T04:00:00","normal",0.459,FALSE,FALSE,"2018-11-11T19:00:00",FALSE,0.521,"concert","","2018-08-23T20:13:51","2018-08-23T00:00:00","Alex G with Half Waif","Alex G with Half Waif",TRUE,104,569,6,255.83333,1,NA,249,NA,NA,NA,"Crowbar","America/New_York",TRUE,3160,31,0.42424366,"Tampa, FL 33605",539,"Crowbar","FL","Tampa","Tampa, FL","crowbar-2","1812 North 17th Street",0,"https://seatgeek.com/venues/crowbar-2/tickets","US","33605",-82.4406,27.9608,NA,NA,NA
"125","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031",4347031,"2018-11-12T01:20:00","2018-11-12T05:20:00","normal",0.972,FALSE,FALSE,"2018-11-11T20:20:00",FALSE,0.909,"nfl","","2018-04-20T00:47:38","2018-04-20T00:00:00","Dallas Cowboys at Philadelphia Eagles","Cowboys at Eagles",NA,210,1575,442,505.27603,1024,155,451,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Lincoln Financial Field","America/New_York",TRUE,330,16,0.90542686,"Philadelphia, PA 19148",504,"Lincoln Financial Field","PA","Philadelphia","Philadelphia, PA","lincoln-financial-field","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","19148",-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"126","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117",4347117,"2018-11-13T01:15:00","2018-11-13T05:15:00","normal",0.955,FALSE,FALSE,"2018-11-12T17:15:00",FALSE,0.895,"nfl","","2018-04-20T00:47:54","2018-04-20T00:00:00","New York Giants at San Francisco 49ers","Giants at 49ers",NA,88,3694,1072,237.17,NA,90,NA,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Levi's Stadium","America/Los_Angeles",TRUE,58670,12,0.95768774,"Santa Clara, CA 95054",0,"Levi's Stadium","CA","Santa Clara","Santa Clara, CA","levi-s-stadium","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","95054",-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"127","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126",4347126,"2018-11-16T01:20:00","2018-11-16T05:20:00","normal",0.98,FALSE,FALSE,"2018-11-15T17:20:00",FALSE,0.914,"nfl","","2018-04-20T00:47:56","2018-04-20T00:00:00","Green Bay Packers at Seattle Seahawks","Packers at Seahawks",NA,266,1809,199,526.0553,573,249,426,"2018-08-24T21:53:40Z","QRCODE",FALSE,"CenturyLink Field","America/Los_Angeles",TRUE,339,18,0.87232786,"Seattle, WA 98134",819,"CenturyLink Field","WA","Seattle","Seattle, WA","centurylink-field","800 Occidental Ave S",0,"https://seatgeek.com/venues/centurylink-field/tickets","US","98134",-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"128","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-4-pm/4281956",4281956,"2018-11-17T22:00:00","2018-11-18T02:00:00","normal",0.511,FALSE,FALSE,"2018-11-17T16:00:00",FALSE,0.54,"ncaa_football","","2018-02-28T15:00:12","2018-02-28T00:00:00","South Alabama Jaguars at Louisiana Ragin Cajuns Football","South Alabama at Louisiana",NA,54,103,80,64.5125,37,53,57,NA,NA,NA,"Cajun Field","America/Chicago",TRUE,2796,5,0.43303972,"Lafayette, LA 70506",642,"Cajun Field","LA","Lafayette","Lafayette, LA","cajun-field","201 Rhienhardt Drive",0,"https://seatgeek.com/venues/cajun-field/tickets","US","70506",-92.04,30.22,NA,NA,NA
"129","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068",4347068,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.86,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.82,"nfl","","2018-04-20T00:47:45","2018-04-20T00:00:00","Cincinnati Bengals at Baltimore Ravens","Bengals at Ravens",NA,39,550,679,129.5184,1265,39,102,"2018-08-24T21:53:40Z","QRCODE",FALSE,"M&T Bank Stadium","America/New_York",TRUE,1121,8,0.8927189,"Baltimore, MD 21230",512,"M&T Bank Stadium","MD","Baltimore","Baltimore, MD","m-t-bank-stadium","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","21230",-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"130","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025",4347025,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.931,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.884,"nfl","","2018-04-20T00:47:37","2018-04-20T00:00:00","Carolina Panthers at Detroit Lions","Panthers at Lions",NA,67,2393,718,163.05153,992,68,136,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Ford Field","America/Detroit",TRUE,346,9,0.9029952,"Detroit, MI 48226",505,"Ford Field","MI","Detroit","Detroit, MI","ford-field","2000 Brush St.",0,"https://seatgeek.com/venues/ford-field/tickets","US","48226",-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"131","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005",4347005,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.922,FALSE,FALSE,"2018-11-18T12:00:00",FALSE,0.868,"nfl","","2018-04-20T00:47:32","2018-04-20T00:00:00","Minnesota Vikings at Chicago Bears","Vikings at Bears",NA,118,1196,176,327.39774,919,118,281,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Soldier Field","America/Chicago",TRUE,31,11,0.940013,"Chicago, IL 60605",602,"Soldier Field","IL","Chicago","Chicago, IL","soldier-field","1410 S. Museum Campus Drive",0,"https://seatgeek.com/venues/soldier-field/tickets","US","60605",-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"132","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049",4347049,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.98,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.92,"nfl","","2018-04-20T00:47:41","2018-04-20T00:00:00","Dallas Cowboys at Atlanta Falcons","Cowboys at Falcons",NA,209,2149,661,449.5159,1048,209,373,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Mercedes-Benz Stadium","America/New_York",TRUE,419590,19,0.76958936,"Atlanta, GA 30313",0,"Mercedes-Benz Stadium","GA","Atlanta","Atlanta, GA","mercedes-benz-stadium","441 M.L.K. Jr Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US","30313",-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"133","2018-09-17","2018-09-17_11.00.14",TRUE,"https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969",4346969,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.927,FALSE,FALSE,"2018-11-18T12:00:00",FALSE,0.878,"nfl","","2018-04-20T00:47:25","2018-04-20T00:00:00","Philadelphia Eagles at New Orleans Saints","Eagles at Saints",NA,167,3000,1390,385.5151,1266,167,360,"2018-05-29T20:39:16Z","QRCODE",FALSE,"Mercedes-Benz Superdome","America/Chicago",TRUE,128,17,0.8966978,"New Orleans, LA 70112",622,"Mercedes-Benz Superdome","LA","New Orleans","New Orleans, LA","mercedes-benz-superdome","1500 Sugar Bowl Drive",0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US","70112",-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"134","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957",4346957,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.869,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.833,"nfl","","2018-04-20T00:47:22","2018-04-20T00:00:00","Tennessee Titans at Indianapolis Colts","Titans at Colts",NA,28,440,745,105.67785,1106,28,86,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Lucas Oil Stadium","America/Indiana/Indianapolis",TRUE,1130,12,0.9071682,"Indianapolis, IN 46225",527,"Lucas Oil Stadium","IN","Indianapolis","Indianapolis, IN","lucas-oil-stadium","500 South Capitol Avenue",0,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","46225",-86.1639,39.7601,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"135","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929",4346929,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.924,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.868,"nfl","","2018-04-20T00:47:16","2018-04-20T00:00:00","Tampa Bay Buccaneers at New York Giants","Buccaneers at Giants",NA,100,1488,679,245.33727,1192,99,193,"2018-08-24T21:53:40Z","QRCODE",FALSE,"MetLife Stadium","America/New_York",TRUE,1587,17,0.94873494,"East Rutherford, NJ 07073",501,"MetLife Stadium","NJ","East Rutherford","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","US","07073",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"136","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939",4346939,"2018-11-18T18:00:00","2018-11-18T22:00:00","normal",0.922,FALSE,FALSE,"2018-11-18T13:00:00",FALSE,0.873,"nfl","","2018-04-20T00:47:17","2018-04-20T00:00:00","Houston Texans at Washington Redskins","Texans at Redskins",NA,82,928,835,176.5521,1169,81,162,"2018-08-24T21:53:40Z","QRCODE",FALSE,"FedEx Field","America/New_York",TRUE,35,7,0.9333444,"Landover, MD 20785",511,"FedEx Field","MD","Landover","Landover, MD","fedex-field","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","US","20785",-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"137","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110",4347110,"2018-11-18T21:05:00","2018-11-19T01:05:00","normal",0.952,FALSE,FALSE,"2018-11-18T13:05:00",FALSE,0.885,"nfl","","2018-04-20T00:47:52","2018-04-20T00:00:00","Denver Broncos at Los Angeles Chargers","Broncos at Chargers",NA,186,766,314,307.65924,519,164,260,"2018-08-24T21:53:40Z","QRCODE",FALSE,"StubHub Center","America/Los_Angeles",TRUE,52,16,0.7228164,"Carson, CA 90746",803,"StubHub Center","CA","Carson","Carson, CA","stubhub-center","18400 Avalon Blvd",0,"https://seatgeek.com/venues/stubhub-center/tickets","US","90746",-118.261,33.8643,NA,NA,NA
"138","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100",4347100,"2018-11-18T21:05:00","2018-11-19T01:05:00","normal",0.936,FALSE,FALSE,"2018-11-18T14:05:00",FALSE,0.886,"nfl","","2018-04-20T00:47:51","2018-04-20T00:00:00","Oakland Raiders at Arizona Cardinals","Raiders at Cardinals",NA,108,123594,458,531.845,869,108,243,"2018-08-24T21:53:40Z","QRCODE",FALSE,"State Farm Stadium","America/Phoenix",TRUE,43,10,0.93402725,"Glendale, AZ 85305",753,"State Farm Stadium","AZ","Glendale","Glendale, AZ","state-farm-stadium","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","US","85305",-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"139","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-everbank-field/nfl/4346947",4346947,"2018-11-19T01:20:00","2018-11-19T05:20:00","normal",0.898,FALSE,FALSE,"2018-11-18T20:20:00",FALSE,0.844,"nfl","","2018-04-20T00:47:19","2018-04-20T00:00:00","Pittsburgh Steelers at Jacksonville Jaguars","Steelers at Jaguars",NA,162,1049,476,376.39075,788,161,321,"2018-08-24T21:53:40Z","QRCODE",FALSE,"EverBank Field","America/New_York",TRUE,5178,9,0.83759147,"Jacksonville, FL 32202",561,"EverBank Field","FL","Jacksonville","Jacksonville, FL","everbank-field","1 Everbank Field Dr",0,"https://seatgeek.com/venues/everbank-field/tickets","US","32202",-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"140","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137",4347137,"2018-11-20T01:15:00","2018-11-20T05:15:00","normal",0.902,FALSE,FALSE,"2018-11-19T19:15:00",FALSE,0.851,"nfl","","2018-04-20T01:04:04","2018-04-20T00:00:00","Kansas City Chiefs at Los Angeles Rams","Chiefs at Rams",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Estadio Azteca","America/Mexico_City",TRUE,41952,1,0,"Mexico City, Mexico",0,"Estadio Azteca",NA,"Mexico City","Mexico City, Mexico","estadio-azteca-2","Calzada de Tlalpan 3665",0,"https://seatgeek.com/venues/estadio-azteca-2/tickets","Mexico","14370",-99.15,19.3,NA,NA,NA
"141","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024",4347024,"2018-11-22T17:30:00","2018-11-22T21:30:00","normal",0.945,FALSE,FALSE,"2018-11-22T12:30:00",FALSE,0.89,"nfl","","2018-04-20T00:47:36","2018-04-20T00:00:00","Chicago Bears at Detroit Lions","Bears at Lions",NA,100,2393,642,222.39565,891,99,181,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Ford Field","America/Detroit",TRUE,346,9,0.9029952,"Detroit, MI 48226",505,"Ford Field","MI","Detroit","Detroit, MI","ford-field","2000 Brush St.",0,"https://seatgeek.com/venues/ford-field/tickets","US","48226",-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"142","2018-09-17","2018-09-17_11.00.14",TRUE,"https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921",4327921,"2018-11-22T21:30:00","2018-11-23T01:30:00","normal",0.988,FALSE,FALSE,"2018-11-22T15:30:00",FALSE,0.917,"nfl","","2018-04-05T23:08:47","2018-04-05T00:00:00","Washington Redskins at Dallas Cowboys","Redskins at Cowboys",NA,34,4339,3005,399.8113,2535,34,330,"2018-04-17T22:02:33Z","QRCODE",FALSE,"AT&T Stadium","America/Chicago",TRUE,4965,21,0.9751414,"Arlington, TX 76011",623,"AT&T Stadium","TX","Arlington","Arlington, TX","at-t-stadium","1 AT&T Way",0,"https://seatgeek.com/venues/at-t-stadium/tickets","US","76011",-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"143","2018-09-17","2018-09-17_11.00.14",TRUE,"https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968",4346968,"2018-11-23T01:20:00","2018-11-23T05:20:00","normal",0.898,FALSE,FALSE,"2018-11-22T19:20:00",FALSE,0.846,"nfl","","2018-04-20T00:47:24","2018-04-20T00:00:00","Atlanta Falcons at New Orleans Saints","Falcons at Saints",NA,119,4200,1410,319.44824,1256,119,296,"2018-05-29T20:39:22Z","QRCODE",FALSE,"Mercedes-Benz Superdome","America/Chicago",TRUE,128,17,0.8966978,"New Orleans, LA 70112",622,"Mercedes-Benz Superdome","LA","New Orleans","New Orleans, LA","mercedes-benz-superdome","1500 Sugar Bowl Drive",0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US","70112",-90.0786,29.9515,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"144","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-2-pm/4281983",4281983,"2018-11-23T20:00:00","2018-11-24T00:00:00","normal",0.319,FALSE,FALSE,"2018-11-23T14:00:00",FALSE,0.372,"ncaa_football","","2018-02-28T15:00:16","2018-02-28T00:00:00","Coastal Carolina Chanticleers at South Alabama Jaguars Football","Coastal Carolina at South Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ladd Peebles Stadium","America/Chicago",TRUE,3716,6,0.50177634,"Mobile, AL 36604",686,"Ladd Peebles Stadium","AL","Mobile","Mobile, AL","ladd-peebles-stadium","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","US","36604",-88.0761,30.6748,NA,NA,NA
"145","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/giants-at-eagles-tickets/11-25-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346918",4346918,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.958,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.892,"nfl","","2018-04-20T00:47:14","2018-04-20T00:00:00","New York Giants at Philadelphia Eagles","Giants at Eagles",NA,166,1239,426,411.69247,1049,141,350,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Lincoln Financial Field","America/New_York",TRUE,330,16,0.90542686,"Philadelphia, PA 19148",504,"Lincoln Financial Field","PA","Philadelphia","Philadelphia, PA","lincoln-financial-field","1020 Pattison Ave",0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","US","19148",-75.1675,39.9046,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"146","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/browns-at-bengals-tickets/11-25-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347039",4347039,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.898,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.842,"nfl","","2018-04-20T00:47:39","2018-04-20T00:00:00","Cleveland Browns at Cincinnati Bengals","Browns at Bengals",NA,51,11944,599,126.94157,907,51,97,"2018-08-24T21:53:40Z","QRCODE",FALSE,"Paul Brown Stadium","America/New_York",TRUE,1124,7,0.86166537,"Cincinnati, OH 45202",515,"Paul Brown Stadium","OH","Cincinnati","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US","45202",-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"147","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/jaguars-at-bills-tickets/11-25-2018-orchard-park-new-york-new-era-field/nfl/4347058",4347058,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.883,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.835,"nfl","","2018-04-20T00:47:43","2018-04-20T00:00:00","Jacksonville Jaguars at Buffalo Bills","Jaguars at Bills",NA,30,636,1110,97.317116,1486,29,77,"2018-08-24T21:53:41Z","QRCODE",FALSE,"New Era Field","America/New_York",TRUE,1135,7,0.8815085,"Orchard Park, NY 14127",514,"New Era Field","NY","Orchard Park","Orchard Park, NY","new-era-field","1 Bills Drive",0,"https://seatgeek.com/venues/new-era-field/tickets","US","14127",-78.7874,42.7737,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"148","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/raiders-at-ravens-tickets/11-25-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347067",4347067,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.87,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.821,"nfl","","2018-04-20T00:47:44","2018-04-20T00:00:00","Oakland Raiders at Baltimore Ravens","Raiders at Ravens",NA,66,722,595,178.72269,1146,66,138,"2018-08-24T21:53:41Z","QRCODE",FALSE,"M&T Bank Stadium","America/New_York",TRUE,1121,8,0.8927189,"Baltimore, MD 21230",512,"M&T Bank Stadium","MD","Baltimore","Baltimore, MD","m-t-bank-stadium","1101 Russell St",0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","21230",-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"149","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/seahawks-at-panthers-tickets/11-25-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347125",4347125,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.921,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.862,"nfl","","2018-04-20T00:47:55","2018-04-20T00:00:00","Seattle Seahawks at Carolina Panthers","Seahawks at Panthers",NA,90,1196,487,230.846,1022,80,175,"2018-08-24T21:53:41Z","QRCODE",FALSE,"Bank of America Stadium","America/New_York",TRUE,1122,9,0.8968222,"Charlotte, NC 28202",517,"Bank of America Stadium","NC","Charlotte","Charlotte, NC","bank-of-america-stadium","800 South Mint Street",0,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","US","28202",-80.8524,35.2243,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"150","2018-09-17","2018-09-17_11.00.14",FALSE,"https://seatgeek.com/patriots-at-jets-tickets/11-25-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347098",4347098,"2018-11-25T18:00:00","2018-11-25T22:00:00","normal",0.98,FALSE,FALSE,"2018-11-25T13:00:00",FALSE,0.905,"nfl","","2018-04-20T00:47:50","2018-04-20T00:00:00","New England Patriots at New York Jets","Patriots at Jets",NA,108,6034,744,310.38574,1158,101,261,"2018-08-24T21:53:41Z","QRCODE",FALSE,"MetLife Stadium","America/New_York",TRUE,1587,17,0.94873494,"East Rutherford, NJ 07073",501,"MetLife Stadium","NJ","East Rutherford","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","US","07073",-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
