"","date","timestamp","datetime_tbd","score","url","description","created_at","date_tbd","visible_until_utc","announce_date","status","datetime_utc","type","id","title","popularity","short_title","time_tbd","datetime_local","is_open","general_admission","highest_price","lowest_price","average_price","lowest_price_good_deals","listing_count","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","extended_address","display_location","slug","address","score_venue","url_venue","name","postal_code","state","city","country","id_venue","timezone","num_upcoming_events","popularity_venue","name_v2","has_upcoming_events","lon","lat","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"136","2018-09-07","2018-09-07_08.07.42",FALSE,0.839,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","","2018-04-20T00:47:38",FALSE,"2018-11-04T22:00:00","2018-04-20T00:00:00","normal","2018-11-04T18:00:00","nfl",4347033,"Tampa Bay Buccaneers at Carolina Panthers",0.839,"Buccaneers at Panthers",FALSE,"2018-11-04T13:00:00",FALSE,NA,5377,67,235.48,67,1699,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Charlotte, NC 28202","Charlotte, NC","bank-of-america-stadium","800 South Mint Street",0.8968222,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","28202","NC","Charlotte","US",1122,"America/New_York",10,0,"Bank of America Stadium",TRUE,-80.8524,35.2243,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"137","2018-09-07","2018-09-07_08.07.42",FALSE,0.886,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","","2018-04-20T00:47:43",FALSE,"2018-11-04T22:00:00","2018-04-20T00:00:00","normal","2018-11-04T18:00:00","nfl",4347061,"Chicago Bears at Buffalo Bills",0.881,"Bears at Bills",FALSE,"2018-11-04T13:00:00",FALSE,NA,1197,54,155.17,54,2519,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Orchard Park, NY 14127","Orchard Park, NY","new-era-field","1 Bills Drive",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","14127","NY","Orchard Park","US",1135,"America/New_York",8,0,"New Era Field",TRUE,-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"138","2018-09-07","2018-09-07_08.07.42",FALSE,0.886,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","","2018-04-20T00:47:56",FALSE,"2018-11-05T01:05:00","2018-04-20T00:00:00","normal","2018-11-04T21:05:00","nfl",4347127,"Los Angeles Chargers at Seattle Seahawks",0.877,"Chargers at Seahawks",FALSE,"2018-11-04T13:05:00",FALSE,NA,1351,127,369.26,127,1214,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Seattle, WA 98134","Seattle, WA","centurylink-field","800 Occidental Ave S",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","98134","WA","Seattle","US",339,"America/Los_Angeles",14,0,"CenturyLink Field",TRUE,-122.33,47.6,"QRCODE","2018-03-02T22:54:54Z",FALSE
"139","2018-09-07","2018-09-07_08.07.42",FALSE,0.849,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","","2018-04-20T01:04:05",FALSE,"2018-11-05T01:05:00","2018-04-20T00:00:00","normal","2018-11-04T21:05:00","nfl",4347141,"Houston Texans at Denver Broncos",0.851,"Texans at Broncos",FALSE,"2018-11-04T14:05:00",FALSE,NA,123594,112,475.4,112,1396,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Denver, CO 80204","Denver, CO","sports-authority-field-at-mile-high","1701 Bryant St.",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","80204","CO","Denver","US",1131,"America/Denver",8,0,"Sports Authority Field at Mile High",TRUE,-105.02,39.74,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"140","2018-09-07","2018-09-07_08.07.42",FALSE,0.845,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","","2018-04-20T00:47:25",FALSE,"2018-11-05T01:25:00","2018-04-20T00:00:00","normal","2018-11-04T21:25:00","nfl",4346970,"Los Angeles Rams at New Orleans Saints",0.846,"Rams at Saints",FALSE,"2018-11-04T15:25:00",TRUE,NA,5941,71,243.79,71,1377,"QRCODE","2018-05-29T20:39:08Z",FALSE,"New Orleans, LA 70112","New Orleans, LA","mercedes-benz-superdome","1500 Sugar Bowl Drive",0.8966978,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","70112","LA","New Orleans","US",128,"America/Chicago",20,0,"Mercedes-Benz Superdome",TRUE,-90.0786,29.9515,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"141","2018-09-07","2018-09-07_08.07.42",FALSE,0.541,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","","2018-08-23T19:51:10",FALSE,"2018-11-05T05:00:00","2018-08-23T00:00:00","normal","2018-11-05T01:00:00","concert",4494650,"Alex G",0.549,"Alex G",FALSE,"2018-11-04T19:00:00",FALSE,TRUE,562,59,127.23,NA,22,NA,NA,NA,"Chicago, IL 60608","Chicago, IL","thalia-hall","1807 S Allport St",0.51888376,"https://seatgeek.com/venues/thalia-hall/tickets","Thalia Hall","60608","IL","Chicago","US",60271,"America/Chicago",59,0,"Thalia Hall",TRUE,-87.6575,41.8577,NA,NA,NA
"142","2018-09-07","2018-09-07_08.07.42",FALSE,0.966,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","","2018-04-20T00:47:49",FALSE,"2018-11-05T05:20:00","2018-04-20T00:00:00","normal","2018-11-05T01:20:00","nfl",4347089,"Green Bay Packers at New England Patriots",0.947,"Packers at Patriots",FALSE,"2018-11-04T20:20:00",FALSE,NA,14119,458,1141.12,458,1245,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Foxborough, MA 02035","Foxborough, MA","gillette-stadium","1 Patriot Place",0.8983344,"https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","02035","MA","Foxborough","US",33,"America/New_York",14,0,"Gillette Stadium",TRUE,-71.2674,42.0906,"NONE","2018-08-22T15:36:58Z",FALSE
"143","2018-09-07","2018-09-07_08.07.42",FALSE,0.928,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","","2018-04-05T23:08:47",FALSE,"2018-11-06T05:15:00","2018-04-05T00:00:00","normal","2018-11-06T01:15:00","nfl",4327922,"Tennessee Titans at Dallas Cowboys",0.911,"Titans at Cowboys",FALSE,"2018-11-05T19:15:00",TRUE,NA,6036,28,293.39,28,3592,"QRCODE","2018-04-17T22:02:33Z",FALSE,"Arlington, TX 76011","Arlington, TX","at-t-stadium","1 AT&T Way",0.9751414,"https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","76011","TX","Arlington","US",4965,"America/Chicago",25,0,"AT&T Stadium",TRUE,-97.0957,32.7459,"QRCODE","2018-04-17T22:02:33Z",FALSE
"144","2018-09-07","2018-09-07_08.07.42",FALSE,0.868,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","","2018-04-20T00:47:46",FALSE,"2018-11-09T05:20:00","2018-04-20T00:00:00","normal","2018-11-09T01:20:00","nfl",4347075,"Carolina Panthers at Pittsburgh Steelers",0.858,"Panthers at Steelers",FALSE,"2018-11-08T20:20:00",FALSE,NA,2422,91,258.88,91,1705,"QRCODE","2018-08-24T21:53:39Z",FALSE,"Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","100 Art Rooney Avenue",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","15212","PA","Pittsburgh","US",1119,"America/New_York",13,0,"Heinz Field",TRUE,-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"145","2018-09-07","2018-09-07_08.07.42",FALSE,0.904,"https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990","","2018-04-20T00:47:30",FALSE,"2018-11-11T21:00:00","2018-04-20T00:00:00","normal","2018-11-11T17:00:00","nfl",4346990,"New England Patriots at Tennessee Titans",0.887,"Patriots at Titans",FALSE,"2018-11-11T12:00:00",FALSE,NA,12607,267,628.11,277,863,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Nashville, TN 37213","Nashville, TN","nissan-stadium","1 Titans Way",0.8546275,"https://seatgeek.com/venues/nissan-stadium/tickets","Nissan Stadium","37213","TN","Nashville","US",1126,"America/New_York",16,0,"Nissan Stadium",TRUE,-86.7713,36.1665,"NONE","2015-10-19T15:09:39Z",FALSE
"146","2018-09-07","2018-09-07_08.07.42",FALSE,0.846,"https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980","","2018-04-20T00:47:27",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4346980,"Arizona Cardinals at Kansas City Chiefs",0.839,"Cardinals at Chiefs",FALSE,"2018-11-11T12:00:00",FALSE,NA,1047,41,160.7,41,1255,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","64129","MO","Kansas City","US",1128,"America/Chicago",10,0,"Arrowhead Stadium",TRUE,-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"147","2018-09-07","2018-09-07_08.07.42",FALSE,0.875,"https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006","","2018-04-20T00:47:32",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4347006,"Detroit Lions at Chicago Bears",0.863,"Lions at Bears",FALSE,"2018-11-11T12:00:00",FALSE,NA,1969,104,356.23,104,1760,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Chicago, IL 60605","Chicago, IL","soldier-field","1410 S. Museum Campus Drive",0.940013,"https://seatgeek.com/venues/soldier-field/tickets","Soldier Field","60605","IL","Chicago","US",31,"America/Chicago",12,0,"Soldier Field",TRUE,-87.6159,41.8623,"NONE","2018-06-02T00:44:08Z",FALSE
"148","2018-09-07","2018-09-07_08.07.42",FALSE,0.849,"https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040","","2018-04-20T00:47:40",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4347040,"New Orleans Saints at Cincinnati Bengals",0.839,"Saints at Bengals",FALSE,"2018-11-11T13:00:00",FALSE,NA,1109,51,148.68,51,1515,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","45202","OH","Cincinnati","US",1124,"America/New_York",9,0,"Paul Brown Stadium",TRUE,-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"149","2018-09-07","2018-09-07_08.07.42",FALSE,0.834,"https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958","","2018-04-20T00:47:22",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4346958,"Jacksonville Jaguars at Indianapolis Colts",0.833,"Jaguars at Colts",FALSE,"2018-11-11T13:00:00",FALSE,NA,6154,33,169.08,33,2424,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Indianapolis, IN 46225","Indianapolis, IN","lucas-oil-stadium","500 South Capitol Avenue",0.9071682,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","Lucas Oil Stadium","46225","IN","Indianapolis","US",1130,"America/Indiana/Indianapolis",14,0,"Lucas Oil Stadium",TRUE,-86.1639,39.7601,"QRCODE_TM","2015-08-22T16:51:43Z",FALSE
"150","2018-09-07","2018-09-07_08.07.42",FALSE,0.835,"https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930","","2018-04-20T00:47:16",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4346930,"Washington Redskins at Tampa Bay Buccaneers",0.827,"Redskins at Buccaneers",FALSE,"2018-11-11T13:00:00",FALSE,NA,1268,75,240.05,75,1081,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Tampa, FL 33607","Tampa, FL","raymond-james-stadium","4201 North Dale Mabry Highway",0.86513025,"https://seatgeek.com/venues/raymond-james-stadium/tickets","Raymond James Stadium","33607","FL","Tampa","US",39,"America/New_York",16,0,"Raymond James Stadium",TRUE,-82.5034,27.9753,"QRCODE_TM","2015-08-24T14:44:53Z",FALSE
"151","2018-09-07","2018-09-07_08.07.42",FALSE,0.861,"https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060","","2018-04-20T00:47:43",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4347060,"Buffalo Bills at New York Jets",0.847,"Bills at Jets",FALSE,"2018-11-11T13:00:00",FALSE,NA,6022,36,176.67,36,2702,"QRCODE","2018-08-24T21:53:40Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"152","2018-09-07","2018-09-07_08.07.42",FALSE,0.834,"https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996","","2018-04-20T00:47:31",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4346996,"Atlanta Falcons at Cleveland Browns",0.833,"Falcons at Browns",FALSE,"2018-11-11T13:00:00",FALSE,NA,1176,31,129.66,33,2548,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15","100 Alfred Lerner Way",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","44114","OH","Cleveland","US",1123,"America/New_York",8,0,"FirstEnergy Stadium",TRUE,-81.7,41.5065,"NONE","2015-11-11T20:55:31Z",FALSE
"153","2018-09-07","2018-09-07_08.07.42",FALSE,0.893,"https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912","","2018-04-20T00:47:13",FALSE,"2018-11-11T22:00:00","2018-04-20T00:00:00","normal","2018-11-11T18:00:00","nfl",4346912,"Miami Dolphins at Green Bay Packers",0.883,"Dolphins at Packers",FALSE,"2018-11-11T12:00:00",FALSE,NA,1861,193,412.2,193,1183,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Green Bay, WI 54304","Green Bay, WI","lambeau-field","1265 Lombardi Avenue",0.92909414,"https://seatgeek.com/venues/lambeau-field/tickets","Lambeau Field","54304","WI","Green Bay","US",1125,"America/Chicago",8,0,"Lambeau Field",TRUE,-88.0622,44.5013,"QRCODE_TM","2015-09-02T22:43:34Z",FALSE
"154","2018-09-07","2018-09-07_08.07.42",FALSE,0.856,"https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130","","2018-04-20T00:47:56",FALSE,"2018-11-12T01:05:00","2018-04-20T00:00:00","normal","2018-11-11T21:05:00","nfl",4347130,"Los Angeles Chargers at Oakland Raiders",0.845,"Chargers at Raiders",FALSE,"2018-11-11T13:05:00",FALSE,NA,1268,96,242.56,96,1383,"QRCODE","2018-08-24T21:53:40Z",FALSE,"Oakland, CA 94621","Oakland, CA","oakland-alameda-county-coliseum","7000 Coliseum Way",0.7817843,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","94621","CA","Oakland","US",14,"America/Los_Angeles",30,0,"Oakland-Alameda County Coliseum",TRUE,-122.201,37.7469,"PDF417","2015-06-24T00:00:00Z",FALSE
