"","date","timestamp","date_tbd","created_at","popularity","visible_until_utc","description","datetime_local","datetime_utc","type","id","score","status","title","time_tbd","url","announce_date","short_title","datetime_tbd","is_open","general_admission","lowest_price","listing_count","highest_price","visible_listing_count","lowest_price_good_deals","average_price","median_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","address","state","popularity_venue","city","country","postal_code","timezone","num_upcoming_events","id_venue","score_venue","slug","extended_address","metro_code","display_location","name_v2","name","url_venue","has_upcoming_events","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"14","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:52",1.022,"2018-10-01T00:25:00","","2018-09-30T13:25:00","2018-09-30T20:25:00","nfl",4347112,0.924,"normal","San Francisco 49ers at Los Angeles Chargers",FALSE,"https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","2018-04-20T00:00:00","49ers at Chargers",FALSE,FALSE,NA,126,191,461,294,125,199.17278,184,"QRCODE",FALSE,"2018-08-24T20:52:20Z","18400 Avalon Blvd","CA",0,"Carson","US","90746","America/Los_Angeles",14,52,0.7228164,"stubhub-center","Carson, CA 90746",803,"Carson, CA","StubHub Center","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets",TRUE,-118.261,33.8643,NA,NA,NA
"15","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:25",1.007,"2018-10-01T00:25:00","","2018-09-30T16:25:00","2018-09-30T20:25:00","nfl",4346972,0.905,"normal","New Orleans Saints at New York Giants",FALSE,"https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","2018-04-20T00:00:00","Saints at Giants",FALSE,FALSE,NA,127,145,1937,395,144,330.4207,265,"QRCODE",FALSE,"2018-08-24T20:47:31Z","1 MetLife Stadium Drive","NJ",0,"East Rutherford","US","07073","America/New_York",16,1587,0.94873494,"metlife-stadium","East Rutherford, NJ 07073",501,"East Rutherford, NJ","MetLife Stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"16","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:47",0.963,"2018-10-01T04:20:00","","2018-09-30T20:20:00","2018-10-01T00:20:00","nfl",4347080,0.875,"normal","Baltimore Ravens at Pittsburgh Steelers",FALSE,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","2018-04-20T00:00:00","Ravens at Steelers",FALSE,FALSE,NA,90,128,542,403,89,209.07812,188,"QRCODE",FALSE,"2018-08-24T20:51:27Z","100 Art Rooney Avenue","PA",0,"Pittsburgh","US","15212","America/New_York",10,1119,0.9033526,"heinz-field","Pittsburgh, PA 15212",508,"Pittsburgh, PA","Heinz Field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets",TRUE,-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"17","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T01:04:05",0.958,"2018-10-02T04:15:00","","2018-10-01T18:15:00","2018-10-02T00:15:00","nfl",4347139,0.869,"normal","Kansas City Chiefs at Denver Broncos",FALSE,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","2018-04-20T00:00:00","Chiefs at Broncos",FALSE,FALSE,NA,139,81,680,349,139,304.19754,271,"QRCODE",FALSE,"2018-08-24T20:57:25Z","1701 Bryant Street","CO",0,"Denver","US","80204","America/Denver",7,1131,0.9028296,"sports-authority-field-at-mile-high","Denver, CO 80204",751,"Denver, CO","Sports Authority Field at Mile High","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",TRUE,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"18","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:50",0.959,"2018-10-05T04:20:00","","2018-10-04T20:20:00","2018-10-05T00:20:00","nfl",4347096,0.902,"normal","Indianapolis Colts at New England Patriots",FALSE,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","2018-04-20T00:00:00","Colts at Patriots",FALSE,FALSE,NA,130,190,671,488,130,272.4684,240,"QRCODE",FALSE,"2018-08-24T21:03:24Z","1 Patriot Place","MA",0,"Foxborough","US","02035","America/New_York",15,33,0.8983344,"gillette-stadium","Foxborough, MA 02035",506,"Foxborough, MA","Gillette Stadium","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets",TRUE,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"19","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-02-28T15:00:17",0.676,"2018-10-06T23:30:00","","2018-10-06T15:30:00","2018-10-06T19:30:00","ncaa_football",4281989,0.573,"normal","South Alabama Jaguars at Georgia Southern Eagles Football",FALSE,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","2018-02-28T00:00:00","South Alabama at Georgia Southern",FALSE,FALSE,NA,31,16,69,6,NA,47.25,46,NA,NA,NA,"225 Lanier Drive","GA",0,"Statesboro","US","30460","America/New_York",4,2352,0.41380084,"allen-e-paulson-stadium","Statesboro, GA 30460",507,"Statesboro, GA","Allen E. Paulson Stadium","Allen E. Paulson Stadium","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",TRUE,-81.7832,32.4488,NA,NA,NA
"20","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:47",0.936,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347079,0.883,"normal","Atlanta Falcons at Pittsburgh Steelers",FALSE,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","2018-04-20T00:00:00","Falcons at Steelers",FALSE,FALSE,NA,150,231,985,412,150,397.19913,367,"QRCODE",FALSE,"2018-08-24T21:16:40Z","100 Art Rooney Avenue","PA",0,"Pittsburgh","US","15212","America/New_York",10,1119,0.9033526,"heinz-field","Pittsburgh, PA 15212",508,"Pittsburgh, PA","Heinz Field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets",TRUE,-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"21","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:37",0.95,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347027,0.893,"normal","Green Bay Packers at Detroit Lions",FALSE,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","2018-04-20T00:00:00","Packers at Lions",FALSE,FALSE,NA,137,337,2392,549,121,256.83383,201,"QRCODE",FALSE,"2018-08-24T21:05:06Z","2000 Brush St.","MI",0,"Detroit","US","48226","America/Detroit",11,346,0.9029952,"ford-field","Detroit, MI 48226",505,"Detroit, MI","Ford Field","Ford Field","https://seatgeek.com/venues/ford-field/tickets",TRUE,-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"22","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:38",0.939,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347032,0.881,"normal","New York Giants at Carolina Panthers",FALSE,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","2018-04-20T00:00:00","Giants at Panthers",FALSE,FALSE,NA,165,189,1090,418,165,363.418,309,"QRCODE",FALSE,"2018-08-24T21:15:58Z","800 South Mint Street","NC",0,"Charlotte","US","28202","America/New_York",8,1122,0.8968222,"bank-of-america-stadium","Charlotte, NC 28202",517,"Charlotte, NC","Bank of America Stadium","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets",TRUE,-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"23","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:34",0.963,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347011,0.906,"normal","Denver Broncos at New York Jets",FALSE,"https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","2018-04-20T00:00:00","Broncos at Jets",FALSE,FALSE,NA,45,805,781,975,45,159.39876,136,"QRCODE",FALSE,"2018-09-05T19:53:41Z","1 MetLife Stadium Drive","NJ",0,"East Rutherford","US","07073","America/New_York",16,1587,0.94873494,"metlife-stadium","East Rutherford, NJ 07073",501,"East Rutherford, NJ","MetLife Stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"24","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:40",0.898,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347043,0.834,"normal","Miami Dolphins at Cincinnati Bengals",FALSE,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","2018-04-20T00:00:00","Dolphins at Bengals",FALSE,FALSE,NA,61,240,357,592,66,113.8625,106,"QRCODE",FALSE,"2018-08-24T21:16:15Z","1 Paul Brown Stadium","OH",0,"Cincinnati","US","45202","America/New_York",7,1124,0.86166537,"paul-brown-stadium","Cincinnati, OH 45202",515,"Cincinnati, OH","Paul Brown Stadium","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"25","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:31",0.902,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4346999,0.839,"normal","Baltimore Ravens at Cleveland Browns",FALSE,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","2018-04-20T00:00:00","Ravens at Browns",FALSE,FALSE,NA,71,510,874,673,75,153.38235,115,"QRCODE",FALSE,"2018-08-24T21:04:01Z","100 Alfred Lerner Way","OH",0,"Cleveland","US","44114","America/New_York",6,1123,0.86852187,"firstenergy-stadium-15","Cleveland, OH 44114",510,"Cleveland, OH","FirstEnergy Stadium","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"26","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:44",0.902,"2018-10-07T21:00:00","","2018-10-07T13:00:00","2018-10-07T17:00:00","nfl",4347063,0.844,"normal","Tennessee Titans at Buffalo Bills",FALSE,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","2018-04-20T00:00:00","Titans at Bills",FALSE,FALSE,NA,67,410,440,629,67,133.76341,121,"QRCODE",FALSE,"2018-08-24T21:16:26Z","1 Bills Drive","NY",0,"Orchard Park","US","14127","America/New_York",7,1135,0.8815085,"new-era-field","Orchard Park, NY 14127",514,"Orchard Park, NY","New Era Field","New Era Field","https://seatgeek.com/venues/new-era-field/tickets",TRUE,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"27","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:28",0.922,"2018-10-07T21:00:00","","2018-10-07T12:00:00","2018-10-07T17:00:00","nfl",4346983,0.865,"normal","Jacksonville Jaguars at Kansas City Chiefs",FALSE,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","2018-04-20T00:00:00","Jaguars at Chiefs",FALSE,FALSE,NA,84,618,402,941,84,180.59386,168,"QRCODE",FALSE,"2018-08-24T21:03:49Z","1 Arrowhead Drive","MO",0,"Kansas City","US","64129","America/Chicago",8,1128,0.8827867,"arrowhead-stadium","Kansas City, MO 64129",616,"Kansas City, MO","Arrowhead Stadium","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets",TRUE,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"28","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:52",0.978,"2018-10-08T00:05:00","","2018-10-07T13:05:00","2018-10-07T20:05:00","nfl",4347111,0.924,"normal","Oakland Raiders at Los Angeles Chargers",FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-04-20T00:00:00","Raiders at Chargers",FALSE,FALSE,NA,194,396,1198,507,200,294.34595,261,"QRCODE",FALSE,"2018-08-24T21:17:06Z","18400 Avalon Blvd","CA",0,"Carson","US","90746","America/Los_Angeles",14,52,0.7228164,"stubhub-center","Carson, CA 90746",803,"Carson, CA","StubHub Center","StubHub Center","https://seatgeek.com/venues/stubhub-center/tickets",TRUE,-118.261,33.8643,NA,NA,NA
"29","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:53",0.933,"2018-10-08T00:25:00","","2018-10-07T13:25:00","2018-10-07T20:25:00","nfl",4347115,0.878,"normal","Arizona Cardinals at San Francisco 49ers",FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-04-20T00:00:00","Cardinals at 49ers",FALSE,FALSE,NA,44,680,571,824,44,139.97794,122,"QRCODE",FALSE,"2018-09-05T19:47:23Z","4900 Marie P DeBartolo Way","CA",0,"Santa Clara","US","95054","America/Los_Angeles",13,58670,0.95768774,"levi-s-stadium","Santa Clara, CA 95054",0,"Santa Clara, CA","Levi's Stadium","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets",TRUE,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"30","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:56",0.924,"2018-10-08T00:25:00","","2018-10-07T13:25:00","2018-10-07T20:25:00","nfl",4347128,0.866,"normal","Los Angeles Rams at Seattle Seahawks",FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-04-20T00:00:00","Rams at Seahawks",FALSE,FALSE,NA,164,142,843,439,164,374.39438,360,"QRCODE",FALSE,"2018-08-24T21:19:14Z","800 Occidental Ave S","WA",0,"Seattle","US","98134","America/Los_Angeles",12,339,0.87232786,"centurylink-field","Seattle, WA 98134",819,"Seattle, WA","CenturyLink Field","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets",TRUE,-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"31","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:26",0.951,"2018-10-08T00:25:00","","2018-10-07T16:25:00","2018-10-07T20:25:00","nfl",4346976,0.897,"normal","Minnesota Vikings at Philadelphia Eagles",FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-04-20T00:00:00","Vikings at Eagles",FALSE,FALSE,NA,213,274,1024,685,170,425.3175,385,"QRCODE",FALSE,"2018-08-24T21:03:38Z","1020 Pattison Ave","PA",0,"Philadelphia","US","19148","America/New_York",14,330,0.90542686,"lincoln-financial-field","Philadelphia, PA 19148",504,"Philadelphia, PA","Lincoln Financial Field","Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets",TRUE,-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"32","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:36",0.972,"2018-10-08T04:20:00","","2018-10-07T19:20:00","2018-10-08T00:20:00","nfl",4347020,0.921,"normal","Dallas Cowboys at Houston Texans",FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-04-20T00:00:00","Cowboys at Texans",FALSE,FALSE,NA,266,16,1575,672,218,507.75,394,"QRCODE",FALSE,"2018-08-24T21:04:53Z","1 Reliant Park","TX",0,"Houston","US","77054","America/Chicago",45,41,0.8624192,"nrg-stadium","Houston, TX 77054",618,"Houston, TX","NRG Stadium","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets",TRUE,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"33","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-08-03T16:01:06",0.485,"2018-10-09T00:00:00","","2018-10-08T16:00:00","2018-10-08T20:00:00","sports",4474093,0.324,"normal","Baltimore Ravens at A Purple Evening",FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-08-03T00:00:00","Baltimore Ravens at A Purple Evening",FALSE,FALSE,NA,65,11,584,3,NA,260.36365,251,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z","1101 Russell St","MD",0,"Baltimore","US","21230","America/New_York",7,1121,0.8927189,"m-t-bank-stadium","Baltimore, MD 21230",512,"Baltimore, MD","M&T Bank Stadium","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets",TRUE,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"34","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:25",0.901,"2018-10-09T04:15:00","","2018-10-08T19:15:00","2018-10-09T00:15:00","nfl",4346971,0.841,"normal","Washington Redskins at New Orleans Saints",FALSE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-04-20T00:00:00","Redskins at Saints",FALSE,TRUE,NA,78,1485,5942,1380,78,239.12862,216,"QRCODE",FALSE,"2018-05-29T20:38:55Z","1500 Sugar Bowl Drive","LA",0,"New Orleans","US","70112","America/Chicago",17,128,0.8966978,"mercedes-benz-superdome","New Orleans, LA 70112",622,"New Orleans, LA","Mercedes-Benz Superdome","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",TRUE,-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"35","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:14",0.949,"2018-10-12T04:20:00","","2018-10-11T20:20:00","2018-10-12T00:20:00","nfl",4346917,0.907,"normal","Philadelphia Eagles at New York Giants",FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-04-20T00:00:00","Eagles at Giants",FALSE,FALSE,NA,134,516,1438,831,134,325.5155,254,"QRCODE",FALSE,"2018-08-24T21:52:02Z","1 MetLife Stadium Drive","NJ",0,"East Rutherford","US","07073","America/New_York",16,1587,0.94873494,"metlife-stadium","East Rutherford, NJ 07073",501,"East Rutherford, NJ","MetLife Stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"36","2018-09-28","2018-09-28_11.03.25",FALSE,"2017-12-21T15:00:36",0.572,"2018-10-14T01:00:00","","2018-10-13T16:00:00","2018-10-13T21:00:00","ncaa_football",4192619,0.468,"normal","Alabama State Hornets at South Alabama Jaguars Football",FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2017-12-21T00:00:00","Alabama State at South Alabama",FALSE,FALSE,NA,19,13,85,6,19,41.076923,36,NA,NA,NA,"1621 Virginia St.","AL",0,"Mobile","US","36604","America/Chicago",5,3716,0.50177634,"ladd-peebles-stadium","Mobile, AL 36604",686,"Mobile, AL","Ladd Peebles Stadium","Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",TRUE,-88.0761,30.6748,NA,NA,NA
"37","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:42",0.901,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4347051,0.859,"normal","Tampa Bay Buccaneers at Atlanta Falcons",FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-04-20T00:00:00","Buccaneers at Falcons",FALSE,FALSE,NA,78,816,954,972,78,208.77942,189,"QRCODE",FALSE,"2018-08-24T21:53:35Z","35 Northside Dr NW","GA",0,"Atlanta","US","30313","America/New_York",20,419590,0.76958936,"mercedes-benz-stadium","Atlanta, GA 30313",0,"Atlanta, GA","Mercedes-Benz Stadium","Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",TRUE,-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"38","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:22",0.927,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4346961,0.887,"normal","Indianapolis Colts at New York Jets",FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-04-20T00:00:00","Colts at Jets",FALSE,FALSE,NA,46,761,1028,1075,46,158.25362,131,"QRCODE",FALSE,"2018-08-24T21:52:02Z","1 MetLife Stadium Drive","NJ",0,"East Rutherford","US","07073","America/New_York",16,1587,0.94873494,"metlife-stadium","East Rutherford, NJ 07073",501,"East Rutherford, NJ","MetLife Stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"39","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:40",0.899,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4347042,0.856,"normal","Pittsburgh Steelers at Cincinnati Bengals",FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-04-20T00:00:00","Steelers at Bengals",FALSE,FALSE,NA,102,325,123844,595,111,590.7723,188,"QRCODE",FALSE,"2018-08-24T21:53:35Z","1 Paul Brown Stadium","OH",0,"Cincinnati","US","45202","America/New_York",7,1124,0.86166537,"paul-brown-stadium","Cincinnati, OH 45202",515,"Cincinnati, OH","Paul Brown Stadium","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"40","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:47",0.902,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4347081,0.859,"normal","Chicago Bears at Miami Dolphins",FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-04-20T00:00:00","Bears at Dolphins",FALSE,FALSE,NA,95,122,11370,794,84,317.84427,207,"QRCODE",FALSE,"2018-08-24T21:53:35Z","347 Don Shula Dr.","FL",0,"Miami Gardens","US","33056","America/New_York",35,29,0.8378203,"hard-rock-stadium","Miami Gardens, FL 33056",528,"Miami Gardens, FL","Hard Rock Stadium","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets",TRUE,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"41","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:31",0.889,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4346998,0.845,"normal","Los Angeles Chargers at Cleveland Browns",FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-04-20T00:00:00","Chargers at Browns",FALSE,FALSE,NA,63,678,675,903,55,134.55753,110,"QRCODE",FALSE,"2018-08-24T21:53:35Z","100 Alfred Lerner Way","OH",0,"Cleveland","US","44114","America/New_York",6,1123,0.86852187,"firstenergy-stadium-15","Cleveland, OH 44114",510,"Cleveland, OH","FirstEnergy Stadium","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"42","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:18",0.938,"2018-10-14T21:00:00","","2018-10-14T13:00:00","2018-10-14T17:00:00","nfl",4346942,0.894,"normal","Carolina Panthers at Washington Redskins",FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-04-20T00:00:00","Panthers at Redskins",FALSE,FALSE,NA,95,581,770,977,94,173.65749,149,"QRCODE",FALSE,"2018-08-24T21:52:02Z","1600 Fedex Way","MD",0,"Landover","US","20785","America/New_York",6,35,0.9333444,"fedex-field","Landover, MD 20785",511,"Landover, MD","FedEx Field","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets",TRUE,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"43","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T00:47:36",0.885,"2018-10-14T21:00:00","","2018-10-14T12:00:00","2018-10-14T17:00:00","nfl",4347019,0.842,"normal","Buffalo Bills at Houston Texans",FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-04-20T00:00:00","Bills at Texans",FALSE,FALSE,NA,45,624,585,1013,45,170.48878,154,"QRCODE",FALSE,"2018-08-24T21:53:35Z","1 Reliant Park","TX",0,"Houston","US","77054","America/Chicago",45,41,0.8624192,"nrg-stadium","Houston, TX 77054",618,"Houston, TX","NRG Stadium","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets",TRUE,-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"44","2018-09-28","2018-09-28_11.03.25",FALSE,"2018-04-20T01:04:06",0.901,"2018-10-14T21:00:00","","2018-10-14T12:00:00","2018-10-14T17:00:00","nfl",4347145,0.859,"normal","Arizona Cardinals at Minnesota Vikings",FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-04-20T00:00:00","Cardinals at Vikings",FALSE,FALSE,NA,113,445,4462,568,113,304.6045,246,"QRCODE",FALSE,"2018-08-24T21:53:38Z","401 Chicago Avenue","MN",0,"Minneapolis","US","55415","America/Chicago",15,218451,0.88524246,"u-s-bank-stadium","Minneapolis, MN 55415",0,"Minneapolis, MN","U.S. Bank Stadium","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets",TRUE,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
