"","date","timestamp","title","url","type","date_tbd","datetime_tbd","visible_until_utc","datetime_utc","short_title","status","time_tbd","datetime_local","is_open","announce_date","description","popularity","score","id","created_at","general_admission","highest_price","lowest_price_good_deals","lowest_price","listing_count","average_price","visible_listing_count","median_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","state","url_venue","extended_address","address","name","metro_code","timezone","name_v2","country","slug","postal_code","city","display_location","popularity_venue","has_upcoming_events","score_venue","num_upcoming_events","id_venue","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"11","2018-09-24","2018-09-24_08.02.47","New York Jets at Jacksonville Jaguars","https://seatgeek.com/jets-at-jaguars-tickets/9-30-2018-jacksonville-florida-everbank-field/nfl/4346949","nfl",FALSE,FALSE,"2018-09-30T21:00:00","2018-09-30T17:00:00","Jets at Jaguars","normal",FALSE,"2018-09-30T13:00:00",FALSE,"2018-04-20T00:00:00","",0.91,0.825,4346949,"2018-04-20T00:47:19",NA,427,54,55,367,121.23706,603,99,"QRCODE","2018-08-24T20:38:35Z",FALSE,"FL","https://seatgeek.com/venues/everbank-field/tickets","Jacksonville, FL 32202","1 Everbank Field Dr","EverBank Field",561,"America/New_York","EverBank Field","US","everbank-field","32202","Jacksonville","Jacksonville, FL",0,TRUE,0.83759147,8,5178,30.3239,-81.6373,"QRCODE_TM","2015-10-17T20:03:42Z",FALSE
"12","2018-09-24","2018-09-24_08.02.47","Detroit Lions at Dallas Cowboys","https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924","nfl",FALSE,FALSE,"2018-09-30T21:00:00","2018-09-30T17:00:00","Lions at Cowboys","normal",FALSE,"2018-09-30T12:00:00",TRUE,"2018-04-05T00:00:00","",1.004,0.953,4327924,"2018-04-05T23:08:47",NA,1800,NA,NA,2515,254.8998,2020,210,"QRCODE","2018-04-17T22:02:33Z",FALSE,"TX","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","1 AT&T Way","AT&T Stadium",623,"America/Chicago","AT&T Stadium","US","at-t-stadium","76011","Arlington","Arlington, TX",0,TRUE,0.9751414,23,4965,32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"13","2018-09-24","2018-09-24_08.02.47","Houston Texans at Indianapolis Colts","https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962","nfl",FALSE,FALSE,"2018-09-30T21:00:00","2018-09-30T17:00:00","Texans at Colts","normal",FALSE,"2018-09-30T13:00:00",FALSE,"2018-04-20T00:00:00","",0.923,0.844,4346962,"2018-04-20T00:47:22",NA,829,33,33,497,115.62777,872,103,"QRCODE","2018-08-24T20:46:39Z",FALSE,"IN","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN 46225","500 South Capitol Avenue","Lucas Oil Stadium",527,"America/Indiana/Indianapolis","Lucas Oil Stadium","US","lucas-oil-stadium","46225","Indianapolis","Indianapolis, IN",0,TRUE,0.9071682,14,1130,39.7601,-86.1639,"QRCODE_TM","2018-09-13T22:29:37Z",FALSE
"14","2018-09-24","2018-09-24_08.02.47","Seattle Seahawks at Arizona Cardinals","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","nfl",FALSE,FALSE,"2018-10-01T00:05:00","2018-09-30T20:05:00","Seahawks at Cardinals","normal",FALSE,"2018-09-30T13:05:00",FALSE,"2018-04-20T00:00:00","",0.982,0.92,4347103,"2018-04-20T00:47:51",NA,627,28,34,541,140.4233,1281,112,"QRCODE","2018-09-05T19:57:48Z",FALSE,"AZ","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","1 Cardinals Drive","State Farm Stadium",753,"America/Phoenix","State Farm Stadium","US","state-farm-stadium","85305","Glendale","Glendale, AZ",0,TRUE,0.93402725,10,43,33.5294,-112.262,"NONE","2015-12-21T17:26:05Z",FALSE
"15","2018-09-24","2018-09-24_08.02.47","Cleveland Browns at Oakland Raiders","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","nfl",FALSE,FALSE,"2018-10-01T00:05:00","2018-09-30T20:05:00","Browns at Raiders","normal",FALSE,"2018-09-30T13:05:00",FALSE,"2018-04-20T00:00:00","",0.943,0.871,4347154,"2018-04-20T01:04:25",NA,469,80,85,259,170.7722,422,176,"QRCODE","2018-08-24T20:56:48Z",FALSE,"CA","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland, CA 94621","7000 Coliseum Way","Oakland-Alameda County Coliseum",807,"America/Los_Angeles","Oakland-Alameda County Coliseum","US","oakland-alameda-county-coliseum","94621","Oakland","Oakland, CA",0,TRUE,0.7817843,21,14,37.7469,-122.201,"PDF417","2015-06-24T00:00:00Z",FALSE
"16","2018-09-24","2018-09-24_08.02.47","San Francisco 49ers at Los Angeles Chargers","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","nfl",FALSE,FALSE,"2018-10-01T00:25:00","2018-09-30T20:25:00","49ers at Chargers","normal",FALSE,"2018-09-30T13:25:00",FALSE,"2018-04-20T00:00:00","",1.014,0.961,4347112,"2018-04-20T00:47:52",NA,123724,147,149,223,838.444,471,277,"QRCODE","2018-08-24T20:52:20Z",FALSE,"CA","https://seatgeek.com/venues/stubhub-center/tickets","Carson, CA 90746","18400 Avalon Blvd","StubHub Center",803,"America/Los_Angeles","StubHub Center","US","stubhub-center","90746","Carson","Carson, CA",0,TRUE,0.7228164,14,52,33.8643,-118.261,NA,NA,NA
"17","2018-09-24","2018-09-24_08.02.47","New Orleans Saints at New York Giants","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","nfl",FALSE,FALSE,"2018-10-01T00:25:00","2018-09-30T20:25:00","Saints at Giants","normal",FALSE,"2018-09-30T16:25:00",FALSE,"2018-04-20T00:00:00","",1.014,0.96,4346972,"2018-04-20T00:47:25",NA,1199,126,126,225,375.72888,533,276,"QRCODE","2018-08-24T20:47:31Z",FALSE,"NJ","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",501,"America/New_York","MetLife Stadium","US","metlife-stadium","07073","East Rutherford","East Rutherford, NJ",0,TRUE,0.94873494,16,1587,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"18","2018-09-24","2018-09-24_08.02.47","Baltimore Ravens at Pittsburgh Steelers","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","nfl",FALSE,FALSE,"2018-10-01T04:20:00","2018-10-01T00:20:00","Ravens at Steelers","normal",FALSE,"2018-09-30T20:20:00",FALSE,"2018-04-20T00:00:00","",0.974,0.926,4347080,"2018-04-20T00:47:47",NA,856,97,107,188,266.47342,435,242,"QRCODE","2018-08-24T20:51:27Z",FALSE,"PA","https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","100 Art Rooney Avenue","Heinz Field",508,"America/New_York","Heinz Field","US","heinz-field","15212","Pittsburgh","Pittsburgh, PA",0,TRUE,0.9033526,10,1119,40.4468,-80.0158,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"19","2018-09-24","2018-09-24_08.02.47","Kansas City Chiefs at Denver Broncos","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","nfl",FALSE,FALSE,"2018-10-02T04:15:00","2018-10-02T00:15:00","Chiefs at Broncos","normal",FALSE,"2018-10-01T18:15:00",FALSE,"2018-04-20T00:00:00","",0.956,0.9,4347139,"2018-04-20T01:04:05",NA,1150,150,162,73,350.39725,471,292,"QRCODE","2018-08-24T20:57:25Z",FALSE,"CO","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","1701 Bryant St.","Sports Authority Field at Mile High",751,"America/Denver","Sports Authority Field at Mile High","US","sports-authority-field-at-mile-high","80204","Denver","Denver, CO",0,TRUE,0.9028296,7,1131,39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"20","2018-09-24","2018-09-24_08.02.47","Indianapolis Colts at New England Patriots","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","nfl",FALSE,FALSE,"2018-10-05T04:20:00","2018-10-05T00:20:00","Colts at Patriots","normal",FALSE,"2018-10-04T20:20:00",FALSE,"2018-04-20T00:00:00","",0.964,0.943,4347096,"2018-04-20T00:47:50",NA,1197,162,170,228,332.0658,691,272,"QRCODE","2018-08-24T21:03:24Z",FALSE,"MA","https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA 02035","1 Patriot Place","Gillette Stadium",506,"America/New_York","Gillette Stadium","US","gillette-stadium","02035","Foxborough","Foxborough, MA",0,TRUE,0.8983344,15,33,42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
