"","date","timestamp","title","url","type","date_tbd","datetime_tbd","visible_until_utc","datetime_utc","short_title","status","time_tbd","datetime_local","is_open","announce_date","description","popularity","score","id","created_at","general_admission","highest_price","lowest_price_good_deals","lowest_price","listing_count","average_price","visible_listing_count","median_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","state","url_venue","extended_address","address","name","metro_code","timezone","name_v2","country","slug","postal_code","city","display_location","popularity_venue","has_upcoming_events","score_venue","num_upcoming_events","id_venue","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"21","2018-09-24","2018-09-24_08.02.47","South Alabama Jaguars at Georgia Southern Eagles Football","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","ncaa_football",FALSE,FALSE,"2018-10-06T23:30:00","2018-10-06T19:30:00","South Alabama at Georgia Southern","normal",FALSE,"2018-10-06T15:30:00",FALSE,"2018-02-28T00:00:00","",0.699,0.599,4281989,"2018-02-28T15:00:17",NA,76,NA,28,13,48,14,41,NA,NA,NA,"GA","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","Statesboro, GA 30460","225 Lanier Drive","Allen E. Paulson Stadium",507,"America/New_York","Allen E. Paulson Stadium","US","allen-e-paulson-stadium","30460","Statesboro","Statesboro, GA",0,TRUE,0.41380084,4,2352,32.4488,-81.7832,NA,NA,NA
"22","2018-09-24","2018-09-24_08.02.47","Atlanta Falcons at Pittsburgh Steelers","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Falcons at Steelers","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.951,0.933,4347079,"2018-04-20T00:47:47",NA,1292,158,158,237,402.21097,473,356,"QRCODE","2018-08-24T21:16:40Z",FALSE,"PA","https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","100 Art Rooney Avenue","Heinz Field",508,"America/New_York","Heinz Field","US","heinz-field","15212","Pittsburgh","Pittsburgh, PA",0,TRUE,0.9033526,10,1119,40.4468,-80.0158,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"23","2018-09-24","2018-09-24_08.02.47","Green Bay Packers at Detroit Lions","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Packers at Lions","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.967,0.949,4347027,"2018-04-20T00:47:37",NA,2386,105,122,379,229.13457,667,193,"QRCODE","2018-08-24T21:05:06Z",FALSE,"MI","https://seatgeek.com/venues/ford-field/tickets","Detroit, MI 48226","2000 Brush St.","Ford Field",505,"America/Detroit","Ford Field","US","ford-field","48226","Detroit","Detroit, MI",0,TRUE,0.9029952,11,346,42.34,-83.0459,"NONE","2015-11-04T17:31:52Z",FALSE
"24","2018-09-24","2018-09-24_08.02.47","New York Giants at Carolina Panthers","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Giants at Panthers","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.954,0.932,4347032,"2018-04-20T00:47:38",NA,1250,126,126,266,328.61655,614,268,"QRCODE","2018-08-24T21:15:58Z",FALSE,"NC","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","800 South Mint Street","Bank of America Stadium",517,"America/New_York","Bank of America Stadium","US","bank-of-america-stadium","28202","Charlotte","Charlotte, NC",0,TRUE,0.8968222,8,1122,35.2243,-80.8524,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"25","2018-09-24","2018-09-24_08.02.47","Denver Broncos at New York Jets","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Broncos at Jets","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.972,0.954,4347011,"2018-04-20T00:47:34",NA,880,60,60,569,190.29526,976,155,"QRCODE","2018-09-05T19:53:41Z",FALSE,"NJ","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",501,"America/New_York","MetLife Stadium","US","metlife-stadium","07073","East Rutherford","East Rutherford, NJ",0,TRUE,0.94873494,16,1587,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"26","2018-09-24","2018-09-24_08.02.47","Miami Dolphins at Cincinnati Bengals","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Dolphins at Bengals","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.906,0.871,4347043,"2018-04-20T00:47:40",NA,470,52,52,246,114.05691,648,107,"QRCODE","2018-08-24T21:16:15Z",FALSE,"OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","1 Paul Brown Stadium","Paul Brown Stadium",515,"America/New_York","Paul Brown Stadium","US","paul-brown-stadium","45202","Cincinnati","Cincinnati, OH",0,TRUE,0.86166537,7,1124,39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"27","2018-09-24","2018-09-24_08.02.47","Tennessee Titans at Buffalo Bills","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Titans at Bills","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.908,0.878,4347063,"2018-04-20T00:47:44",NA,440,65,68,349,133.47278,785,114,"QRCODE","2018-08-24T21:16:26Z",FALSE,"NY","https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY 14127","1 Bills Drive","New Era Field",514,"America/New_York","New Era Field","US","new-era-field","14127","Orchard Park","Orchard Park, NY",0,TRUE,0.8815085,7,1135,42.7737,-78.7874,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"28","2018-09-24","2018-09-24_08.02.47","Jacksonville Jaguars at Kansas City Chiefs","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Jaguars at Chiefs","normal",FALSE,"2018-10-07T12:00:00",FALSE,"2018-04-20T00:00:00","",0.918,0.889,4346983,"2018-04-20T00:47:28",NA,409,68,68,634,182.69716,1007,175,"QRCODE","2018-08-24T21:03:49Z",FALSE,"MO","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","1 Arrowhead Drive","Arrowhead Stadium",616,"America/Chicago","Arrowhead Stadium","US","arrowhead-stadium","64129","Kansas City","Kansas City, MO",0,TRUE,0.8827867,8,1128,39.0489,-94.4839,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"29","2018-09-24","2018-09-24_08.02.47","Baltimore Ravens at Cleveland Browns","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","nfl",FALSE,FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00","Ravens at Browns","normal",FALSE,"2018-10-07T13:00:00",FALSE,"2018-04-20T00:00:00","",0.908,0.874,4346999,"2018-04-20T00:47:31",NA,875,74,71,468,152.05983,747,117,"QRCODE","2018-08-24T21:04:01Z",FALSE,"OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","100 Alfred Lerner Way","FirstEnergy Stadium",510,"America/New_York","FirstEnergy Stadium","US","firstenergy-stadium-15","44114","Cleveland","Cleveland, OH",0,TRUE,0.86852187,6,1123,41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"30","2018-09-24","2018-09-24_08.02.47","Oakland Raiders at Los Angeles Chargers","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","nfl",FALSE,FALSE,"2018-10-08T00:05:00","2018-10-07T20:05:00","Raiders at Chargers","normal",FALSE,"2018-10-07T13:05:00",FALSE,"2018-04-20T00:00:00","",0.969,0.951,4347111,"2018-04-20T00:47:52",NA,720,221,231,410,327.97562,685,294,"QRCODE","2018-08-24T21:17:06Z",FALSE,"CA","https://seatgeek.com/venues/stubhub-center/tickets","Carson, CA 90746","18400 Avalon Blvd","StubHub Center",803,"America/Los_Angeles","StubHub Center","US","stubhub-center","90746","Carson","Carson, CA",0,TRUE,0.7228164,14,52,33.8643,-118.261,NA,NA,NA
"31","2018-09-24","2018-09-24_08.02.47","Arizona Cardinals at San Francisco 49ers","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","nfl",FALSE,FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00","Cardinals at 49ers","normal",FALSE,"2018-10-07T13:25:00",FALSE,"2018-04-20T00:00:00","",0.929,0.903,4347115,"2018-04-20T00:47:53",NA,1791,64,64,1047,184.82,NA,NA,"QRCODE","2018-09-05T19:47:23Z",FALSE,"CA","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","4900 Marie P DeBartolo Way","Levi's Stadium",0,"America/Los_Angeles","Levi's Stadium","US","levi-s-stadium","95054","Santa Clara","Santa Clara, CA",0,TRUE,0.95768774,13,58670,37.4023,-121.969,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"32","2018-09-24","2018-09-24_08.02.47","Los Angeles Rams at Seattle Seahawks","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","nfl",FALSE,FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00","Rams at Seahawks","normal",FALSE,"2018-10-07T13:25:00",FALSE,"2018-04-20T00:00:00","",0.945,0.923,4347128,"2018-04-20T00:47:56",NA,842,163,165,150,358.85333,479,352,"QRCODE","2018-08-24T21:19:14Z",FALSE,"WA","https://seatgeek.com/venues/centurylink-field/tickets","Seattle, WA 98134","800 Occidental Ave S","CenturyLink Field",819,"America/Los_Angeles","CenturyLink Field","US","centurylink-field","98134","Seattle","Seattle, WA",0,TRUE,0.87232786,12,339,47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"33","2018-09-24","2018-09-24_08.02.47","Minnesota Vikings at Philadelphia Eagles","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","nfl",FALSE,FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00","Vikings at Eagles","normal",FALSE,"2018-10-07T16:25:00",FALSE,"2018-04-20T00:00:00","",0.966,0.949,4346976,"2018-04-20T00:47:26",NA,1217,170,230,259,446.11197,847,380,"QRCODE","2018-08-24T21:03:38Z",FALSE,"PA","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA 19148","1020 Pattison Ave","Lincoln Financial Field",504,"America/New_York","Lincoln Financial Field","US","lincoln-financial-field","19148","Philadelphia","Philadelphia, PA",0,TRUE,0.90542686,15,330,39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"34","2018-09-24","2018-09-24_08.02.47","Dallas Cowboys at Houston Texans","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","nfl",FALSE,FALSE,"2018-10-08T04:20:00","2018-10-08T00:20:00","Cowboys at Texans","normal",FALSE,"2018-10-07T19:20:00",FALSE,"2018-04-20T00:00:00","",0.984,0.974,4347020,"2018-04-20T00:47:36",NA,2451,250,259,424,613.6651,760,576,"QRCODE","2018-08-24T21:04:53Z",FALSE,"TX","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","1 Reliant Park","NRG Stadium",618,"America/Chicago","NRG Stadium","US","nrg-stadium","77054","Houston","Houston, TX",0,TRUE,0.8624192,47,41,29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"35","2018-09-24","2018-09-24_08.02.47","Baltimore Ravens at A Purple Evening","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","sports",FALSE,FALSE,"2018-10-09T00:00:00","2018-10-08T20:00:00","Baltimore Ravens at A Purple Evening","normal",FALSE,"2018-10-08T16:00:00",FALSE,"2018-08-03T00:00:00","",0.528,0.347,4474093,"2018-08-03T16:01:06",NA,584,NA,67,9,302.1111,3,253,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,"MD","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","1101 Russell St","M&T Bank Stadium",512,"America/New_York","M&T Bank Stadium","US","m-t-bank-stadium","21230","Baltimore","Baltimore, MD",0,TRUE,0.8927189,7,1121,39.2774,-76.623,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"36","2018-09-24","2018-09-24_08.02.47","Washington Redskins at New Orleans Saints","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","nfl",FALSE,FALSE,"2018-10-09T04:15:00","2018-10-09T00:15:00","Redskins at Saints","normal",FALSE,"2018-10-08T19:15:00",TRUE,"2018-04-20T00:00:00","",0.918,0.889,4346971,"2018-04-20T00:47:25",NA,5941,79,79,1518,238.04546,1414,210,"QRCODE","2018-05-29T20:38:55Z",FALSE,"LA","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA 70112","1500 Sugar Bowl Drive","Mercedes-Benz Superdome",622,"America/Chicago","Mercedes-Benz Superdome","US","mercedes-benz-superdome","70112","New Orleans","New Orleans, LA",0,TRUE,0.8966978,17,128,29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"37","2018-09-24","2018-09-24_08.02.47","Philadelphia Eagles at New York Giants","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","nfl",FALSE,FALSE,"2018-10-12T04:20:00","2018-10-12T00:20:00","Eagles at Giants","normal",FALSE,"2018-10-11T20:20:00",FALSE,"2018-04-20T00:00:00","",0.967,0.966,4346917,"2018-04-20T00:47:14",NA,1557,143,145,514,337.94748,926,271,"QRCODE","2018-08-24T21:52:02Z",FALSE,"NJ","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",501,"America/New_York","MetLife Stadium","US","metlife-stadium","07073","East Rutherford","East Rutherford, NJ",0,TRUE,0.94873494,16,1587,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"38","2018-09-24","2018-09-24_08.02.47","Alabama State Hornets at South Alabama Jaguars Football","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","ncaa_football",FALSE,FALSE,"2018-10-14T01:00:00","2018-10-13T21:00:00","Alabama State at South Alabama","normal",FALSE,"2018-10-13T16:00:00",FALSE,"2017-12-21T00:00:00","",0.607,0.494,4192619,"2017-12-21T15:00:36",NA,85,25,25,13,43.846153,6,36,NA,NA,NA,"AL","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","1621 Virginia St.","Ladd Peebles Stadium",686,"America/Chicago","Ladd Peebles Stadium","US","ladd-peebles-stadium","36604","Mobile","Mobile, AL",0,TRUE,0.50177634,5,3716,30.6748,-88.0761,NA,NA,NA
"39","2018-09-24","2018-09-24_08.02.47","Pittsburgh Steelers at Cincinnati Bengals","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Steelers at Bengals","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.912,0.899,4347042,"2018-04-20T00:47:40",NA,1170,101,101,299,216.3077,733,196,"QRCODE","2018-08-24T21:53:35Z",FALSE,"OH","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","1 Paul Brown Stadium","Paul Brown Stadium",515,"America/New_York","Paul Brown Stadium","US","paul-brown-stadium","45202","Cincinnati","Cincinnati, OH",0,TRUE,0.86166537,7,1124,39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"40","2018-09-24","2018-09-24_08.02.47","Indianapolis Colts at New York Jets","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Colts at Jets","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.937,0.931,4346961,"2018-04-20T00:47:22",NA,6059,61,56,618,189.15372,1063,148,"QRCODE","2018-08-24T21:52:02Z",FALSE,"NJ","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","1 MetLife Stadium Drive","MetLife Stadium",501,"America/New_York","MetLife Stadium","US","metlife-stadium","07073","East Rutherford","East Rutherford, NJ",0,TRUE,0.94873494,16,1587,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"41","2018-09-24","2018-09-24_08.02.47","Tampa Bay Buccaneers at Atlanta Falcons","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Buccaneers at Falcons","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.917,0.905,4347051,"2018-04-20T00:47:42",NA,123921,70,70,827,368.94437,1039,195,"QRCODE","2018-08-24T21:53:35Z",FALSE,"GA","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","441 M.L.K. Jr Dr NW","Mercedes-Benz Stadium",0,"America/New_York","Mercedes-Benz Stadium","US","mercedes-benz-stadium","30313","Atlanta","Atlanta, GA",0,TRUE,0.76958936,19,419590,33.76,-84.4,"QRCODE","2018-08-23T20:14:46Z",FALSE
"42","2018-09-24","2018-09-24_08.02.47","Chicago Bears at Miami Dolphins","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Bears at Dolphins","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.923,0.914,4347081,"2018-04-20T00:47:47",NA,11579,83,112,87,373.13794,801,226,"QRCODE","2018-08-24T21:53:35Z",FALSE,"FL","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","347 Don Shula Dr.","Hard Rock Stadium",528,"America/New_York","Hard Rock Stadium","US","hard-rock-stadium","33056","Miami Gardens","Miami Gardens, FL",0,TRUE,0.8378203,36,29,25.96,-80.24,"NONE","2017-10-03T18:58:44Z",FALSE
"43","2018-09-24","2018-09-24_08.02.47","Buffalo Bills at Houston Texans","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Bills at Texans","normal",FALSE,"2018-10-14T12:00:00",FALSE,"2018-04-20T00:00:00","",0.912,0.901,4347019,"2018-04-20T00:47:36",NA,716,46,56,604,188.96358,1024,161,"QRCODE","2018-08-24T21:53:35Z",FALSE,"TX","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","1 Reliant Park","NRG Stadium",618,"America/Chicago","NRG Stadium","US","nrg-stadium","77054","Houston","Houston, TX",0,TRUE,0.8624192,47,41,29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"44","2018-09-24","2018-09-24_08.02.47","Los Angeles Chargers at Cleveland Browns","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Chargers at Browns","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.897,0.879,4346998,"2018-04-20T00:47:31",NA,677,54,58,654,131.0627,913,108,"QRCODE","2018-08-24T21:53:35Z",FALSE,"OH","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","100 Alfred Lerner Way","FirstEnergy Stadium",510,"America/New_York","FirstEnergy Stadium","US","firstenergy-stadium-15","44114","Cleveland","Cleveland, OH",0,TRUE,0.86852187,6,1123,41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"45","2018-09-24","2018-09-24_08.02.47","Arizona Cardinals at Minnesota Vikings","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Cardinals at Vikings","normal",FALSE,"2018-10-14T12:00:00",FALSE,"2018-04-20T00:00:00","",0.918,0.907,4347145,"2018-04-20T01:04:06",NA,1404,104,104,420,318.9119,688,271,"QRCODE","2018-08-24T21:53:38Z",FALSE,"MN","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","900 South 5th Street","U.S. Bank Stadium",0,"America/Chicago","U.S. Bank Stadium","US","u-s-bank-stadium","55415","Minneapolis","Minneapolis, MN",0,TRUE,0.88524246,15,218451,44.97,-93.26,"NONE","2018-08-22T15:34:15Z",FALSE
"46","2018-09-24","2018-09-24_08.02.47","Carolina Panthers at Washington Redskins","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","nfl",FALSE,FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00","Panthers at Redskins","normal",FALSE,"2018-10-14T13:00:00",FALSE,"2018-04-20T00:00:00","",0.953,0.945,4346942,"2018-04-20T00:47:18",NA,826,94,98,486,181.67284,995,155,"QRCODE","2018-08-24T21:52:02Z",FALSE,"MD","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","1600 Fedex Way","FedEx Field",511,"America/New_York","FedEx Field","US","fedex-field","20785","Landover","Landover, MD",0,TRUE,0.9333444,6,35,38.9071,-76.8658,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"47","2018-09-24","2018-09-24_08.02.47","Baltimore Ravens at Tennessee Titans","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","nfl",FALSE,FALSE,"2018-10-14T23:25:00","2018-10-14T19:25:00","Ravens at Titans","normal",FALSE,"2018-10-14T15:25:00",FALSE,"2018-04-20T00:00:00","",0.886,0.866,4346991,"2018-04-20T00:47:30",NA,721,63,70,380,204.63158,666,187,"QRCODE","2018-08-24T21:53:35Z",FALSE,"TN","https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN 37213","1 Titans Way","Nissan Stadium",659,"America/New_York","Nissan Stadium","US","nissan-stadium","37213","Nashville","Nashville, TN",0,TRUE,0.8546275,15,1126,36.1665,-86.7713,"NONE","2015-10-19T15:09:39Z",FALSE
"48","2018-09-24","2018-09-24_08.02.47","Los Angeles Rams at Denver Broncos","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","nfl",FALSE,FALSE,"2018-10-15T00:05:00","2018-10-14T20:05:00","Rams at Broncos","normal",FALSE,"2018-10-14T14:05:00",FALSE,"2018-04-20T00:00:00","",0.919,0.907,4347138,"2018-04-20T01:04:04",NA,1194,140,167,70,374.9,730,298,"QRCODE","2018-08-24T21:53:38Z",FALSE,"CO","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","1701 Bryant St.","Sports Authority Field at Mile High",751,"America/Denver","Sports Authority Field at Mile High","US","sports-authority-field-at-mile-high","80204","Denver","Denver, CO",0,TRUE,0.9028296,7,1131,39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"49","2018-09-24","2018-09-24_08.02.47","Jacksonville Jaguars at Dallas Cowboys","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","nfl",FALSE,FALSE,"2018-10-15T00:25:00","2018-10-14T20:25:00","Jaguars at Cowboys","normal",FALSE,"2018-10-14T15:25:00",TRUE,"2018-04-05T00:00:00","",0.968,0.967,4327923,"2018-04-05T23:08:47",NA,2642,34,33,2555,340.05402,2045,270,"QRCODE","2018-04-17T22:02:33Z",FALSE,"TX","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","1 AT&T Way","AT&T Stadium",623,"America/Chicago","AT&T Stadium","US","at-t-stadium","76011","Arlington","Arlington, TX",0,TRUE,0.9751414,23,4965,32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"50","2018-09-24","2018-09-24_08.02.47","Kansas City Chiefs at New England Patriots","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","nfl",FALSE,FALSE,"2018-10-15T04:20:00","2018-10-15T00:20:00","Chiefs at Patriots","normal",FALSE,"2018-10-14T20:20:00",FALSE,"2018-04-20T00:00:00","",0.949,0.95,4347095,"2018-04-20T00:47:50",NA,1439,206,236,184,505.59238,697,426,"QRCODE","2018-08-24T21:53:35Z",FALSE,"MA","https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA 02035","1 Patriot Place","Gillette Stadium",506,"America/New_York","Gillette Stadium","US","gillette-stadium","02035","Foxborough","Foxborough, MA",0,TRUE,0.8983344,15,33,42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
"51","2018-09-24","2018-09-24_08.02.47","San Francisco 49ers at Green Bay Packers","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","nfl",FALSE,FALSE,"2018-10-16T04:15:00","2018-10-16T00:15:00","49ers at Packers","normal",FALSE,"2018-10-15T19:15:00",FALSE,"2018-04-20T00:00:00","",0.944,0.942,4346914,"2018-04-20T00:47:13",NA,719,166,166,153,321.59,NA,NA,"QRCODE","2018-08-24T21:53:38Z",FALSE,"WI","https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI 54304","1265 Lombardi Avenue","Lambeau Field",658,"America/Chicago","Lambeau Field","US","lambeau-field","54304","Green Bay","Green Bay, WI",0,TRUE,0.92909414,6,1125,44.5013,-88.0622,"QRCODE_TM","2015-09-02T22:43:34Z",FALSE
