"","date","timestamp","datetime_utc","popularity","short_title","created_at","time_tbd","id","description","visible_until_utc","datetime_tbd","url","is_open","datetime_local","type","announce_date","date_tbd","status","title","score","general_admission","median_price","visible_listing_count","listing_count","lowest_price","highest_price","average_price","lowest_price_good_deals","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","display_location","id_venue","has_upcoming_events","state","country","slug","city","postal_code","timezone","name_v2","num_upcoming_events","name","score_venue","url_venue","address","extended_address","popularity_venue","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"66","2018-09-09","2018-09-09_11.16.59","2018-10-01T00:20:00",0.892,"Ravens at Steelers","2018-04-20T00:47:47",FALSE,4347080,"","2018-10-01T04:20:00",FALSE,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",FALSE,"2018-09-30T20:20:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Baltimore Ravens at Pittsburgh Steelers",0.931,NA,NA,NA,329,113,6452,348.1,113,FALSE,"2018-08-24T20:51:27Z","QRCODE","Pittsburgh, PA",1119,TRUE,"PA","US","heinz-field","Pittsburgh","15212","America/New_York","Heinz Field",12,"Heinz Field",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue","Pittsburgh, PA 15212",0,40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
"67","2018-09-09","2018-09-09_11.16.59","2018-10-02T00:15:00",0.876,"Chiefs at Broncos","2018-04-20T01:04:05",FALSE,4347139,"","2018-10-02T04:15:00",FALSE,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",FALSE,"2018-10-01T18:15:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Kansas City Chiefs at Denver Broncos",0.906,NA,NA,NA,125,153,885,301.58,156,FALSE,"2018-08-24T20:57:25Z","QRCODE","Denver, CO",1131,TRUE,"CO","US","sports-authority-field-at-mile-high","Denver","80204","America/Denver","Sports Authority Field at Mile High",8,"Sports Authority Field at Mile High",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.","Denver, CO 80204",0,39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"68","2018-09-09","2018-09-09_11.16.59","2018-10-05T00:20:00",0.913,"Colts at Patriots","2018-04-20T00:47:50",FALSE,4347096,"","2018-10-05T04:20:00",FALSE,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",FALSE,"2018-10-04T20:20:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Indianapolis Colts at New England Patriots",0.96,NA,NA,NA,154,194,1205,366.64,194,FALSE,"2018-08-24T21:03:24Z","QRCODE","Foxborough, MA",33,TRUE,"MA","US","gillette-stadium","Foxborough","02035","America/New_York","Gillette Stadium",14,"Gillette Stadium",0.8983344,"https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place","Foxborough, MA 02035",0,42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"69","2018-09-09","2018-09-09_11.16.59","2018-10-06T16:00:00",0.584,"South Alabama at Georgia Southern","2018-02-28T15:00:17",FALSE,4281989,"","2018-10-06T20:00:00",FALSE,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989",FALSE,"2018-10-06T12:00:00","ncaa_football","2018-02-28T00:00:00",FALSE,"normal","South Alabama Jaguars at Georgia Southern Eagles Football",0.526,NA,NA,NA,20,28,96,45.4,NA,NA,NA,NA,"Statesboro, GA",2352,TRUE,"GA","US","allen-e-paulson-stadium","Statesboro","30460","America/New_York","Allen E. Paulson Stadium",4,"Allen E. Paulson Stadium",0.41380084,"https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","225 Lanier Drive","Statesboro, GA 30460",0,32.4488,-81.7832,NA,NA,NA
"70","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.893,"Falcons at Steelers","2018-04-20T00:47:47",FALSE,4347079,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Atlanta Falcons at Pittsburgh Steelers",0.938,NA,NA,NA,338,153,3131,419.32,153,FALSE,"2018-08-24T21:16:40Z","QRCODE","Pittsburgh, PA",1119,TRUE,"PA","US","heinz-field","Pittsburgh","15212","America/New_York","Heinz Field",12,"Heinz Field",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue","Pittsburgh, PA 15212",0,40.4468,-80.0158,FALSE,"2015-12-08T15:36:23Z","QRCODE_TM"
"71","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.898,"Packers at Lions","2018-04-20T00:47:37",FALSE,4347027,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Green Bay Packers at Detroit Lions",0.939,NA,NA,NA,464,91,2392,201.3,91,FALSE,"2018-08-24T21:05:06Z","QRCODE","Detroit, MI",346,TRUE,"MI","US","ford-field","Detroit","48226","America/Detroit","Ford Field",10,"Ford Field",0.9029952,"https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.","Detroit, MI 48226",0,42.34,-83.0459,FALSE,"2015-11-04T17:31:52Z","NONE"
"72","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.897,"Giants at Panthers","2018-04-20T00:47:38",FALSE,4347032,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","New York Giants at Carolina Panthers",0.946,NA,NA,NA,243,161,1336,389.48,161,FALSE,"2018-08-24T21:15:58Z","QRCODE","Charlotte, NC",1122,TRUE,"NC","US","bank-of-america-stadium","Charlotte","28202","America/New_York","Bank of America Stadium",10,"Bank of America Stadium",0.8968222,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street","Charlotte, NC 28202",0,35.2243,-80.8524,FALSE,"2015-09-25T18:23:51Z","QRCODE_TM"
"73","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.493,"Broncos at Jets","2018-04-20T00:47:34",FALSE,4347011,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Denver Broncos at New York Jets",0.448,NA,NA,NA,720,65,1197,173.19,65,FALSE,"2018-09-05T19:53:41Z","QRCODE","East Rutherford, NJ",1587,TRUE,"NJ","US","metlife-stadium","East Rutherford","07073","America/New_York","MetLife Stadium",20,"MetLife Stadium",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",0,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"74","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.856,"Dolphins at Bengals","2018-04-20T00:47:40",FALSE,4347043,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Miami Dolphins at Cincinnati Bengals",0.893,NA,NA,NA,449,42,422,104.46,42,FALSE,"2018-08-24T21:16:15Z","QRCODE","Cincinnati, OH",1124,TRUE,"OH","US","paul-brown-stadium","Cincinnati","45202","America/New_York","Paul Brown Stadium",8,"Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium","Cincinnati, OH 45202",0,39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"75","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.851,"Jaguars at Chiefs","2018-04-20T00:47:28",FALSE,4346983,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",FALSE,"2018-10-07T12:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Jacksonville Jaguars at Kansas City Chiefs",0.887,NA,NA,NA,788,43,766,158.63,43,FALSE,"2018-08-24T21:03:49Z","QRCODE","Kansas City, MO",1128,TRUE,"MO","US","arrowhead-stadium","Kansas City","64129","America/Chicago","Arrowhead Stadium",9,"Arrowhead Stadium",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive","Kansas City, MO 64129",0,39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"76","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.857,"Titans at Bills","2018-04-20T00:47:44",FALSE,4347063,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Tennessee Titans at Buffalo Bills",0.892,NA,NA,NA,602,67,483,135.35,67,FALSE,"2018-08-24T21:16:26Z","QRCODE","Orchard Park, NY",1135,TRUE,"NY","US","new-era-field","Orchard Park","14127","America/New_York","New Era Field",8,"New Era Field",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","1 Bills Drive","Orchard Park, NY 14127",0,42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"77","2018-09-09","2018-09-09_11.16.59","2018-10-07T17:00:00",0.854,"Ravens at Browns","2018-04-20T00:47:31",FALSE,4346999,"","2018-10-07T21:00:00",FALSE,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",FALSE,"2018-10-07T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Baltimore Ravens at Cleveland Browns",0.883,NA,NA,NA,758,37,640,111.57,37,FALSE,"2018-08-24T21:04:01Z","QRCODE","Cleveland, OH",1123,TRUE,"OH","US","firstenergy-stadium-15","Cleveland","44114","America/New_York","FirstEnergy Stadium",8,"FirstEnergy Stadium",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way","Cleveland, OH 44114",0,41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"78","2018-09-09","2018-09-09_11.16.59","2018-10-07T20:05:00",0.913,"Raiders at Chargers","2018-04-20T00:47:52",FALSE,4347111,"","2018-10-08T00:05:00",FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,"2018-10-07T13:05:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Oakland Raiders at Los Angeles Chargers",0.972,NA,NA,NA,244,266,1040,384.24,266,FALSE,"2018-08-24T21:17:06Z","QRCODE","Carson, CA",52,TRUE,"CA","US","stubhub-center","Carson","90746","America/Los_Angeles","StubHub Center",14,"StubHub Center",0.7228164,"https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd","Carson, CA 90746",0,33.8643,-118.261,NA,NA,NA
"79","2018-09-09","2018-09-09_11.16.59","2018-10-07T20:25:00",0.88,"Cardinals at 49ers","2018-04-20T00:47:53",FALSE,4347115,"","2018-10-08T00:25:00",FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,"2018-10-07T13:25:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Arizona Cardinals at San Francisco 49ers",0.925,NA,NA,NA,964,69,3701,241.73,69,FALSE,"2018-09-05T19:47:23Z","QRCODE","Santa Clara, CA",58670,TRUE,"CA","US","levi-s-stadium","Santa Clara","95054","America/Los_Angeles","Levi's Stadium",13,"Levi's Stadium",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",0,37.4023,-121.969,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"80","2018-09-09","2018-09-09_11.16.59","2018-10-07T20:25:00",0.878,"Rams at Seahawks","2018-04-20T00:47:56",FALSE,4347128,"","2018-10-08T00:25:00",FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,"2018-10-07T13:25:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Los Angeles Rams at Seattle Seahawks",0.923,NA,NA,NA,183,175,1019,391.69,175,FALSE,"2018-08-24T21:19:14Z","QRCODE","Seattle, WA",339,TRUE,"WA","US","centurylink-field","Seattle","98134","America/Los_Angeles","CenturyLink Field",14,"CenturyLink Field",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","800 Occidental Ave S","Seattle, WA 98134",0,47.6,-122.33,FALSE,"2018-03-02T22:54:54Z","QRCODE"
"81","2018-09-09","2018-09-09_11.16.59","2018-10-07T20:25:00",0.905,"Vikings at Eagles","2018-04-20T00:47:26",FALSE,4346976,"","2018-10-08T00:25:00",FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,"2018-10-07T16:25:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Minnesota Vikings at Philadelphia Eagles",0.956,NA,NA,NA,352,219,1250,461.74,219,FALSE,"2018-08-24T21:03:38Z","QRCODE","Philadelphia, PA",330,TRUE,"PA","US","lincoln-financial-field","Philadelphia","19148","America/New_York","Lincoln Financial Field",16,"Lincoln Financial Field",0.90542686,"https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave","Philadelphia, PA 19148",0,39.9046,-75.1675,FALSE,"2015-07-10T00:00:00Z","QRCODE_TM"
"82","2018-09-09","2018-09-09_11.16.59","2018-10-08T00:20:00",0.918,"Cowboys at Texans","2018-04-20T00:47:36",FALSE,4347020,"","2018-10-08T04:20:00",FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,"2018-10-07T19:20:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Dallas Cowboys at Houston Texans",0.983,NA,NA,NA,430,289,2388,673.43,289,FALSE,"2018-08-24T21:04:53Z","QRCODE","Houston, TX",41,TRUE,"TX","US","nrg-stadium","Houston","77054","America/Chicago","NRG Stadium",46,"NRG Stadium",0.8624192,"https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","Houston, TX 77054",0,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"83","2018-09-09","2018-09-09_11.16.59","2018-10-08T20:00:00",0.43,"Baltimore Ravens at A Purple Evening","2018-08-03T16:01:06",FALSE,4474093,"","2018-10-09T00:00:00",FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,"2018-10-08T16:00:00","sports","2018-08-03T00:00:00",FALSE,"normal","Baltimore Ravens at A Purple Evening",0.349,NA,NA,NA,12,75,569,243.92,NA,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM","Baltimore, MD",1121,TRUE,"MD","US","m-t-bank-stadium","Baltimore","21230","America/New_York","M&T Bank Stadium",9,"M&T Bank Stadium",0.8927189,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St","Baltimore, MD 21230",0,39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"84","2018-09-09","2018-09-09_11.16.59","2018-10-09T00:15:00",0.866,"Redskins at Saints","2018-04-20T00:47:25",FALSE,4346971,"","2018-10-09T04:15:00",FALSE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",TRUE,"2018-10-08T19:15:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Washington Redskins at New Orleans Saints",0.903,NA,NA,NA,1448,83,5941,247.54,83,FALSE,"2018-05-29T20:38:55Z","QRCODE","New Orleans, LA",128,TRUE,"LA","US","mercedes-benz-superdome","New Orleans","70112","America/Chicago","Mercedes-Benz Superdome",20,"Mercedes-Benz Superdome",0.8966978,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","1500 Sugar Bowl Drive","New Orleans, LA 70112",0,29.9515,-90.0786,FALSE,"2018-08-27T20:46:59Z","QRCODE_TM"
"85","2018-09-09","2018-09-09_11.16.59","2018-10-12T00:20:00",0.905,"Eagles at Giants","2018-04-20T00:47:14",FALSE,4346917,"","2018-10-12T04:20:00",FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,"2018-10-11T20:20:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Philadelphia Eagles at New York Giants",0.968,NA,NA,NA,560,143,1677,363.17,149,FALSE,"2018-08-24T21:52:02Z","QRCODE","East Rutherford, NJ",1587,TRUE,"NJ","US","metlife-stadium","East Rutherford","07073","America/New_York","MetLife Stadium",20,"MetLife Stadium",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",0,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"86","2018-09-09","2018-09-09_11.16.59","2018-10-13T17:00:00",0.575,"Alabama State at South Alabama","2017-12-21T15:00:36",FALSE,4192619,"","2018-10-13T21:00:00",FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",FALSE,"2018-10-13T12:00:00","ncaa_football","2017-12-21T00:00:00",FALSE,"normal","Alabama State Hornets at South Alabama Jaguars Football",0.526,NA,NA,NA,17,32,124,52.62,32,NA,NA,NA,"Mobile, AL",3716,TRUE,"AL","US","ladd-peebles-stadium","Mobile","36604","America/Chicago","Ladd Peebles Stadium",7,"Ladd Peebles Stadium",0.50177634,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.","Mobile, AL 36604",0,30.6748,-88.0761,NA,NA,NA
"87","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.878,"Buccaneers at Falcons","2018-04-20T00:47:42",FALSE,4347051,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Tampa Bay Buccaneers at Atlanta Falcons",0.92,NA,NA,NA,952,66,1145,207.62,66,FALSE,"2018-08-24T21:53:35Z","QRCODE","Atlanta, GA",419590,TRUE,"GA","US","mercedes-benz-stadium","Atlanta","30313","America/New_York","Mercedes-Benz Stadium",15,"Mercedes-Benz Stadium",0.76958936,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","441 M.L.K. Jr Dr NW","Atlanta, GA 30313",0,33.76,-84.4,FALSE,"2018-08-23T20:14:46Z","QRCODE"
"88","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.864,"Steelers at Bengals","2018-04-20T00:47:40",FALSE,4347042,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Pittsburgh Steelers at Cincinnati Bengals",0.912,NA,NA,NA,414,75,715,159.39,77,FALSE,"2018-08-24T21:53:35Z","QRCODE","Cincinnati, OH",1124,TRUE,"OH","US","paul-brown-stadium","Cincinnati","45202","America/New_York","Paul Brown Stadium",8,"Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium","Cincinnati, OH 45202",0,39.0961,-84.5177,FALSE,"2015-10-09T16:14:37Z","QRCODE_TM"
"89","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.885,"Colts at Jets","2018-04-20T00:47:22",FALSE,4346961,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Indianapolis Colts at New York Jets",0.941,NA,NA,NA,786,55,6037,191.76,55,FALSE,"2018-08-24T21:52:02Z","QRCODE","East Rutherford, NJ",1587,TRUE,"NJ","US","metlife-stadium","East Rutherford","07073","America/New_York","MetLife Stadium",20,"MetLife Stadium",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",0,40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"90","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.869,"Bears at Dolphins","2018-04-20T00:47:47",FALSE,4347081,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Chicago Bears at Miami Dolphins",0.922,NA,NA,NA,129,99,124314,1296.07,99,FALSE,"2018-08-24T21:53:35Z","QRCODE","Miami Gardens, FL",29,TRUE,"FL","US","hard-rock-stadium","Miami Gardens","33056","America/New_York","Hard Rock Stadium",37,"Hard Rock Stadium",0.8378203,"https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.","Miami Gardens, FL 33056",0,25.96,-80.24,FALSE,"2017-10-03T18:58:44Z","NONE"
"91","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.853,"Bills at Texans","2018-04-20T00:47:36",FALSE,4347019,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,"2018-10-14T12:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Buffalo Bills at Houston Texans",0.901,NA,NA,NA,439,61,1198,185.26,61,FALSE,"2018-08-24T21:53:35Z","QRCODE","Houston, TX",41,TRUE,"TX","US","nrg-stadium","Houston","77054","America/Chicago","NRG Stadium",46,"NRG Stadium",0.8624192,"https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","Houston, TX 77054",0,29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"92","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.847,"Chargers at Browns","2018-04-20T00:47:31",FALSE,4346998,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Los Angeles Chargers at Cleveland Browns",0.882,NA,NA,NA,923,31,675,97.63,32,FALSE,"2018-08-24T21:53:35Z","QRCODE","Cleveland, OH",1123,TRUE,"OH","US","firstenergy-stadium-15","Cleveland","44114","America/New_York","FirstEnergy Stadium",8,"FirstEnergy Stadium",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way","Cleveland, OH 44114",0,41.5065,-81.7,FALSE,"2015-11-11T20:55:31Z","NONE"
"93","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.905,"Panthers at Redskins","2018-04-20T00:47:18",FALSE,4346942,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,"2018-10-14T13:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Carolina Panthers at Washington Redskins",0.957,NA,NA,NA,641,101,669,213.65,101,FALSE,"2018-08-24T21:52:02Z","QRCODE","Landover, MD",35,TRUE,"MD","US","fedex-field","Landover","20785","America/New_York","FedEx Field",9,"FedEx Field",0.9333444,"https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way","Landover, MD 20785",0,38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"94","2018-09-09","2018-09-09_11.16.59","2018-10-14T17:00:00",0.871,"Cardinals at Vikings","2018-04-20T01:04:06",FALSE,4347145,"","2018-10-14T21:00:00",FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,"2018-10-14T12:00:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Arizona Cardinals at Minnesota Vikings",0.912,NA,NA,NA,429,110,123594,552.88,110,FALSE,"2018-08-24T21:53:38Z","QRCODE","Minneapolis, MN",218451,TRUE,"MN","US","u-s-bank-stadium","Minneapolis","55415","America/Chicago","U.S. Bank Stadium",14,"U.S. Bank Stadium",0.88524246,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","401 Chicago Avenue","Minneapolis, MN 55415",0,44.97,-93.26,FALSE,"2018-08-22T15:34:15Z","NONE"
"95","2018-09-09","2018-09-09_11.16.59","2018-10-14T19:25:00",0.832,"Ravens at Titans","2018-04-20T00:47:30",FALSE,4346991,"","2018-10-14T23:25:00",FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,"2018-10-14T15:25:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Baltimore Ravens at Tennessee Titans",0.872,NA,NA,NA,448,62,720,205.46,62,FALSE,"2018-08-24T21:53:35Z","QRCODE","Nashville, TN",1126,TRUE,"TN","US","nissan-stadium","Nashville","37213","America/New_York","Nissan Stadium",16,"Nissan Stadium",0.8546275,"https://seatgeek.com/venues/nissan-stadium/tickets","1 Titans Way","Nashville, TN 37213",0,36.1665,-86.7713,FALSE,"2015-10-19T15:09:39Z","NONE"
"96","2018-09-09","2018-09-09_11.16.59","2018-10-14T20:05:00",0.873,"Rams at Broncos","2018-04-20T01:04:04",FALSE,4347138,"","2018-10-15T00:05:00",FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,"2018-10-14T14:05:00","nfl","2018-04-20T00:00:00",FALSE,"normal","Los Angeles Rams at Denver Broncos",0.916,NA,NA,NA,117,158,1194,358.1,162,FALSE,"2018-08-24T21:53:38Z","QRCODE","Denver, CO",1131,TRUE,"CO","US","sports-authority-field-at-mile-high","Denver","80204","America/Denver","Sports Authority Field at Mile High",8,"Sports Authority Field at Mile High",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.","Denver, CO 80204",0,39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
