"","date","timestamp","short_title","status","visible_until_utc","score","time_tbd","date_tbd","datetime_tbd","description","is_open","datetime_local","title","datetime_utc","created_at","id","announce_date","popularity","url","type","general_admission","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","average_price","highest_price","listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","has_upcoming_events","score_venue","slug","country","name_v2","address","name","metro_code","display_location","state","id_venue","num_upcoming_events","city","popularity_venue","postal_code","url_venue","extended_address","timezone","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"82","2018-09-13","2018-09-13_11.00.27","Jacksonville Jaguars at Dallas Cowboys","normal","2018-10-15T00:25:00",0.969,FALSE,FALSE,FALSE,"",TRUE,"2018-10-14T15:25:00","Jacksonville Jaguars at Dallas Cowboys","2018-10-14T20:25:00","2018-04-05T23:08:47",4327923,"2018-04-05T00:00:00",0.915,"https://seatgeek.com/jacksonville-jaguars-at-dallas-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","nfl",NA,30,270,2315,30,333.95392,4309,2561,"2018-04-17T22:02:33Z",FALSE,"QRCODE",TRUE,0.9751414,"at-t-stadium","US","AT&T Stadium","1 AT&T Way","AT&T Stadium",623,"Arlington, TX","TX",4965,23,"Arlington",0,"76011","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","America/Chicago",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"83","2018-09-13","2018-09-13_11.00.27","Chiefs at Patriots","normal","2018-10-15T04:20:00",0.951,FALSE,FALSE,FALSE,"",FALSE,"2018-10-14T20:20:00","Kansas City Chiefs at New England Patriots","2018-10-15T00:20:00","2018-04-20T00:47:50",4347095,"2018-04-20T00:00:00",0.899,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","nfl",NA,173,407,660,228,527.01306,1437,230,"2018-08-24T21:53:35Z",FALSE,"QRCODE",TRUE,0.8983344,"gillette-stadium","US","Gillette Stadium","1 Patriot Place","Gillette Stadium",506,"Foxborough, MA","MA",33,17,"Foxborough",0,"02035","https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA 02035","America/New_York",42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"84","2018-09-13","2018-09-13_11.00.27","49ers at Packers","normal","2018-10-16T04:15:00",0.948,FALSE,FALSE,FALSE,"",FALSE,"2018-10-15T19:15:00","San Francisco 49ers at Green Bay Packers","2018-10-16T00:15:00","2018-04-20T00:47:13",4346914,"2018-04-20T00:00:00",0.898,"https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","nfl",NA,174,313,533,174,320.32074,719,159,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.92909414,"lambeau-field","US","Lambeau Field","1265 Lombardi Avenue","Lambeau Field",658,"Green Bay, WI","WI",1125,7,"Green Bay",0,"54304","https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI 54304","America/Chicago",44.5013,-88.0622,"2015-09-02T22:43:34Z",FALSE,"QRCODE_TM"
"85","2018-09-13","2018-09-13_11.00.27","Broncos at Cardinals","normal","2018-10-19T04:20:00",0.949,FALSE,FALSE,FALSE,"",FALSE,"2018-10-18T17:20:00","Denver Broncos at Arizona Cardinals","2018-10-19T00:20:00","2018-04-20T00:47:51",4347102,"2018-04-20T00:00:00",0.895,"https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","nfl",NA,51,115,873,51,161.70697,667,488,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.93402725,"state-farm-stadium","US","State Farm Stadium","1 Cardinals Drive","State Farm Stadium",753,"Glendale, AZ","AZ",43,10,"Glendale",0,"85305","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","America/Phoenix",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"86","2018-09-13","2018-09-13_11.00.27","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","normal","2018-10-21T03:30:00",0.355,FALSE,FALSE,FALSE,"",FALSE,"2018-10-20T18:30:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-20T23:30:00","2018-08-01T16:01:33",4471322,"2018-08-01T00:00:00",0.431,"https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","sports",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.5808074,"asu-convocation-center-1","US","ASU Convocation Center","217 Olympic Drive","ASU Convocation Center",734,"Jonesboro, AR","AR",4081,33,"Jonesboro",0,"72401","https://seatgeek.com/venues/asu-convocation-center-1/tickets","Jonesboro, AR 72401","America/Chicago",35.8438,-90.6691,NA,NA,NA
"87","2018-09-13","2018-09-13_11.00.27","Bills at Colts","normal","2018-10-21T21:00:00",0.886,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Buffalo Bills at Indianapolis Colts","2018-10-21T17:00:00","2018-04-20T00:47:22",4346960,"2018-04-20T00:00:00",0.847,"https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","nfl",NA,33,83,1001,33,109.44927,875,483,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.9071682,"lucas-oil-stadium","US","Lucas Oil Stadium","500 South Capitol Avenue","Lucas Oil Stadium",527,"Indianapolis, IN","IN",1130,13,"Indianapolis",0,"46225","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN 46225","America/Indiana/Indianapolis",39.7601,-86.1639,"2015-08-22T16:51:43Z",FALSE,"QRCODE_TM"
"88","2018-09-13","2018-09-13_11.00.27","Patriots at Bears","normal","2018-10-21T21:00:00",0.983,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T12:00:00","New England Patriots at Chicago Bears","2018-10-21T17:00:00","2018-04-20T00:47:33",4347008,"2018-04-20T00:00:00",0.915,"https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","nfl",NA,270,547,594,270,602.96344,1198,82,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.940013,"soldier-field","US","Soldier Field","1410 S. Museum Campus Drive","Soldier Field",602,"Chicago, IL","IL",31,12,"Chicago",0,"60605","https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","America/Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"89","2018-09-13","2018-09-13_11.00.27","Vikings at Jets","normal","2018-10-21T21:00:00",0.959,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Minnesota Vikings at New York Jets","2018-10-21T17:00:00","2018-04-20T00:47:26",4346975,"2018-04-20T00:00:00",0.895,"https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","nfl",NA,64,160,836,69,196.71266,1065,529,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.94873494,"metlife-stadium","US","MetLife Stadium","1 MetLife Stadium Drive","MetLife Stadium",501,"East Rutherford, NJ","NJ",1587,18,"East Rutherford",0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","America/New_York",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"90","2018-09-13","2018-09-13_11.00.27","Lions at Dolphins","normal","2018-10-21T21:00:00",0.894,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Detroit Lions at Miami Dolphins","2018-10-21T17:00:00","2018-04-20T00:47:47",4347084,"2018-04-20T00:00:00",0.844,"https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","nfl",NA,46,141,843,50,155.22826,902,184,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.8378203,"hard-rock-stadium","US","Hard Rock Stadium","347 Don Shula Dr.","Hard Rock Stadium",528,"Miami Gardens, FL","FL",29,38,"Miami Gardens",0,"33056","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","America/New_York",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"91","2018-09-13","2018-09-13_11.00.27","Browns at Buccaneers","normal","2018-10-21T21:00:00",0.883,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Cleveland Browns at Tampa Bay Buccaneers","2018-10-21T17:00:00","2018-04-20T00:47:16",4346931,"2018-04-20T00:00:00",0.836,"https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","nfl",NA,79,152,613,83,244.26086,649,23,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.86513025,"raymond-james-stadium","US","Raymond James Stadium","4201 North Dale Mabry Highway","Raymond James Stadium",539,"Tampa, FL","FL",39,15,"Tampa",0,"33607","https://seatgeek.com/venues/raymond-james-stadium/tickets","Tampa, FL 33607","America/New_York",27.9753,-82.5034,"2015-08-24T14:44:53Z",FALSE,"QRCODE_TM"
"92","2018-09-13","2018-09-13_11.00.27","Panthers at Eagles","normal","2018-10-21T21:00:00",0.943,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Carolina Panthers at Philadelphia Eagles","2018-10-21T17:00:00","2018-04-20T00:47:39",4347036,"2018-04-20T00:00:00",0.885,"https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","nfl",NA,150,362,891,163,417.4611,3585,334,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.90542686,"lincoln-financial-field","US","Lincoln Financial Field","1020 Pattison Ave","Lincoln Financial Field",504,"Philadelphia, PA","PA",330,16,"Philadelphia",0,"19148","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA 19148","America/New_York",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"93","2018-09-13","2018-09-13_11.00.27","Bengals at Chiefs","normal","2018-10-21T21:00:00",0.906,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T12:00:00","Cincinnati Bengals at Kansas City Chiefs","2018-10-21T17:00:00","2018-04-20T00:47:27",4346982,"2018-04-20T00:00:00",0.856,"https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","nfl",NA,42,126,894,42,136.33333,602,1011,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.8827867,"arrowhead-stadium","US","Arrowhead Stadium","1 Arrowhead Drive","Arrowhead Stadium",616,"Kansas City, MO","MO",1128,9,"Kansas City",0,"64129","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","America/Chicago",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"94","2018-09-13","2018-09-13_11.00.27","Texans at Jaguars","normal","2018-10-21T21:00:00",0.826,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T13:00:00","Houston Texans at Jacksonville Jaguars","2018-10-21T17:00:00","2018-04-20T00:47:19",4346948,"2018-04-20T00:00:00",0.793,"https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","nfl",NA,51,98,769,51,126.757355,588,680,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.83759147,"everbank-field","US","EverBank Field","1 Everbank Field Dr","EverBank Field",561,"Jacksonville, FL","FL",5178,10,"Jacksonville",0,"32202","https://seatgeek.com/venues/everbank-field/tickets","Jacksonville, FL 32202","America/New_York",30.3239,-81.6373,"2015-10-17T20:03:42Z",FALSE,"QRCODE_TM"
"95","2018-09-13","2018-09-13_11.00.27","Saints at Ravens","normal","2018-10-22T00:05:00",0.881,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T16:05:00","New Orleans Saints at Baltimore Ravens","2018-10-21T20:05:00","2018-04-20T00:47:45",4347071,"2018-04-20T00:00:00",0.836,"https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","nfl",NA,57,127,960,57,154.51765,607,510,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.8927189,"m-t-bank-stadium","US","M&T Bank Stadium","1101 Russell St","M&T Bank Stadium",512,"Baltimore, MD","MD",1121,8,"Baltimore",0,"21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","America/New_York",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"96","2018-09-13","2018-09-13_11.00.27","Cowboys at Redskins","normal","2018-10-22T00:25:00",0.989,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T16:25:00","Dallas Cowboys at Washington Redskins","2018-10-21T20:25:00","2018-04-20T00:47:18",4346941,"2018-04-20T00:00:00",0.925,"https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","nfl",NA,184,352,1021,189,380.7479,1248,595,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.9333444,"fedex-field","US","FedEx Field","1600 Fedex Way","FedEx Field",511,"Landover, MD","MD",35,8,"Landover",0,"20785","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","America/New_York",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"97","2018-09-13","2018-09-13_11.00.27","Rams at 49ers","normal","2018-10-22T04:20:00",0.952,FALSE,FALSE,FALSE,"",FALSE,"2018-10-21T17:20:00","Los Angeles Rams at San Francisco 49ers","2018-10-22T00:20:00","2018-04-20T00:47:54",4347118,"2018-04-20T00:00:00",0.89,"https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","nfl",NA,104,NA,NA,104,258.68,2989,905,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.95768774,"levi-s-stadium","US","Levi's Stadium","4900 Marie P DeBartolo Way","Levi's Stadium",0,"Santa Clara, CA","CA",58670,13,"Santa Clara",0,"95054","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","America/Los_Angeles",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"98","2018-09-13","2018-09-13_11.00.27","Giants at Falcons","normal","2018-10-23T04:15:00",0.949,FALSE,FALSE,FALSE,"",FALSE,"2018-10-22T20:15:00","New York Giants at Atlanta Falcons","2018-10-23T00:15:00","2018-04-20T00:47:42",4347050,"2018-04-20T00:00:00",0.89,"https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","nfl",NA,127,281,950,127,317.90793,1791,695,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.76958936,"mercedes-benz-stadium","US","Mercedes-Benz Stadium","441 M.L.K. Jr Dr NW","Mercedes-Benz Stadium",0,"Atlanta, GA","GA",419590,20,"Atlanta",0,"30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","America/New_York",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"99","2018-09-13","2018-09-13_11.00.27","Troy at South Alabama","normal","2018-10-24T04:00:00",0.363,FALSE,FALSE,FALSE,"",FALSE,"2018-10-23T19:00:00","Troy Trojans at South Alabama Jaguars Football","2018-10-24T00:00:00","2018-02-28T15:00:17",4281985,"2018-02-28T00:00:00",0.424,"https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","ncaa_football",NA,26,41,11,26,44.827587,93,29,NA,NA,NA,TRUE,0.50177634,"ladd-peebles-stadium","US","Ladd Peebles Stadium","1621 Virginia St.","Ladd Peebles Stadium",686,"Mobile, AL","AL",3716,7,"Mobile",0,"36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","America/Chicago",30.6748,-88.0761,NA,NA,NA
"100","2018-09-13","2018-09-13_11.00.27","Dolphins at Texans","normal","2018-10-26T04:20:00",0.891,FALSE,FALSE,FALSE,"",FALSE,"2018-10-25T19:20:00","Miami Dolphins at Houston Texans","2018-10-26T00:20:00","2018-04-20T00:47:36",4347018,"2018-04-20T00:00:00",0.835,"https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","nfl",NA,49,137,998,49,175.05664,1009,512,"2018-08-24T21:53:38Z",FALSE,"QRCODE",TRUE,0.8624192,"nrg-stadium","US","NRG Stadium","1 Reliant Park","NRG Stadium",618,"Houston, TX","TX",41,46,"Houston",0,"77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","America/Chicago",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"101","2018-09-13","2018-09-13_11.00.27","Buccaneers at Bengals","normal","2018-10-28T21:00:00",0.871,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:00:00","Tampa Bay Buccaneers at Cincinnati Bengals","2018-10-28T17:00:00","2018-04-20T00:47:40",4347041,"2018-04-20T00:00:00",0.823,"https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","nfl",NA,40,89,883,40,99.65205,332,684,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.86166537,"paul-brown-stadium","US","Paul Brown Stadium","1 Paul Brown Stadium","Paul Brown Stadium",515,"Cincinnati, OH","OH",1124,8,"Cincinnati",0,"45202","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","America/New_York",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"102","2018-09-13","2018-09-13_11.00.27","Seahawks at Lions","normal","2018-10-28T21:00:00",0.936,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:00:00","Seattle Seahawks at Detroit Lions","2018-10-28T17:00:00","2018-04-20T00:47:37",4347026,"2018-04-20T00:00:00",0.88,"https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","nfl",NA,81,129,747,70,152.97006,780,501,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.9029952,"ford-field","US","Ford Field","2000 Brush St.","Ford Field",505,"Detroit, MI","MI",346,9,"Detroit",0,"48226","https://seatgeek.com/venues/ford-field/tickets","Detroit, MI 48226","America/Detroit",42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"103","2018-09-13","2018-09-13_11.00.27","Ravens at Panthers","normal","2018-10-28T21:00:00",0.908,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:00:00","Baltimore Ravens at Carolina Panthers","2018-10-28T17:00:00","2018-04-20T00:47:45",4347070,"2018-04-20T00:00:00",0.852,"https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","nfl",NA,77,166,795,87,213.97728,685,396,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.8968222,"bank-of-america-stadium","US","Bank of America Stadium","800 South Mint Street","Bank of America Stadium",517,"Charlotte, NC","NC",1122,9,"Charlotte",0,"28202","https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC 28202","America/New_York",35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"104","2018-09-13","2018-09-13_11.00.27","Redskins at Giants","normal","2018-10-28T21:00:00",0.945,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:00:00","Washington Redskins at New York Giants","2018-10-28T17:00:00","2018-04-20T00:47:17",4346940,"2018-04-20T00:00:00",0.879,"https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","nfl",NA,125,245,956,133,307.01584,1498,442,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.94873494,"metlife-stadium","US","MetLife Stadium","1 MetLife Stadium Drive","MetLife Stadium",501,"East Rutherford, NJ","NJ",1587,18,"East Rutherford",0,"07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","America/New_York",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"105","2018-09-13","2018-09-13_11.00.27","Broncos at Chiefs","normal","2018-10-28T21:00:00",0.93,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T12:00:00","Denver Broncos at Kansas City Chiefs","2018-10-28T17:00:00","2018-04-20T00:47:27",4346981,"2018-04-20T00:00:00",0.869,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","nfl",NA,78,164,874,78,188.03899,691,949,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.8827867,"arrowhead-stadium","US","Arrowhead Stadium","1 Arrowhead Drive","Arrowhead Stadium",616,"Kansas City, MO","MO",1128,9,"Kansas City",0,"64129","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO 64129","America/Chicago",39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"106","2018-09-13","2018-09-13_11.00.27","Browns at Steelers","normal","2018-10-28T21:00:00",0.91,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:00:00","Cleveland Browns at Pittsburgh Steelers","2018-10-28T17:00:00","2018-04-20T00:47:46",4347078,"2018-04-20T00:00:00",0.856,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","nfl",NA,100,243,690,120,287.2108,1148,389,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.9033526,"heinz-field","US","Heinz Field","100 Art Rooney Avenue","Heinz Field",508,"Pittsburgh, PA","PA",1119,12,"Pittsburgh",0,"15212","https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA 15212","America/New_York",40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"107","2018-09-13","2018-09-13_11.00.27","Jets at Bears","normal","2018-10-28T21:00:00",0.917,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T12:00:00","New York Jets at Chicago Bears","2018-10-28T17:00:00","2018-04-20T00:47:33",4347007,"2018-04-20T00:00:00",0.859,"https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","nfl",NA,144,261,803,109,292.62015,1197,129,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.940013,"soldier-field","US","Soldier Field","1410 S. Museum Campus Drive","Soldier Field",602,"Chicago, IL","IL",31,12,"Chicago",0,"60605","https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL 60605","America/Chicago",41.8623,-87.6159,"2018-06-02T00:44:08Z",FALSE,"NONE"
"108","2018-09-13","2018-09-13_11.00.27","Colts at Raiders","normal","2018-10-29T00:05:00",0.891,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:05:00","Indianapolis Colts at Oakland Raiders","2018-10-28T20:05:00","2018-04-20T01:04:25",4347153,"2018-04-20T00:00:00",0.838,"https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","nfl",NA,77,182,778,77,196.96141,1198,570,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.7817843,"oakland-alameda-county-coliseum","US","Oakland-Alameda County Coliseum","7000 Coliseum Way","Oakland-Alameda County Coliseum",807,"Oakland, CA","CA",14,26,"Oakland",0,"94621","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland, CA 94621","America/Los_Angeles",37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"109","2018-09-13","2018-09-13_11.00.27","Packers at Rams","normal","2018-10-29T00:25:00",0.961,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:25:00","Green Bay Packers at Los Angeles Rams","2018-10-28T20:25:00","2018-04-20T00:47:14",4346921,"2018-04-20T00:00:00",0.893,"https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","nfl",NA,282,552,1108,254,606.0474,10988,485,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.86898464,"los-angeles-memorial-coliseum-1","US","Los Angeles Memorial Coliseum","3911 S Figueroa St","Los Angeles Memorial Coliseum",0,"Los Angeles, CA","CA",51012,12,"Los Angeles",0,"90037","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","Los Angeles, CA 90037","America/Los_Angeles",34.0138,-118.288,"2018-08-23T17:59:28Z",FALSE,"QRCODE"
"110","2018-09-13","2018-09-13_11.00.27","49ers at Cardinals","normal","2018-10-29T00:25:00",0.947,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T13:25:00","San Francisco 49ers at Arizona Cardinals","2018-10-28T20:25:00","2018-04-20T00:47:51",4347101,"2018-04-20T00:00:00",0.888,"https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","nfl",NA,41,98,1119,41,131.46658,727,778,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.93402725,"state-farm-stadium","US","State Farm Stadium","1 Cardinals Drive","State Farm Stadium",753,"Glendale, AZ","AZ",43,10,"Glendale",0,"85305","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ 85305","America/Phoenix",33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"111","2018-09-13","2018-09-13_11.00.27","Saints at Vikings","normal","2018-10-29T04:20:00",0.925,FALSE,FALSE,FALSE,"",FALSE,"2018-10-28T19:20:00","New Orleans Saints at Minnesota Vikings","2018-10-29T00:20:00","2018-04-20T01:04:04",4347136,"2018-04-20T00:00:00",0.868,"https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","nfl",NA,132,257,900,131,306.19427,2395,489,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.88524246,"u-s-bank-stadium","US","U.S. Bank Stadium","401 Chicago Avenue","U.S. Bank Stadium",0,"Minneapolis, MN","MN",218451,13,"Minneapolis",0,"55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","America/Chicago",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"112","2018-09-13","2018-09-13_11.00.27","Patriots at Bills","normal","2018-10-30T04:15:00",0.93,FALSE,FALSE,FALSE,"",FALSE,"2018-10-29T20:15:00","New England Patriots at Buffalo Bills","2018-10-30T00:15:00","2018-04-20T00:47:44",4347062,"2018-04-20T00:00:00",0.867,"https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","nfl",NA,104,177,1215,104,209.21394,1073,1033,"2018-08-24T21:53:39Z",FALSE,"QRCODE",TRUE,0.8815085,"new-era-field","US","New Era Field","1 Bills Drive","New Era Field",514,"Orchard Park, NY","NY",1135,8,"Orchard Park",0,"14127","https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY 14127","America/New_York",42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
