"","date","timestamp","url","title","short_title","datetime_utc","status","created_at","date_tbd","description","id","visible_until_utc","datetime_local","is_open","datetime_tbd","score","announce_date","popularity","type","time_tbd","general_admission","average_price","lowest_price","lowest_price_good_deals","highest_price","listing_count","median_price","visible_listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","url_venue","address","num_upcoming_events","display_location","name","city","timezone","extended_address","slug","has_upcoming_events","country","state","id_venue","name_v2","postal_code","score_venue","popularity_venue","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"61","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/texans-at-colts-tickets/9-30-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346962","Houston Texans at Indianapolis Colts","Texans at Colts","2018-09-30T17:00:00","normal","2018-04-20T00:47:22",FALSE,"",4346962,"2018-09-30T21:00:00","2018-09-30T13:00:00",FALSE,FALSE,0.871,"2018-04-20T00:00:00",0.852,"nfl",FALSE,NA,108.77,30,37,883,628,NA,NA,"2018-08-24T20:46:39Z",FALSE,"QRCODE","https://seatgeek.com/venues/lucas-oil-stadium/tickets","500 South Capitol Avenue",14,"Indianapolis, IN","Lucas Oil Stadium","Indianapolis","America/Indiana/Indianapolis","Indianapolis, IN 46225","lucas-oil-stadium",TRUE,"US","IN",1130,"Lucas Oil Stadium","46225",0.9071682,0,39.7601,-86.1639,"2015-08-22T16:51:43Z",FALSE,"QRCODE_TM"
"62","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924","Detroit Lions at Dallas Cowboys","Lions at Cowboys","2018-09-30T17:00:00","normal","2018-04-05T23:08:47",FALSE,"",4327924,"2018-09-30T21:00:00","2018-09-30T12:00:00",TRUE,FALSE,0.985,"2018-04-05T00:00:00",0.939,"nfl",FALSE,NA,295.52,NA,NA,2094,2712,NA,NA,"2018-04-17T22:02:33Z",FALSE,"QRCODE","https://seatgeek.com/venues/at-t-stadium/tickets","1 AT&T Way",24,"Arlington, TX","AT&T Stadium","Arlington","America/Chicago","Arlington, TX 76011","at-t-stadium",TRUE,"US","TX",4965,"AT&T Stadium","76011",0.9751414,0,32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
"63","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","Seattle Seahawks at Arizona Cardinals","Seahawks at Cardinals","2018-09-30T20:05:00","normal","2018-04-20T00:47:51",FALSE,"",4347103,"2018-10-01T00:05:00","2018-09-30T13:05:00",FALSE,FALSE,0.932,"2018-04-20T00:00:00",0.896,"nfl",FALSE,NA,187.87,62,62,596,125,NA,NA,"2018-09-05T19:57:48Z",FALSE,"QRCODE","https://seatgeek.com/venues/state-farm-stadium/tickets","1 Cardinals Drive",11,"Glendale, AZ","State Farm Stadium","Glendale","America/Phoenix","Glendale, AZ 85305","state-farm-stadium",TRUE,"US","AZ",43,"State Farm Stadium","85305",0.93402725,0,33.5294,-112.262,"2015-12-21T17:26:05Z",FALSE,"NONE"
"64","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","Cleveland Browns at Oakland Raiders","Browns at Raiders","2018-09-30T20:05:00","normal","2018-04-20T01:04:25",FALSE,"",4347154,"2018-10-01T00:05:00","2018-09-30T13:05:00",FALSE,FALSE,0.887,"2018-04-20T00:00:00",0.86,"nfl",FALSE,NA,192.02,93,93,712,430,NA,NA,"2018-08-24T20:56:48Z",FALSE,"QRCODE","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","7000 Coliseum Way",29,"Oakland, CA","Oakland-Alameda County Coliseum","Oakland","America/Los_Angeles","Oakland, CA 94621","oakland-alameda-county-coliseum",TRUE,"US","CA",14,"Oakland-Alameda County Coliseum","94621",0.7817843,0,37.7469,-122.201,"2015-06-24T00:00:00Z",FALSE,"PDF417"
"65","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","San Francisco 49ers at Los Angeles Chargers","49ers at Chargers","2018-09-30T20:25:00","normal","2018-04-20T00:47:52",FALSE,"",4347112,"2018-10-01T00:25:00","2018-09-30T13:25:00",FALSE,FALSE,0.979,"2018-04-20T00:00:00",0.928,"nfl",FALSE,NA,314.05,211,211,802,175,NA,NA,"2018-08-24T20:52:20Z",FALSE,"QRCODE","https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd",14,"Carson, CA","StubHub Center","Carson","America/Los_Angeles","Carson, CA 90746","stubhub-center",TRUE,"US","CA",52,"StubHub Center","90746",0.7228164,0,33.8643,-118.261,NA,NA,NA
"66","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","New Orleans Saints at New York Giants","Saints at Giants","2018-09-30T20:25:00","normal","2018-04-20T00:47:25",FALSE,"",4346972,"2018-10-01T00:25:00","2018-09-30T16:25:00",FALSE,FALSE,0.962,"2018-04-20T00:00:00",0.915,"nfl",FALSE,NA,361.23,139,139,1498,276,NA,NA,"2018-08-24T20:47:31Z",FALSE,"QRCODE","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",20,"East Rutherford, NJ","MetLife Stadium","East Rutherford","America/New_York","East Rutherford, NJ 07073","metlife-stadium",TRUE,"US","NJ",1587,"MetLife Stadium","07073",0.94873494,0,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"67","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","Baltimore Ravens at Pittsburgh Steelers","Ravens at Steelers","2018-10-01T00:20:00","normal","2018-04-20T00:47:47",FALSE,"",4347080,"2018-10-01T04:20:00","2018-09-30T20:20:00",FALSE,FALSE,0.931,"2018-04-20T00:00:00",0.892,"nfl",FALSE,NA,350.17,113,113,6452,333,NA,NA,"2018-08-24T20:51:27Z",FALSE,"QRCODE","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue",13,"Pittsburgh, PA","Heinz Field","Pittsburgh","America/New_York","Pittsburgh, PA 15212","heinz-field",TRUE,"US","PA",1119,"Heinz Field","15212",0.9033526,0,40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"68","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","Kansas City Chiefs at Denver Broncos","Chiefs at Broncos","2018-10-02T00:15:00","normal","2018-04-20T01:04:05",FALSE,"",4347139,"2018-10-02T04:15:00","2018-10-01T18:15:00",FALSE,FALSE,0.906,"2018-04-20T00:00:00",0.876,"nfl",FALSE,NA,305.84,153,154,885,127,NA,NA,"2018-08-24T20:57:25Z",FALSE,"QRCODE","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.",8,"Denver, CO","Sports Authority Field at Mile High","Denver","America/Denver","Denver, CO 80204","sports-authority-field-at-mile-high",TRUE,"US","CO",1131,"Sports Authority Field at Mile High","80204",0.9028296,0,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"69","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","Indianapolis Colts at New England Patriots","Colts at Patriots","2018-10-05T00:20:00","normal","2018-04-20T00:47:50",FALSE,"",4347096,"2018-10-05T04:20:00","2018-10-04T20:20:00",FALSE,FALSE,0.96,"2018-04-20T00:00:00",0.913,"nfl",FALSE,NA,366.18,194,194,1205,157,NA,NA,"2018-08-24T21:03:24Z",FALSE,"QRCODE","https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place",14,"Foxborough, MA","Gillette Stadium","Foxborough","America/New_York","Foxborough, MA 02035","gillette-stadium",TRUE,"US","MA",33,"Gillette Stadium","02035",0.8983344,0,42.0906,-71.2674,"2018-08-22T15:36:58Z",FALSE,"NONE"
"70","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989","South Alabama Jaguars at Georgia Southern Eagles Football","South Alabama at Georgia Southern","2018-10-06T16:00:00","normal","2018-02-28T15:00:17",FALSE,"",4281989,"2018-10-06T20:00:00","2018-10-06T12:00:00",FALSE,FALSE,0.526,"2018-02-28T00:00:00",0.584,"ncaa_football",FALSE,NA,46.5,28,NA,96,20,NA,NA,NA,NA,NA,"https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","225 Lanier Drive",5,"Statesboro, GA","Allen E. Paulson Stadium","Statesboro","America/New_York","Statesboro, GA 30460","allen-e-paulson-stadium",TRUE,"US","GA",2352,"Allen E. Paulson Stadium","30460",0.41380084,0,32.4488,-81.7832,NA,NA,NA
"71","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","Atlanta Falcons at Pittsburgh Steelers","Falcons at Steelers","2018-10-07T17:00:00","normal","2018-04-20T00:47:47",FALSE,"",4347079,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.938,"2018-04-20T00:00:00",0.893,"nfl",FALSE,NA,420.02,153,153,3131,341,NA,NA,"2018-08-24T21:16:40Z",FALSE,"QRCODE","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue",13,"Pittsburgh, PA","Heinz Field","Pittsburgh","America/New_York","Pittsburgh, PA 15212","heinz-field",TRUE,"US","PA",1119,"Heinz Field","15212",0.9033526,0,40.4468,-80.0158,"2015-12-08T15:36:23Z",FALSE,"QRCODE_TM"
"72","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","New York Giants at Carolina Panthers","Giants at Panthers","2018-10-07T17:00:00","normal","2018-04-20T00:47:38",FALSE,"",4347032,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.946,"2018-04-20T00:00:00",0.897,"nfl",FALSE,NA,388.19,159,159,1336,249,NA,NA,"2018-08-24T21:15:58Z",FALSE,"QRCODE","https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street",10,"Charlotte, NC","Bank of America Stadium","Charlotte","America/New_York","Charlotte, NC 28202","bank-of-america-stadium",TRUE,"US","NC",1122,"Bank of America Stadium","28202",0.8968222,0,35.2243,-80.8524,"2015-09-25T18:23:51Z",FALSE,"QRCODE_TM"
"73","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","Green Bay Packers at Detroit Lions","Packers at Lions","2018-10-07T17:00:00","normal","2018-04-20T00:47:37",FALSE,"",4347027,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.939,"2018-04-20T00:00:00",0.898,"nfl",FALSE,NA,203.75,91,93,2401,488,NA,NA,"2018-08-24T21:05:06Z",FALSE,"QRCODE","https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.",11,"Detroit, MI","Ford Field","Detroit","America/Detroit","Detroit, MI 48226","ford-field",TRUE,"US","MI",346,"Ford Field","48226",0.9029952,0,42.34,-83.0459,"2015-11-04T17:31:52Z",FALSE,"NONE"
"74","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","Denver Broncos at New York Jets","Broncos at Jets","2018-10-07T17:00:00","normal","2018-04-20T00:47:34",FALSE,"",4347011,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.448,"2018-04-20T00:00:00",0.493,"nfl",FALSE,NA,173.77,62,62,1198,733,NA,NA,"2018-09-05T19:53:41Z",FALSE,"QRCODE","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",20,"East Rutherford, NJ","MetLife Stadium","East Rutherford","America/New_York","East Rutherford, NJ 07073","metlife-stadium",TRUE,"US","NJ",1587,"MetLife Stadium","07073",0.94873494,0,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"75","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","Miami Dolphins at Cincinnati Bengals","Dolphins at Bengals","2018-10-07T17:00:00","normal","2018-04-20T00:47:40",FALSE,"",4347043,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.893,"2018-04-20T00:00:00",0.856,"nfl",FALSE,NA,102.91,41,42,422,459,NA,NA,"2018-08-24T21:16:15Z",FALSE,"QRCODE","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium",9,"Cincinnati, OH","Paul Brown Stadium","Cincinnati","America/New_York","Cincinnati, OH 45202","paul-brown-stadium",TRUE,"US","OH",1124,"Paul Brown Stadium","45202",0.86166537,0,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"76","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","Baltimore Ravens at Cleveland Browns","Ravens at Browns","2018-10-07T17:00:00","normal","2018-04-20T00:47:31",FALSE,"",4346999,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.883,"2018-04-20T00:00:00",0.854,"nfl",FALSE,NA,107.79,37,37,640,760,NA,NA,"2018-08-24T21:04:01Z",FALSE,"QRCODE","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way",8,"Cleveland, OH","FirstEnergy Stadium","Cleveland","America/New_York","Cleveland, OH 44114","firstenergy-stadium-15",TRUE,"US","OH",1123,"FirstEnergy Stadium","44114",0.86852187,0,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"77","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","Jacksonville Jaguars at Kansas City Chiefs","Jaguars at Chiefs","2018-10-07T17:00:00","normal","2018-04-20T00:47:28",FALSE,"",4346983,"2018-10-07T21:00:00","2018-10-07T12:00:00",FALSE,FALSE,0.887,"2018-04-20T00:00:00",0.851,"nfl",FALSE,NA,156.11,43,43,766,818,NA,NA,"2018-08-24T21:03:49Z",FALSE,"QRCODE","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive",10,"Kansas City, MO","Arrowhead Stadium","Kansas City","America/Chicago","Kansas City, MO 64129","arrowhead-stadium",TRUE,"US","MO",1128,"Arrowhead Stadium","64129",0.8827867,0,39.0489,-94.4839,"2015-08-20T16:20:51Z",FALSE,"QRCODE_TM"
"78","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","Tennessee Titans at Buffalo Bills","Titans at Bills","2018-10-07T17:00:00","normal","2018-04-20T00:47:44",FALSE,"",4347063,"2018-10-07T21:00:00","2018-10-07T13:00:00",FALSE,FALSE,0.892,"2018-04-20T00:00:00",0.857,"nfl",FALSE,NA,136.07,67,67,483,596,NA,NA,"2018-08-24T21:16:26Z",FALSE,"QRCODE","https://seatgeek.com/venues/new-era-field/tickets","1 Bills Drive",8,"Orchard Park, NY","New Era Field","Orchard Park","America/New_York","Orchard Park, NY 14127","new-era-field",TRUE,"US","NY",1135,"New Era Field","14127",0.8815085,0,42.7737,-78.7874,"2015-08-12T16:52:53Z",FALSE,"QRCODE_TM"
"79","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","Oakland Raiders at Los Angeles Chargers","Raiders at Chargers","2018-10-07T20:05:00","normal","2018-04-20T00:47:52",FALSE,"",4347111,"2018-10-08T00:05:00","2018-10-07T13:05:00",FALSE,FALSE,0.972,"2018-04-20T00:00:00",0.913,"nfl",FALSE,NA,383.29,270,277,1039,245,NA,NA,"2018-08-24T21:17:06Z",FALSE,"QRCODE","https://seatgeek.com/venues/stubhub-center/tickets","18400 Avalon Blvd",14,"Carson, CA","StubHub Center","Carson","America/Los_Angeles","Carson, CA 90746","stubhub-center",TRUE,"US","CA",52,"StubHub Center","90746",0.7228164,0,33.8643,-118.261,NA,NA,NA
"80","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","Arizona Cardinals at San Francisco 49ers","Cardinals at 49ers","2018-10-07T20:25:00","normal","2018-04-20T00:47:53",FALSE,"",4347115,"2018-10-08T00:25:00","2018-10-07T13:25:00",FALSE,FALSE,0.925,"2018-04-20T00:00:00",0.88,"nfl",FALSE,NA,240.01,68,68,3694,980,NA,NA,"2018-09-05T19:47:23Z",FALSE,"QRCODE","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way",13,"Santa Clara, CA","Levi's Stadium","Santa Clara","America/Los_Angeles","Santa Clara, CA 95054","levi-s-stadium",TRUE,"US","CA",58670,"Levi's Stadium","95054",0.95768774,0,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"81","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","Los Angeles Rams at Seattle Seahawks","Rams at Seahawks","2018-10-07T20:25:00","normal","2018-04-20T00:47:56",FALSE,"",4347128,"2018-10-08T00:25:00","2018-10-07T13:25:00",FALSE,FALSE,0.923,"2018-04-20T00:00:00",0.878,"nfl",FALSE,NA,387.42,173,173,1019,187,NA,NA,"2018-08-24T21:19:14Z",FALSE,"QRCODE","https://seatgeek.com/venues/centurylink-field/tickets","800 Occidental Ave S",14,"Seattle, WA","CenturyLink Field","Seattle","America/Los_Angeles","Seattle, WA 98134","centurylink-field",TRUE,"US","WA",339,"CenturyLink Field","98134",0.87232786,0,47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"82","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","Minnesota Vikings at Philadelphia Eagles","Vikings at Eagles","2018-10-07T20:25:00","normal","2018-04-20T00:47:26",FALSE,"",4346976,"2018-10-08T00:25:00","2018-10-07T16:25:00",FALSE,FALSE,0.956,"2018-04-20T00:00:00",0.905,"nfl",FALSE,NA,461.49,219,243,1250,361,NA,NA,"2018-08-24T21:03:38Z",FALSE,"QRCODE","https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave",17,"Philadelphia, PA","Lincoln Financial Field","Philadelphia","America/New_York","Philadelphia, PA 19148","lincoln-financial-field",TRUE,"US","PA",330,"Lincoln Financial Field","19148",0.90542686,0,39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"83","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","Dallas Cowboys at Houston Texans","Cowboys at Texans","2018-10-08T00:20:00","normal","2018-04-20T00:47:36",FALSE,"",4347020,"2018-10-08T04:20:00","2018-10-07T19:20:00",FALSE,FALSE,0.983,"2018-04-20T00:00:00",0.918,"nfl",FALSE,NA,671.11,293,293,2388,434,NA,NA,"2018-08-24T21:04:53Z",FALSE,"QRCODE","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park",46,"Houston, TX","NRG Stadium","Houston","America/Chicago","Houston, TX 77054","nrg-stadium",TRUE,"US","TX",41,"NRG Stadium","77054",0.8624192,0,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"84","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","2018-10-08T20:00:00","normal","2018-08-03T16:01:06",FALSE,"",4474093,"2018-10-09T00:00:00","2018-10-08T16:00:00",FALSE,FALSE,0.349,"2018-08-03T00:00:00",0.43,"sports",FALSE,NA,243.92,75,NA,569,12,NA,NA,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM","https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St",9,"Baltimore, MD","M&T Bank Stadium","Baltimore","America/New_York","Baltimore, MD 21230","m-t-bank-stadium",TRUE,"US","MD",1121,"M&T Bank Stadium","21230",0.8927189,0,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"85","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","Washington Redskins at New Orleans Saints","Redskins at Saints","2018-10-09T00:15:00","normal","2018-04-20T00:47:25",FALSE,"",4346971,"2018-10-09T04:15:00","2018-10-08T19:15:00",TRUE,FALSE,0.903,"2018-04-20T00:00:00",0.866,"nfl",FALSE,NA,247.6,83,83,5941,1429,NA,NA,"2018-05-29T20:38:55Z",FALSE,"QRCODE","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","1500 Sugar Bowl Drive",20,"New Orleans, LA","Mercedes-Benz Superdome","New Orleans","America/Chicago","New Orleans, LA 70112","mercedes-benz-superdome",TRUE,"US","LA",128,"Mercedes-Benz Superdome","70112",0.8966978,0,29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"86","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","Philadelphia Eagles at New York Giants","Eagles at Giants","2018-10-12T00:20:00","normal","2018-04-20T00:47:14",FALSE,"",4346917,"2018-10-12T04:20:00","2018-10-11T20:20:00",FALSE,FALSE,0.968,"2018-04-20T00:00:00",0.905,"nfl",FALSE,NA,351.01,143,143,1677,451,NA,NA,"2018-08-24T21:52:02Z",FALSE,"QRCODE","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",20,"East Rutherford, NJ","MetLife Stadium","East Rutherford","America/New_York","East Rutherford, NJ 07073","metlife-stadium",TRUE,"US","NJ",1587,"MetLife Stadium","07073",0.94873494,0,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"87","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619","Alabama State Hornets at South Alabama Jaguars Football","Alabama State at South Alabama","2018-10-13T17:00:00","normal","2017-12-21T15:00:36",FALSE,"",4192619,"2018-10-13T21:00:00","2018-10-13T12:00:00",FALSE,FALSE,0.526,"2017-12-21T00:00:00",0.575,"ncaa_football",FALSE,NA,41.25,37,37,46,12,NA,NA,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.",7,"Mobile, AL","Ladd Peebles Stadium","Mobile","America/Chicago","Mobile, AL 36604","ladd-peebles-stadium",TRUE,"US","AL",3716,"Ladd Peebles Stadium","36604",0.50177634,0,30.6748,-88.0761,NA,NA,NA
"88","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","Indianapolis Colts at New York Jets","Colts at Jets","2018-10-14T17:00:00","normal","2018-04-20T00:47:22",FALSE,"",4346961,"2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,FALSE,0.941,"2018-04-20T00:00:00",0.885,"nfl",FALSE,NA,190.24,55,55,6037,805,NA,NA,"2018-08-24T21:52:02Z",FALSE,"QRCODE","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive",20,"East Rutherford, NJ","MetLife Stadium","East Rutherford","America/New_York","East Rutherford, NJ 07073","metlife-stadium",TRUE,"US","NJ",1587,"MetLife Stadium","07073",0.94873494,0,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"89","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","Tampa Bay Buccaneers at Atlanta Falcons","Buccaneers at Falcons","2018-10-14T17:00:00","normal","2018-04-20T00:47:42",FALSE,"",4347051,"2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,FALSE,0.92,"2018-04-20T00:00:00",0.878,"nfl",FALSE,NA,207.41,66,66,1145,963,NA,NA,"2018-08-24T21:53:35Z",FALSE,"QRCODE","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","441 M.L.K. Jr Dr NW",15,"Atlanta, GA","Mercedes-Benz Stadium","Atlanta","America/New_York","Atlanta, GA 30313","mercedes-benz-stadium",TRUE,"US","GA",419590,"Mercedes-Benz Stadium","30313",0.76958936,0,33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"90","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","Pittsburgh Steelers at Cincinnati Bengals","Steelers at Bengals","2018-10-14T17:00:00","normal","2018-04-20T00:47:40",FALSE,"",4347042,"2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,FALSE,0.912,"2018-04-20T00:00:00",0.864,"nfl",FALSE,NA,158.83,74,76,718,429,NA,NA,"2018-08-24T21:53:35Z",FALSE,"QRCODE","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium",9,"Cincinnati, OH","Paul Brown Stadium","Cincinnati","America/New_York","Cincinnati, OH 45202","paul-brown-stadium",TRUE,"US","OH",1124,"Paul Brown Stadium","45202",0.86166537,0,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"91","2018-09-08","2018-09-08_11.16.21","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","Chicago Bears at Miami Dolphins","Bears at Dolphins","2018-10-14T17:00:00","normal","2018-04-20T00:47:47",FALSE,"",4347081,"2018-10-14T21:00:00","2018-10-14T13:00:00",FALSE,FALSE,0.922,"2018-04-20T00:00:00",0.869,"nfl",FALSE,NA,328.7,99,99,11345,134,NA,NA,"2018-08-24T21:53:35Z",FALSE,"QRCODE","https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.",38,"Miami Gardens, FL","Hard Rock Stadium","Miami Gardens","America/New_York","Miami Gardens, FL 33056","hard-rock-stadium",TRUE,"US","FL",29,"Hard Rock Stadium","33056",0.8378203,0,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
