"","date","timestamp","is_open","datetime_utc","score","status","created_at","visible_until_utc","description","time_tbd","title","type","id","datetime_local","popularity","datetime_tbd","date_tbd","announce_date","short_title","url","general_admission","lowest_price_good_deals","highest_price","median_price","visible_listing_count","lowest_price","listing_count","average_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","postal_code","timezone","country","score_venue","display_location","num_upcoming_events","name_v2","id_venue","city","name","state","popularity_venue","metro_code","has_upcoming_events","slug","url_venue","address","extended_address","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"31","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-19T00:20:00",0.922,"normal","2018-04-20T00:47:51","2018-10-19T04:20:00","",FALSE,"Denver Broncos at Arizona Cardinals","nfl",4347102,"2018-10-18T17:20:00",0.875,FALSE,FALSE,"2018-04-20T00:00:00","Broncos at Cardinals","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",NA,57,487,144,635,59,362,170.0663,"QRCODE",FALSE,"2018-08-24T21:53:38Z","85305","America/Phoenix","US",0.93402725,"Glendale, AZ",8,"State Farm Stadium",43,"Glendale","State Farm Stadium","AZ",0,753,TRUE,"state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","1 Cardinals Drive","Glendale, AZ 85305",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"32","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-20T23:30:00",0.358,"normal","2018-08-01T16:01:33","2018-10-21T03:30:00","",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","sports",4471322,"2018-10-20T18:30:00",0.463,FALSE,FALSE,"2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z","72401","America/Chicago","US",0.5808074,"Jonesboro, AR",42,"ASU Convocation Center",4081,"Jonesboro","ASU Convocation Center","AR",0,734,TRUE,"asu-convocation-center-1","https://seatgeek.com/venues/asu-convocation-center-1/tickets","217 Olympic Drive","Jonesboro, AR 72401",-90.6691,35.8438,NA,NA,NA
"33","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.853,"normal","2018-04-20T00:47:22","2018-10-21T21:00:00","",FALSE,"Buffalo Bills at Indianapolis Colts","nfl",4346960,"2018-10-21T13:00:00",0.82,FALSE,FALSE,"2018-04-20T00:00:00","Bills at Colts","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",NA,27,840,99,986,31,710,107.47606,"QRCODE",FALSE,"2018-08-24T21:53:38Z","46225","America/Indiana/Indianapolis","US",0.9071682,"Indianapolis, IN",11,"Lucas Oil Stadium",1130,"Indianapolis","Lucas Oil Stadium","IN",0,527,TRUE,"lucas-oil-stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","500 South Capitol Avenue","Indianapolis, IN 46225",-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"34","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.973,"normal","2018-04-20T00:47:33","2018-10-21T21:00:00","",FALSE,"New England Patriots at Chicago Bears","nfl",4347008,"2018-10-21T12:00:00",0.906,FALSE,FALSE,"2018-04-20T00:00:00","Patriots at Bears","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",NA,392,1481,662,406,392,56,711.25,"QRCODE",FALSE,"2018-08-24T21:53:38Z","60605","America/Chicago","US",0.940013,"Chicago, IL",7,"Soldier Field",31,"Chicago","Soldier Field","IL",0,602,TRUE,"soldier-field","https://seatgeek.com/venues/soldier-field/tickets","1410 S. Museum Campus Drive","Chicago, IL 60605",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"35","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.944,"normal","2018-04-20T00:47:26","2018-10-21T21:00:00","",FALSE,"Minnesota Vikings at New York Jets","nfl",4346975,"2018-10-21T13:00:00",0.884,FALSE,FALSE,"2018-04-20T00:00:00","Vikings at Jets","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",NA,68,1033,179,828,68,434,223.08295,"QRCODE",FALSE,"2018-08-24T21:53:38Z","07073","America/New_York","US",0.94873494,"East Rutherford, NJ",15,"MetLife Stadium",1587,"East Rutherford","MetLife Stadium","NJ",0,501,TRUE,"metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"36","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.881,"normal","2018-04-20T00:47:47","2018-10-21T21:00:00","",FALSE,"Detroit Lions at Miami Dolphins","nfl",4347084,"2018-10-21T13:00:00",0.837,FALSE,FALSE,"2018-04-20T00:00:00","Lions at Dolphins","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",NA,51,436,155,943,68,128,160.39062,"QRCODE",FALSE,"2018-08-24T21:53:38Z","33056","America/New_York","US",0.8378203,"Miami Gardens, FL",34,"Hard Rock Stadium",29,"Miami Gardens","Hard Rock Stadium","FL",0,528,TRUE,"hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.","Miami Gardens, FL 33056",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"37","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.867,"normal","2018-04-20T00:47:16","2018-10-21T21:00:00","",FALSE,"Cleveland Browns at Tampa Bay Buccaneers","nfl",4346931,"2018-10-21T13:00:00",0.825,FALSE,FALSE,"2018-04-20T00:00:00","Browns at Buccaneers","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",NA,153,466,253,316,129,9,277.55554,"QRCODE",FALSE,"2018-08-24T21:53:38Z","33607","America/New_York","US",0.86513025,"Tampa, FL",15,"Raymond James Stadium",39,"Tampa","Raymond James Stadium","FL",0,539,TRUE,"raymond-james-stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","4201 North Dale Mabry Highway","Tampa, FL 33607",-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"38","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.902,"normal","2018-04-20T00:47:27","2018-10-21T21:00:00","",FALSE,"Cincinnati Bengals at Kansas City Chiefs","nfl",4346982,"2018-10-21T12:00:00",0.854,FALSE,FALSE,"2018-04-20T00:00:00","Bengals at Chiefs","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",NA,72,605,148,1102,72,892,166.6177,"QRCODE",FALSE,"2018-08-24T21:53:38Z","64129","America/Chicago","US",0.8827867,"Kansas City, MO",8,"Arrowhead Stadium",1128,"Kansas City","Arrowhead Stadium","MO",0,616,TRUE,"arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive","Kansas City, MO 64129",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"39","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.811,"normal","2018-04-20T00:47:19","2018-10-21T21:00:00","",FALSE,"Houston Texans at Jacksonville Jaguars","nfl",4346948,"2018-10-21T13:00:00",0.784,FALSE,FALSE,"2018-04-20T00:00:00","Texans at Jaguars","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",NA,44,490,88,753,44,477,107.037735,"QRCODE",FALSE,"2018-08-24T21:53:38Z","32202","America/New_York","US",0.83759147,"Jacksonville, FL",7,"EverBank Field",5178,"Jacksonville","EverBank Field","FL",0,561,TRUE,"everbank-field","https://seatgeek.com/venues/everbank-field/tickets","1 Everbank Field Dr","Jacksonville, FL 32202",-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"40","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T17:00:00",0.933,"normal","2018-04-20T00:47:39","2018-10-21T21:00:00","",FALSE,"Carolina Panthers at Philadelphia Eagles","nfl",4347036,"2018-10-21T13:00:00",0.878,FALSE,FALSE,"2018-04-20T00:00:00","Panthers at Eagles","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",NA,187,3678,373,656,193,240,420.61667,"QRCODE",FALSE,"2018-08-24T21:53:38Z","19148","America/New_York","US",0.90542686,"Philadelphia, PA",13,"Lincoln Financial Field",330,"Philadelphia","Lincoln Financial Field","PA",0,504,TRUE,"lincoln-financial-field","https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave","Philadelphia, PA 19148",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"41","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T20:05:00",0.863,"normal","2018-04-20T00:47:45","2018-10-22T00:05:00","",FALSE,"New Orleans Saints at Baltimore Ravens","nfl",4347071,"2018-10-21T16:05:00",0.824,FALSE,FALSE,"2018-04-20T00:00:00","Saints at Ravens","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",NA,66,623,123,698,67,334,154.77545,"QRCODE",FALSE,"2018-08-24T21:53:38Z","21230","America/New_York","US",0.8927189,"Baltimore, MD",7,"M&T Bank Stadium",1121,"Baltimore","M&T Bank Stadium","MD",0,512,TRUE,"m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St","Baltimore, MD 21230",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"42","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-21T20:25:00",0.974,"normal","2018-04-20T00:47:18","2018-10-22T00:25:00","",FALSE,"Dallas Cowboys at Washington Redskins","nfl",4346941,"2018-10-21T16:25:00",0.91,FALSE,FALSE,"2018-04-20T00:00:00","Cowboys at Redskins","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",NA,174,1054,268,919,181,540,315.3611,"QRCODE",FALSE,"2018-08-24T21:53:38Z","20785","America/New_York","US",0.9333444,"Landover, MD",6,"FedEx Field",35,"Landover","FedEx Field","MD",0,511,TRUE,"fedex-field","https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way","Landover, MD 20785",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"43","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-22T00:20:00",0.928,"normal","2018-04-20T00:47:54","2018-10-22T04:20:00","",FALSE,"Los Angeles Rams at San Francisco 49ers","nfl",4347118,"2018-10-21T17:20:00",0.871,FALSE,FALSE,"2018-04-20T00:00:00","Rams at 49ers","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",NA,62,1229,181,974,67,785,199.70828,"QRCODE",FALSE,"2018-08-24T21:53:38Z","95054","America/Los_Angeles","US",0.95768774,"Santa Clara, CA",12,"Levi's Stadium",58670,"Santa Clara","Levi's Stadium","CA",0,0,TRUE,"levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"44","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-23T00:15:00",0.94,"normal","2018-04-20T00:47:42","2018-10-23T04:15:00","",FALSE,"New York Giants at Atlanta Falcons","nfl",4347050,"2018-10-22T20:15:00",0.879,FALSE,FALSE,"2018-04-20T00:00:00","Giants at Falcons","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",NA,111,1217,262,774,111,709,281.88574,"QRCODE",FALSE,"2018-08-24T21:53:38Z","30313","America/New_York","US",0.76958936,"Atlanta, GA",18,"Mercedes-Benz Stadium",419590,"Atlanta","Mercedes-Benz Stadium","GA",0,0,TRUE,"mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","35 Northside Dr NW","Atlanta, GA 30313",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"45","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-24T00:00:00",0.294,"normal","2018-02-28T15:00:17","2018-10-24T04:00:00","",FALSE,"Troy Trojans at South Alabama Jaguars Football","ncaa_football",4281985,"2018-10-23T19:00:00",0.4,FALSE,FALSE,"2018-02-28T00:00:00","Troy at South Alabama","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",NA,20,93,35,10,20,31,41.19355,NA,NA,NA,"36604","America/Chicago","US",0.50177634,"Mobile, AL",5,"Ladd Peebles Stadium",3716,"Mobile","Ladd Peebles Stadium","AL",0,686,TRUE,"ladd-peebles-stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.","Mobile, AL 36604",-88.0761,30.6748,NA,NA,NA
"46","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-26T00:20:00",0.88,"normal","2018-04-20T00:47:36","2018-10-26T04:20:00","",FALSE,"Miami Dolphins at Houston Texans","nfl",4347018,"2018-10-25T19:20:00",0.824,FALSE,FALSE,"2018-04-20T00:00:00","Dolphins at Texans","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018",NA,44,623,129,983,57,633,160.6098,"QRCODE",FALSE,"2018-08-24T21:53:38Z","77054","America/Chicago","US",0.8624192,"Houston, TX",43,"NRG Stadium",41,"Houston","NRG Stadium","TX",0,618,TRUE,"nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","Houston, TX 77054",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"47","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.861,"normal","2018-04-20T00:47:40","2018-10-28T21:00:00","",FALSE,"Tampa Bay Buccaneers at Cincinnati Bengals","nfl",4347041,"2018-10-28T13:00:00",0.81,FALSE,FALSE,"2018-04-20T00:00:00","Buccaneers at Bengals","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",NA,45,333,99,827,44,473,108.84778,"QRCODE",FALSE,"2018-08-24T21:53:39Z","45202","America/New_York","US",0.86166537,"Cincinnati, OH",7,"Paul Brown Stadium",1124,"Cincinnati","Paul Brown Stadium","OH",0,515,TRUE,"paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium","Cincinnati, OH 45202",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"48","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.915,"normal","2018-04-20T00:47:37","2018-10-28T21:00:00","",FALSE,"Seattle Seahawks at Detroit Lions","nfl",4347026,"2018-10-28T13:00:00",0.855,FALSE,FALSE,"2018-04-20T00:00:00","Seahawks at Lions","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",NA,75,602,119,554,72,334,147.53893,"QRCODE",FALSE,"2018-08-24T21:53:39Z","48226","America/Detroit","US",0.9029952,"Detroit, MI",11,"Ford Field",346,"Detroit","Ford Field","MI",0,505,TRUE,"ford-field","https://seatgeek.com/venues/ford-field/tickets","2000 Brush St.","Detroit, MI 48226",-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"49","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.895,"normal","2018-04-20T00:47:45","2018-10-28T21:00:00","",FALSE,"Baltimore Ravens at Carolina Panthers","nfl",4347070,"2018-10-28T13:00:00",0.835,FALSE,FALSE,"2018-04-20T00:00:00","Ravens at Panthers","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",NA,102,684,194,568,102,264,245.77652,"QRCODE",FALSE,"2018-08-24T21:53:39Z","28202","America/New_York","US",0.8968222,"Charlotte, NC",9,"Bank of America Stadium",1122,"Charlotte","Bank of America Stadium","NC",0,517,TRUE,"bank-of-america-stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","800 South Mint Street","Charlotte, NC 28202",-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"50","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.932,"normal","2018-04-20T00:47:17","2018-10-28T21:00:00","",FALSE,"Washington Redskins at New York Giants","nfl",4346940,"2018-10-28T13:00:00",0.863,FALSE,FALSE,"2018-04-20T00:00:00","Redskins at Giants","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",NA,130,1438,241,678,134,368,306.71466,"QRCODE",FALSE,"2018-08-24T21:53:39Z","07073","America/New_York","US",0.94873494,"East Rutherford, NJ",15,"MetLife Stadium",1587,"East Rutherford","MetLife Stadium","NJ",0,501,TRUE,"metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"51","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.923,"normal","2018-04-20T00:47:27","2018-10-28T21:00:00","",FALSE,"Denver Broncos at Kansas City Chiefs","nfl",4346981,"2018-10-28T12:00:00",0.857,FALSE,FALSE,"2018-04-20T00:00:00","Broncos at Chiefs","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",NA,155,846,260,853,155,607,275.01154,"QRCODE",FALSE,"2018-08-24T21:53:39Z","64129","America/Chicago","US",0.8827867,"Kansas City, MO",8,"Arrowhead Stadium",1128,"Kansas City","Arrowhead Stadium","MO",0,616,TRUE,"arrowhead-stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","1 Arrowhead Drive","Kansas City, MO 64129",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"52","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.897,"normal","2018-04-20T00:47:46","2018-10-28T21:00:00","",FALSE,"Cleveland Browns at Pittsburgh Steelers","nfl",4347078,"2018-10-28T13:00:00",0.837,FALSE,FALSE,"2018-04-20T00:00:00","Browns at Steelers","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",NA,92,943,279,464,92,205,310.2927,"QRCODE",FALSE,"2018-08-24T21:53:39Z","15212","America/New_York","US",0.9033526,"Pittsburgh, PA",8,"Heinz Field",1119,"Pittsburgh","Heinz Field","PA",0,508,TRUE,"heinz-field","https://seatgeek.com/venues/heinz-field/tickets","100 Art Rooney Avenue","Pittsburgh, PA 15212",-80.0158,40.4468,"QRCODE",FALSE,"2018-10-04T12:42:28Z"
"53","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T17:00:00",0.914,"normal","2018-04-20T00:47:33","2018-10-28T21:00:00","",FALSE,"New York Jets at Chicago Bears","nfl",4347007,"2018-10-28T12:00:00",0.851,FALSE,FALSE,"2018-04-20T00:00:00","Jets at Bears","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",NA,190,1197,310,584,201,95,360.50525,"QRCODE",FALSE,"2018-08-24T21:53:39Z","60605","America/Chicago","US",0.940013,"Chicago, IL",7,"Soldier Field",31,"Chicago","Soldier Field","IL",0,602,TRUE,"soldier-field","https://seatgeek.com/venues/soldier-field/tickets","1410 S. Museum Campus Drive","Chicago, IL 60605",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"54","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T20:05:00",0.871,"normal","2018-04-20T01:04:25","2018-10-29T00:05:00","",FALSE,"Indianapolis Colts at Oakland Raiders","nfl",4347153,"2018-10-28T13:05:00",0.818,FALSE,FALSE,"2018-04-20T00:00:00","Colts at Raiders","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",NA,73,483,163,730,78,346,171.03757,"QRCODE",FALSE,"2018-08-24T21:53:39Z","94621","America/Los_Angeles","US",0.7817843,"Oakland, CA",8,"Oakland-Alameda County Coliseum",14,"Oakland","Oakland-Alameda County Coliseum","CA",0,807,TRUE,"oakland-alameda-county-coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","7000 Coliseum Way","Oakland, CA 94621",-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"55","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T20:25:00",0.958,"normal","2018-04-20T00:47:14","2018-10-29T00:25:00","",FALSE,"Green Bay Packers at Los Angeles Rams","nfl",4346921,"2018-10-28T13:25:00",0.882,FALSE,FALSE,"2018-04-20T00:00:00","Packers at Rams","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",NA,235,1419,479,965,265,398,526.8769,"QRCODE",FALSE,"2018-08-24T21:53:39Z","90037","America/Los_Angeles","US",0.86898464,"Los Angeles, CA",8,"Los Angeles Memorial Coliseum",51012,"Los Angeles","Los Angeles Memorial Coliseum","CA",0,0,TRUE,"los-angeles-memorial-coliseum-1","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","3911 S Figueroa St","Los Angeles, CA 90037",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"56","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-28T20:25:00",0.913,"normal","2018-04-20T00:47:51","2018-10-29T00:25:00","",FALSE,"San Francisco 49ers at Arizona Cardinals","nfl",4347101,"2018-10-28T13:25:00",0.851,FALSE,FALSE,"2018-04-20T00:00:00","49ers at Cardinals","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",NA,39,612,114,925,39,605,132.30414,"QRCODE",FALSE,"2018-08-24T21:53:39Z","85305","America/Phoenix","US",0.93402725,"Glendale, AZ",8,"State Farm Stadium",43,"Glendale","State Farm Stadium","AZ",0,753,TRUE,"state-farm-stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","1 Cardinals Drive","Glendale, AZ 85305",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"57","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-29T00:20:00",0.916,"normal","2018-04-20T01:04:04","2018-10-29T04:20:00","",FALSE,"New Orleans Saints at Minnesota Vikings","nfl",4347136,"2018-10-28T19:20:00",0.852,FALSE,FALSE,"2018-04-20T00:00:00","Saints at Vikings","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",NA,130,2033,290,763,105,496,332.72983,"QRCODE",FALSE,"2018-08-24T21:53:39Z","55415","America/Chicago","US",0.88524246,"Minneapolis, MN",15,"U.S. Bank Stadium",218451,"Minneapolis","U.S. Bank Stadium","MN",0,0,TRUE,"u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","401 Chicago Avenue","Minneapolis, MN 55415",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"58","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-30T00:15:00",0.915,"normal","2018-04-20T00:47:44","2018-10-30T04:15:00","",FALSE,"New England Patriots at Buffalo Bills","nfl",4347062,"2018-10-29T20:15:00",0.847,FALSE,FALSE,"2018-04-20T00:00:00","Patriots at Bills","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",NA,85,835,148,926,92,781,170.39949,"QRCODE",FALSE,"2018-08-24T21:53:39Z","14127","America/New_York","US",0.8815085,"Orchard Park, NY",7,"New Era Field",1135,"Orchard Park","New Era Field","NY",0,514,TRUE,"new-era-field","https://seatgeek.com/venues/new-era-field/tickets","1 Bills Drive","Orchard Park, NY 14127",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"59","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-11-02T00:20:00",0.978,"normal","2018-04-20T00:47:57","2018-11-02T04:20:00","",FALSE,"Oakland Raiders at San Francisco 49ers","nfl",4347131,"2018-11-01T17:20:00",0.891,FALSE,FALSE,"2018-04-20T00:00:00","Raiders at 49ers","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",NA,196,1933,427,876,204,682,449.08945,"QRCODE",FALSE,"2018-08-24T21:53:39Z","95054","America/Los_Angeles","US",0.95768774,"Santa Clara, CA",12,"Levi's Stadium",58670,"Santa Clara","Levi's Stadium","CA",0,0,TRUE,"levi-s-stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","4900 Marie P DeBartolo Way","Santa Clara, CA 95054",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"60","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-11-03T18:00:00",0.381,"normal","2018-07-28T16:00:52","2018-11-03T22:00:00","",FALSE,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","sports",4466234,"2018-11-03T13:00:00",0.434,FALSE,FALSE,"2018-07-28T00:00:00","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234",NA,NA,82,82,1,82,1,82,NA,NA,NA,"66045","America/Chicago","",0.56565154,"Lawrence",5,"Horejsi Center",74230,"Lawrence","Horejsi Center",NA,0,0,TRUE,"horejsi-center","https://seatgeek.com/venues/horejsi-center/tickets","1550 Allen Fieldhhouse Dr","Lawrence, ",-95.2532,38.9535,NA,NA,NA
"61","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-11-03T19:00:00",0.521,"normal","2018-02-28T15:00:09","2018-11-03T23:00:00","",FALSE,"South Alabama Jaguars at Arkansas State Red Wolves Football","ncaa_football",4281935,"2018-11-03T14:00:00",0.541,FALSE,FALSE,"2018-02-28T00:00:00","South Alabama at Arkansas State","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935",NA,NA,60,44,46,23,130,41.853848,NA,NA,NA,"72401","America/Chicago","US",0.47753516,"Jonesboro, AR",3,"Centennial Bank Stadium",8896,"Jonesboro","Centennial Bank Stadium","AR",0,0,TRUE,"centennial-bank-stadium-1","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","2180 Aggie Rd","Jonesboro, AR 72401",-90.6797,35.8429,NA,NA,NA
