"","date","timestamp","id","datetime_utc","type","score","status","description","popularity","datetime_tbd","date_tbd","visible_until_utc","announce_date","short_title","time_tbd","title","is_open","datetime_local","url","created_at","general_admission","listing_count","highest_price","visible_listing_count","lowest_price","average_price","median_price","lowest_price_good_deals","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","id_venue","num_upcoming_events","postal_code","score_venue","state","slug","extended_address","timezone","name","popularity_venue","address","country","city","has_upcoming_events","metro_code","name_v2","url_venue","display_location","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"34","2018-09-24","2018-09-24_11.03.25",4347020,"2018-10-08T00:20:00","nfl",0.974,"normal","",0.984,FALSE,FALSE,"2018-10-08T04:20:00","2018-04-20T00:00:00","Cowboys at Texans",FALSE,"Dallas Cowboys at Houston Texans",FALSE,"2018-10-07T19:20:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-04-20T00:47:36",NA,434,2451,761,244,599.5253,556,238,"QRCODE",FALSE,"2018-08-24T21:04:53Z",41,47,"77054",0.8624192,"TX","nrg-stadium","Houston, TX 77054","America/Chicago","NRG Stadium",0,"1 Reliant Park","US","Houston",TRUE,618,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"35","2018-09-24","2018-09-24_11.03.25",4474093,"2018-10-08T20:00:00","sports",0.347,"normal","",0.528,FALSE,FALSE,"2018-10-09T00:00:00","2018-08-03T00:00:00","Baltimore Ravens at A Purple Evening",FALSE,"Baltimore Ravens at A Purple Evening",FALSE,"2018-10-08T16:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-08-03T16:01:06",NA,9,584,3,67,302.1111,253,NA,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z",1121,7,"21230",0.8927189,"MD","m-t-bank-stadium","Baltimore, MD 21230","America/New_York","M&T Bank Stadium",0,"1101 Russell St","US","Baltimore",TRUE,512,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"36","2018-09-24","2018-09-24_11.03.25",4346971,"2018-10-09T00:15:00","nfl",0.889,"normal","",0.918,FALSE,FALSE,"2018-10-09T04:15:00","2018-04-20T00:00:00","Redskins at Saints",FALSE,"Washington Redskins at New Orleans Saints",TRUE,"2018-10-08T19:15:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-04-20T00:47:25",NA,1510,5941,1409,79,237.06953,210,79,"QRCODE",FALSE,"2018-05-29T20:38:55Z",128,17,"70112",0.8966978,"LA","mercedes-benz-superdome","New Orleans, LA 70112","America/Chicago","Mercedes-Benz Superdome",0,"1500 Sugar Bowl Drive","US","New Orleans",TRUE,622,"Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA",29.9515,-90.0786,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"37","2018-09-24","2018-09-24_11.03.25",4346917,"2018-10-12T00:20:00","nfl",0.966,"normal","",0.967,FALSE,FALSE,"2018-10-12T04:20:00","2018-04-20T00:00:00","Eagles at Giants",FALSE,"Philadelphia Eagles at New York Giants",FALSE,"2018-10-11T20:20:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-04-20T00:47:14",NA,555,1558,NA,144,362.59,NA,150,"QRCODE",FALSE,"2018-08-24T21:52:02Z",1587,16,"07073",0.94873494,"NJ","metlife-stadium","East Rutherford, NJ 07073","America/New_York","MetLife Stadium",0,"1 MetLife Stadium Drive","US","East Rutherford",TRUE,501,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"38","2018-09-24","2018-09-24_11.03.25",4192619,"2018-10-13T21:00:00","ncaa_football",0.494,"normal","",0.607,FALSE,FALSE,"2018-10-14T01:00:00","2017-12-21T00:00:00","Alabama State at South Alabama",FALSE,"Alabama State Hornets at South Alabama Jaguars Football",FALSE,"2018-10-13T16:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2017-12-21T15:00:36",NA,13,85,6,25,43.846153,36,25,NA,NA,NA,3716,5,"36604",0.50177634,"AL","ladd-peebles-stadium","Mobile, AL 36604","America/Chicago","Ladd Peebles Stadium",0,"1621 Virginia St.","US","Mobile",TRUE,686,"Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL",30.6748,-88.0761,NA,NA,NA
"39","2018-09-24","2018-09-24_11.03.25",4347051,"2018-10-14T17:00:00","nfl",0.905,"normal","",0.917,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Buccaneers at Falcons",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-04-20T00:47:42",NA,832,124117,1042,70,368.31732,195,70,"QRCODE",FALSE,"2018-08-24T21:53:35Z",419590,19,"30313",0.76958936,"GA","mercedes-benz-stadium","Atlanta, GA 30313","America/New_York","Mercedes-Benz Stadium",0,"441 M.L.K. Jr Dr NW","US","Atlanta",TRUE,0,"Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"40","2018-09-24","2018-09-24_11.03.25",4347042,"2018-10-14T17:00:00","nfl",0.899,"normal","",0.912,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Steelers at Bengals",FALSE,"Pittsburgh Steelers at Cincinnati Bengals",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-04-20T00:47:40",NA,389,123594,NA,76,482.25,NA,76,"QRCODE",FALSE,"2018-08-24T21:53:35Z",1124,7,"45202",0.86166537,"OH","paul-brown-stadium","Cincinnati, OH 45202","America/New_York","Paul Brown Stadium",0,"1 Paul Brown Stadium","US","Cincinnati",TRUE,515,"Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"41","2018-09-24","2018-09-24_11.03.25",4346961,"2018-10-14T17:00:00","nfl",0.931,"normal","",0.937,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Colts at Jets",FALSE,"Indianapolis Colts at New York Jets",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-04-20T00:47:22",NA,618,6059,1061,56,188.91263,148,62,"QRCODE",FALSE,"2018-08-24T21:52:02Z",1587,16,"07073",0.94873494,"NJ","metlife-stadium","East Rutherford, NJ 07073","America/New_York","MetLife Stadium",0,"1 MetLife Stadium Drive","US","East Rutherford",TRUE,501,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"42","2018-09-24","2018-09-24_11.03.25",4347081,"2018-10-14T17:00:00","nfl",0.914,"normal","",0.923,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Bears at Dolphins",FALSE,"Chicago Bears at Miami Dolphins",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-04-20T00:47:47",NA,90,11579,822,112,362.93332,218,80,"QRCODE",FALSE,"2018-08-24T21:53:35Z",29,36,"33056",0.8378203,"FL","hard-rock-stadium","Miami Gardens, FL 33056","America/New_York","Hard Rock Stadium",0,"347 Don Shula Dr.","US","Miami Gardens",TRUE,528,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"43","2018-09-24","2018-09-24_11.03.25",4346998,"2018-10-14T17:00:00","nfl",0.879,"normal","",0.897,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Chargers at Browns",FALSE,"Los Angeles Chargers at Cleveland Browns",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-04-20T00:47:31",NA,653,677,994,58,128.72128,106,53,"QRCODE",FALSE,"2018-08-24T21:53:35Z",1123,6,"44114",0.86852187,"OH","firstenergy-stadium-15","Cleveland, OH 44114","America/New_York","FirstEnergy Stadium",0,"100 Alfred Lerner Way","US","Cleveland",TRUE,510,"FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH",41.5065,-81.7,"NONE",FALSE,"2015-11-11T20:55:31Z"
"44","2018-09-24","2018-09-24_11.03.25",4346942,"2018-10-14T17:00:00","nfl",0.945,"normal","",0.953,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Panthers at Redskins",FALSE,"Carolina Panthers at Washington Redskins",FALSE,"2018-10-14T13:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-04-20T00:47:18",NA,482,826,991,98,182.11826,155,88,"QRCODE",FALSE,"2018-08-24T21:52:02Z",35,6,"20785",0.9333444,"MD","fedex-field","Landover, MD 20785","America/New_York","FedEx Field",0,"1600 Fedex Way","US","Landover",TRUE,511,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"45","2018-09-24","2018-09-24_11.03.25",4347019,"2018-10-14T17:00:00","nfl",0.901,"normal","",0.912,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Bills at Texans",FALSE,"Buffalo Bills at Houston Texans",FALSE,"2018-10-14T12:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-04-20T00:47:36",NA,624,716,1020,56,184.96794,158,46,"QRCODE",FALSE,"2018-08-24T21:53:35Z",41,47,"77054",0.8624192,"TX","nrg-stadium","Houston, TX 77054","America/Chicago","NRG Stadium",0,"1 Reliant Park","US","Houston",TRUE,618,"NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"46","2018-09-24","2018-09-24_11.03.25",4347145,"2018-10-14T17:00:00","nfl",0.907,"normal","",0.918,FALSE,FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","Cardinals at Vikings",FALSE,"Arizona Cardinals at Minnesota Vikings",FALSE,"2018-10-14T12:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-04-20T01:04:06",NA,412,1404,682,104,317.45145,268,104,"QRCODE",FALSE,"2018-08-24T21:53:38Z",218451,15,"55415",0.88524246,"MN","u-s-bank-stadium","Minneapolis, MN 55415","America/Chicago","U.S. Bank Stadium",0,"900 South 5th Street","US","Minneapolis",TRUE,0,"U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN",44.97,-93.26,"NONE",FALSE,"2018-08-22T15:34:15Z"
"47","2018-09-24","2018-09-24_11.03.25",4346991,"2018-10-14T19:25:00","nfl",0.866,"normal","",0.886,FALSE,FALSE,"2018-10-14T23:25:00","2018-04-20T00:00:00","Ravens at Titans",FALSE,"Baltimore Ravens at Tennessee Titans",FALSE,"2018-10-14T15:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-04-20T00:47:30",NA,436,720,NA,62,194.82,NA,62,"QRCODE",FALSE,"2018-08-24T21:53:35Z",1126,16,"37213",0.8546275,"TN","nissan-stadium","Nashville, TN 37213","America/New_York","Nissan Stadium",0,"1 Titans Way","US","Nashville",TRUE,659,"Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN",36.1665,-86.7713,"NONE",FALSE,"2015-10-19T15:09:39Z"
"48","2018-09-24","2018-09-24_11.03.25",4347138,"2018-10-14T20:05:00","nfl",0.907,"normal","",0.919,FALSE,FALSE,"2018-10-15T00:05:00","2018-04-20T00:00:00","Rams at Broncos",FALSE,"Los Angeles Rams at Denver Broncos",FALSE,"2018-10-14T14:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-04-20T01:04:04",NA,69,1194,728,167,374.53622,298,140,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1131,7,"80204",0.9028296,"CO","sports-authority-field-at-mile-high","Denver, CO 80204","America/Denver","Sports Authority Field at Mile High",0,"1701 Bryant St.","US","Denver",TRUE,751,"Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO",39.74,-105.02,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"49","2018-09-24","2018-09-24_11.03.25",4327923,"2018-10-14T20:25:00","nfl",0.967,"normal","",0.968,FALSE,FALSE,"2018-10-15T00:25:00","2018-04-05T00:00:00","Jaguars at Cowboys",FALSE,"Jacksonville Jaguars at Dallas Cowboys",TRUE,"2018-10-14T15:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-04-05T23:08:47",NA,2526,2642,2258,32,339.52652,270,30,"QRCODE",FALSE,"2018-04-17T22:02:33Z",4965,21,"76011",0.9751414,"TX","at-t-stadium","Arlington, TX 76011","America/Chicago","AT&T Stadium",0,"1 AT&T Way","US","Arlington",TRUE,623,"AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX",32.7459,-97.0957,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"50","2018-09-24","2018-09-24_11.03.25",4347095,"2018-10-15T00:20:00","nfl",0.95,"normal","",0.949,FALSE,FALSE,"2018-10-15T04:20:00","2018-04-20T00:00:00","Chiefs at Patriots",FALSE,"Kansas City Chiefs at New England Patriots",FALSE,"2018-10-14T20:20:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","2018-04-20T00:47:50",NA,190,1439,695,236,509.63684,426,212,"QRCODE",FALSE,"2018-08-24T21:53:35Z",33,15,"02035",0.8983344,"MA","gillette-stadium","Foxborough, MA 02035","America/New_York","Gillette Stadium",0,"1 Patriot Place","US","Foxborough",TRUE,506,"Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","Foxborough, MA",42.0906,-71.2674,"NONE",FALSE,"2018-08-22T15:36:58Z"
"51","2018-09-24","2018-09-24_11.03.25",4346914,"2018-10-16T00:15:00","nfl",0.942,"normal","",0.944,FALSE,FALSE,"2018-10-16T04:15:00","2018-04-20T00:00:00","49ers at Packers",FALSE,"San Francisco 49ers at Green Bay Packers",FALSE,"2018-10-15T19:15:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","2018-04-20T00:47:13",NA,106,739,547,187,340.19812,341,193,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1125,6,"54304",0.92909414,"WI","lambeau-field","Green Bay, WI 54304","America/Chicago","Lambeau Field",0,"1265 Lombardi Avenue","US","Green Bay",TRUE,658,"Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI",44.5013,-88.0622,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"52","2018-09-24","2018-09-24_11.03.25",4347102,"2018-10-19T00:20:00","nfl",0.936,"normal","",0.934,FALSE,FALSE,"2018-10-19T04:20:00","2018-04-20T00:00:00","Broncos at Cardinals",FALSE,"Denver Broncos at Arizona Cardinals",FALSE,"2018-10-18T17:20:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","2018-04-20T00:47:51",NA,476,719,824,56,178.61345,145,57,"QRCODE",FALSE,"2018-08-24T21:53:38Z",43,10,"85305",0.93402725,"AZ","state-farm-stadium","Glendale, AZ 85305","America/Phoenix","State Farm Stadium",0,"1 Cardinals Drive","US","Glendale",TRUE,753,"State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"53","2018-09-24","2018-09-24_11.03.25",4471322,"2018-10-20T23:30:00","nfl",0.455,"normal","",0.555,FALSE,FALSE,"2018-10-21T03:30:00","2018-08-01T00:00:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",FALSE,"2018-10-20T18:30:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322","2018-08-01T16:01:33",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z",4081,42,"72401",0.5808074,"AR","asu-convocation-center-1","Jonesboro, AR 72401","America/Chicago","ASU Convocation Center",0,"217 Olympic Drive","US","Jonesboro",TRUE,734,"ASU Convocation Center","https://seatgeek.com/venues/asu-convocation-center-1/tickets","Jonesboro, AR",35.8438,-90.6691,NA,NA,NA
"54","2018-09-24","2018-09-24_11.03.25",4346960,"2018-10-21T17:00:00","nfl",0.859,"normal","",0.873,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Bills at Colts",FALSE,"Buffalo Bills at Indianapolis Colts",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","2018-04-20T00:47:22",NA,593,875,987,33,103.33052,79,33,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1130,14,"46225",0.9071682,"IN","lucas-oil-stadium","Indianapolis, IN 46225","America/Indiana/Indianapolis","Lucas Oil Stadium",0,"500 South Capitol Avenue","US","Indianapolis",TRUE,527,"Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","Indianapolis, IN",39.7601,-86.1639,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"55","2018-09-24","2018-09-24_11.03.25",4347008,"2018-10-21T17:00:00","nfl",0.991,"normal","",0.974,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Patriots at Bears",FALSE,"New England Patriots at Chicago Bears",FALSE,"2018-10-21T12:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","2018-04-20T00:47:33",NA,66,1460,555,343,650.7121,577,357,"QRCODE",FALSE,"2018-08-24T21:53:38Z",31,9,"60605",0.940013,"IL","soldier-field","Chicago, IL 60605","America/Chicago","Soldier Field",0,"1410 S. Museum Campus Drive","US","Chicago",TRUE,602,"Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","Chicago, IL",41.8623,-87.6159,"NONE",FALSE,"2018-06-02T00:44:08Z"
"56","2018-09-24","2018-09-24_11.03.25",4346975,"2018-10-21T17:00:00","nfl",0.963,"normal","",0.952,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Vikings at Jets",FALSE,"Minnesota Vikings at New York Jets",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","2018-04-20T00:47:26",NA,478,1063,930,71,224.56903,188,71,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1587,16,"07073",0.94873494,"NJ","metlife-stadium","East Rutherford, NJ 07073","America/New_York","MetLife Stadium",0,"1 MetLife Stadium Drive","US","East Rutherford",TRUE,501,"MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"57","2018-09-24","2018-09-24_11.03.25",4346931,"2018-10-21T17:00:00","nfl",0.868,"normal","",0.875,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Browns at Buccaneers",FALSE,"Cleveland Browns at Tampa Bay Buccaneers",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","2018-04-20T00:47:16",NA,19,558,331,82,268.1579,205,82,"QRCODE",FALSE,"2018-08-24T21:53:38Z",39,15,"33607",0.86513025,"FL","raymond-james-stadium","Tampa, FL 33607","America/New_York","Raymond James Stadium",0,"4201 North Dale Mabry Highway","US","Tampa",TRUE,539,"Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","Tampa, FL",27.9753,-82.5034,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"58","2018-09-24","2018-09-24_11.03.25",4347084,"2018-10-21T17:00:00","nfl",0.902,"normal","",0.905,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Lions at Dolphins",FALSE,"Detroit Lions at Miami Dolphins",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","2018-04-20T00:47:47",NA,142,902,908,62,155.07042,136,53,"QRCODE",FALSE,"2018-08-24T21:53:38Z",29,36,"33056",0.8378203,"FL","hard-rock-stadium","Miami Gardens, FL 33056","America/New_York","Hard Rock Stadium",0,"347 Don Shula Dr.","US","Miami Gardens",TRUE,528,"Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"59","2018-09-24","2018-09-24_11.03.25",4346948,"2018-10-21T17:00:00","nfl",0.815,"normal","",0.834,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Texans at Jaguars",FALSE,"Houston Texans at Jacksonville Jaguars",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948","2018-04-20T00:47:19",NA,593,588,896,48,122.721756,97,48,"QRCODE",FALSE,"2018-08-24T21:53:38Z",5178,8,"32202",0.83759147,"FL","everbank-field","Jacksonville, FL 32202","America/New_York","EverBank Field",0,"1 Everbank Field Dr","US","Jacksonville",TRUE,561,"EverBank Field","https://seatgeek.com/venues/everbank-field/tickets","Jacksonville, FL",30.3239,-81.6373,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"60","2018-09-24","2018-09-24_11.03.25",4347036,"2018-10-21T17:00:00","nfl",0.943,"normal","",0.939,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Panthers at Eagles",FALSE,"Carolina Panthers at Philadelphia Eagles",FALSE,"2018-10-21T13:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","2018-04-20T00:47:39",NA,339,3680,893,212,421.7109,369,156,"QRCODE",FALSE,"2018-08-24T21:53:38Z",330,15,"19148",0.90542686,"PA","lincoln-financial-field","Philadelphia, PA 19148","America/New_York","Lincoln Financial Field",0,"1020 Pattison Ave","US","Philadelphia",TRUE,504,"Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"61","2018-09-24","2018-09-24_11.03.25",4346982,"2018-10-21T17:00:00","nfl",0.899,"normal","",0.902,FALSE,FALSE,"2018-10-21T21:00:00","2018-04-20T00:00:00","Bengals at Chiefs",FALSE,"Cincinnati Bengals at Kansas City Chiefs",FALSE,"2018-10-21T12:00:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","2018-04-20T00:47:27",NA,932,605,1090,50,148.95172,136,51,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1128,8,"64129",0.8827867,"MO","arrowhead-stadium","Kansas City, MO 64129","America/Chicago","Arrowhead Stadium",0,"1 Arrowhead Drive","US","Kansas City",TRUE,616,"Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","Kansas City, MO",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"62","2018-09-24","2018-09-24_11.03.25",4347071,"2018-10-21T20:05:00","nfl",0.877,"normal","",0.884,FALSE,FALSE,"2018-10-22T00:05:00","2018-04-20T00:00:00","Saints at Ravens",FALSE,"New Orleans Saints at Baltimore Ravens",FALSE,"2018-10-21T16:05:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","2018-04-20T00:47:45",NA,442,611,888,51,153.67647,127,51,"QRCODE",FALSE,"2018-08-24T21:53:38Z",1121,7,"21230",0.8927189,"MD","m-t-bank-stadium","Baltimore, MD 21230","America/New_York","M&T Bank Stadium",0,"1101 Russell St","US","Baltimore",TRUE,512,"M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"63","2018-09-24","2018-09-24_11.03.25",4346941,"2018-10-21T20:25:00","nfl",0.995,"normal","",0.981,FALSE,FALSE,"2018-10-22T00:25:00","2018-04-20T00:00:00","Cowboys at Redskins",FALSE,"Dallas Cowboys at Washington Redskins",FALSE,"2018-10-21T16:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","2018-04-20T00:47:18",NA,574,1101,1029,183,335.47214,283,182,"QRCODE",FALSE,"2018-08-24T21:53:38Z",35,6,"20785",0.9333444,"MD","fedex-field","Landover, MD 20785","America/New_York","FedEx Field",0,"1600 Fedex Way","US","Landover",TRUE,511,"FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"64","2018-09-24","2018-09-24_11.03.25",4347118,"2018-10-22T00:20:00","nfl",0.927,"normal","",0.922,FALSE,FALSE,"2018-10-22T04:20:00","2018-04-20T00:00:00","Rams at 49ers",FALSE,"Los Angeles Rams at San Francisco 49ers",FALSE,"2018-10-21T17:20:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","2018-04-20T00:47:54",NA,694,123726,1017,98,602.2291,214,93,"QRCODE",FALSE,"2018-08-24T21:53:38Z",58670,13,"95054",0.95768774,"CA","levi-s-stadium","Santa Clara, CA 95054","America/Los_Angeles","Levi's Stadium",0,"4900 Marie P DeBartolo Way","US","Santa Clara",TRUE,0,"Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
