"","date","timestamp","datetime_tbd","announce_date","datetime_utc","date_tbd","status","time_tbd","is_open","title","visible_until_utc","url","type","id","description","created_at","popularity","score","datetime_local","short_title","general_admission","listing_count","median_price","lowest_price_good_deals","average_price","lowest_price","highest_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","address","has_upcoming_events","postal_code","extended_address","timezone","display_location","num_upcoming_events","city","country","name","url_venue","slug","metro_code","id_venue","popularity_venue","name_v2","state","score_venue","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"11","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-14T19:25:00",FALSE,"normal",FALSE,FALSE,"Baltimore Ravens at Tennessee Titans","2018-10-14T23:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","nfl",4346991,"","2018-04-20T00:47:30",0.878,0.87,"2018-10-14T15:25:00","Ravens at Titans",NA,200,183,53,186.685,84,389,1315,"2018-08-24T21:53:35Z","QRCODE",FALSE,"1 Titans Way",TRUE,"37213","Nashville, TN 37213","America/New_York","Nashville, TN",16,"Nashville","US","Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium",659,1126,0,"Nissan Stadium","TN",0.8546275,36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"12","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-14T20:05:00",FALSE,"normal",FALSE,FALSE,"Los Angeles Rams at Denver Broncos","2018-10-15T00:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","nfl",4347138,"","2018-04-20T01:04:04",0.905,0.905,"2018-10-14T14:05:00","Rams at Broncos",NA,136,180,104,228.05147,104,604,1941,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1701 Bryant Street",TRUE,"80204","Denver, CO 80204","America/Denver","Denver, CO",7,"Denver","US","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high",751,1131,0,"Sports Authority Field at Mile High","CO",0.9028296,39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"13","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-05T00:00:00","2018-10-14T20:25:00",FALSE,"normal",FALSE,TRUE,"Jacksonville Jaguars at Dallas Cowboys","2018-10-15T00:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","nfl",4327923,"","2018-04-05T23:08:47",0.944,0.97,"2018-10-14T15:25:00","Jaguars at Cowboys",NA,2093,210,NA,253.17964,NA,2010,1739,"2018-10-06T23:29:11Z","QRCODE_TM",FALSE,"1 AT&T Way",TRUE,"76011","Arlington, TX 76011","America/Chicago","Arlington, TX",17,"Arlington","US","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium",623,4965,0,"AT&T Stadium","TX",0.9751414,32.7459,-97.0957,"2018-10-06T23:29:11Z","QRCODE_TM",FALSE
"14","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-15T00:20:00",FALSE,"normal",FALSE,FALSE,"Kansas City Chiefs at New England Patriots","2018-10-15T04:20:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","nfl",4347095,"","2018-04-20T00:47:50",0.935,0.959,"2018-10-14T20:20:00","Chiefs at Patriots",NA,125,283,157,321.568,157,686,1114,"2018-08-24T21:53:35Z","QRCODE",FALSE,"1 Patriot Place",TRUE,"02035","Foxborough, MA 02035","America/New_York","Foxborough, MA",13,"Foxborough","US","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium",506,33,0,"Gillette Stadium","MA",0.8983344,42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
"15","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-16T00:15:00",FALSE,"normal",FALSE,FALSE,"San Francisco 49ers at Green Bay Packers","2018-10-16T04:15:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914","nfl",4346914,"","2018-04-20T00:47:13",0.918,0.951,"2018-10-15T19:15:00","49ers at Packers",NA,151,215,103,235.96027,112,1100,1449,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1265 Lombardi Avenue",TRUE,"54304","Green Bay, WI 54304","America/Chicago","Green Bay, WI",5,"Green Bay","US","Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field",658,1125,0,"Lambeau Field","WI",0.92909414,44.5013,-88.0622,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"16","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-19T00:20:00",FALSE,"normal",FALSE,FALSE,"Denver Broncos at Arizona Cardinals","2018-10-19T04:20:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102","nfl",4347102,"","2018-04-20T00:47:51",0.901,0.941,"2018-10-18T17:20:00","Broncos at Cardinals",NA,341,130,57,159.4868,60,486,1115,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1 Cardinals Drive",TRUE,"85305","Glendale, AZ 85305","America/Phoenix","Glendale, AZ",10,"Glendale","US","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium",753,43,0,"State Farm Stadium","AZ",0.93402725,33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
"17","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-08-01T00:00:00","2018-10-20T23:30:00",FALSE,"normal",FALSE,FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-21T03:30:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322","sports",4471322,"","2018-08-01T16:01:33",0.507,0.346,"2018-10-20T18:30:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-24T21:53:38Z","QRCODE",FALSE,"217 Olympic Drive",TRUE,"72401","Jonesboro, AR 72401","America/Chicago","Jonesboro, AR",42,"Jonesboro","US","ASU Convocation Center","https://seatgeek.com/venues/asu-convocation-center-1/tickets","asu-convocation-center-1",734,4081,0,"ASU Convocation Center","AR",0.5808074,35.8438,-90.6691,NA,NA,NA
"18","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"New England Patriots at Chicago Bears","2018-10-21T21:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008","nfl",4347008,"","2018-04-20T00:47:33",0.935,0.972,"2018-10-21T12:00:00","Patriots at Bears",NA,37,698,298,787.1892,479,1478,582,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1410 S. Museum Campus Drive",TRUE,"60605","Chicago, IL 60605","America/Chicago","Chicago, IL",8,"Chicago","US","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field",602,31,0,"Soldier Field","IL",0.940013,41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"19","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Buffalo Bills at Indianapolis Colts","2018-10-21T21:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960","nfl",4346960,"","2018-04-20T00:47:22",0.841,0.868,"2018-10-21T13:00:00","Bills at Colts",NA,685,93,30,100.71533,26,840,1314,"2018-08-24T21:53:38Z","QRCODE",FALSE,"500 South Capitol Avenue",TRUE,"46225","Indianapolis, IN 46225","America/Indiana/Indianapolis","Indianapolis, IN",12,"Indianapolis","US","Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium",527,1130,0,"Lucas Oil Stadium","IN",0.9071682,39.7601,-86.1639,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"20","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Minnesota Vikings at New York Jets","2018-10-21T21:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975","nfl",4346975,"","2018-04-20T00:47:26",0.915,0.965,"2018-10-21T13:00:00","Vikings at Jets",NA,434,164,68,205.71198,73,847,1317,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1 MetLife Stadium Drive",TRUE,"07073","East Rutherford, NJ 07073","America/New_York","East Rutherford, NJ",14,"East Rutherford","US","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium",501,1587,0,"MetLife Stadium","NJ",0.94873494,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"21","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Cleveland Browns at Tampa Bay Buccaneers","2018-10-21T21:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931","nfl",4346931,"","2018-04-20T00:47:16",0.859,0.87,"2018-10-21T13:00:00","Browns at Buccaneers",NA,5,371,77,333.2,206,465,685,"2018-08-24T21:53:38Z","QRCODE",FALSE,"4201 North Dale Mabry Highway",TRUE,"33607","Tampa, FL 33607","America/New_York","Tampa, FL",15,"Tampa","US","Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium",539,39,0,"Raymond James Stadium","FL",0.86513025,27.9753,-82.5034,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"22","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Detroit Lions at Miami Dolphins","2018-10-21T21:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084","nfl",4347084,"","2018-04-20T00:47:47",0.863,0.897,"2018-10-21T13:00:00","Lions at Dolphins",NA,128,150,51,156.85156,59,378,1743,"2018-08-24T21:53:38Z","QRCODE",FALSE,"347 Don Shula Dr.",TRUE,"33056","Miami Gardens, FL 33056","America/New_York","Miami Gardens, FL",34,"Miami Gardens","US","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium",528,29,0,"Hard Rock Stadium","FL",0.8378203,25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"23","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Carolina Panthers at Philadelphia Eagles","2018-10-21T21:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036","nfl",4347036,"","2018-04-20T00:47:39",0.912,0.942,"2018-10-21T13:00:00","Panthers at Eagles",NA,234,338,145,359.52563,191,856,1244,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1020 Pattison Ave",TRUE,"19148","Philadelphia, PA 19148","America/New_York","Philadelphia, PA",13,"Philadelphia","US","Lincoln Financial Field","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field",504,330,0,"Lincoln Financial Field","PA",0.90542686,39.9046,-75.1675,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"24","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T17:00:00",FALSE,"normal",FALSE,FALSE,"Houston Texans at Jacksonville Jaguars","2018-10-21T21:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-tiaa-bank-field/nfl/4346948","nfl",4346948,"","2018-04-20T00:47:19",0.815,0.827,"2018-10-21T13:00:00","Texans at Jaguars",NA,489,79,40,98.69939,40,489,1166,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1 Everbank Field Dr",TRUE,"32202","Jacksonville, FL 32202","America/New_York","Jacksonville, FL",7,"Jacksonville","US","TIAA Bank Field","https://seatgeek.com/venues/tiaa-bank-field/tickets","tiaa-bank-field",561,5178,0,"TIAA Bank Field","FL",0.83759147,30.3239,-81.6373,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"25","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T20:05:00",FALSE,"normal",FALSE,FALSE,"New Orleans Saints at Baltimore Ravens","2018-10-22T00:05:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071","nfl",4347071,"","2018-04-20T00:47:45",0.855,0.886,"2018-10-21T16:05:00","Saints at Ravens",NA,303,119,74,147.65347,74,597,1639,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1101 Russell St",TRUE,"21230","Baltimore, MD 21230","America/New_York","Baltimore, MD",6,"Baltimore","US","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium",512,1121,0,"M&T Bank Stadium","MD",0.8927189,39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"26","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T20:25:00",FALSE,"normal",FALSE,FALSE,"Dallas Cowboys at Washington Redskins","2018-10-22T00:25:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941","nfl",4346941,"","2018-04-20T00:47:18",0.939,1,"2018-10-21T16:25:00","Cowboys at Redskins",NA,414,260,164,303.26813,172,881,1075,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1600 Fedex Way",TRUE,"20785","Landover, MD 20785","America/New_York","Landover, MD",6,"Landover","US","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","fedex-field",511,35,0,"FedEx Field","MD",0.9333444,38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"27","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-21T20:25:00",FALSE,"normal",FALSE,FALSE,"Los Angeles Rams at San Francisco 49ers","2018-10-22T00:25:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118","nfl",4347118,"","2018-04-20T00:47:54",0.894,0.946,"2018-10-21T13:25:00","Rams at 49ers",NA,609,162,47,173.61577,59,715,2142,"2018-08-24T21:53:38Z","QRCODE",FALSE,"4900 Marie P DeBartolo Way",TRUE,"95054","Santa Clara, CA 95054","America/Los_Angeles","Santa Clara, CA",11,"Santa Clara","US","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium",0,58670,0,"Levi's Stadium","CA",0.95768774,37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"28","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-22T00:20:00",FALSE,"normal",FALSE,FALSE,"Cincinnati Bengals at Kansas City Chiefs","2018-10-22T04:20:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982","nfl",4346982,"","2018-04-20T00:47:27",0.875,0.917,"2018-10-21T19:20:00","Bengals at Chiefs",NA,143,146,89,167.3916,90,361,1306,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1 Arrowhead Drive",TRUE,"64129","Kansas City, MO 64129","America/Chicago","Kansas City, MO",7,"Kansas City","US","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium",616,1128,0,"Arrowhead Stadium","MO",0.8827867,39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"29","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-23T00:15:00",FALSE,"normal",FALSE,FALSE,"New York Giants at Atlanta Falcons","2018-10-23T04:15:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050","nfl",4347050,"","2018-04-20T00:47:42",0.893,0.952,"2018-10-22T20:15:00","Giants at Falcons",NA,543,249,97,262.93185,97,1040,2260,"2018-08-24T21:53:38Z","QRCODE",FALSE,"441 M.L.K. Jr Dr NW",TRUE,"30313","Atlanta, GA 30313","America/New_York","Atlanta, GA",18,"Atlanta","US","Mercedes-Benz Stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","mercedes-benz-stadium",0,419590,0,"Mercedes-Benz Stadium","GA",0.76958936,33.76,-84.4,"2018-08-23T20:14:46Z","QRCODE",FALSE
"30","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-02-28T00:00:00","2018-10-24T00:00:00",FALSE,"normal",FALSE,FALSE,"Troy Trojans at South Alabama Jaguars Football","2018-10-24T04:00:00","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985","ncaa_football",4281985,"","2018-02-28T15:00:17",0.445,0.293,"2018-10-23T19:00:00","Troy at South Alabama",NA,31,35,19,40.48387,19,93,10,NA,NA,NA,"1621 Virginia St.",TRUE,"36604","Mobile, AL 36604","America/Chicago","Mobile, AL",5,"Mobile","US","Ladd Peebles Stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","ladd-peebles-stadium",686,3716,0,"Ladd Peebles Stadium","AL",0.50177634,30.6748,-88.0761,NA,NA,NA
"31","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-26T00:20:00",FALSE,"normal",FALSE,FALSE,"Miami Dolphins at Houston Texans","2018-10-26T04:20:00","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018","nfl",4347018,"","2018-04-20T00:47:36",0.845,0.893,"2018-10-25T19:20:00","Dolphins at Texans",NA,638,122,57,155.73825,57,620,1904,"2018-08-24T21:53:38Z","QRCODE",FALSE,"1 Reliant Park",TRUE,"77054","Houston, TX 77054","America/Chicago","Houston, TX",44,"Houston","US","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium",618,41,0,"NRG Stadium","TX",0.8624192,29.6847,-95.4107,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"32","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Seattle Seahawks at Detroit Lions","2018-10-28T21:00:00","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026","nfl",4347026,"","2018-04-20T00:47:37",0.876,0.934,"2018-10-28T13:00:00","Seahawks at Lions",NA,1,203,84,203,203,203,573,"2018-08-24T21:53:39Z","QRCODE",FALSE,"2000 Brush St.",TRUE,"48226","Detroit, MI 48226","America/Detroit","Detroit, MI",10,"Detroit","US","Ford Field","https://seatgeek.com/venues/ford-field/tickets","ford-field",505,346,0,"Ford Field","MI",0.9029952,42.34,-83.0459,"2015-11-04T17:31:52Z","NONE",FALSE
"33","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Tampa Bay Buccaneers at Cincinnati Bengals","2018-10-28T21:00:00","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041","nfl",4347041,"","2018-04-20T00:47:40",0.843,0.869,"2018-10-28T13:00:00","Buccaneers at Bengals",NA,503,104,56,115.232605,56,452,960,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Paul Brown Stadium",TRUE,"45202","Cincinnati, OH 45202","America/New_York","Cincinnati, OH",6,"Cincinnati","US","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium",515,1124,0,"Paul Brown Stadium","OH",0.86166537,39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"34","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Washington Redskins at New York Giants","2018-10-28T21:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940","nfl",4346940,"","2018-04-20T00:47:17",0.893,0.937,"2018-10-28T13:00:00","Redskins at Giants",NA,345,228,121,288.9855,121,1378,1426,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 MetLife Stadium Drive",TRUE,"07073","East Rutherford, NJ 07073","America/New_York","East Rutherford, NJ",14,"East Rutherford","US","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium",501,1587,0,"MetLife Stadium","NJ",0.94873494,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"35","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Baltimore Ravens at Carolina Panthers","2018-10-28T21:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070","nfl",4347070,"","2018-04-20T00:47:45",0.853,0.907,"2018-10-28T13:00:00","Ravens at Panthers",NA,234,192,102,246.82906,102,668,1437,"2018-08-24T21:53:39Z","QRCODE",FALSE,"800 South Mint Street",TRUE,"28202","Charlotte, NC 28202","America/New_York","Charlotte, NC",9,"Charlotte","US","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium",517,1122,0,"Bank of America Stadium","NC",0.8968222,35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"36","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Cleveland Browns at Pittsburgh Steelers","2018-10-28T21:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078","nfl",4347078,"","2018-04-20T00:47:46",0.864,0.92,"2018-10-28T13:00:00","Browns at Steelers",NA,173,282,103,329.53757,108,939,1078,"2018-08-24T21:53:39Z","QRCODE",FALSE,"100 Art Rooney Avenue",TRUE,"15212","Pittsburgh, PA 15212","America/New_York","Pittsburgh, PA",7,"Pittsburgh","US","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","heinz-field",508,1119,0,"Heinz Field","PA",0.9033526,40.4468,-80.0158,"2018-10-04T12:42:28Z","QRCODE",FALSE
"37","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"Denver Broncos at Kansas City Chiefs","2018-10-28T21:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981","nfl",4346981,"","2018-04-20T00:47:27",0.873,0.933,"2018-10-28T12:00:00","Broncos at Chiefs",NA,542,275,180,513.15497,172,123844,992,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Arrowhead Drive",TRUE,"64129","Kansas City, MO 64129","America/Chicago","Kansas City, MO",7,"Kansas City","US","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium",616,1128,0,"Arrowhead Stadium","MO",0.8827867,39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"38","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T17:00:00",FALSE,"normal",FALSE,FALSE,"New York Jets at Chicago Bears","2018-10-28T21:00:00","https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007","nfl",4347007,"","2018-04-20T00:47:33",0.869,0.929,"2018-10-28T12:00:00","Jets at Bears",NA,90,331,191,366.76666,195,963,980,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1410 S. Museum Campus Drive",TRUE,"60605","Chicago, IL 60605","America/Chicago","Chicago, IL",8,"Chicago","US","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field",602,31,0,"Soldier Field","IL",0.940013,41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"39","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T20:05:00",FALSE,"normal",FALSE,FALSE,"Indianapolis Colts at Oakland Raiders","2018-10-29T00:05:00","https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153","nfl",4347153,"","2018-04-20T01:04:25",0.85,0.879,"2018-10-28T13:05:00","Colts at Raiders",NA,354,163,66,168.73447,70,482,1799,"2018-08-24T21:53:39Z","QRCODE",FALSE,"7000 Coliseum Way",TRUE,"94621","Oakland, CA 94621","America/Los_Angeles","Oakland, CA",9,"Oakland","US","Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","oakland-alameda-county-coliseum",807,14,0,"Oakland-Alameda County Coliseum","CA",0.7817843,37.7469,-122.201,"2015-06-24T00:00:00Z","PDF417",FALSE
"40","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T20:25:00",FALSE,"normal",FALSE,FALSE,"Green Bay Packers at Los Angeles Rams","2018-10-29T00:25:00","https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921","nfl",4346921,"","2018-04-20T00:47:14",0.912,0.989,"2018-10-28T13:25:00","Packers at Rams",NA,446,447,279,501.43048,230,1420,1661,"2018-08-24T21:53:39Z","QRCODE",FALSE,"3911 S Figueroa St",TRUE,"90037","Los Angeles, CA 90037","America/Los_Angeles","Los Angeles, CA",9,"Los Angeles","US","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1",0,51012,0,"Los Angeles Memorial Coliseum","CA",0.86898464,34.0138,-118.288,"2018-08-23T17:59:28Z","QRCODE",FALSE
"41","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-28T20:25:00",FALSE,"normal",FALSE,FALSE,"San Francisco 49ers at Arizona Cardinals","2018-10-29T00:25:00","https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101","nfl",4347101,"","2018-04-20T00:47:51",0.868,0.926,"2018-10-28T13:25:00","49ers at Cardinals",NA,571,114,38,136.39755,38,660,1313,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Cardinals Drive",TRUE,"85305","Glendale, AZ 85305","America/Phoenix","Glendale, AZ",10,"Glendale","US","State Farm Stadium","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium",753,43,0,"State Farm Stadium","AZ",0.93402725,33.5294,-112.262,"2015-12-21T17:26:05Z","NONE",FALSE
