"","date","timestamp","datetime_tbd","announce_date","datetime_utc","date_tbd","status","time_tbd","is_open","title","visible_until_utc","url","type","id","description","created_at","popularity","score","datetime_local","short_title","general_admission","listing_count","median_price","lowest_price_good_deals","average_price","lowest_price","highest_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","address","has_upcoming_events","postal_code","extended_address","timezone","display_location","num_upcoming_events","city","country","name","url_venue","slug","metro_code","id_venue","popularity_venue","name_v2","state","score_venue","lat","lon","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"42","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-29T00:20:00",FALSE,"normal",FALSE,FALSE,"New Orleans Saints at Minnesota Vikings","2018-10-29T04:20:00","https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136","nfl",4347136,"","2018-04-20T01:04:04",0.883,0.926,"2018-10-28T19:20:00","Saints at Vikings",NA,434,289,110,333.85483,110,2030,1438,"2018-08-24T21:53:39Z","QRCODE",FALSE,"900 South 5th Street",TRUE,"55415","Minneapolis, MN 55415","America/Chicago","Minneapolis, MN",15,"Minneapolis","US","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium",0,218451,0,"U.S. Bank Stadium","MN",0.88524246,44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"43","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-10-30T00:15:00",FALSE,"normal",FALSE,FALSE,"New England Patriots at Buffalo Bills","2018-10-30T04:15:00","https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062","nfl",4347062,"","2018-04-20T00:47:44",0.868,0.932,"2018-10-29T20:15:00","Patriots at Bills",NA,761,142,87,165.55847,93,596,1505,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Bills Drive",TRUE,"14127","Orchard Park, NY 14127","America/New_York","Orchard Park, NY",6,"Orchard Park","US","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","new-era-field",514,1135,0,"New Era Field","NY",0.8815085,42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"44","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-02T00:20:00",FALSE,"normal",FALSE,FALSE,"Oakland Raiders at San Francisco 49ers","2018-11-02T04:20:00","https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131","nfl",4347131,"","2018-04-20T00:47:57",0.922,1.015,"2018-11-01T17:20:00","Raiders at 49ers",NA,648,392,173,415.86575,200,1340,2064,"2018-08-24T21:53:39Z","QRCODE",FALSE,"4900 Marie P DeBartolo Way",TRUE,"95054","Santa Clara, CA 95054","America/Los_Angeles","Santa Clara, CA",11,"Santa Clara","US","Levi's Stadium","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium",0,58670,0,"Levi's Stadium","CA",0.95768774,37.4023,-121.969,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"45","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-07-28T00:00:00","2018-11-03T18:00:00",FALSE,"normal",FALSE,FALSE,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","2018-11-03T22:00:00","https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234","sports",4466234,"","2018-07-28T16:00:52",0.45,0.358,"2018-11-03T13:00:00","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",NA,1,82,NA,82,82,82,1,NA,NA,NA,"1550 Allen Fieldhhouse Dr",TRUE,"66045","Lawrence, ","America/Chicago","Lawrence",5,"Lawrence","","Horejsi Center","https://seatgeek.com/venues/horejsi-center/tickets","horejsi-center",0,74230,0,"Horejsi Center",NA,0.56565154,38.9535,-95.2532,NA,NA,NA
"46","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-02-28T00:00:00","2018-11-03T19:00:00",FALSE,"normal",FALSE,FALSE,"South Alabama Jaguars at Arkansas State Red Wolves Football","2018-11-03T23:00:00","https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935","ncaa_football",4281935,"","2018-02-28T15:00:09",0.529,0.456,"2018-11-03T14:00:00","South Alabama at Arkansas State",NA,132,44,NA,41.333332,23,75,46,NA,NA,NA,"2180 Aggie Rd",TRUE,"72401","Jonesboro, AR 72401","America/Chicago","Jonesboro, AR",2,"Jonesboro","US","Centennial Bank Stadium","https://seatgeek.com/venues/centennial-bank-stadium-1/tickets","centennial-bank-stadium-1",0,8896,0,"Centennial Bank Stadium","AR",0.47753516,35.8429,-90.6797,NA,NA,NA
"47","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"New York Jets at Miami Dolphins","2018-11-04T22:00:00","https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083","nfl",4347083,"","2018-04-20T00:47:47",0.848,0.899,"2018-11-04T13:00:00","Jets at Dolphins",NA,98,189,76,198.51021,84,899,1504,"2018-08-24T21:53:39Z","QRCODE",FALSE,"347 Don Shula Dr.",TRUE,"33056","Miami Gardens, FL 33056","America/New_York","Miami Gardens, FL",34,"Miami Gardens","US","Hard Rock Stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium",528,29,0,"Hard Rock Stadium","FL",0.8378203,25.96,-80.24,"2017-10-03T18:58:44Z","NONE",FALSE
"48","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Detroit Lions at Minnesota Vikings","2018-11-04T22:00:00","https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140","nfl",4347140,"","2018-04-20T01:04:05",0.845,0.912,"2018-11-04T12:00:00","Lions at Vikings",NA,484,233,114,272.2004,107,1267,1486,"2018-08-24T21:53:39Z","QRCODE",FALSE,"900 South 5th Street",TRUE,"55415","Minneapolis, MN 55415","America/Chicago","Minneapolis, MN",15,"Minneapolis","US","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium",0,218451,0,"U.S. Bank Stadium","MN",0.88524246,44.97,-93.26,"2018-08-22T15:34:15Z","NONE",FALSE
"49","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Kansas City Chiefs at Cleveland Browns","2018-11-04T22:00:00","https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997","nfl",4346997,"","2018-04-20T00:47:31",0.82,0.879,"2018-11-04T13:00:00","Chiefs at Browns",NA,746,105,57,126.42761,64,476,1328,"2018-08-24T21:53:39Z","QRCODE",FALSE,"100 Alfred Lerner Way",TRUE,"44114","Cleveland, OH 44114","America/New_York","Cleveland, OH",6,"Cleveland","US","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15",510,1123,0,"FirstEnergy Stadium","OH",0.86852187,41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"50","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Pittsburgh Steelers at Baltimore Ravens","2018-11-04T22:00:00","https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069","nfl",4347069,"","2018-04-20T00:47:45",0.861,0.916,"2018-11-04T13:00:00","Steelers at Ravens",NA,364,204,120,253.25,120,835,1568,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1101 Russell St",TRUE,"21230","Baltimore, MD 21230","America/New_York","Baltimore, MD",6,"Baltimore","US","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium",512,1121,0,"M&T Bank Stadium","MD",0.8927189,39.2774,-76.623,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"51","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Atlanta Falcons at Washington Redskins","2018-11-04T22:00:00","https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937","nfl",4346937,"","2018-04-20T00:47:17",0.868,0.941,"2018-11-04T13:00:00","Falcons at Redskins",NA,513,148,79,169.67836,79,408,1135,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1600 Fedex Way",TRUE,"20785","Landover, MD 20785","America/New_York","Landover, MD",6,"Landover","US","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","fedex-field",511,35,0,"FedEx Field","MD",0.9333444,38.9071,-76.8658,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"52","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Tampa Bay Buccaneers at Carolina Panthers","2018-11-04T22:00:00","https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033","nfl",4347033,"","2018-04-20T00:47:38",0.825,0.891,"2018-11-04T13:00:00","Buccaneers at Panthers",NA,328,172,76,202.21646,85,957,1574,"2018-08-24T21:53:39Z","QRCODE",FALSE,"800 South Mint Street",TRUE,"28202","Charlotte, NC 28202","America/New_York","Charlotte, NC",9,"Charlotte","US","Bank of America Stadium","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium",517,1122,0,"Bank of America Stadium","NC",0.8968222,35.2243,-80.8524,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"53","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T18:00:00",FALSE,"normal",FALSE,FALSE,"Chicago Bears at Buffalo Bills","2018-11-04T22:00:00","https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061","nfl",4347061,"","2018-04-20T00:47:43",0.863,0.915,"2018-11-04T13:00:00","Bears at Bills",NA,596,113,65,145.33893,60,717,1352,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Bills Drive",TRUE,"14127","Orchard Park, NY 14127","America/New_York","Orchard Park, NY",6,"Orchard Park","US","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","new-era-field",514,1135,0,"New Era Field","NY",0.8815085,42.7737,-78.7874,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"54","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T21:05:00",FALSE,"normal",FALSE,FALSE,"Los Angeles Chargers at Seattle Seahawks","2018-11-05T01:05:00","https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127","nfl",4347127,"","2018-04-20T00:47:56",0.848,0.92,"2018-11-04T13:05:00","Chargers at Seahawks",NA,137,345,125,356.20438,169,955,1687,"2018-08-24T21:53:39Z","QRCODE",FALSE,"800 Occidental Ave S",TRUE,"98134","Seattle, WA 98134","America/Los_Angeles","Seattle, WA",8,"Seattle","US","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field",819,339,0,"CenturyLink Field","WA",0.87232786,47.6,-122.33,"2018-03-02T22:54:54Z","QRCODE",FALSE
"55","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T21:05:00",FALSE,"normal",FALSE,FALSE,"Houston Texans at Denver Broncos","2018-11-05T01:05:00","https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141","nfl",4347141,"","2018-04-20T01:04:05",0.824,0.883,"2018-11-04T14:05:00","Texans at Broncos",NA,94,289,101,354.5532,126,1210,1459,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1701 Bryant Street",TRUE,"80204","Denver, CO 80204","America/Denver","Denver, CO",7,"Denver","US","Sports Authority Field at Mile High","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high",751,1131,0,"Sports Authority Field at Mile High","CO",0.9028296,39.74,-105.02,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"56","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-04T21:25:00",FALSE,"normal",FALSE,TRUE,"Los Angeles Rams at New Orleans Saints","2018-11-05T01:25:00","https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970","nfl",4346970,"","2018-04-20T00:47:25",0.826,0.886,"2018-11-04T15:25:00","Rams at Saints",NA,1068,258,87,272.07584,87,1800,983,"2018-05-29T20:39:08Z","QRCODE",FALSE,"1500 Sugar Bowl Drive",TRUE,"70112","New Orleans, LA 70112","America/Chicago","New Orleans, LA",15,"New Orleans","US","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","mercedes-benz-superdome",622,128,0,"Mercedes-Benz Superdome","LA",0.8966978,29.9515,-90.0786,"2018-08-27T20:46:59Z","QRCODE_TM",FALSE
"57","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-08-23T00:00:00","2018-11-05T01:00:00",FALSE,"normal",FALSE,FALSE,"Alex G","2018-11-05T05:00:00","https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650","concert",4494650,"","2018-08-23T19:51:10",0.564,0.512,"2018-11-04T19:00:00","Alex G",TRUE,29,64,NA,112.10345,47,584,1,NA,NA,NA,"1807 S Allport St",TRUE,"60608","Chicago, IL 60608","America/Chicago","Chicago, IL",57,"Chicago","US","Thalia Hall","https://seatgeek.com/venues/thalia-hall/tickets","thalia-hall",0,60271,0,"Thalia Hall","IL",0.51888376,41.8577,-87.6575,NA,NA,NA
"58","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-05T01:20:00",FALSE,"normal",FALSE,FALSE,"Green Bay Packers at New England Patriots","2018-11-05T05:20:00","https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089","nfl",4347089,"","2018-04-20T00:47:49",0.927,1.022,"2018-11-04T20:20:00","Packers at Patriots",NA,190,580,382,680.7474,382,1796,862,"2018-08-24T21:53:39Z","QRCODE",FALSE,"1 Patriot Place",TRUE,"02035","Foxborough, MA 02035","America/New_York","Foxborough, MA",13,"Foxborough","US","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium",506,33,0,"Gillette Stadium","MA",0.8983344,42.0906,-71.2674,"2018-08-22T15:36:58Z","NONE",FALSE
"59","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-05T00:00:00","2018-11-06T01:15:00",FALSE,"normal",FALSE,TRUE,"Tennessee Titans at Dallas Cowboys","2018-11-06T05:15:00","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922","nfl",4327922,"","2018-04-05T23:08:47",0.896,0.981,"2018-11-05T19:15:00","Titans at Cowboys",NA,3548,186,NA,240.07074,NA,2400,2608,"2018-10-06T23:29:11Z","QRCODE_TM",FALSE,"1 AT&T Way",TRUE,"76011","Arlington, TX 76011","America/Chicago","Arlington, TX",17,"Arlington","US","AT&T Stadium","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium",623,4965,0,"AT&T Stadium","TX",0.9751414,32.7459,-97.0957,"2018-10-06T23:29:11Z","QRCODE_TM",FALSE
"60","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-09T01:20:00",FALSE,"normal",FALSE,FALSE,"Carolina Panthers at Pittsburgh Steelers","2018-11-09T05:20:00","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075","nfl",4347075,"","2018-04-20T00:47:46",0.835,0.912,"2018-11-08T20:20:00","Panthers at Steelers",NA,439,146,87,205.57631,87,1197,1963,"2018-08-24T21:53:39Z","QRCODE",FALSE,"100 Art Rooney Avenue",TRUE,"15212","Pittsburgh, PA 15212","America/New_York","Pittsburgh, PA",7,"Pittsburgh","US","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","heinz-field",508,1119,0,"Heinz Field","PA",0.9033526,40.4468,-80.0158,"2018-10-04T12:42:28Z","QRCODE",FALSE
"61","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T17:00:00",FALSE,"normal",FALSE,FALSE,"New England Patriots at Tennessee Titans","2018-11-11T21:00:00","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990","nfl",4346990,"","2018-04-20T00:47:30",0.869,0.959,"2018-11-11T12:00:00","Patriots at Titans",NA,1348,661,NA,717.6721,252,2620,948,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1 Titans Way",TRUE,"37213","Nashville, TN 37213","America/New_York","Nashville, TN",16,"Nashville","US","Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium",659,1126,0,"Nissan Stadium","TN",0.8546275,36.1665,-86.7713,"2015-10-19T15:09:39Z","NONE",FALSE
"62","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"New Orleans Saints at Cincinnati Bengals","2018-11-11T22:00:00","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040","nfl",4347040,"","2018-04-20T00:47:40",0.835,0.891,"2018-11-11T13:00:00","Saints at Bengals",NA,374,116,66,130.36899,67,414,844,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1 Paul Brown Stadium",TRUE,"45202","Cincinnati, OH 45202","America/New_York","Cincinnati, OH",6,"Cincinnati","US","Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium",515,1124,0,"Paul Brown Stadium","OH",0.86166537,39.0961,-84.5177,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"63","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Arizona Cardinals at Kansas City Chiefs","2018-11-11T22:00:00","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980","nfl",4346980,"","2018-04-20T00:47:27",0.834,0.89,"2018-11-11T12:00:00","Cardinals at Chiefs",NA,953,128,56,152.29695,56,454,1168,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1 Arrowhead Drive",TRUE,"64129","Kansas City, MO 64129","America/Chicago","Kansas City, MO",7,"Kansas City","US","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium",616,1128,0,"Arrowhead Stadium","MO",0.8827867,39.0489,-94.4839,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"64","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Detroit Lions at Chicago Bears","2018-11-11T22:00:00","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006","nfl",4347006,"","2018-04-20T00:47:32",0.836,0.915,"2018-11-11T12:00:00","Lions at Bears",NA,114,348,136,383.88596,187,1197,1176,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1410 S. Museum Campus Drive",TRUE,"60605","Chicago, IL 60605","America/Chicago","Chicago, IL",8,"Chicago","US","Soldier Field","https://seatgeek.com/venues/soldier-field/tickets","soldier-field",602,31,0,"Soldier Field","IL",0.940013,41.8623,-87.6159,"2018-06-02T00:44:08Z","NONE",FALSE
"65","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Jacksonville Jaguars at Indianapolis Colts","2018-11-11T22:00:00","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958","nfl",4346958,"","2018-04-20T00:47:22",0.8,0.862,"2018-11-11T13:00:00","Jaguars at Colts",NA,621,80,31,104.71819,31,869,1274,"2018-08-24T21:53:40Z","QRCODE",FALSE,"500 South Capitol Avenue",TRUE,"46225","Indianapolis, IN 46225","America/Indiana/Indianapolis","Indianapolis, IN",12,"Indianapolis","US","Lucas Oil Stadium","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium",527,1130,0,"Lucas Oil Stadium","IN",0.9071682,39.7601,-86.1639,"2018-09-13T22:29:37Z","QRCODE_TM",FALSE
"66","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Washington Redskins at Tampa Bay Buccaneers","2018-11-11T22:00:00","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930","nfl",4346930,"","2018-04-20T00:47:16",0.818,0.872,"2018-11-11T13:00:00","Redskins at Buccaneers",NA,15,174,122,191.66667,82,429,721,"2018-08-24T21:53:40Z","QRCODE",FALSE,"4201 North Dale Mabry Highway",TRUE,"33607","Tampa, FL 33607","America/New_York","Tampa, FL",15,"Tampa","US","Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium",539,39,0,"Raymond James Stadium","FL",0.86513025,27.9753,-82.5034,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"67","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Buffalo Bills at New York Jets","2018-11-11T22:00:00","https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060","nfl",4347060,"","2018-04-20T00:47:43",0.861,0.926,"2018-11-11T13:00:00","Bills at Jets",NA,747,142,47,176.11246,50,942,1566,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1 MetLife Stadium Drive",TRUE,"07073","East Rutherford, NJ 07073","America/New_York","East Rutherford, NJ",14,"East Rutherford","US","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium",501,1587,0,"MetLife Stadium","NJ",0.94873494,40.8142,-74.0737,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"68","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Atlanta Falcons at Cleveland Browns","2018-11-11T22:00:00","https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996","nfl",4346996,"","2018-04-20T00:47:31",0.825,0.872,"2018-11-11T13:00:00","Falcons at Browns",NA,838,100,46,120.642006,56,1175,1459,"2018-08-24T21:53:40Z","QRCODE",FALSE,"100 Alfred Lerner Way",TRUE,"44114","Cleveland, OH 44114","America/New_York","Cleveland, OH",6,"Cleveland","US","FirstEnergy Stadium","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15",510,1123,0,"FirstEnergy Stadium","OH",0.86852187,41.5065,-81.7,"2015-11-11T20:55:31Z","NONE",FALSE
"69","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T18:00:00",FALSE,"normal",FALSE,FALSE,"Miami Dolphins at Green Bay Packers","2018-11-11T22:00:00","https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912","nfl",4346912,"","2018-04-20T00:47:13",0.865,0.921,"2018-11-11T12:00:00","Dolphins at Packers",NA,1,310,191,310,310,310,637,"2018-08-24T21:53:40Z","QRCODE",FALSE,"1265 Lombardi Avenue",TRUE,"54304","Green Bay, WI 54304","America/Chicago","Green Bay, WI",5,"Green Bay","US","Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field",658,1125,0,"Lambeau Field","WI",0.92909414,44.5013,-88.0622,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"70","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T21:05:00",FALSE,"normal",FALSE,FALSE,"Los Angeles Chargers at Oakland Raiders","2018-11-12T01:05:00","https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130","nfl",4347130,"","2018-04-20T00:47:56",0.814,0.888,"2018-11-11T13:05:00","Chargers at Raiders",NA,380,191,77,199.48947,87,497,1785,"2018-08-24T21:53:40Z","QRCODE",FALSE,"7000 Coliseum Way",TRUE,"94621","Oakland, CA 94621","America/Los_Angeles","Oakland, CA",9,"Oakland","US","Oakland-Alameda County Coliseum","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","oakland-alameda-county-coliseum",807,14,0,"Oakland-Alameda County Coliseum","CA",0.7817843,37.7469,-122.201,"2015-06-24T00:00:00Z","PDF417",FALSE
"71","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-04-20T00:00:00","2018-11-11T21:25:00",FALSE,"normal",FALSE,FALSE,"Seattle Seahawks at Los Angeles Rams","2018-11-12T01:25:00","https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920","nfl",4346920,"","2018-04-20T00:47:14",0.836,0.915,"2018-11-11T13:25:00","Seahawks at Rams",NA,523,163,67,213.95793,68,922,1621,"2018-08-24T21:53:40Z","QRCODE",FALSE,"3911 S Figueroa St",TRUE,"90037","Los Angeles, CA 90037","America/Los_Angeles","Los Angeles, CA",9,"Los Angeles","US","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1",0,51012,0,"Los Angeles Memorial Coliseum","CA",0.86898464,34.0138,-118.288,"2018-08-23T17:59:28Z","QRCODE",FALSE
"72","2018-10-10","2018-10-10_15.16.02",FALSE,"2018-08-23T00:00:00","2018-11-12T00:00:00",FALSE,"normal",FALSE,FALSE,"Alex G with Half Waif","2018-11-12T04:00:00","https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554","concert",4500554,"","2018-08-23T20:13:51",0.523,0.473,"2018-11-11T19:00:00","Alex G with Half Waif",TRUE,10,113,NA,199.8,102,584,1,NA,NA,NA,"1812 North 17th Street",TRUE,"33605","Tampa, FL 33605","America/New_York","Tampa, FL",33,"Tampa","US","Crowbar","https://seatgeek.com/venues/crowbar-2/tickets","crowbar-2",539,3160,0,"Crowbar","FL",0.42424366,27.9608,-82.4406,NA,NA,NA
