"","date","timestamp","event_promotion","is_open","id","title","announce_date","score","type","status","description","datetime_local","visible_until_utc","time_tbd","date_tbd","url","created_at","popularity","short_title","datetime_utc","datetime_tbd","visible_listing_count","average_price","lowest_price_good_deals","median_price","listing_count","lowest_price","highest_price","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","metro_code","postal_code","timezone","has_upcoming_events","id_venue","city","extended_address","display_location","state","score_venue","num_upcoming_events","address","slug","name","url_venue","country","popularity_venue","name_v2","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"1","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347090,"New York Jets at New England Patriots","2018-04-20T00:00:00",0.942,"nfl","normal","","2018-12-30T13:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/jets-at-patriots-tickets/12-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347090","2018-04-20T00:47:49",0.878,"Jets at Patriots","2018-12-30T18:00:00",FALSE,1213,332,180,277,148,180,714,FALSE,"2018-08-24T21:53:43Z","QRCODE",506,"02035","America/New_York",TRUE,33,"Foxborough","Foxborough, MA 02035","Foxborough, MA","MA",0.8983344,7,"1 Patriot Place","gillette-stadium","Gillette Stadium","https://seatgeek.com/venues/gillette-stadium/tickets","US",0,"Gillette Stadium",42.0906,-71.2674,FALSE,"2018-08-22T15:36:58Z","NONE"
"2","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347056,"Miami Dolphins at Buffalo Bills","2018-04-20T00:00:00",0.834,"nfl","normal","","2018-12-30T13:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/dolphins-at-bills-tickets/12-30-2018-orchard-park-new-york-new-era-field/nfl/4347056","2018-04-20T00:47:43",0.8,"Dolphins at Bills","2018-12-30T18:00:00",FALSE,892,64,26,62,180,26,201,FALSE,"2018-08-24T21:53:43Z","QRCODE",514,"14127","America/New_York",TRUE,1135,"Orchard Park","Orchard Park, NY 14127","Orchard Park, NY","NY",0.8815085,2,"1 Bills Drive","new-era-field","New Era Field","https://seatgeek.com/venues/new-era-field/tickets","US",0,"New Era Field",42.7737,-78.7874,FALSE,"2015-08-12T16:52:53Z","QRCODE_TM"
"3","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347030,"Dallas Cowboys at New York Giants","2018-04-20T00:00:00",0.989,"nfl","normal","","2018-12-30T13:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/cowboys-at-giants-tickets/12-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347030","2018-04-20T00:47:37",0.917,"Cowboys at Giants","2018-12-30T18:00:00",FALSE,2582,290,138,254,146,139,917,FALSE,"2018-08-24T21:53:43Z","QRCODE",501,"07073","America/New_York",TRUE,1587,"East Rutherford","East Rutherford, NJ 07073","East Rutherford, NJ","NJ",0.94873494,8,"1 MetLife Stadium Drive","metlife-stadium","MetLife Stadium","https://seatgeek.com/venues/metlife-stadium/tickets","US",0,"MetLife Stadium",40.8142,-74.0737,FALSE,"2015-09-12T14:14:07Z","QRCODE_TM"
"4","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347012,"Jacksonville Jaguars at Houston Texans","2018-04-20T00:00:00",0.886,"nfl","normal","","2018-12-30T12:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/jaguars-at-texans-tickets/12-30-2018-houston-texas-nrg-stadium/nfl/4347012","2018-04-20T00:47:34",0.838,"Jaguars at Texans","2018-12-30T18:00:00",FALSE,1881,243,107,220,177,108,695,FALSE,"2018-08-24T21:53:43Z","QRCODE",618,"77054","America/Chicago",TRUE,41,"Houston","Houston, TX 77054","Houston, TX","TX",0.8624192,35,"1 Reliant Park","nrg-stadium","NRG Stadium","https://seatgeek.com/venues/nrg-stadium/tickets","US",0,"NRG Stadium",29.6847,-95.4107,FALSE,"2015-11-04T18:42:27Z","QRCODE_TM"
"5","2018-12-27","2018-12-27_10.25.21",NA,TRUE,4346966,"Carolina Panthers at New Orleans Saints","2018-04-20T00:00:00",0.9,"nfl","normal","","2018-12-30T12:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/panthers-at-saints-tickets/12-30-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346966","2018-04-20T00:47:23",0.844,"Panthers at Saints","2018-12-30T18:00:00",FALSE,881,316,102,281,983,102,1905,FALSE,"2018-05-29T20:39:40Z","QRCODE",622,"70112","America/Chicago",TRUE,128,"New Orleans","New Orleans, LA 70112","New Orleans, LA","LA",0.8966978,10,"1500 Sugar Bowl Drive","mercedes-benz-superdome","Mercedes-Benz Superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","US",0,"Mercedes-Benz Superdome",29.9515,-90.0786,FALSE,"2018-08-27T20:46:59Z","QRCODE_TM"
"6","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4346913,"Detroit Lions at Green Bay Packers","2018-04-20T00:00:00",0.902,"nfl","normal","","2018-12-30T12:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/lions-at-packers-tickets/12-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346913","2018-04-20T00:47:13",0.842,"Lions at Packers","2018-12-30T18:00:00",FALSE,1350,162,63,148,47,84,365,FALSE,"2018-08-24T21:53:43Z","QRCODE",658,"54304","America/Chicago",TRUE,1125,"Green Bay","Green Bay, WI 54304","Green Bay, WI","WI",0.92909414,4,"1265 Lombardi Avenue","lambeau-field","Lambeau Field","https://seatgeek.com/venues/lambeau-field/tickets","US",0,"Lambeau Field",44.5013,-88.0622,FALSE,"2015-09-02T22:43:34Z","QRCODE_TM"
"7","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4346925,"Atlanta Falcons at Tampa Bay Buccaneers","2018-04-20T00:00:00",0.872,"nfl","normal","","2018-12-30T13:00:00","2018-12-30T22:00:00",FALSE,FALSE,"https://seatgeek.com/falcons-at-buccaneers-tickets/12-30-2018-tampa-florida-raymond-james-stadium/nfl/4346925","2018-04-20T00:47:15",0.828,"Falcons at Buccaneers","2018-12-30T18:00:00",FALSE,1614,183,74,173,244,54,525,FALSE,"2018-08-24T21:53:43Z","QRCODE",539,"33607","America/New_York",TRUE,39,"Tampa","Tampa, FL 33607","Tampa, FL","FL",0.86513025,5,"4201 North Dale Mabry Highway","raymond-james-stadium","Raymond James Stadium","https://seatgeek.com/venues/raymond-james-stadium/tickets","US",0,"Raymond James Stadium",27.9753,-82.5034,FALSE,"2015-08-24T14:44:53Z","QRCODE_TM"
"8","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347147,"Los Angeles Chargers at Denver Broncos","2018-04-20T00:00:00",0.892,"nfl","normal","","2018-12-30T14:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/chargers-at-broncos-tickets/12-30-2018-denver-colorado-broncos-stadium-at-mile-high/nfl/4347147","2018-04-20T01:04:06",0.844,"Chargers at Broncos","2018-12-30T21:25:00",FALSE,1832,181,77,155,103,77,696,FALSE,"2018-08-24T21:53:43Z","QRCODE",751,"80204","America/Denver",TRUE,1131,"Denver","Denver, CO 80204","Denver, CO","CO",0.9028296,5,"1701 Bryant St.","broncos-stadium-at-mile-high","Broncos Stadium at Mile High","https://seatgeek.com/venues/broncos-stadium-at-mile-high/tickets","US",0,"Broncos Stadium at Mile High",39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"9","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4346934,"Philadelphia Eagles at Washington Redskins","2018-04-20T00:00:00",0.867,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/eagles-at-redskins-tickets/12-30-2018-landover-maryland-fedex-field/nfl/4346934","2018-04-20T00:47:17",0.901,"Eagles at Redskins","2018-12-30T21:25:00",FALSE,1336,263,95,139,355,95,6090,FALSE,"2018-08-24T21:53:43Z","QRCODE",511,"20785","America/New_York",TRUE,35,"Landover","Landover, MD 20785","Landover, MD","MD",0.9333444,4,"1600 Fedex Way","fedex-field","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","US",0,"FedEx Field",38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"10","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347065,"Cleveland Browns at Baltimore Ravens","2018-04-20T00:00:00",0.771,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/browns-at-ravens-tickets/12-30-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347065","2018-04-20T00:47:44",0.816,"Browns at Ravens","2018-12-30T21:25:00",FALSE,1784,228,119,200,179,119,656,FALSE,"2018-08-24T21:53:43Z","QRCODE",512,"21230","America/New_York",TRUE,1121,"Baltimore","Baltimore, MD 21230","Baltimore, MD","MD",0.8927189,3,"1101 Russell St","m-t-bank-stadium","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","US",0,"M&T Bank Stadium",39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"11","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347134,"Chicago Bears at Minnesota Vikings","2018-04-20T00:00:00",0.849,"nfl","normal","","2018-12-30T15:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/bears-at-vikings-tickets/12-30-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347134","2018-04-20T01:04:04",0.881,"Bears at Vikings","2018-12-30T21:25:00",FALSE,1123,508,132,448,153,250,1423,FALSE,"2018-08-24T21:53:43Z","QRCODE",0,"55415","America/Chicago",TRUE,218451,"Minneapolis","Minneapolis, MN 55415","Minneapolis, MN","MN",0.88524246,16,"401 Chicago Avenue","u-s-bank-stadium","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","US",0,"U.S. Bank Stadium",44.9751,-93.2582,FALSE,"2018-08-22T15:34:15Z","NONE"
"12","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347076,"Cincinnati Bengals at Pittsburgh Steelers","2018-04-20T00:00:00",0.822,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/bengals-at-steelers-tickets/12-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347076","2018-04-20T00:47:46",0.858,"Bengals at Steelers","2018-12-30T21:25:00",FALSE,825,248,97,245,81,98,428,FALSE,"2018-08-24T21:53:43Z","QRCODE",508,"15212","America/New_York",TRUE,1119,"Pittsburgh","Pittsburgh, PA 15212","Pittsburgh, PA","PA",0.9033526,4,"100 Art Rooney Avenue","heinz-field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","US",0,"Heinz Field",40.4468,-80.0158,FALSE,"2018-10-04T12:42:28Z","QRCODE"
"13","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4346938,"San Francisco 49ers at Los Angeles Rams","2018-04-20T00:00:00",0.918,"nfl","normal","","2018-12-30T13:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/49ers-at-rams-tickets/12-30-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346938","2018-04-20T00:47:17",0.861,"49ers at Rams","2018-12-30T21:25:00",FALSE,1981,239,109,209,130,117,1125,FALSE,"2018-08-24T21:53:43Z","QRCODE",0,"90037","America/Los_Angeles",TRUE,51012,"Los Angeles","Los Angeles, CA 90037","Los Angeles, CA","CA",0.86898464,7,"3911 S Figueroa St","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US",0,"Los Angeles Memorial Coliseum",34.0138,-118.288,FALSE,"2018-08-23T17:59:28Z","QRCODE"
"14","2018-12-27","2018-12-27_10.25.21",NA,FALSE,4347120,"Arizona Cardinals at Seattle Seahawks","2018-04-20T00:00:00",0.905,"nfl","normal","","2018-12-30T13:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/cardinals-at-seahawks-tickets/12-30-2018-seattle-washington-centurylink-field/nfl/4347120","2018-04-20T00:47:54",0.853,"Cardinals at Seahawks","2018-12-30T21:25:00",FALSE,1211,326,149,314,97,165,674,FALSE,"2018-08-24T21:53:43Z","QRCODE",819,"98134","America/Los_Angeles",TRUE,339,"Seattle","Seattle, WA 98134","Seattle, WA","WA",0.87232786,8,"800 Occidental Ave S","centurylink-field","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","US",0,"CenturyLink Field",47.5948,-122.332,FALSE,"2018-03-02T22:54:54Z","QRCODE"
