"","date","timestamp","time_tbd","title","announce_date","popularity","type","description","url","datetime_local","score","date_tbd","datetime_utc","status","created_at","short_title","datetime_tbd","id","visible_until_utc","is_open","general_admission","lowest_price_good_deals","median_price","lowest_price","average_price","listing_count","highest_price","visible_listing_count","employee_only_accessMethod","method_accessMethod","created_at_accessMethod","country","extended_address","address","popularity_venue","url_venue","display_location","timezone","has_upcoming_events","postal_code","score_venue","name","id_venue","num_upcoming_events","city","state","slug","name_v2","lon","lat","employee_only_AccessMethod","method_AccessMethod","created_at_AccessMethod"
"11","2018-09-08","2018-09-08_18.39.13",FALSE,"Dallas Cowboys at Carolina Panthers","2018-04-20T00:00:00",0.988,"nfl","","https://seatgeek.com/cowboys-at-panthers-tickets/9-9-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347034","2018-09-09T16:25:00",0.966,FALSE,"2018-09-09T20:25:00","normal","2018-04-20T00:47:38","Cowboys at Panthers",FALSE,4347034,"2018-09-10T00:25:00",FALSE,NA,161,NA,161,416.52,174,12376,NA,FALSE,"QRCODE","2018-08-24T16:53:30Z","US","Charlotte, NC 28202","800 South Mint Street",0,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","Charlotte, NC","America/New_York",TRUE,"28202",0.8968222,"Bank of America Stadium",1122,10,"Charlotte","NC","bank-of-america-stadium","Bank of America Stadium",-80.8524,35.2243,FALSE,"QRCODE_TM","2015-09-25T18:23:51Z"
"12","2018-09-08","2018-09-08_18.39.13",FALSE,"Seattle Seahawks at Denver Broncos","2018-04-20T00:00:00",0.962,"nfl","","https://seatgeek.com/seahawks-at-broncos-tickets/9-9-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347148","2018-09-09T14:25:00",0.923,FALSE,"2018-09-09T20:25:00","normal","2018-04-20T01:04:06","Seahawks at Broncos",FALSE,4347148,"2018-09-10T00:25:00",FALSE,NA,133,NA,133,498.2,71,12074,NA,FALSE,"QRCODE","2018-08-24T17:02:21Z","US","Denver, CO 80204","1701 Bryant St.",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO","America/Denver",TRUE,"80204",0.9028296,"Sports Authority Field at Mile High",1131,8,"Denver","CO","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,FALSE,"QRCODE_TM","2015-08-07T18:39:02Z"
"13","2018-09-08","2018-09-08_18.39.13",FALSE,"Washington Redskins at Arizona Cardinals","2018-04-20T00:00:00",0.959,"nfl","","https://seatgeek.com/redskins-at-cardinals-tickets/9-9-2018-glendale-arizona-state-farm-stadium/nfl/4347105","2018-09-09T13:25:00",0.916,FALSE,"2018-09-09T20:25:00","normal","2018-04-20T00:47:52","Redskins at Cardinals",FALSE,4347105,"2018-09-10T00:25:00",FALSE,NA,21,NA,21,76.14,84,257,NA,FALSE,"QRCODE","2018-08-24T17:01:32Z","US","Glendale, AZ 85305","1 Cardinals Drive",0,"https://seatgeek.com/venues/state-farm-stadium/tickets","Glendale, AZ","America/Phoenix",TRUE,"85305",0.93402725,"State Farm Stadium",43,11,"Glendale","AZ","state-farm-stadium","State Farm Stadium",-112.262,33.5294,FALSE,"NONE","2015-12-21T17:26:05Z"
"14","2018-09-08","2018-09-08_18.39.13",FALSE,"Chicago Bears at Green Bay Packers","2018-04-20T00:00:00",0.959,"nfl","","https://seatgeek.com/bears-at-packers-tickets/9-9-2018-green-bay-wisconsin-lambeau-field/nfl/4346916","2018-09-09T19:20:00",0.954,FALSE,"2018-09-10T00:20:00","normal","2018-04-20T00:47:14","Bears at Packers",FALSE,4346916,"2018-09-10T04:20:00",FALSE,NA,205,NA,182,292.57,103,571,NA,FALSE,"QRCODE","2018-08-24T16:52:08Z","US","Green Bay, WI 54304","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI","America/Chicago",TRUE,"54304",0.92909414,"Lambeau Field",1125,8,"Green Bay","WI","lambeau-field","Lambeau Field",-88.0622,44.5013,FALSE,"QRCODE_TM","2015-09-02T22:43:34Z"
"15","2018-09-08","2018-09-08_18.39.13",FALSE,"New York Jets at Detroit Lions","2018-04-20T00:00:00",0.958,"nfl","","https://seatgeek.com/jets-at-lions-tickets/9-10-2018-detroit-michigan-ford-field/nfl/4347029","2018-09-10T19:10:00",0.925,FALSE,"2018-09-10T23:10:00","normal","2018-04-20T00:47:37","Jets at Lions",FALSE,4347029,"2018-09-11T03:10:00",FALSE,NA,57,NA,57,132.9,304,454,NA,FALSE,"QRCODE","2018-08-23T16:09:50Z","US","Detroit, MI 48226","2000 Brush St.",0,"https://seatgeek.com/venues/ford-field/tickets","Detroit, MI","America/Detroit",TRUE,"48226",0.9029952,"Ford Field",346,11,"Detroit","MI","ford-field","Ford Field",-83.0459,42.34,FALSE,"NONE","2015-11-04T17:31:52Z"
"16","2018-09-08","2018-09-08_18.39.13",FALSE,"Los Angeles Rams at Oakland Raiders","2018-04-20T00:00:00",0.941,"nfl","","https://seatgeek.com/rams-at-raiders-tickets/9-10-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347155","2018-09-10T19:20:00",0.909,FALSE,"2018-09-11T02:20:00","normal","2018-04-20T01:04:25","Rams at Raiders",FALSE,4347155,"2018-09-11T06:20:00",FALSE,NA,83,NA,83,190.89,248,390,NA,FALSE,"QRCODE","2018-08-24T17:02:44Z","US","Oakland, CA 94621","7000 Coliseum Way",0,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland, CA","America/Los_Angeles",TRUE,"94621",0.7817843,"Oakland-Alameda County Coliseum",14,29,"Oakland","CA","oakland-alameda-county-coliseum","Oakland-Alameda County Coliseum",-122.201,37.7469,FALSE,"PDF417","2015-06-24T00:00:00Z"
"17","2018-09-08","2018-09-08_18.39.13",FALSE,"Baltimore Ravens at Cincinnati Bengals","2018-04-20T00:00:00",0.884,"nfl","","https://seatgeek.com/ravens-at-bengals-tickets/9-13-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347044","2018-09-13T20:20:00",0.862,FALSE,"2018-09-14T00:20:00","normal","2018-04-20T00:47:41","Ravens at Bengals",FALSE,4347044,"2018-09-14T04:20:00",FALSE,NA,40,NA,40,88.68,383,798,NA,FALSE,"QRCODE","2018-08-24T17:03:28Z","US","Cincinnati, OH 45202","1 Paul Brown Stadium",0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH","America/New_York",TRUE,"45202",0.86166537,"Paul Brown Stadium",1124,9,"Cincinnati","OH","paul-brown-stadium","Paul Brown Stadium",-84.5177,39.0961,FALSE,"QRCODE_TM","2015-10-09T16:14:37Z"
"18","2018-09-08","2018-09-08_18.39.13",FALSE,"Texas State Bobcats at South Alabama Jaguars Football","2018-02-28T00:00:00",0.554,"ncaa_football","","https://seatgeek.com/texas-state-bobcats-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-09-15-6-pm/4281986","2018-09-15T18:00:00",0.389,FALSE,"2018-09-15T23:00:00","normal","2018-02-28T15:00:17","Texas State at South Alabama",FALSE,4281986,"2018-09-16T03:00:00",FALSE,NA,11,NA,11,30.73,26,93,NA,NA,NA,NA,"US","Mobile, AL 36604","1621 Virginia St.",0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL","America/Chicago",TRUE,"36604",0.50177634,"Ladd Peebles Stadium",3716,7,"Mobile","AL","ladd-peebles-stadium","Ladd Peebles Stadium",-88.0761,30.6748,NA,NA,NA
"19","2018-09-08","2018-09-08_18.39.13",FALSE,"Houston Texans at Tennessee Titans","2018-04-20T00:00:00",0.871,"nfl","","https://seatgeek.com/texans-at-titans-tickets/9-16-2018-nashville-tennessee-nissan-stadium/nfl/4346993","2018-09-16T12:00:00",0.858,FALSE,"2018-09-16T16:00:00","normal","2018-04-20T00:47:30","Texans at Titans",FALSE,4346993,"2018-09-16T20:00:00",FALSE,NA,64,NA,64,179.92,405,627,NA,FALSE,"QRCODE","2018-08-24T18:23:49Z","US","Nashville, TN 37213","1 Titans Way",0,"https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN","America/New_York",TRUE,"37213",0.8546275,"Nissan Stadium",1126,16,"Nashville","TN","nissan-stadium","Nissan Stadium",-86.7713,36.1665,FALSE,"NONE","2015-10-19T15:09:39Z"
"20","2018-09-08","2018-09-08_18.39.13",FALSE,"Indianapolis Colts at Washington Redskins","2018-04-20T00:00:00",0.945,"nfl","","https://seatgeek.com/colts-at-redskins-tickets/9-16-2018-landover-maryland-fedex-field/nfl/4346944","2018-09-16T13:00:00",0.952,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:18","Colts at Redskins",FALSE,4346944,"2018-09-16T21:00:00",FALSE,NA,92,NA,92,172.39,368,478,NA,FALSE,"QRCODE","2018-08-24T18:23:09Z","US","Landover, MD 20785","1600 Fedex Way",0,"https://seatgeek.com/venues/fedex-field/tickets","Landover, MD","America/New_York",TRUE,"20785",0.9333444,"FedEx Field",35,9,"Landover","MD","fedex-field","FedEx Field",-76.8658,38.9071,FALSE,"QRCODE_TM","2015-09-12T14:13:58Z"
"21","2018-09-08","2018-09-08_18.39.13",FALSE,"Carolina Panthers at Atlanta Falcons","2018-04-20T00:00:00",0.926,"nfl","","https://seatgeek.com/panthers-at-falcons-tickets/9-16-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347054","2018-09-16T13:00:00",0.933,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:42","Panthers at Falcons",FALSE,4347054,"2018-09-16T21:00:00",FALSE,NA,108,NA,108,245.9,768,977,NA,FALSE,"QRCODE","2018-08-23T20:14:46Z","US","Atlanta, GA 30313","441 M.L.K. Jr Dr NW",0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA","America/New_York",TRUE,"30313",0.76958936,"Mercedes-Benz Stadium",419590,15,"Atlanta","GA","mercedes-benz-stadium","Mercedes-Benz Stadium",-84.4,33.76,FALSE,"QRCODE","2018-08-23T20:14:46Z"
"22","2018-09-08","2018-09-08_18.39.13",FALSE,"Kansas City Chiefs at Pittsburgh Steelers","2018-04-20T00:00:00",0.917,"nfl","","https://seatgeek.com/chiefs-at-steelers-tickets/9-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347074","2018-09-16T13:00:00",0.922,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:45","Chiefs at Steelers",FALSE,4347074,"2018-09-16T21:00:00",FALSE,NA,128,NA,128,306.05,249,971,NA,FALSE,"QRCODE","2018-08-24T18:24:29Z","US","Pittsburgh, PA 15212","100 Art Rooney Avenue",0,"https://seatgeek.com/venues/heinz-field/tickets","Pittsburgh, PA","America/New_York",TRUE,"15212",0.9033526,"Heinz Field",1119,13,"Pittsburgh","PA","heinz-field","Heinz Field",-80.0158,40.4468,FALSE,"QRCODE_TM","2015-12-08T15:36:23Z"
"23","2018-09-08","2018-09-08_18.39.13",FALSE,"Philadelphia Eagles at Tampa Bay Buccaneers","2018-04-20T00:00:00",0.905,"nfl","","https://seatgeek.com/eagles-at-buccaneers-tickets/9-16-2018-tampa-florida-raymond-james-stadium/nfl/4346933","2018-09-16T13:00:00",0.904,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:16","Eagles at Buccaneers",FALSE,4346933,"2018-09-16T21:00:00",FALSE,NA,160,NA,151,340.48,46,792,NA,FALSE,"QRCODE","2018-08-24T17:04:19Z","US","Tampa, FL 33607","4201 North Dale Mabry Highway",0,"https://seatgeek.com/venues/raymond-james-stadium/tickets","Tampa, FL","America/New_York",TRUE,"33607",0.86513025,"Raymond James Stadium",39,16,"Tampa","FL","raymond-james-stadium","Raymond James Stadium",-82.5034,27.9753,FALSE,"QRCODE_TM","2015-08-24T14:44:53Z"
"24","2018-09-08","2018-09-08_18.39.13",FALSE,"Los Angeles Chargers at Buffalo Bills","2018-04-20T00:00:00",0.907,"nfl","","https://seatgeek.com/chargers-at-bills-tickets/9-16-2018-orchard-park-new-york-new-era-field/nfl/4347064","2018-09-16T13:00:00",0.908,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:44","Chargers at Bills",FALSE,4347064,"2018-09-16T21:00:00",FALSE,NA,140,NA,140,203.32,365,597,NA,FALSE,"QRCODE","2018-08-24T18:24:17Z","US","Orchard Park, NY 14127","1 Bills Drive",0,"https://seatgeek.com/venues/new-era-field/tickets","Orchard Park, NY","America/New_York",TRUE,"14127",0.8815085,"New Era Field",1135,8,"Orchard Park","NY","new-era-field","New Era Field",-78.7874,42.7737,FALSE,"QRCODE_TM","2015-08-12T16:52:53Z"
"25","2018-09-08","2018-09-08_18.39.13",FALSE,"Minnesota Vikings at Green Bay Packers","2018-04-20T00:00:00",0.932,"nfl","","https://seatgeek.com/vikings-at-packers-tickets/9-16-2018-green-bay-wisconsin-lambeau-field/nfl/4346915","2018-09-16T12:00:00",0.945,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:14","Vikings at Packers",FALSE,4346915,"2018-09-16T21:00:00",FALSE,NA,206,NA,206,484.94,165,1307,NA,FALSE,"QRCODE","2018-08-24T17:03:48Z","US","Green Bay, WI 54304","1265 Lombardi Avenue",0,"https://seatgeek.com/venues/lambeau-field/tickets","Green Bay, WI","America/Chicago",TRUE,"54304",0.92909414,"Lambeau Field",1125,8,"Green Bay","WI","lambeau-field","Lambeau Field",-88.0622,44.5013,FALSE,"QRCODE_TM","2015-09-02T22:43:34Z"
"26","2018-09-08","2018-09-08_18.39.13",FALSE,"Cleveland Browns at New Orleans Saints","2018-04-20T00:00:00",0.895,"nfl","","https://seatgeek.com/browns-at-saints-tickets/9-16-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346973","2018-09-16T12:00:00",0.887,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:25","Browns at Saints",FALSE,4346973,"2018-09-16T21:00:00",TRUE,NA,58,NA,58,196.83,1436,1800,NA,FALSE,"QRCODE","2018-05-29T20:38:49Z","US","New Orleans, LA 70112","1500 Sugar Bowl Drive",0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA","America/Chicago",TRUE,"70112",0.8966978,"Mercedes-Benz Superdome",128,20,"New Orleans","LA","mercedes-benz-superdome","Mercedes-Benz Superdome",-90.0786,29.9515,FALSE,"QRCODE_TM","2018-08-27T20:46:59Z"
"27","2018-09-08","2018-09-08_18.39.13",FALSE,"Miami Dolphins at New York Jets","2018-04-20T00:00:00",0.948,"nfl","","https://seatgeek.com/dolphins-at-jets-tickets/9-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346953","2018-09-16T13:00:00",0.958,FALSE,"2018-09-16T17:00:00","normal","2018-04-20T00:47:20","Dolphins at Jets",FALSE,4346953,"2018-09-16T21:00:00",FALSE,NA,70,NA,70,189.04,509,781,NA,FALSE,"QRCODE","2018-08-24T18:23:39Z","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive",0,"https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ","America/New_York",TRUE,"07073",0.94873494,"MetLife Stadium",1587,20,"East Rutherford","NJ","metlife-stadium","MetLife Stadium",-74.0737,40.8142,FALSE,"QRCODE_TM","2015-09-12T14:14:07Z"
"28","2018-09-08","2018-09-08_18.39.13",FALSE,"Arizona Cardinals at Los Angeles Rams","2018-04-20T00:00:00",0.883,"nfl","","https://seatgeek.com/cardinals-at-rams-tickets/9-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346924","2018-09-16T13:05:00",0.876,FALSE,"2018-09-16T20:05:00","normal","2018-04-20T00:47:15","Cardinals at Rams",FALSE,4346924,"2018-09-17T00:05:00",FALSE,NA,30,NA,30,98.43,1157,580,NA,FALSE,"QRCODE","2018-08-24T17:04:03Z","US","Los Angeles, CA 90037","3911 S Figueroa St",0,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","Los Angeles, CA","America/Los_Angeles",TRUE,"90037",0.86898464,"Los Angeles Memorial Coliseum",51012,13,"Los Angeles","CA","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum",-118.29,34.01,FALSE,"QRCODE","2018-08-23T17:59:28Z"
"29","2018-09-08","2018-09-08_18.39.13",FALSE,"Detroit Lions at San Francisco 49ers","2018-04-20T00:00:00",0.937,"nfl","","https://seatgeek.com/lions-at-49ers-tickets/9-16-2018-santa-clara-california-levi-s-stadium/nfl/4347119","2018-09-16T13:05:00",0.949,FALSE,"2018-09-16T20:05:00","normal","2018-04-20T00:47:54","Lions at 49ers",FALSE,4347119,"2018-09-17T00:05:00",FALSE,NA,86,NA,86,227.68,510,2989,NA,FALSE,"QRCODE","2018-08-24T18:24:41Z","US","Santa Clara, CA 95054","4900 Marie P DeBartolo Way",0,"https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA","America/Los_Angeles",TRUE,"95054",0.95768774,"Levi's Stadium",58670,13,"Santa Clara","CA","levi-s-stadium","Levi's Stadium",-121.969,37.4023,FALSE,"QRCODE_TM","2015-07-10T00:00:00Z"
"30","2018-09-08","2018-09-08_18.39.13",FALSE,"Oakland Raiders at Denver Broncos","2018-04-20T00:00:00",0.916,"nfl","","https://seatgeek.com/raiders-at-broncos-tickets/9-16-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347149","2018-09-16T14:25:00",0.916,FALSE,"2018-09-16T20:25:00","normal","2018-04-20T01:04:06","Raiders at Broncos",FALSE,4347149,"2018-09-17T00:25:00",FALSE,NA,158,NA,156,305.07,124,775,NA,FALSE,"QRCODE","2018-08-24T18:24:52Z","US","Denver, CO 80204","1701 Bryant St.",0,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO","America/Denver",TRUE,"80204",0.9028296,"Sports Authority Field at Mile High",1131,8,"Denver","CO","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,FALSE,"QRCODE_TM","2015-08-07T18:39:02Z"
