"","date","timestamp","datetime_utc","url","is_open","status","popularity","datetime_local","id","description","type","date_tbd","score","visible_until_utc","short_title","created_at","time_tbd","datetime_tbd","announce_date","title","general_admission","listing_count","median_price","lowest_price_good_deals","average_price","lowest_price","highest_price","visible_listing_count","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","extended_address","address","num_upcoming_events","metro_code","city","country","timezone","popularity_venue","name_v2","state","has_upcoming_events","id_venue","score_venue","name","postal_code","url_venue","display_location","slug","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"11","2018-10-02","2018-10-02_11.13.29","2018-10-07T20:05:00","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,"normal",0.979,"2018-10-07T13:05:00",4347111,"","nfl",FALSE,0.956,"2018-10-08T00:05:00","Raiders at Chargers","2018-04-20T00:47:52",FALSE,FALSE,"2018-04-20T00:00:00","Oakland Raiders at Los Angeles Chargers",NA,245,216,144,252.69388,153,1197,557,"2018-08-24T21:17:06Z",FALSE,"QRCODE","Carson, CA 90746","18400 Avalon Blvd",12,803,"Carson","US","America/Los_Angeles",0,"StubHub Center","CA",TRUE,52,0.7228164,"StubHub Center","90746","https://seatgeek.com/venues/stubhub-center/tickets","Carson, CA","stubhub-center",33.8643,-118.261,NA,NA,NA
"12","2018-10-02","2018-10-02_11.13.29","2018-10-07T20:25:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,"normal",0.939,"2018-10-07T13:25:00",4347115,"","nfl",FALSE,0.909,"2018-10-08T00:25:00","Cardinals at 49ers","2018-04-20T00:47:53",FALSE,FALSE,"2018-04-20T00:00:00","Arizona Cardinals at San Francisco 49ers",NA,691,100,33,115.91317,37,515,1595,"2018-09-05T19:47:23Z",FALSE,"QRCODE","Santa Clara, CA 95054","4900 Marie P DeBartolo Way",12,0,"Santa Clara","US","America/Los_Angeles",0,"Levi's Stadium","CA",TRUE,58670,0.95768774,"Levi's Stadium","95054","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA","levi-s-stadium",37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"13","2018-10-02","2018-10-02_11.13.29","2018-10-07T20:25:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,"normal",0.948,"2018-10-07T13:25:00",4347128,"","nfl",FALSE,0.922,"2018-10-08T00:25:00","Rams at Seahawks","2018-04-20T00:47:56",FALSE,FALSE,"2018-04-20T00:00:00","Los Angeles Rams at Seattle Seahawks",NA,124,314,137,333.0887,154,757,740,"2018-08-24T21:19:14Z",FALSE,"QRCODE","Seattle, WA 98134","800 Occidental Ave S",11,819,"Seattle","US","America/Los_Angeles",0,"CenturyLink Field","WA",TRUE,339,0.87232786,"CenturyLink Field","98134","https://seatgeek.com/venues/centurylink-field/tickets","Seattle, WA","centurylink-field",47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"14","2018-10-02","2018-10-02_11.13.29","2018-10-07T20:25:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,"normal",0.971,"2018-10-07T16:25:00",4346976,"","nfl",FALSE,0.95,"2018-10-08T00:25:00","Vikings at Eagles","2018-04-20T00:47:26",FALSE,FALSE,"2018-04-20T00:00:00","Minnesota Vikings at Philadelphia Eagles",NA,204,347,145,369.91177,170,754,520,"2018-08-24T21:03:38Z",FALSE,"QRCODE","Philadelphia, PA 19148","1020 Pattison Ave",14,504,"Philadelphia","US","America/New_York",0,"Lincoln Financial Field","PA",TRUE,330,0.90542686,"Lincoln Financial Field","19148","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA","lincoln-financial-field",39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"15","2018-10-02","2018-10-02_11.13.29","2018-10-08T00:20:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,"normal",0.985,"2018-10-07T19:20:00",4347020,"","nfl",FALSE,0.965,"2018-10-08T04:20:00","Cowboys at Texans","2018-04-20T00:47:36",FALSE,FALSE,"2018-04-20T00:00:00","Dallas Cowboys at Houston Texans",NA,287,432,223,486.60974,223,1463,554,"2018-08-24T21:04:53Z",FALSE,"QRCODE","Houston, TX 77054","1 Reliant Park",44,618,"Houston","US","America/Chicago",0,"NRG Stadium","TX",TRUE,41,0.8624192,"NRG Stadium","77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX","nrg-stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"16","2018-10-02","2018-10-02_11.13.29","2018-10-08T20:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,"normal",0.549,"2018-10-08T16:00:00",4474093,"","sports",FALSE,0.364,"2018-10-09T00:00:00","Baltimore Ravens at A Purple Evening","2018-08-03T16:01:06",FALSE,FALSE,"2018-08-03T00:00:00","Baltimore Ravens at A Purple Evening",NA,10,251,NA,277.7,62,584,3,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM","Baltimore, MD 21230","1101 Russell St",7,512,"Baltimore","US","America/New_York",0,"M&T Bank Stadium","MD",TRUE,1121,0.8927189,"M&T Bank Stadium","21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD","m-t-bank-stadium",39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"17","2018-10-02","2018-10-02_11.13.29","2018-10-09T00:15:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",TRUE,"normal",0.92,"2018-10-08T19:15:00",4346971,"","nfl",FALSE,0.893,"2018-10-09T04:15:00","Redskins at Saints","2018-04-20T00:47:25",FALSE,FALSE,"2018-04-20T00:00:00","Washington Redskins at New Orleans Saints",NA,1450,202,74,220.65242,74,1200,1343,"2018-05-29T20:38:55Z",FALSE,"QRCODE","New Orleans, LA 70112","1500 Sugar Bowl Drive",16,622,"New Orleans","US","America/Chicago",0,"Mercedes-Benz Superdome","LA",TRUE,128,0.8966978,"Mercedes-Benz Superdome","70112","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA","mercedes-benz-superdome",29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"18","2018-10-02","2018-10-02_11.13.29","2018-10-12T00:20:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,"normal",0.96,"2018-10-11T20:20:00",4346917,"","nfl",FALSE,0.967,"2018-10-12T04:20:00","Eagles at Giants","2018-04-20T00:47:14",FALSE,FALSE,"2018-04-20T00:00:00","Philadelphia Eagles at New York Giants",NA,462,239,133,314.4632,138,1519,769,"2018-08-24T21:52:02Z",FALSE,"QRCODE","East Rutherford, NJ 07073","1 MetLife Stadium Drive",15,501,"East Rutherford","US","America/New_York",0,"MetLife Stadium","NJ",TRUE,1587,0.94873494,"MetLife Stadium","07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ","metlife-stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"19","2018-10-02","2018-10-02_11.13.29","2018-10-13T21:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",FALSE,"normal",0.598,"2018-10-13T16:00:00",4192619,"","ncaa_football",FALSE,0.487,"2018-10-14T01:00:00","Alabama State at South Alabama","2017-12-21T15:00:36",FALSE,FALSE,"2017-12-21T00:00:00","Alabama State Hornets at South Alabama Jaguars Football",NA,9,48,19,41.77778,19,74,4,NA,NA,NA,"Mobile, AL 36604","1621 Virginia St.",5,686,"Mobile","US","America/Chicago",0,"Ladd Peebles Stadium","AL",TRUE,3716,0.50177634,"Ladd Peebles Stadium","36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL","ladd-peebles-stadium",30.6748,-88.0761,NA,NA,NA
"20","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,"normal",0.914,"2018-10-14T13:00:00",4347042,"","nfl",FALSE,0.917,"2018-10-14T21:00:00","Steelers at Bengals","2018-04-20T00:47:40",FALSE,FALSE,"2018-04-20T00:00:00","Pittsburgh Steelers at Cincinnati Bengals",NA,308,194,111,212.47078,111,1166,598,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Cincinnati, OH 45202","1 Paul Brown Stadium",7,515,"Cincinnati","US","America/New_York",0,"Paul Brown Stadium","OH",TRUE,1124,0.86166537,"Paul Brown Stadium","45202","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH","paul-brown-stadium",39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"21","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,"normal",0.94,"2018-10-14T13:00:00",4346961,"","nfl",FALSE,0.95,"2018-10-14T21:00:00","Colts at Jets","2018-04-20T00:47:22",FALSE,FALSE,"2018-04-20T00:00:00","Indianapolis Colts at New York Jets",NA,740,131,39,155.1919,41,905,1044,"2018-08-24T21:52:02Z",FALSE,"QRCODE","East Rutherford, NJ 07073","1 MetLife Stadium Drive",15,501,"East Rutherford","US","America/New_York",0,"MetLife Stadium","NJ",TRUE,1587,0.94873494,"MetLife Stadium","07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ","metlife-stadium",40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"22","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,"normal",0.909,"2018-10-14T13:00:00",4347051,"","nfl",FALSE,0.915,"2018-10-14T21:00:00","Buccaneers at Falcons","2018-04-20T00:47:42",FALSE,FALSE,"2018-04-20T00:00:00","Tampa Bay Buccaneers at Atlanta Falcons",NA,792,172,72,194.84091,72,880,951,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Atlanta, GA 30313","35 Northside Dr NW",19,0,"Atlanta","US","America/New_York",0,"Mercedes-Benz Stadium","GA",TRUE,419590,0.76958936,"Mercedes-Benz Stadium","30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA","mercedes-benz-stadium",33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"23","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,"normal",0.916,"2018-10-14T13:00:00",4347081,"","nfl",FALSE,0.921,"2018-10-14T21:00:00","Bears at Dolphins","2018-04-20T00:47:47",FALSE,FALSE,"2018-04-20T00:00:00","Chicago Bears at Miami Dolphins",NA,122,203,105,311.70493,97,11363,791,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Miami Gardens, FL 33056","347 Don Shula Dr.",35,528,"Miami Gardens","US","America/New_York",0,"Hard Rock Stadium","FL",TRUE,29,0.8378203,"Hard Rock Stadium","33056","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL","hard-rock-stadium",25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"24","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,"normal",0.893,"2018-10-14T12:00:00",4347019,"","nfl",FALSE,0.893,"2018-10-14T21:00:00","Bills at Texans","2018-04-20T00:47:36",FALSE,FALSE,"2018-04-20T00:00:00","Buffalo Bills at Houston Texans",NA,606,146,44,166.67987,44,544,963,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Houston, TX 77054","1 Reliant Park",44,618,"Houston","US","America/Chicago",0,"NRG Stadium","TX",TRUE,41,0.8624192,"NRG Stadium","77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX","nrg-stadium",29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"25","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,"normal",0.892,"2018-10-14T13:00:00",4346998,"","nfl",FALSE,0.889,"2018-10-14T21:00:00","Chargers at Browns","2018-04-20T00:47:31",FALSE,FALSE,"2018-04-20T00:00:00","Los Angeles Chargers at Cleveland Browns",NA,627,111,73,137.13716,73,675,831,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Cleveland, OH 44114","100 Alfred Lerner Way",6,510,"Cleveland","US","America/New_York",0,"FirstEnergy Stadium","OH",TRUE,1123,0.86852187,"FirstEnergy Stadium","44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH","firstenergy-stadium-15",41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"26","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,"normal",0.904,"2018-10-14T12:00:00",4347145,"","nfl",FALSE,0.907,"2018-10-14T21:00:00","Cardinals at Vikings","2018-04-20T01:04:06",FALSE,FALSE,"2018-04-20T00:00:00","Arizona Cardinals at Minnesota Vikings",NA,405,238,106,287.70618,109,992,532,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Minneapolis, MN 55415","401 Chicago Avenue",15,0,"Minneapolis","US","America/Chicago",0,"U.S. Bank Stadium","MN",TRUE,218451,0.88524246,"U.S. Bank Stadium","55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN","u-s-bank-stadium",44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"27","2018-10-02","2018-10-02_11.13.29","2018-10-14T17:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,"normal",0.946,"2018-10-14T13:00:00",4346942,"","nfl",FALSE,0.953,"2018-10-14T21:00:00","Panthers at Redskins","2018-04-20T00:47:18",FALSE,FALSE,"2018-04-20T00:00:00","Carolina Panthers at Washington Redskins",NA,520,145,89,169.75769,95,770,926,"2018-08-24T21:52:02Z",FALSE,"QRCODE","Landover, MD 20785","1600 Fedex Way",6,511,"Landover","US","America/New_York",0,"FedEx Field","MD",TRUE,35,0.9333444,"FedEx Field","20785","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD","fedex-field",38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"28","2018-10-02","2018-10-02_11.13.29","2018-10-14T19:25:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,"normal",0.872,"2018-10-14T15:25:00",4346991,"","nfl",FALSE,0.865,"2018-10-14T23:25:00","Ravens at Titans","2018-04-20T00:47:30",FALSE,FALSE,"2018-04-20T00:00:00","Baltimore Ravens at Tennessee Titans",NA,306,190,69,207.23856,75,633,623,"2018-08-24T21:53:35Z",FALSE,"QRCODE","Nashville, TN 37213","1 Titans Way",16,659,"Nashville","US","America/New_York",0,"Nissan Stadium","TN",TRUE,1126,0.8546275,"Nissan Stadium","37213","https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN","nissan-stadium",36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"29","2018-10-02","2018-10-02_11.13.29","2018-10-14T20:05:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,"normal",0.906,"2018-10-14T14:05:00",4347138,"","nfl",FALSE,0.907,"2018-10-15T00:05:00","Rams at Broncos","2018-04-20T01:04:04",FALSE,FALSE,"2018-04-20T00:00:00","Los Angeles Rams at Denver Broncos",NA,67,291,159,350.91046,185,954,585,"2018-08-24T21:53:38Z",FALSE,"QRCODE","Denver, CO 80204","1701 Bryant Street",6,751,"Denver","US","America/Denver",0,"Sports Authority Field at Mile High","CO",TRUE,1131,0.9028296,"Sports Authority Field at Mile High","80204","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO","sports-authority-field-at-mile-high",39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"30","2018-10-02","2018-10-02_11.13.29","2018-10-14T20:25:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",TRUE,"normal",0.946,"2018-10-14T15:25:00",4327923,"","nfl",FALSE,0.96,"2018-10-15T00:25:00","Jaguars at Cowboys","2018-04-05T23:08:47",FALSE,FALSE,"2018-04-05T00:00:00","Jacksonville Jaguars at Dallas Cowboys",NA,2372,250,NA,306.3027,NA,2570,1877,"2018-04-17T22:02:33Z",FALSE,"QRCODE","Arlington, TX 76011","1 AT&T Way",24,623,"Arlington","US","America/Chicago",0,"AT&T Stadium","TX",TRUE,4965,0.9751414,"AT&T Stadium","76011","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX","at-t-stadium",32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
