"","date","timestamp","is_open","time_tbd","visible_until_utc","score","type","description","announce_date","id","datetime_tbd","created_at","popularity","status","url","date_tbd","datetime_utc","short_title","title","datetime_local","general_admission","visible_listing_count","highest_price","lowest_price","average_price","lowest_price_good_deals","median_price","listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","display_location","name","score_venue","extended_address","id_venue","has_upcoming_events","state","popularity_venue","timezone","country","city","postal_code","num_upcoming_events","address","url_venue","slug","name_v2","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"61","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-07T21:00:00",0.892,"nfl","","2018-04-20T00:00:00",4346999,FALSE,"2018-04-20T00:47:31",0.881,"normal","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",FALSE,"2018-10-07T17:00:00","Ravens at Browns","Baltimore Ravens at Cleveland Browns","2018-10-07T13:00:00",NA,1037,640,37,111.22459,37,90,659,"QRCODE",FALSE,"2018-08-24T21:04:01Z",510,"Cleveland, OH","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114",1123,TRUE,"OH",0,"America/New_York","US","Cleveland","44114",7,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"62","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-08T00:05:00",0.989,"nfl","","2018-04-20T00:00:00",4347111,FALSE,"2018-04-20T00:47:52",0.951,"normal","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",FALSE,"2018-10-07T20:05:00","Raiders at Chargers","Oakland Raiders at Los Angeles Chargers","2018-10-07T13:05:00",NA,565,1039,206,357.28757,206,326,459,"QRCODE",FALSE,"2018-08-24T21:17:06Z",803,"Carson, CA","StubHub Center",0.7228164,"Carson, CA 90746",52,TRUE,"CA",0,"America/Los_Angeles","US","Carson","90746",16,"18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets","stubhub-center","StubHub Center",-118.261,33.8643,NA,NA,NA
"63","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-08T00:25:00",0.931,"nfl","","2018-04-20T00:00:00",4347115,FALSE,"2018-04-20T00:47:53",0.906,"normal","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",FALSE,"2018-10-07T20:25:00","Cardinals at 49ers","Arizona Cardinals at San Francisco 49ers","2018-10-07T13:25:00",NA,1061,1790,64,186.48872,64,173,976,"QRCODE",FALSE,"2018-09-05T19:47:23Z",0,"Santa Clara, CA","Levi's Stadium",0.95768774,"Santa Clara, CA 95054",58670,TRUE,"CA",0,"America/Los_Angeles","US","Santa Clara","95054",13,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","Levi's Stadium",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"64","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-08T00:25:00",0.944,"nfl","","2018-04-20T00:00:00",4347128,FALSE,"2018-04-20T00:47:56",0.917,"normal","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",FALSE,"2018-10-07T20:25:00","Rams at Seahawks","Los Angeles Rams at Seattle Seahawks","2018-10-07T13:25:00",NA,497,1019,175,381.87357,175,358,174,"QRCODE",FALSE,"2018-08-24T21:19:14Z",819,"Seattle, WA","CenturyLink Field",0.87232786,"Seattle, WA 98134",339,TRUE,"WA",0,"America/Los_Angeles","US","Seattle","98134",19,"800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field","CenturyLink Field",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"65","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-08T00:25:00",0.964,"nfl","","2018-04-20T00:00:00",4346976,FALSE,"2018-04-20T00:47:26",0.934,"normal","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",FALSE,"2018-10-07T20:25:00","Vikings at Eagles","Minnesota Vikings at Philadelphia Eagles","2018-10-07T16:25:00",NA,917,14967,245,554.7476,149,387,317,"QRCODE",FALSE,"2018-08-24T21:03:38Z",504,"Philadelphia, PA","Lincoln Financial Field",0.90542686,"Philadelphia, PA 19148",330,TRUE,"PA",0,"America/New_York","US","Philadelphia","19148",16,"1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field","Lincoln Financial Field",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"66","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-08T04:20:00",0.997,"nfl","","2018-04-20T00:00:00",4347020,FALSE,"2018-04-20T00:47:36",0.95,"normal","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",FALSE,"2018-10-08T00:20:00","Cowboys at Texans","Dallas Cowboys at Houston Texans","2018-10-07T19:20:00",NA,870,2451,241,670.0264,241,648,416,"QRCODE",FALSE,"2018-08-24T21:04:53Z",618,"Houston, TX","NRG Stadium",0.8624192,"Houston, TX 77054",41,TRUE,"TX",0,"America/Chicago","US","Houston","77054",46,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","NRG Stadium",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"67","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-09T00:00:00",0.343,"sports","","2018-08-03T00:00:00",4474093,FALSE,"2018-08-03T16:01:06",0.465,"normal","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",FALSE,"2018-10-08T20:00:00","Baltimore Ravens at A Purple Evening","Baltimore Ravens at A Purple Evening","2018-10-08T16:00:00",NA,2,584,244,331.5,NA,253,8,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z",512,"Baltimore, MD","M&T Bank Stadium",0.8927189,"Baltimore, MD 21230",1121,TRUE,"MD",0,"America/New_York","US","Baltimore","21230",8,"1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium","M&T Bank Stadium",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"68","2018-09-15","2018-09-15_11.02.57",TRUE,FALSE,"2018-10-09T04:15:00",0.92,"nfl","","2018-04-20T00:00:00",4346971,FALSE,"2018-04-20T00:47:25",0.898,"normal","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",FALSE,"2018-10-09T00:15:00","Redskins at Saints","Washington Redskins at New Orleans Saints","2018-10-08T19:15:00",NA,1439,5960,72,241.4044,72,214,1543,"QRCODE",FALSE,"2018-05-29T20:38:55Z",622,"New Orleans, LA","Mercedes-Benz Superdome",0.8966978,"New Orleans, LA 70112",128,TRUE,"LA",0,"America/Chicago","US","New Orleans","70112",18,"1500 Sugar Bowl Drive","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","mercedes-benz-superdome","Mercedes-Benz Superdome",-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"69","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-12T04:20:00",0.989,"nfl","","2018-04-20T00:00:00",4346917,FALSE,"2018-04-20T00:47:14",0.941,"normal","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",FALSE,"2018-10-12T00:20:00","Eagles at Giants","Philadelphia Eagles at New York Giants","2018-10-11T20:20:00",NA,1075,1557,145,347.19864,145,278,589,"QRCODE",FALSE,"2018-08-24T21:52:02Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"70","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T01:00:00",0.498,"ncaa_football","","2017-12-21T00:00:00",4192619,FALSE,"2017-12-21T15:00:36",0.581,"normal","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",FALSE,"2018-10-13T21:00:00","Alabama State at South Alabama","Alabama State Hornets at South Alabama Jaguars Football","2018-10-13T16:00:00",NA,9,124,27,51.45,27,36,20,NA,NA,NA,686,"Mobile, AL","Ladd Peebles Stadium",0.50177634,"Mobile, AL 36604",3716,TRUE,"AL",0,"America/Chicago","US","Mobile","36604",7,"1621 Virginia St.","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","ladd-peebles-stadium","Ladd Peebles Stadium",-88.0761,30.6748,NA,NA,NA
"71","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.93,"nfl","","2018-04-20T00:00:00",4347051,FALSE,"2018-04-20T00:47:42",0.902,"normal","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",FALSE,"2018-10-14T17:00:00","Buccaneers at Falcons","Tampa Bay Buccaneers at Atlanta Falcons","2018-10-14T13:00:00",NA,1177,1150,70,204.82812,70,175,960,"QRCODE",FALSE,"2018-08-24T21:53:35Z",0,"Atlanta, GA","Mercedes-Benz Stadium",0.76958936,"Atlanta, GA 30313",419590,TRUE,"GA",0,"America/New_York","US","Atlanta","30313",20,"35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","mercedes-benz-stadium","Mercedes-Benz Stadium",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"72","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.933,"nfl","","2018-04-20T00:00:00",4347042,FALSE,"2018-04-20T00:47:40",0.9,"normal","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",FALSE,"2018-10-14T17:00:00","Steelers at Bengals","Pittsburgh Steelers at Cincinnati Bengals","2018-10-14T13:00:00",NA,611,603,101,177.54985,100,165,331,"QRCODE",FALSE,"2018-08-24T21:53:35Z",515,"Cincinnati, OH","Paul Brown Stadium",0.86166537,"Cincinnati, OH 45202",1124,TRUE,"OH",0,"America/New_York","US","Cincinnati","45202",7,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium","Paul Brown Stadium",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"73","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.95,"nfl","","2018-04-20T00:00:00",4346961,FALSE,"2018-04-20T00:47:22",0.911,"normal","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",FALSE,"2018-10-14T17:00:00","Colts at Jets","Indianapolis Colts at New York Jets","2018-10-14T13:00:00",NA,1127,837,58,177.86696,58,146,684,"QRCODE",FALSE,"2018-08-24T21:52:02Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"74","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.932,"nfl","","2018-04-20T00:00:00",4347081,FALSE,"2018-04-20T00:47:47",0.898,"normal","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",FALSE,"2018-10-14T17:00:00","Bears at Dolphins","Chicago Bears at Miami Dolphins","2018-10-14T13:00:00",NA,869,11627,105,357.96332,85,234,109,"QRCODE",FALSE,"2018-08-24T21:53:35Z",528,"Miami Gardens, FL","Hard Rock Stadium",0.8378203,"Miami Gardens, FL 33056",29,TRUE,"FL",0,"America/New_York","US","Miami Gardens","33056",38,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","Hard Rock Stadium",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"75","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.89,"nfl","","2018-04-20T00:00:00",4346998,FALSE,"2018-04-20T00:47:31",0.871,"normal","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",FALSE,"2018-10-14T17:00:00","Chargers at Browns","Los Angeles Chargers at Cleveland Browns","2018-10-14T13:00:00",NA,1200,677,32,93.188225,32,77,866,"QRCODE",FALSE,"2018-08-24T21:53:35Z",510,"Cleveland, OH","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114",1123,TRUE,"OH",0,"America/New_York","US","Cleveland","44114",7,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"76","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.976,"nfl","","2018-04-20T00:00:00",4346942,FALSE,"2018-04-20T00:47:18",0.938,"normal","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",FALSE,"2018-10-14T17:00:00","Panthers at Redskins","Carolina Panthers at Washington Redskins","2018-10-14T13:00:00",NA,1062,1012,96,202.74014,96,174,685,"QRCODE",FALSE,"2018-08-24T21:52:02Z",511,"Landover, MD","FedEx Field",0.9333444,"Landover, MD 20785",35,TRUE,"MD",0,"America/New_York","US","Landover","20785",8,"1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","FedEx Field",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"77","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.917,"nfl","","2018-04-20T00:00:00",4347019,FALSE,"2018-04-20T00:47:36",0.885,"normal","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",FALSE,"2018-10-14T17:00:00","Bills at Texans","Buffalo Bills at Houston Texans","2018-10-14T12:00:00",NA,1094,716,61,197.2268,61,159,485,"QRCODE",FALSE,"2018-08-24T21:53:35Z",618,"Houston, TX","NRG Stadium",0.8624192,"Houston, TX 77054",41,TRUE,"TX",0,"America/Chicago","US","Houston","77054",46,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","NRG Stadium",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"78","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T21:00:00",0.926,"nfl","","2018-04-20T00:00:00",4347145,FALSE,"2018-04-20T01:04:06",0.898,"normal","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",FALSE,"2018-10-14T17:00:00","Cardinals at Vikings","Arizona Cardinals at Minnesota Vikings","2018-10-14T12:00:00",NA,710,1314,114,281.62042,104,237,382,"QRCODE",FALSE,"2018-08-24T21:53:38Z",0,"Minneapolis, MN","U.S. Bank Stadium",0.88524246,"Minneapolis, MN 55415",218451,TRUE,"MN",0,"America/Chicago","US","Minneapolis","55415",13,"401 Chicago Avenue","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","U.S. Bank Stadium",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"79","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-14T23:25:00",0.884,"nfl","","2018-04-20T00:00:00",4346991,FALSE,"2018-04-20T00:47:30",0.862,"normal","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",FALSE,"2018-10-14T19:25:00","Ravens at Titans","Baltimore Ravens at Tennessee Titans","2018-10-14T15:25:00",NA,730,723,59,193.58415,62,174,404,"QRCODE",FALSE,"2018-08-24T21:53:35Z",659,"Nashville, TN","Nissan Stadium",0.8546275,"Nashville, TN 37213",1126,TRUE,"TN",0,"America/New_York","US","Nashville","37213",15,"1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","Nissan Stadium",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"80","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-15T00:05:00",0.92,"nfl","","2018-04-20T00:00:00",4347138,FALSE,"2018-04-20T01:04:04",0.894,"normal","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",FALSE,"2018-10-14T20:05:00","Rams at Broncos","Los Angeles Rams at Denver Broncos","2018-10-14T14:05:00",NA,809,1193,159,364.7255,140,324,102,"QRCODE",FALSE,"2018-08-24T21:53:38Z",751,"Denver, CO","Sports Authority Field at Mile High",0.9028296,"Denver, CO 80204",1131,TRUE,"CO",0,"America/Denver","US","Denver","80204",7,"1701 Bryant Street","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"81","2018-09-15","2018-09-15_11.02.57",TRUE,FALSE,"2018-10-15T00:25:00",0.995,"nfl","","2018-04-05T00:00:00",4327923,FALSE,"2018-04-05T23:08:47",0.952,"normal","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",FALSE,"2018-10-14T20:25:00","Jaguars at Cowboys","Jacksonville Jaguars at Dallas Cowboys","2018-10-14T15:25:00",NA,2138,4366,29,339.9511,29,270,2680,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington, TX","AT&T Stadium",0.9751414,"Arlington, TX 76011",4965,TRUE,"TX",0,"America/Chicago","US","Arlington","76011",23,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","AT&T Stadium",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"82","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-15T04:20:00",0.976,"nfl","","2018-04-20T00:00:00",4347095,FALSE,"2018-04-20T00:47:50",0.934,"normal","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",FALSE,"2018-10-15T00:20:00","Chiefs at Patriots","Kansas City Chiefs at New England Patriots","2018-10-14T20:20:00",NA,715,1439,237,526.29596,217,407,223,"QRCODE",FALSE,"2018-08-24T21:53:35Z",506,"Foxborough, MA","Gillette Stadium",0.8983344,"Foxborough, MA 02035",33,TRUE,"MA",0,"America/New_York","US","Foxborough","02035",16,"1 Patriot Place","https://seatgeek.com/venues/gillette-stadium/tickets","gillette-stadium","Gillette Stadium",-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"83","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-16T04:15:00",0.963,"nfl","","2018-04-20T00:00:00",4346914,FALSE,"2018-04-20T00:47:13",0.926,"normal","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",FALSE,"2018-10-16T00:15:00","49ers at Packers","San Francisco 49ers at Green Bay Packers","2018-10-15T19:15:00",NA,584,737,170,336.95172,174,329,145,"QRCODE",FALSE,"2018-08-24T21:53:38Z",658,"Green Bay, WI","Lambeau Field",0.92909414,"Green Bay, WI 54304",1125,TRUE,"WI",0,"America/Chicago","US","Green Bay","54304",7,"1265 Lombardi Avenue","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field","Lambeau Field",-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"84","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-19T04:20:00",0.949,"nfl","","2018-04-20T00:00:00",4347102,FALSE,"2018-04-20T00:47:51",0.911,"normal","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",FALSE,"2018-10-19T00:20:00","Broncos at Cardinals","Denver Broncos at Arizona Cardinals","2018-10-18T17:20:00",NA,900,668,51,168.41513,51,121,489,"QRCODE",FALSE,"2018-08-24T21:53:38Z",753,"Glendale, AZ","State Farm Stadium",0.93402725,"Glendale, AZ 85305",43,TRUE,"AZ",0,"America/Phoenix","US","Glendale","85305",10,"1 Cardinals Drive","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium","State Farm Stadium",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"85","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T03:30:00",0.356,"sports","","2018-08-01T00:00:00",4471322,FALSE,"2018-08-01T16:01:33",0.446,"normal","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/sport/2018-10-20-6-30-pm/4471322",FALSE,"2018-10-20T23:30:00","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball","2018-10-20T18:30:00",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z",734,"Jonesboro, AR","ASU Convocation Center",0.5808074,"Jonesboro, AR 72401",4081,TRUE,"AR",0,"America/Chicago","US","Jonesboro","72401",32,"217 Olympic Drive","https://seatgeek.com/venues/asu-convocation-center-1/tickets","asu-convocation-center-1","ASU Convocation Center",-90.6691,35.8438,NA,NA,NA
"86","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",1.005,"nfl","","2018-04-20T00:00:00",4347008,FALSE,"2018-04-20T00:47:33",0.948,"normal","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",FALSE,"2018-10-21T17:00:00","Patriots at Bears","New England Patriots at Chicago Bears","2018-10-21T12:00:00",NA,624,1132,241,602.88635,241,547,88,"QRCODE",FALSE,"2018-08-24T21:53:38Z",602,"Chicago, IL","Soldier Field",0.940013,"Chicago, IL 60605",31,TRUE,"IL",0,"America/Chicago","US","Chicago","60605",12,"1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","Soldier Field",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"87","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",0.899,"nfl","","2018-04-20T00:00:00",4346960,FALSE,"2018-04-20T00:47:22",0.874,"normal","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",FALSE,"2018-10-21T17:00:00","Bills at Colts","Buffalo Bills at Indianapolis Colts","2018-10-21T13:00:00",NA,1028,879,34,106.779816,34,84,654,"QRCODE",FALSE,"2018-08-24T21:53:38Z",527,"Indianapolis, IN","Lucas Oil Stadium",0.9071682,"Indianapolis, IN 46225",1130,TRUE,"IN",0,"America/Indiana/Indianapolis","US","Indianapolis","46225",13,"500 South Capitol Avenue","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium","Lucas Oil Stadium",-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"88","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",0.97,"nfl","","2018-04-20T00:00:00",4346975,FALSE,"2018-04-20T00:47:26",0.92,"normal","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",FALSE,"2018-10-21T17:00:00","Vikings at Jets","Minnesota Vikings at New York Jets","2018-10-21T13:00:00",NA,971,1062,70,203.46576,64,163,511,"QRCODE",FALSE,"2018-08-24T21:53:38Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"89","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",0.897,"nfl","","2018-04-20T00:00:00",4346931,FALSE,"2018-04-20T00:47:16",0.864,"normal","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",FALSE,"2018-10-21T17:00:00","Browns at Buccaneers","Cleveland Browns at Tampa Bay Buccaneers","2018-10-21T13:00:00",NA,371,649,137,253.43478,79,177,23,"QRCODE",FALSE,"2018-08-24T21:53:38Z",539,"Tampa, FL","Raymond James Stadium",0.86513025,"Tampa, FL 33607",39,TRUE,"FL",0,"America/New_York","US","Tampa","33607",15,"4201 North Dale Mabry Highway","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium","Raymond James Stadium",-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"90","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",0.909,"nfl","","2018-04-20T00:00:00",4347084,FALSE,"2018-04-20T00:47:47",0.872,"normal","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",FALSE,"2018-10-21T17:00:00","Lions at Dolphins","Detroit Lions at Miami Dolphins","2018-10-21T13:00:00",NA,959,901,50,148.77095,50,136,179,"QRCODE",FALSE,"2018-08-24T21:53:38Z",528,"Miami Gardens, FL","Hard Rock Stadium",0.8378203,"Miami Gardens, FL 33056",29,TRUE,"FL",0,"America/New_York","US","Miami Gardens","33056",38,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","Hard Rock Stadium",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"91","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-10-21T21:00:00",0.839,"nfl","","2018-04-20T00:00:00",4346948,FALSE,"2018-04-20T00:47:19",0.821,"normal","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",FALSE,"2018-10-21T17:00:00","Texans at Jaguars","Houston Texans at Jacksonville Jaguars","2018-10-21T13:00:00",NA,NA,588,51,127.69,51,NA,691,"QRCODE",FALSE,"2018-08-24T21:53:38Z",561,"Jacksonville, FL","EverBank Field",0.83759147,"Jacksonville, FL 32202",5178,TRUE,"FL",0,"America/New_York","US","Jacksonville","32202",10,"1 Everbank Field Dr","https://seatgeek.com/venues/everbank-field/tickets","everbank-field","EverBank Field",-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
