"","date","timestamp","is_open","time_tbd","visible_until_utc","score","type","description","announce_date","id","datetime_tbd","created_at","popularity","status","url","date_tbd","datetime_utc","short_title","title","datetime_local","general_admission","visible_listing_count","highest_price","lowest_price","average_price","lowest_price_good_deals","median_price","listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","display_location","name","score_venue","extended_address","id_venue","has_upcoming_events","state","popularity_venue","timezone","country","city","postal_code","num_upcoming_events","address","url_venue","slug","name_v2","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"194","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-09T22:00:00",0.894,"nfl","","2018-04-20T00:00:00",4347059,FALSE,"2018-04-20T00:47:43",0.826,"normal","https://seatgeek.com/jets-at-bills-tickets/12-9-2018-orchard-park-new-york-new-era-field/nfl/4347059",FALSE,"2018-12-09T18:00:00","Jets at Bills","New York Jets at Buffalo Bills","2018-12-09T13:00:00",NA,NA,636,29,96.17,29,NA,1119,"QRCODE",FALSE,"2018-08-24T21:53:42Z",514,"Orchard Park, NY","New Era Field",0.8815085,"Orchard Park, NY 14127",1135,TRUE,"NY",0,"America/New_York","US","Orchard Park","14127",8,"1 Bills Drive","https://seatgeek.com/venues/new-era-field/tickets","new-era-field","New Era Field",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"195","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-09T22:00:00",0.981,"nfl","","2018-04-20T00:00:00",4346935,FALSE,"2018-04-20T00:47:17",0.884,"normal","https://seatgeek.com/giants-at-redskins-tickets/12-9-2018-landover-maryland-fedex-field/nfl/4346935",FALSE,"2018-12-09T18:00:00","Giants at Redskins","New York Giants at Washington Redskins","2018-12-09T13:00:00",NA,1141,1191,105,228.46884,92,207,642,"QRCODE",FALSE,"2018-08-24T21:53:42Z",511,"Landover, MD","FedEx Field",0.9333444,"Landover, MD 20785",35,TRUE,"MD",0,"America/New_York","US","Landover","20785",8,"1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","FedEx Field",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"196","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-09T22:00:00",0.932,"nfl","","2018-04-20T00:00:00",4347014,FALSE,"2018-04-20T00:47:35",0.85,"normal","https://seatgeek.com/colts-at-texans-tickets/12-9-2018-houston-texas-nrg-stadium/nfl/4347014",FALSE,"2018-12-09T18:00:00","Colts at Texans","Indianapolis Colts at Houston Texans","2018-12-09T12:00:00",NA,1121,2225,44,186.98996,44,139,598,"QRCODE",FALSE,"2018-08-24T21:53:42Z",618,"Houston, TX","NRG Stadium",0.8624192,"Houston, TX 77054",41,TRUE,"TX",0,"America/Chicago","US","Houston","77054",46,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","NRG Stadium",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"197","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-09T22:00:00",0.918,"nfl","","2018-04-20T00:00:00",4346979,FALSE,"2018-04-20T00:47:27",0.843,"normal","https://seatgeek.com/ravens-at-chiefs-tickets/12-9-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346979",FALSE,"2018-12-09T18:00:00","Ravens at Chiefs","Baltimore Ravens at Kansas City Chiefs","2018-12-09T12:00:00",NA,1125,814,37,134.79791,37,123,955,"QRCODE",FALSE,"2018-08-24T21:53:42Z",616,"Kansas City, MO","Arrowhead Stadium",0.8827867,"Kansas City, MO 64129",1128,TRUE,"MO",0,"America/Chicago","US","Kansas City","64129",9,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","Arrowhead Stadium",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"198","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-10T01:05:00",0.949,"nfl","","2018-04-20T00:00:00",4347107,FALSE,"2018-04-20T00:47:52",0.86,"normal","https://seatgeek.com/bengals-at-chargers-tickets/12-9-2018-carson-california-stubhub-center/nfl/4347107",FALSE,"2018-12-09T21:05:00","Bengals at Chargers","Cincinnati Bengals at Los Angeles Chargers","2018-12-09T13:05:00",NA,604,582,113,210.48521,103,193,507,"QRCODE",FALSE,"2018-08-24T21:53:42Z",803,"Carson, CA","StubHub Center",0.7228164,"Carson, CA 90746",52,TRUE,"CA",0,"America/Los_Angeles","US","Carson","90746",16,"18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets","stubhub-center","StubHub Center",-118.261,33.8643,NA,NA,NA
"199","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-10T01:05:00",0.97,"nfl","","2018-04-20T00:00:00",4347114,FALSE,"2018-04-20T00:47:53",0.884,"normal","https://seatgeek.com/broncos-at-49ers-tickets/12-9-2018-santa-clara-california-levi-s-stadium/nfl/4347114",FALSE,"2018-12-09T21:05:00","Broncos at 49ers","Denver Broncos at San Francisco 49ers","2018-12-09T13:05:00",NA,1187,3006,96,240.64735,96,217,1018,"QRCODE",FALSE,"2018-08-24T21:53:42Z",0,"Santa Clara, CA","Levi's Stadium",0.95768774,"Santa Clara, CA 95054",58670,TRUE,"CA",0,"America/Los_Angeles","US","Santa Clara","95054",13,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","Levi's Stadium",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"200","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-10T01:25:00",0.936,"nfl","","2018-04-20T00:00:00",4347099,FALSE,"2018-04-20T00:47:51",0.859,"normal","https://seatgeek.com/lions-at-cardinals-tickets/12-9-2018-glendale-arizona-state-farm-stadium/nfl/4347099",FALSE,"2018-12-09T21:25:00","Lions at Cardinals","Detroit Lions at Arizona Cardinals","2018-12-09T14:25:00",NA,1309,614,31,118.84232,31,99,964,"QRCODE",FALSE,"2018-08-24T21:53:42Z",753,"Glendale, AZ","State Farm Stadium",0.93402725,"Glendale, AZ 85305",43,TRUE,"AZ",0,"America/Phoenix","US","Glendale","85305",10,"1 Cardinals Drive","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium","State Farm Stadium",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"201","2018-09-15","2018-09-15_11.02.57",TRUE,FALSE,"2018-12-10T01:25:00",1.006,"nfl","","2018-04-05T00:00:00",4327919,FALSE,"2018-04-05T23:08:46",0.904,"normal","https://seatgeek.com/eagles-at-cowboys-tickets/12-9-2018-arlington-texas-at-t-stadium/nfl/4327919",FALSE,"2018-12-09T21:25:00","Eagles at Cowboys","Philadelphia Eagles at Dallas Cowboys","2018-12-09T15:25:00",NA,2484,4309,45,451.50653,45,368,2987,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington, TX","AT&T Stadium",0.9751414,"Arlington, TX 76011",4965,TRUE,"TX",0,"America/Chicago","US","Arlington","76011",23,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","AT&T Stadium",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"202","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-10T05:20:00",0.965,"nfl","","2018-04-20T00:00:00",4347151,FALSE,"2018-04-20T01:04:24",0.877,"normal","https://seatgeek.com/steelers-at-raiders-tickets/12-9-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347151",FALSE,"2018-12-10T01:20:00","Steelers at Raiders","Pittsburgh Steelers at Oakland Raiders","2018-12-09T17:20:00",NA,776,1426,190,408.27194,182,369,456,"QRCODE",FALSE,"2018-08-24T21:53:42Z",807,"Oakland, CA","Oakland-Alameda County Coliseum",0.7817843,"Oakland, CA 94621",14,TRUE,"CA",0,"America/Los_Angeles","US","Oakland","94621",26,"7000 Coliseum Way","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","oakland-alameda-county-coliseum","Oakland-Alameda County Coliseum",-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"203","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-11T05:15:00",0.963,"nfl","","2018-04-20T00:00:00",4347123,FALSE,"2018-04-20T00:47:55",0.875,"normal","https://seatgeek.com/vikings-at-seahawks-tickets/12-10-2018-seattle-washington-centurylink-field/nfl/4347123",FALSE,"2018-12-11T01:15:00","Vikings at Seahawks","Minnesota Vikings at Seattle Seahawks","2018-12-10T17:15:00",NA,NA,1597,125,395.13,125,NA,378,"QRCODE",FALSE,"2018-08-24T21:53:42Z",819,"Seattle, WA","CenturyLink Field",0.87232786,"Seattle, WA 98134",339,TRUE,"WA",0,"America/Los_Angeles","US","Seattle","98134",19,"800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field","CenturyLink Field",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"204","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-14T05:20:00",0.907,"nfl","","2018-04-20T00:00:00",4346978,FALSE,"2018-04-20T00:47:26",0.827,"normal","https://seatgeek.com/chargers-at-chiefs-tickets/12-13-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346978",FALSE,"2018-12-14T01:20:00","Chargers at Chiefs","Los Angeles Chargers at Kansas City Chiefs","2018-12-13T19:20:00",NA,1068,711,37,147.19412,37,136,850,"QRCODE",FALSE,"2018-08-24T21:53:42Z",616,"Kansas City, MO","Arrowhead Stadium",0.8827867,"Kansas City, MO 64129",1128,TRUE,"MO",0,"America/Chicago","US","Kansas City","64129",9,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","Arrowhead Stadium",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"205","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T01:30:00",0.947,"nfl","","2018-04-20T00:00:00",4347015,FALSE,"2018-04-20T00:47:35",0.861,"normal","https://seatgeek.com/texans-at-jets-tickets/12-15-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347015",FALSE,"2018-12-15T21:30:00","Texans at Jets","Houston Texans at New York Jets","2018-12-15T16:30:00",NA,1387,918,32,138.05345,32,113,1160,"QRCODE",FALSE,"2018-08-24T21:53:42Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"206","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T01:30:00",0.9,"nfl","","2018-04-20T00:00:00",4347135,FALSE,"2018-04-20T01:04:04",0.825,"normal","https://seatgeek.com/browns-at-broncos-tickets/12-15-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347135",FALSE,"2018-12-15T21:30:00","Browns at Broncos","Cleveland Browns at Denver Broncos","2018-12-15T14:30:00",NA,794,1089,102,260.4573,100,208,164,"QRCODE",FALSE,"2018-08-24T21:53:42Z",751,"Denver, CO","Sports Authority Field at Mile High",0.9028296,"Denver, CO 80204",1131,TRUE,"CO",0,"America/Denver","US","Denver","80204",7,"1701 Bryant Street","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"207","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.929,"nfl","","2018-04-20T00:00:00",4347047,FALSE,"2018-04-20T00:47:41",0.857,"normal","https://seatgeek.com/cardinals-at-falcons-tickets/12-16-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347047",FALSE,"2018-12-16T18:00:00","Cardinals at Falcons","Arizona Cardinals at Atlanta Falcons","2018-12-16T13:00:00",NA,1293,1195,67,195.29259,62,164,1039,"QRCODE",FALSE,"2018-08-24T21:53:42Z",0,"Atlanta, GA","Mercedes-Benz Stadium",0.76958936,"Atlanta, GA 30313",419590,TRUE,"GA",0,"America/New_York","US","Atlanta","30313",20,"35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","mercedes-benz-stadium","Mercedes-Benz Stadium",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"208","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.914,"nfl","","2018-04-20T00:00:00",4347057,FALSE,"2018-04-20T00:47:43",0.835,"normal","https://seatgeek.com/lions-at-bills-tickets/12-16-2018-orchard-park-new-york-new-era-field/nfl/4347057",FALSE,"2018-12-16T18:00:00","Lions at Bills","Detroit Lions at Buffalo Bills","2018-12-16T13:00:00",NA,1508,639,25,88.0707,24,67,1174,"QRCODE",FALSE,"2018-08-24T21:53:42Z",514,"Orchard Park, NY","New Era Field",0.8815085,"Orchard Park, NY 14127",1135,TRUE,"NY",0,"America/New_York","US","Orchard Park","14127",8,"1 Bills Drive","https://seatgeek.com/venues/new-era-field/tickets","new-era-field","New Era Field",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"209","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.96,"nfl","","2018-04-20T00:00:00",4346955,FALSE,"2018-04-20T00:47:20",0.872,"normal","https://seatgeek.com/cowboys-at-colts-tickets/12-16-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346955",FALSE,"2018-12-16T18:00:00","Cowboys at Colts","Dallas Cowboys at Indianapolis Colts","2018-12-16T13:00:00",NA,NA,1974,104,282.14,104,NA,485,"QRCODE",FALSE,"2018-08-24T21:53:42Z",527,"Indianapolis, IN","Lucas Oil Stadium",0.9071682,"Indianapolis, IN 46225",1130,TRUE,"IN",0,"America/Indiana/Indianapolis","US","Indianapolis","46225",13,"500 South Capitol Avenue","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium","Lucas Oil Stadium",-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"210","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.981,"nfl","","2018-04-20T00:00:00",4347002,FALSE,"2018-04-20T00:47:32",0.89,"normal","https://seatgeek.com/packers-at-bears-tickets/12-16-2018-chicago-illinois-soldier-field/nfl/4347002",FALSE,"2018-12-16T18:00:00","Packers at Bears","Green Bay Packers at Chicago Bears","2018-12-16T12:00:00",NA,962,2226,175,415.08475,169,332,177,"QRCODE",FALSE,"2018-08-24T21:53:42Z",602,"Chicago, IL","Soldier Field",0.940013,"Chicago, IL 60605",31,TRUE,"IL",0,"America/Chicago","US","Chicago","60605",12,"1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","Soldier Field",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"211","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.869,"nfl","","2018-04-20T00:00:00",4347066,FALSE,"2018-04-20T00:47:44",0.8,"normal","https://seatgeek.com/buccaneers-at-ravens-tickets/12-16-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347066",FALSE,"2018-12-16T18:00:00","Buccaneers at Ravens","Tampa Bay Buccaneers at Baltimore Ravens","2018-12-16T13:00:00",NA,1370,607,39,126.08177,39,96,746,"QRCODE",FALSE,"2018-08-24T21:53:42Z",512,"Baltimore, MD","M&T Bank Stadium",0.8927189,"Baltimore, MD 21230",1121,TRUE,"MD",0,"America/New_York","US","Baltimore","21230",8,"1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium","M&T Bank Stadium",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"212","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.863,"nfl","","2018-04-20T00:00:00",4346945,FALSE,"2018-04-20T00:47:18",0.791,"normal","https://seatgeek.com/redskins-at-jaguars-tickets/12-16-2018-jacksonville-florida-everbank-field/nfl/4346945",FALSE,"2018-12-16T18:00:00","Redskins at Jaguars","Washington Redskins at Jacksonville Jaguars","2018-12-16T13:00:00",NA,798,654,62,162.51108,62,126,677,"QRCODE",FALSE,"2018-08-24T21:53:42Z",561,"Jacksonville, FL","EverBank Field",0.83759147,"Jacksonville, FL 32202",5178,TRUE,"FL",0,"America/New_York","US","Jacksonville","32202",10,"1 Everbank Field Dr","https://seatgeek.com/venues/everbank-field/tickets","everbank-field","EverBank Field",-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"213","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.936,"nfl","","2018-04-20T00:00:00",4347144,FALSE,"2018-04-20T01:04:05",0.856,"normal","https://seatgeek.com/dolphins-at-vikings-tickets/12-16-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347144",FALSE,"2018-12-16T18:00:00","Dolphins at Vikings","Miami Dolphins at Minnesota Vikings","2018-12-16T12:00:00",NA,1339,1630,100,236.24889,96,194,671,"QRCODE",FALSE,"2018-08-24T21:53:42Z",0,"Minneapolis, MN","U.S. Bank Stadium",0.88524246,"Minneapolis, MN 55415",218451,TRUE,"MN",0,"America/Chicago","US","Minneapolis","55415",13,"401 Chicago Avenue","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","U.S. Bank Stadium",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"214","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.936,"nfl","","2018-04-20T00:00:00",4346988,FALSE,"2018-04-20T00:47:29",0.847,"normal","https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988",FALSE,"2018-12-16T18:00:00","Titans at Giants","Tennessee Titans at New York Giants","2018-12-16T13:00:00",NA,1437,1488,81,215.28572,74,173,931,"QRCODE",FALSE,"2018-08-24T21:53:42Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"215","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-16T22:00:00",0.912,"nfl","","2018-04-20T00:00:00",4347037,FALSE,"2018-04-20T00:47:39",0.833,"normal","https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037",FALSE,"2018-12-16T18:00:00","Raiders at Bengals","Oakland Raiders at Cincinnati Bengals","2018-12-16T13:00:00",NA,925,602,53,123.10261,53,106,614,"QRCODE",FALSE,"2018-08-24T21:53:42Z",515,"Cincinnati, OH","Paul Brown Stadium",0.86166537,"Cincinnati, OH 45202",1124,TRUE,"OH",0,"America/New_York","US","Cincinnati","45202",7,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium","Paul Brown Stadium",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"216","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-17T01:05:00",0.967,"nfl","","2018-04-20T00:00:00",4347122,FALSE,"2018-04-20T00:47:55",0.877,"normal","https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122",FALSE,"2018-12-16T21:05:00","Seahawks at 49ers","Seattle Seahawks at San Francisco 49ers","2018-12-16T13:05:00",NA,1220,2997,96,228.20018,96,196,1119,"QRCODE",FALSE,"2018-08-24T21:53:42Z",0,"Santa Clara, CA","Levi's Stadium",0.95768774,"Santa Clara, CA 95054",58670,TRUE,"CA",0,"America/Los_Angeles","US","Santa Clara","95054",13,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","Levi's Stadium",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"217","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-17T01:25:00",0.992,"nfl","","2018-04-20T00:00:00",4347077,FALSE,"2018-04-20T00:47:46",0.893,"normal","https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077",FALSE,"2018-12-16T21:25:00","Patriots at Steelers","New England Patriots at Pittsburgh Steelers","2018-12-16T16:25:00",NA,1168,1548,223,454.24924,207,373,650,"QRCODE",FALSE,"2018-08-24T21:53:42Z",508,"Pittsburgh, PA","Heinz Field",0.9033526,"Pittsburgh, PA 15212",1119,TRUE,"PA",0,"America/New_York","US","Pittsburgh","15212",12,"100 Art Rooney Avenue","https://seatgeek.com/venues/heinz-field/tickets","heinz-field","Heinz Field",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"218","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-17T05:20:00",0.946,"nfl","","2018-04-20T00:00:00",4346919,FALSE,"2018-04-20T00:47:14",0.859,"normal","https://seatgeek.com/eagles-at-rams-tickets/12-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346919",FALSE,"2018-12-17T01:20:00","Eagles at Rams","Philadelphia Eagles at Los Angeles Rams","2018-12-16T17:20:00",NA,1429,1947,117,322.74622,128,256,859,"QRCODE",FALSE,"2018-08-24T21:53:42Z",0,"Los Angeles, CA","Los Angeles Memorial Coliseum",0.86898464,"Los Angeles, CA 90037",51012,TRUE,"CA",0,"America/Los_Angeles","US","Los Angeles","90037",12,"3911 S Figueroa St","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"219","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-18T05:15:00",0.941,"nfl","","2018-04-20T00:00:00",4347035,FALSE,"2018-04-20T00:47:38",0.85,"normal","https://seatgeek.com/saints-at-panthers-tickets/12-17-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347035",FALSE,"2018-12-18T01:15:00","Saints at Panthers","New Orleans Saints at Carolina Panthers","2018-12-17T20:15:00",NA,1083,1423,77,222.25565,77,157,532,"QRCODE",FALSE,"2018-08-24T21:53:42Z",517,"Charlotte, NC","Bank of America Stadium",0.8968222,"Charlotte, NC 28202",1122,TRUE,"NC",0,"America/New_York","US","Charlotte","28202",9,"800 South Mint Street","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium","Bank of America Stadium",-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"220","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-23T21:00:00",0.866,"nfl","","2018-04-20T00:00:00",4346986,FALSE,"2018-04-20T00:47:29",0.793,"normal","https://seatgeek.com/redskins-at-titans-tickets/12-23-2018-nashville-tennessee-nissan-stadium/nfl/4346986",FALSE,"2018-12-23T17:00:00","Redskins at Titans","Washington Redskins at Tennessee Titans","2018-12-23T12:00:00",NA,1034,788,40,148.12708,40,134,543,"QRCODE",FALSE,"2018-08-24T21:53:43Z",659,"Nashville, TN","Nissan Stadium",0.8546275,"Nashville, TN 37213",1126,TRUE,"TN",0,"America/New_York","US","Nashville","37213",15,"1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","Nissan Stadium",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"221","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-23T22:00:00",0.883,"nfl","","2018-04-20T00:00:00",4346994,FALSE,"2018-04-20T00:47:31",0.802,"normal","https://seatgeek.com/bengals-at-browns-tickets/12-23-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346994",FALSE,"2018-12-23T18:00:00","Bengals at Browns","Cincinnati Bengals at Cleveland Browns","2018-12-23T13:00:00",NA,1559,758,31,91.682625,29,73,1295,"QRCODE",FALSE,"2018-08-24T21:53:43Z",510,"Cleveland, OH","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114",1123,TRUE,"OH",0,"America/New_York","US","Cleveland","44114",7,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"222","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-23T22:00:00",0.94,"nfl","","2018-04-20T00:00:00",4347013,FALSE,"2018-04-20T00:47:35",0.844,"normal","https://seatgeek.com/texans-at-eagles-tickets/12-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347013",FALSE,"2018-12-23T18:00:00","Texans at Eagles","Houston Texans at Philadelphia Eagles","2018-12-23T13:00:00",NA,1145,1352,144,345.65866,105,289,583,"QRCODE",FALSE,"2018-08-24T21:53:43Z",504,"Philadelphia, PA","Lincoln Financial Field",0.90542686,"Philadelphia, PA 19148",330,TRUE,"PA",0,"America/New_York","US","Philadelphia","19148",16,"1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field","Lincoln Financial Field",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"223","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-12-23T22:00:00",0.901,"nfl","","2018-04-20T00:00:00",4347085,FALSE,"2018-04-20T00:47:48",0.804,"normal","https://seatgeek.com/jaguars-at-dolphins-tickets/12-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347085",FALSE,"2018-12-23T18:00:00","Jaguars at Dolphins","Jacksonville Jaguars at Miami Dolphins","2018-12-23T13:00:00",NA,854,903,52,150.53008,52,131,266,"QRCODE",FALSE,"2018-08-24T21:53:43Z",528,"Miami Gardens, FL","Hard Rock Stadium",0.8378203,"Miami Gardens, FL 33056",29,TRUE,"FL",0,"America/New_York","US","Miami Gardens","33056",38,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","Hard Rock Stadium",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
