"","date","timestamp","score","popularity","time_tbd","short_title","date_tbd","created_at","title","visible_until_utc","is_open","datetime_local","id","url","status","announce_date","type","datetime_utc","datetime_tbd","description","general_admission","listing_count","lowest_price","visible_listing_count","lowest_price_good_deals","average_price","highest_price","median_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","state","metro_code","country","score_venue","display_location","city","popularity_venue","slug","id_venue","address","url_venue","has_upcoming_events","name_v2","extended_address","num_upcoming_events","timezone","name","postal_code","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"11","2018-10-05","2018-10-05_19.04.59",0.907,0.908,FALSE,"Cardinals at 49ers",FALSE,"2018-04-20T00:47:53","Arizona Cardinals at San Francisco 49ers","2018-10-08T00:25:00",FALSE,"2018-10-07T13:25:00",4347115,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","normal","2018-04-20T00:00:00","nfl","2018-10-07T20:25:00",FALSE,"",NA,434,30,676,30,105.07373,1003,79,"QRCODE","2018-09-05T19:47:23Z",FALSE,"CA",0,"US",0.95768774,"Santa Clara, CA","Santa Clara",0,"levi-s-stadium",58670,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets",TRUE,"Levi's Stadium","Santa Clara, CA 95054",12,"America/Los_Angeles","Levi's Stadium","95054",37.4023,-121.969,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"12","2018-10-05","2018-10-05_19.04.59",0.93,0.922,FALSE,"Rams at Seahawks",FALSE,"2018-04-20T00:47:56","Los Angeles Rams at Seattle Seahawks","2018-10-08T00:25:00",FALSE,"2018-10-07T13:25:00",4347128,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","normal","2018-04-20T00:00:00","nfl","2018-10-07T20:25:00",FALSE,"",NA,106,102,469,102,266.34906,820,237,"QRCODE","2018-08-24T21:19:14Z",FALSE,"WA",819,"US",0.87232786,"Seattle, WA","Seattle",0,"centurylink-field",339,"800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets",TRUE,"CenturyLink Field","Seattle, WA 98134",10,"America/Los_Angeles","CenturyLink Field","98134",47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"13","2018-10-05","2018-10-05_19.04.59",0.947,0.935,FALSE,"Vikings at Eagles",FALSE,"2018-04-20T00:47:26","Minnesota Vikings at Philadelphia Eagles","2018-10-08T00:25:00",FALSE,"2018-10-07T16:25:00",4346976,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","normal","2018-04-20T00:00:00","nfl","2018-10-07T20:25:00",FALSE,"",NA,76,147,382,168,292.26315,619,280,"QRCODE","2018-08-24T21:03:38Z",FALSE,"PA",504,"US",0.90542686,"Philadelphia, PA","Philadelphia",0,"lincoln-financial-field",330,"1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets",TRUE,"Lincoln Financial Field","Philadelphia, PA 19148",14,"America/New_York","Lincoln Financial Field","19148",39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"14","2018-10-05","2018-10-05_19.04.59",0.992,0.966,FALSE,"Cowboys at Texans",FALSE,"2018-04-20T00:47:36","Dallas Cowboys at Houston Texans","2018-10-08T04:20:00",FALSE,"2018-10-07T19:20:00",4347020,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","normal","2018-04-20T00:00:00","nfl","2018-10-08T00:20:00",FALSE,"",NA,140,216,373,211,484.65,1263,426,"QRCODE","2018-08-24T21:04:53Z",FALSE,"TX",618,"US",0.8624192,"Houston, TX","Houston",0,"nrg-stadium",41,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets",TRUE,"NRG Stadium","Houston, TX 77054",44,"America/Chicago","NRG Stadium","77054",29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"15","2018-10-05","2018-10-05_19.04.59",0.356,0.555,FALSE,"Baltimore Ravens at A Purple Evening",FALSE,"2018-08-03T16:01:06","Baltimore Ravens at A Purple Evening","2018-10-09T00:00:00",FALSE,"2018-10-08T16:00:00",4474093,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","normal","2018-08-03T00:00:00","sports","2018-10-08T20:00:00",FALSE,"",NA,1,63,1,NA,63,63,63,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,"MD",512,"US",0.8927189,"Baltimore, MD","Baltimore",0,"m-t-bank-stadium",1121,"1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets",TRUE,"M&T Bank Stadium","Baltimore, MD 21230",7,"America/New_York","M&T Bank Stadium","21230",39.2774,-76.623,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"16","2018-10-05","2018-10-05_19.04.59",0.902,0.893,FALSE,"Redskins at Saints",FALSE,"2018-04-20T00:47:25","Washington Redskins at New Orleans Saints","2018-10-09T04:15:00",TRUE,"2018-10-08T19:15:00",4346971,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","normal","2018-04-20T00:00:00","nfl","2018-10-09T00:15:00",FALSE,"",NA,1076,62,1005,62,208.5855,1200,184,"QRCODE","2018-05-29T20:38:55Z",FALSE,"LA",622,"US",0.8966978,"New Orleans, LA","New Orleans",0,"mercedes-benz-superdome",128,"1500 Sugar Bowl Drive","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",TRUE,"Mercedes-Benz Superdome","New Orleans, LA 70112",16,"America/Chicago","Mercedes-Benz Superdome","70112",29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"17","2018-10-05","2018-10-05_19.04.59",0.955,0.917,FALSE,"Eagles at Giants",FALSE,"2018-04-20T00:47:14","Philadelphia Eagles at New York Giants","2018-10-12T04:20:00",FALSE,"2018-10-11T20:20:00",4346917,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","normal","2018-04-20T00:00:00","nfl","2018-10-12T00:20:00",FALSE,"",NA,327,133,610,133,298.97552,1519,236,"QRCODE","2018-08-24T21:52:02Z",FALSE,"NJ",501,"US",0.94873494,"East Rutherford, NJ","East Rutherford",0,"metlife-stadium",1587,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"MetLife Stadium","East Rutherford, NJ 07073",15,"America/New_York","MetLife Stadium","07073",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"18","2018-10-05","2018-10-05_19.04.59",0.544,0.634,FALSE,"Alabama State at South Alabama",FALSE,"2017-12-21T15:00:36","Alabama State Hornets at South Alabama Jaguars Football","2018-10-14T01:00:00",FALSE,"2018-10-13T16:00:00",4192619,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","normal","2017-12-21T00:00:00","ncaa_football","2018-10-13T21:00:00",FALSE,"",NA,9,32,4,32,47.11111,74,49,NA,NA,NA,"AL",686,"US",0.50177634,"Mobile, AL","Mobile",0,"ladd-peebles-stadium",3716,"1621 Virginia St.","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",TRUE,"Ladd Peebles Stadium","Mobile, AL 36604",5,"America/Chicago","Ladd Peebles Stadium","36604",30.6748,-88.0761,NA,NA,NA
"19","2018-10-05","2018-10-05_19.04.59",0.924,0.885,FALSE,"Steelers at Bengals",FALSE,"2018-04-20T00:47:40","Pittsburgh Steelers at Cincinnati Bengals","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4347042,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,295,108,621,104,189.76271,661,180,"QRCODE","2018-08-24T21:53:35Z",FALSE,"OH",515,"US",0.86166537,"Cincinnati, OH","Cincinnati",0,"paul-brown-stadium",1124,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,"Paul Brown Stadium","Cincinnati, OH 45202",7,"America/New_York","Paul Brown Stadium","45202",39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"20","2018-10-05","2018-10-05_19.04.59",0.912,0.871,FALSE,"Buccaneers at Falcons",FALSE,"2018-04-20T00:47:42","Tampa Bay Buccaneers at Atlanta Falcons","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4347051,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,684,69,844,68,186.69737,865,161,"QRCODE","2018-08-24T21:53:35Z",FALSE,"GA",0,"US",0.76958936,"Atlanta, GA","Atlanta",0,"mercedes-benz-stadium",419590,"35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",TRUE,"Mercedes-Benz Stadium","Atlanta, GA 30313",19,"America/New_York","Mercedes-Benz Stadium","30313",33.76,-84.4,"QRCODE","2018-08-23T20:14:46Z",FALSE
"21","2018-10-05","2018-10-05_19.04.59",0.947,0.904,FALSE,"Colts at Jets",FALSE,"2018-04-20T00:47:22","Indianapolis Colts at New York Jets","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4346961,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,628,42,1000,37,155.07007,957,133,"QRCODE","2018-08-24T21:52:02Z",FALSE,"NJ",501,"US",0.94873494,"East Rutherford, NJ","East Rutherford",0,"metlife-stadium",1587,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"MetLife Stadium","East Rutherford, NJ 07073",15,"America/New_York","MetLife Stadium","07073",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"22","2018-10-05","2018-10-05_19.04.59",0.931,0.891,FALSE,"Bears at Dolphins",FALSE,"2018-04-20T00:47:47","Chicago Bears at Miami Dolphins","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4347081,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,84,102,726,73,217.69048,429,207,"QRCODE","2018-08-24T21:53:35Z",FALSE,"FL",528,"US",0.8378203,"Miami Gardens, FL","Miami Gardens",0,"hard-rock-stadium",29,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets",TRUE,"Hard Rock Stadium","Miami Gardens, FL 33056",35,"America/New_York","Hard Rock Stadium","33056",25.96,-80.24,"NONE","2017-10-03T18:58:44Z",FALSE
"23","2018-10-05","2018-10-05_19.04.59",0.901,0.867,FALSE,"Bills at Texans",FALSE,"2018-04-20T00:47:36","Buffalo Bills at Houston Texans","2018-10-14T21:00:00",FALSE,"2018-10-14T12:00:00",4347019,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,594,49,907,49,162.22896,630,140,"QRCODE","2018-08-24T21:53:35Z",FALSE,"TX",618,"US",0.8624192,"Houston, TX","Houston",0,"nrg-stadium",41,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets",TRUE,"NRG Stadium","Houston, TX 77054",44,"America/Chicago","NRG Stadium","77054",29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"24","2018-10-05","2018-10-05_19.04.59",0.964,0.912,FALSE,"Panthers at Redskins",FALSE,"2018-04-20T00:47:18","Carolina Panthers at Washington Redskins","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4346942,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,95,95,891,89,157.86316,643,145,"QRCODE","2018-08-24T21:52:02Z",FALSE,"MD",511,"US",0.9333444,"Landover, MD","Landover",0,"fedex-field",35,"1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets",TRUE,"FedEx Field","Landover, MD 20785",6,"America/New_York","FedEx Field","20785",38.9071,-76.8658,"QRCODE_TM","2015-09-12T14:13:58Z",FALSE
"25","2018-10-05","2018-10-05_19.04.59",0.912,0.874,FALSE,"Cardinals at Vikings",FALSE,"2018-04-20T01:04:06","Arizona Cardinals at Minnesota Vikings","2018-10-14T21:00:00",FALSE,"2018-10-14T12:00:00",4347145,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,392,114,509,114,287.7551,1020,246,"QRCODE","2018-08-24T21:53:38Z",FALSE,"MN",0,"US",0.88524246,"Minneapolis, MN","Minneapolis",0,"u-s-bank-stadium",218451,"401 Chicago Avenue","https://seatgeek.com/venues/u-s-bank-stadium/tickets",TRUE,"U.S. Bank Stadium","Minneapolis, MN 55415",15,"America/Chicago","U.S. Bank Stadium","55415",44.97,-93.26,"NONE","2018-08-22T15:34:15Z",FALSE
"26","2018-10-05","2018-10-05_19.04.59",0.89,0.862,FALSE,"Chargers at Browns",FALSE,"2018-04-20T00:47:31","Los Angeles Chargers at Cleveland Browns","2018-10-14T21:00:00",FALSE,"2018-10-14T13:00:00",4346998,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","normal","2018-04-20T00:00:00","nfl","2018-10-14T17:00:00",FALSE,"",NA,660,68,880,59,139.71666,753,107,"QRCODE","2018-08-24T21:53:35Z",FALSE,"OH",510,"US",0.86852187,"Cleveland, OH","Cleveland",0,"firstenergy-stadium-15",1123,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,"FirstEnergy Stadium","Cleveland, OH 44114",6,"America/New_York","FirstEnergy Stadium","44114",41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"27","2018-10-05","2018-10-05_19.04.59",0.879,0.853,FALSE,"Ravens at Titans",FALSE,"2018-04-20T00:47:30","Baltimore Ravens at Tennessee Titans","2018-10-14T23:25:00",FALSE,"2018-10-14T15:25:00",4346991,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","normal","2018-04-20T00:00:00","nfl","2018-10-14T19:25:00",FALSE,"",NA,247,86,523,86,213.91498,631,199,"QRCODE","2018-08-24T21:53:35Z",FALSE,"TN",659,"US",0.8546275,"Nashville, TN","Nashville",0,"nissan-stadium",1126,"1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets",TRUE,"Nissan Stadium","Nashville, TN 37213",16,"America/New_York","Nissan Stadium","37213",36.1665,-86.7713,"NONE","2015-10-19T15:09:39Z",FALSE
"28","2018-10-05","2018-10-05_19.04.59",0.913,0.878,FALSE,"Rams at Broncos",FALSE,"2018-04-20T01:04:04","Los Angeles Rams at Denver Broncos","2018-10-15T00:05:00",FALSE,"2018-10-14T14:05:00",4347138,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","normal","2018-04-20T00:00:00","nfl","2018-10-14T20:05:00",FALSE,"",NA,72,202,559,165,365.56946,1193,300,"QRCODE","2018-08-24T21:53:38Z",FALSE,"CO",751,"US",0.9028296,"Denver, CO","Denver",0,"sports-authority-field-at-mile-high",1131,"1701 Bryant St.","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",TRUE,"Sports Authority Field at Mile High","Denver, CO 80204",6,"America/Denver","Sports Authority Field at Mile High","80204",39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"29","2018-10-05","2018-10-05_19.04.59",0.968,0.91,FALSE,"Jaguars at Cowboys",FALSE,"2018-04-05T23:08:47","Jacksonville Jaguars at Dallas Cowboys","2018-10-15T00:25:00",TRUE,"2018-10-14T15:25:00",4327923,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","normal","2018-04-05T00:00:00","nfl","2018-10-14T20:25:00",FALSE,"",NA,2225,NA,1772,NA,299.43414,2570,242,"QRCODE","2018-04-17T22:02:33Z",FALSE,"TX",623,"US",0.9751414,"Arlington, TX","Arlington",0,"at-t-stadium",4965,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets",TRUE,"AT&T Stadium","Arlington, TX 76011",19,"America/Chicago","AT&T Stadium","76011",32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"30","2018-10-05","2018-10-05_19.04.59",0.953,0.898,FALSE,"Chiefs at Patriots",FALSE,"2018-04-20T00:47:50","Kansas City Chiefs at New England Patriots","2018-10-15T04:20:00",FALSE,"2018-10-14T20:20:00",4347095,"https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095","normal","2018-04-20T00:00:00","nfl","2018-10-15T00:20:00",FALSE,"",NA,117,212,608,195,425.03418,1014,354,"QRCODE","2018-08-24T21:53:35Z",FALSE,"MA",506,"US",0.8983344,"Foxborough, MA","Foxborough",0,"gillette-stadium",33,"1 Patriot Place","https://seatgeek.com/venues/gillette-stadium/tickets",TRUE,"Gillette Stadium","Foxborough, MA 02035",13,"America/New_York","Gillette Stadium","02035",42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
