"","date","timestamp","score","popularity","time_tbd","short_title","date_tbd","created_at","title","visible_until_utc","is_open","datetime_local","id","url","status","announce_date","type","datetime_utc","datetime_tbd","description","general_admission","listing_count","lowest_price","visible_listing_count","lowest_price_good_deals","average_price","highest_price","median_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","state","metro_code","country","score_venue","display_location","city","popularity_venue","slug","id_venue","address","url_venue","has_upcoming_events","name_v2","extended_address","num_upcoming_events","timezone","name","postal_code","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"1","2018-10-05","2018-10-05_19.04.59",0.636,0.723,FALSE,"South Alabama at Georgia Southern",FALSE,"2018-02-28T15:00:17","South Alabama Jaguars at Georgia Southern Eagles Football","2018-10-06T23:30:00",FALSE,"2018-10-06T15:30:00",4281989,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-3-30-pm/4281989","normal","2018-02-28T00:00:00","ncaa_football","2018-10-06T19:30:00",FALSE,"",NA,12,38,4,NA,43.75,50,44,NA,NA,NA,"GA",507,"US",0.41380084,"Statesboro, GA","Statesboro",0,"allen-e-paulson-stadium",2352,"225 Lanier Drive","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",TRUE,"Allen E. Paulson Stadium","Statesboro, GA 30460",3,"America/New_York","Allen E. Paulson Stadium","30460",32.4488,-81.7832,NA,NA,NA
"2","2018-10-05","2018-10-05_19.04.59",0.935,0.923,FALSE,"Falcons at Steelers",FALSE,"2018-04-20T00:47:47","Atlanta Falcons at Pittsburgh Steelers","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347079,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,91,115,294,103,240.56044,569,219,"QRCODE","2018-08-24T21:16:40Z",FALSE,"PA",508,"US",0.9033526,"Pittsburgh, PA","Pittsburgh",0,"heinz-field",1119,"100 Art Rooney Avenue","https://seatgeek.com/venues/heinz-field/tickets",TRUE,"Heinz Field","Pittsburgh, PA 15212",9,"America/New_York","Heinz Field","15212",40.4468,-80.0158,"QRCODE","2018-10-04T12:42:28Z",FALSE
"3","2018-10-05","2018-10-05_19.04.59",0.95,0.937,FALSE,"Packers at Lions",FALSE,"2018-04-20T00:47:37","Green Bay Packers at Detroit Lions","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347027,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,266,124,399,119,203.18797,2390,185,"QRCODE","2018-08-24T21:05:06Z",FALSE,"MI",505,"US",0.9029952,"Detroit, MI","Detroit",0,"ford-field",346,"2000 Brush St.","https://seatgeek.com/venues/ford-field/tickets",TRUE,"Ford Field","Detroit, MI 48226",11,"America/Detroit","Ford Field","48226",42.34,-83.0459,"NONE","2015-11-04T17:31:52Z",FALSE
"4","2018-10-05","2018-10-05_19.04.59",0.943,0.931,FALSE,"Giants at Panthers",FALSE,"2018-04-20T00:47:38","New York Giants at Carolina Panthers","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347032,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,149,135,320,129,285.46307,780,213,"QRCODE","2018-08-24T21:15:58Z",FALSE,"NC",517,"US",0.8968222,"Charlotte, NC","Charlotte",0,"bank-of-america-stadium",1122,"800 South Mint Street","https://seatgeek.com/venues/bank-of-america-stadium/tickets",TRUE,"Bank of America Stadium","Charlotte, NC 28202",9,"America/New_York","Bank of America Stadium","28202",35.2243,-80.8524,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"5","2018-10-05","2018-10-05_19.04.59",0.944,0.94,FALSE,"Broncos at Jets",FALSE,"2018-04-20T00:47:34","Denver Broncos at New York Jets","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347011,"https://seatgeek.com/broncos-at-jets-tickets/10-7-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347011","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,449,58,685,58,118.42094,575,103,"QRCODE","2018-09-05T19:53:41Z",FALSE,"NJ",501,"US",0.94873494,"East Rutherford, NJ","East Rutherford",0,"metlife-stadium",1587,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets",TRUE,"MetLife Stadium","East Rutherford, NJ 07073",15,"America/New_York","MetLife Stadium","07073",40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"6","2018-10-05","2018-10-05_19.04.59",0.889,0.895,FALSE,"Dolphins at Bengals",FALSE,"2018-04-20T00:47:40","Miami Dolphins at Cincinnati Bengals","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347043,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,47,80,259,70,154.59575,563,142,"QRCODE","2018-08-24T21:16:15Z",FALSE,"OH",515,"US",0.86166537,"Cincinnati, OH","Cincinnati",0,"paul-brown-stadium",1124,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets",TRUE,"Paul Brown Stadium","Cincinnati, OH 45202",7,"America/New_York","Paul Brown Stadium","45202",39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"7","2018-10-05","2018-10-05_19.04.59",0.899,0.902,FALSE,"Jaguars at Chiefs",FALSE,"2018-04-20T00:47:28","Jacksonville Jaguars at Kansas City Chiefs","2018-10-07T21:00:00",FALSE,"2018-10-07T12:00:00",4346983,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,417,72,687,57,155.94484,466,162,"QRCODE","2018-08-24T21:03:49Z",FALSE,"MO",616,"US",0.8827867,"Kansas City, MO","Kansas City",0,"arrowhead-stadium",1128,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets",TRUE,"Arrowhead Stadium","Kansas City, MO 64129",8,"America/Chicago","Arrowhead Stadium","64129",39.0489,-94.4839,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"8","2018-10-05","2018-10-05_19.04.59",0.882,0.889,FALSE,"Ravens at Browns",FALSE,"2018-04-20T00:47:31","Baltimore Ravens at Cleveland Browns","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4346999,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,247,49,547,49,117.688255,488,98,"QRCODE","2018-08-24T21:04:01Z",FALSE,"OH",510,"US",0.86852187,"Cleveland, OH","Cleveland",0,"firstenergy-stadium-15",1123,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",TRUE,"FirstEnergy Stadium","Cleveland, OH 44114",6,"America/New_York","FirstEnergy Stadium","44114",41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"9","2018-10-05","2018-10-05_19.04.59",0.88,0.885,FALSE,"Titans at Bills",FALSE,"2018-04-20T00:47:44","Tennessee Titans at Buffalo Bills","2018-10-07T21:00:00",FALSE,"2018-10-07T13:00:00",4347063,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","normal","2018-04-20T00:00:00","nfl","2018-10-07T17:00:00",FALSE,"",NA,198,69,420,74,117.27273,364,105,"QRCODE","2018-08-24T21:16:26Z",FALSE,"NY",514,"US",0.8815085,"Orchard Park, NY","Orchard Park",0,"new-era-field",1135,"1 Bills Drive","https://seatgeek.com/venues/new-era-field/tickets",TRUE,"New Era Field","Orchard Park, NY 14127",7,"America/New_York","New Era Field","14127",42.7737,-78.7874,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"10","2018-10-05","2018-10-05_19.04.59",0.965,0.952,FALSE,"Raiders at Chargers",FALSE,"2018-04-20T00:47:52","Oakland Raiders at Los Angeles Chargers","2018-10-08T00:05:00",FALSE,"2018-10-07T13:05:00",4347111,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","normal","2018-04-20T00:00:00","nfl","2018-10-07T20:05:00",FALSE,"",NA,90,182,218,182,251.7889,438,234,"QRCODE","2018-08-24T21:17:06Z",FALSE,"CA",803,"US",0.7228164,"Carson, CA","Carson",0,"stubhub-center",52,"18400 Avalon Blvd","https://seatgeek.com/venues/stubhub-center/tickets",TRUE,"StubHub Center","Carson, CA 90746",12,"America/Los_Angeles","StubHub Center","90746",33.8643,-118.261,NA,NA,NA
