"","date","timestamp","time_tbd","visible_until_utc","type","created_at","announce_date","url","id","date_tbd","is_open","short_title","popularity","title","score","datetime_tbd","datetime_local","datetime_utc","status","description","general_admission","median_price","visible_listing_count","listing_count","average_price","lowest_price","lowest_price_good_deals","highest_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","url_venue","postal_code","has_upcoming_events","score_venue","address","id_venue","city","popularity_venue","timezone","state","display_location","extended_address","num_upcoming_events","country","slug","name_v2","metro_code","name","lat","lon","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"59","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-14T21:00:00","nfl","2018-04-20T01:04:06","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",4347145,FALSE,FALSE,"Cardinals at Vikings",0.896,"Arizona Cardinals at Minnesota Vikings",0.906,FALSE,"2018-10-14T12:00:00","2018-10-14T17:00:00","normal","",NA,255,688,386,289.4974,109,104,1193,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/u-s-bank-stadium/tickets","55415",TRUE,0.88524246,"401 Chicago Avenue",218451,"Minneapolis",0,"America/Chicago","MN","Minneapolis, MN","Minneapolis, MN 55415",14,"US","u-s-bank-stadium","U.S. Bank Stadium",0,"U.S. Bank Stadium",44.97,-93.26,"NONE",FALSE,"2018-08-22T15:34:15Z"
"60","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-14T21:00:00","nfl","2018-04-20T00:47:31","2018-04-20T00:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",4346998,FALSE,FALSE,"Chargers at Browns",0.879,"Los Angeles Chargers at Cleveland Browns",0.883,FALSE,"2018-10-14T13:00:00","2018-10-14T17:00:00","normal","",NA,81,1176,809,96.80964,34,32,675,"QRCODE",FALSE,"2018-08-24T21:53:35Z","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","44114",TRUE,0.86852187,"100 Alfred Lerner Way",1123,"Cleveland",0,"America/New_York","OH","Cleveland, OH","Cleveland, OH 44114",7,"US","firstenergy-stadium-15","FirstEnergy Stadium",510,"FirstEnergy Stadium",41.5065,-81.7,"NONE",FALSE,"2015-11-11T20:55:31Z"
"61","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-14T21:00:00","nfl","2018-04-20T00:47:36","2018-04-20T00:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",4347019,FALSE,FALSE,"Bills at Texans",0.897,"Buffalo Bills at Houston Texans",0.914,FALSE,"2018-10-14T12:00:00","2018-10-14T17:00:00","normal","",NA,168,1050,594,195.66498,48,45,715,"QRCODE",FALSE,"2018-08-24T21:53:35Z","https://seatgeek.com/venues/nrg-stadium/tickets","77054",TRUE,0.8624192,"1 Reliant Park",41,"Houston",0,"America/Chicago","TX","Houston, TX","Houston, TX 77054",44,"US","nrg-stadium","NRG Stadium",618,"NRG Stadium",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"62","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-14T21:00:00","nfl","2018-04-20T00:47:18","2018-04-20T00:00:00","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",4346942,FALSE,FALSE,"Panthers at Redskins",0.934,"Carolina Panthers at Washington Redskins",0.955,FALSE,"2018-10-14T13:00:00","2018-10-14T17:00:00","normal","",NA,150,1003,534,182.37267,101,93,890,"QRCODE",FALSE,"2018-08-24T21:52:02Z","https://seatgeek.com/venues/fedex-field/tickets","20785",TRUE,0.9333444,"1600 Fedex Way",35,"Landover",0,"America/New_York","MD","Landover, MD","Landover, MD 20785",7,"US","fedex-field","FedEx Field",511,"FedEx Field",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"63","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-14T23:25:00","nfl","2018-04-20T00:47:30","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",4346991,FALSE,FALSE,"Ravens at Titans",0.877,"Baltimore Ravens at Tennessee Titans",0.883,FALSE,"2018-10-14T15:25:00","2018-10-14T19:25:00","normal","",NA,183,730,377,201.48276,64,60,720,"QRCODE",FALSE,"2018-08-24T21:53:35Z","https://seatgeek.com/venues/nissan-stadium/tickets","37213",TRUE,0.8546275,"1 Titans Way",1126,"Nashville",0,"America/New_York","TN","Nashville, TN","Nashville, TN 37213",14,"US","nissan-stadium","Nissan Stadium",659,"Nissan Stadium",36.1665,-86.7713,"NONE",FALSE,"2015-10-19T15:09:39Z"
"64","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-15T00:05:00","nfl","2018-04-20T01:04:04","2018-04-20T00:00:00","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",4347138,FALSE,FALSE,"Rams at Broncos",0.904,"Los Angeles Rams at Denver Broncos",0.915,FALSE,"2018-10-14T14:05:00","2018-10-14T20:05:00","normal","",NA,292,782,78,362.10257,184,142,1193,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","80204",TRUE,0.9028296,"1701 Bryant St.",1131,"Denver",0,"America/Denver","CO","Denver, CO","Denver, CO 80204",6,"US","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",751,"Sports Authority Field at Mile High",39.74,-105.02,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"65","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-15T00:25:00","nfl","2018-04-05T23:08:47","2018-04-05T00:00:00","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",4327923,FALSE,TRUE,"Jaguars at Cowboys",0.956,"Jacksonville Jaguars at Dallas Cowboys",0.987,FALSE,"2018-10-14T15:25:00","2018-10-14T20:25:00","normal","",NA,294,2198,1108,356.55414,34,27,2400,"QRCODE",FALSE,"2018-04-17T22:02:33Z","https://seatgeek.com/venues/at-t-stadium/tickets","76011",TRUE,0.9751414,"1 AT&T Way",4965,"Arlington",0,"America/Chicago","TX","Arlington, TX","Arlington, TX 76011",22,"US","at-t-stadium","AT&T Stadium",623,"AT&T Stadium",32.7459,-97.0957,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"66","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-15T04:20:00","nfl","2018-04-20T00:47:50","2018-04-20T00:00:00","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",4347095,FALSE,FALSE,"Chiefs at Patriots",0.934,"Kansas City Chiefs at New England Patriots",0.962,FALSE,"2018-10-14T20:20:00","2018-10-15T00:20:00","normal","",NA,400,718,192,494.53647,241,212,1437,"QRCODE",FALSE,"2018-08-24T21:53:35Z","https://seatgeek.com/venues/gillette-stadium/tickets","02035",TRUE,0.8983344,"1 Patriot Place",33,"Foxborough",0,"America/New_York","MA","Foxborough, MA","Foxborough, MA 02035",15,"US","gillette-stadium","Gillette Stadium",506,"Gillette Stadium",42.0906,-71.2674,"NONE",FALSE,"2018-08-22T15:36:58Z"
"67","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-16T04:15:00","nfl","2018-04-20T00:47:13","2018-04-20T00:00:00","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",4346914,FALSE,FALSE,"49ers at Packers",0.924,"San Francisco 49ers at Green Bay Packers",0.95,FALSE,"2018-10-15T19:15:00","2018-10-16T00:15:00","normal","",NA,337,578,124,340.0887,181,181,1197,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/lambeau-field/tickets","54304",TRUE,0.92909414,"1265 Lombardi Avenue",1125,"Green Bay",0,"America/Chicago","WI","Green Bay, WI","Green Bay, WI 54304",6,"US","lambeau-field","Lambeau Field",658,"Lambeau Field",44.5013,-88.0622,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"68","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-19T04:20:00","nfl","2018-04-20T00:47:51","2018-04-20T00:00:00","https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102",4347102,FALSE,FALSE,"Broncos at Cardinals",0.914,"Denver Broncos at Arizona Cardinals",0.941,FALSE,"2018-10-18T17:20:00","2018-10-19T00:20:00","normal","",NA,138,881,494,169.1579,56,55,607,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/state-farm-stadium/tickets","85305",TRUE,0.93402725,"1 Cardinals Drive",43,"Glendale",0,"America/Phoenix","AZ","Glendale, AZ","Glendale, AZ 85305",9,"US","state-farm-stadium","State Farm Stadium",753,"State Farm Stadium",33.5294,-112.262,"NONE",FALSE,"2015-12-21T17:26:05Z"
"69","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T03:30:00","nfl","2018-08-01T16:01:33","2018-08-01T00:00:00","https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322",4471322,FALSE,FALSE,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.531,"Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball",0.439,FALSE,"2018-10-20T18:30:00","2018-10-20T23:30:00","normal","",NA,NA,NA,NA,NA,NA,NA,NA,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/asu-convocation-center-1/tickets","72401",TRUE,0.5808074,"217 Olympic Drive",4081,"Jonesboro",0,"America/Chicago","AR","Jonesboro, AR","Jonesboro, AR 72401",32,"US","asu-convocation-center-1","ASU Convocation Center",734,"ASU Convocation Center",35.8438,-90.6691,NA,NA,NA
"70","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:33","2018-04-20T00:00:00","https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008",4347008,FALSE,FALSE,"Patriots at Bears",0.951,"New England Patriots at Chicago Bears",0.994,FALSE,"2018-10-21T12:00:00","2018-10-21T17:00:00","normal","",NA,564,601,81,593.9753,281,281,1132,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/soldier-field/tickets","60605",TRUE,0.940013,"1410 S. Museum Campus Drive",31,"Chicago",0,"America/Chicago","IL","Chicago, IL","Chicago, IL 60605",10,"US","soldier-field","Soldier Field",602,"Soldier Field",41.8623,-87.6159,"NONE",FALSE,"2018-06-02T00:44:08Z"
"71","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:22","2018-04-20T00:00:00","https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960",4346960,FALSE,FALSE,"Bills at Colts",0.864,"Buffalo Bills at Indianapolis Colts",0.873,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,84,1035,650,107.82,34,34,875,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/lucas-oil-stadium/tickets","46225",TRUE,0.9071682,"500 South Capitol Avenue",1130,"Indianapolis",0,"America/Indiana/Indianapolis","IN","Indianapolis, IN","Indianapolis, IN 46225",14,"US","lucas-oil-stadium","Lucas Oil Stadium",527,"Lucas Oil Stadium",39.7601,-86.1639,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"72","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:26","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975",4346975,FALSE,FALSE,"Vikings at Jets",0.937,"Minnesota Vikings at New York Jets",0.977,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,181,964,457,222.4814,81,77,1062,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/metlife-stadium/tickets","07073",TRUE,0.94873494,"1 MetLife Stadium Drive",1587,"East Rutherford",0,"America/New_York","NJ","East Rutherford, NJ","East Rutherford, NJ 07073",17,"US","metlife-stadium","MetLife Stadium",501,"MetLife Stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"73","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:16","2018-04-20T00:00:00","https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931",4346931,FALSE,FALSE,"Browns at Buccaneers",0.86,"Cleveland Browns at Tampa Bay Buccaneers",0.879,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,206,426,19,267.1579,137,79,605,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/raymond-james-stadium/tickets","33607",TRUE,0.86513025,"4201 North Dale Mabry Highway",39,"Tampa",0,"America/New_York","FL","Tampa, FL","Tampa, FL 33607",16,"US","raymond-james-stadium","Raymond James Stadium",539,"Raymond James Stadium",27.9753,-82.5034,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"74","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:47","2018-04-20T00:00:00","https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084",4347084,FALSE,FALSE,"Lions at Dolphins",0.885,"Detroit Lions at Miami Dolphins",0.91,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,136,987,165,151.42424,62,53,899,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/hard-rock-stadium/tickets","33056",TRUE,0.8378203,"347 Don Shula Dr.",29,"Miami Gardens",0,"America/New_York","FL","Miami Gardens, FL","Miami Gardens, FL 33056",38,"US","hard-rock-stadium","Hard Rock Stadium",528,"Hard Rock Stadium",25.96,-80.24,"NONE",FALSE,"2017-10-03T18:58:44Z"
"75","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:19","2018-04-20T00:00:00","https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948",4346948,FALSE,FALSE,"Texans at Jaguars",0.828,"Houston Texans at Jacksonville Jaguars",0.835,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,98,880,618,126.19903,48,48,588,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/everbank-field/tickets","32202",TRUE,0.83759147,"1 Everbank Field Dr",5178,"Jacksonville",0,"America/New_York","FL","Jacksonville, FL","Jacksonville, FL 32202",9,"US","everbank-field","EverBank Field",561,"EverBank Field",30.3239,-81.6373,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"76","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:39","2018-04-20T00:00:00","https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036",4347036,FALSE,FALSE,"Panthers at Eagles",0.922,"Carolina Panthers at Philadelphia Eagles",0.955,FALSE,"2018-10-21T13:00:00","2018-10-21T17:00:00","normal","",NA,383,941,353,422.66006,205,151,3586,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/lincoln-financial-field/tickets","19148",TRUE,0.90542686,"1020 Pattison Ave",330,"Philadelphia",0,"America/New_York","PA","Philadelphia, PA","Philadelphia, PA 19148",17,"US","lincoln-financial-field","Lincoln Financial Field",504,"Lincoln Financial Field",39.9046,-75.1675,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"77","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-21T21:00:00","nfl","2018-04-20T00:47:27","2018-04-20T00:00:00","https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982",4346982,FALSE,FALSE,"Bengals at Chiefs",0.891,"Cincinnati Bengals at Kansas City Chiefs",0.916,FALSE,"2018-10-21T12:00:00","2018-10-21T17:00:00","normal","",NA,133,1138,1009,144.85927,46,46,602,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/arrowhead-stadium/tickets","64129",TRUE,0.8827867,"1 Arrowhead Drive",1128,"Kansas City",0,"America/Chicago","MO","Kansas City, MO","Kansas City, MO 64129",9,"US","arrowhead-stadium","Arrowhead Stadium",616,"Arrowhead Stadium",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"78","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-22T00:05:00","nfl","2018-04-20T00:47:45","2018-04-20T00:00:00","https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071",4347071,FALSE,FALSE,"Saints at Ravens",0.872,"New Orleans Saints at Baltimore Ravens",0.892,FALSE,"2018-10-21T16:05:00","2018-10-21T20:05:00","normal","",NA,127,950,470,155.59787,57,57,607,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/m-t-bank-stadium/tickets","21230",TRUE,0.8927189,"1101 Russell St",1121,"Baltimore",0,"America/New_York","MD","Baltimore, MD","Baltimore, MD 21230",8,"US","m-t-bank-stadium","M&T Bank Stadium",512,"M&T Bank Stadium",39.2774,-76.623,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"79","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-22T00:25:00","nfl","2018-04-20T00:47:18","2018-04-20T00:00:00","https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941",4346941,FALSE,FALSE,"Cowboys at Redskins",0.962,"Dallas Cowboys at Washington Redskins",1.004,FALSE,"2018-10-21T16:25:00","2018-10-21T20:25:00","normal","",NA,301,1127,675,348.78073,184,184,1091,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/fedex-field/tickets","20785",TRUE,0.9333444,"1600 Fedex Way",35,"Landover",0,"America/New_York","MD","Landover, MD","Landover, MD 20785",7,"US","fedex-field","FedEx Field",511,"FedEx Field",38.9071,-76.8658,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"80","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-22T04:20:00","nfl","2018-04-20T00:47:54","2018-04-20T00:00:00","https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118",4347118,FALSE,FALSE,"Rams at 49ers",0.915,"Los Angeles Rams at San Francisco 49ers",0.95,FALSE,"2018-10-21T17:20:00","2018-10-22T00:20:00","normal","",NA,213,1044,815,249.2994,94,94,2989,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/levi-s-stadium/tickets","95054",TRUE,0.95768774,"4900 Marie P DeBartolo Way",58670,"Santa Clara",0,"America/Los_Angeles","CA","Santa Clara, CA","Santa Clara, CA 95054",13,"US","levi-s-stadium","Levi's Stadium",0,"Levi's Stadium",37.4023,-121.969,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"81","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-23T04:15:00","nfl","2018-04-20T00:47:42","2018-04-20T00:00:00","https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050",4347050,FALSE,FALSE,"Giants at Falcons",0.919,"New York Giants at Atlanta Falcons",0.953,FALSE,"2018-10-22T20:15:00","2018-10-23T00:15:00","normal","",NA,279,934,693,310.53824,127,121,1791,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","30313",TRUE,0.76958936,"35 Northside Dr NW",419590,"Atlanta",0,"America/New_York","GA","Atlanta, GA","Atlanta, GA 30313",19,"US","mercedes-benz-stadium","Mercedes-Benz Stadium",0,"Mercedes-Benz Stadium",33.76,-84.4,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"82","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-24T04:00:00","ncaa_football","2018-02-28T15:00:17","2018-02-28T00:00:00","https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985",4281985,FALSE,FALSE,"Troy at South Alabama",0.247,"Troy Trojans at South Alabama Jaguars Football",0.213,FALSE,"2018-10-23T19:00:00","2018-10-24T00:00:00","normal","",NA,39,11,29,44.310345,26,26,93,NA,NA,NA,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","36604",TRUE,0.50177634,"1621 Virginia St.",3716,"Mobile",0,"America/Chicago","AL","Mobile, AL","Mobile, AL 36604",6,"US","ladd-peebles-stadium","Ladd Peebles Stadium",686,"Ladd Peebles Stadium",30.6748,-88.0761,NA,NA,NA
"83","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-26T04:20:00","nfl","2018-04-20T00:47:36","2018-04-20T00:00:00","https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018",4347018,FALSE,FALSE,"Dolphins at Texans",0.875,"Miami Dolphins at Houston Texans",0.91,FALSE,"2018-10-25T19:20:00","2018-10-26T00:20:00","normal","",NA,136,989,479,167.524,42,42,715,"QRCODE",FALSE,"2018-08-24T21:53:38Z","https://seatgeek.com/venues/nrg-stadium/tickets","77054",TRUE,0.8624192,"1 Reliant Park",41,"Houston",0,"America/Chicago","TX","Houston, TX","Houston, TX 77054",44,"US","nrg-stadium","NRG Stadium",618,"NRG Stadium",29.6847,-95.4107,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"84","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:37","2018-04-20T00:00:00","https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026",4347026,FALSE,FALSE,"Seahawks at Lions",0.912,"Seattle Seahawks at Detroit Lions",0.945,FALSE,"2018-10-28T13:00:00","2018-10-28T17:00:00","normal","",NA,141,840,534,166.41573,66,42,2392,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/ford-field/tickets","48226",TRUE,0.9029952,"2000 Brush St.",346,"Detroit",0,"America/Detroit","MI","Detroit, MI","Detroit, MI 48226",11,"US","ford-field","Ford Field",505,"Ford Field",42.34,-83.0459,"NONE",FALSE,"2015-11-04T17:31:52Z"
"85","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:40","2018-04-20T00:00:00","https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041",4347041,FALSE,FALSE,"Buccaneers at Bengals",0.848,"Tampa Bay Buccaneers at Cincinnati Bengals",0.87,FALSE,"2018-10-28T13:00:00","2018-10-28T17:00:00","normal","",NA,90,935,606,98.69802,41,41,332,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/paul-brown-stadium/tickets","45202",TRUE,0.86166537,"1 Paul Brown Stadium",1124,"Cincinnati",0,"America/New_York","OH","Cincinnati, OH","Cincinnati, OH 45202",7,"US","paul-brown-stadium","Paul Brown Stadium",515,"Paul Brown Stadium",39.0961,-84.5177,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"86","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:45","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070",4347070,FALSE,FALSE,"Ravens at Panthers",0.882,"Baltimore Ravens at Carolina Panthers",0.914,FALSE,"2018-10-28T13:00:00","2018-10-28T17:00:00","normal","",NA,167,856,383,216.22977,88,81,627,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/bank-of-america-stadium/tickets","28202",TRUE,0.8968222,"800 South Mint Street",1122,"Charlotte",0,"America/New_York","NC","Charlotte, NC","Charlotte, NC 28202",9,"US","bank-of-america-stadium","Bank of America Stadium",517,"Bank of America Stadium",35.2243,-80.8524,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"87","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:17","2018-04-20T00:00:00","https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940",4346940,FALSE,FALSE,"Redskins at Giants",0.915,"Washington Redskins at New York Giants",0.96,FALSE,"2018-10-28T13:00:00","2018-10-28T17:00:00","normal","",NA,227,981,498,281.6747,129,129,1497,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/metlife-stadium/tickets","07073",TRUE,0.94873494,"1 MetLife Stadium Drive",1587,"East Rutherford",0,"America/New_York","NJ","East Rutherford, NJ","East Rutherford, NJ 07073",17,"US","metlife-stadium","MetLife Stadium",501,"MetLife Stadium",40.8142,-74.0737,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"88","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:27","2018-04-20T00:00:00","https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",4346981,FALSE,FALSE,"Broncos at Chiefs",0.895,"Denver Broncos at Kansas City Chiefs",0.931,FALSE,"2018-10-28T12:00:00","2018-10-28T17:00:00","normal","",NA,NA,NA,975,187.59,78,78,691,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/arrowhead-stadium/tickets","64129",TRUE,0.8827867,"1 Arrowhead Drive",1128,"Kansas City",0,"America/Chicago","MO","Kansas City, MO","Kansas City, MO 64129",9,"US","arrowhead-stadium","Arrowhead Stadium",616,"Arrowhead Stadium",39.0489,-94.4839,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"89","2018-09-20","2018-09-20_11.21.10",FALSE,"2018-10-28T21:00:00","nfl","2018-04-20T00:47:46","2018-04-20T00:00:00","https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",4347078,FALSE,FALSE,"Browns at Steelers",0.889,"Cleveland Browns at Pittsburgh Steelers",0.921,FALSE,"2018-10-28T13:00:00","2018-10-28T17:00:00","normal","",NA,241,780,316,288.23734,115,115,1138,"QRCODE",FALSE,"2018-08-24T21:53:39Z","https://seatgeek.com/venues/heinz-field/tickets","15212",TRUE,0.9033526,"100 Art Rooney Avenue",1119,"Pittsburgh",0,"America/New_York","PA","Pittsburgh, PA","Pittsburgh, PA 15212",10,"US","heinz-field","Heinz Field",508,"Heinz Field",40.4468,-80.0158,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
