"","date","timestamp","event_promotion","is_open","id","title","announce_date","score","type","status","description","datetime_local","visible_until_utc","time_tbd","date_tbd","url","created_at","popularity","short_title","datetime_utc","datetime_tbd","visible_listing_count","average_price","lowest_price_good_deals","median_price","listing_count","lowest_price","highest_price","employee_only_accessMethod","created_at_accessMethod","method_accessMethod","metro_code","postal_code","timezone","has_upcoming_events","id_venue","city","extended_address","display_location","state","score_venue","num_upcoming_events","address","slug","name","url_venue","country","popularity_venue","name_v2","lat","lon","employee_only_AccessMethod","created_at_AccessMethod","method_AccessMethod"
"1","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4346934,"Philadelphia Eagles at Washington Redskins","2018-04-20T00:00:00",0.867,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/eagles-at-redskins-tickets/12-30-2018-landover-maryland-fedex-field/nfl/4346934","2018-04-20T00:47:17",0.901,"Eagles at Redskins","2018-12-30T21:25:00",FALSE,7,478,160,482,5,160,781,FALSE,"2018-08-24T21:53:43Z","QRCODE",511,"20785","America/New_York",TRUE,35,"Landover","Landover, MD 20785","Landover, MD","MD",0.9333444,4,"1600 Fedex Way","fedex-field","FedEx Field","https://seatgeek.com/venues/fedex-field/tickets","US",0,"FedEx Field",38.9071,-76.8658,FALSE,"2015-09-12T14:13:58Z","QRCODE_TM"
"2","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4347065,"Cleveland Browns at Baltimore Ravens","2018-04-20T00:00:00",0.771,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/browns-at-ravens-tickets/12-30-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347065","2018-04-20T00:47:44",0.816,"Browns at Ravens","2018-12-30T21:25:00",FALSE,4,278,111,278,1,278,278,FALSE,"2018-08-24T21:53:43Z","QRCODE",512,"21230","America/New_York",TRUE,1121,"Baltimore","Baltimore, MD 21230","Baltimore, MD","MD",0.8927189,3,"1101 Russell St","m-t-bank-stadium","M&T Bank Stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","US",0,"M&T Bank Stadium",39.2774,-76.623,FALSE,"2015-08-04T00:00:00Z","QRCODE_TM"
"3","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4347147,"Los Angeles Chargers at Denver Broncos","2018-04-20T00:00:00",0.892,"nfl","normal","","2018-12-30T14:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/chargers-at-broncos-tickets/12-30-2018-denver-colorado-broncos-stadium-at-mile-high/nfl/4347147","2018-04-20T01:04:06",0.844,"Chargers at Broncos","2018-12-30T21:25:00",FALSE,14,94,79,91,5,62,119,FALSE,"2018-08-24T21:53:43Z","QRCODE",751,"80204","America/Denver",TRUE,1131,"Denver","Denver, CO 80204","Denver, CO","CO",0.9028296,5,"1701 Bryant St.","broncos-stadium-at-mile-high","Broncos Stadium at Mile High","https://seatgeek.com/venues/broncos-stadium-at-mile-high/tickets","US",0,"Broncos Stadium at Mile High",39.74,-105.02,FALSE,"2015-08-07T18:39:02Z","QRCODE_TM"
"4","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4347134,"Chicago Bears at Minnesota Vikings","2018-04-20T00:00:00",0.849,"nfl","normal","","2018-12-30T15:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/bears-at-vikings-tickets/12-30-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347134","2018-04-20T01:04:04",0.881,"Bears at Vikings","2018-12-30T21:25:00",FALSE,6,312,312,312,1,313,312,FALSE,"2018-08-24T21:53:43Z","QRCODE",0,"55415","America/Chicago",TRUE,218451,"Minneapolis","Minneapolis, MN 55415","Minneapolis, MN","MN",0.88524246,16,"401 Chicago Avenue","u-s-bank-stadium","U.S. Bank Stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","US",0,"U.S. Bank Stadium",44.9751,-93.2582,FALSE,"2018-08-22T15:34:15Z","NONE"
"5","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4347076,"Cincinnati Bengals at Pittsburgh Steelers","2018-04-20T00:00:00",0.822,"nfl","normal","","2018-12-30T16:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/bengals-at-steelers-tickets/12-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347076","2018-04-20T00:47:46",0.858,"Bengals at Steelers","2018-12-30T21:25:00",FALSE,5,216,203,206,5,203,239,FALSE,"2018-08-24T21:53:43Z","QRCODE",508,"15212","America/New_York",TRUE,1119,"Pittsburgh","Pittsburgh, PA 15212","Pittsburgh, PA","PA",0.9033526,4,"100 Art Rooney Avenue","heinz-field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","US",0,"Heinz Field",40.4468,-80.0158,FALSE,"2018-10-04T12:42:28Z","QRCODE"
"6","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4346938,"San Francisco 49ers at Los Angeles Rams","2018-04-20T00:00:00",0.918,"nfl","normal","","2018-12-30T13:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/49ers-at-rams-tickets/12-30-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346938","2018-04-20T00:47:17",0.861,"49ers at Rams","2018-12-30T21:25:00",FALSE,6,156,73,157,6,73,253,FALSE,"2018-08-24T21:53:43Z","QRCODE",0,"90037","America/Los_Angeles",TRUE,51012,"Los Angeles","Los Angeles, CA 90037","Los Angeles, CA","CA",0.86898464,7,"3911 S Figueroa St","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US",0,"Los Angeles Memorial Coliseum",34.0138,-118.288,FALSE,"2018-08-23T17:59:28Z","QRCODE"
"7","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4346977,"Oakland Raiders at Kansas City Chiefs","2018-04-20T00:00:00",0.823,"nfl","normal","","2018-12-30T15:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/raiders-at-chiefs-tickets/12-30-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346977","2018-04-20T00:47:26",0.86,"Raiders at Chiefs","2018-12-30T21:25:00",FALSE,2,167,167,167,1,167,167,FALSE,"2018-08-24T21:53:43Z","QRCODE",616,"64129","America/Chicago",TRUE,1128,"Kansas City","Kansas City, MO 64129","Kansas City, MO","MO",0.8827867,3,"1 Arrowhead Drive","arrowhead-stadium","Arrowhead Stadium","https://seatgeek.com/venues/arrowhead-stadium/tickets","US",0,"Arrowhead Stadium",39.0489,-94.4839,FALSE,"2015-08-20T16:20:51Z","QRCODE_TM"
"8","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4347120,"Arizona Cardinals at Seattle Seahawks","2018-04-20T00:00:00",0.905,"nfl","normal","","2018-12-30T13:25:00","2018-12-31T01:25:00",FALSE,FALSE,"https://seatgeek.com/cardinals-at-seahawks-tickets/12-30-2018-seattle-washington-centurylink-field/nfl/4347120","2018-04-20T00:47:54",0.853,"Cardinals at Seahawks","2018-12-30T21:25:00",FALSE,20,230,161,178,6,162,415,FALSE,"2018-08-24T21:53:43Z","QRCODE",819,"98134","America/Los_Angeles",TRUE,339,"Seattle","Seattle, WA 98134","Seattle, WA","WA",0.87232786,8,"800 Occidental Ave S","centurylink-field","CenturyLink Field","https://seatgeek.com/venues/centurylink-field/tickets","US",0,"CenturyLink Field",47.5948,-122.332,FALSE,"2018-03-02T22:54:54Z","QRCODE"
"9","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4346984,"Indianapolis Colts at Tennessee Titans","2018-04-20T00:00:00",0.796,"nfl","normal","","2018-12-30T19:20:00","2018-12-31T05:20:00",FALSE,FALSE,"https://seatgeek.com/colts-at-titans-tickets/12-30-2018-nashville-tennessee-nissan-stadium/nfl/4346984","2018-04-20T00:47:28",0.838,"Colts at Titans","2018-12-31T01:20:00",FALSE,210,221,96,197,86,96,446,FALSE,"2018-08-24T21:53:43Z","QRCODE",659,"37213","America/Chicago",TRUE,1126,"Nashville","Nashville, TN 37213","Nashville, TN","TN",0.8546275,14,"1 Titans Way","nissan-stadium","Nissan Stadium","https://seatgeek.com/venues/nissan-stadium/tickets","US",0,"Nissan Stadium",36.1665,-86.7713,FALSE,"2018-12-14T16:41:48Z","QRCODE"
"10","2018-12-30","2018-12-30_16.13.28",NA,FALSE,4642386,"Wild Card Or Divisional Round Game: TBD at Pittsburgh Steelers (Date TBA)","2018-11-20T00:00:00",0.863,"nfl","normal","","2019-01-05T03:30:00","2019-01-06T05:00:00",TRUE,TRUE,"https://seatgeek.com/wild-card-or-divisional-round-game-tbd-at-pittsburgh-steelers-date-tba-tickets/1-5-2019-pittsburgh-pennsylvania-heinz-field/nfl/4642386","2018-11-20T01:53:48",0.777,"Wild Card Or Divisional Round Gm: TBD at Steelers","2019-01-05T08:30:00",TRUE,989,359,152,308,831,152,1691,FALSE,"2018-10-04T12:42:28Z","QRCODE",508,"15212","America/New_York",TRUE,1119,"Pittsburgh","Pittsburgh, PA 15212","Pittsburgh, PA","PA",0.9033526,5,"100 Art Rooney Avenue","heinz-field","Heinz Field","https://seatgeek.com/venues/heinz-field/tickets","US",0,"Heinz Field",40.4468,-80.0158,FALSE,"2018-10-04T12:42:28Z","QRCODE"
