"","date","timestamp","is_open","description","created_at","datetime_local","visible_until_utc","popularity","datetime_utc","title","type","announce_date","url","date_tbd","datetime_tbd","id","time_tbd","short_title","status","score","general_admission","average_price","lowest_price","highest_price","listing_count","lowest_price_good_deals","median_price","visible_listing_count","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","timezone","name_v2","name","address","popularity_venue","extended_address","display_location","city","has_upcoming_events","country","postal_code","url_venue","num_upcoming_events","id_venue","slug","metro_code","state","score_venue","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"11","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:36","2018-09-23T12:00:00","2018-09-23T21:00:00",0.969,"2018-09-23T17:00:00","New York Giants at Houston Texans","nfl","2018-04-20T00:00:00","https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021",FALSE,FALSE,4347021,FALSE,"Giants at Texans","normal",0.908,NA,277.3855,105,1099,262,103,259,603,"2018-08-24T18:27:18Z","QRCODE",FALSE,"America/Chicago","NRG Stadium","NRG Stadium","1 Reliant Park",0,"Houston, TX 77054","Houston, TX","Houston",TRUE,"US","77054","https://seatgeek.com/venues/nrg-stadium/tickets",44,41,"nrg-stadium",618,"TX",0.8624192,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"12","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:45","2018-09-23T13:00:00","2018-09-23T21:00:00",0.935,"2018-09-23T17:00:00","Denver Broncos at Baltimore Ravens","nfl","2018-04-20T00:00:00","https://seatgeek.com/broncos-at-ravens-tickets/9-23-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347072",FALSE,FALSE,4347072,FALSE,"Broncos at Ravens","normal",0.869,NA,115.66748,57,481,409,57,95,731,"2018-08-24T18:29:20Z","QRCODE",FALSE,"America/New_York","M&T Bank Stadium","M&T Bank Stadium","1101 Russell St",0,"Baltimore, MD 21230","Baltimore, MD","Baltimore",TRUE,"US","21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets",8,1121,"m-t-bank-stadium",512,"MD",0.8927189,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"13","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:19","2018-09-23T13:00:00","2018-09-23T21:00:00",0.876,"2018-09-23T17:00:00","Tennessee Titans at Jacksonville Jaguars","nfl","2018-04-20T00:00:00","https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-everbank-field/nfl/4346950",FALSE,FALSE,4346950,FALSE,"Titans at Jaguars","normal",0.791,NA,111.477,41,775,413,41,81,621,"2018-08-24T18:26:19Z","QRCODE",FALSE,"America/New_York","EverBank Field","EverBank Field","1 Everbank Field Dr",0,"Jacksonville, FL 32202","Jacksonville, FL","Jacksonville",TRUE,"US","32202","https://seatgeek.com/venues/everbank-field/tickets",9,5178,"everbank-field",561,"FL",0.83759147,-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"14","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:14","2018-09-23T13:05:00","2018-09-24T00:05:00",0.939,"2018-09-23T20:05:00","Los Angeles Chargers at Los Angeles Rams","nfl","2018-04-20T00:00:00","https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923",FALSE,FALSE,4346923,FALSE,"Chargers at Rams","normal",0.873,NA,118.33178,44,458,859,42,92,1231,"2018-09-05T22:17:11Z","QRCODE",FALSE,"America/Los_Angeles","Los Angeles Memorial Coliseum","Los Angeles Memorial Coliseum","3911 S Figueroa St",0,"Los Angeles, CA 90037","Los Angeles, CA","Los Angeles",TRUE,"US","90037","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",11,51012,"los-angeles-memorial-coliseum-1",0,"CA",0.86898464,-118.288,34.0138,"2018-08-23T17:59:28Z","QRCODE",FALSE
"15","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:56","2018-09-23T13:25:00","2018-09-24T00:25:00",1.003,"2018-09-23T20:25:00","Dallas Cowboys at Seattle Seahawks","nfl","2018-04-20T00:00:00","https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129",FALSE,FALSE,4347129,FALSE,"Cowboys at Seahawks","normal",0.953,NA,635.3919,243,3101,148,243,591,298,"2018-03-02T22:54:54Z","QRCODE",FALSE,"America/Los_Angeles","CenturyLink Field","CenturyLink Field","800 Occidental Ave S",0,"Seattle, WA 98134","Seattle, WA","Seattle",TRUE,"US","98134","https://seatgeek.com/venues/centurylink-field/tickets",18,339,"centurylink-field",819,"WA",0.87232786,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"16","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:52","2018-09-23T13:25:00","2018-09-24T00:25:00",0.988,"2018-09-23T20:25:00","Chicago Bears at Arizona Cardinals","nfl","2018-04-20T00:00:00","https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104",FALSE,FALSE,4347104,FALSE,"Bears at Cardinals","normal",0.93,NA,194.40475,80,673,378,75,178,735,"2018-08-24T20:34:25Z","QRCODE",FALSE,"America/Phoenix","State Farm Stadium","State Farm Stadium","1 Cardinals Drive",0,"Glendale, AZ 85305","Glendale, AZ","Glendale",TRUE,"US","85305","https://seatgeek.com/venues/state-farm-stadium/tickets",10,43,"state-farm-stadium",753,"AZ",0.93402725,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"17","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:37","2018-09-23T20:20:00","2018-09-24T04:20:00",1.003,"2018-09-24T00:20:00","New England Patriots at Detroit Lions","nfl","2018-04-20T00:00:00","https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028",FALSE,FALSE,4347028,FALSE,"Patriots at Lions","normal",0.951,NA,285.0975,137,2455,441,134,247,831,"2018-08-24T18:27:28Z","QRCODE",FALSE,"America/Detroit","Ford Field","Ford Field","2000 Brush St.",0,"Detroit, MI 48226","Detroit, MI","Detroit",TRUE,"US","48226","https://seatgeek.com/venues/ford-field/tickets",9,346,"ford-field",505,"MI",0.9029952,-83.0459,42.34,"2015-11-04T17:31:52Z","NONE",FALSE
"18","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:16","2018-09-24T20:15:00","2018-09-25T04:15:00",0.938,"2018-09-25T00:15:00","Pittsburgh Steelers at Tampa Bay Buccaneers","nfl","2018-04-20T00:00:00","https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932",FALSE,FALSE,4346932,FALSE,"Steelers at Buccaneers","normal",0.878,NA,415.05264,169,1038,19,149,340,354,"2018-08-24T20:35:07Z","QRCODE",FALSE,"America/New_York","Raymond James Stadium","Raymond James Stadium","4201 North Dale Mabry Highway",0,"Tampa, FL 33607","Tampa, FL","Tampa",TRUE,"US","33607","https://seatgeek.com/venues/raymond-james-stadium/tickets",14,39,"raymond-james-stadium",539,"FL",0.86513025,-82.5034,27.9753,"2015-08-24T14:44:53Z","QRCODE_TM",FALSE
"19","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-04-20T00:47:14","2018-09-27T17:20:00","2018-09-28T04:20:00",0.926,"2018-09-28T00:20:00","Minnesota Vikings at Los Angeles Rams","nfl","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922",FALSE,FALSE,4346922,FALSE,"Vikings at Rams","normal",0.887,NA,200.73897,63,971,544,59,153,1136,"2018-09-05T22:17:16Z","QRCODE",FALSE,"America/Los_Angeles","Los Angeles Memorial Coliseum","Los Angeles Memorial Coliseum","3911 S Figueroa St",0,"Los Angeles, CA 90037","Los Angeles, CA","Los Angeles",TRUE,"US","90037","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",11,51012,"los-angeles-memorial-coliseum-1",0,"CA",0.86898464,-118.288,34.0138,"2018-08-23T17:59:28Z","QRCODE",FALSE
"20","2018-09-17","2018-09-17_16.00.12",FALSE,"","2018-06-05T16:00:59","2018-09-28T19:00:00","2018-09-29T03:00:00",0.542,"2018-09-28T23:00:00","Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball","sports","2018-06-05T00:00:00","https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810",FALSE,FALSE,4401810,FALSE,"Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball","normal",0.352,NA,12,12,12,1,NA,12,1,NA,NA,NA,"America/New_York","Memorial Coliseum","Memorial Coliseum","338 Lexington Avenue",0,"Lexington, KY 40506","Lexington, KY","Lexington",TRUE,"US","40506","https://seatgeek.com/venues/memorial-coliseum-1/tickets",25,5102,"memorial-coliseum-1",541,"KY",0.4125833,-84.5,38.04,NA,NA,NA
