"","date","timestamp","type","is_open","datetime_tbd","announce_date","score","datetime_utc","datetime_local","id","url","popularity","title","time_tbd","status","created_at","short_title","description","date_tbd","visible_until_utc","general_admission","lowest_price","lowest_price_good_deals","average_price","listing_count","highest_price","visible_listing_count","median_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","display_location","address","city","metro_code","state","score_venue","country","name","has_upcoming_events","id_venue","url_venue","popularity_venue","timezone","extended_address","slug","name_v2","postal_code","num_upcoming_events","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"36","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.928,"2018-10-28T17:00:00","2018-10-28T12:00:00",4346981,"https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981",0.886,"Denver Broncos at Kansas City Chiefs",FALSE,"normal","2018-04-20T00:47:27","Broncos at Chiefs","",FALSE,"2018-10-28T21:00:00",NA,169,169,285.25867,549,1078,992,274,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Kansas City, MO","1 Arrowhead Drive","Kansas City",616,"MO",0.8827867,"US","Arrowhead Stadium",TRUE,1128,"https://seatgeek.com/venues/arrowhead-stadium/tickets",0,"America/Chicago","Kansas City, MO 64129","arrowhead-stadium","Arrowhead Stadium","64129",7,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"37","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.91,"2018-10-28T17:00:00","2018-10-28T13:00:00",4347078,"https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078",0.873,"Cleveland Browns at Pittsburgh Steelers",FALSE,"normal","2018-04-20T00:47:46","Browns at Steelers","",FALSE,"2018-10-28T21:00:00",NA,96,96,323.67416,178,939,1081,279,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Pittsburgh, PA","100 Art Rooney Avenue","Pittsburgh",508,"PA",0.9033526,"US","Heinz Field",TRUE,1119,"https://seatgeek.com/venues/heinz-field/tickets",0,"America/New_York","Pittsburgh, PA 15212","heinz-field","Heinz Field","15212",7,-80.0158,40.4468,"QRCODE",FALSE,"2018-10-04T12:42:28Z"
"38","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.922,"2018-10-28T17:00:00","2018-10-28T12:00:00",4347007,"https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007",0.881,"New York Jets at Chicago Bears",FALSE,"normal","2018-04-20T00:47:33","Jets at Bears","",FALSE,"2018-10-28T21:00:00",NA,195,191,360.6111,90,744,985,330,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Chicago, IL","1410 S. Museum Campus Drive","Chicago",602,"IL",0.940013,"US","Soldier Field",TRUE,31,"https://seatgeek.com/venues/soldier-field/tickets",0,"America/Chicago","Chicago, IL 60605","soldier-field","Soldier Field","60605",7,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"39","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.879,"2018-10-28T20:05:00","2018-10-28T13:05:00",4347153,"https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153",0.85,"Indianapolis Colts at Oakland Raiders",FALSE,"normal","2018-04-20T01:04:25","Colts at Raiders","",FALSE,"2018-10-29T00:05:00",NA,70,69,168.5791,354,482,1797,163,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Oakland, CA","7000 Coliseum Way","Oakland",807,"CA",0.7817843,"US","Oakland-Alameda County Coliseum",TRUE,14,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",0,"America/Los_Angeles","Oakland, CA 94621","oakland-alameda-county-coliseum","Oakland-Alameda County Coliseum","94621",8,-122.201,37.7469,"PDF417",FALSE,"2015-06-24T00:00:00Z"
"40","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.96,"2018-10-28T20:25:00","2018-10-28T13:25:00",4346921,"https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921",0.908,"Green Bay Packers at Los Angeles Rams",FALSE,"normal","2018-04-20T00:47:14","Packers at Rams","",FALSE,"2018-10-29T00:25:00",NA,230,230,502.84735,452,1420,1661,447,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Los Angeles, CA","3911 S Figueroa St","Los Angeles",0,"CA",0.86898464,"US","Los Angeles Memorial Coliseum",TRUE,51012,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",0,"America/Los_Angeles","Los Angeles, CA 90037","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum","90037",9,-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"41","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.916,"2018-10-28T20:25:00","2018-10-28T13:25:00",4347101,"https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101",0.877,"San Francisco 49ers at Arizona Cardinals",FALSE,"normal","2018-04-20T00:47:51","49ers at Cardinals","",FALSE,"2018-10-29T00:25:00",NA,38,38,136.22758,580,660,1314,114,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Glendale, AZ","1 Cardinals Drive","Glendale",753,"AZ",0.93402725,"US","State Farm Stadium",TRUE,43,"https://seatgeek.com/venues/state-farm-stadium/tickets",0,"America/Phoenix","Glendale, AZ 85305","state-farm-stadium","State Farm Stadium","85305",8,-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"42","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.926,"2018-10-29T00:20:00","2018-10-28T19:20:00",4347136,"https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136",0.883,"New Orleans Saints at Minnesota Vikings",FALSE,"normal","2018-04-20T01:04:04","Saints at Vikings","",FALSE,"2018-10-29T04:20:00",NA,110,110,332.85294,442,2030,1444,288,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Minneapolis, MN","401 Chicago Avenue","Minneapolis",0,"MN",0.88524246,"US","U.S. Bank Stadium",TRUE,218451,"https://seatgeek.com/venues/u-s-bank-stadium/tickets",0,"America/Chicago","Minneapolis, MN 55415","u-s-bank-stadium","U.S. Bank Stadium","55415",15,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"43","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.925,"2018-10-30T00:15:00","2018-10-29T20:15:00",4347062,"https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062",0.88,"New England Patriots at Buffalo Bills",FALSE,"normal","2018-04-20T00:47:44","Patriots at Bills","",FALSE,"2018-10-30T04:15:00",NA,90,88,165.19405,773,596,1506,143,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Orchard Park, NY","1 Bills Drive","Orchard Park",514,"NY",0.8815085,"US","New Era Field",TRUE,1135,"https://seatgeek.com/venues/new-era-field/tickets",0,"America/New_York","Orchard Park, NY 14127","new-era-field","New Era Field","14127",6,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"44","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.982,"2018-11-02T00:20:00","2018-11-01T17:20:00",4347131,"https://seatgeek.com/raiders-at-49ers-tickets/11-1-2018-santa-clara-california-levi-s-stadium/nfl/4347131",0.914,"Oakland Raiders at San Francisco 49ers",FALSE,"normal","2018-04-20T00:47:57","Raiders at 49ers","",FALSE,"2018-11-02T04:20:00",NA,200,173,414.0274,657,1340,2065,391,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Santa Clara, CA","4900 Marie P DeBartolo Way","Santa Clara",0,"CA",0.95768774,"US","Levi's Stadium",TRUE,58670,"https://seatgeek.com/venues/levi-s-stadium/tickets",0,"America/Los_Angeles","Santa Clara, CA 95054","levi-s-stadium","Levi's Stadium","95054",11,-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"45","2018-10-10","2018-10-10_11.05.12","sports",FALSE,FALSE,"2018-07-28T00:00:00",0.358,"2018-11-03T18:00:00","2018-11-03T13:00:00",4466234,"https://seatgeek.com/texas-tech-red-raiders-at-kansas-jayhawks-womens-volleyball-tickets/sport/2018-11-03-1-pm/4466234",0.45,"Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball",FALSE,"normal","2018-07-28T16:00:52","Texas Tech Red Raiders at Kansas Jayhawks Women's Volleyball","",FALSE,"2018-11-03T22:00:00",NA,82,NA,82,1,82,1,82,NA,NA,NA,"Lawrence","1550 Allen Fieldhhouse Dr","Lawrence",0,NA,0.56565154,"","Horejsi Center",TRUE,74230,"https://seatgeek.com/venues/horejsi-center/tickets",0,"America/Chicago","Lawrence, ","horejsi-center","Horejsi Center","66045",5,-95.2532,38.9535,NA,NA,NA
"46","2018-10-10","2018-10-10_11.05.12","ncaa_football",FALSE,FALSE,"2018-02-28T00:00:00",0.456,"2018-11-03T19:00:00","2018-11-03T14:00:00",4281935,"https://seatgeek.com/south-alabama-jaguars-at-arkansas-state-red-wolves-football-tickets/ncaa-football/2018-11-03-2-pm/4281935",0.529,"South Alabama Jaguars at Arkansas State Red Wolves Football",FALSE,"normal","2018-02-28T15:00:09","South Alabama at Arkansas State","",FALSE,"2018-11-03T23:00:00",NA,23,NA,41.333332,132,75,46,44,NA,NA,NA,"Jonesboro, AR","2180 Aggie Rd","Jonesboro",0,"AR",0.47753516,"US","Centennial Bank Stadium",TRUE,8896,"https://seatgeek.com/venues/centennial-bank-stadium-1/tickets",0,"America/Chicago","Jonesboro, AR 72401","centennial-bank-stadium-1","Centennial Bank Stadium","72401",2,-90.6797,35.8429,NA,NA,NA
"47","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.899,"2018-11-04T18:00:00","2018-11-04T13:00:00",4347083,"https://seatgeek.com/jets-at-dolphins-tickets/11-4-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347083",0.848,"New York Jets at Miami Dolphins",FALSE,"normal","2018-04-20T00:47:47","Jets at Dolphins","",FALSE,"2018-11-04T22:00:00",NA,84,76,198.7732,97,899,1506,190,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Miami Gardens, FL","347 Don Shula Dr.","Miami Gardens",528,"FL",0.8378203,"US","Hard Rock Stadium",TRUE,29,"https://seatgeek.com/venues/hard-rock-stadium/tickets",0,"America/New_York","Miami Gardens, FL 33056","hard-rock-stadium","Hard Rock Stadium","33056",34,-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"48","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.912,"2018-11-04T18:00:00","2018-11-04T12:00:00",4347140,"https://seatgeek.com/lions-at-vikings-tickets/11-4-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347140",0.863,"Detroit Lions at Minnesota Vikings",FALSE,"normal","2018-04-20T01:04:05","Lions at Vikings","",FALSE,"2018-11-04T22:00:00",NA,107,114,271.34433,485,1267,1487,231,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Minneapolis, MN","401 Chicago Avenue","Minneapolis",0,"MN",0.88524246,"US","U.S. Bank Stadium",TRUE,218451,"https://seatgeek.com/venues/u-s-bank-stadium/tickets",0,"America/Chicago","Minneapolis, MN 55415","u-s-bank-stadium","U.S. Bank Stadium","55415",15,-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"49","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.878,"2018-11-04T18:00:00","2018-11-04T13:00:00",4346997,"https://seatgeek.com/chiefs-at-browns-tickets/11-4-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346997",0.837,"Kansas City Chiefs at Cleveland Browns",FALSE,"normal","2018-04-20T00:47:31","Chiefs at Browns","",FALSE,"2018-11-04T22:00:00",NA,64,56,126.009384,746,476,1326,105,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Cleveland, OH","100 Alfred Lerner Way","Cleveland",510,"OH",0.86852187,"US","FirstEnergy Stadium",TRUE,1123,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0,"America/New_York","Cleveland, OH 44114","firstenergy-stadium-15","FirstEnergy Stadium","44114",5,-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"50","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.934,"2018-11-04T18:00:00","2018-11-04T13:00:00",4346937,"https://seatgeek.com/falcons-at-redskins-tickets/11-4-2018-landover-maryland-fedex-field/nfl/4346937",0.88,"Atlanta Falcons at Washington Redskins",FALSE,"normal","2018-04-20T00:47:17","Falcons at Redskins","",FALSE,"2018-11-04T22:00:00",NA,79,79,169.90273,514,408,1135,148,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Landover, MD","1600 Fedex Way","Landover",511,"MD",0.9333444,"US","FedEx Field",TRUE,35,"https://seatgeek.com/venues/fedex-field/tickets",0,"America/New_York","Landover, MD 20785","fedex-field","FedEx Field","20785",6,-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"51","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.916,"2018-11-04T18:00:00","2018-11-04T13:00:00",4347069,"https://seatgeek.com/steelers-at-ravens-tickets/11-4-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347069",0.861,"Pittsburgh Steelers at Baltimore Ravens",FALSE,"normal","2018-04-20T00:47:45","Steelers at Ravens","",FALSE,"2018-11-04T22:00:00",NA,120,121,250.6812,367,835,1568,201,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Baltimore, MD","1101 Russell St","Baltimore",512,"MD",0.8927189,"US","M&T Bank Stadium",TRUE,1121,"https://seatgeek.com/venues/m-t-bank-stadium/tickets",0,"America/New_York","Baltimore, MD 21230","m-t-bank-stadium","M&T Bank Stadium","21230",6,-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"52","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.915,"2018-11-04T18:00:00","2018-11-04T13:00:00",4347061,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061",0.863,"Chicago Bears at Buffalo Bills",FALSE,"normal","2018-04-20T00:47:43","Bears at Bills","",FALSE,"2018-11-04T22:00:00",NA,60,60,145.1753,599,717,1341,113,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Orchard Park, NY","1 Bills Drive","Orchard Park",514,"NY",0.8815085,"US","New Era Field",TRUE,1135,"https://seatgeek.com/venues/new-era-field/tickets",0,"America/New_York","Orchard Park, NY 14127","new-era-field","New Era Field","14127",6,-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"53","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.89,"2018-11-04T18:00:00","2018-11-04T13:00:00",4347033,"https://seatgeek.com/buccaneers-at-panthers-tickets/11-4-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347033",0.842,"Tampa Bay Buccaneers at Carolina Panthers",FALSE,"normal","2018-04-20T00:47:38","Buccaneers at Panthers","",FALSE,"2018-11-04T22:00:00",NA,84,71,201.4367,316,957,1576,170,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Charlotte, NC","800 South Mint Street","Charlotte",517,"NC",0.8968222,"US","Bank of America Stadium",TRUE,1122,"https://seatgeek.com/venues/bank-of-america-stadium/tickets",0,"America/New_York","Charlotte, NC 28202","bank-of-america-stadium","Bank of America Stadium","28202",8,-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"54","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.919,"2018-11-04T21:05:00","2018-11-04T13:05:00",4347127,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127",0.864,"Los Angeles Chargers at Seattle Seahawks",FALSE,"normal","2018-04-20T00:47:56","Chargers at Seahawks","",FALSE,"2018-11-05T01:05:00",NA,169,165,345.5814,129,955,1673,335,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Seattle, WA","800 Occidental Ave S","Seattle",819,"WA",0.87232786,"US","CenturyLink Field",TRUE,339,"https://seatgeek.com/venues/centurylink-field/tickets",0,"America/Los_Angeles","Seattle, WA 98134","centurylink-field","CenturyLink Field","98134",8,-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"55","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.885,"2018-11-04T21:05:00","2018-11-04T14:05:00",4347141,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141",0.843,"Houston Texans at Denver Broncos",FALSE,"normal","2018-04-20T01:04:05","Texans at Broncos","",FALSE,"2018-11-05T01:05:00",NA,162,101,362.92044,88,1271,1445,291,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Denver, CO","1701 Bryant St.","Denver",751,"CO",0.9028296,"US","Sports Authority Field at Mile High",TRUE,1131,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0,"America/Denver","Denver, CO 80204","sports-authority-field-at-mile-high","Sports Authority Field at Mile High","80204",6,-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"56","2018-10-10","2018-10-10_11.05.12","nfl",TRUE,FALSE,"2018-04-20T00:00:00",0.884,"2018-11-04T21:25:00","2018-11-04T15:25:00",4346970,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970",0.842,"Los Angeles Rams at New Orleans Saints",FALSE,"normal","2018-04-20T00:47:25","Rams at Saints","",FALSE,"2018-11-05T01:25:00",NA,87,87,270.9281,1071,1800,982,257,"QRCODE",FALSE,"2018-05-29T20:39:08Z","New Orleans, LA","1500 Sugar Bowl Drive","New Orleans",622,"LA",0.8966978,"US","Mercedes-Benz Superdome",TRUE,128,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0,"America/Chicago","New Orleans, LA 70112","mercedes-benz-superdome","Mercedes-Benz Superdome","70112",15,-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"57","2018-10-10","2018-10-10_11.05.12","concert",FALSE,FALSE,"2018-08-23T00:00:00",0.512,"2018-11-05T01:00:00","2018-11-04T19:00:00",4494650,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650",0.564,"Alex G",FALSE,"normal","2018-08-23T19:51:10","Alex G","",FALSE,"2018-11-05T05:00:00",TRUE,47,NA,112.10345,29,584,1,64,NA,NA,NA,"Chicago, IL","1807 S Allport St","Chicago",0,"IL",0.51888376,"US","Thalia Hall",TRUE,60271,"https://seatgeek.com/venues/thalia-hall/tickets",0,"America/Chicago","Chicago, IL 60608","thalia-hall","Thalia Hall","60608",57,-87.6575,41.8577,NA,NA,NA
"58","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.983,"2018-11-05T01:20:00","2018-11-04T20:20:00",4347089,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089",0.915,"Green Bay Packers at New England Patriots",FALSE,"normal","2018-04-20T00:47:49","Packers at Patriots","",FALSE,"2018-11-05T05:20:00",NA,388,383,680.1302,192,1796,865,580,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Foxborough, MA","1 Patriot Place","Foxborough",506,"MA",0.8983344,"US","Gillette Stadium",TRUE,33,"https://seatgeek.com/venues/gillette-stadium/tickets",0,"America/New_York","Foxborough, MA 02035","gillette-stadium","Gillette Stadium","02035",13,-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"59","2018-10-10","2018-10-10_11.05.12","nfl",TRUE,FALSE,"2018-04-05T00:00:00",0.966,"2018-11-06T01:15:00","2018-11-05T19:15:00",4327922,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922",0.901,"Tennessee Titans at Dallas Cowboys",FALSE,"normal","2018-04-05T23:08:47","Titans at Cowboys","",FALSE,"2018-11-06T05:15:00",NA,NA,NA,238.57617,3466,2400,2557,186,"QRCODE_TM",FALSE,"2018-10-06T23:29:11Z","Arlington, TX","1 AT&T Way","Arlington",623,"TX",0.9751414,"US","AT&T Stadium",TRUE,4965,"https://seatgeek.com/venues/at-t-stadium/tickets",0,"America/Chicago","Arlington, TX 76011","at-t-stadium","AT&T Stadium","76011",17,-97.0957,32.7459,"QRCODE_TM",FALSE,"2018-10-06T23:29:11Z"
"60","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.904,"2018-11-09T01:20:00","2018-11-08T20:20:00",4347075,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075",0.847,"Carolina Panthers at Pittsburgh Steelers",FALSE,"normal","2018-04-20T00:47:46","Panthers at Steelers","",FALSE,"2018-11-09T05:20:00",NA,87,87,202.39632,434,1199,1958,141,"QRCODE",FALSE,"2018-08-24T21:53:39Z","Pittsburgh, PA","100 Art Rooney Avenue","Pittsburgh",508,"PA",0.9033526,"US","Heinz Field",TRUE,1119,"https://seatgeek.com/venues/heinz-field/tickets",0,"America/New_York","Pittsburgh, PA 15212","heinz-field","Heinz Field","15212",7,-80.0158,40.4468,"QRCODE",FALSE,"2018-10-04T12:42:28Z"
"61","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.93,"2018-11-11T17:00:00","2018-11-11T12:00:00",4346990,"https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990",0.864,"New England Patriots at Tennessee Titans",FALSE,"normal","2018-04-20T00:47:30","Patriots at Titans","",FALSE,"2018-11-11T21:00:00",NA,248,248,548.0364,275,2448,1091,463,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Nashville, TN","1 Titans Way","Nashville",659,"TN",0.8546275,"US","Nissan Stadium",TRUE,1126,"https://seatgeek.com/venues/nissan-stadium/tickets",0,"America/New_York","Nashville, TN 37213","nissan-stadium","Nissan Stadium","37213",15,-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"62","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.89,"2018-11-11T18:00:00","2018-11-11T12:00:00",4346980,"https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980",0.834,"Arizona Cardinals at Kansas City Chiefs",FALSE,"normal","2018-04-20T00:47:27","Cardinals at Chiefs","",FALSE,"2018-11-11T22:00:00",NA,56,59,152.45312,960,455,1253,127,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Kansas City, MO","1 Arrowhead Drive","Kansas City",616,"MO",0.8827867,"US","Arrowhead Stadium",TRUE,1128,"https://seatgeek.com/venues/arrowhead-stadium/tickets",0,"America/Chicago","Kansas City, MO 64129","arrowhead-stadium","Arrowhead Stadium","64129",7,-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"63","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.891,"2018-11-11T18:00:00","2018-11-11T13:00:00",4347040,"https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",0.835,"New Orleans Saints at Cincinnati Bengals",FALSE,"normal","2018-04-20T00:47:40","Saints at Bengals","",FALSE,"2018-11-11T22:00:00",NA,67,67,130.07426,377,412,844,116,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Cincinnati, OH","1 Paul Brown Stadium","Cincinnati",515,"OH",0.86166537,"US","Paul Brown Stadium",TRUE,1124,"https://seatgeek.com/venues/paul-brown-stadium/tickets",0,"America/New_York","Cincinnati, OH 45202","paul-brown-stadium","Paul Brown Stadium","45202",6,-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"64","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.916,"2018-11-11T18:00:00","2018-11-11T12:00:00",4347006,"https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",0.854,"Detroit Lions at Chicago Bears",FALSE,"normal","2018-04-20T00:47:32","Lions at Bears","",FALSE,"2018-11-11T22:00:00",NA,187,136,384.1607,112,1197,1176,348,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Chicago, IL","1410 S. Museum Campus Drive","Chicago",602,"IL",0.940013,"US","Soldier Field",TRUE,31,"https://seatgeek.com/venues/soldier-field/tickets",0,"America/Chicago","Chicago, IL 60605","soldier-field","Soldier Field","60605",7,-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"65","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.86,"2018-11-11T18:00:00","2018-11-11T13:00:00",4346958,"https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958",0.816,"Jacksonville Jaguars at Indianapolis Colts",FALSE,"normal","2018-04-20T00:47:22","Jaguars at Colts","",FALSE,"2018-11-11T22:00:00",NA,34,34,111.650536,558,869,1267,96,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Indianapolis, IN","500 South Capitol Avenue","Indianapolis",527,"IN",0.9071682,"US","Lucas Oil Stadium",TRUE,1130,"https://seatgeek.com/venues/lucas-oil-stadium/tickets",0,"America/Indiana/Indianapolis","Indianapolis, IN 46225","lucas-oil-stadium","Lucas Oil Stadium","46225",11,-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"66","2018-10-10","2018-10-10_11.05.12","nfl",FALSE,FALSE,"2018-04-20T00:00:00",0.872,"2018-11-11T18:00:00","2018-11-11T13:00:00",4346930,"https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930",0.818,"Washington Redskins at Tampa Bay Buccaneers",FALSE,"normal","2018-04-20T00:47:16","Redskins at Buccaneers","",FALSE,"2018-11-11T22:00:00",NA,82,122,191.66667,15,429,721,174,"QRCODE",FALSE,"2018-08-24T21:53:40Z","Tampa, FL","4201 North Dale Mabry Highway","Tampa",539,"FL",0.86513025,"US","Raymond James Stadium",TRUE,39,"https://seatgeek.com/venues/raymond-james-stadium/tickets",0,"America/New_York","Tampa, FL 33607","raymond-james-stadium","Raymond James Stadium","33607",15,-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
