"","date","timestamp","datetime_local","time_tbd","status","datetime_utc","description","title","id","url","score","created_at","date_tbd","announce_date","is_open","short_title","type","popularity","datetime_tbd","visible_until_utc","general_admission","lowest_price_good_deals","listing_count","average_price","visible_listing_count","median_price","lowest_price","highest_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","num_upcoming_events","postal_code","display_location","country","extended_address","address","slug","timezone","url_venue","score_venue","state","name","id_venue","city","has_upcoming_events","name_v2","popularity_venue","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"137","2018-09-07","2018-09-07_16.00.44","2018-11-04T13:00:00",FALSE,"normal","2018-11-04T18:00:00","","Chicago Bears at Buffalo Bills",4347061,"https://seatgeek.com/bears-at-bills-tickets/11-4-2018-orchard-park-new-york-new-era-field/nfl/4347061",0.925,"2018-04-20T00:47:43",FALSE,"2018-04-20T00:00:00",FALSE,"Bears at Bills","nfl",0.861,FALSE,"2018-11-04T22:00:00",NA,54,2338,151.95,NA,NA,54,1197,"QRCODE","2018-08-24T21:53:39Z",FALSE,8,"14127","Orchard Park, NY","US","Orchard Park, NY 14127","1 Bills Drive","new-era-field","America/New_York","https://seatgeek.com/venues/new-era-field/tickets",0.8815085,"NY","New Era Field",1135,"Orchard Park",TRUE,"New Era Field",0,42.7737,-78.7874,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"138","2018-09-07","2018-09-07_16.00.44","2018-11-04T13:05:00",FALSE,"normal","2018-11-04T21:05:00","","Los Angeles Chargers at Seattle Seahawks",4347127,"https://seatgeek.com/chargers-at-seahawks-tickets/11-4-2018-seattle-washington-centurylink-field/nfl/4347127",0.919,"2018-04-20T00:47:56",FALSE,"2018-04-20T00:00:00",FALSE,"Chargers at Seahawks","nfl",0.852,FALSE,"2018-11-05T01:05:00",NA,127,1221,368.91,NA,NA,127,1351,"QRCODE","2018-08-24T21:53:39Z",FALSE,14,"98134","Seattle, WA","US","Seattle, WA 98134","800 Occidental Ave S","centurylink-field","America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets",0.87232786,"WA","CenturyLink Field",339,"Seattle",TRUE,"CenturyLink Field",0,47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"139","2018-09-07","2018-09-07_16.00.44","2018-11-04T14:05:00",FALSE,"normal","2018-11-04T21:05:00","","Houston Texans at Denver Broncos",4347141,"https://seatgeek.com/texans-at-broncos-tickets/11-4-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347141",0.895,"2018-04-20T01:04:05",FALSE,"2018-04-20T00:00:00",FALSE,"Texans at Broncos","nfl",0.839,FALSE,"2018-11-05T01:05:00",NA,112,1389,474.94,NA,NA,112,123593,"QRCODE","2018-08-24T21:53:39Z",FALSE,8,"80204","Denver, CO","US","Denver, CO 80204","1701 Bryant St.","sports-authority-field-at-mile-high","America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0.9028296,"CO","Sports Authority Field at Mile High",1131,"Denver",TRUE,"Sports Authority Field at Mile High",0,39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"140","2018-09-07","2018-09-07_16.00.44","2018-11-04T15:25:00",FALSE,"normal","2018-11-04T21:25:00","","Los Angeles Rams at New Orleans Saints",4346970,"https://seatgeek.com/rams-at-saints-tickets/11-4-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346970",0.887,"2018-04-20T00:47:25",FALSE,"2018-04-20T00:00:00",TRUE,"Rams at Saints","nfl",0.83,FALSE,"2018-11-05T01:25:00",NA,71,1367,245,NA,NA,71,5944,"QRCODE","2018-05-29T20:39:08Z",FALSE,20,"70112","New Orleans, LA","US","New Orleans, LA 70112","1500 Sugar Bowl Drive","mercedes-benz-superdome","America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0.8966978,"LA","Mercedes-Benz Superdome",128,"New Orleans",TRUE,"Mercedes-Benz Superdome",0,29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"141","2018-09-07","2018-09-07_16.00.44","2018-11-04T19:00:00",FALSE,"normal","2018-11-05T01:00:00","","Alex G",4494650,"https://seatgeek.com/alex-g-tickets/chicago-illinois-thalia-hall-2018-11-04-7-pm/concert/4494650",0.52,"2018-08-23T19:51:10",FALSE,"2018-08-23T00:00:00",FALSE,"Alex G","concert",0.601,FALSE,"2018-11-05T05:00:00",TRUE,NA,22,127.23,NA,NA,59,562,NA,NA,NA,58,"60608","Chicago, IL","US","Chicago, IL 60608","1807 S Allport St","thalia-hall","America/Chicago","https://seatgeek.com/venues/thalia-hall/tickets",0.51888376,"IL","Thalia Hall",60271,"Chicago",TRUE,"Thalia Hall",0,41.8577,-87.6575,NA,NA,NA
"142","2018-09-07","2018-09-07_16.00.44","2018-11-04T20:20:00",FALSE,"normal","2018-11-05T01:20:00","","Green Bay Packers at New England Patriots",4347089,"https://seatgeek.com/packers-at-patriots-tickets/11-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347089",1.008,"2018-04-20T00:47:49",FALSE,"2018-04-20T00:00:00",FALSE,"Packers at Patriots","nfl",0.924,FALSE,"2018-11-05T05:20:00",NA,370,1237,1110.47,NA,NA,370,6853,"QRCODE","2018-08-24T21:53:39Z",FALSE,14,"02035","Foxborough, MA","US","Foxborough, MA 02035","1 Patriot Place","gillette-stadium","America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets",0.8983344,"MA","Gillette Stadium",33,"Foxborough",TRUE,"Gillette Stadium",0,42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
"143","2018-09-07","2018-09-07_16.00.44","2018-11-05T19:15:00",FALSE,"normal","2018-11-06T01:15:00","","Tennessee Titans at Dallas Cowboys",4327922,"https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922",0.986,"2018-04-05T23:08:47",FALSE,"2018-04-05T00:00:00",TRUE,"Titans at Cowboys","nfl",0.903,FALSE,"2018-11-06T05:15:00",NA,28,3614,291.7,NA,NA,28,6036,"QRCODE","2018-04-17T22:02:33Z",FALSE,24,"76011","Arlington, TX","US","Arlington, TX 76011","1 AT&T Way","at-t-stadium","America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets",0.9751414,"TX","AT&T Stadium",4965,"Arlington",TRUE,"AT&T Stadium",0,32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"144","2018-09-07","2018-09-07_16.00.44","2018-11-08T20:20:00",FALSE,"normal","2018-11-09T01:20:00","","Carolina Panthers at Pittsburgh Steelers",4347075,"https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075",0.914,"2018-04-20T00:47:46",FALSE,"2018-04-20T00:00:00",FALSE,"Panthers at Steelers","nfl",0.844,FALSE,"2018-11-09T05:20:00",NA,90,1706,259.49,NA,NA,90,2422,"QRCODE","2018-08-24T21:53:39Z",FALSE,13,"15212","Pittsburgh, PA","US","Pittsburgh, PA 15212","100 Art Rooney Avenue","heinz-field","America/New_York","https://seatgeek.com/venues/heinz-field/tickets",0.9033526,"PA","Heinz Field",1119,"Pittsburgh",TRUE,"Heinz Field",0,40.4468,-80.0158,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"145","2018-09-07","2018-09-07_16.00.44","2018-11-11T12:00:00",FALSE,"normal","2018-11-11T17:00:00","","New England Patriots at Tennessee Titans",4346990,"https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990",0.951,"2018-04-20T00:47:30",FALSE,"2018-04-20T00:00:00",FALSE,"Patriots at Titans","nfl",0.873,FALSE,"2018-11-11T21:00:00",NA,276,888,619.93,NA,NA,267,12607,"QRCODE","2018-08-24T21:53:40Z",FALSE,16,"37213","Nashville, TN","US","Nashville, TN 37213","1 Titans Way","nissan-stadium","America/New_York","https://seatgeek.com/venues/nissan-stadium/tickets",0.8546275,"TN","Nissan Stadium",1126,"Nashville",TRUE,"Nissan Stadium",0,36.1665,-86.7713,"NONE","2015-10-19T15:09:39Z",FALSE
"146","2018-09-07","2018-09-07_16.00.44","2018-11-11T12:00:00",FALSE,"normal","2018-11-11T18:00:00","","Arizona Cardinals at Kansas City Chiefs",4346980,"https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980",0.896,"2018-04-20T00:47:27",FALSE,"2018-04-20T00:00:00",FALSE,"Cardinals at Chiefs","nfl",0.829,FALSE,"2018-11-11T22:00:00",NA,42,1353,163.13,NA,NA,42,1047,"QRCODE","2018-08-24T21:53:40Z",FALSE,10,"64129","Kansas City, MO","US","Kansas City, MO 64129","1 Arrowhead Drive","arrowhead-stadium","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets",0.8827867,"MO","Arrowhead Stadium",1128,"Kansas City",TRUE,"Arrowhead Stadium",0,39.0489,-94.4839,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"147","2018-09-07","2018-09-07_16.00.44","2018-11-11T12:00:00",FALSE,"normal","2018-11-11T18:00:00","","Detroit Lions at Chicago Bears",4347006,"https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",0.913,"2018-04-20T00:47:32",FALSE,"2018-04-20T00:00:00",FALSE,"Lions at Bears","nfl",0.842,FALSE,"2018-11-11T22:00:00",NA,105,1675,350.51,NA,NA,104,1969,"QRCODE","2018-08-24T21:53:40Z",FALSE,12,"60605","Chicago, IL","US","Chicago, IL 60605","1410 S. Museum Campus Drive","soldier-field","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets",0.940013,"IL","Soldier Field",31,"Chicago",TRUE,"Soldier Field",0,41.8623,-87.6159,"NONE","2018-06-02T00:44:08Z",FALSE
"148","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:00:00",FALSE,"normal","2018-11-11T18:00:00","","New Orleans Saints at Cincinnati Bengals",4347040,"https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",0.894,"2018-04-20T00:47:40",FALSE,"2018-04-20T00:00:00",FALSE,"Saints at Bengals","nfl",0.825,FALSE,"2018-11-11T22:00:00",NA,51,1353,141.88,NA,NA,51,1109,"QRCODE","2018-08-24T21:53:40Z",FALSE,9,"45202","Cincinnati, OH","US","Cincinnati, OH 45202","1 Paul Brown Stadium","paul-brown-stadium","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"OH","Paul Brown Stadium",1124,"Cincinnati",TRUE,"Paul Brown Stadium",0,39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"149","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:00:00",FALSE,"normal","2018-11-11T18:00:00","","Jacksonville Jaguars at Indianapolis Colts",4346958,"https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958",0.878,"2018-04-20T00:47:22",FALSE,"2018-04-20T00:00:00",FALSE,"Jaguars at Colts","nfl",0.82,FALSE,"2018-11-11T22:00:00",NA,33,2425,171.26,NA,NA,33,6154,"QRCODE","2018-08-24T21:53:40Z",FALSE,14,"46225","Indianapolis, IN","US","Indianapolis, IN 46225","500 South Capitol Avenue","lucas-oil-stadium","America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets",0.9071682,"IN","Lucas Oil Stadium",1130,"Indianapolis",TRUE,"Lucas Oil Stadium",0,39.7601,-86.1639,"QRCODE_TM","2015-08-22T16:51:43Z",FALSE
"150","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:00:00",FALSE,"normal","2018-11-11T18:00:00","","Washington Redskins at Tampa Bay Buccaneers",4346930,"https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930",0.886,"2018-04-20T00:47:16",FALSE,"2018-04-20T00:00:00",FALSE,"Redskins at Buccaneers","nfl",0.819,FALSE,"2018-11-11T22:00:00",NA,75,1053,236.85,NA,NA,75,1268,"QRCODE","2018-08-24T21:53:40Z",FALSE,16,"33607","Tampa, FL","US","Tampa, FL 33607","4201 North Dale Mabry Highway","raymond-james-stadium","America/New_York","https://seatgeek.com/venues/raymond-james-stadium/tickets",0.86513025,"FL","Raymond James Stadium",39,"Tampa",TRUE,"Raymond James Stadium",0,27.9753,-82.5034,"QRCODE_TM","2015-08-24T14:44:53Z",FALSE
"151","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:00:00",FALSE,"normal","2018-11-11T18:00:00","","Atlanta Falcons at Cleveland Browns",4346996,"https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996",0.879,"2018-04-20T00:47:31",FALSE,"2018-04-20T00:00:00",FALSE,"Falcons at Browns","nfl",0.82,FALSE,"2018-11-11T22:00:00",NA,33,2566,129.81,NA,NA,31,1172,"QRCODE","2018-08-24T21:53:40Z",FALSE,8,"44114","Cleveland, OH","US","Cleveland, OH 44114","100 Alfred Lerner Way","firstenergy-stadium-15","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"OH","FirstEnergy Stadium",1123,"Cleveland",TRUE,"FirstEnergy Stadium",0,41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"152","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:00:00",FALSE,"normal","2018-11-11T18:00:00","","Buffalo Bills at New York Jets",4347060,"https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060",0.918,"2018-04-20T00:47:43",FALSE,"2018-04-20T00:00:00",FALSE,"Bills at Jets","nfl",0.842,FALSE,"2018-11-11T22:00:00",NA,36,2704,176.74,NA,NA,36,6022,"QRCODE","2018-08-24T21:53:40Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"153","2018-09-07","2018-09-07_16.00.44","2018-11-11T12:00:00",FALSE,"normal","2018-11-11T18:00:00","","Miami Dolphins at Green Bay Packers",4346912,"https://seatgeek.com/dolphins-at-packers-tickets/11-11-2018-green-bay-wisconsin-lambeau-field/nfl/4346912",0.929,"2018-04-20T00:47:13",FALSE,"2018-04-20T00:00:00",FALSE,"Dolphins at Packers","nfl",0.86,FALSE,"2018-11-11T22:00:00",NA,193,1176,412.9,NA,NA,193,1861,"QRCODE","2018-08-24T21:53:40Z",FALSE,8,"54304","Green Bay, WI","US","Green Bay, WI 54304","1265 Lombardi Avenue","lambeau-field","America/Chicago","https://seatgeek.com/venues/lambeau-field/tickets",0.92909414,"WI","Lambeau Field",1125,"Green Bay",TRUE,"Lambeau Field",0,44.5013,-88.0622,"QRCODE_TM","2015-09-02T22:43:34Z",FALSE
"154","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:05:00",FALSE,"normal","2018-11-11T21:05:00","","Los Angeles Chargers at Oakland Raiders",4347130,"https://seatgeek.com/chargers-at-raiders-tickets/11-11-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347130",0.9,"2018-04-20T00:47:56",FALSE,"2018-04-20T00:00:00",FALSE,"Chargers at Raiders","nfl",0.83,FALSE,"2018-11-12T01:05:00",NA,96,1362,241.06,NA,NA,96,1268,"QRCODE","2018-08-24T21:53:40Z",FALSE,30,"94621","Oakland, CA","US","Oakland, CA 94621","7000 Coliseum Way","oakland-alameda-county-coliseum","America/Los_Angeles","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",0.7817843,"CA","Oakland-Alameda County Coliseum",14,"Oakland",TRUE,"Oakland-Alameda County Coliseum",0,37.7469,-122.201,"PDF417","2015-06-24T00:00:00Z",FALSE
"155","2018-09-07","2018-09-07_16.00.44","2018-11-11T13:25:00",FALSE,"normal","2018-11-11T21:25:00","","Seattle Seahawks at Los Angeles Rams",4346920,"https://seatgeek.com/seahawks-at-rams-tickets/11-11-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346920",0.906,"2018-04-20T00:47:14",FALSE,"2018-04-20T00:00:00",FALSE,"Seahawks at Rams","nfl",0.835,FALSE,"2018-11-12T01:25:00",NA,56,2440,192.8,NA,NA,56,2783,"QRCODE","2018-08-24T21:53:40Z",FALSE,14,"90037","Los Angeles, CA","US","Los Angeles, CA 90037","3911 S Figueroa St","los-angeles-memorial-coliseum-1","America/Los_Angeles","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets",0.86898464,"CA","Los Angeles Memorial Coliseum",51012,"Los Angeles",TRUE,"Los Angeles Memorial Coliseum",0,34.01,-118.29,"QRCODE","2018-08-23T17:59:28Z",FALSE
"156","2018-09-07","2018-09-07_16.00.44","2018-11-11T19:00:00",FALSE,"normal","2018-11-12T00:00:00","","Alex G with Half Waif",4500554,"https://seatgeek.com/alex-g-with-half-waif-tickets/tampa-florida-crowbar-2-2018-11-11-7-pm/concert/4500554",0.438,"2018-08-23T20:13:51",FALSE,"2018-08-23T00:00:00",FALSE,"Alex G with Half Waif","concert",0.514,FALSE,"2018-11-12T04:00:00",TRUE,NA,11,180.64,NA,NA,45,562,NA,NA,NA,30,"33605","Tampa, FL","US","Tampa, FL 33605","1812 North 17th Street","crowbar-2","America/New_York","https://seatgeek.com/venues/crowbar-2/tickets",0.42424366,"FL","Crowbar",3160,"Tampa",TRUE,"Crowbar",0,27.9608,-82.4406,NA,NA,NA
"157","2018-09-07","2018-09-07_16.00.44","2018-11-11T20:20:00",FALSE,"normal","2018-11-12T01:20:00","","Dallas Cowboys at Philadelphia Eagles",4347031,"https://seatgeek.com/cowboys-at-eagles-tickets/11-11-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347031",0.976,"2018-04-20T00:47:38",FALSE,"2018-04-20T00:00:00",FALSE,"Cowboys at Eagles","nfl",0.887,FALSE,"2018-11-12T05:20:00",NA,229,444,497.18,NA,NA,229,7168,"QRCODE","2018-08-24T21:53:40Z",FALSE,17,"19148","Philadelphia, PA","US","Philadelphia, PA 19148","1020 Pattison Ave","lincoln-financial-field","America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets",0.90542686,"PA","Lincoln Financial Field",330,"Philadelphia",TRUE,"Lincoln Financial Field",0,39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"158","2018-09-07","2018-09-07_16.00.44","2018-11-12T17:15:00",FALSE,"normal","2018-11-13T01:15:00","","New York Giants at San Francisco 49ers",4347117,"https://seatgeek.com/giants-at-49ers-tickets/11-12-2018-santa-clara-california-levi-s-stadium/nfl/4347117",0.952,"2018-04-20T00:47:54",FALSE,"2018-04-20T00:00:00",FALSE,"Giants at 49ers","nfl",0.869,FALSE,"2018-11-13T05:15:00",NA,93,1893,274,NA,NA,79,3700,"QRCODE","2018-08-24T21:53:40Z",FALSE,13,"95054","Santa Clara, CA","US","Santa Clara, CA 95054","4900 Marie P DeBartolo Way","levi-s-stadium","America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets",0.95768774,"CA","Levi's Stadium",58670,"Santa Clara",TRUE,"Levi's Stadium",0,37.4023,-121.969,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"159","2018-09-07","2018-09-07_16.00.44","2018-11-15T17:20:00",FALSE,"normal","2018-11-16T01:20:00","","Green Bay Packers at Seattle Seahawks",4347126,"https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126",0.973,"2018-04-20T00:47:56",FALSE,"2018-04-20T00:00:00",FALSE,"Packers at Seahawks","nfl",0.884,FALSE,"2018-11-16T05:20:00",NA,266,921,661.24,NA,NA,266,2533,"QRCODE","2018-08-24T21:53:40Z",FALSE,14,"98134","Seattle, WA","US","Seattle, WA 98134","800 Occidental Ave S","centurylink-field","America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets",0.87232786,"WA","CenturyLink Field",339,"Seattle",TRUE,"CenturyLink Field",0,47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"160","2018-09-07","2018-09-07_16.00.44","2018-11-17T12:00:00",FALSE,"normal","2018-11-17T18:00:00","","South Alabama Jaguars at Louisiana Ragin Cajuns Football",4281956,"https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-12-pm/4281956",0.465,"2018-02-28T15:00:12",FALSE,"2018-02-28T00:00:00",FALSE,"South Alabama at Louisiana","ncaa_football",0.464,FALSE,"2018-11-17T22:00:00",NA,54,162,65.82,NA,NA,54,84,NA,NA,NA,5,"70506","Lafayette, LA","US","Lafayette, LA 70506","201 Rhienhardt Drive","cajun-field","America/Chicago","https://seatgeek.com/venues/cajun-field/tickets",0.43303972,"LA","Cajun Field",2796,"Lafayette",TRUE,"Cajun Field",0,30.22,-92.04,NA,NA,NA
"161","2018-09-07","2018-09-07_16.00.44","2018-11-18T13:00:00",FALSE,"normal","2018-11-18T18:00:00","","Cincinnati Bengals at Baltimore Ravens",4347068,"https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068",0.853,"2018-04-20T00:47:45",FALSE,"2018-04-20T00:00:00",FALSE,"Bengals at Ravens","nfl",0.791,FALSE,"2018-11-18T22:00:00",NA,43,2611,192.27,NA,NA,43,833,"QRCODE","2018-08-24T21:53:40Z",FALSE,9,"21230","Baltimore, MD","US","Baltimore, MD 21230","1101 Russell St","m-t-bank-stadium","America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets",0.8927189,"MD","M&T Bank Stadium",1121,"Baltimore",TRUE,"M&T Bank Stadium",0,39.2774,-76.623,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"162","2018-09-07","2018-09-07_16.00.44","2018-11-18T12:00:00",FALSE,"normal","2018-11-18T18:00:00","","Minnesota Vikings at Chicago Bears",4347005,"https://seatgeek.com/vikings-at-bears-tickets/11-18-2018-chicago-illinois-soldier-field/nfl/4347005",0.926,"2018-04-20T00:47:32",FALSE,"2018-04-20T00:00:00",FALSE,"Vikings at Bears","nfl",0.849,FALSE,"2018-11-18T22:00:00",NA,110,1765,373.99,NA,NA,110,1969,"QRCODE","2018-08-24T21:53:40Z",FALSE,12,"60605","Chicago, IL","US","Chicago, IL 60605","1410 S. Museum Campus Drive","soldier-field","America/Chicago","https://seatgeek.com/venues/soldier-field/tickets",0.940013,"IL","Soldier Field",31,"Chicago",TRUE,"Soldier Field",0,41.8623,-87.6159,"NONE","2018-06-02T00:44:08Z",FALSE
"163","2018-09-07","2018-09-07_16.00.44","2018-11-18T13:00:00",FALSE,"normal","2018-11-18T18:00:00","","Dallas Cowboys at Atlanta Falcons",4347049,"https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049",0.977,"2018-04-20T00:47:41",FALSE,"2018-04-20T00:00:00",FALSE,"Cowboys at Falcons","nfl",0.895,FALSE,"2018-11-18T22:00:00",NA,213,1601,535.53,NA,NA,213,2946,"QRCODE","2018-08-24T21:53:40Z",FALSE,15,"30313","Atlanta, GA","US","Atlanta, GA 30313","441 M.L.K. Jr Dr NW","mercedes-benz-stadium","America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",0.76958936,"GA","Mercedes-Benz Stadium",419590,"Atlanta",TRUE,"Mercedes-Benz Stadium",0,33.76,-84.4,"QRCODE","2018-08-23T20:14:46Z",FALSE
"164","2018-09-07","2018-09-07_16.00.44","2018-11-18T12:00:00",FALSE,"normal","2018-11-18T18:00:00","","Philadelphia Eagles at New Orleans Saints",4346969,"https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969",0.924,"2018-04-20T00:47:25",FALSE,"2018-04-20T00:00:00",TRUE,"Eagles at Saints","nfl",0.847,FALSE,"2018-11-18T22:00:00",NA,160,1308,393.52,NA,NA,160,3000,"QRCODE","2018-05-29T20:39:16Z",FALSE,20,"70112","New Orleans, LA","US","New Orleans, LA 70112","1500 Sugar Bowl Drive","mercedes-benz-superdome","America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0.8966978,"LA","Mercedes-Benz Superdome",128,"New Orleans",TRUE,"Mercedes-Benz Superdome",0,29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"165","2018-09-07","2018-09-07_16.00.44","2018-11-18T13:00:00",FALSE,"normal","2018-11-18T18:00:00","","Carolina Panthers at Detroit Lions",4347025,"https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025",0.927,"2018-04-20T00:47:37",FALSE,"2018-04-20T00:00:00",FALSE,"Panthers at Lions","nfl",0.856,FALSE,"2018-11-18T22:00:00",NA,67,1241,268.05,NA,NA,67,11426,"QRCODE","2018-08-24T21:53:40Z",FALSE,11,"48226","Detroit, MI","US","Detroit, MI 48226","2000 Brush St.","ford-field","America/Detroit","https://seatgeek.com/venues/ford-field/tickets",0.9029952,"MI","Ford Field",346,"Detroit",TRUE,"Ford Field",0,42.34,-83.0459,"NONE","2015-11-04T17:31:52Z",FALSE
"166","2018-09-07","2018-09-07_16.00.44","2018-11-18T13:00:00",FALSE,"normal","2018-11-18T18:00:00","","Tampa Bay Buccaneers at New York Giants",4346929,"https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929",0.925,"2018-04-20T00:47:16",FALSE,"2018-04-20T00:00:00",FALSE,"Buccaneers at Giants","nfl",0.844,FALSE,"2018-11-18T22:00:00",NA,93,2384,274.34,NA,NA,93,2476,"QRCODE","2018-08-24T21:53:40Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"167","2018-09-07","2018-09-07_16.00.44","2018-11-18T13:00:00",FALSE,"normal","2018-11-18T18:00:00","","Tennessee Titans at Indianapolis Colts",4346957,"https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957",0.878,"2018-04-20T00:47:22",FALSE,"2018-04-20T00:00:00",FALSE,"Titans at Colts","nfl",0.815,FALSE,"2018-11-18T22:00:00",NA,31,2555,172.4,NA,NA,31,6154,"QRCODE","2018-08-24T21:53:40Z",FALSE,14,"46225","Indianapolis, IN","US","Indianapolis, IN 46225","500 South Capitol Avenue","lucas-oil-stadium","America/Indiana/Indianapolis","https://seatgeek.com/venues/lucas-oil-stadium/tickets",0.9071682,"IN","Lucas Oil Stadium",1130,"Indianapolis",TRUE,"Lucas Oil Stadium",0,39.7601,-86.1639,"QRCODE_TM","2015-08-22T16:51:43Z",FALSE
