"","date","timestamp","datetime_local","time_tbd","status","datetime_utc","description","title","id","url","score","created_at","date_tbd","announce_date","is_open","short_title","type","popularity","datetime_tbd","visible_until_utc","general_admission","lowest_price_good_deals","listing_count","average_price","visible_listing_count","median_price","lowest_price","highest_price","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","num_upcoming_events","postal_code","display_location","country","extended_address","address","slug","timezone","url_venue","score_venue","state","name","id_venue","city","has_upcoming_events","name_v2","popularity_venue","lat","lon","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"62","2018-09-07","2018-09-07_16.00.44","2018-09-30T12:00:00",FALSE,"normal","2018-09-30T17:00:00","","Detroit Lions at Dallas Cowboys",4327924,"https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924",0.985,"2018-04-05T23:08:47",FALSE,"2018-04-05T00:00:00",TRUE,"Lions at Cowboys","nfl",0.939,FALSE,"2018-09-30T21:00:00",NA,NA,2738,294.78,NA,NA,NA,2097,"QRCODE","2018-04-17T22:02:33Z",FALSE,24,"76011","Arlington, TX","US","Arlington, TX 76011","1 AT&T Way","at-t-stadium","America/Chicago","https://seatgeek.com/venues/at-t-stadium/tickets",0.9751414,"TX","AT&T Stadium",4965,"Arlington",TRUE,"AT&T Stadium",0,32.7459,-97.0957,"QRCODE","2018-04-17T22:02:33Z",FALSE
"63","2018-09-07","2018-09-07_16.00.44","2018-09-30T13:05:00",FALSE,"normal","2018-09-30T20:05:00","","Seattle Seahawks at Arizona Cardinals",4347103,"https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103",0.932,"2018-04-20T00:47:51",FALSE,"2018-04-20T00:00:00",FALSE,"Seahawks at Cardinals","nfl",0.896,FALSE,"2018-10-01T00:05:00",NA,56,2215,198.93,NA,NA,56,6423,"QRCODE","2018-09-05T19:57:48Z",FALSE,11,"85305","Glendale, AZ","US","Glendale, AZ 85305","1 Cardinals Drive","state-farm-stadium","America/Phoenix","https://seatgeek.com/venues/state-farm-stadium/tickets",0.93402725,"AZ","State Farm Stadium",43,"Glendale",TRUE,"State Farm Stadium",0,33.5294,-112.262,"NONE","2015-12-21T17:26:05Z",FALSE
"64","2018-09-07","2018-09-07_16.00.44","2018-09-30T13:05:00",FALSE,"normal","2018-09-30T20:05:00","","Cleveland Browns at Oakland Raiders",4347154,"https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154",0.887,"2018-04-20T01:04:25",FALSE,"2018-04-20T00:00:00",FALSE,"Browns at Raiders","nfl",0.86,FALSE,"2018-10-01T00:05:00",NA,90,1121,211.7,NA,NA,90,1867,"QRCODE","2018-08-24T20:56:48Z",FALSE,30,"94621","Oakland, CA","US","Oakland, CA 94621","7000 Coliseum Way","oakland-alameda-county-coliseum","America/Los_Angeles","https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets",0.7817843,"CA","Oakland-Alameda County Coliseum",14,"Oakland",TRUE,"Oakland-Alameda County Coliseum",0,37.7469,-122.201,"PDF417","2015-06-24T00:00:00Z",FALSE
"65","2018-09-07","2018-09-07_16.00.44","2018-09-30T13:25:00",FALSE,"normal","2018-09-30T20:25:00","","San Francisco 49ers at Los Angeles Chargers",4347112,"https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112",0.979,"2018-04-20T00:47:52",FALSE,"2018-04-20T00:00:00",FALSE,"49ers at Chargers","nfl",0.928,FALSE,"2018-10-01T00:25:00",NA,211,488,353.81,NA,NA,211,1202,"QRCODE","2018-08-24T20:52:20Z",FALSE,14,"90746","Carson, CA","US","Carson, CA 90746","18400 Avalon Blvd","stubhub-center","America/Los_Angeles","https://seatgeek.com/venues/stubhub-center/tickets",0.7228164,"CA","StubHub Center",52,"Carson",TRUE,"StubHub Center",0,33.8643,-118.261,NA,NA,NA
"66","2018-09-07","2018-09-07_16.00.44","2018-09-30T16:25:00",FALSE,"normal","2018-09-30T20:25:00","","New Orleans Saints at New York Giants",4346972,"https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972",0.962,"2018-04-20T00:47:25",FALSE,"2018-04-20T00:00:00",FALSE,"Saints at Giants","nfl",0.915,FALSE,"2018-10-01T00:25:00",NA,136,1305,353.6,NA,NA,136,2946,"QRCODE","2018-08-24T20:47:31Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"67","2018-09-07","2018-09-07_16.00.44","2018-09-30T20:20:00",FALSE,"normal","2018-10-01T00:20:00","","Baltimore Ravens at Pittsburgh Steelers",4347080,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080",0.931,"2018-04-20T00:47:47",FALSE,"2018-04-20T00:00:00",FALSE,"Ravens at Steelers","nfl",0.892,FALSE,"2018-10-01T04:20:00",NA,101,1100,366.69,NA,NA,101,6452,"QRCODE","2018-08-24T20:51:27Z",FALSE,13,"15212","Pittsburgh, PA","US","Pittsburgh, PA 15212","100 Art Rooney Avenue","heinz-field","America/New_York","https://seatgeek.com/venues/heinz-field/tickets",0.9033526,"PA","Heinz Field",1119,"Pittsburgh",TRUE,"Heinz Field",0,40.4468,-80.0158,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"68","2018-09-07","2018-09-07_16.00.44","2018-10-01T18:15:00",FALSE,"normal","2018-10-02T00:15:00","","Kansas City Chiefs at Denver Broncos",4347139,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139",0.906,"2018-04-20T01:04:05",FALSE,"2018-04-20T00:00:00",FALSE,"Chiefs at Broncos","nfl",0.876,FALSE,"2018-10-02T04:15:00",NA,129,955,397.68,NA,NA,129,2273,"QRCODE","2018-08-24T20:57:25Z",FALSE,8,"80204","Denver, CO","US","Denver, CO 80204","1701 Bryant St.","sports-authority-field-at-mile-high","America/Denver","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets",0.9028296,"CO","Sports Authority Field at Mile High",1131,"Denver",TRUE,"Sports Authority Field at Mile High",0,39.74,-105.02,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"69","2018-09-07","2018-09-07_16.00.44","2018-10-04T20:20:00",FALSE,"normal","2018-10-05T00:20:00","","Indianapolis Colts at New England Patriots",4347096,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096",0.96,"2018-04-20T00:47:50",FALSE,"2018-04-20T00:00:00",FALSE,"Colts at Patriots","nfl",0.913,FALSE,"2018-10-05T04:20:00",NA,176,1524,562.25,NA,NA,176,3333,"QRCODE","2018-08-24T21:03:24Z",FALSE,14,"02035","Foxborough, MA","US","Foxborough, MA 02035","1 Patriot Place","gillette-stadium","America/New_York","https://seatgeek.com/venues/gillette-stadium/tickets",0.8983344,"MA","Gillette Stadium",33,"Foxborough",TRUE,"Gillette Stadium",0,42.0906,-71.2674,"NONE","2018-08-22T15:36:58Z",FALSE
"70","2018-09-07","2018-09-07_16.00.44","2018-10-06T12:00:00",FALSE,"normal","2018-10-06T16:00:00","","South Alabama Jaguars at Georgia Southern Eagles Football",4281989,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989",0.402,"2018-02-28T15:00:17",FALSE,"2018-02-28T00:00:00",FALSE,"South Alabama at Georgia Southern","ncaa_football",0.514,FALSE,"2018-10-06T20:00:00",NA,NA,20,46.5,NA,NA,28,96,NA,NA,NA,5,"30460","Statesboro, GA","US","Statesboro, GA 30460","225 Lanier Drive","allen-e-paulson-stadium","America/New_York","https://seatgeek.com/venues/allen-e-paulson-stadium/tickets",0.41380084,"GA","Allen E. Paulson Stadium",2352,"Statesboro",TRUE,"Allen E. Paulson Stadium",0,32.4488,-81.7832,NA,NA,NA
"71","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Atlanta Falcons at Pittsburgh Steelers",4347079,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079",0.938,"2018-04-20T00:47:47",FALSE,"2018-04-20T00:00:00",FALSE,"Falcons at Steelers","nfl",0.893,FALSE,"2018-10-07T21:00:00",NA,153,953,430.32,NA,NA,153,6736,"QRCODE","2018-08-24T21:16:40Z",FALSE,13,"15212","Pittsburgh, PA","US","Pittsburgh, PA 15212","100 Art Rooney Avenue","heinz-field","America/New_York","https://seatgeek.com/venues/heinz-field/tickets",0.9033526,"PA","Heinz Field",1119,"Pittsburgh",TRUE,"Heinz Field",0,40.4468,-80.0158,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"72","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Green Bay Packers at Detroit Lions",4347027,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027",0.939,"2018-04-20T00:47:37",FALSE,"2018-04-20T00:00:00",FALSE,"Packers at Lions","nfl",0.898,FALSE,"2018-10-07T21:00:00",NA,86,976,338.48,NA,NA,86,13379,"QRCODE","2018-08-24T21:05:06Z",FALSE,11,"48226","Detroit, MI","US","Detroit, MI 48226","2000 Brush St.","ford-field","America/Detroit","https://seatgeek.com/venues/ford-field/tickets",0.9029952,"MI","Ford Field",346,"Detroit",TRUE,"Ford Field",0,42.34,-83.0459,"NONE","2015-11-04T17:31:52Z",FALSE
"73","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","New York Giants at Carolina Panthers",4347032,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032",0.946,"2018-04-20T00:47:38",FALSE,"2018-04-20T00:00:00",FALSE,"Giants at Panthers","nfl",0.897,FALSE,"2018-10-07T21:00:00",NA,157,895,428.19,NA,NA,157,1696,"QRCODE","2018-08-24T21:15:58Z",FALSE,10,"28202","Charlotte, NC","US","Charlotte, NC 28202","800 South Mint Street","bank-of-america-stadium","America/New_York","https://seatgeek.com/venues/bank-of-america-stadium/tickets",0.8968222,"NC","Bank of America Stadium",1122,"Charlotte",TRUE,"Bank of America Stadium",0,35.2243,-80.8524,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"74","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Denver Broncos at New York Jets",4347011,"https://seatgeek.com/denver-broncos-at-new-york-jets-tickets/sport/2018-10-07-1-pm/4347011",0.448,"2018-04-20T00:47:34",FALSE,"2018-04-20T00:00:00",FALSE,"Broncos at Jets","sports",0.493,FALSE,"2018-10-07T21:00:00",NA,56,2421,190.02,NA,NA,56,2076,"QRCODE","2018-09-05T19:53:41Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"75","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Miami Dolphins at Cincinnati Bengals",4347043,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043",0.893,"2018-04-20T00:47:40",FALSE,"2018-04-20T00:00:00",FALSE,"Dolphins at Bengals","nfl",0.856,FALSE,"2018-10-07T21:00:00",NA,41,1410,138.18,NA,NA,41,1109,"QRCODE","2018-08-24T21:16:15Z",FALSE,9,"45202","Cincinnati, OH","US","Cincinnati, OH 45202","1 Paul Brown Stadium","paul-brown-stadium","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"OH","Paul Brown Stadium",1124,"Cincinnati",TRUE,"Paul Brown Stadium",0,39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"76","2018-09-07","2018-09-07_16.00.44","2018-10-07T12:00:00",FALSE,"normal","2018-10-07T17:00:00","","Jacksonville Jaguars at Kansas City Chiefs",4346983,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983",0.887,"2018-04-20T00:47:28",FALSE,"2018-04-20T00:00:00",FALSE,"Jaguars at Chiefs","nfl",0.851,FALSE,"2018-10-07T21:00:00",NA,44,1897,150.96,NA,NA,43,796,"QRCODE","2018-08-24T21:03:49Z",FALSE,10,"64129","Kansas City, MO","US","Kansas City, MO 64129","1 Arrowhead Drive","arrowhead-stadium","America/Chicago","https://seatgeek.com/venues/arrowhead-stadium/tickets",0.8827867,"MO","Arrowhead Stadium",1128,"Kansas City",TRUE,"Arrowhead Stadium",0,39.0489,-94.4839,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"77","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Baltimore Ravens at Cleveland Browns",4346999,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999",0.883,"2018-04-20T00:47:31",FALSE,"2018-04-20T00:00:00",FALSE,"Ravens at Browns","nfl",0.854,FALSE,"2018-10-07T21:00:00",NA,37,1917,154.98,NA,NA,37,1178,"QRCODE","2018-08-24T21:04:01Z",FALSE,8,"44114","Cleveland, OH","US","Cleveland, OH 44114","100 Alfred Lerner Way","firstenergy-stadium-15","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"OH","FirstEnergy Stadium",1123,"Cleveland",TRUE,"FirstEnergy Stadium",0,41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
"78","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:00:00",FALSE,"normal","2018-10-07T17:00:00","","Tennessee Titans at Buffalo Bills",4347063,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063",0.892,"2018-04-20T00:47:44",FALSE,"2018-04-20T00:00:00",FALSE,"Titans at Bills","nfl",0.857,FALSE,"2018-10-07T21:00:00",NA,67,1775,170.61,NA,NA,67,6308,"QRCODE","2018-08-24T21:16:26Z",FALSE,8,"14127","Orchard Park, NY","US","Orchard Park, NY 14127","1 Bills Drive","new-era-field","America/New_York","https://seatgeek.com/venues/new-era-field/tickets",0.8815085,"NY","New Era Field",1135,"Orchard Park",TRUE,"New Era Field",0,42.7737,-78.7874,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"79","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:05:00",FALSE,"normal","2018-10-07T20:05:00","","Oakland Raiders at Los Angeles Chargers",4347111,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111",0.972,"2018-04-20T00:47:52",FALSE,"2018-04-20T00:00:00",FALSE,"Raiders at Chargers","nfl",0.913,FALSE,"2018-10-08T00:05:00",NA,263,586,406.78,NA,NA,263,1400,"QRCODE","2018-08-24T21:17:06Z",FALSE,14,"90746","Carson, CA","US","Carson, CA 90746","18400 Avalon Blvd","stubhub-center","America/Los_Angeles","https://seatgeek.com/venues/stubhub-center/tickets",0.7228164,"CA","StubHub Center",52,"Carson",TRUE,"StubHub Center",0,33.8643,-118.261,NA,NA,NA
"80","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:25:00",FALSE,"normal","2018-10-07T20:25:00","","Arizona Cardinals at San Francisco 49ers",4347115,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115",0.925,"2018-04-20T00:47:53",FALSE,"2018-04-20T00:00:00",FALSE,"Cardinals at 49ers","nfl",0.88,FALSE,"2018-10-08T00:25:00",NA,65,1828,235.83,NA,NA,65,3694,"QRCODE","2018-09-05T19:47:23Z",FALSE,13,"95054","Santa Clara, CA","US","Santa Clara, CA 95054","4900 Marie P DeBartolo Way","levi-s-stadium","America/Los_Angeles","https://seatgeek.com/venues/levi-s-stadium/tickets",0.95768774,"CA","Levi's Stadium",58670,"Santa Clara",TRUE,"Levi's Stadium",0,37.4023,-121.969,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"81","2018-09-07","2018-09-07_16.00.44","2018-10-07T13:25:00",FALSE,"normal","2018-10-07T20:25:00","","Los Angeles Rams at Seattle Seahawks",4347128,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",0.923,"2018-04-20T00:47:56",FALSE,"2018-04-20T00:00:00",FALSE,"Rams at Seahawks","nfl",0.878,FALSE,"2018-10-08T00:25:00",NA,173,681,448.87,NA,NA,173,1900,"QRCODE","2018-08-24T21:19:14Z",FALSE,14,"98134","Seattle, WA","US","Seattle, WA 98134","800 Occidental Ave S","centurylink-field","America/Los_Angeles","https://seatgeek.com/venues/centurylink-field/tickets",0.87232786,"WA","CenturyLink Field",339,"Seattle",TRUE,"CenturyLink Field",0,47.6,-122.33,"QRCODE","2018-03-02T22:54:54Z",FALSE
"82","2018-09-07","2018-09-07_16.00.44","2018-10-07T16:25:00",FALSE,"normal","2018-10-07T20:25:00","","Minnesota Vikings at Philadelphia Eagles",4346976,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",0.956,"2018-04-20T00:47:26",FALSE,"2018-04-20T00:00:00",FALSE,"Vikings at Eagles","nfl",0.905,FALSE,"2018-10-08T00:25:00",NA,213,359,441.71,NA,NA,213,1217,"QRCODE","2018-08-24T21:03:38Z",FALSE,17,"19148","Philadelphia, PA","US","Philadelphia, PA 19148","1020 Pattison Ave","lincoln-financial-field","America/New_York","https://seatgeek.com/venues/lincoln-financial-field/tickets",0.90542686,"PA","Lincoln Financial Field",330,"Philadelphia",TRUE,"Lincoln Financial Field",0,39.9046,-75.1675,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"83","2018-09-07","2018-09-07_16.00.44","2018-10-07T19:20:00",FALSE,"normal","2018-10-08T00:20:00","","Dallas Cowboys at Houston Texans",4347020,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",0.983,"2018-04-20T00:47:36",FALSE,"2018-04-20T00:00:00",FALSE,"Cowboys at Texans","nfl",0.918,FALSE,"2018-10-08T04:20:00",NA,284,1504,630.76,NA,NA,284,5377,"QRCODE","2018-08-24T21:04:53Z",FALSE,47,"77054","Houston, TX","US","Houston, TX 77054","1 Reliant Park","nrg-stadium","America/Chicago","https://seatgeek.com/venues/nrg-stadium/tickets",0.8624192,"TX","NRG Stadium",41,"Houston",TRUE,"NRG Stadium",0,29.6847,-95.4107,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"84","2018-09-07","2018-09-07_16.00.44","2018-10-08T16:00:00",FALSE,"normal","2018-10-08T20:00:00","","Baltimore Ravens at A Purple Evening",4474093,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",0.349,"2018-08-03T16:01:06",FALSE,"2018-08-03T00:00:00",FALSE,"Baltimore Ravens at A Purple Evening","sports",0.43,FALSE,"2018-10-09T00:00:00",NA,NA,12,243.92,NA,NA,75,569,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,9,"21230","Baltimore, MD","US","Baltimore, MD 21230","1101 Russell St","m-t-bank-stadium","America/New_York","https://seatgeek.com/venues/m-t-bank-stadium/tickets",0.8927189,"MD","M&T Bank Stadium",1121,"Baltimore",TRUE,"M&T Bank Stadium",0,39.2774,-76.623,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"85","2018-09-07","2018-09-07_16.00.44","2018-10-08T19:15:00",FALSE,"normal","2018-10-09T00:15:00","","Washington Redskins at New Orleans Saints",4346971,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",0.903,"2018-04-20T00:47:25",FALSE,"2018-04-20T00:00:00",TRUE,"Redskins at Saints","nfl",0.866,FALSE,"2018-10-09T04:15:00",NA,83,1411,248.48,NA,NA,83,5941,"QRCODE","2018-05-29T20:38:55Z",FALSE,20,"70112","New Orleans, LA","US","New Orleans, LA 70112","1500 Sugar Bowl Drive","mercedes-benz-superdome","America/Chicago","https://seatgeek.com/venues/mercedes-benz-superdome/tickets",0.8966978,"LA","Mercedes-Benz Superdome",128,"New Orleans",TRUE,"Mercedes-Benz Superdome",0,29.9515,-90.0786,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"86","2018-09-07","2018-09-07_16.00.44","2018-10-11T20:20:00",FALSE,"normal","2018-10-12T00:20:00","","Philadelphia Eagles at New York Giants",4346917,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",0.968,"2018-04-20T00:47:14",FALSE,"2018-04-20T00:00:00",FALSE,"Eagles at Giants","nfl",0.905,FALSE,"2018-10-12T04:20:00",NA,143,1964,370.13,NA,NA,143,4412,"QRCODE","2018-08-24T21:52:02Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"87","2018-09-07","2018-09-07_16.00.44","2018-10-13T12:00:00",FALSE,"normal","2018-10-13T17:00:00","","Alabama State Hornets at South Alabama Jaguars Football",4192619,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619",0.476,"2017-12-21T15:00:36",FALSE,"2017-12-21T00:00:00",FALSE,"Alabama State at South Alabama","ncaa_football",0.564,FALSE,"2018-10-13T21:00:00",NA,32,17,52.77,NA,NA,32,124,NA,NA,NA,7,"36604","Mobile, AL","US","Mobile, AL 36604","1621 Virginia St.","ladd-peebles-stadium","America/Chicago","https://seatgeek.com/venues/ladd-peebles-stadium/tickets",0.50177634,"AL","Ladd Peebles Stadium",3716,"Mobile",TRUE,"Ladd Peebles Stadium",0,30.6748,-88.0761,NA,NA,NA
"88","2018-09-07","2018-09-07_16.00.44","2018-10-14T13:00:00",FALSE,"normal","2018-10-14T17:00:00","","Pittsburgh Steelers at Cincinnati Bengals",4347042,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",0.912,"2018-04-20T00:47:40",FALSE,"2018-04-20T00:00:00",FALSE,"Steelers at Bengals","nfl",0.864,FALSE,"2018-10-14T21:00:00",NA,76,888,203.91,NA,NA,74,1505,"QRCODE","2018-08-24T21:53:35Z",FALSE,9,"45202","Cincinnati, OH","US","Cincinnati, OH 45202","1 Paul Brown Stadium","paul-brown-stadium","America/New_York","https://seatgeek.com/venues/paul-brown-stadium/tickets",0.86166537,"OH","Paul Brown Stadium",1124,"Cincinnati",TRUE,"Paul Brown Stadium",0,39.0961,-84.5177,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"89","2018-09-07","2018-09-07_16.00.44","2018-10-14T13:00:00",FALSE,"normal","2018-10-14T17:00:00","","Tampa Bay Buccaneers at Atlanta Falcons",4347051,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",0.92,"2018-04-20T00:47:42",FALSE,"2018-04-20T00:00:00",FALSE,"Buccaneers at Falcons","nfl",0.878,FALSE,"2018-10-14T21:00:00",NA,70,1778,258.69,NA,NA,65,11921,"QRCODE","2018-08-24T21:53:35Z",FALSE,15,"30313","Atlanta, GA","US","Atlanta, GA 30313","441 M.L.K. Jr Dr NW","mercedes-benz-stadium","America/New_York","https://seatgeek.com/venues/mercedes-benz-stadium/tickets",0.76958936,"GA","Mercedes-Benz Stadium",419590,"Atlanta",TRUE,"Mercedes-Benz Stadium",0,33.76,-84.4,"QRCODE","2018-08-23T20:14:46Z",FALSE
"90","2018-09-07","2018-09-07_16.00.44","2018-10-14T13:00:00",FALSE,"normal","2018-10-14T17:00:00","","Indianapolis Colts at New York Jets",4346961,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",0.941,"2018-04-20T00:47:22",FALSE,"2018-04-20T00:00:00",FALSE,"Colts at Jets","nfl",0.885,FALSE,"2018-10-14T21:00:00",NA,50,2341,183.31,NA,NA,50,6037,"QRCODE","2018-08-24T21:52:02Z",FALSE,21,"07073","East Rutherford, NJ","US","East Rutherford, NJ 07073","1 MetLife Stadium Drive","metlife-stadium","America/New_York","https://seatgeek.com/venues/metlife-stadium/tickets",0.94873494,"NJ","MetLife Stadium",1587,"East Rutherford",TRUE,"MetLife Stadium",0,40.8142,-74.0737,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"91","2018-09-07","2018-09-07_16.00.44","2018-10-14T13:00:00",FALSE,"normal","2018-10-14T17:00:00","","Chicago Bears at Miami Dolphins",4347081,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",0.922,"2018-04-20T00:47:47",FALSE,"2018-04-20T00:00:00",FALSE,"Bears at Dolphins","nfl",0.869,FALSE,"2018-10-14T21:00:00",NA,94,1995,333.45,NA,NA,94,11345,"QRCODE","2018-08-24T21:53:35Z",FALSE,39,"33056","Miami Gardens, FL","US","Miami Gardens, FL 33056","347 Don Shula Dr.","hard-rock-stadium","America/New_York","https://seatgeek.com/venues/hard-rock-stadium/tickets",0.8378203,"FL","Hard Rock Stadium",29,"Miami Gardens",TRUE,"Hard Rock Stadium",0,25.96,-80.24,"NONE","2017-10-03T18:58:44Z",FALSE
"92","2018-09-07","2018-09-07_16.00.44","2018-10-14T13:00:00",FALSE,"normal","2018-10-14T17:00:00","","Los Angeles Chargers at Cleveland Browns",4346998,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",0.882,"2018-04-20T00:47:31",FALSE,"2018-04-20T00:00:00",FALSE,"Chargers at Browns","nfl",0.847,FALSE,"2018-10-14T21:00:00",NA,30,2122,136.2,NA,NA,30,6158,"QRCODE","2018-08-24T21:53:35Z",FALSE,8,"44114","Cleveland, OH","US","Cleveland, OH 44114","100 Alfred Lerner Way","firstenergy-stadium-15","America/New_York","https://seatgeek.com/venues/firstenergy-stadium-15/tickets",0.86852187,"OH","FirstEnergy Stadium",1123,"Cleveland",TRUE,"FirstEnergy Stadium",0,41.5065,-81.7,"NONE","2015-11-11T20:55:31Z",FALSE
